,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
0,1,11:38.0,T. Ariza makes 2-pt layup from 1 ft,,2,0
1,1,11:13.0,,K. Durant makes 2-pt dunk at rim (assist by Z. Pachulia),2,2
2,1,11:01.0,C. Capela makes 2-pt layup from 3 ft,,4,2
3,1,10:48.0,,S. Curry makes 2-pt jump shot from 12 ft (assist by D. Green),4,4
4,1,10:26.0,R. Anderson misses 2-pt layup from 3 ft (block by Z. Pachulia),,4,4
5,1,10:25.0,Offensive rebound by R. Anderson,,4,4
6,1,10:23.0,R. Anderson makes 2-pt layup from 1 ft,,6,4
7,1,10:15.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by C. Capela),6,4
8,1,10:15.0,Defensive rebound by Team,,6,4
9,1,10:15.0,,Loose ball foul by Z. Pachulia (drawn by P. Beverley),6,4
10,1,10:05.0,J. Harden makes 2-pt layup from 3 ft,,8,4
11,1,9:52.0,,K. Durant misses 3-pt jump shot from 24 ft,8,4
12,1,9:52.0,Defensive rebound by J. Harden,,8,4
13,1,9:43.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Harden),,11,4
14,1,9:33.0,,Personal foul by P. Beverley (drawn by S. Curry),11,4
15,1,9:30.0,,Offensive foul by Z. Pachulia (drawn by J. Harden),11,4
16,1,9:30.0,,Turnover by Z. Pachulia (offensive foul),11,4
17,1,9:17.0,J. Harden makes 2-pt dunk at rim (assist by T. Ariza),,13,4
18,1,9:16.0,,Golden State full timeout,13,4
19,1,9:16.0,,A. Iguodala enters the game for Z. Pachulia,13,4
20,1,9:00.0,,Turnover by D. Green (bad pass; steal by T. Ariza),13,4
21,1,8:55.0,J. Harden misses 2-pt layup from 3 ft (block by K. Durant),,13,4
22,1,8:54.0,,Defensive rebound by S. Curry,13,4
23,1,8:50.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),13,6
24,1,8:33.0,P. Beverley misses 3-pt jump shot from 26 ft,,13,6
25,1,8:33.0,,Defensive rebound by D. Green,13,6
26,1,8:25.0,,Turnover by K. Thompson (traveling),13,6
27,1,8:12.0,Turnover by J. Harden (bad pass; steal by K. Durant),,13,6
28,1,8:02.0,,K. Thompson misses 3-pt jump shot from 26 ft,13,6
29,1,8:01.0,Defensive rebound by C. Capela,,13,6
30,1,7:48.0,R. Anderson misses 2-pt jump shot from 15 ft,,13,6
31,1,7:47.0,,Defensive rebound by K. Durant,13,6
32,1,7:38.0,,K. Durant makes 2-pt layup from 1 ft,13,8
33,1,7:24.0,T. Ariza misses 2-pt layup from 2 ft,,13,8
34,1,7:23.0,,Defensive rebound by K. Durant,13,8
35,1,7:12.0,,S. Curry misses 3-pt jump shot from 26 ft,13,8
36,1,7:12.0,Defensive rebound by J. Harden,,13,8
37,1,7:07.0,Shooting foul by A. Iguodala (drawn by J. Harden),,13,8
38,1,7:07.0,J. Harden misses free throw 1 of 2,,13,8
39,1,7:07.0,Offensive rebound by Team,,13,8
40,1,7:07.0,J. Harden makes free throw 2 of 2,,14,8
41,1,6:52.0,,D. Green misses 3-pt jump shot from 24 ft,14,8
42,1,6:51.0,Defensive rebound by P. Beverley,,14,8
43,1,6:42.0,R. Anderson misses 3-pt jump shot from 26 ft,,14,8
44,1,6:41.0,,Defensive rebound by A. Iguodala,14,8
45,1,6:32.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),14,11
46,1,6:19.0,T. Ariza makes 2-pt jump shot from 19 ft,,16,11
47,1,6:05.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),16,13
48,1,5:51.0,Turnover by C. Capela (traveling),,16,13
49,1,5:51.0,E. Gordon enters the game for P. Beverley,,16,13
50,1,5:41.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),16,15
51,1,5:32.0,T. Ariza misses 3-pt jump shot from 25 ft,,16,15
52,1,5:31.0,,Defensive rebound by D. Green,16,15
53,1,5:22.0,,D. Green makes 2-pt layup from 2 ft,16,17
54,1,5:22.0,Houston full timeout,,16,17
55,1,5:22.0,,J. McGee enters the game for K. Durant,16,17
56,1,5:22.0,M. Harrell enters the game for C. Capela,,16,17
57,1,5:05.0,J. Harden makes 2-pt jump shot from 16 ft,,18,17
58,1,4:51.0,Offensive charge foul by J. McGee (drawn by M. Harrell),,18,17
59,1,4:51.0,,Turnover by J. McGee (offensive foul),18,17
60,1,4:38.0,J. Harden makes 2-pt layup from 1 ft,,20,17
61,1,4:30.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),20,20
62,1,4:15.0,Turnover by J. Harden (bad pass; steal by J. McGee),,20,20
