,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
391,4,3:50.0,,Defensive rebound by J. Harden,82,87
392,4,3:45.0,,Turnover by R. Anderson (bad pass; steal by O. Porter),82,87
393,4,3:40.0,Personal foul by R. Anderson (drawn by B. Beal),,82,87
394,4,3:40.0,B. Beal makes free throw 1 of 2,,83,87
395,4,3:40.0,B. Beal makes free throw 2 of 2,,84,87
396,4,3:23.0,,Shooting foul by M. Morris (drawn by E. Gordon),84,87
397,4,3:23.0,,E. Gordon makes free throw 1 of 2,84,88
398,4,3:23.0,,E. Gordon makes free throw 2 of 2,84,89
399,4,3:01.0,K. Oubre misses 2-pt layup from 2 ft,,84,89
400,4,3:00.0,,Defensive rebound by J. Harden,84,89
401,4,2:56.0,Violation by M. Morris (kicked ball),,84,89
402,4,2:45.0,,Shooting foul by K. Oubre (drawn by J. Harden),84,89
403,4,2:45.0,,J. Harden makes free throw 1 of 2,84,90
404,4,2:45.0,M. Gortat enters the game for K. Oubre,,84,90
405,4,2:45.0,,J. Harden makes free throw 2 of 2,84,91
406,4,2:32.0,B. Beal makes 2-pt jump shot from 10 ft,,86,91
407,4,2:14.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),86,94
408,4,2:00.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,89,94
409,4,1:40.0,,J. Harden makes 3-pt jump shot from 26 ft,89,97
410,4,1:30.0,M. Gortat misses 2-pt jump shot from 10 ft (block by R. Anderson),,89,97
411,4,1:27.0,,Defensive rebound by T. Ariza,89,97
412,4,1:22.0,,E. Gordon misses 3-pt jump shot from 26 ft,89,97
413,4,1:20.0,,Offensive rebound by M. Harrell,89,97
414,4,1:19.0,,E. Gordon makes 2-pt layup from 2 ft (assist by M. Harrell),89,99
415,4,1:19.0,Washington full timeout,,89,99
416,4,1:16.0,Offensive foul by M. Morris (drawn by R. Anderson),,89,99
417,4,1:16.0,Turnover by M. Morris (offensive foul),,89,99
418,4,0:51.0,,J. Harden misses 3-pt jump shot from 26 ft,89,99
419,4,0:48.0,Defensive rebound by M. Gortat,,89,99
420,4,0:39.0,Personal foul by M. Harrell (drawn by J. Wall),,89,99
421,4,0:31.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,91,99
422,4,0:10.0,,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),91,101
