,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
0,1,11:47.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),0,3
1,1,11:21.0,R. Hood makes 3-pt jump shot from 25 ft,,3,3
2,1,11:06.0,,Turnover by S. Adams (lost ball),3,3
3,1,10:50.0,R. Gobert misses 2-pt layup from 2 ft,,3,3
4,1,10:50.0,,Defensive rebound by Team,3,3
5,1,10:37.0,,D. Sabonis misses 2-pt jump shot from 16 ft,3,3
6,1,10:37.0,Defensive rebound by R. Gobert,,3,3
7,1,10:23.0,R. Hood misses 2-pt layup from 1 ft (block by S. Adams),,3,3
8,1,10:23.0,Offensive rebound by Team,,3,3
9,1,10:17.0,Personal foul by Á. Abrines (drawn by R. Gobert),,3,3
10,1,10:06.0,G. Hayward misses 3-pt jump shot from 25 ft,,3,3
11,1,10:06.0,,Defensive rebound by R. Westbrook,3,3
12,1,9:54.0,,R. Westbrook makes 3-pt jump shot from 25 ft,3,6
13,1,9:28.0,D. Favors misses 2-pt jump shot from 5 ft,,3,6
14,1,9:27.0,Offensive rebound by R. Gobert,,3,6
15,1,9:27.0,R. Gobert makes 2-pt layup from 1 ft,,5,6
16,1,9:12.0,Violation by D. Favors (kicked ball),,5,6
17,1,9:03.0,,R. Westbrook misses 2-pt jump shot from 16 ft,5,6
18,1,9:02.0,Defensive rebound by R. Hood,,5,6
19,1,8:52.0,R. Hood misses 2-pt jump shot from 12 ft,,5,6
20,1,8:52.0,,Defensive rebound by S. Adams,5,6
21,1,8:44.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),5,9
22,1,8:19.0,G. Hill makes 2-pt layup from 1 ft (assist by D. Favors),,7,9
23,1,8:00.0,,D. Sabonis makes 2-pt jump shot from 8 ft (assist by R. Westbrook),7,11
24,1,7:46.0,G. Hill misses 2-pt jump shot from 13 ft,,7,11
25,1,7:46.0,,Defensive rebound by A. Roberson,7,11
26,1,7:32.0,,A. Roberson makes 3-pt jump shot from 25 ft (assist by S. Adams),7,14
27,1,7:05.0,R. Hood makes 3-pt jump shot from 26 ft,,10,14
28,1,6:39.0,,R. Westbrook makes 2-pt jump shot from 10 ft,10,16
29,1,6:38.0,Utah full timeout,,10,16
30,1,6:38.0,,E. Freedom enters the game for D. Sabonis,10,16
31,1,6:38.0,J. Johnson enters the game for D. Favors,,10,16
32,1,6:20.0,J. Johnson makes 2-pt jump shot from 18 ft,,12,16
33,1,5:59.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Adams),12,19
34,1,5:38.0,R. Gobert makes 2-pt hook shot from 3 ft (assist by G. Hayward),,14,19
35,1,5:17.0,,Turnover by A. Roberson (bad pass; steal by G. Hayward),14,19
36,1,5:11.0,G. Hayward makes 2-pt jump shot from 5 ft,,16,19
37,1,4:52.0,,E. Freedom misses 2-pt jump shot from 5 ft,16,19
38,1,4:52.0,,Offensive rebound by Team,16,19
39,1,4:52.0,Loose ball foul by J. Johnson (drawn by S. Adams),,16,19
40,1,4:52.0,D. Exum enters the game for G. Hill,,16,19
41,1,4:46.0,,Shooting foul by D. Exum (drawn by R. Westbrook),16,19
42,1,4:46.0,,R. Westbrook misses free throw 1 of 2,16,19
43,1,4:46.0,,Offensive rebound by Team,16,19
44,1,4:46.0,,R. Westbrook makes free throw 2 of 2,16,20
45,1,4:29.0,G. Hayward misses 2-pt jump shot from 18 ft,,16,20
46,1,4:29.0,,Defensive rebound by E. Freedom,16,20
47,1,4:23.0,,R. Westbrook misses 2-pt jump shot from 19 ft,16,20
48,1,4:21.0,Defensive rebound by R. Hood,,16,20
49,1,4:11.0,R. Hood misses 3-pt jump shot from 24 ft,,16,20
50,1,4:10.0,,Defensive rebound by A. Roberson,16,20
51,1,3:55.0,,Shooting foul by D. Exum (drawn by R. Westbrook),16,20
52,1,3:55.0,,R. Westbrook makes free throw 1 of 2,16,21
53,1,3:55.0,,T. Gibson enters the game for S. Adams,16,21
54,1,3:55.0,J. Ingles enters the game for R. Hood,,16,21
55,1,3:55.0,A. Burks enters the game for D. Exum,,16,21
56,1,3:55.0,,R. Westbrook makes free throw 2 of 2,16,22
57,1,3:42.0,G. Hayward makes 2-pt jump shot from 9 ft,,18,22
58,1,3:30.0,,Turnover by R. Westbrook (bad pass; steal by A. Burks),18,22
59,1,3:13.0,G. Hayward makes 2-pt jump shot from 9 ft,,20,22
60,1,2:59.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by E. Freedom),20,25
61,1,2:42.0,,Oklahoma City full timeout,20,25
62,1,2:42.0,D. Favors enters the game for R. Gobert,,20,25
63,1,2:32.0,J. Johnson misses 2-pt jump shot from 18 ft,,20,25
64,1,2:31.0,,Defensive rebound by A. Roberson,20,25
65,1,2:27.0,,Shooting foul by A. Burks (drawn by R. Westbrook),20,25
66,1,2:27.0,,R. Westbrook makes free throw 1 of 2,20,26
67,1,2:27.0,,R. Westbrook makes free throw 2 of 2,20,27
68,1,2:12.0,G. Hayward misses 2-pt jump shot from 16 ft,,20,27
69,1,2:12.0,,Defensive rebound by E. Freedom,20,27
70,1,2:07.0,,R. Westbrook makes 2-pt layup from 1 ft,20,29
71,1,1:45.0,J. Ingles misses 2-pt jump shot from 5 ft,,20,29
72,1,1:45.0,Offensive rebound by Team,,20,29
73,1,1:45.0,Inbound foul by S. Christon,,20,29
74,1,1:45.0,G. Hill enters the game for G. Hayward,,20,29
75,1,1:45.0,,S. Christon enters the game for R. Westbrook,20,29
76,1,1:45.0,,D. McDermott enters the game for A. Roberson,20,29
77,1,1:45.0,G. Hill makes free throw 1 of 1,,21,29
78,1,1:29.0,J. Johnson makes 2-pt jump shot from 7 ft,,23,29
79,1,1:08.0,,Turnover by T. Gibson (bad pass; steal by J. Ingles),23,29
80,1,1:02.0,A. Burks misses 2-pt jump shot from 4 ft,,23,29
81,1,1:01.0,,Defensive rebound by E. Freedom,23,29
82,1,0:56.0,,Personal foul by J. Johnson (drawn by T. Gibson),23,29
83,1,0:56.0,,T. Gibson makes free throw 1 of 2,23,30
84,1,0:56.0,,T. Gibson makes free throw 2 of 2,23,31
85,1,0:46.0,D. Favors misses 2-pt jump shot from 7 ft,,23,31
86,1,0:45.0,,Defensive rebound by Team,23,31
87,1,0:30.0,,T. Gibson misses 2-pt jump shot from 4 ft,23,31
88,1,0:28.0,Defensive rebound by J. Ingles,,23,31
89,1,0:05.0,J. Johnson makes 2-pt layup from 2 ft,,25,31
90,2,11:46.0,G. Hill makes 2-pt jump shot from 8 ft (assist by D. Favors),,27,31
91,2,11:25.0,,Turnover by E. Freedom (lost ball; steal by G. Hill),27,31
92,2,11:08.0,A. Burks misses 2-pt jump shot from 5 ft (block by T. Gibson),,27,31
93,2,11:07.0,Offensive rebound by A. Burks,,27,31
94,2,11:07.0,A. Burks misses 2-pt layup from 3 ft,,27,31
95,2,11:06.0,Offensive rebound by D. Favors,,27,31
96,2,10:59.0,A. Burks makes 3-pt jump shot from 22 ft (assist by J. Ingles),,30,31
97,2,10:40.0,,E. Freedom makes 2-pt jump shot from 12 ft,30,33
98,2,10:18.0,A. Burks makes 2-pt layup from 1 ft,,32,33
99,2,10:18.0,Shooting foul by T. Gibson (drawn by A. Burks),,32,33
100,2,10:18.0,A. Burks makes free throw 1 of 1,,33,33
101,2,9:57.0,,T. Gibson misses 2-pt jump shot from 13 ft,33,33
102,2,9:56.0,,Offensive rebound by E. Freedom,33,33
103,2,9:56.0,,E. Freedom misses 2-pt layup at rim,33,33
104,2,9:55.0,Defensive rebound by G. Hill,,33,33
105,2,9:35.0,B. Diaw misses 2-pt jump shot from 5 ft (block by S. Christon),,33,33
106,2,9:35.0,,Defensive rebound by J. Grant,33,33
107,2,9:31.0,,D. McDermott makes 3-pt jump shot from 22 ft (assist by J. Grant),33,36
108,2,9:14.0,D. Favors makes 2-pt jump shot from 15 ft (assist by G. Hill),,35,36
109,2,9:02.0,,T. Gibson makes 2-pt layup from 2 ft (assist by S. Christon),35,38
110,2,8:45.0,G. Hill misses 2-pt layup from 2 ft,,35,38
111,2,8:44.0,Offensive rebound by Team,,35,38
112,2,8:44.0,Official timeout,,35,38
113,2,8:44.0,R. Hood enters the game for A. Burks,,35,38
114,2,8:42.0,R. Hood makes 2-pt jump shot from 16 ft (assist by J. Ingles),,37,38
115,2,8:26.0,,D. McDermott misses 2-pt layup from 4 ft,37,38
116,2,8:26.0,Defensive rebound by Team,,37,38
117,2,8:26.0,,Loose ball foul by E. Freedom (drawn by D. Favors),37,38
118,2,8:26.0,,R. Westbrook enters the game for S. Christon,37,38
119,2,8:26.0,D. Exum enters the game for G. Hill,,37,38
120,2,8:04.0,D. Exum misses 2-pt layup from 2 ft,,37,38
121,2,8:04.0,Offensive rebound by Team,,37,38
122,2,7:57.0,Turnover by R. Hood (bad pass; steal by E. Freedom),,37,38
123,2,7:50.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Gibson),37,41
124,2,7:34.0,B. Diaw makes 2-pt layup from 2 ft,,39,41
125,2,7:21.0,,E. Freedom makes 2-pt jump shot from 16 ft (assist by R. Westbrook),39,43
126,2,7:04.0,B. Diaw misses 3-pt jump shot from 25 ft,,39,43
127,2,7:04.0,,Defensive rebound by R. Westbrook,39,43
128,2,6:44.0,,R. Westbrook misses 2-pt jump shot from 17 ft,39,43
129,2,6:44.0,Defensive rebound by R. Hood,,39,43
130,2,6:33.0,D. Exum misses 2-pt layup from 1 ft (block by E. Freedom),,39,43
131,2,6:32.0,,Defensive rebound by D. McDermott,39,43
132,2,6:25.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by R. Westbrook),39,46
133,2,6:24.0,Utah full timeout,,39,46
134,2,6:24.0,,S. Adams enters the game for T. Gibson,39,46
135,2,6:24.0,R. Gobert enters the game for D. Favors,,39,46
136,2,6:24.0,G. Hayward enters the game for D. Exum,,39,46
137,2,6:24.0,G. Hill enters the game for J. Ingles,,39,46
138,2,6:16.0,Personal foul by J. Grant (drawn by G. Hayward),,39,46
139,2,6:08.0,R. Hood misses 2-pt jump shot from 11 ft,,39,46
140,2,6:08.0,,Defensive rebound by S. Adams,39,46
141,2,6:02.0,,Turnover by R. Westbrook (bad pass; steal by G. Hill),39,46
142,2,5:42.0,G. Hill misses 2-pt jump shot from 23 ft,,39,46
143,2,5:42.0,,Defensive rebound by D. McDermott,39,46
144,2,5:27.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by R. Westbrook),39,49
145,2,5:09.0,G. Hayward makes 3-pt jump shot from 26 ft (assist by G. Hill),,42,49
146,2,4:49.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. McDermott),42,52
147,2,4:27.0,G. Hill misses 3-pt jump shot from 23 ft,,42,52
148,2,4:27.0,,Defensive rebound by D. McDermott,42,52
149,2,4:19.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by R. Westbrook),42,55
150,2,4:18.0,Utah full timeout,,42,55
151,2,4:18.0,J. Johnson enters the game for B. Diaw,,42,55
152,2,4:18.0,,A. Roberson enters the game for E. Freedom,42,55
153,2,3:54.0,Turnover by G. Hill (lost ball; steal by A. Roberson),,42,55
154,2,3:51.0,,Personal take foul by R. Hood (drawn by R. Westbrook),42,55
155,2,3:46.0,,D. McDermott misses 2-pt jump shot from 18 ft,42,55
156,2,3:45.0,Defensive rebound by J. Johnson,,42,55
157,2,3:35.0,R. Hood misses 3-pt jump shot from 25 ft,,42,55
158,2,3:34.0,,Defensive rebound by J. Grant,42,55
159,2,3:29.0,,A. Roberson misses 2-pt jump shot from 3 ft,42,55
160,2,3:28.0,Defensive rebound by Team,,42,55
161,2,3:13.0,G. Hayward misses 2-pt jump shot from 6 ft,,42,55
162,2,3:12.0,Offensive rebound by G. Hayward,,42,55
163,2,3:12.0,G. Hayward makes 2-pt layup from 2 ft,,44,55
164,2,2:57.0,,R. Westbrook misses 2-pt jump shot from 19 ft,44,55
165,2,2:56.0,Defensive rebound by R. Gobert,,44,55
166,2,2:44.0,Personal foul by S. Adams (drawn by R. Gobert),,44,55
167,2,2:44.0,,Oklahoma City full timeout,44,55
168,2,2:35.0,G. Hayward misses 2-pt jump shot from 11 ft,,44,55
169,2,2:35.0,,Defensive rebound by D. McDermott,44,55
170,2,2:18.0,,J. Grant makes 2-pt layup from 1 ft,44,57
171,2,1:54.0,G. Hill makes 2-pt layup from 2 ft,,46,57
172,2,1:39.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),46,59
173,2,1:11.0,J. Johnson makes 2-pt jump shot from 17 ft,,48,59
174,2,0:56.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),48,61
175,2,0:40.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by G. Hill),,51,61
176,2,0:33.0,,R. Westbrook misses 3-pt jump shot from 25 ft,51,61
177,2,0:32.0,Defensive rebound by G. Hayward,,51,61
178,2,0:12.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,53,61
179,2,0:02.0,,S. Adams misses 2-pt layup from 2 ft (block by R. Gobert),53,61
180,2,0:01.0,Defensive rebound by R. Hood,,53,61
181,3,11:44.0,G. Hayward misses 2-pt jump shot from 9 ft,,53,61
182,3,11:44.0,,Defensive rebound by R. Westbrook,53,61
183,3,11:42.0,,R. Westbrook makes 3-pt jump shot from 29 ft,53,64
184,3,11:42.0,,Shooting foul by R. Hood (drawn by R. Westbrook),53,64
185,3,11:42.0,,R. Westbrook makes free throw 1 of 1,53,65
186,3,11:25.0,G. Hill makes 2-pt jump shot from 8 ft (assist by G. Hayward),,55,65
187,3,11:12.0,,Turnover by R. Westbrook (bad pass),55,65
188,3,10:50.0,G. Hill misses 2-pt jump shot from 5 ft,,55,65
189,3,10:49.0,,Defensive rebound by S. Adams,55,65
190,3,10:39.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by D. Sabonis),55,68
191,3,10:21.0,D. Favors misses 2-pt jump shot from 18 ft,,55,68
192,3,10:20.0,,Defensive rebound by S. Adams,55,68
