,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
97,1,2:05.0,Offensive charge foul by S. Kilpatrick (drawn by K. Walker),,17,23
98,1,2:05.0,,Turnover by S. Kilpatrick (offensive foul),17,23
99,1,2:05.0,R. Sessions enters the game for K. Walker,,17,23
100,1,2:05.0,,I. Whitehead enters the game for S. Kilpatrick,17,23
101,1,1:51.0,N. Batum makes 2-pt layup from 3 ft (assist by M. Belinelli),,19,23
102,1,1:36.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,19,23
103,1,1:35.0,Defensive rebound by R. Sessions,,19,23
104,1,1:27.0,Turnover by R. Sessions (bad pass; steal by I. Whitehead),,19,23
105,1,1:24.0,,Turnover by I. Whitehead (bad pass),19,23
106,1,1:14.0,Offensive foul by N. Batum (drawn by B. Bogdanović),,19,23
107,1,1:14.0,Turnover by N. Batum (offensive foul),,19,23
108,1,0:59.0,,J. Harris misses 3-pt jump shot from 22 ft,19,23
109,1,0:57.0,Defensive rebound by R. Sessions,,19,23
110,1,0:52.0,N. Batum makes 3-pt jump shot from 24 ft (assist by R. Sessions),,22,23
111,1,0:38.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,22,23
112,1,0:37.0,,Offensive rebound by I. Whitehead,22,23
113,1,0:22.0,,I. Whitehead misses 3-pt jump shot from 24 ft,22,23
114,1,0:21.0,Defensive rebound by S. Hawes,,22,23
115,1,0:05.0,Personal foul by I. Whitehead (drawn by R. Sessions),,22,23
116,1,0:05.0,R. Sessions makes free throw 1 of 2,,23,23
117,1,0:05.0,R. Sessions misses free throw 2 of 2,,23,23
118,1,0:04.0,,Defensive rebound by J. Hamilton,23,23
119,1,0:01.0,,I. Whitehead misses 3-pt jump shot from 31 ft,23,23
120,1,0:00.0,,Offensive rebound by Team,23,23
121,2,11:44.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,23,23
122,2,11:43.0,Defensive rebound by M. Kidd-Gilchrist,,23,23
123,2,11:37.0,M. Belinelli misses 3-pt jump shot from 25 ft,,23,23
124,2,11:36.0,,Defensive rebound by Team,23,23
125,2,11:35.0,Loose ball foul by F. Kaminsky (drawn by I. Whitehead),,23,23
126,2,11:15.0,,I. Whitehead makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),23,25
127,2,10:55.0,R. Sessions misses 2-pt layup from 4 ft (block by I. Whitehead),,23,25
128,2,10:54.0,Offensive rebound by Team,,23,25
129,2,10:51.0,R. Sessions misses 2-pt jump shot from 19 ft,,23,25
130,2,10:50.0,,Defensive rebound by S. Kilpatrick,23,25
131,2,10:37.0,,Personal foul by R. Sessions (drawn by A. Bennett),23,25
132,2,10:26.0,,J. Hamilton makes 2-pt jump shot from 10 ft (assist by R. Hollis-Jefferson),23,27
133,2,9:59.0,S. Hawes makes 2-pt jump shot from 7 ft (assist by F. Kaminsky),,25,27
134,2,9:46.0,,A. Bennett misses 3-pt jump shot from 25 ft,25,27
135,2,9:44.0,Defensive rebound by M. Belinelli,,25,27
136,2,9:38.0,Turnover by M. Belinelli (bad pass; steal by A. Bennett),,25,27
137,2,9:33.0,,J. Hamilton makes 2-pt hook shot from 8 ft (assist by R. Hollis-Jefferson),25,29
138,2,9:08.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,,27,29
139,2,9:00.0,,Shooting foul by F. Kaminsky (drawn by R. Hollis-Jefferson),27,29
140,2,9:00.0,,R. Hollis-Jefferson makes free throw 1 of 2,27,30
141,2,9:00.0,,R. Hollis-Jefferson misses free throw 2 of 2,27,30
142,2,9:00.0,M. Williams enters the game for F. Kaminsky,,27,30
143,2,8:59.0,Defensive rebound by M. Williams,,27,30
144,2,8:50.0,S. Hawes misses 2-pt layup from 3 ft,,27,30
145,2,8:49.0,,Defensive rebound by J. Hamilton,27,30
146,2,8:36.0,,J. Hamilton makes 3-pt jump shot from 26 ft (assist by I. Whitehead),27,33
147,2,8:19.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,30,33
148,2,8:02.0,,Turnover by I. Whitehead (bad pass; steal by M. Kidd-Gilchrist),30,33
149,2,8:02.0,Personal foul by I. Whitehead (drawn by M. Kidd-Gilchrist),,30,33
150,2,8:02.0,Official timeout,,30,33
151,2,8:02.0,,B. Lopez enters the game for J. Hamilton,30,33
152,2,8:02.0,,J. Harris enters the game for I. Whitehead,30,33
153,2,8:02.0,,T. Booker enters the game for A. Bennett,30,33
154,2,7:47.0,R. Sessions misses 2-pt layup from 3 ft,,30,33
155,2,7:46.0,,Defensive rebound by B. Lopez,30,33
156,2,7:39.0,,S. Kilpatrick makes 2-pt layup from 2 ft,30,35
157,2,7:20.0,M. Belinelli misses 2-pt jump shot from 24 ft,,30,35
158,2,7:19.0,,Defensive rebound by Team,30,35
159,2,7:03.0,,S. Kilpatrick makes 3-pt jump shot from 26 ft (assist by B. Lopez),30,38
160,2,6:47.0,M. Belinelli misses 2-pt jump shot from 15 ft,,30,38
161,2,6:46.0,,Defensive rebound by T. Booker,30,38
162,2,6:33.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,30,38
163,2,6:32.0,Defensive rebound by S. Hawes,,30,38
164,2,6:25.0,M. Belinelli misses 2-pt layup from 2 ft,,30,38
165,2,6:23.0,Offensive rebound by S. Hawes,,30,38
166,2,6:21.0,S. Hawes makes 2-pt layup from 3 ft,,32,38
167,2,6:01.0,,T. Booker makes 2-pt jump shot from 4 ft,32,40
168,2,5:56.0,Charlotte full timeout,,32,40
169,2,5:56.0,C. Zeller enters the game for S. Hawes,,32,40
170,2,5:56.0,K. Walker enters the game for M. Kidd-Gilchrist,,32,40
171,2,5:56.0,N. Batum enters the game for M. Belinelli,,32,40
172,2,5:41.0,K. Walker misses 3-pt jump shot from 25 ft,,32,40
173,2,5:40.0,,Defensive rebound by J. Harris,32,40
174,2,5:28.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,32,40
175,2,5:26.0,Defensive rebound by C. Zeller,,32,40
176,2,5:16.0,N. Batum misses 2-pt jump shot from 18 ft,,32,40
177,2,5:15.0,,Defensive rebound by T. Booker,32,40
178,2,5:06.0,,Shooting foul by C. Zeller (drawn by T. Booker),32,40
179,2,5:06.0,,T. Booker makes free throw 1 of 2,32,41
180,2,5:06.0,S. Hawes enters the game for C. Zeller,,32,41
181,2,5:06.0,,T. Booker makes free throw 2 of 2,32,42
182,2,4:52.0,M. Williams misses 3-pt jump shot from 24 ft,,32,42
183,2,4:50.0,,Defensive rebound by R. Hollis-Jefferson,32,42
184,2,4:34.0,,B. Lopez makes 2-pt hook shot from 7 ft,32,44
185,2,4:25.0,Turnover by R. Sessions (bad pass; steal by R. Hollis-Jefferson),,32,44
186,2,4:12.0,,B. Lopez misses 2-pt jump shot from 9 ft,32,44
187,2,4:11.0,Defensive rebound by S. Hawes,,32,44
188,2,4:01.0,S. Hawes makes 2-pt jump shot from 7 ft,,34,44
189,2,3:43.0,,R. Hollis-Jefferson makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),34,47
190,2,3:27.0,M. Williams misses 3-pt jump shot from 23 ft,,34,47
191,2,3:26.0,,Defensive rebound by S. Kilpatrick,34,47
192,2,3:12.0,,B. Lopez misses 3-pt jump shot from 25 ft,34,47
193,2,3:11.0,Defensive rebound by M. Williams,,34,47
194,2,2:56.0,Personal foul by B. Lopez (drawn by N. Batum),,34,47
195,2,2:56.0,,Brooklyn full timeout,34,47
196,2,2:56.0,M. Kidd-Gilchrist enters the game for R. Sessions,,34,47
197,2,2:56.0,,B. Bogdanović enters the game for J. Harris,34,47
198,2,2:46.0,K. Walker makes 2-pt jump shot from 15 ft,,36,47
199,2,2:27.0,,B. Lopez misses 2-pt jump shot from 8 ft,36,47
200,2,2:26.0,Defensive rebound by M. Kidd-Gilchrist,,36,47
201,2,2:15.0,K. Walker makes 2-pt layup from 2 ft,,38,47
202,2,2:02.0,,R. Hollis-Jefferson makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),38,50
203,2,1:48.0,Shooting foul by T. Booker (drawn by S. Hawes),,38,50
204,2,1:48.0,S. Hawes makes free throw 1 of 2,,39,50
205,2,1:48.0,S. Hawes makes free throw 2 of 2,,40,50
206,2,1:26.0,,T. Booker misses 2-pt jump shot from 21 ft,40,50
207,2,1:24.0,Defensive rebound by N. Batum,,40,50
208,2,1:13.0,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Williams),,43,50
209,2,0:52.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,43,50
210,2,0:51.0,Defensive rebound by M. Kidd-Gilchrist,,43,50
211,2,0:40.0,S. Hawes misses 2-pt jump shot from 14 ft,,43,50
212,2,0:39.0,Offensive rebound by Team,,43,50
213,2,0:28.0,Turnover by K. Walker (bad pass; steal by S. Kilpatrick),,43,50
214,2,0:23.0,,Brooklyn full timeout,43,50
215,2,0:05.0,,S. Kilpatrick misses 3-pt jump shot from 31 ft,43,50
216,2,0:05.0,,Offensive rebound by Team,43,50
217,2,0:04.0,,Turnover by Team (shot clock),43,50
218,2,0:01.0,K. Walker misses 2-pt jump shot from 16 ft,,43,50
219,2,0:00.0,Offensive rebound by Team,,43,50
220,3,11:39.0,,T. Booker makes 2-pt jump shot from 23 ft,43,52
221,3,11:17.0,M. Williams misses 3-pt jump shot from 24 ft,,43,52
222,3,11:16.0,,Defensive rebound by T. Booker,43,52
223,3,10:56.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by B. Lopez),43,54
224,3,10:36.0,Shooting block foul by R. Hollis-Jefferson (drawn by K. Walker),,43,54
225,3,10:36.0,K. Walker makes free throw 1 of 2,,44,54
226,3,10:36.0,,S. Kilpatrick enters the game for I. Whitehead,44,54
227,3,10:36.0,K. Walker makes free throw 2 of 2,,45,54
228,3,10:15.0,,B. Bogdanović misses 2-pt jump shot from 21 ft,45,54
229,3,10:13.0,Defensive rebound by C. Zeller,,45,54
230,3,10:04.0,C. Zeller misses 2-pt layup from 3 ft,,45,54
231,3,10:03.0,Offensive rebound by C. Zeller,,45,54
232,3,10:02.0,C. Zeller makes 2-pt layup from 1 ft,,47,54
233,3,9:51.0,,Shooting foul by M. Kidd-Gilchrist (drawn by B. Bogdanović),47,54
234,3,9:51.0,,B. Bogdanović makes free throw 1 of 2,47,55
235,3,9:51.0,,I. Whitehead enters the game for S. Kilpatrick,47,55
236,3,9:51.0,,B. Bogdanović makes free throw 2 of 2,47,56
237,3,9:35.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Williams),,50,56
238,3,9:11.0,,I. Whitehead misses 2-pt jump shot from 19 ft,50,56
239,3,9:10.0,Defensive rebound by C. Zeller,,50,56
240,3,8:59.0,K. Walker misses 3-pt jump shot from 24 ft,,50,56
241,3,8:58.0,,Defensive rebound by T. Booker,50,56
242,3,8:47.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,50,56
243,3,8:46.0,Defensive rebound by N. Batum,,50,56
244,3,8:42.0,K. Walker misses 2-pt layup from 3 ft,,50,56
245,3,8:41.0,Offensive rebound by C. Zeller,,50,56
246,3,8:40.0,C. Zeller makes 2-pt dunk at rim,,52,56
247,3,8:40.0,,Brooklyn full timeout,52,56
248,3,8:22.0,,T. Booker misses 2-pt jump shot from 17 ft,52,56
249,3,8:21.0,Defensive rebound by K. Walker,,52,56
250,3,8:13.0,Turnover by K. Walker (lost ball; steal by T. Booker),,52,56
251,3,8:09.0,,I. Whitehead makes 2-pt layup from 3 ft (assist by T. Booker),52,58
252,3,7:54.0,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),,54,58
253,3,7:54.0,Shooting foul by T. Booker (drawn by C. Zeller),,54,58
254,3,7:54.0,C. Zeller makes free throw 1 of 1,,55,58
255,3,7:39.0,,B. Lopez misses 2-pt jump shot from 12 ft,55,58
256,3,7:38.0,Defensive rebound by M. Kidd-Gilchrist,,55,58
257,3,7:30.0,N. Batum misses 3-pt jump shot from 25 ft,,55,58
258,3,7:29.0,Offensive rebound by M. Kidd-Gilchrist,,55,58
259,3,7:27.0,K. Walker misses 3-pt jump shot from 25 ft,,55,58
260,3,7:26.0,,Defensive rebound by B. Bogdanović,55,58
261,3,7:01.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,55,58
262,3,7:00.0,Defensive rebound by C. Zeller,,55,58
263,3,6:49.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by C. Zeller),,57,58
264,3,6:28.0,,B. Lopez misses 3-pt jump shot from 24 ft,57,58
265,3,6:27.0,Defensive rebound by M. Kidd-Gilchrist,,57,58
266,3,6:17.0,M. Williams misses 2-pt jump shot from 17 ft,,57,58
267,3,6:16.0,,Defensive rebound by B. Bogdanović,57,58
268,3,5:56.0,,I. Whitehead misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),57,58
269,3,5:54.0,Defensive rebound by K. Walker,,57,58
270,3,5:52.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Zeller),,57,58
271,3,5:52.0,C. Zeller makes free throw 1 of 2,,58,58
272,3,5:52.0,,S. Kilpatrick enters the game for I. Whitehead,58,58
273,3,5:52.0,,J. Hamilton enters the game for T. Booker,58,58
274,3,5:52.0,,J. Harris enters the game for R. Hollis-Jefferson,58,58
275,3,5:52.0,,L. Scola enters the game for B. Lopez,58,58
276,3,5:52.0,C. Zeller makes free throw 2 of 2,,59,58
277,3,5:40.0,,Turnover by J. Harris (bad pass; steal by C. Zeller),59,58
278,3,5:35.0,K. Walker makes 2-pt layup from 3 ft (assist by M. Williams),,61,58
279,3,5:23.0,,J. Hamilton misses 3-pt jump shot from 25 ft,61,58
280,3,5:22.0,Defensive rebound by N. Batum,,61,58
281,3,5:13.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,61,58
282,3,5:12.0,,Defensive rebound by L. Scola,61,58
283,3,5:06.0,,S. Kilpatrick makes 2-pt layup from 3 ft,61,60
284,3,4:42.0,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),,64,60
285,3,4:31.0,,S. Kilpatrick misses 2-pt jump shot from 19 ft,64,60
286,3,4:30.0,Defensive rebound by N. Batum,,64,60
287,3,4:21.0,Personal foul by J. Harris (drawn by M. Kidd-Gilchrist),,64,60
288,3,4:21.0,F. Kaminsky enters the game for M. Williams,,64,60
289,3,4:21.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,64,60
290,3,4:14.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by C. Zeller),,66,60
291,3,3:57.0,,Shooting foul by K. Walker (drawn by S. Kilpatrick),66,60
292,3,3:57.0,,S. Kilpatrick misses free throw 1 of 2,66,60
293,3,3:57.0,,Offensive rebound by Team,66,60
294,3,3:57.0,,S. Kilpatrick misses free throw 2 of 2,66,60
295,3,3:56.0,Defensive rebound by F. Kaminsky,,66,60
296,3,3:42.0,Turnover by N. Batum (bad pass; steal by S. Kilpatrick),,66,60
297,3,3:39.0,,Turnover by L. Scola (bad pass),66,60
298,3,3:28.0,K. Walker misses 2-pt jump shot from 19 ft,,66,60
299,3,3:27.0,,Defensive rebound by L. Scola,66,60
300,3,3:20.0,,S. Kilpatrick misses 2-pt layup from 3 ft,66,60
301,3,3:19.0,Defensive rebound by K. Walker,,66,60
302,3,3:12.0,M. Belinelli misses 3-pt jump shot from 24 ft,,66,60
303,3,3:11.0,,Defensive rebound by L. Scola,66,60
304,3,2:56.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Hamilton),66,63
305,3,2:36.0,F. Kaminsky makes 3-pt jump shot from 23 ft (assist by C. Zeller),,69,63
306,3,2:20.0,,Shooting foul by F. Kaminsky (drawn by S. Kilpatrick),69,63
307,3,2:20.0,Charlotte full timeout,,69,63
308,3,2:20.0,,S. Kilpatrick makes free throw 1 of 2,69,64
309,3,2:20.0,S. Hawes enters the game for C. Zeller,,69,63
310,3,2:20.0,R. Sessions enters the game for K. Walker,,69,63
311,3,2:20.0,,S. Kilpatrick misses free throw 2 of 2,69,64
312,3,2:19.0,Defensive rebound by N. Batum,,69,64
313,3,2:03.0,Turnover by S. Hawes (offensive foul),,69,64
314,3,2:03.0,Offensive foul by S. Hawes (drawn by B. Bogdanović),,69,64
315,3,1:53.0,,Shooting foul by R. Sessions (drawn by S. Kilpatrick),69,64
316,3,1:53.0,,S. Kilpatrick makes free throw 1 of 2,69,65
317,3,1:53.0,,S. Kilpatrick makes free throw 2 of 2,69,66
318,3,1:44.0,N. Batum makes 2-pt dunk at rim (assist by R. Sessions),,71,66
319,3,1:27.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,71,66
320,3,1:26.0,Defensive rebound by M. Belinelli,,71,66
321,3,1:14.0,S. Hawes makes 2-pt jump shot from 17 ft (assist by M. Belinelli),,73,66
322,3,0:56.0,,Turnover by B. Bogdanović (bad pass; steal by M. Belinelli),73,66
323,3,0:54.0,Turnover by S. Hawes (bad pass; steal by J. Hamilton),,73,66
324,3,0:49.0,,B. Bogdanović misses 2-pt layup from 3 ft,73,66
325,3,0:47.0,,Offensive rebound by B. Bogdanović,73,66
326,3,0:47.0,,B. Bogdanović makes 2-pt layup at rim,73,68
327,3,0:37.0,R. Sessions misses 2-pt layup from 1 ft,,73,68
328,3,0:36.0,,Defensive rebound by J. Hamilton,73,68
329,3,0:25.0,,L. Scola makes 2-pt layup from 1 ft (assist by S. Kilpatrick),73,70
330,3,0:03.0,Turnover by S. Hawes (bad pass; steal by L. Scola),,73,70
331,3,0:00.0,,S. Kilpatrick misses 3-pt jump shot from 38 ft,73,70
332,3,0:00.0,,Offensive rebound by Team,73,70
333,4,11:48.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by R. Sessions),,75,70
334,4,11:32.0,,S. Kilpatrick misses 2-pt jump shot from 8 ft,75,70
335,4,11:31.0,Defensive rebound by F. Kaminsky,,75,70
336,4,11:21.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,75,70
337,4,11:20.0,,Defensive rebound by R. Hollis-Jefferson,75,70
338,4,11:06.0,,Turnover by L. Scola (bad pass; steal by M. Belinelli),75,70
339,4,11:02.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,75,70
340,4,11:01.0,,Defensive rebound by I. Whitehead,75,70
341,4,10:55.0,,L. Scola makes 2-pt layup from 2 ft (assist by I. Whitehead),75,72
342,4,10:37.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,75,72
343,4,10:35.0,,Defensive rebound by L. Scola,75,72
344,4,10:12.0,,S. Kilpatrick misses 2-pt jump shot from 18 ft,75,72
345,4,10:10.0,Defensive rebound by M. Kidd-Gilchrist,,75,72
346,4,10:04.0,R. Sessions misses 3-pt jump shot from 26 ft,,75,72
347,4,10:03.0,,Defensive rebound by S. Kilpatrick,75,72
348,4,9:50.0,,L. Scola misses 3-pt jump shot from 23 ft,75,72
349,4,9:48.0,Defensive rebound by M. Kidd-Gilchrist,,75,72
350,4,9:25.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by R. Sessions),,78,72
351,4,9:07.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by L. Scola),78,74
352,4,8:52.0,Shooting foul by I. Whitehead (drawn by R. Sessions),,78,74
353,4,8:52.0,Official timeout,,78,74
354,4,8:52.0,R. Sessions misses free throw 1 of 2,,78,74
355,4,8:52.0,Offensive rebound by Team,,78,74
356,4,8:52.0,R. Sessions makes free throw 2 of 2,,79,74
357,4,8:31.0,,S. Kilpatrick makes 3-pt jump shot from 26 ft,79,77
358,4,8:11.0,Turnover by F. Kaminsky (bad pass; steal by I. Whitehead),,79,77
359,4,8:08.0,,Turnover by I. Whitehead (bad pass),79,77
360,4,8:08.0,,B. Lopez enters the game for L. Scola,79,77
361,4,8:08.0,,T. Booker enters the game for J. Hamilton,79,77
362,4,8:08.0,,J. Harris enters the game for S. Kilpatrick,79,77
363,4,7:47.0,Turnover by S. Hawes (3 sec),,79,77
364,4,7:31.0,,B. Lopez misses 2-pt jump shot from 17 ft,79,77
365,4,7:30.0,Defensive rebound by F. Kaminsky,,79,77
366,4,7:21.0,R. Sessions makes 2-pt layup from 1 ft (assist by F. Kaminsky),,81,77
367,4,7:02.0,,B. Lopez misses 2-pt hook shot from 7 ft,81,77
368,4,7:01.0,Defensive rebound by M. Belinelli,,81,77
369,4,6:58.0,Turnover by M. Belinelli (lost ball; steal by R. Hollis-Jefferson),,81,77
370,4,6:53.0,,B. Lopez makes 2-pt jump shot from 5 ft (assist by R. Hollis-Jefferson),81,79
