,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,12:00.0,,Violation by Team (jump ball),0,0
1,1,11:47.0,,D. Green misses 2-pt jump shot from 9 ft,0,0
2,1,11:46.0,,Offensive rebound by D. Green,0,0
3,1,11:45.0,,K. Durant misses 3-pt jump shot from 26 ft,0,0
4,1,11:43.0,Defensive rebound by D. Williams,,0,0
5,1,11:32.0,D. Williams makes 2-pt jump shot from 8 ft,,2,0
6,1,11:14.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by K. Durant),2,2
7,1,10:56.0,D. Williams makes 3-pt jump shot from 25 ft,,5,2
8,1,10:43.0,,K. Thompson misses 3-pt jump shot from 26 ft,5,2
9,1,10:42.0,Defensive rebound by D. Nowitzki,,5,2
10,1,10:30.0,D. Williams makes 2-pt layup from 2 ft,,7,2
11,1,10:18.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by H. Barnes),7,2
12,1,10:17.0,,Offensive rebound by Team,7,2
13,1,10:14.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,7,2
14,1,10:14.0,Defensive rebound by D. Nowitzki,,7,2
15,1,9:59.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,7,2
16,1,9:58.0,,Defensive rebound by K. Durant,7,2
17,1,9:50.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),7,5
18,1,9:28.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Williams),,10,5
19,1,9:01.0,,K. Durant makes 2-pt jump shot from 16 ft,10,7
20,1,8:38.0,D. Williams misses 3-pt jump shot from 24 ft,,10,7
21,1,8:37.0,,Defensive rebound by D. Green,10,7
22,1,8:32.0,,D. Green makes 2-pt dunk at rim,10,9
23,1,8:09.0,H. Barnes misses 3-pt jump shot from 25 ft,,10,9
24,1,8:08.0,,Defensive rebound by K. Durant,10,9
25,1,7:58.0,,S. Curry misses 3-pt jump shot from 30 ft,10,9
26,1,7:57.0,Defensive rebound by D. Finney-Smith,,10,9
27,1,7:46.0,Turnover by D. Finney-Smith (lost ball; steal by K. Thompson),,10,9
28,1,7:45.0,,Personal take foul by D. Nowitzki (drawn by S. Curry),10,9
29,1,7:31.0,,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),10,11
30,1,7:11.0,H. Barnes makes 2-pt jump shot from 15 ft,,12,11
31,1,6:51.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Green),12,13
32,1,6:34.0,D. Williams misses 3-pt jump shot from 26 ft,,12,13
33,1,6:33.0,,Defensive rebound by Z. Pachulia,12,13
34,1,6:24.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),12,15
35,1,6:08.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Williams),,14,15
36,1,6:08.0,Shooting foul by S. Curry (drawn by D. Nowitzki),,14,15
37,1,6:08.0,D. Nowitzki makes free throw 1 of 1,,15,15
38,1,5:57.0,,D. Green makes 2-pt jump shot from 3 ft,15,17
39,1,5:52.0,Dallas full timeout,,15,17
40,1,5:52.0,D. Powell enters the game for D. Nowitzki,,15,17
41,1,5:35.0,W. Matthews misses 3-pt jump shot from 25 ft,,15,17
42,1,5:35.0,Offensive rebound by D. Powell,,15,17
43,1,5:29.0,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Williams),,17,17
44,1,5:11.0,,Turnover by K. Thompson (lost ball; steal by W. Matthews),17,17
45,1,5:04.0,D. Finney-Smith misses 2-pt jump shot from 3 ft,,17,17
46,1,5:03.0,,Defensive rebound by K. Durant,17,17
47,1,4:55.0,,D. Green misses 3-pt jump shot from 27 ft,17,17
48,1,4:54.0,,Offensive rebound by Z. Pachulia,17,17
49,1,4:52.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by D. Powell),17,17
50,1,4:52.0,Defensive rebound by Team,,17,17
51,1,4:52.0,,Loose ball foul by Z. Pachulia (drawn by D. Powell),17,17
52,1,4:52.0,,A. Iguodala enters the game for K. Durant,17,17
53,1,4:52.0,,J. McGee enters the game for Z. Pachulia,17,17
54,1,4:52.0,D. Harris enters the game for D. Finney-Smith,,17,17
55,1,4:52.0,S. Curry enters the game for D. Williams,,17,17
56,1,4:40.0,D. Harris makes 3-pt jump shot from 25 ft (assist by S. Curry),,20,17
