,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CLEVELAND_ACTION,GOLDEN STATE_SCORE,CLEVELAND_SCORE
185,2,5:15.0,Turnover by S. Livingston (bad pass; steal by I. Shumpert),,44,38
186,2,5:10.0,,Turnover by I. Shumpert (bad pass; steal by S. Curry),44,38
187,2,5:06.0,K. Durant makes 2-pt dunk at rim (assist by S. Livingston),,46,38
188,2,5:06.0,,Cleveland full timeout,46,38
189,2,4:49.0,,R. Jefferson misses 2-pt jump shot from 18 ft,46,38
190,2,4:48.0,,Offensive rebound by T. Thompson,46,38
191,2,4:38.0,,Personal foul by D. Green (drawn by K. Irving),46,38
192,2,4:38.0,I. Clark enters the game for K. Thompson,,46,38
193,2,4:38.0,,L. James enters the game for R. Jefferson,46,38
194,2,4:38.0,,Cleveland full timeout,46,38
195,2,4:38.0,,K. Love enters the game for D. Liggins,46,38
196,2,4:23.0,,K. Irving misses 3-pt jump shot from 24 ft,46,38
197,2,4:23.0,Defensive rebound by K. Durant,,46,38
198,2,4:15.0,S. Curry makes 3-pt jump shot from 24 ft (assist by I. Clark),,49,38
199,2,4:00.0,,Shooting foul by K. Durant (drawn by K. Love),49,38
200,2,4:00.0,,K. Love makes free throw 1 of 2,49,39
201,2,4:00.0,,K. Love makes free throw 2 of 2,49,40
202,2,3:49.0,Shooting foul by I. Shumpert (drawn by S. Curry),,49,40
203,2,3:49.0,S. Curry makes free throw 1 of 2,,50,40
204,2,3:49.0,S. Curry misses free throw 2 of 2,,50,40
205,2,3:49.0,,R. Jefferson enters the game for I. Shumpert,50,40
206,2,3:47.0,,Defensive rebound by L. James,50,40
207,2,3:29.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),50,43
208,2,3:11.0,S. Livingston misses 2-pt jump shot from 13 ft,,50,43
209,2,3:11.0,,Defensive rebound by L. James,50,43
210,2,3:04.0,,R. Jefferson misses 3-pt jump shot from 24 ft,50,43
211,2,3:03.0,,Offensive rebound by T. Thompson,50,43
212,2,3:00.0,,T. Thompson misses 2-pt layup from 2 ft,50,43
213,2,2:59.0,,Offensive rebound by L. James,50,43
214,2,2:58.0,,L. James misses 2-pt layup from 1 ft,50,43
215,2,2:57.0,,Offensive rebound by L. James,50,43
216,2,2:55.0,,Shooting foul by S. Livingston (drawn by L. James),50,43
217,2,2:55.0,,L. James makes free throw 1 of 2,50,44
218,2,2:55.0,,L. James misses free throw 2 of 2,50,44
219,2,2:55.0,A. Iguodala enters the game for I. Clark,,50,44
220,2,2:55.0,K. Thompson enters the game for S. Livingston,,50,44
221,2,2:54.0,Defensive rebound by K. Durant,,50,44
222,2,2:47.0,S. Curry misses 2-pt jump shot from 10 ft,,50,44
223,2,2:47.0,Offensive rebound by Team,,50,44
224,2,2:47.0,Personal foul by K. Love (drawn by D. Green),,50,44
225,2,2:38.0,K. Durant misses 2-pt jump shot from 7 ft,,50,44
226,2,2:36.0,,Defensive rebound by L. James,50,44
227,2,2:17.0,,Shooting foul by A. Iguodala (drawn by K. Love),50,44
228,2,2:17.0,,K. Love makes free throw 1 of 2,50,45
229,2,2:17.0,Z. Pachulia enters the game for D. Green,,50,45
230,2,2:17.0,,K. Love makes free throw 2 of 2,50,46
231,2,1:55.0,A. Iguodala misses 3-pt jump shot from 23 ft,,50,46
232,2,1:55.0,,Defensive rebound by L. James,50,46
233,2,1:43.0,,R. Jefferson misses 3-pt jump shot from 23 ft,50,46
234,2,1:42.0,,Offensive rebound by T. Thompson,50,46
235,2,1:42.0,,Personal foul by A. Iguodala (drawn by T. Thompson),50,46
236,2,1:42.0,,T. Thompson makes free throw 1 of 2,50,47
237,2,1:42.0,,T. Thompson makes free throw 2 of 2,50,48
238,2,1:22.0,A. Iguodala misses 3-pt jump shot from 24 ft,,50,48
239,2,1:22.0,,Defensive rebound by T. Thompson,50,48
240,2,1:09.0,,L. James makes 2-pt layup at rim (assist by K. Irving),50,50
241,2,0:47.0,A. Iguodala misses 2-pt jump shot from 8 ft,,50,50
242,2,0:45.0,Offensive rebound by Z. Pachulia,,50,50
243,2,0:45.0,Z. Pachulia makes 2-pt layup at rim,,52,50
244,2,0:36.0,,K. Irving misses 2-pt jump shot from 8 ft,52,50
245,2,0:34.0,Defensive rebound by K. Durant,,52,50
246,2,0:29.0,K. Durant makes 3-pt jump shot from 25 ft,,55,50
247,2,0:09.0,,L. James makes 2-pt layup at rim,55,52
248,2,0:02.0,Z. Pachulia misses 2-pt layup from 2 ft (block by L. James),,55,52
249,2,0:02.0,Offensive rebound by Team,,55,52
250,2,0:02.0,,C. Frye enters the game for K. Love,55,52
251,2,0:00.0,S. Curry misses 3-pt jump shot from 26 ft,,55,52
252,2,0:00.0,Offensive rebound by Team,,55,52
253,3,11:50.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),55,55
254,3,11:33.0,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Green),,58,55
255,3,11:10.0,,K. Love misses 2-pt jump shot from 5 ft,58,55
256,3,11:10.0,Defensive rebound by Z. Pachulia,,58,55
257,3,11:04.0,K. Durant misses 3-pt jump shot from 26 ft,,58,55
258,3,11:02.0,,Defensive rebound by L. James,58,55
259,3,11:00.0,,Shooting foul by Z. Pachulia (drawn by K. Love),58,55
260,3,11:00.0,,K. Love misses free throw 1 of 2,58,55
261,3,11:00.0,,Offensive rebound by Team,58,55
262,3,11:00.0,,K. Love makes free throw 2 of 2,58,56
263,3,10:41.0,K. Thompson misses 3-pt jump shot from 28 ft,,58,56
264,3,10:40.0,Offensive rebound by Team,,58,56
265,3,10:33.0,Turnover by Z. Pachulia (lost ball; steal by D. Liggins),,58,56
266,3,10:26.0,,Turnover by L. James (bad pass),58,56
267,3,10:13.0,Personal foul by L. James (drawn by S. Curry),,58,56
268,3,10:10.0,Shooting foul by K. Love (drawn by K. Durant),,58,56
269,3,10:10.0,K. Durant makes free throw 1 of 2,,59,56
270,3,10:10.0,K. Durant makes free throw 2 of 2,,60,56
271,3,9:59.0,,L. James misses 2-pt layup from 1 ft,60,56
272,3,9:58.0,,Offensive rebound by T. Thompson,60,56
273,3,9:58.0,,T. Thompson misses 2-pt layup from 1 ft,60,56
274,3,9:58.0,,Offensive rebound by Team,60,56
275,3,9:48.0,,Turnover by L. James (bad pass; steal by S. Curry),60,56
276,3,9:36.0,S. Curry makes 2-pt jump shot from 5 ft (assist by K. Durant),,62,56
277,3,9:11.0,,L. James makes 3-pt jump shot from 26 ft (assist by K. Irving),62,59
278,3,8:55.0,K. Durant makes 2-pt jump shot from 7 ft (assist by D. Green),,64,59
279,3,8:48.0,,Shooting foul by Z. Pachulia (drawn by T. Thompson),64,59
280,3,8:48.0,,T. Thompson misses free throw 1 of 2,64,59
281,3,8:48.0,,Offensive rebound by Team,64,59
282,3,8:48.0,J. McGee enters the game for Z. Pachulia,,64,59
283,3,8:48.0,,T. Thompson makes free throw 2 of 2,64,60
284,3,8:43.0,S. Curry misses 3-pt jump shot from 25 ft,,64,60
285,3,8:41.0,Offensive rebound by J. McGee,,64,60
286,3,8:41.0,Turnover by J. McGee (bad pass; steal by T. Thompson),,64,60
287,3,8:28.0,,K. Irving misses 2-pt jump shot from 11 ft,64,60
288,3,8:28.0,Defensive rebound by K. Thompson,,64,60
289,3,8:21.0,Shooting foul by K. Love (drawn by J. McGee),,64,60
290,3,8:21.0,J. McGee misses free throw 1 of 2,,64,60
291,3,8:21.0,Offensive rebound by Team,,64,60
292,3,8:21.0,J. McGee misses free throw 2 of 2,,64,60
293,3,8:21.0,,C. Frye enters the game for K. Love,64,60
294,3,8:20.0,,Defensive rebound by L. James,64,60
295,3,8:10.0,,L. James makes 3-pt jump shot from 25 ft,64,63
296,3,7:52.0,J. McGee misses 2-pt layup at rim,,64,63
297,3,7:49.0,,Defensive rebound by C. Frye,64,63
298,3,7:44.0,,L. James misses 3-pt jump shot from 25 ft,64,63
299,3,7:43.0,Defensive rebound by K. Durant,,64,63
300,3,7:34.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),,67,63
301,3,7:08.0,,L. James makes 3-pt jump shot from 26 ft,67,66
302,3,6:54.0,S. Curry misses 2-pt jump shot from 16 ft,,67,66
303,3,6:52.0,,Defensive rebound by K. Irving,67,66
304,3,6:39.0,,C. Frye misses 3-pt jump shot from 25 ft,67,66
305,3,6:39.0,Defensive rebound by D. Green,,67,66
306,3,6:29.0,D. Green makes 2-pt layup from 1 ft,,69,66
307,3,6:28.0,,Cleveland full timeout,69,66
308,3,6:19.0,,Shooting block foul by J. McGee (drawn by L. James),69,66
309,3,6:19.0,,L. James misses free throw 1 of 2,69,66
310,3,6:19.0,,Offensive rebound by Team,69,66
311,3,6:19.0,,L. James makes free throw 2 of 2,69,67
312,3,6:07.0,K. Durant misses 3-pt jump shot from 26 ft,,69,67
313,3,6:03.0,,Defensive rebound by T. Thompson,69,67
314,3,5:57.0,,Shooting foul by J. McGee (drawn by T. Thompson),69,67
315,3,5:57.0,,T. Thompson misses free throw 1 of 2,69,67
316,3,5:57.0,,Offensive rebound by Team,69,67
317,3,5:57.0,,T. Thompson makes free throw 2 of 2,69,68
318,3,5:37.0,J. McGee misses 2-pt dunk at rim,,69,68
319,3,5:37.0,,Defensive rebound by Team,69,68
320,3,5:18.0,,C. Frye misses 3-pt jump shot from 26 ft,69,68
321,3,5:17.0,Defensive rebound by S. Curry,,69,68
322,3,5:10.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,72,68
323,3,4:58.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),72,70
324,3,4:58.0,Golden State full timeout,,72,70
325,3,4:58.0,A. Iguodala enters the game for K. Durant,,72,70
326,3,4:58.0,Z. Pachulia enters the game for J. McGee,,72,70
327,3,4:46.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,75,70
328,3,4:29.0,,Turnover by C. Frye (bad pass; steal by S. Curry),75,70
329,3,4:23.0,Turnover by S. Curry (bad pass; steal by K. Irving),,75,70
330,3,4:04.0,,K. Irving makes 2-pt layup from 1 ft,75,72
331,3,3:46.0,K. Thompson misses 2-pt layup from 1 ft,,75,72
332,3,3:46.0,,Defensive rebound by Team,75,72
333,3,3:36.0,,K. Irving misses 2-pt jump shot from 14 ft,75,72
334,3,3:35.0,Defensive rebound by A. Iguodala,,75,72
335,3,3:30.0,Shooting foul by C. Frye (drawn by S. Curry),,75,72
336,3,3:30.0,S. Curry makes free throw 1 of 2,,76,72
337,3,3:30.0,,I. Shumpert enters the game for D. Liggins,76,72
338,3,3:30.0,I. Clark enters the game for K. Thompson,,76,72
339,3,3:30.0,S. Curry makes free throw 2 of 2,,77,72
340,3,3:10.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),77,75
341,3,2:59.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,79,75
342,3,2:32.0,,Turnover by C. Frye (bad pass; steal by D. Green),79,75
343,3,2:18.0,Turnover by D. Green (bad pass; steal by K. Irving),,79,75
344,3,2:15.0,,K. Irving misses 2-pt layup from 1 ft,79,75
345,3,2:14.0,,Offensive rebound by K. Irving,79,75
346,3,2:13.0,,L. James misses 2-pt layup from 2 ft (block by A. Iguodala),79,75
347,3,2:13.0,,Offensive rebound by L. James,79,75
348,3,2:11.0,,L. James makes 2-pt layup from 2 ft,79,77
349,3,2:02.0,Offensive foul by Z. Pachulia (drawn by L. James),,79,77
350,3,2:02.0,Turnover by Z. Pachulia (offensive foul),,79,77
351,3,2:02.0,,R. Jefferson enters the game for K. Irving,79,77
352,3,2:02.0,K. Durant enters the game for Z. Pachulia,,79,77
353,3,1:43.0,,L. James misses 3-pt jump shot from 29 ft,79,77
354,3,1:42.0,Defensive rebound by K. Durant,,79,77
355,3,1:25.0,K. Durant makes 2-pt jump shot from 15 ft,,81,77
356,3,1:14.0,,I. Shumpert misses 2-pt jump shot from 16 ft,81,77
357,3,1:14.0,Defensive rebound by Team,,81,77
358,3,1:14.0,,Loose ball foul by T. Thompson (drawn by D. Green),81,77
359,3,1:14.0,D. Green makes free throw 1 of 2,,82,77
360,3,1:14.0,D. Green makes free throw 2 of 2,,83,77
361,3,1:01.0,,Personal foul by S. Curry (drawn by I. Shumpert),83,77
362,3,1:01.0,,I. Shumpert makes free throw 1 of 2,83,78
363,3,1:01.0,,I. Shumpert makes free throw 2 of 2,83,79
364,3,0:51.0,I. Clark makes 2-pt jump shot from 4 ft (assist by D. Green),,85,79
365,3,0:37.0,,R. Jefferson misses 2-pt jump shot from 13 ft,85,79
366,3,0:36.0,Defensive rebound by D. Green,,85,79
367,3,0:28.0,K. Durant makes 2-pt dunk at rim,,87,79
368,3,0:07.0,,Turnover by L. James (bad pass; steal by I. Clark),87,79
369,3,0:05.0,Turnover by A. Iguodala (bad pass),,87,79
370,3,0:05.0,,K. Irving enters the game for T. Thompson,87,79
371,3,0:05.0,S. Livingston enters the game for S. Curry,,87,79
372,3,0:05.0,P. McCaw enters the game for D. Green,,87,79
373,3,0:00.0,,Shooting foul by K. Durant (drawn by L. James),87,79
374,3,0:00.0,,L. James misses free throw 1 of 2,87,79
375,3,0:00.0,,Offensive rebound by Team,87,79
376,3,0:00.0,,L. James makes free throw 2 of 2,87,80
377,4,11:44.0,K. Durant misses 2-pt jump shot from 17 ft,,87,80
378,4,11:44.0,,Defensive rebound by K. Love,87,80
379,4,11:36.0,,Turnover by K. Irving (lost ball),87,80
380,4,11:26.0,Personal foul by R. Jefferson (drawn by K. Durant),,87,80
381,4,11:22.0,K. Thompson makes 2-pt layup at rim (assist by A. Iguodala),,89,80
382,4,11:02.0,,K. Irving misses 2-pt jump shot from 7 ft,89,80
383,4,11:00.0,Defensive rebound by K. Durant,,89,80
384,4,10:52.0,K. Durant misses 2-pt jump shot from 9 ft,,89,80
385,4,10:50.0,,Defensive rebound by K. Love,89,80
386,4,10:38.0,,Turnover by K. Irving (bad pass; steal by D. West),89,80
387,4,10:34.0,A. Iguodala misses 2-pt layup from 1 ft (block by I. Shumpert),,89,80
388,4,10:34.0,,Defensive rebound by Team,89,80
389,4,10:13.0,,K. Love misses 2-pt hook shot from 8 ft,89,80
390,4,10:11.0,Defensive rebound by D. West,,89,80
391,4,10:05.0,K. Durant makes 2-pt layup from 1 ft,,91,80
392,4,10:05.0,Shooting foul by D. Liggins (drawn by K. Durant),,91,80
393,4,10:05.0,K. Durant makes free throw 1 of 1,,92,80
394,4,9:43.0,,K. Love misses 3-pt jump shot from 26 ft,92,80
395,4,9:42.0,Defensive rebound by K. Durant,,92,80
396,4,9:35.0,K. Durant makes 2-pt jump shot from 8 ft,,94,80
397,4,9:35.0,,Cleveland full timeout,94,80
398,4,9:21.0,,R. Jefferson makes 2-pt dunk at rim (assist by K. Irving),94,82
399,4,9:20.0,,Technical foul by R. Jefferson,94,82
400,4,9:20.0,K. Durant makes technical free throw,,95,82
