,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
396,4,6:16.0,,Personal foul by T. Allen (drawn by M. Gortat),83,89
397,4,6:16.0,V. Carter enters the game for T. Allen,,83,89
398,4,6:06.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by J. Wall),83,92
399,4,5:48.0,J. Green misses 2-pt jump shot from 15 ft (block by J. Smith),,83,92
400,4,5:46.0,,Defensive rebound by O. Porter,83,92
401,4,5:24.0,,O. Porter makes 3-pt jump shot from 28 ft (assist by J. Wall),83,95
402,4,5:23.0,Memphis full timeout,,83,95
403,4,5:08.0,M. Conley makes 2-pt jump shot from 9 ft (assist by M. Gasol),,85,95
404,4,4:49.0,,B. Beal misses 3-pt jump shot from 25 ft,85,95
405,4,4:48.0,,Offensive rebound by O. Porter,85,95
406,4,4:28.0,,Shooting foul by J. Green (drawn by J. Smith),85,95
407,4,4:28.0,,J. Smith makes free throw 1 of 2,85,96
408,4,4:28.0,,J. Smith makes free throw 2 of 2,85,97
409,4,4:15.0,M. Gasol makes 2-pt layup from 2 ft (assist by J. Ennis),,87,97
410,4,3:54.0,,J. Smith misses 3-pt jump shot from 24 ft,87,97
411,4,3:53.0,Defensive rebound by Team,,87,97
412,4,3:38.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,89,97
413,4,3:19.0,Offensive charge foul by B. Beal (drawn by M. Gasol),,89,97
414,4,3:19.0,,Turnover by B. Beal (offensive foul),89,97
415,4,3:11.0,Shooting foul by B. Beal (drawn by M. Conley),,89,97
416,4,3:11.0,M. Conley makes free throw 1 of 3,,90,97
417,4,3:11.0,M. Conley makes free throw 2 of 3,,91,97
418,4,3:11.0,M. Conley makes free throw 3 of 3,,92,97
419,4,2:56.0,,J. Smith misses 3-pt jump shot from 24 ft,92,97
420,4,2:55.0,Defensive rebound by J. Ennis,,92,97
421,4,2:36.0,M. Conley makes 3-pt jump shot from 28 ft (assist by M. Gasol),,95,97
422,4,2:34.0,,Washington full timeout,95,97
423,4,2:34.0,,M. Morris enters the game for J. Smith,95,97
424,4,2:11.0,,J. Wall makes 2-pt layup from 1 ft,95,99
425,4,1:52.0,Turnover by M. Conley (lost ball; steal by O. Porter),,95,99
426,4,1:45.0,,J. Wall makes 2-pt layup from 2 ft,95,101
427,4,1:45.0,Memphis full timeout,,95,101
428,4,1:34.0,Shooting block foul by M. Gortat (drawn by J. Green),,95,101
429,4,1:34.0,J. Green makes free throw 1 of 2,,96,101
430,4,1:34.0,J. Green misses free throw 2 of 2,,96,101
431,4,1:33.0,,Defensive rebound by M. Gortat,96,101
432,4,1:13.0,Offensive charge foul by J. Wall (drawn by J. Ennis),,96,101
433,4,1:13.0,,Turnover by J. Wall (offensive foul),96,101
434,4,0:54.0,Turnover by M. Conley (lost ball; steal by M. Morris),,96,101
435,4,0:30.0,,J. Wall misses 3-pt jump shot from 29 ft,96,101
436,4,0:28.0,,Offensive rebound by M. Gortat,96,101
437,4,0:20.0,,Personal take foul by M. Conley (drawn by J. Wall),96,101
438,4,0:20.0,,J. Wall makes free throw 1 of 2,96,102
439,4,0:20.0,,J. Wall makes free throw 2 of 2,96,103
440,4,0:20.0,Memphis full timeout,,96,103
441,4,0:20.0,,K. Oubre enters the game for M. Gortat,96,103
442,4,0:17.0,Shooting foul by K. Oubre (drawn by M. Conley),,96,103
443,4,0:17.0,M. Conley misses free throw 1 of 3,,96,103
444,4,0:17.0,Offensive rebound by Team,,96,103
445,4,0:17.0,M. Conley makes free throw 2 of 3,,97,103
446,4,0:17.0,,M. Gortat enters the game for K. Oubre,97,103
447,4,0:17.0,M. Conley makes free throw 3 of 3,,98,103
448,4,0:15.0,,Personal take foul by J. Green (drawn by B. Beal),98,103
449,4,0:15.0,,B. Beal misses free throw 1 of 2,98,103
450,4,0:15.0,,Offensive rebound by Team,98,103
451,4,0:15.0,,K. Oubre enters the game for M. Gortat,98,103
452,4,0:15.0,,B. Beal makes free throw 2 of 2,98,104
453,4,0:15.0,Memphis full timeout,,98,104
454,4,0:10.0,V. Carter makes 3-pt jump shot from 31 ft (assist by M. Gasol),,101,104
455,4,0:09.0,,Official timeout,101,104
456,4,0:07.0,,Turnover by B. Beal (lost ball; steal by J. Ennis),101,104
457,4,0:01.0,J. Ennis misses 3-pt jump shot from 25 ft,,101,104
458,4,0:00.0,Offensive rebound by Team,,101,104
