,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
87,1,1:31.0,,D. Wade misses 2-pt jump shot from 17 ft,24,30
88,1,1:30.0,Defensive rebound by M. Hezonja,,24,30
89,1,1:25.0,B. Biyombo misses 2-pt layup from 3 ft,,24,30
90,1,1:24.0,,Defensive rebound by T. Gibson,24,30
91,1,1:21.0,,D. Wade makes 2-pt dunk from 2 ft (assist by T. Gibson),24,32
92,1,0:59.0,Turnover by B. Biyombo (3 sec),,24,32
93,1,0:59.0,,B. Portis enters the game for T. Gibson,24,32
94,1,0:42.0,,D. Wade makes 2-pt jump shot from 21 ft (assist by D. McDermott),24,34
95,1,0:21.0,J. Green misses 3-pt jump shot from 23 ft,,24,34
96,1,0:20.0,,Defensive rebound by D. McDermott,24,34
97,1,0:00.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),24,37
98,2,11:46.0,,R. Rondo misses 2-pt jump shot from 10 ft,24,37
99,2,11:45.0,Defensive rebound by B. Biyombo,,24,37
100,2,11:33.0,Turnover by M. Hezonja (bad pass),,24,37
101,2,11:13.0,,D. Wade makes 2-pt jump shot from 22 ft,24,39
102,2,10:54.0,M. Hezonja makes 2-pt layup from 3 ft (assist by J. Green),,26,39
103,2,10:42.0,,D. McDermott makes 2-pt jump shot from 15 ft (assist by R. Rondo),26,41
104,2,10:23.0,B. Biyombo misses 2-pt hook shot from 4 ft,,26,41
105,2,10:22.0,Offensive rebound by B. Biyombo,,26,41
106,2,10:21.0,B. Biyombo misses 2-pt layup from 2 ft (block by R. Rondo),,26,41
107,2,10:19.0,,Defensive rebound by R. Rondo,26,41
108,2,10:17.0,,D. Wade makes 2-pt layup from 2 ft (assist by R. Rondo),26,43
109,2,10:04.0,Personal foul by D. Wade (drawn by M. Hezonja),,26,43
110,2,9:59.0,M. Hezonja makes 2-pt layup from 2 ft (assist by B. Biyombo),,28,43
111,2,9:41.0,,D. McDermott misses 2-pt layup from 3 ft,28,43
112,2,9:40.0,,Offensive rebound by B. Portis,28,43
113,2,9:40.0,,B. Portis makes 2-pt layup from 3 ft,28,45
114,2,9:28.0,Personal foul by R. Rondo (drawn by D. Augustin),,28,45
115,2,9:28.0,,I. Canaan enters the game for D. Wade,28,45
116,2,9:12.0,J. Green misses 2-pt jump shot from 7 ft,,28,45
117,2,9:11.0,,Defensive rebound by B. Portis,28,45
118,2,9:03.0,,I. Canaan misses 3-pt jump shot from 25 ft,28,45
119,2,9:02.0,Defensive rebound by M. Hezonja,,28,45
120,2,8:47.0,J. Green makes 3-pt jump shot from 25 ft (assist by D. Augustin),,31,45
121,2,8:33.0,,N. Mirotić misses 3-pt jump shot from 25 ft,31,45
122,2,8:32.0,,Offensive rebound by B. Portis,31,45
123,2,8:29.0,,Shooting foul by B. Biyombo (drawn by B. Portis),31,45
124,2,8:29.0,,Chicago full timeout,31,45
125,2,8:29.0,,B. Portis makes free throw 1 of 2,31,46
126,2,8:29.0,,B. Portis misses free throw 2 of 2,31,46
127,2,8:28.0,Defensive rebound by B. Biyombo,,31,46
128,2,8:05.0,D. Augustin misses 3-pt jump shot from 27 ft,,31,46
129,2,8:05.0,Offensive rebound by Team,,31,46
130,2,8:05.0,Turnover by Team (shot clock),,31,46
131,2,7:48.0,,Shooting foul by D. Augustin (drawn by I. Canaan),31,46
132,2,7:48.0,,I. Canaan misses free throw 1 of 2,31,46
133,2,7:48.0,,Offensive rebound by Team,31,46
134,2,7:48.0,,R. Lopez enters the game for B. Portis,31,46
135,2,7:48.0,S. Ibaka enters the game for J. Green,,31,46
136,2,7:48.0,N. Vučević enters the game for D. Augustin,,31,46
137,2,7:48.0,E. Payton enters the game for B. Biyombo,,31,46
138,2,7:48.0,,I. Canaan makes free throw 2 of 2,31,47
139,2,7:33.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by S. Ibaka),,33,47
140,2,7:10.0,,D. McDermott makes 2-pt jump shot from 6 ft,33,49
141,2,6:52.0,A. Gordon makes 2-pt jump shot from 18 ft (assist by M. Hezonja),,35,49
142,2,6:39.0,,Personal foul by M. Hezonja (drawn by I. Canaan),35,49
143,2,6:39.0,,J. Butler enters the game for I. Canaan,35,49
144,2,6:33.0,,D. McDermott misses 3-pt jump shot from 24 ft,35,49
145,2,6:32.0,Defensive rebound by N. Vučević,,35,49
146,2,6:19.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),,38,49
147,2,5:55.0,,N. Mirotić misses 3-pt jump shot from 25 ft,38,49
148,2,5:54.0,,Offensive rebound by J. Butler,38,49
149,2,5:48.0,,Shooting foul by E. Payton (drawn by R. Rondo),38,49
150,2,5:48.0,,Chicago full timeout,38,49
151,2,5:48.0,,R. Rondo makes free throw 1 of 2,38,50
152,2,5:48.0,,T. Gibson enters the game for N. Mirotić,38,49
153,2,5:48.0,E. Fournier enters the game for A. Gordon,,38,49
154,2,5:48.0,,R. Rondo misses free throw 2 of 2,38,50
155,2,5:47.0,Defensive rebound by M. Hezonja,,38,50
156,2,5:30.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by M. Hezonja),,40,50
157,2,5:09.0,,J. Butler makes 2-pt jump shot from 7 ft,40,52
158,2,4:50.0,Personal foul by T. Gibson (drawn by E. Payton),,40,52
159,2,4:50.0,A. Gordon enters the game for M. Hezonja,,40,52
160,2,4:43.0,Turnover by E. Payton (bad pass; steal by R. Rondo),,40,52
161,2,4:43.0,,Personal foul by E. Payton (drawn by R. Rondo),40,52
162,2,4:43.0,,R. Rondo makes free throw 1 of 2,40,53
163,2,4:43.0,,R. Rondo misses free throw 2 of 2,40,53
164,2,4:43.0,D. Augustin enters the game for E. Payton,,40,53
165,2,4:41.0,Defensive rebound by S. Ibaka,,40,53
166,2,4:27.0,S. Ibaka misses 2-pt jump shot from 20 ft,,40,53
167,2,4:25.0,,Defensive rebound by R. Lopez,40,53
168,2,4:13.0,,R. Rondo misses 2-pt jump shot from 20 ft,40,53
169,2,4:12.0,,Offensive rebound by T. Gibson,40,53
170,2,4:08.0,,T. Gibson makes 2-pt jump shot from 5 ft,40,55
171,2,3:44.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),,43,55
172,2,3:36.0,,Turnover by R. Rondo (bad pass),43,55
173,2,3:23.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),,46,55
174,2,3:02.0,,T. Gibson makes 2-pt jump shot from 16 ft,46,57
175,2,2:54.0,Orlando full timeout,,46,57
176,2,2:54.0,,I. Canaan enters the game for R. Rondo,46,57
177,2,2:54.0,,D. Wade enters the game for D. McDermott,46,57
178,2,2:41.0,D. Augustin misses 3-pt jump shot from 23 ft,,46,57
179,2,2:41.0,,Defensive rebound by Team,46,57
180,2,2:25.0,,Turnover by D. Wade (bad pass; steal by N. Vučević),46,57
181,2,2:20.0,E. Fournier makes 2-pt layup from 1 ft (assist by S. Ibaka),,48,57
182,2,1:57.0,,T. Gibson makes 2-pt layup from 3 ft (assist by D. Wade),48,59
183,2,1:40.0,A. Gordon misses 2-pt jump shot from 20 ft,,48,59
184,2,1:39.0,,Defensive rebound by I. Canaan,48,59
185,2,1:32.0,,D. Wade misses 2-pt layup from 2 ft,48,59
186,2,1:31.0,Defensive rebound by N. Vučević,,48,59
187,2,1:23.0,A. Gordon misses 2-pt jump shot from 18 ft,,48,59
188,2,1:22.0,,Defensive rebound by J. Butler,48,59
189,2,1:19.0,,D. Wade makes 2-pt layup from 2 ft (assist by J. Butler),48,61
190,2,1:18.0,Orlando full timeout,,48,61
191,2,1:18.0,,N. Mirotić enters the game for T. Gibson,48,61
192,2,1:18.0,E. Payton enters the game for D. Augustin,,48,61
193,2,1:05.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,50,61
194,2,0:42.0,,D. Wade misses 3-pt jump shot from 25 ft,50,61
195,2,0:41.0,,Offensive rebound by N. Mirotić,50,61
196,2,0:28.0,,J. Butler misses 2-pt jump shot from 20 ft (block by A. Gordon),50,61
197,2,0:27.0,Defensive rebound by N. Vučević,,50,61
198,2,0:23.0,E. Payton makes 2-pt layup from 2 ft,,52,61
199,2,0:23.0,,Chicago full timeout,52,61
200,2,0:23.0,B. Biyombo enters the game for N. Vučević,,52,61
201,2,0:23.0,D. Augustin enters the game for E. Payton,,52,61
202,2,0:00.0,,J. Butler misses 2-pt jump shot from 21 ft,52,61
203,2,0:00.0,,Offensive rebound by Team,52,61
204,3,11:35.0,,R. Lopez misses 2-pt jump shot from 7 ft,52,61
205,3,11:32.0,Defensive rebound by A. Gordon,,52,61
206,3,11:27.0,Shooting foul by R. Lopez (drawn by N. Vučević),,52,61
207,3,11:27.0,N. Vučević misses free throw 1 of 2,,52,61
208,3,11:27.0,Offensive rebound by Team,,52,61
209,3,11:27.0,N. Vučević makes free throw 2 of 2,,53,61
210,3,11:09.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by R. Rondo),53,63
211,3,10:42.0,A. Gordon makes 2-pt dunk at rim (assist by S. Ibaka),,55,63
212,3,10:30.0,,Personal foul by S. Ibaka (drawn by T. Gibson),55,63
213,3,10:20.0,,Turnover by J. Butler (bad pass; steal by E. Payton),55,63
214,3,10:13.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),,58,63
215,3,10:01.0,,Shooting foul by E. Payton (drawn by R. Rondo),58,63
216,3,10:01.0,,R. Rondo makes free throw 1 of 2,58,64
217,3,10:01.0,,R. Rondo misses free throw 2 of 2,58,64
218,3,9:59.0,,Offensive rebound by R. Lopez,58,64
219,3,9:59.0,,R. Lopez misses 2-pt layup from 2 ft,58,64
220,3,9:57.0,Defensive rebound by A. Gordon,,58,64
221,3,9:44.0,Turnover by E. Fournier (lost ball; steal by D. Wade),,58,64
222,3,9:40.0,,J. Butler makes 2-pt layup from 2 ft (assist by T. Gibson),58,66
223,3,9:33.0,Turnover by S. Ibaka (bad pass; steal by J. Butler),,58,66
224,3,9:24.0,,R. Rondo makes 2-pt jump shot from 4 ft,58,68
225,3,9:14.0,Personal foul by R. Lopez (drawn by N. Vučević),,58,68
226,3,9:09.0,N. Vučević misses 2-pt jump shot from 22 ft,,58,68
227,3,9:08.0,,Defensive rebound by T. Gibson,58,68
228,3,8:52.0,,D. Wade misses 2-pt jump shot from 15 ft,58,68
229,3,8:52.0,,Offensive rebound by Team,58,68
230,3,8:34.0,,T. Gibson misses 2-pt layup from 2 ft,58,68
231,3,8:32.0,Defensive rebound by N. Vučević,,58,68
232,3,8:29.0,Turnover by E. Payton (bad pass),,58,68
233,3,8:10.0,,Shooting foul by N. Vučević (drawn by J. Butler),58,68
234,3,8:10.0,,J. Butler makes free throw 1 of 2,58,69
235,3,8:10.0,,J. Butler makes free throw 2 of 2,58,70
236,3,7:59.0,N. Vučević misses 2-pt jump shot from 10 ft,,58,70
237,3,7:58.0,Offensive rebound by E. Fournier,,58,70
238,3,7:52.0,Turnover by S. Ibaka (lost ball; steal by J. Butler),,58,70
239,3,7:51.0,,Personal foul by E. Fournier (drawn by R. Rondo),58,70
240,3,7:31.0,,T. Gibson misses 2-pt layup from 2 ft,58,70
241,3,7:30.0,,Offensive rebound by R. Lopez,58,70
242,3,7:30.0,,R. Lopez misses 2-pt layup from 2 ft,58,70
243,3,7:29.0,Defensive rebound by A. Gordon,,58,70
244,3,7:18.0,E. Fournier misses 3-pt jump shot from 23 ft,,58,70
245,3,7:17.0,,Defensive rebound by R. Lopez,58,70
246,3,7:06.0,,T. Gibson makes 2-pt layup from 2 ft,58,72
247,3,6:52.0,E. Payton misses 2-pt jump shot from 20 ft,,58,72
248,3,6:51.0,,Defensive rebound by T. Gibson,58,72
249,3,6:38.0,,R. Rondo makes 2-pt layup from 3 ft (assist by J. Butler),58,74
250,3,6:38.0,Orlando full timeout,,58,74
251,3,6:18.0,A. Gordon misses 2-pt jump shot from 17 ft,,58,74
252,3,6:17.0,,Defensive rebound by D. Wade,58,74
253,3,6:06.0,,T. Gibson misses 2-pt jump shot from 18 ft,58,74
254,3,6:05.0,,Offensive rebound by R. Lopez,58,74
255,3,6:05.0,,R. Lopez makes 2-pt layup from 2 ft,58,76
256,3,5:47.0,Turnover by A. Gordon (lost ball),,58,76
257,3,5:26.0,,J. Butler misses 2-pt layup from 1 ft (block by S. Ibaka),58,76
258,3,5:25.0,Defensive rebound by S. Ibaka,,58,76
259,3,5:22.0,E. Fournier misses 2-pt jump shot from 3 ft (block by D. Wade),,58,76
260,3,5:22.0,Offensive rebound by Team,,58,76
261,3,5:22.0,M. Hezonja enters the game for A. Gordon,,58,76
262,3,5:22.0,B. Biyombo enters the game for N. Vučević,,58,76
263,3,5:22.0,D. Augustin enters the game for E. Payton,,58,76
264,3,5:22.0,,D. McDermott enters the game for D. Wade,58,76
265,3,5:14.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. Augustin),,61,76
266,3,4:46.0,,D. McDermott misses 3-pt jump shot from 26 ft,61,76
267,3,4:46.0,,Offensive rebound by J. Butler,61,76
268,3,4:42.0,,Shooting foul by B. Biyombo (drawn by J. Butler),61,76
269,3,4:42.0,,J. Butler makes free throw 1 of 2,61,77
270,3,4:42.0,,I. Canaan enters the game for R. Rondo,61,77
271,3,4:42.0,,J. Butler makes free throw 2 of 2,61,78
272,3,4:27.0,D. Augustin misses 2-pt jump shot from 6 ft (block by R. Lopez),,61,78
273,3,4:25.0,,Defensive rebound by R. Lopez,61,78
274,3,4:18.0,,Shooting foul by S. Ibaka (drawn by T. Gibson),61,78
275,3,4:18.0,,T. Gibson makes free throw 1 of 2,61,79
276,3,4:18.0,,N. Mirotić enters the game for R. Lopez,61,79
277,3,4:18.0,,T. Gibson makes free throw 2 of 2,61,80
278,3,4:01.0,M. Hezonja misses 2-pt layup from 3 ft,,61,80
279,3,4:00.0,,Defensive rebound by T. Gibson,61,80
280,3,3:55.0,,J. Butler misses 2-pt layup from 1 ft,61,80
281,3,3:54.0,Defensive rebound by S. Ibaka,,61,80
282,3,3:46.0,M. Hezonja misses 3-pt jump shot from 24 ft,,61,80
283,3,3:45.0,,Defensive rebound by N. Mirotić,61,80
284,3,3:31.0,,I. Canaan misses 3-pt jump shot from 25 ft,61,80
285,3,3:31.0,Defensive rebound by S. Ibaka,,61,80
286,3,3:20.0,S. Ibaka misses 3-pt jump shot from 25 ft,,61,80
287,3,3:19.0,,Defensive rebound by I. Canaan,61,80
288,3,3:09.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Butler),61,82
289,3,3:09.0,,Shooting foul by S. Ibaka (drawn by D. McDermott),61,82
290,3,3:09.0,J. Green enters the game for S. Ibaka,,61,82
291,3,3:09.0,,D. McDermott makes free throw 1 of 1,61,83
292,3,2:47.0,E. Fournier misses 3-pt jump shot from 25 ft,,61,83
293,3,2:45.0,,Defensive rebound by T. Gibson,61,83
294,3,2:41.0,,J. Butler makes 2-pt layup from 2 ft,61,85
295,3,2:41.0,,Shooting foul by J. Green (drawn by J. Butler),61,85
296,3,2:41.0,,Chicago full timeout,61,85
297,3,2:41.0,,J. Butler makes free throw 1 of 1,61,86
298,3,2:25.0,E. Fournier makes 2-pt layup from 2 ft,,63,86
299,3,2:01.0,,Turnover by J. Butler (bad pass; steal by E. Fournier),63,86
300,3,1:56.0,D. Augustin misses 2-pt layup from 2 ft,,63,86
301,3,1:55.0,,Defensive rebound by D. McDermott,63,86
302,3,1:50.0,,I. Canaan makes 2-pt jump shot from 6 ft,63,88
303,3,1:34.0,Turnover by E. Fournier (bad pass; steal by J. Butler),,63,88
304,3,1:27.0,,N. Mirotić misses 2-pt layup from 3 ft,63,88
305,3,1:26.0,,Offensive rebound by T. Gibson,63,88
306,3,1:26.0,,T. Gibson misses 2-pt layup from 1 ft,63,88
307,3,1:25.0,Defensive rebound by J. Green,,63,88
308,3,1:21.0,M. Hezonja misses 2-pt jump shot from 23 ft,,63,88
309,3,1:19.0,Offensive rebound by J. Green,,63,88
310,3,1:04.0,J. Green misses 3-pt jump shot from 25 ft,,63,88
311,3,1:03.0,,Defensive rebound by D. McDermott,63,88
312,3,0:47.0,,N. Mirotić misses 3-pt jump shot from 26 ft,63,88
313,3,0:46.0,Defensive rebound by B. Biyombo,,63,88
314,3,0:38.0,D. Augustin misses 2-pt jump shot from 9 ft,,63,88
315,3,0:37.0,,Defensive rebound by T. Gibson,63,88
316,3,0:33.0,,J. Butler misses 2-pt layup from 1 ft (block by M. Hezonja),63,88
317,3,0:32.0,Defensive rebound by E. Fournier,,63,88
318,3,0:13.0,D. Augustin misses 3-pt jump shot from 23 ft,,63,88
319,3,0:11.0,Offensive rebound by J. Green,,63,88
320,3,0:02.0,E. Fournier misses 3-pt jump shot from 23 ft,,63,88
321,3,0:01.0,,Defensive rebound by J. Butler,63,88
322,3,0:01.0,,J. Butler misses 3-pt jump shot from 71 ft,63,88
323,3,0:00.0,,Offensive rebound by Team,63,88
324,4,11:37.0,J. Green misses 2-pt jump shot from 16 ft,,63,88
325,4,11:36.0,,Defensive rebound by I. Canaan,63,88
326,4,11:27.0,,D. Wade makes 2-pt jump shot from 12 ft,63,90
327,4,11:08.0,Personal foul by D. Wade (drawn by A. Gordon),,63,90
328,4,11:00.0,D. Augustin misses 3-pt jump shot from 26 ft,,63,90
329,4,10:59.0,,Defensive rebound by D. McDermott,63,90
330,4,10:46.0,,N. Mirotić misses 2-pt layup from 1 ft (block by B. Biyombo),63,90
331,4,10:44.0,Defensive rebound by J. Green,,63,90
332,4,10:37.0,M. Hezonja misses 3-pt jump shot from 24 ft,,63,90
333,4,10:35.0,,Defensive rebound by N. Mirotić,63,90
334,4,10:21.0,,N. Mirotić makes 2-pt hook shot from 8 ft (assist by D. Wade),63,92
335,4,9:58.0,J. Green makes 2-pt jump shot from 7 ft (assist by A. Gordon),,65,92
336,4,9:43.0,,B. Portis makes 2-pt dunk at rim (assist by D. Wade),65,94
337,4,9:43.0,Orlando full timeout,,65,94
338,4,9:43.0,D. Rudež enters the game for J. Green,,65,94
339,4,9:43.0,C. Watson enters the game for D. Augustin,,65,94
340,4,9:43.0,C. Wilcox enters the game for M. Hezonja,,65,94
341,4,9:19.0,B. Biyombo makes 2-pt jump shot from 6 ft (assist by A. Gordon),,67,94
342,4,9:09.0,,D. Wade misses 3-pt jump shot from 25 ft,67,94
343,4,9:08.0,Defensive rebound by D. Rudež,,67,94
344,4,8:59.0,A. Gordon misses 3-pt jump shot from 25 ft,,67,94
345,4,8:58.0,,Defensive rebound by N. Mirotić,67,94
346,4,8:40.0,,Turnover by N. Mirotić (bad pass; steal by A. Gordon),67,94
347,4,8:35.0,A. Gordon misses 2-pt layup from 2 ft,,67,94
348,4,8:34.0,Offensive rebound by A. Gordon,,67,94
349,4,8:34.0,A. Gordon makes 2-pt layup from 3 ft,,69,94
350,4,8:28.0,,Shooting foul by A. Gordon (drawn by N. Mirotić),69,94
351,4,8:28.0,,N. Mirotić makes free throw 1 of 2,69,95
352,4,8:28.0,,N. Mirotić misses free throw 2 of 2,69,95
353,4,8:27.0,Defensive rebound by B. Biyombo,,69,95
354,4,8:12.0,Turnover by D. Rudež (bad pass; steal by D. Wade),,69,95
355,4,8:08.0,,Shooting foul by C. Watson (drawn by I. Canaan),69,95
356,4,8:08.0,,I. Canaan makes free throw 1 of 2,69,96
357,4,8:08.0,,J. Grant enters the game for D. Wade,69,96
358,4,8:08.0,,I. Canaan makes free throw 2 of 2,69,97
359,4,7:55.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by C. Watson),,72,97
360,4,7:31.0,,J. Grant misses 2-pt jump shot from 17 ft,72,97
361,4,7:30.0,Defensive rebound by C. Watson,,72,97
362,4,7:25.0,A. Gordon misses 3-pt jump shot from 26 ft,,72,97
363,4,7:24.0,,Defensive rebound by J. Grant,72,97
364,4,7:11.0,,D. McDermott makes 2-pt jump shot from 6 ft (assist by N. Mirotić),72,99
365,4,6:54.0,A. Gordon misses 2-pt jump shot from 22 ft,,72,99
366,4,6:53.0,,Defensive rebound by I. Canaan,72,99
367,4,6:42.0,,N. Mirotić misses 3-pt jump shot from 25 ft,72,99
368,4,6:41.0,Defensive rebound by C. Watson,,72,99
369,4,6:32.0,C. Watson misses 2-pt jump shot from 15 ft,,72,99
370,4,6:31.0,,Defensive rebound by B. Portis,72,99
371,4,6:17.0,,D. McDermott makes 2-pt layup from 1 ft (assist by B. Portis),72,101
372,4,6:17.0,Orlando full timeout,,72,101
373,4,6:17.0,,C. Felício enters the game for N. Mirotić,72,101
374,4,6:17.0,,P. Zipser enters the game for D. McDermott,72,101
375,4,6:17.0,,D. Valentine enters the game for I. Canaan,72,101
376,4,6:17.0,M. Hezonja enters the game for A. Gordon,,72,101
377,4,6:17.0,A. Onuaku enters the game for B. Biyombo,,72,101
378,4,6:05.0,Turnover by C. Wilcox (bad pass),,72,101
379,4,5:53.0,,Personal foul by M. Hezonja (drawn by P. Zipser),72,101
380,4,5:53.0,,Chicago full timeout,72,101
381,4,5:46.0,,J. Grant misses 3-pt jump shot from 23 ft,72,101
382,4,5:44.0,,Offensive rebound by B. Portis,72,101
