,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:34.0,,G. Hayward misses 3-pt jump shot from 25 ft,0,0
1,1,11:33.0,Defensive rebound by L. Mbah a Moute,,0,0
2,1,11:21.0,,Violation by J. Ingles (kicked ball),0,0
3,1,11:06.0,D. Jordan makes 2-pt hook shot from 6 ft,,2,0
4,1,10:42.0,,B. Diaw misses 3-pt jump shot from 25 ft,2,0
5,1,10:41.0,Defensive rebound by M. Speights,,2,0
6,1,10:32.0,J. Redick misses 2-pt layup from 3 ft,,2,0
7,1,10:32.0,,Defensive rebound by R. Gobert,2,0
8,1,10:25.0,,B. Diaw misses 2-pt layup from 3 ft,2,0
9,1,10:24.0,Defensive rebound by L. Mbah a Moute,,2,0
10,1,10:21.0,Turnover by L. Mbah a Moute (lost ball; steal by B. Diaw),,2,0
11,1,10:20.0,,Turnover by B. Diaw (bad pass),2,0
12,1,10:02.0,C. Paul misses 2-pt jump shot from 14 ft,,2,0
13,1,10:02.0,,Defensive rebound by R. Gobert,2,0
14,1,9:52.0,,G. Hill misses 2-pt jump shot from 19 ft,2,0
15,1,9:52.0,Defensive rebound by D. Jordan,,2,0
16,1,9:38.0,Turnover by J. Redick (lost ball; steal by J. Ingles),,2,0
17,1,9:34.0,,J. Ingles makes 2-pt layup from 2 ft,2,2
18,1,9:26.0,J. Redick misses 2-pt jump shot from 19 ft,,2,2
19,1,9:26.0,,Defensive rebound by G. Hayward,2,2
20,1,9:17.0,,J. Ingles misses 3-pt jump shot from 24 ft,2,2
21,1,9:16.0,,Offensive rebound by R. Gobert,2,2
22,1,9:15.0,,R. Gobert makes 2-pt dunk at rim,2,4
23,1,8:57.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,5,4
24,1,8:44.0,,Shooting foul by M. Speights (drawn by G. Hill),5,4
25,1,8:44.0,,G. Hill makes free throw 1 of 2,5,5
26,1,8:44.0,,G. Hill makes free throw 2 of 2,5,6
27,1,8:30.0,C. Paul misses 2-pt jump shot from 16 ft,,5,6
28,1,8:29.0,,Defensive rebound by R. Gobert,5,6
29,1,8:08.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Ingles),5,9
30,1,7:53.0,M. Speights makes 2-pt jump shot from 20 ft (assist by C. Paul),,7,9
31,1,7:36.0,,G. Hill misses 2-pt jump shot from 13 ft,7,9
32,1,7:35.0,Defensive rebound by L. Mbah a Moute,,7,9
