,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
106,1,1:28.0,K. Love enters the game for K. Irving,,19,18
107,1,1:21.0,,Turnover by I. Thomas (bad pass),19,18
108,1,1:09.0,Personal foul by K. Olynyk (drawn by K. Love),,19,18
109,1,1:02.0,K. Love misses 2-pt hook shot from 4 ft,,19,18
110,1,1:01.0,,Defensive rebound by J. Jerebko,19,18
111,1,0:56.0,,I. Thomas makes 2-pt layup from 2 ft (assist by J. Jerebko),19,20
112,1,0:37.0,,Offensive charge foul by I. Shumpert (drawn by M. Smart),19,20
113,1,0:37.0,Turnover by I. Shumpert (offensive foul),,19,20
114,1,0:37.0,L. James enters the game for R. Jefferson,,19,20
115,1,0:31.0,,I. Thomas misses 3-pt jump shot from 25 ft,19,20
116,1,0:30.0,Defensive rebound by D. Williams,,19,20
117,1,0:09.0,D. Williams misses 3-pt jump shot from 23 ft,,19,20
118,1,0:08.0,Offensive rebound by I. Shumpert,,19,20
119,1,0:01.0,L. James misses 2-pt jump shot from 17 ft,,19,20
120,1,0:00.0,Offensive rebound by Team,,19,20
121,2,11:47.0,R. Jefferson makes 2-pt dunk at rim (assist by L. James),,21,20
122,2,11:33.0,,J. Brown misses 2-pt layup from 1 ft,21,20
123,2,11:32.0,Defensive rebound by L. James,,21,20
124,2,11:25.0,L. James misses 2-pt layup from 1 ft,,21,20
125,2,11:25.0,,Defensive rebound by M. Smart,21,20
126,2,11:19.0,,J. Jerebko misses 3-pt jump shot from 25 ft,21,20
127,2,11:18.0,,Offensive rebound by K. Olynyk,21,20
128,2,10:58.0,,J. Brown misses 3-pt jump shot from 23 ft,21,20
129,2,10:57.0,Defensive rebound by D. Williams,,21,20
130,2,10:48.0,L. James makes 2-pt dunk at rim (assist by D. Williams),,23,20
131,2,10:48.0,,Boston full timeout,23,20
132,2,10:48.0,,A. Bradley enters the game for J. Brown,23,20
133,2,10:33.0,,M. Smart misses 3-pt jump shot from 24 ft,23,20
134,2,10:31.0,Defensive rebound by I. Shumpert,,23,20
135,2,10:06.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by D. Williams),,26,20
136,2,9:51.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by M. Smart),26,22
137,2,9:35.0,R. Jefferson makes 2-pt dunk at rim (assist by L. James),,28,22
138,2,9:10.0,,T. Rozier misses 3-pt jump shot from 23 ft,28,22
139,2,9:09.0,Defensive rebound by I. Shumpert,,28,22
140,2,8:59.0,L. James makes 2-pt jump shot from 4 ft (assist by D. Williams),,30,22
141,2,8:42.0,,Turnover by K. Olynyk (bad pass; steal by R. Jefferson),30,22
142,2,8:36.0,L. James makes 2-pt layup from 2 ft,,32,22
143,2,8:16.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by M. Smart),32,24
144,2,8:04.0,D. Williams misses 2-pt layup from 3 ft,,32,24
145,2,8:03.0,Offensive rebound by L. James,,32,24
146,2,8:02.0,L. James makes 2-pt layup from 2 ft,,34,24
147,2,7:40.0,,T. Rozier misses 2-pt layup from 3 ft (block by D. Williams),34,24
148,2,7:39.0,Defensive rebound by D. Williams,,34,24
149,2,7:30.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Williams),,37,24
150,2,7:30.0,,Boston full timeout,37,24
151,2,7:30.0,,A. Horford enters the game for J. Jerebko,37,24
152,2,7:30.0,,J. Crowder enters the game for K. Olynyk,37,24
153,2,7:30.0,,G. Green enters the game for T. Rozier,37,24
154,2,7:30.0,J. Smith enters the game for D. Williams,,37,24
155,2,7:30.0,D. Williams enters the game for R. Jefferson,,37,24
156,2,7:12.0,,J. Crowder misses 3-pt jump shot from 24 ft,37,24
157,2,7:11.0,Defensive rebound by L. James,,37,24
158,2,7:03.0,L. James makes 2-pt dunk at rim,,39,24
159,2,6:55.0,,M. Smart misses 2-pt layup from 1 ft (block by L. James),39,24
160,2,6:55.0,,Offensive rebound by Team,39,24
161,2,6:55.0,C. Frye enters the game for I. Shumpert,,39,24
162,2,6:53.0,,A. Bradley misses 2-pt jump shot from 19 ft,39,24
163,2,6:52.0,Defensive rebound by C. Frye,,39,24
164,2,6:40.0,L. James makes 2-pt jump shot from 8 ft,,41,24
165,2,6:26.0,,G. Green misses 3-pt jump shot from 25 ft,41,24
166,2,6:25.0,Defensive rebound by K. Korver,,41,24
167,2,6:15.0,D. Williams misses 3-pt jump shot from 25 ft,,41,24
168,2,6:14.0,,Defensive rebound by A. Horford,41,24
169,2,6:01.0,,M. Smart misses 2-pt jump shot from 6 ft,41,24
170,2,6:00.0,Defensive rebound by K. Korver,,41,24
171,2,5:57.0,Cleveland full timeout,,41,24
172,2,5:57.0,,I. Thomas enters the game for M. Smart,41,24
173,2,5:57.0,K. Irving enters the game for L. James,,41,24
174,2,5:47.0,C. Frye misses 3-pt jump shot from 25 ft,,41,24
175,2,5:46.0,,Defensive rebound by A. Bradley,41,24
176,2,5:26.0,,Shooting foul by C. Frye (drawn by A. Horford),41,24
177,2,5:26.0,,A. Horford makes free throw 1 of 2,41,25
178,2,5:26.0,,A. Horford makes free throw 2 of 2,41,26
179,2,5:05.0,D. Williams misses 2-pt layup from 2 ft,,41,26
180,2,5:04.0,,Defensive rebound by A. Horford,41,26
181,2,5:04.0,,Personal foul by K. Irving (drawn by A. Horford),41,26
182,2,5:04.0,K. Love enters the game for C. Frye,,41,26
183,2,5:04.0,I. Shumpert enters the game for D. Williams,,41,26
184,2,4:54.0,,I. Thomas misses 3-pt jump shot from 25 ft,41,26
185,2,4:53.0,Defensive rebound by K. Love,,41,26
186,2,4:40.0,K. Irving misses 3-pt jump shot from 27 ft,,41,26
187,2,4:39.0,Offensive rebound by K. Love,,41,26
188,2,4:38.0,Personal foul by A. Bradley (drawn by K. Love),,41,26
189,2,4:38.0,L. James enters the game for K. Korver,,41,26
190,2,4:29.0,J. Smith misses 3-pt jump shot from 25 ft,,41,26
191,2,4:28.0,,Defensive rebound by A. Horford,41,26
192,2,4:19.0,,Personal foul by I. Shumpert (drawn by J. Crowder),41,26
193,2,4:12.0,,A. Horford makes 2-pt layup from 3 ft,41,28
194,2,4:12.0,,Shooting foul by K. Love (drawn by A. Horford),41,28
195,2,4:12.0,,A. Horford makes free throw 1 of 1,41,29
196,2,3:57.0,L. James misses 2-pt layup from 2 ft (block by G. Green),,41,29
197,2,3:57.0,,Defensive rebound by A. Bradley,41,29
198,2,3:50.0,,J. Crowder makes 2-pt dunk at rim (assist by G. Green),41,31
199,2,3:49.0,Cleveland full timeout,,41,31
200,2,3:36.0,K. Love makes 2-pt dunk at rim (assist by L. James),,43,31
201,2,3:16.0,,I. Thomas misses 2-pt layup from 2 ft (block by L. James),43,31
202,2,3:14.0,Defensive rebound by K. Love,,43,31
203,2,3:09.0,J. Smith makes 2-pt dunk at rim (assist by K. Irving),,45,31
204,2,2:54.0,,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),45,33
205,2,2:33.0,J. Smith misses 3-pt jump shot from 25 ft,,45,33
206,2,2:32.0,,Defensive rebound by A. Bradley,45,33
207,2,2:13.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Crowder),45,36
208,2,1:52.0,Shooting foul by A. Horford (drawn by K. Love),,45,36
209,2,1:52.0,Official timeout,,45,36
210,2,1:52.0,K. Love makes free throw 1 of 2,,46,36
211,2,1:52.0,,M. Smart enters the game for G. Green,45,36
212,2,1:52.0,K. Love makes free throw 2 of 2,,47,36
213,2,1:36.0,,J. Crowder misses 3-pt jump shot from 25 ft,47,36
214,2,1:35.0,Defensive rebound by I. Shumpert,,47,36
215,2,1:20.0,K. Irving makes 2-pt jump shot from 4 ft,,49,36
216,2,1:04.0,,Turnover by M. Smart (bad pass; steal by K. Irving),49,36
217,2,0:50.0,K. Irving makes 2-pt jump shot from 5 ft,,51,36
218,2,0:42.0,,I. Thomas makes 2-pt layup from 1 ft,51,38
219,2,0:30.0,J. Smith makes 3-pt jump shot from 27 ft (assist by I. Shumpert),,54,38
220,2,0:15.0,,I. Thomas makes 2-pt layup from 2 ft,54,40
221,2,0:15.0,,Shooting foul by I. Shumpert (drawn by I. Thomas),54,40
222,2,0:15.0,,J. Brown enters the game for J. Crowder,54,40
223,2,0:15.0,K. Korver enters the game for I. Shumpert,,54,40
224,2,0:15.0,,I. Thomas makes free throw 1 of 1,54,41
225,2,0:01.0,L. James makes 2-pt layup from 3 ft,,56,41
226,2,0:01.0,Shooting foul by J. Brown (drawn by L. James),,56,41
227,2,0:01.0,L. James makes free throw 1 of 1,,57,41
228,2,0:01.0,,Personal foul by L. James (drawn by K. Olynyk),57,41
229,2,0:01.0,,K. Olynyk misses free throw 1 of 2,57,41
230,2,0:01.0,,Offensive rebound by Team,57,41
231,2,0:01.0,D. Williams enters the game for K. Irving,,56,41
232,2,0:01.0,C. Frye enters the game for K. Love,,56,41
233,2,0:01.0,,K. Olynyk enters the game for J. Brown,56,41
234,2,0:01.0,K. Love enters the game for C. Frye,,57,41
235,2,0:01.0,R. Jefferson enters the game for D. Williams,,57,41
236,2,0:01.0,,K. Olynyk makes free throw 2 of 2,57,42
237,3,11:49.0,Personal foul by J. Crowder (drawn by L. James),,57,42
238,3,11:35.0,L. James makes 2-pt jump shot from 12 ft,,59,42
239,3,11:10.0,,A. Johnson makes 2-pt layup from 3 ft (assist by I. Thomas),59,44
240,3,10:48.0,L. James misses 2-pt jump shot from 16 ft,,59,44
241,3,10:47.0,,Defensive rebound by A. Horford,59,44
242,3,10:42.0,,Personal block foul by C. Frye (drawn by I. Thomas),59,44
243,3,10:30.0,,J. Crowder misses 2-pt jump shot from 20 ft,59,44
244,3,10:29.0,,Offensive rebound by A. Johnson,59,44
245,3,10:26.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by A. Johnson),59,47
246,3,10:04.0,K. Irving misses 3-pt jump shot from 25 ft,,59,47
247,3,10:03.0,,Defensive rebound by J. Crowder,59,47
248,3,9:54.0,,A. Bradley misses 3-pt jump shot from 23 ft,59,47
249,3,9:53.0,Defensive rebound by C. Frye,,59,47
250,3,9:53.0,Personal foul by A. Johnson (drawn by C. Frye),,59,47
251,3,9:35.0,Personal foul by I. Thomas,,59,47
252,3,9:24.0,K. Irving makes 2-pt layup from 1 ft (assist by C. Frye),,61,47
253,3,9:10.0,,J. Crowder misses 3-pt jump shot from 24 ft,61,47
254,3,9:09.0,Defensive rebound by K. Irving,,61,47
255,3,9:08.0,Shooting foul by A. Horford (drawn by L. James),,61,47
256,3,9:08.0,L. James makes free throw 1 of 2,,62,47
257,3,9:08.0,L. James makes free throw 2 of 2,,63,47
258,3,8:45.0,,I. Thomas misses 3-pt jump shot from 45 ft,63,47
259,3,8:44.0,,Offensive rebound by Team,63,47
260,3,8:44.0,,Turnover by Team (shot clock),63,47
261,3,8:31.0,J. Smith misses 3-pt jump shot from 24 ft,,63,47
262,3,8:30.0,,Defensive rebound by A. Johnson,63,47
263,3,8:19.0,,A. Bradley misses 2-pt jump shot from 21 ft,63,47
264,3,8:18.0,Defensive rebound by C. Frye,,63,47
265,3,8:08.0,K. Irving misses 3-pt jump shot from 23 ft,,63,47
266,3,8:06.0,Offensive rebound by C. Frye,,63,47
267,3,8:05.0,C. Frye makes 2-pt dunk at rim,,65,47
268,3,7:52.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by I. Thomas),65,49
269,3,7:40.0,K. Love makes 2-pt layup from 2 ft,,67,49
270,3,7:40.0,,Boston full timeout,67,49
271,3,7:20.0,,I. Thomas makes 2-pt jump shot from 8 ft,67,51
272,3,7:04.0,Turnover by L. James (bad pass; steal by A. Bradley),,67,51
273,3,6:58.0,,I. Thomas misses 3-pt jump shot from 25 ft,67,51
274,3,6:57.0,Defensive rebound by L. James,,67,51
275,3,6:56.0,Turnover by L. James (bad pass; steal by A. Johnson),,67,51
276,3,6:56.0,Loose ball foul by K. Irving (drawn by A. Johnson),,67,51
277,3,6:47.0,,A. Johnson makes 2-pt hook shot from 6 ft (assist by A. Horford),67,53
278,3,6:22.0,C. Frye makes 3-pt jump shot from 23 ft (assist by K. Love),,70,53
279,3,6:08.0,,Turnover by I. Thomas (bad pass; steal by C. Frye),70,53
280,3,5:55.0,J. Smith makes 2-pt jump shot from 13 ft,,72,53
281,3,5:39.0,,Turnover by A. Horford (bad pass; steal by J. Smith),72,53
282,3,5:33.0,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),,75,53
283,3,5:13.0,,Shooting foul by K. Love (drawn by J. Crowder),75,53
284,3,5:13.0,,J. Crowder misses free throw 1 of 2,75,53
285,3,5:13.0,,Offensive rebound by Team,75,53
286,3,5:13.0,,J. Brown enters the game for A. Johnson,75,53
287,3,5:13.0,,M. Smart enters the game for A. Bradley,75,53
288,3,5:13.0,I. Shumpert enters the game for C. Frye,,75,53
289,3,5:13.0,,J. Crowder makes free throw 2 of 2,75,54
290,3,4:53.0,Def 3 sec tech foul by M. Smart,,75,54
291,3,4:53.0,K. Irving makes technical free throw,,76,54
292,3,4:37.0,I. Shumpert misses 2-pt jump shot from 21 ft,,76,54
293,3,4:36.0,Offensive rebound by K. Love,,76,54
294,3,4:28.0,L. James makes 3-pt jump shot from 25 ft,,79,54
295,3,4:05.0,,Turnover by J. Brown (bad pass; steal by K. Irving),79,54
296,3,3:59.0,Cleveland full timeout,,79,54
297,3,3:59.0,,K. Olynyk enters the game for A. Horford,79,54
298,3,3:50.0,K. Irving misses 2-pt jump shot from 7 ft,,79,54
299,3,3:50.0,Offensive rebound by Team,,79,54
300,3,3:50.0,,Loose ball foul by K. Olynyk (drawn by K. Love),79,54
301,3,3:50.0,K. Love makes free throw 1 of 2,,80,54
302,3,3:50.0,K. Love makes free throw 2 of 2,,81,54
303,3,3:39.0,,M. Smart misses 2-pt jump shot from 8 ft,81,54
304,3,3:38.0,Defensive rebound by K. Love,,81,54
305,3,3:30.0,K. Love misses 3-pt jump shot from 26 ft,,81,54
306,3,3:29.0,,Defensive rebound by Team,81,54
307,3,3:20.0,,Shooting foul by L. James (drawn by I. Thomas),81,54
308,3,3:20.0,,I. Thomas makes free throw 1 of 2,81,55
309,3,3:20.0,,I. Thomas makes free throw 2 of 2,81,56
310,3,3:02.0,I. Shumpert misses 3-pt jump shot from 24 ft,,81,56
311,3,3:01.0,,Defensive rebound by I. Thomas,81,56
312,3,2:52.0,,K. Olynyk misses 3-pt jump shot from 25 ft,81,56
313,3,2:51.0,,Offensive rebound by J. Crowder,81,56
314,3,2:50.0,,J. Crowder makes 2-pt layup from 2 ft,81,58
315,3,2:34.0,K. Irving makes 2-pt jump shot from 19 ft,,83,58
316,3,2:16.0,,Shooting foul by L. James (drawn by I. Thomas),83,58
317,3,2:16.0,,I. Thomas makes free throw 1 of 2,83,59
318,3,2:16.0,D. Williams enters the game for J. Smith,,83,59
319,3,2:16.0,K. Korver enters the game for L. James,,83,59
320,3,2:16.0,,J. Jerebko enters the game for J. Crowder,83,59
321,3,2:16.0,,I. Thomas makes free throw 2 of 2,83,60
322,3,1:52.0,K. Irving makes 3-pt jump shot from 24 ft,,86,60
323,3,1:41.0,,J. Brown misses 3-pt jump shot from 24 ft,86,60
324,3,1:40.0,Defensive rebound by K. Love,,86,60
325,3,1:30.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Williams),,89,60
326,3,1:18.0,,J. Brown makes 2-pt dunk at rim (assist by I. Thomas),89,62
327,3,0:58.0,K. Love misses 3-pt jump shot from 25 ft,,89,62
328,3,0:57.0,,Defensive rebound by K. Olynyk,89,62
329,3,0:48.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),89,65
330,3,0:36.0,Shooting foul by M. Smart (drawn by K. Irving),,89,65
331,3,0:36.0,K. Irving makes free throw 1 of 2,,90,65
332,3,0:36.0,K. Irving misses free throw 2 of 2,,90,65
333,3,0:36.0,,Defensive rebound by K. Olynyk,90,65
334,3,0:36.0,,A. Bradley enters the game for I. Thomas,90,65
335,3,0:36.0,R. Jefferson enters the game for K. Love,,90,65
336,3,0:29.0,,Shooting block foul by K. Irving (drawn by M. Smart),90,65
337,3,0:29.0,,M. Smart misses free throw 1 of 2,90,65
338,3,0:29.0,,Offensive rebound by Team,90,65
339,3,0:29.0,L. James enters the game for K. Irving,,90,65
340,3,0:29.0,,M. Smart makes free throw 2 of 2,90,66
341,3,0:08.0,L. James misses 3-pt jump shot from 25 ft,,90,66
342,3,0:07.0,,Defensive rebound by J. Brown,90,66
343,3,0:01.0,,A. Bradley misses 3-pt jump shot from 25 ft,90,66
344,3,0:00.0,,Offensive rebound by Team,90,66
345,4,11:38.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by J. Jerebko),90,68
346,4,11:11.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by L. James),,93,68
347,4,10:55.0,,J. Brown misses 2-pt jump shot from 18 ft,93,68
348,4,10:54.0,,Offensive rebound by Team,93,68
349,4,10:50.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Brown),93,71
350,4,10:27.0,Shooting foul by K. Olynyk (drawn by L. James),,93,71
351,4,10:27.0,L. James makes free throw 1 of 2,,94,71
352,4,10:27.0,L. James makes free throw 2 of 2,,95,71
353,4,10:18.0,,Turnover by A. Bradley (lost ball),95,71
354,4,10:18.0,,Violation by Team (jump ball),95,71
355,4,9:55.0,L. James misses 3-pt jump shot from 25 ft,,95,71
356,4,9:53.0,,Defensive rebound by A. Bradley,95,71
357,4,9:44.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by M. Smart),95,73
358,4,9:19.0,D. Williams misses 2-pt layup from 3 ft,,95,73
359,4,9:19.0,,Defensive rebound by J. Jerebko,95,73
360,4,9:13.0,,Shooting foul by I. Shumpert (drawn by J. Jerebko),95,73
361,4,9:13.0,,J. Jerebko misses free throw 1 of 2,95,73
362,4,9:13.0,,Offensive rebound by Team,95,73
363,4,9:13.0,K. Love enters the game for R. Jefferson,,95,73
364,4,9:13.0,,J. Jerebko makes free throw 2 of 2,95,74
365,4,9:04.0,Offensive foul by D. Williams (drawn by J. Brown),,95,74
366,4,9:04.0,Turnover by D. Williams (offensive foul),,95,74
367,4,8:56.0,,K. Olynyk misses 2-pt jump shot from 22 ft,95,74
368,4,8:54.0,Defensive rebound by K. Love,,95,74
369,4,8:36.0,L. James misses 3-pt jump shot from 25 ft,,95,74
370,4,8:36.0,,Defensive rebound by J. Jerebko,95,74
371,4,8:31.0,,Turnover by J. Brown (step out of bounds),95,74
372,4,8:31.0,Official timeout,,95,74
373,4,8:31.0,J. Smith enters the game for I. Shumpert,,95,74
374,4,8:31.0,K. Irving enters the game for D. Williams,,95,74
375,4,8:16.0,K. Love misses 2-pt layup from 2 ft (block by J. Brown),,95,74
376,4,8:15.0,Offensive rebound by Team,,95,74
377,4,8:11.0,K. Love misses 3-pt jump shot from 25 ft,,95,74
378,4,8:10.0,,Defensive rebound by M. Smart,95,74
379,4,7:59.0,,Shooting foul by K. Korver (drawn by A. Bradley),95,74
380,4,7:59.0,,A. Bradley makes free throw 1 of 2,95,75
381,4,7:59.0,,A. Bradley misses free throw 2 of 2,95,75
382,4,7:59.0,Defensive rebound by K. Love,,95,75
383,4,7:59.0,,J. Crowder enters the game for J. Jerebko,95,75
384,4,7:59.0,,I. Thomas enters the game for J. Brown,95,75
385,4,7:40.0,L. James makes 2-pt layup from 2 ft (assist by K. Irving),,97,75
386,4,7:26.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),97,77
387,4,7:06.0,K. Irving misses 2-pt layup from 3 ft,,97,77
388,4,7:05.0,,Defensive rebound by K. Olynyk,97,77
389,4,7:01.0,,Personal foul by K. Love (drawn by I. Thomas),97,77
390,4,6:54.0,,K. Olynyk misses 3-pt jump shot from 25 ft,97,77
391,4,6:53.0,Defensive rebound by J. Smith,,97,77
392,4,6:47.0,Shooting foul by J. Crowder (drawn by L. James),,97,77
393,4,6:47.0,L. James makes 2-pt layup from 3 ft,,99,77
394,4,6:47.0,,A. Horford enters the game for K. Olynyk,99,77
395,4,6:47.0,L. James makes free throw 1 of 1,,100,77
396,4,6:37.0,,Personal foul by K. Korver (drawn by M. Smart),100,77
397,4,6:32.0,,Turnover by I. Thomas (lost ball),100,77
398,4,6:15.0,K. Irving misses 2-pt jump shot from 7 ft (block by I. Thomas),,100,77
399,4,6:14.0,,Defensive rebound by A. Horford,100,77
