,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
0,1,11:43.0,,A. Horford misses 2-pt jump shot from 20 ft,0,0
1,1,11:42.0,Defensive rebound by N. Powell,,0,0
2,1,11:24.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,0,0
3,1,11:24.0,,Defensive rebound by A. Bradley,0,0
4,1,11:15.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by A. Bradley),0,3
5,1,10:56.0,D. DeRozan misses 2-pt jump shot from 16 ft,,0,3
6,1,10:55.0,,Defensive rebound by A. Bradley,0,3
7,1,10:50.0,,Turnover by M. Smart (step out of bounds),0,3
8,1,10:36.0,Shooting foul by A. Johnson (drawn by N. Powell),,0,3
9,1,10:36.0,N. Powell makes free throw 1 of 2,,1,3
10,1,10:36.0,N. Powell makes free throw 2 of 2,,2,3
11,1,10:24.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Crowder),2,6
12,1,10:04.0,Turnover by D. DeRozan (lost ball; steal by J. Crowder),,2,6
13,1,9:45.0,,J. Crowder misses 2-pt jump shot from 21 ft,2,6
14,1,9:45.0,Defensive rebound by J. Valančiūnas,,2,6
15,1,9:30.0,K. Lowry makes 2-pt layup from 2 ft (assist by N. Powell),,4,6
16,1,9:21.0,,A. Bradley makes 2-pt jump shot from 17 ft,4,8
17,1,8:57.0,N. Powell makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,7,8
18,1,8:35.0,,A. Johnson makes 3-pt jump shot from 24 ft (assist by M. Smart),7,11
19,1,8:05.0,N. Powell makes 2-pt layup from 3 ft,,9,11
20,1,7:55.0,,Shooting foul by N. Powell (drawn by M. Smart),9,11
21,1,7:55.0,,M. Smart makes free throw 1 of 2,9,12
22,1,7:55.0,,M. Smart makes free throw 2 of 2,9,13
23,1,7:38.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,11,13
24,1,7:20.0,,A. Johnson misses 2-pt layup from 3 ft,11,13
