,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:42.0,J. Redick misses 3-pt jump shot from 25 ft,,0,0
1,1,11:42.0,,Defensive rebound by G. Hayward,0,0
2,1,11:24.0,,G. Hayward misses 3-pt jump shot from 25 ft,0,0
3,1,11:23.0,Defensive rebound by D. Jordan,,0,0
4,1,11:14.0,A. Rivers makes 2-pt jump shot from 20 ft (assist by B. Griffin),,2,0
5,1,10:59.0,,Turnover by J. Ingles (bad pass; steal by L. Mbah a Moute),2,0
6,1,10:53.0,B. Griffin makes 2-pt jump shot from 2 ft (assist by L. Mbah a Moute),,4,0
7,1,10:34.0,,R. Gobert misses 2-pt jump shot from 8 ft (block by D. Jordan),4,0
8,1,10:33.0,Defensive rebound by D. Jordan,,4,0
9,1,10:25.0,D. Jordan makes 2-pt hook shot from 3 ft (assist by A. Rivers),,6,0
10,1,10:25.0,,Utah full timeout,6,0
11,1,10:15.0,,D. Favors misses 2-pt layup from 2 ft,6,0
12,1,10:14.0,Defensive rebound by L. Mbah a Moute,,6,0
13,1,9:54.0,J. Redick misses 3-pt jump shot from 25 ft,,6,0
14,1,9:53.0,,Defensive rebound by R. Gobert,6,0
15,1,9:41.0,,G. Hayward misses 2-pt jump shot from 8 ft,6,0
16,1,9:41.0,,Offensive rebound by R. Gobert,6,0
17,1,9:21.0,,J. Ingles misses 2-pt jump shot from 19 ft,6,0
18,1,9:21.0,,Offensive rebound by D. Favors,6,0
19,1,9:19.0,,D. Favors makes 2-pt dunk at rim,6,2
20,1,9:14.0,Shooting foul by D. Favors (drawn by B. Griffin),,6,2
21,1,9:14.0,B. Griffin makes free throw 1 of 2,,7,2
22,1,9:14.0,B. Griffin misses free throw 2 of 2,,7,2
23,1,9:13.0,,Defensive rebound by G. Hayward,7,2
24,1,8:54.0,,G. Hill misses 2-pt jump shot from 4 ft,7,2
25,1,8:53.0,,Offensive rebound by R. Gobert,7,2
26,1,8:53.0,,R. Gobert misses 2-pt layup from 3 ft,7,2
27,1,8:52.0,,Offensive rebound by R. Gobert,7,2
28,1,8:51.0,,R. Gobert misses 2-pt layup from 2 ft,7,2
29,1,8:49.0,,Offensive rebound by R. Gobert,7,2
30,1,8:46.0,,G. Hill misses 3-pt jump shot from 24 ft,7,2
31,1,8:45.0,Defensive rebound by L. Mbah a Moute,,7,2
32,1,8:28.0,B. Griffin misses 2-pt jump shot from 19 ft,,7,2
33,1,8:27.0,,Defensive rebound by J. Ingles,7,2
34,1,8:16.0,,J. Ingles makes 2-pt layup from 3 ft,7,4
35,1,7:56.0,A. Rivers makes 2-pt jump shot from 9 ft,,9,4
36,1,7:47.0,,Turnover by J. Ingles (offensive foul),9,4
37,1,7:47.0,,Offensive foul by J. Ingles (drawn by J. Redick),9,4
38,1,7:36.0,J. Redick misses 2-pt jump shot from 22 ft,,9,4
39,1,7:35.0,,Defensive rebound by G. Hayward,9,4
40,1,7:20.0,,D. Favors misses 2-pt jump shot from 9 ft,9,4
41,1,7:19.0,Defensive rebound by D. Jordan,,9,4
42,1,6:57.0,B. Griffin misses 2-pt jump shot from 19 ft,,9,4
43,1,6:56.0,Offensive rebound by D. Jordan,,9,4
44,1,6:54.0,D. Jordan misses 2-pt layup from 2 ft,,9,4
45,1,6:53.0,,Defensive rebound by G. Hayward,9,4
46,1,6:44.0,,G. Hayward misses 2-pt jump shot from 19 ft,9,4
47,1,6:44.0,Defensive rebound by L. Mbah a Moute,,9,4
48,1,6:38.0,LA Clippers full timeout,,9,4
49,1,6:21.0,J. Redick misses 3-pt jump shot from 27 ft,,9,4
50,1,6:21.0,,Defensive rebound by J. Ingles,9,4
51,1,6:00.0,,G. Hayward makes 2-pt layup from 2 ft,9,6
52,1,5:39.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,9,6
53,1,5:39.0,Offensive rebound by Team,,9,6
54,1,5:39.0,,Loose ball foul by G. Hill (drawn by D. Jordan),9,6
55,1,5:39.0,,B. Diaw enters the game for D. Favors,9,6
56,1,5:33.0,A. Rivers misses 2-pt jump shot from 10 ft,,9,6
57,1,5:32.0,,Defensive rebound by G. Hill,9,6
58,1,5:26.0,,Personal foul by L. Mbah a Moute (drawn by G. Hayward),9,6
59,1,5:15.0,,G. Hill misses 2-pt jump shot from 18 ft,9,6
