,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
0,1,11:43.0,,C. McCollum misses 3-pt jump shot from 24 ft,0,0
1,1,11:42.0,Defensive rebound by S. Livingston,,0,0
2,1,11:25.0,K. Thompson misses 3-pt jump shot from 24 ft,,0,0
3,1,11:24.0,,Defensive rebound by M. Plumlee,0,0
4,1,11:07.0,,Turnover by E. Turner (bad pass; steal by Z. Pachulia),0,0
5,1,11:06.0,Turnover by S. Livingston (bad pass; steal by D. Lillard),,0,0
6,1,11:06.0,,Personal foul by S. Livingston (drawn by D. Lillard),0,0
7,1,10:54.0,,E. Turner makes 2-pt jump shot from 14 ft (assist by N. Vonleh),0,2
8,1,10:42.0,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by K. Durant),,2,2
9,1,10:26.0,,C. McCollum makes 2-pt jump shot from 13 ft (assist by D. Lillard),2,4
10,1,10:15.0,Turnover by K. Durant (bad pass; steal by M. Plumlee),,2,4
11,1,10:06.0,,E. Turner misses 3-pt jump shot from 24 ft,2,4
12,1,10:05.0,Defensive rebound by K. Thompson,,2,4
13,1,9:54.0,K. Durant misses 3-pt jump shot from 25 ft,,2,4
14,1,9:52.0,,Defensive rebound by C. McCollum,2,4
15,1,9:41.0,,E. Turner makes 2-pt jump shot from 14 ft,2,6
16,1,9:22.0,K. Thompson misses 2-pt jump shot from 8 ft,,2,6
17,1,9:22.0,Offensive rebound by Team,,2,6
18,1,9:20.0,K. Durant makes 2-pt jump shot from 10 ft (assist by S. Livingston),,4,6
19,1,9:00.0,,D. Lillard misses 3-pt jump shot from 25 ft,4,6
20,1,8:59.0,Defensive rebound by Z. Pachulia,,4,6
21,1,8:53.0,Turnover by D. Green (bad pass; steal by E. Turner),,4,6
22,1,8:46.0,,D. Lillard makes 2-pt jump shot from 17 ft (assist by E. Turner),4,8
23,1,8:30.0,Z. Pachulia makes 2-pt jump shot from 19 ft (assist by K. Durant),,6,8
24,1,8:18.0,,D. Lillard misses 2-pt jump shot from 18 ft,6,8
25,1,8:15.0,Defensive rebound by K. Durant,,6,8
26,1,8:09.0,K. Durant makes 2-pt layup from 2 ft,,8,8
27,1,7:54.0,,C. McCollum misses 3-pt jump shot from 26 ft,8,8
28,1,7:53.0,Defensive rebound by Z. Pachulia,,8,8
29,1,7:45.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,11,8
30,1,7:31.0,,Turnover by D. Lillard (back court),11,8
31,1,7:20.0,K. Thompson misses 2-pt jump shot from 9 ft,,11,8
32,1,7:18.0,Offensive rebound by D. Green,,11,8
33,1,7:16.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Green),,13,8
34,1,6:50.0,,E. Turner misses 3-pt jump shot from 25 ft,13,8
35,1,6:49.0,Defensive rebound by Team,,13,8
36,1,6:39.0,Z. Pachulia misses 2-pt layup from 3 ft,,13,8
37,1,6:38.0,,Defensive rebound by E. Turner,13,8
38,1,6:29.0,,M. Plumlee misses 2-pt hook shot from 4 ft,13,8
39,1,6:28.0,,Offensive rebound by N. Vonleh,13,8
40,1,6:26.0,,N. Vonleh misses 2-pt layup from 1 ft,13,8
41,1,6:26.0,,Offensive rebound by N. Vonleh,13,8
42,1,6:26.0,,N. Vonleh makes 2-pt layup from 1 ft,13,10
43,1,6:16.0,D. Green makes 2-pt layup from 2 ft (assist by Z. Pachulia),,15,10
44,1,6:16.0,,Portland full timeout,15,10
45,1,6:16.0,,A. Crabbe enters the game for C. McCollum,15,10
46,1,6:16.0,A. Iguodala enters the game for S. Livingston,,15,10
47,1,6:01.0,,D. Lillard misses 2-pt jump shot from 18 ft,15,10
48,1,5:57.0,,Offensive rebound by N. Vonleh,15,10
49,1,5:45.0,,Turnover by E. Turner (bad pass; steal by Z. Pachulia),15,10
50,1,5:32.0,K. Durant misses 2-pt jump shot from 8 ft,,15,10
