,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:38.0,M. Gasol misses 2-pt jump shot from 19 ft,,0,0
1,1,11:37.0,,Defensive rebound by N. Vonleh,0,0
2,1,11:29.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),0,2
3,1,11:06.0,C. Parsons misses 2-pt jump shot from 13 ft,,0,2
4,1,11:05.0,,Defensive rebound by M. Plumlee,0,2
5,1,10:56.0,,D. Lillard misses 3-pt jump shot from 25 ft,0,2
6,1,10:56.0,Defensive rebound by C. Parsons,,0,2
7,1,10:50.0,M. Conley misses 2-pt jump shot from 23 ft,,0,2
8,1,10:49.0,Offensive rebound by J. Green,,0,2
9,1,10:35.0,Shooting foul by E. Turner (drawn by C. Parsons),,0,2
10,1,10:35.0,C. Parsons makes free throw 1 of 2,,1,2
11,1,10:35.0,C. Parsons makes free throw 2 of 2,,2,2
12,1,10:18.0,,E. Turner misses 3-pt jump shot from 25 ft,2,2
13,1,10:17.0,Defensive rebound by T. Allen,,2,2
14,1,10:06.0,M. Gasol misses 2-pt jump shot from 8 ft,,2,2
15,1,10:05.0,,Defensive rebound by N. Vonleh,2,2
16,1,9:50.0,,M. Plumlee misses 2-pt jump shot from 18 ft,2,2
17,1,9:49.0,Defensive rebound by T. Allen,,2,2
18,1,9:36.0,M. Conley misses 3-pt jump shot from 24 ft,,2,2
19,1,9:35.0,,Defensive rebound by D. Lillard,2,2
20,1,9:27.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Turner),2,4
21,1,9:10.0,M. Conley misses 2-pt jump shot from 4 ft,,2,4
22,1,9:10.0,,Defensive rebound by Team,2,4
23,1,8:56.0,,C. McCollum makes 2-pt jump shot from 13 ft (assist by E. Turner),2,6
24,1,8:38.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),,5,6
25,1,8:18.0,,Personal foul by C. Parsons (drawn by N. Vonleh),5,6
26,1,8:14.0,Violation by M. Gasol (kicked ball),,5,6
27,1,8:08.0,,M. Plumlee makes 2-pt jump shot from 13 ft (assist by D. Lillard),5,8
28,1,7:44.0,M. Gasol misses 2-pt jump shot from 8 ft,,5,8
29,1,7:42.0,,Defensive rebound by M. Plumlee,5,8
30,1,7:37.0,,Turnover by M. Plumlee (bad pass),5,8
31,1,7:21.0,M. Conley misses 2-pt jump shot from 12 ft,,5,8
32,1,7:21.0,,Defensive rebound by M. Plumlee,5,8
