,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
390,4,1:21.0,,D. Cousins makes free throw 2 of 2,101,99
391,4,1:03.0,Shooting foul by D. Cousins (drawn by M. Turner),,101,99
392,4,1:03.0,M. Turner misses free throw 1 of 2,,101,99
393,4,1:03.0,Offensive rebound by Team,,101,99
394,4,1:03.0,T. Young enters the game for C. Miles,,101,99
395,4,1:03.0,M. Turner makes free throw 2 of 2,,102,99
396,4,0:53.0,,A. Afflalo misses 3-pt jump shot from 25 ft,102,99
397,4,0:52.0,Defensive rebound by J. Teague,,102,99
398,4,0:33.0,P. George misses 2-pt layup from 4 ft,,102,99
399,4,0:32.0,,Defensive rebound by D. Cousins,102,99
400,4,0:25.0,,D. Cousins misses 2-pt layup from 2 ft (block by T. Young),102,99
401,4,0:23.0,Defensive rebound by J. Teague,,102,99
402,4,0:17.0,M. Turner makes 2-pt dunk at rim (assist by J. Teague),,104,99
403,4,0:17.0,,Sacramento full timeout,104,99
404,4,0:10.0,,G. Temple misses 3-pt jump shot from 27 ft,104,99
405,4,0:09.0,Defensive rebound by M. Turner,,104,99
406,4,0:08.0,Turnover by M. Turner (lost ball; steal by D. Cousins),,104,99
407,4,0:07.0,,Shooting foul by M. Turner (drawn by D. Cousins),104,99
408,4,0:07.0,,D. Cousins misses free throw 1 of 2,104,99
409,4,0:07.0,,Offensive rebound by Team,104,99
410,4,0:07.0,,D. Cousins makes free throw 2 of 2,104,100
411,4,0:07.0,Indiana full timeout,,104,100
412,4,0:07.0,C. Miles enters the game for T. Young,,104,100
413,4,0:06.0,Personal foul by M. Barnes (drawn by P. George),,104,100
414,4,0:06.0,P. George makes free throw 1 of 2,,105,100
415,4,0:06.0,T. Young enters the game for C. Miles,,105,100
416,4,0:06.0,P. George makes free throw 2 of 2,,106,100
417,4,0:02.0,,G. Temple misses 3-pt jump shot from 26 ft,106,100
418,4,0:01.0,Defensive rebound by J. Teague,,106,100
