,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
34,1,6:44.0,,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),5,15
35,1,6:26.0,Personal foul by D. Exum (drawn by K. Oubre),,5,15
36,1,6:26.0,,J. Johnson enters the game for B. Diaw,5,15
37,1,6:26.0,,S. Mack enters the game for D. Exum,5,15
38,1,6:20.0,J. Wall makes 2-pt layup from 2 ft,,7,15
39,1,6:09.0,,Turnover by J. Ingles (lost ball),7,15
40,1,5:51.0,J. Wall misses 2-pt jump shot from 9 ft,,7,15
41,1,5:50.0,,Defensive rebound by J. Johnson,7,15
42,1,5:35.0,,Shooting foul by K. Oubre (drawn by J. Ingles),7,15
43,1,5:35.0,,Utah full timeout,7,15
44,1,5:35.0,,J. Ingles misses free throw 1 of 2,7,15
45,1,5:35.0,,Offensive rebound by Team,7,15
46,1,5:35.0,,J. Ingles makes free throw 2 of 2,7,16
47,1,5:16.0,M. Morris misses 2-pt dunk at rim (block by J. Johnson),,7,16
48,1,5:15.0,Offensive rebound by M. Gortat,,7,16
49,1,5:14.0,M. Gortat misses 2-pt jump shot from 16 ft,,7,16
50,1,5:14.0,Offensive rebound by Team,,7,16
51,1,5:14.0,,Loose ball foul by J. Johnson (drawn by M. Morris),7,16
52,1,5:06.0,J. Wall makes 2-pt layup from 2 ft,,9,16
53,1,4:42.0,,Turnover by G. Hayward (bad pass; steal by K. Oubre),9,16
54,1,4:36.0,B. Beal makes 2-pt layup from 2 ft,,11,16
55,1,4:07.0,,S. Mack misses 2-pt jump shot from 14 ft,11,16
56,1,4:07.0,Defensive rebound by K. Oubre,,11,16
57,1,3:59.0,J. Wall misses 2-pt layup from 2 ft,,11,16
58,1,3:58.0,Offensive rebound by M. Gortat,,11,16
59,1,3:58.0,M. Gortat makes 2-pt layup from 2 ft,,13,16
60,1,3:38.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Ingles),13,19
61,1,3:19.0,K. Oubre makes 2-pt jump shot from 19 ft (assist by J. Wall),,15,19
62,1,2:59.0,,R. Gobert misses 2-pt jump shot from 5 ft,15,19
63,1,2:58.0,Defensive rebound by B. Beal,,15,19
64,1,2:42.0,B. Beal misses 3-pt jump shot from 23 ft,,15,19
65,1,2:41.0,Offensive rebound by B. Beal,,15,19
66,1,2:31.0,B. Beal makes 2-pt layup from 1 ft,,17,19
67,1,2:09.0,,J. Johnson misses 2-pt jump shot from 19 ft,17,19
68,1,2:08.0,Defensive rebound by K. Oubre,,17,19
69,1,1:54.0,J. Wall misses 2-pt layup from 2 ft,,17,19
70,1,1:54.0,Offensive rebound by M. Morris,,17,19
71,1,1:54.0,M. Morris makes 2-pt dunk at rim,,19,19
72,1,1:54.0,,Utah full timeout,19,19
73,1,1:54.0,Washington full timeout,,19,19
74,1,1:54.0,I. Mahinmi enters the game for M. Gortat,,19,19
75,1,1:54.0,,J. Withey enters the game for R. Gobert,19,19
76,1,1:54.0,B. Bogdanović enters the game for M. Morris,,19,19
77,1,1:54.0,B. Jennings enters the game for B. Beal,,19,19
78,1,1:33.0,,G. Hayward misses 3-pt jump shot from 25 ft,19,19
79,1,1:33.0,Defensive rebound by K. Oubre,,19,19
80,1,1:17.0,J. Wall misses 2-pt layup from 1 ft,,19,19
81,1,1:17.0,,Defensive rebound by G. Hayward,19,19
82,1,0:54.0,,J. Johnson misses 2-pt jump shot from 18 ft,19,19
83,1,0:54.0,,Offensive rebound by J. Withey,19,19
84,1,0:52.0,,J. Withey makes 2-pt layup from 2 ft,19,21
85,1,0:35.0,K. Oubre misses 3-pt jump shot from 24 ft,,19,21
86,1,0:35.0,,Defensive rebound by J. Johnson,19,21
87,1,0:22.0,,S. Mack makes 2-pt layup from 2 ft (assist by J. Johnson),19,23
88,1,0:22.0,,Shooting foul by I. Mahinmi (drawn by S. Mack),19,23
89,1,0:22.0,,R. Hood enters the game for G. Hayward,19,23
90,1,0:22.0,,S. Mack makes free throw 1 of 1,19,24
91,1,0:02.0,I. Mahinmi misses 2-pt hook shot from 2 ft,,19,24
92,1,0:01.0,,Defensive rebound by J. Ingles,19,24
93,2,11:47.0,Shooting foul by J. Ingles (drawn by B. Bogdanović),,19,24
94,2,11:47.0,B. Bogdanović makes free throw 1 of 2,,20,24
95,2,11:47.0,B. Bogdanović makes free throw 2 of 2,,21,24
96,2,11:32.0,,R. Hood misses 2-pt jump shot from 19 ft,21,24
97,2,11:31.0,Defensive rebound by J. Smith,,21,24
98,2,11:22.0,B. Bogdanović makes 2-pt layup from 2 ft,,23,24
99,2,11:08.0,,Shooting foul by B. Bogdanović (drawn by J. Withey),23,24
100,2,11:08.0,,J. Withey misses free throw 1 of 2,23,24
101,2,11:08.0,,Offensive rebound by Team,23,24
102,2,11:08.0,,J. Withey makes free throw 2 of 2,23,25
103,2,10:52.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Jennings),,25,25
104,2,10:52.0,Shooting foul by J. Withey (drawn by I. Mahinmi),,25,25
105,2,10:52.0,I. Mahinmi misses free throw 1 of 1,,25,25
106,2,10:52.0,,Defensive rebound by J. Ingles,25,25
107,2,10:52.0,,D. Exum enters the game for S. Mack,25,25
108,2,10:30.0,,J. Ingles misses 2-pt jump shot from 12 ft,25,25
109,2,10:30.0,Defensive rebound by J. Smith,,25,25
110,2,10:09.0,J. Smith misses 3-pt jump shot from 25 ft,,25,25
111,2,10:09.0,,Defensive rebound by J. Johnson,25,25
112,2,9:48.0,,J. Withey misses 2-pt jump shot from 4 ft (block by J. Smith),25,25
113,2,9:47.0,Defensive rebound by B. Jennings,,25,25
114,2,9:43.0,B. Bogdanović misses 2-pt layup from 2 ft (block by J. Johnson),,25,25
115,2,9:40.0,Offensive rebound by K. Oubre,,25,25
116,2,9:39.0,K. Oubre makes 2-pt layup from 2 ft,,27,25
117,2,9:23.0,,J. Johnson misses 3-pt jump shot from 25 ft,27,25
118,2,9:23.0,Defensive rebound by I. Mahinmi,,27,25
119,2,9:20.0,Offensive foul by J. Smith (drawn by D. Exum),,27,25
120,2,9:20.0,Turnover by J. Smith (offensive foul),,27,25
121,2,9:20.0,,R. Gobert enters the game for J. Withey,27,25
122,2,9:00.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Gobert),27,28
123,2,8:42.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,29,28
124,2,8:20.0,,Turnover by J. Johnson (lost ball; steal by K. Oubre),29,28
125,2,8:16.0,K. Oubre makes 2-pt dunk at rim (assist by B. Bogdanović),,31,28
126,2,8:16.0,,Utah full timeout,31,28
127,2,8:16.0,,B. Diaw enters the game for J. Johnson,31,28
128,2,8:16.0,M. Morris enters the game for J. Smith,,31,28
129,2,8:16.0,,G. Hayward enters the game for R. Hood,31,28
130,2,8:13.0,,Personal foul by B. Jennings (drawn by D. Exum),31,28
131,2,7:58.0,,Shooting foul by I. Mahinmi (drawn by R. Gobert),31,28
132,2,7:58.0,,R. Gobert misses free throw 1 of 2,31,28
133,2,7:58.0,,Offensive rebound by Team,31,28
134,2,7:58.0,,R. Gobert misses free throw 2 of 2,31,28
135,2,7:58.0,Defensive rebound by I. Mahinmi,,31,28
136,2,7:43.0,M. Morris misses 2-pt jump shot from 7 ft,,31,28
137,2,7:42.0,,Defensive rebound by R. Gobert,31,28
138,2,7:35.0,,Turnover by J. Ingles (bad pass),31,28
139,2,7:35.0,B. Beal enters the game for K. Oubre,,31,28
140,2,7:20.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,31,28
141,2,7:20.0,Offensive rebound by Team,,31,28
142,2,7:20.0,,Loose ball foul by B. Diaw (drawn by M. Morris),31,28
143,2,7:20.0,,S. Mack enters the game for J. Ingles,31,28
144,2,7:07.0,Turnover by I. Mahinmi (traveling),,31,28
145,2,6:44.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by G. Hayward),31,31
146,2,6:16.0,I. Mahinmi misses 2-pt hook shot from 4 ft,,31,31
147,2,6:16.0,Offensive rebound by Team,,31,31
148,2,6:16.0,,Loose ball foul by S. Mack (drawn by M. Morris),31,31
149,2,6:16.0,J. Wall enters the game for B. Jennings,,31,31
150,2,6:16.0,O. Porter enters the game for B. Bogdanović,,31,31
151,2,6:04.0,B. Beal misses 2-pt jump shot from 22 ft,,31,31
152,2,6:02.0,Offensive rebound by M. Morris,,31,31
153,2,6:02.0,M. Morris misses 2-pt layup from 1 ft,,31,31
154,2,6:01.0,,Defensive rebound by D. Exum,31,31
155,2,5:55.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Exum),31,33
156,2,5:38.0,M. Morris misses 2-pt dunk at rim (block by R. Gobert),,31,33
157,2,5:36.0,Offensive rebound by I. Mahinmi,,31,33
158,2,5:28.0,Turnover by Team (shot clock),,31,33
159,2,5:28.0,,Utah full timeout,31,33
160,2,5:28.0,M. Gortat enters the game for I. Mahinmi,,31,33
161,2,5:13.0,,G. Hayward makes 2-pt jump shot from 17 ft (assist by B. Diaw),31,35
162,2,4:59.0,J. Wall makes 2-pt layup from 2 ft,,33,35
163,2,4:37.0,,S. Mack makes 2-pt jump shot from 12 ft (assist by B. Diaw),33,37
164,2,4:22.0,J. Wall misses 2-pt jump shot from 14 ft,,33,37
165,2,4:21.0,,Defensive rebound by G. Hayward,33,37
166,2,4:15.0,,G. Hayward makes 2-pt jump shot from 3 ft,33,39
167,2,4:00.0,Turnover by J. Wall (bad pass; steal by G. Hayward),,33,39
168,2,4:00.0,,Personal foul by M. Morris (drawn by G. Hayward),33,39
169,2,3:47.0,,G. Hayward misses 3-pt jump shot from 25 ft,33,39
170,2,3:46.0,Defensive rebound by M. Morris,,33,39
171,2,3:34.0,J. Wall makes 2-pt layup from 2 ft,,35,39
172,2,3:16.0,,Turnover by B. Diaw (bad pass; steal by B. Beal),35,39
173,2,3:10.0,J. Wall misses 2-pt layup from 2 ft (block by R. Gobert),,35,39
174,2,3:09.0,,Defensive rebound by D. Exum,35,39
175,2,3:04.0,,S. Mack misses 3-pt jump shot from 25 ft,35,39
176,2,3:03.0,,Offensive rebound by R. Gobert,35,39
177,2,3:00.0,,R. Gobert misses 2-pt layup from 1 ft,35,39
178,2,2:57.0,,Offensive rebound by D. Exum,35,39
179,2,2:42.0,,D. Exum misses 3-pt jump shot from 23 ft,35,39
180,2,2:41.0,,Offensive rebound by B. Diaw,35,39
181,2,2:27.0,,G. Hayward misses 3-pt jump shot from 26 ft,35,39
182,2,2:26.0,Defensive rebound by M. Morris,,35,39
183,2,2:17.0,Personal foul by S. Mack (drawn by B. Beal),,35,39
184,2,2:17.0,Washington full timeout,,35,39
185,2,2:17.0,B. Beal makes free throw 1 of 2,,36,39
186,2,2:17.0,,R. Hood enters the game for B. Diaw,35,39
187,2,2:17.0,,J. Johnson enters the game for D. Exum,35,39
188,2,2:17.0,,J. Ingles enters the game for S. Mack,35,39
189,2,2:17.0,B. Beal makes free throw 2 of 2,,37,39
190,2,1:53.0,,J. Ingles misses 2-pt jump shot from 23 ft,37,39
191,2,1:52.0,,Offensive rebound by Team,37,39
192,2,1:52.0,,Turnover by Team (shot clock),37,39
193,2,1:37.0,Turnover by B. Beal (bad pass; steal by G. Hayward),,37,39
194,2,1:27.0,,Shooting foul by B. Beal (drawn by R. Gobert),37,39
195,2,1:27.0,,R. Gobert makes free throw 1 of 2,37,40
196,2,1:27.0,,R. Gobert misses free throw 2 of 2,37,40
197,2,1:27.0,Defensive rebound by M. Gortat,,37,40
198,2,1:12.0,J. Wall makes 2-pt jump shot from 17 ft,,39,40
199,2,0:51.0,,R. Hood makes 2-pt jump shot from 8 ft,39,42
200,2,0:31.0,J. Wall misses 2-pt jump shot from 18 ft,,39,42
201,2,0:30.0,,Defensive rebound by R. Gobert,39,42
202,2,0:06.0,,J. Ingles misses 3-pt jump shot from 24 ft,39,42
203,2,0:06.0,Defensive rebound by M. Gortat,,39,42
204,2,0:01.0,Turnover by J. Wall (lost ball; steal by J. Ingles),,39,42
205,3,11:48.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,41,42
206,3,11:24.0,,B. Diaw misses 2-pt jump shot from 9 ft,41,42
207,3,11:23.0,Defensive rebound by J. Wall,,41,42
208,3,11:19.0,Offensive foul by M. Morris (drawn by D. Exum),,41,42
209,3,11:19.0,Turnover by M. Morris (offensive foul),,41,42
210,3,11:00.0,,G. Hayward misses 2-pt jump shot from 12 ft,41,42
211,3,11:00.0,Defensive rebound by Team,,41,42
212,3,11:00.0,Personal foul by R. Gobert (drawn by M. Gortat),,41,42
213,3,10:43.0,M. Morris misses 2-pt jump shot from 9 ft,,41,42
214,3,10:42.0,Offensive rebound by O. Porter,,41,42
215,3,10:36.0,O. Porter misses 2-pt jump shot from 19 ft,,41,42
216,3,10:35.0,,Defensive rebound by R. Hood,41,42
217,3,10:27.0,,D. Exum makes 3-pt jump shot from 22 ft (assist by R. Hood),41,45
218,3,10:15.0,Personal foul by R. Hood (drawn by B. Beal),,41,45
219,3,10:03.0,J. Wall misses 2-pt jump shot from 21 ft,,41,45
220,3,10:02.0,,Defensive rebound by G. Hayward,41,45
221,3,9:46.0,,G. Hayward misses 2-pt jump shot from 22 ft,41,45
222,3,9:46.0,Defensive rebound by J. Wall,,41,45
223,3,9:38.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,43,45
224,3,9:22.0,,G. Hayward misses 2-pt layup from 1 ft,43,45
225,3,9:22.0,Defensive rebound by O. Porter,,43,45
226,3,9:16.0,Turnover by J. Wall (bad pass; steal by R. Hood),,43,45
227,3,8:58.0,,Turnover by D. Exum (bad pass; steal by M. Gortat),43,45
228,3,8:41.0,O. Porter makes 2-pt jump shot from 18 ft,,45,45
229,3,8:15.0,,B. Diaw misses 2-pt jump shot from 9 ft,45,45
230,3,8:15.0,Defensive rebound by M. Gortat,,45,45
231,3,8:13.0,Personal foul by B. Diaw (drawn by J. Wall),,45,45
232,3,8:13.0,,J. Ingles enters the game for G. Hayward,45,45
233,3,8:13.0,,J. Johnson enters the game for B. Diaw,45,45
234,3,8:13.0,,S. Mack enters the game for D. Exum,45,45
235,3,8:10.0,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),,47,45
236,3,8:10.0,Shooting foul by R. Gobert (drawn by B. Beal),,47,45
237,3,8:10.0,B. Beal makes free throw 1 of 1,,48,45
238,3,7:55.0,,J. Johnson misses 3-pt jump shot from 23 ft,48,45
239,3,7:54.0,Defensive rebound by O. Porter,,48,45
240,3,7:41.0,J. Wall misses 2-pt jump shot from 8 ft,,48,45
241,3,7:41.0,Offensive rebound by J. Wall,,48,45
242,3,7:39.0,J. Wall misses 2-pt layup from 3 ft,,48,45
243,3,7:38.0,,Defensive rebound by S. Mack,48,45
244,3,7:24.0,,S. Mack misses 3-pt jump shot from 24 ft,48,45
245,3,7:23.0,Defensive rebound by M. Morris,,48,45
246,3,7:09.0,B. Beal misses 3-pt jump shot from 24 ft,,48,45
247,3,7:09.0,,Defensive rebound by S. Mack,48,45
248,3,6:50.0,,R. Gobert makes 2-pt dunk at rim,48,47
249,3,6:47.0,Washington full timeout,,48,47
250,3,6:47.0,,G. Hayward enters the game for R. Hood,48,47
251,3,6:22.0,J. Wall makes 3-pt jump shot from 29 ft (assist by M. Gortat),,51,47
252,3,6:05.0,,J. Johnson misses 3-pt jump shot from 25 ft,51,47
253,3,6:05.0,,Offensive rebound by Team,51,47
254,3,5:56.0,,Shooting foul by M. Gortat (drawn by R. Gobert),51,47
255,3,5:56.0,Technical foul by J. Wall,,51,47
256,3,5:56.0,,J. Johnson makes technical free throw,51,48
257,3,5:56.0,,R. Gobert misses free throw 1 of 2,51,48
258,3,5:56.0,,Offensive rebound by Team,51,48
259,3,5:56.0,,R. Gobert makes free throw 2 of 2,51,49
260,3,5:41.0,B. Beal misses 2-pt jump shot from 9 ft,,51,49
261,3,5:41.0,Offensive rebound by M. Gortat,,51,49
262,3,5:38.0,Turnover by M. Gortat (lost ball; steal by J. Ingles),,51,49
263,3,5:33.0,,Shooting foul by J. Wall (drawn by R. Gobert),51,49
264,3,5:33.0,,R. Gobert misses free throw 1 of 2,51,49
265,3,5:33.0,,Offensive rebound by Team,51,49
266,3,5:33.0,,R. Gobert misses free throw 2 of 2,51,49
267,3,5:32.0,Defensive rebound by M. Gortat,,51,49
268,3,5:10.0,M. Morris misses 2-pt jump shot from 14 ft,,51,49
269,3,5:10.0,Offensive rebound by M. Gortat,,51,49
270,3,5:02.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,54,49
271,3,4:45.0,,Turnover by S. Mack (bad pass; steal by J. Wall),54,49
272,3,4:41.0,J. Wall misses 2-pt layup from 2 ft,,54,49
273,3,4:40.0,,Defensive rebound by J. Johnson,54,49
274,3,4:33.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by J. Johnson),54,52
275,3,4:14.0,O. Porter misses 2-pt jump shot from 21 ft,,54,52
276,3,4:13.0,,Defensive rebound by R. Gobert,54,52
277,3,4:02.0,,Turnover by J. Ingles (bad pass; steal by O. Porter),54,52
278,3,3:54.0,J. Wall misses 2-pt jump shot from 7 ft,,54,52
279,3,3:52.0,,Defensive rebound by S. Mack,54,52
280,3,3:36.0,,G. Hayward makes 3-pt jump shot from 22 ft (assist by J. Ingles),54,55
281,3,3:34.0,Washington full timeout,,54,55
282,3,3:34.0,I. Mahinmi enters the game for M. Gortat,,54,55
283,3,3:34.0,B. Bogdanović enters the game for O. Porter,,54,55
284,3,3:34.0,Violation by Team (delay of game),,54,55
285,3,3:13.0,B. Beal misses 2-pt layup from 3 ft (block by R. Gobert),,54,55
286,3,3:13.0,Offensive rebound by Team,,54,55
287,3,3:11.0,Shooting foul by G. Hayward (drawn by M. Morris),,54,55
288,3,3:11.0,M. Morris makes free throw 1 of 2,,55,55
289,3,3:11.0,M. Morris makes free throw 2 of 2,,56,55
290,3,2:47.0,,J. Johnson misses 2-pt jump shot from 17 ft,56,55
291,3,2:47.0,Defensive rebound by M. Morris,,56,55
292,3,2:33.0,M. Morris misses 2-pt jump shot from 4 ft,,56,55
293,3,2:32.0,,Defensive rebound by J. Johnson,56,55
294,3,2:23.0,,J. Ingles misses 3-pt jump shot from 26 ft,56,55
295,3,2:23.0,Defensive rebound by Team,,56,55
296,3,2:23.0,,Utah full timeout,56,55
297,3,2:23.0,,J. Withey enters the game for R. Gobert,56,55
298,3,2:23.0,K. Oubre enters the game for M. Morris,,56,55
299,3,2:23.0,B. Jennings enters the game for B. Beal,,56,55
300,3,2:03.0,I. Mahinmi makes 2-pt dunk at rim (assist by J. Wall),,58,55
301,3,1:38.0,,G. Hayward makes 2-pt layup from 3 ft,58,57
302,3,1:21.0,B. Bogdanović makes 2-pt hook shot from 1 ft,,60,57
303,3,1:03.0,,S. Mack misses 2-pt jump shot from 13 ft,60,57
304,3,1:02.0,,Offensive rebound by J. Withey,60,57
305,3,1:02.0,,J. Withey makes 2-pt layup from 2 ft,60,59
306,3,0:49.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,60,59
307,3,0:48.0,,Defensive rebound by S. Mack,60,59
308,3,0:33.0,,S. Mack makes 2-pt layup from 2 ft,60,61
309,3,0:33.0,,Shooting foul by B. Jennings (drawn by S. Mack),60,61
310,3,0:33.0,,R. Hood enters the game for G. Hayward,60,61
311,3,0:33.0,,S. Mack makes free throw 1 of 1,60,62
312,3,0:30.0,Personal foul by S. Mack (drawn by J. Wall),,60,62
313,3,0:30.0,J. Wall misses free throw 1 of 2,,60,62
314,3,0:30.0,Offensive rebound by Team,,60,62
315,3,0:30.0,J. Wall makes free throw 2 of 2,,61,62
316,3,0:13.0,,J. Withey makes 2-pt jump shot from 6 ft (assist by S. Mack),61,64
317,3,0:01.0,J. Wall misses 2-pt layup from 1 ft (block by J. Withey),,61,64
318,3,0:00.0,Offensive rebound by B. Jennings,,61,64
319,4,11:49.0,,R. Hood misses 3-pt jump shot from 24 ft,61,64
320,4,11:48.0,Defensive rebound by B. Bogdanović,,61,64
321,4,11:26.0,B. Beal makes 2-pt jump shot from 22 ft,,63,64
322,4,11:07.0,,Turnover by J. Johnson (lost ball; steal by B. Beal),63,64
323,4,11:00.0,B. Beal makes 3-pt jump shot from 25 ft,,66,64
324,4,10:37.0,,R. Hood misses 2-pt jump shot from 14 ft,66,64
325,4,10:36.0,Defensive rebound by I. Mahinmi,,66,64
326,4,10:29.0,B. Beal misses 3-pt jump shot from 24 ft,,66,64
327,4,10:28.0,,Defensive rebound by J. Withey,66,64
328,4,10:13.0,,J. Withey misses 2-pt layup from 2 ft,66,64
329,4,10:13.0,,Offensive rebound by J. Withey,66,64
330,4,10:12.0,,J. Withey misses 2-pt layup from 2 ft,66,64
331,4,10:11.0,Defensive rebound by B. Bogdanović,,66,64
332,4,9:58.0,Turnover by I. Mahinmi (lost ball; steal by J. Ingles),,66,64
333,4,9:44.0,,Shooting foul by I. Mahinmi (drawn by J. Withey),66,64
334,4,9:44.0,,J. Withey makes free throw 1 of 2,66,65
335,4,9:44.0,,G. Hayward enters the game for J. Ingles,66,65
336,4,9:44.0,,B. Diaw enters the game for J. Johnson,66,65
337,4,9:44.0,,J. Withey makes free throw 2 of 2,66,66
338,4,9:26.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,68,66
339,4,9:10.0,,G. Hayward misses 3-pt jump shot from 24 ft,68,66
340,4,9:10.0,Defensive rebound by B. Bogdanović,,68,66
341,4,8:57.0,K. Oubre misses 3-pt jump shot from 24 ft,,68,66
342,4,8:56.0,Offensive rebound by Team,,68,66
343,4,8:56.0,Washington full timeout,,68,66
344,4,8:56.0,,R. Gobert enters the game for J. Withey,68,66
345,4,8:41.0,Turnover by B. Jennings (lost ball; steal by B. Diaw),,68,66
346,4,8:34.0,,D. Exum makes 2-pt layup from 1 ft,68,68
347,4,8:26.0,K. Oubre makes 2-pt jump shot from 5 ft,,70,68
348,4,8:10.0,,G. Hayward misses 3-pt jump shot from 24 ft,70,68
349,4,8:09.0,,Offensive rebound by Team,70,68
350,4,7:58.0,,R. Hood misses 2-pt jump shot from 7 ft,70,68
351,4,7:58.0,,Offensive rebound by R. Gobert,70,68
352,4,7:56.0,,R. Gobert misses 2-pt layup from 1 ft,70,68
353,4,7:55.0,Defensive rebound by B. Beal,,70,68
354,4,7:50.0,I. Mahinmi misses 2-pt layup from 2 ft,,70,68
355,4,7:49.0,,Defensive rebound by B. Diaw,70,68
356,4,7:43.0,,Turnover by R. Hood (bad pass; steal by I. Mahinmi),70,68
357,4,7:39.0,K. Oubre makes 2-pt layup from 1 ft (assist by I. Mahinmi),,72,68
358,4,7:39.0,Shooting foul by B. Diaw (drawn by K. Oubre),,72,68
359,4,7:39.0,K. Oubre misses free throw 1 of 1,,72,68
360,4,7:39.0,J. Wall enters the game for B. Jennings,,72,68
361,4,7:38.0,,Defensive rebound by R. Gobert,72,68
362,4,7:29.0,,Shooting foul by K. Oubre (drawn by G. Hayward),72,68
363,4,7:29.0,,G. Hayward makes free throw 1 of 2,72,69
364,4,7:29.0,,G. Hayward makes free throw 2 of 2,72,70
365,4,7:18.0,B. Beal misses 2-pt jump shot from 6 ft,,72,70
366,4,7:17.0,,Defensive rebound by R. Gobert,72,70
367,4,7:08.0,,D. Exum makes 2-pt layup from 2 ft,72,72
368,4,6:51.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Bogdanović),,74,72
369,4,6:29.0,,Shooting foul by K. Oubre (drawn by R. Gobert),74,72
370,4,6:29.0,,R. Gobert makes free throw 1 of 2,74,73
371,4,6:29.0,M. Morris enters the game for I. Mahinmi,,74,73
372,4,6:29.0,,J. Ingles enters the game for R. Hood,74,73
373,4,6:29.0,,R. Gobert makes free throw 2 of 2,74,74
374,4,6:12.0,B. Beal makes 2-pt layup from 3 ft,,76,74
375,4,5:58.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),76,76
376,4,5:39.0,M. Morris misses 2-pt jump shot from 19 ft,,76,76
377,4,5:37.0,,Defensive rebound by G. Hayward,76,76
378,4,5:25.0,,G. Hayward makes 2-pt jump shot from 9 ft,76,78
379,4,5:24.0,Washington full timeout,,76,78
380,4,5:24.0,O. Porter enters the game for K. Oubre,,76,78
381,4,5:13.0,Shooting foul by R. Gobert (drawn by M. Morris),,76,78
382,4,5:13.0,M. Morris makes free throw 1 of 2,,77,78
383,4,5:13.0,M. Morris makes free throw 2 of 2,,78,78
384,4,4:57.0,,Personal foul by B. Bogdanović (drawn by R. Gobert),78,78
385,4,4:57.0,,J. Johnson enters the game for B. Diaw,78,78
386,4,4:57.0,,S. Mack enters the game for D. Exum,78,78
387,4,4:49.0,,Shooting foul by O. Porter (drawn by G. Hayward),78,78
388,4,4:49.0,,G. Hayward makes free throw 1 of 2,78,79
389,4,4:49.0,,G. Hayward misses free throw 2 of 2,78,79
390,4,4:49.0,Defensive rebound by B. Bogdanović,,78,79
391,4,4:38.0,Shooting foul by S. Mack (drawn by J. Wall),,78,79
392,4,4:38.0,J. Wall makes free throw 1 of 2,,79,79
393,4,4:38.0,J. Wall makes free throw 2 of 2,,80,79
394,4,4:25.0,,G. Hayward makes 2-pt jump shot from 12 ft,80,81
