,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
0,1,11:44.0,,Turnover by R. Hollis-Jefferson (lost ball),0,0
1,1,11:29.0,Turnover by D. Howard (lost ball; steal by R. Hollis-Jefferson),,0,0
2,1,11:10.0,,B. Lopez misses 3-pt jump shot from 25 ft,0,0
3,1,11:09.0,Defensive rebound by T. Hardaway,,0,0
4,1,11:07.0,Turnover by T. Hardaway (bad pass),,0,0
5,1,10:55.0,,B. Lopez misses 2-pt hook shot from 10 ft,0,0
6,1,10:54.0,Defensive rebound by Team,,0,0
7,1,10:42.0,T. Hardaway makes 2-pt jump shot from 18 ft (assist by T. Prince),,2,0
8,1,10:42.0,Shooting foul by C. LeVert (drawn by T. Hardaway),,2,0
9,1,10:42.0,T. Hardaway makes free throw 1 of 1,,3,0
10,1,10:34.0,,C. LeVert misses 3-pt jump shot from 25 ft,3,0
11,1,10:33.0,Defensive rebound by T. Hardaway,,3,0
12,1,10:23.0,T. Prince makes 2-pt layup from 2 ft (assist by D. Schröder),,5,0
13,1,10:23.0,Shooting foul by C. LeVert (drawn by T. Prince),,5,0
14,1,10:23.0,T. Prince misses free throw 1 of 1,,5,0
15,1,10:22.0,,Defensive rebound by J. Lin,5,0
16,1,10:09.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),5,3
17,1,9:44.0,T. Hardaway misses 2-pt jump shot from 19 ft,,5,3
18,1,9:43.0,,Defensive rebound by R. Foye,5,3
19,1,9:32.0,,Turnover by B. Lopez (bad pass; steal by D. Schröder),5,3
20,1,9:27.0,D. Schröder makes 2-pt layup from 3 ft,,7,3
21,1,9:16.0,,J. Lin makes 2-pt layup from 3 ft,7,5
22,1,9:00.0,Turnover by D. Schröder (bad pass; steal by R. Hollis-Jefferson),,7,5
23,1,8:49.0,,R. Foye misses 3-pt jump shot from 25 ft,7,5
24,1,8:48.0,,Offensive rebound by R. Hollis-Jefferson,7,5
25,1,8:39.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by B. Lopez),7,8
26,1,8:21.0,T. Hardaway makes 2-pt layup from 3 ft (assist by E. İlyasova),,9,8
27,1,8:04.0,,B. Lopez misses 2-pt jump shot from 13 ft,9,8
28,1,8:03.0,Defensive rebound by D. Howard,,9,8
29,1,7:53.0,D. Howard makes 2-pt dunk at rim (assist by E. İlyasova),,11,8
30,1,7:30.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by C. LeVert),11,11
31,1,7:20.0,Atlanta full timeout,,11,11
32,1,7:12.0,D. Schröder misses 2-pt jump shot from 19 ft,,11,11
33,1,7:11.0,,Defensive rebound by C. LeVert,11,11
34,1,7:04.0,M. Dunleavy enters the game for T. Prince,,11,11
35,1,7:04.0,,I. Whitehead enters the game for C. LeVert,11,11
36,1,7:00.0,,R. Hollis-Jefferson makes 3-pt jump shot from 24 ft (assist by R. Foye),11,14
37,1,6:38.0,Turnover by D. Howard (bad pass; steal by B. Lopez),,11,14
38,1,6:25.0,,J. Lin misses 3-pt jump shot from 27 ft,11,14
39,1,6:24.0,Defensive rebound by D. Schröder,,11,14
40,1,6:18.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),,14,14
41,1,6:03.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,14,14
42,1,6:02.0,,Offensive rebound by B. Lopez,14,14
43,1,5:59.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by R. Foye),14,16
44,1,5:46.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,17,16
45,1,5:19.0,,Turnover by J. Lin (bad pass; steal by E. İlyasova),17,16
46,1,5:08.0,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),,19,16
47,1,5:08.0,,Brooklyn full timeout,19,16
48,1,5:08.0,P. Millsap enters the game for E. İlyasova,,19,16
49,1,5:08.0,,S. Kilpatrick enters the game for R. Foye,19,16
50,1,5:08.0,,T. Booker enters the game for R. Hollis-Jefferson,19,16
51,1,4:56.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by T. Booker),19,18
52,1,4:56.0,,Shooting foul by D. Howard (drawn by B. Lopez),19,18
53,1,4:56.0,,B. Lopez makes free throw 1 of 1,19,19
54,1,4:47.0,Shooting foul by I. Whitehead (drawn by T. Hardaway),,19,19
55,1,4:47.0,T. Hardaway misses free throw 1 of 2,,19,19
56,1,4:47.0,Offensive rebound by Team,,19,19
57,1,4:47.0,T. Hardaway makes free throw 2 of 2,,20,19
58,1,4:34.0,,T. Booker misses 3-pt jump shot from 25 ft,20,19
59,1,4:33.0,Defensive rebound by D. Howard,,20,19
60,1,4:26.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,20,19
61,1,4:25.0,,Defensive rebound by Team,20,19
62,1,4:25.0,M. Muscala enters the game for D. Howard,,20,19
63,1,4:14.0,,B. Lopez makes 2-pt jump shot from 7 ft (assist by J. Lin),20,21
64,1,3:56.0,D. Schröder misses 2-pt jump shot from 5 ft (block by B. Lopez),,20,21
65,1,3:55.0,,Defensive rebound by B. Lopez,20,21
66,1,3:43.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by J. Lin),20,23
67,1,3:26.0,D. Schröder misses 3-pt jump shot from 26 ft,,20,23
68,1,3:25.0,,Defensive rebound by S. Kilpatrick,20,23
69,1,3:17.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),20,26
70,1,3:00.0,P. Millsap misses 2-pt jump shot from 10 ft,,20,26
71,1,2:59.0,,Defensive rebound by T. Booker,20,26
72,1,2:45.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,20,26
73,1,2:44.0,,Offensive rebound by J. Lin,20,26
74,1,2:39.0,,B. Lopez makes 3-pt jump shot from 28 ft (assist by J. Lin),20,29
75,1,2:39.0,Atlanta full timeout,,20,29
76,1,2:39.0,,S. Dinwiddie enters the game for J. Lin,20,29
77,1,2:39.0,,Q. Acy enters the game for B. Lopez,20,29
78,1,2:39.0,T. Prince enters the game for T. Hardaway,,20,29
79,1,2:14.0,D. Schröder misses 2-pt jump shot from 20 ft,,20,29
80,1,2:13.0,Offensive rebound by M. Muscala,,20,29
81,1,2:11.0,M. Muscala makes 2-pt layup from 3 ft,,22,29
82,1,1:56.0,,Q. Acy misses 3-pt jump shot from 24 ft,22,29
83,1,1:55.0,Defensive rebound by M. Muscala,,22,29
84,1,1:53.0,Turnover by D. Schröder (lost ball; steal by S. Dinwiddie),,22,29
85,1,1:44.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,22,29
86,1,1:43.0,Defensive rebound by M. Dunleavy,,22,29
87,1,1:29.0,M. Muscala makes 2-pt jump shot from 9 ft (assist by P. Millsap),,24,29
88,1,1:17.0,,Q. Acy misses 2-pt layup from 3 ft,24,29
89,1,1:16.0,Defensive rebound by T. Prince,,24,29
90,1,1:03.0,Personal foul by Q. Acy (drawn by M. Muscala),,24,29
91,1,0:51.0,P. Millsap misses 3-pt jump shot from 26 ft,,24,29
92,1,0:50.0,,Defensive rebound by S. Kilpatrick,24,29
93,1,0:32.0,,S. Kilpatrick misses 3-pt jump shot from 26 ft,24,29
94,1,0:31.0,Defensive rebound by T. Prince,,24,29
95,1,0:25.0,Turnover by D. Schröder (lost ball; steal by S. Dinwiddie),,24,29
96,1,0:21.0,,Turnover by Q. Acy (discontinued dribble),24,29
97,1,0:21.0,,A. Goodwin enters the game for I. Whitehead,24,29
98,1,0:21.0,T. Hardaway enters the game for P. Millsap,,24,29
99,1,0:04.0,M. Muscala misses 2-pt jump shot from 15 ft,,24,29
100,1,0:03.0,,Defensive rebound by S. Kilpatrick,24,29
101,1,0:01.0,,S. Kilpatrick misses 3-pt jump shot from 64 ft (block by D. Schröder),24,29
102,1,0:00.0,,Offensive rebound by Team,24,29
103,2,11:40.0,Shooting foul by Q. Acy (drawn by D. Howard),,24,29
