,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DENVER_ACTION,LA CLIPPERS_SCORE,DENVER_SCORE
55,1,4:52.0,,Loose ball foul by N. Jokić (drawn by D. Jordan),16,20
56,1,4:52.0,,W. Chandler enters the game for K. Faried,16,20
57,1,4:52.0,B. Bass enters the game for M. Speights,,16,20
58,1,4:39.0,J. Redick misses 3-pt jump shot from 27 ft,,16,20
59,1,4:38.0,Offensive rebound by D. Jordan,,16,20
60,1,4:25.0,B. Bass misses 2-pt jump shot from 16 ft,,16,20
61,1,4:25.0,Offensive rebound by D. Jordan,,16,20
62,1,4:19.0,J. Redick misses 2-pt layup from 1 ft,,16,20
63,1,4:19.0,,Defensive rebound by N. Jokić,16,20
64,1,4:19.0,,Offensive foul by N. Jokić (drawn by D. Jordan),16,20
65,1,4:19.0,,Turnover by N. Jokić (offensive foul),16,20
66,1,4:19.0,,J. Nurkić enters the game for N. Jokić,16,20
67,1,4:09.0,B. Bass makes 2-pt jump shot from 14 ft (assist by J. Redick),,18,20
68,1,3:59.0,,E. Mudiay misses 3-pt jump shot from 23 ft,18,20
69,1,3:58.0,Defensive rebound by L. Mbah a Moute,,18,20
70,1,3:40.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,18,20
71,1,3:38.0,,Defensive rebound by J. Nurkić,18,20
72,1,3:19.0,,Turnover by W. Chandler (bad pass; steal by J. Redick),18,20
73,1,3:16.0,Personal foul by D. Gallinari (drawn by L. Mbah a Moute),,18,20
74,1,3:16.0,,J. Nelson enters the game for E. Mudiay,18,20
75,1,3:16.0,J. Crawford enters the game for J. Redick,,18,20
76,1,2:59.0,Turnover by B. Bass (lost ball; steal by W. Barton),,18,20
77,1,2:45.0,,W. Barton misses 2-pt jump shot from 5 ft,18,20
78,1,2:44.0,Defensive rebound by J. Crawford,,18,20
79,1,2:32.0,L. Mbah a Moute misses 2-pt jump shot from 22 ft,,18,20
80,1,2:31.0,,Defensive rebound by J. Nurkić,18,20
81,1,2:20.0,,W. Chandler makes 2-pt jump shot from 8 ft (assist by J. Nurkić),18,22
82,1,2:04.0,R. Felton misses 2-pt jump shot from 17 ft,,18,22
83,1,2:04.0,,Defensive rebound by Team,18,22
84,1,2:04.0,Loose ball foul by D. Jordan (drawn by J. Nurkić),,18,22
85,1,2:04.0,,Denver full timeout,18,22
86,1,2:04.0,,J. Nurkić makes free throw 1 of 2,18,23
87,1,2:04.0,W. Johnson enters the game for L. Mbah a Moute,,18,22
88,1,2:04.0,M. Speights enters the game for D. Jordan,,18,22
89,1,2:04.0,,D. Arthur enters the game for D. Gallinari,18,22
90,1,2:04.0,,J. Nurkić misses free throw 2 of 2,18,23
91,1,2:02.0,Defensive rebound by W. Johnson,,18,23
92,1,1:48.0,J. Crawford misses 2-pt jump shot from 5 ft,,18,23
93,1,1:47.0,,Defensive rebound by J. Nurkić,18,23
94,1,1:39.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Nurkić),18,25
95,1,1:16.0,B. Bass misses 2-pt jump shot from 6 ft,,18,25
96,1,1:15.0,,Defensive rebound by D. Arthur,18,25
97,1,1:00.0,,D. Arthur makes 2-pt jump shot from 13 ft (assist by J. Nelson),18,27
98,1,0:43.0,B. Bass misses 2-pt jump shot from 13 ft,,18,27
99,1,0:42.0,,Defensive rebound by W. Chandler,18,27
100,1,0:28.0,,J. Nelson misses 3-pt jump shot from 26 ft,18,27
101,1,0:27.0,Defensive rebound by W. Johnson,,18,27
102,1,0:13.0,Personal foul by W. Barton (drawn by J. Crawford),,18,27
103,1,0:04.0,J. Crawford misses 2-pt jump shot from 20 ft,,18,27
104,1,0:02.0,,Defensive rebound by W. Barton,18,27
105,2,11:51.0,,Offensive foul by J. Murray (drawn by A. Rivers),18,27
106,2,11:51.0,,Turnover by J. Murray (offensive foul),18,27
107,2,11:34.0,A. Rivers makes 2-pt layup from 2 ft,,20,27
108,2,11:24.0,,W. Chandler misses 2-pt jump shot from 8 ft,20,27
109,2,11:23.0,Defensive rebound by A. Rivers,,20,27
110,2,11:08.0,J. Crawford makes 2-pt jump shot from 16 ft (assist by A. Rivers),,22,27
111,2,10:58.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by J. Murray),22,30
112,2,10:32.0,R. Felton misses 3-pt jump shot from 25 ft,,22,30
113,2,10:32.0,,Defensive rebound by J. Nelson,22,30
114,2,10:28.0,,Turnover by W. Chandler (lost ball),22,30
115,2,10:12.0,M. Speights makes 2-pt layup from 2 ft (assist by J. Crawford),,24,30
116,2,10:00.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by J. Murray),24,32
117,2,9:48.0,A. Rivers misses 3-pt jump shot from 25 ft,,24,32
118,2,9:46.0,,Defensive rebound by W. Chandler,24,32
119,2,9:37.0,,W. Chandler misses 2-pt jump shot from 4 ft,24,32
120,2,9:36.0,,Offensive rebound by W. Chandler,24,32
121,2,9:33.0,,W. Chandler makes 2-pt layup from 3 ft,24,34
122,2,9:18.0,J. Crawford misses 2-pt layup from 2 ft,,24,34
123,2,9:18.0,,Defensive rebound by D. Arthur,24,34
124,2,9:10.0,,Turnover by J. Murray (bad pass; steal by M. Speights),24,34
125,2,9:07.0,Turnover by M. Speights (bad pass; steal by D. Arthur),,24,34
126,2,9:07.0,,J. Nurkić makes 2-pt layup from 2 ft,24,36
127,2,9:07.0,,Shooting foul by A. Rivers (drawn by J. Nurkić),24,36
128,2,9:07.0,,J. Nurkić misses free throw 1 of 1,24,36
129,2,9:07.0,J. Redick enters the game for A. Rivers,,24,36
130,2,9:06.0,Defensive rebound by M. Speights,,24,36
131,2,8:52.0,M. Speights makes 3-pt jump shot from 26 ft (assist by J. Crawford),,27,36
132,2,8:39.0,,J. Nurkić makes 2-pt hook shot from 4 ft,27,38
133,2,8:20.0,R. Felton makes 2-pt layup from 1 ft,,29,38
134,2,8:06.0,,D. Arthur misses 3-pt jump shot from 24 ft,29,38
135,2,8:05.0,Defensive rebound by R. Felton,,29,38
136,2,7:53.0,J. Crawford misses 2-pt jump shot from 19 ft,,29,38
137,2,7:53.0,,Defensive rebound by W. Chandler,29,38
138,2,7:45.0,,J. Nelson misses 3-pt jump shot from 24 ft,29,38
139,2,7:44.0,Defensive rebound by M. Speights,,29,38
140,2,7:39.0,LA Clippers full timeout,,29,38
141,2,7:39.0,D. Jordan enters the game for M. Speights,,29,38
142,2,7:23.0,J. Crawford misses 3-pt jump shot from 28 ft,,29,38
143,2,7:22.0,,Defensive rebound by Team,29,38
144,2,7:08.0,,W. Chandler misses 2-pt layup from 1 ft,29,38
145,2,7:06.0,,Offensive rebound by W. Chandler,29,38
146,2,7:06.0,,W. Chandler makes 2-pt layup at rim,29,40
147,2,6:48.0,W. Johnson misses 3-pt jump shot from 25 ft,,29,40
148,2,6:48.0,,Defensive rebound by J. Nurkić,29,40
149,2,6:42.0,,W. Chandler misses 2-pt jump shot from 16 ft,29,40
150,2,6:38.0,Defensive rebound by W. Johnson,,29,40
151,2,6:30.0,R. Felton misses 2-pt layup from 2 ft,,29,40
152,2,6:30.0,Offensive rebound by Team,,29,40
153,2,6:30.0,A. Anderson enters the game for J. Crawford,,29,40
154,2,6:30.0,,D. Gallinari enters the game for D. Arthur,29,40
155,2,6:20.0,R. Felton misses 2-pt jump shot from 12 ft,,29,40
156,2,6:17.0,Offensive rebound by W. Johnson,,29,40
157,2,6:11.0,A. Anderson misses 2-pt jump shot from 14 ft,,29,40
158,2,6:11.0,Offensive rebound by Team,,29,40
159,2,6:11.0,Personal foul by J. Nurkić (drawn by D. Jordan),,29,40
160,2,6:11.0,,N. Jokić enters the game for J. Nurkić,29,40
161,2,6:05.0,J. Redick misses 2-pt jump shot from 21 ft,,29,40
162,2,6:04.0,,Defensive rebound by W. Chandler,29,40
163,2,5:52.0,,Turnover by N. Jokić (bad pass; steal by J. Redick),29,40
164,2,5:46.0,Personal foul by J. Nelson (drawn by J. Redick),,29,40
165,2,5:46.0,Official timeout,,29,40
166,2,5:46.0,,E. Mudiay enters the game for J. Nelson,29,40
167,2,5:38.0,D. Jordan misses 2-pt hook shot from 3 ft,,29,40
168,2,5:36.0,,Defensive rebound by N. Jokić,29,40
169,2,5:28.0,,E. Mudiay misses 2-pt jump shot from 14 ft,29,40
170,2,5:27.0,,Offensive rebound by Team,29,40
171,2,5:10.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Murray),29,43
172,2,4:45.0,Turnover by D. Jordan (lost ball; steal by J. Murray),,29,43
173,2,4:39.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by W. Chandler),29,46
174,2,4:39.0,LA Clippers full timeout,,29,46
175,2,4:39.0,L. Mbah a Moute enters the game for W. Johnson,,29,46
176,2,4:39.0,,K. Faried enters the game for W. Chandler,29,46
177,2,4:39.0,,W. Barton enters the game for J. Murray,29,46
178,2,4:33.0,Personal foul by N. Jokić (drawn by D. Jordan),,29,46
179,2,4:33.0,,J. Nurkić enters the game for N. Jokić,29,46
180,2,4:22.0,R. Felton makes 3-pt jump shot from 26 ft (assist by J. Redick),,32,46
181,2,4:05.0,,K. Faried makes 2-pt hook shot from 5 ft (assist by W. Barton),32,48
182,2,3:49.0,R. Felton makes 2-pt jump shot from 12 ft,,34,48
183,2,3:37.0,,W. Barton makes 2-pt jump shot from 11 ft,34,50
184,2,3:22.0,Shooting foul by J. Nurkić (drawn by A. Anderson),,34,50
185,2,3:22.0,A. Anderson makes free throw 1 of 2,,35,50
186,2,3:22.0,A. Anderson makes free throw 2 of 2,,36,50
187,2,3:10.0,,J. Nurkić misses 2-pt jump shot from 19 ft,36,50
188,2,3:09.0,,Offensive rebound by Team,36,50
189,2,3:09.0,Loose ball foul by L. Mbah a Moute (drawn by K. Faried),,36,50
190,2,3:04.0,,D. Gallinari misses 2-pt dunk at rim,36,50
191,2,3:03.0,,Offensive rebound by E. Mudiay,36,50
192,2,2:51.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by E. Mudiay),36,52
193,2,2:37.0,A. Anderson misses 3-pt jump shot from 25 ft,,36,52
194,2,2:36.0,Offensive rebound by D. Jordan,,36,52
195,2,2:36.0,D. Jordan makes 2-pt layup from 1 ft,,38,52
196,2,2:30.0,,Shooting foul by J. Redick (drawn by D. Gallinari),38,52
197,2,2:30.0,,D. Gallinari makes free throw 1 of 2,38,53
198,2,2:30.0,,D. Gallinari makes free throw 2 of 2,38,54
199,2,2:14.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Jordan),,40,54
200,2,1:59.0,,J. Nurkić misses 2-pt layup from 3 ft,40,54
201,2,1:57.0,,Offensive rebound by K. Faried,40,54
202,2,1:57.0,,K. Faried makes 2-pt layup from 1 ft,40,56
203,2,1:45.0,R. Felton misses 2-pt jump shot from 16 ft,,40,56
204,2,1:44.0,,Defensive rebound by E. Mudiay,40,56
205,2,1:35.0,,Shooting foul by L. Mbah a Moute (drawn by K. Faried),40,56
206,2,1:35.0,,K. Faried makes free throw 1 of 2,40,57
207,2,1:35.0,,K. Faried misses free throw 2 of 2,40,57
208,2,1:35.0,B. Bass enters the game for L. Mbah a Moute,,40,57
209,2,1:33.0,Defensive rebound by D. Jordan,,40,57
210,2,1:19.0,A. Anderson misses 3-pt jump shot from 26 ft,,40,57
211,2,1:18.0,Offensive rebound by D. Jordan,,40,57
212,2,1:10.0,J. Redick makes 3-pt jump shot from 22 ft (assist by D. Jordan),,43,57
213,2,0:55.0,,Personal foul by B. Bass (drawn by K. Faried),43,57
214,2,0:55.0,,K. Faried makes free throw 1 of 2,43,58
215,2,0:55.0,,K. Faried makes free throw 2 of 2,43,59
216,2,0:43.0,A. Anderson misses 2-pt jump shot from 7 ft,,43,59
217,2,0:42.0,,Defensive rebound by Team,43,59
218,2,0:29.0,,Turnover by E. Mudiay (step out of bounds),43,59
219,2,0:29.0,J. Crawford enters the game for B. Bass,,43,59
220,2,0:29.0,,J. Nelson enters the game for J. Nurkić,43,59
221,2,0:05.0,R. Felton misses 3-pt jump shot from 24 ft,,43,59
222,2,0:05.0,Offensive rebound by D. Jordan,,43,59
223,2,0:05.0,D. Jordan makes 2-pt layup from 1 ft,,45,59
224,2,0:00.0,,E. Mudiay misses 2-pt jump shot from 15 ft,45,59
225,2,0:00.0,,Offensive rebound by Team,45,59
226,3,11:45.0,,N. Jokić makes 2-pt jump shot from 10 ft (assist by D. Gallinari),45,61
227,3,11:21.0,R. Felton makes 2-pt jump shot from 17 ft (assist by D. Jordan),,47,61
228,3,11:03.0,,E. Mudiay misses 2-pt jump shot from 8 ft,47,61
229,3,11:02.0,Defensive rebound by D. Jordan,,47,61
230,3,11:00.0,Personal foul by E. Mudiay (drawn by A. Rivers),,47,61
231,3,10:49.0,D. Jordan misses 2-pt layup from 2 ft,,47,61
232,3,10:49.0,,Defensive rebound by N. Jokić,47,61
233,3,10:40.0,,W. Barton misses 2-pt layup from 1 ft (block by D. Jordan),47,61
234,3,10:39.0,Defensive rebound by D. Jordan,,47,61
235,3,10:33.0,R. Felton misses 3-pt jump shot from 24 ft,,47,61
236,3,10:31.0,,Defensive rebound by D. Gallinari,47,61
237,3,10:21.0,,N. Jokić misses 3-pt jump shot from 25 ft,47,61
238,3,10:21.0,Defensive rebound by R. Felton,,47,61
239,3,10:09.0,J. Redick makes 2-pt jump shot from 20 ft (assist by R. Felton),,49,61
240,3,9:54.0,,E. Mudiay misses 3-pt jump shot from 26 ft,49,61
241,3,9:53.0,Defensive rebound by Team,,49,61
242,3,9:53.0,,J. Nelson enters the game for E. Mudiay,49,61
243,3,9:42.0,A. Rivers makes 2-pt jump shot from 6 ft,,51,61
244,3,9:18.0,,Turnover by N. Jokić (bad pass; steal by L. Mbah a Moute),51,61
245,3,8:56.0,A. Rivers makes 2-pt layup from 2 ft,,53,61
246,3,8:56.0,,Denver full timeout,53,61
247,3,8:43.0,,W. Barton makes 2-pt dunk at rim (assist by J. Nelson),53,63
248,3,8:17.0,R. Felton misses 3-pt jump shot from 25 ft,,53,63
249,3,8:16.0,,Defensive rebound by Team,53,63
250,3,8:16.0,Loose ball foul by D. Jordan (drawn by N. Jokić),,53,63
251,3,7:58.0,,W. Barton makes 2-pt jump shot from 15 ft (assist by N. Jokić),53,65
252,3,7:33.0,R. Felton misses 2-pt layup from 2 ft,,53,65
253,3,7:32.0,Offensive rebound by D. Jordan,,53,65
254,3,7:32.0,D. Jordan misses 2-pt layup from 2 ft,,53,65
255,3,7:30.0,Offensive rebound by D. Jordan,,53,65
256,3,7:30.0,D. Jordan makes 2-pt layup from 2 ft,,55,65
257,3,7:17.0,,N. Jokić makes 2-pt layup from 2 ft,55,67
258,3,7:03.0,J. Redick misses 3-pt jump shot from 24 ft,,55,67
259,3,7:03.0,Offensive rebound by D. Jordan,,55,67
260,3,6:57.0,J. Redick misses 3-pt jump shot from 23 ft,,55,67
261,3,6:56.0,,Defensive rebound by K. Faried,55,67
262,3,6:50.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),55,70
263,3,6:49.0,LA Clippers full timeout,,55,70
264,3,6:33.0,A. Rivers misses 2-pt jump shot from 7 ft,,55,70
265,3,6:33.0,Offensive rebound by A. Rivers,,55,70
266,3,6:29.0,J. Redick misses 3-pt jump shot from 26 ft,,55,70
267,3,6:28.0,,Defensive rebound by K. Faried,55,70
268,3,6:24.0,,W. Barton misses 2-pt layup from 2 ft,55,70
269,3,6:23.0,,Offensive rebound by N. Jokić,55,70
270,3,6:23.0,,N. Jokić makes 2-pt layup from 2 ft,55,72
271,3,6:01.0,R. Felton makes 2-pt layup from 3 ft,,57,72
272,3,5:46.0,,J. Nelson misses 2-pt layup from 2 ft,57,72
273,3,5:44.0,,Offensive rebound by K. Faried,57,72
274,3,5:44.0,,K. Faried makes 2-pt layup from 1 ft,57,74
275,3,5:20.0,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by A. Rivers),,60,74
276,3,5:11.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by D. Gallinari),60,77
277,3,4:57.0,A. Rivers misses 2-pt jump shot from 6 ft,,60,77
278,3,4:56.0,,Defensive rebound by N. Jokić,60,77
279,3,4:47.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Nelson),60,80
280,3,4:21.0,R. Felton misses 2-pt jump shot from 22 ft,,60,80
281,3,4:20.0,,Defensive rebound by K. Faried,60,80
282,3,4:13.0,,Personal foul by D. Jordan (drawn by N. Jokić),60,80
283,3,4:13.0,J. Crawford enters the game for J. Redick,,60,80
284,3,4:13.0,B. Bass enters the game for L. Mbah a Moute,,60,80
285,3,4:10.0,,Personal foul by R. Felton (drawn by D. Gallinari),60,80
286,3,4:02.0,,W. Barton makes 3-pt jump shot from 26 ft,60,83
287,3,3:40.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,62,83
288,3,3:29.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by J. Nelson),62,85
289,3,3:17.0,Turnover by D. Jordan (offensive foul),,62,85
290,3,3:17.0,Offensive foul by D. Jordan (drawn by N. Jokić),,62,85
291,3,3:17.0,,W. Chandler enters the game for K. Faried,62,85
292,3,3:17.0,W. Johnson enters the game for R. Felton,,62,85
293,3,2:53.0,,W. Barton misses 3-pt jump shot from 24 ft,62,85
294,3,2:52.0,,Offensive rebound by W. Barton,62,85
295,3,2:46.0,,W. Barton makes 2-pt layup from 2 ft,62,87
296,3,2:23.0,J. Crawford misses 3-pt jump shot from 40 ft,,62,87
297,3,2:23.0,Offensive rebound by Team,,62,87
298,3,2:23.0,Turnover by Team (shot clock),,62,87
299,3,2:23.0,Technical foul by D. Jordan,,62,87
300,3,2:23.0,LA Clippers full timeout,,62,87
301,3,2:23.0,M. Speights enters the game for D. Jordan,,62,87
302,3,2:23.0,,D. Gallinari makes technical free throw,62,88
303,3,2:13.0,,Turnover by J. Nelson (lost ball),62,88
304,3,1:57.0,B. Bass makes 2-pt jump shot from 16 ft (assist by A. Rivers),,64,88
305,3,1:33.0,,J. Nelson makes 2-pt layup from 2 ft,64,90
306,3,1:21.0,M. Speights makes 2-pt jump shot from 6 ft (assist by J. Crawford),,66,90
307,3,1:00.0,,N. Jokić misses 2-pt hook shot from 3 ft,66,90
308,3,1:00.0,,Offensive rebound by N. Jokić,66,90
309,3,1:00.0,,N. Jokić misses 2-pt layup from 3 ft,66,90
310,3,1:00.0,,Offensive rebound by N. Jokić,66,90
311,3,1:00.0,,N. Jokić makes 2-pt layup from 3 ft,66,92
312,3,0:45.0,A. Rivers makes 2-pt jump shot from 5 ft,,68,92
313,3,0:33.0,,D. Gallinari misses 3-pt jump shot from 25 ft,68,92
314,3,0:32.0,Defensive rebound by B. Bass,,68,92
315,3,0:20.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by M. Speights),,71,92
316,3,0:01.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Barton),71,95
317,4,11:46.0,M. Speights misses 3-pt jump shot from 24 ft,,71,95
318,4,11:46.0,,Defensive rebound by D. Gallinari,71,95
319,4,11:27.0,,W. Chandler makes 3-pt jump shot from 25 ft,71,98
320,4,11:04.0,A. Rivers misses 2-pt jump shot from 17 ft,,71,98
321,4,11:01.0,,Defensive rebound by J. Nelson,71,98
322,4,10:56.0,,J. Nelson misses 2-pt layup from 2 ft,71,98
323,4,10:55.0,Defensive rebound by W. Johnson,,71,98
324,4,10:49.0,W. Johnson misses 2-pt jump shot from 23 ft,,71,98
325,4,10:47.0,,Defensive rebound by Team,71,98
326,4,10:29.0,,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nelson),71,100
327,4,10:20.0,Loose ball foul by B. Bass (drawn by J. Nelson),,71,100
328,4,10:20.0,Turnover by B. Bass (offensive foul),,71,100
329,4,10:01.0,,Personal foul by B. Bass (drawn by J. Nelson),71,100
330,4,9:48.0,,D. Gallinari misses 2-pt jump shot from 11 ft,71,100
331,4,9:47.0,Defensive rebound by W. Johnson,,71,100
332,4,9:37.0,J. Crawford makes 2-pt jump shot from 16 ft,,73,100
333,4,9:24.0,,W. Chandler makes 2-pt layup from 2 ft (assist by J. Nelson),73,102
334,4,9:09.0,J. Crawford misses 2-pt jump shot from 9 ft,,73,102
335,4,9:09.0,,Defensive rebound by D. Gallinari,73,102
336,4,9:02.0,,Shooting foul by M. Speights (drawn by D. Gallinari),73,102
337,4,9:02.0,,D. Gallinari makes free throw 1 of 2,73,103
338,4,9:02.0,,D. Gallinari makes free throw 2 of 2,73,104
339,4,8:49.0,J. Crawford misses 3-pt jump shot from 26 ft,,73,104
340,4,8:48.0,,Defensive rebound by J. Murray,73,104
341,4,8:45.0,Official timeout,,73,104
342,4,8:45.0,,K. Faried enters the game for D. Gallinari,73,104
343,4,8:34.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by J. Nelson),73,106
344,4,8:10.0,A. Rivers makes 2-pt layup from 2 ft,,75,106
345,4,8:10.0,,Violation by K. Faried (def goaltending),75,106
346,4,7:59.0,,D. Arthur misses 3-pt jump shot from 25 ft,75,106
347,4,7:58.0,Defensive rebound by J. Crawford,,75,106
348,4,7:43.0,B. Bass misses 2-pt jump shot from 15 ft,,75,106
349,4,7:43.0,,Defensive rebound by W. Chandler,75,106
350,4,7:31.0,,K. Faried misses 2-pt jump shot from 16 ft,75,106
351,4,7:30.0,,Offensive rebound by Team,75,106
352,4,7:30.0,Loose ball foul by M. Speights (drawn by J. Murray),,75,106
353,4,7:23.0,,J. Murray makes 2-pt layup from 2 ft (assist by K. Faried),75,108
354,4,7:09.0,Personal foul by J. Nelson (drawn by A. Rivers),,75,108
355,4,6:56.0,J. Crawford misses 3-pt jump shot from 34 ft,,75,108
356,4,6:55.0,Offensive rebound by Team,,75,108
357,4,6:55.0,Turnover by Team (shot clock),,75,108
358,4,6:35.0,,J. Nelson makes 2-pt layup from 2 ft,75,110
359,4,6:15.0,W. Johnson misses 3-pt jump shot from 26 ft,,75,110
360,4,6:14.0,,Defensive rebound by Team,75,110
361,4,6:14.0,,J. Nurkić enters the game for D. Arthur,75,110
362,4,6:01.0,,J. Murray misses 3-pt jump shot from 26 ft,75,110
363,4,6:00.0,Defensive rebound by Team,,75,110
364,4,6:00.0,,Loose ball foul by K. Faried (drawn by B. Bass),75,110
365,4,5:39.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by M. Speights),,78,110
366,4,5:31.0,,J. Nurkić misses 2-pt layup from 2 ft (block by B. Bass),78,110
367,4,5:29.0,Defensive rebound by M. Speights,,78,110
368,4,5:23.0,M. Speights makes 3-pt jump shot from 26 ft (assist by A. Rivers),,81,110
369,4,5:08.0,,W. Chandler makes 2-pt jump shot from 5 ft (assist by J. Nurkić),81,112
370,4,5:00.0,Personal foul by W. Chandler (drawn by B. Bass),,81,112
371,4,5:00.0,,Denver full timeout,81,112
372,4,5:00.0,LA Clippers full timeout,,81,112
373,4,5:00.0,,M. Miller enters the game for K. Faried,81,112
374,4,5:00.0,,J. Hernangómez enters the game for W. Chandler,81,112
375,4,4:52.0,M. Speights misses 3-pt jump shot from 25 ft,,81,112
376,4,4:51.0,,Defensive rebound by M. Miller,81,112
377,4,4:35.0,,J. Murray misses 3-pt jump shot from 25 ft,81,112
378,4,4:35.0,Defensive rebound by B. Bass,,81,112
379,4,4:22.0,M. Speights makes 2-pt layup from 2 ft (assist by A. Rivers),,83,112
380,4,4:07.0,,J. Murray misses 2-pt layup from 3 ft,83,112
381,4,4:06.0,Defensive rebound by B. Bass,,83,112
382,4,4:02.0,Shooting foul by J. Hernangómez (drawn by M. Speights),,83,112
383,4,4:02.0,M. Speights makes free throw 1 of 2,,84,112
