,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
0,1,11:42.0,,Turnover by K. Leonard (lost ball),0,0
1,1,11:26.0,S. Adams misses 2-pt jump shot from 5 ft,,0,0
2,1,11:24.0,,Defensive rebound by D. Dedmon,0,0
3,1,11:14.0,,L. Aldridge misses 2-pt jump shot from 15 ft,0,0
4,1,11:13.0,Defensive rebound by R. Westbrook,,0,0
5,1,10:58.0,R. Westbrook makes 2-pt jump shot from 19 ft,,2,0
6,1,10:46.0,Violation by A. Roberson (kicked ball),,2,0
7,1,10:40.0,,T. Parker misses 2-pt layup from 3 ft,2,0
8,1,10:37.0,,Offensive rebound by L. Aldridge,2,0
9,1,10:37.0,,L. Aldridge makes 2-pt layup from 2 ft,2,2
10,1,10:24.0,V. Oladipo makes 2-pt layup from 2 ft,,4,2
11,1,10:10.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by T. Parker),4,4
12,1,9:48.0,S. Adams misses 2-pt hook shot from 6 ft,,4,4
13,1,9:46.0,Offensive rebound by A. Roberson,,4,4
14,1,9:30.0,A. Roberson misses 3-pt jump shot from 26 ft,,4,4
15,1,9:29.0,,Defensive rebound by D. Dedmon,4,4
16,1,9:14.0,,Turnover by L. Aldridge (bad pass; steal by V. Oladipo),4,4
17,1,9:09.0,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),,6,4
18,1,8:58.0,,L. Aldridge misses 3-pt jump shot from 26 ft,6,4
19,1,8:57.0,Defensive rebound by A. Roberson,,6,4
20,1,8:54.0,Personal foul by L. Aldridge (drawn by S. Adams),,6,4
21,1,8:46.0,R. Westbrook misses 2-pt jump shot from 13 ft (block by D. Green),,6,4
22,1,8:45.0,Offensive rebound by Team,,6,4
23,1,8:33.0,R. Westbrook misses 3-pt jump shot from 25 ft,,6,4
24,1,8:31.0,,Defensive rebound by D. Dedmon,6,4
25,1,8:13.0,,L. Aldridge misses 2-pt jump shot from 10 ft,6,4
26,1,8:12.0,Defensive rebound by V. Oladipo,,6,4
27,1,8:05.0,V. Oladipo misses 2-pt jump shot from 19 ft,,6,4
28,1,8:02.0,,Defensive rebound by D. Dedmon,6,4
29,1,7:48.0,,D. Green misses 2-pt jump shot from 12 ft,6,4
30,1,7:48.0,,Offensive rebound by D. Dedmon,6,4
31,1,7:48.0,,Shooting foul by D. Sabonis (drawn by D. Dedmon),6,4
32,1,7:48.0,,D. Dedmon makes free throw 1 of 2,6,5
33,1,7:48.0,,D. Dedmon makes free throw 2 of 2,6,6
34,1,7:41.0,Personal foul by D. Dedmon (drawn by V. Oladipo),,6,6
35,1,7:41.0,V. Oladipo makes free throw 1 of 2,,7,6
36,1,7:41.0,V. Oladipo makes free throw 2 of 2,,8,6
37,1,7:25.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Parker),8,8
38,1,7:06.0,D. Sabonis misses 2-pt jump shot from 6 ft (block by D. Green),,8,8
39,1,7:05.0,,Defensive rebound by T. Parker,8,8
40,1,6:59.0,,T. Parker misses 2-pt layup from 3 ft (block by V. Oladipo),8,8
41,1,6:59.0,,Offensive rebound by Team,8,8
42,1,6:49.0,,K. Leonard misses 2-pt jump shot from 19 ft,8,8
43,1,6:48.0,,Offensive rebound by K. Leonard,8,8
44,1,6:47.0,,K. Leonard makes 2-pt jump shot from 8 ft,8,10
45,1,6:25.0,D. Sabonis makes 2-pt hook shot from 3 ft,,10,10
46,1,6:20.0,,K. Leonard misses 2-pt jump shot from 20 ft,10,10
47,1,6:19.0,Defensive rebound by D. Sabonis,,10,10
48,1,6:19.0,Turnover by D. Sabonis (lost ball; steal by D. Dedmon),,10,10
49,1,6:16.0,,L. Aldridge makes 2-pt jump shot from 3 ft,10,12
50,1,6:06.0,Shooting foul by T. Parker (drawn by S. Adams),,10,12
51,1,6:06.0,S. Adams misses free throw 1 of 2,,10,12
52,1,6:06.0,Offensive rebound by Team,,10,12
53,1,6:06.0,S. Adams misses free throw 2 of 2,,10,12
54,1,6:04.0,,Defensive rebound by D. Dedmon,10,12
55,1,5:39.0,,T. Parker misses 3-pt jump shot from 27 ft,10,12
56,1,5:38.0,Defensive rebound by V. Oladipo,,10,12
57,1,5:27.0,Turnover by V. Oladipo (bad pass; steal by T. Parker),,10,12
58,1,5:10.0,,L. Aldridge misses 2-pt jump shot from 5 ft,10,12
59,1,5:10.0,,Offensive rebound by Team,10,12
60,1,5:10.0,,San Antonio full timeout,10,12
61,1,5:10.0,,D. Lee enters the game for D. Dedmon,10,12
62,1,5:05.0,,K. Leonard misses 2-pt jump shot from 15 ft,10,12
63,1,5:05.0,Defensive rebound by Team,,10,12
64,1,5:05.0,,Loose ball foul by D. Lee (drawn by D. Sabonis),10,12
65,1,5:05.0,A. Morrow enters the game for V. Oladipo,,10,12
66,1,5:05.0,,P. Mills enters the game for T. Parker,10,12
67,1,5:05.0,,M. Ginóbili enters the game for D. Green,10,12
68,1,4:50.0,S. Adams misses 2-pt layup from 3 ft (block by L. Aldridge),,10,12
69,1,4:50.0,Offensive rebound by Team,,10,12
70,1,4:47.0,S. Adams misses 2-pt layup from 1 ft,,10,12
71,1,4:46.0,Offensive rebound by S. Adams,,10,12
72,1,4:42.0,A. Morrow misses 2-pt jump shot from 17 ft,,10,12
73,1,4:40.0,,Defensive rebound by K. Leonard,10,12
74,1,4:34.0,,K. Leonard misses 3-pt jump shot from 25 ft,10,12
75,1,4:30.0,,Offensive rebound by D. Lee,10,12
76,1,4:30.0,,D. Lee makes 2-pt dunk at rim,10,14
77,1,4:22.0,R. Westbrook misses 2-pt jump shot from 16 ft,,10,14
78,1,4:22.0,Offensive rebound by Team,,10,14
79,1,4:22.0,J. Lauvergne enters the game for D. Sabonis,,10,14
80,1,4:21.0,Shooting foul by L. Aldridge (drawn by A. Roberson),,10,14
81,1,4:21.0,A. Roberson makes free throw 1 of 2,,11,14
82,1,4:21.0,A. Roberson misses free throw 2 of 2,,11,14
83,1,4:21.0,,D. Dedmon enters the game for L. Aldridge,11,14
84,1,4:17.0,Offensive rebound by S. Adams,,11,14
85,1,4:15.0,Turnover by S. Adams (lost ball; steal by D. Dedmon),,11,14
86,1,4:01.0,,M. Ginóbili makes 2-pt layup from 2 ft,11,16
87,1,3:43.0,R. Westbrook makes 2-pt jump shot from 17 ft,,13,16
88,1,3:27.0,,D. Lee misses 2-pt layup from 1 ft (block by A. Roberson),13,16
89,1,3:27.0,,Offensive rebound by D. Dedmon,13,16
90,1,3:27.0,,D. Dedmon makes 2-pt layup from 2 ft,13,18
91,1,3:18.0,Personal foul by P. Mills,,13,18
92,1,3:18.0,A. Morrow makes free throw 1 of 2,,14,18
93,1,3:18.0,A. Morrow makes free throw 2 of 2,,15,18
94,1,3:04.0,,D. Lee makes 2-pt layup from 2 ft (assist by M. Ginóbili),15,20
95,1,2:57.0,Turnover by R. Westbrook (bad pass; steal by D. Dedmon),,15,20
96,1,2:52.0,,Turnover by P. Mills (bad pass; steal by R. Westbrook),15,20
97,1,2:49.0,Shooting foul by D. Dedmon (drawn by A. Morrow),,15,20
98,1,2:49.0,Oklahoma City full timeout,,15,20
99,1,2:49.0,A. Morrow makes free throw 1 of 2,,16,20
100,1,2:49.0,,J. Anthony enters the game for D. Dedmon,15,20
101,1,2:49.0,D. Sabonis enters the game for S. Adams,,15,20
102,1,2:49.0,C. Payne enters the game for R. Westbrook,,15,20
103,1,2:49.0,A. Morrow makes free throw 2 of 2,,17,20
104,1,2:34.0,,K. Leonard makes 2-pt hook shot from 6 ft,17,22
105,1,2:19.0,Turnover by A. Roberson (kicked ball),,17,22
106,1,2:19.0,,D. Bertāns enters the game for J. Anthony,17,22
107,1,2:03.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Leonard),17,25
108,1,1:43.0,A. Morrow misses 2-pt jump shot from 5 ft,,17,25
109,1,1:42.0,,Defensive rebound by K. Leonard,17,25
110,1,1:34.0,,Turnover by K. Leonard (lost ball; steal by A. Morrow),17,25
111,1,1:30.0,Turnover by D. Sabonis (lost ball; steal by P. Mills),,17,25
112,1,1:28.0,,K. Leonard makes 2-pt dunk at rim (assist by M. Ginóbili),17,27
113,1,1:28.0,Oklahoma City full timeout,,17,27
114,1,1:28.0,,D. Green enters the game for K. Leonard,17,27
115,1,1:11.0,Turnover by D. Sabonis (bad pass; steal by D. Bertāns),,17,27
116,1,1:08.0,,D. Green misses 3-pt jump shot from 24 ft,17,27
117,1,1:07.0,,Offensive rebound by D. Lee,17,27
118,1,1:07.0,,D. Lee misses 2-pt layup from 2 ft,17,27
119,1,1:07.0,Defensive rebound by D. Sabonis,,17,27
120,1,0:50.0,J. Lauvergne misses 2-pt jump shot from 4 ft (block by D. Lee),,17,27
121,1,0:48.0,,Defensive rebound by D. Bertāns,17,27
122,1,0:39.0,,Def 3 sec tech foul by A. Morrow,17,27
123,1,0:39.0,,P. Mills makes technical free throw,17,28
124,1,0:39.0,V. Oladipo enters the game for A. Roberson,,17,28
125,1,0:35.0,,M. Ginóbili makes 3-pt jump shot from 27 ft (assist by D. Bertāns),17,31
126,1,0:35.0,,Shooting foul by J. Lauvergne (drawn by M. Ginóbili),17,31
127,1,0:35.0,,M. Ginóbili misses free throw 1 of 1,17,31
128,1,0:35.0,Defensive rebound by J. Lauvergne,,17,31
129,1,0:22.0,A. Morrow misses 2-pt jump shot from 13 ft,,17,31
130,1,0:19.0,Offensive rebound by Team,,17,31
131,1,0:05.0,Turnover by D. Sabonis (lost ball),,17,31
