,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
0,1,11:42.0,,Personal foul by J. Randle (drawn by M. Gasol),0,0
1,1,11:29.0,,M. Gasol misses 2-pt jump shot from 16 ft,0,0
2,1,11:25.0,,Offensive rebound by J. Green,0,0
3,1,11:25.0,,J. Green misses 2-pt layup from 1 ft (block by B. Ingram),0,0
4,1,11:23.0,Defensive rebound by L. Deng,,0,0
5,1,11:07.0,J. Calderón misses 3-pt jump shot from 24 ft,,0,0
6,1,11:06.0,,Defensive rebound by T. Allen,0,0
7,1,10:59.0,,T. Allen misses 2-pt jump shot from 17 ft,0,0
8,1,10:59.0,Defensive rebound by J. Calderón,,0,0
9,1,10:54.0,Personal foul by T. Allen (drawn by L. Deng),,0,0
10,1,10:43.0,J. Randle makes 2-pt jump shot from 17 ft,,2,0
11,1,10:27.0,,T. Williams misses 3-pt jump shot from 25 ft,2,0
12,1,10:26.0,Defensive rebound by J. Calderón,,2,0
13,1,10:18.0,J. Randle makes 2-pt jump shot from 19 ft,,4,0
14,1,9:59.0,,T. Allen misses 3-pt jump shot from 26 ft,4,0
15,1,9:58.0,Defensive rebound by J. Randle,,4,0
16,1,9:52.0,J. Randle misses 2-pt layup from 1 ft (block by J. Green),,4,0
17,1,9:52.0,Offensive rebound by Team,,4,0
18,1,9:44.0,L. Deng makes 2-pt jump shot from 6 ft (assist by J. Calderón),,6,0
19,1,9:41.0,,Personal foul by J. Calderón (drawn by T. Williams),6,0
20,1,9:31.0,,A. Harrison makes 2-pt layup from 1 ft,6,2
21,1,9:10.0,Shooting foul by T. Allen (drawn by B. Ingram),,6,2
22,1,9:10.0,B. Ingram makes free throw 1 of 2,,7,2
23,1,9:10.0,,T. Daniels enters the game for T. Allen,7,2
24,1,9:10.0,B. Ingram makes free throw 2 of 2,,8,2
25,1,8:49.0,,T. Daniels makes 2-pt jump shot from 19 ft (assist by M. Gasol),8,4
26,1,8:36.0,J. Calderón misses 2-pt jump shot from 17 ft,,8,4
27,1,8:34.0,,Defensive rebound by A. Harrison,8,4
28,1,8:20.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Gasol),8,7
29,1,7:56.0,Shooting foul by T. Daniels (drawn by B. Ingram),,8,7
30,1,7:56.0,B. Ingram makes free throw 1 of 2,,9,7
31,1,7:56.0,B. Ingram makes free throw 2 of 2,,10,7
32,1,7:41.0,,T. Daniels misses 2-pt jump shot from 22 ft,10,7
33,1,7:41.0,Defensive rebound by J. Randle,,10,7
34,1,7:29.0,Turnover by B. Ingram (bad pass; steal by A. Harrison),,10,7
35,1,7:24.0,,J. Green makes 2-pt layup at rim (assist by A. Harrison),10,9
36,1,7:06.0,J. Randle misses 3-pt jump shot from 25 ft,,10,9
37,1,7:06.0,,Defensive rebound by A. Harrison,10,9
38,1,6:54.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),10,11
39,1,6:53.0,LA Lakers full timeout,,10,11
40,1,6:35.0,L. Deng makes 3-pt jump shot from 26 ft (assist by T. Mozgov),,13,11
41,1,6:17.0,,T. Daniels misses 3-pt jump shot from 24 ft,13,11
42,1,6:17.0,Defensive rebound by J. Calderón,,13,11
43,1,6:07.0,,D. Davis enters the game for M. Gasol,13,11
44,1,6:01.0,L. Deng misses 2-pt jump shot from 19 ft,,13,11
45,1,6:00.0,Offensive rebound by B. Ingram,,13,11
46,1,5:52.0,B. Ingram makes 2-pt jump shot from 22 ft (assist by J. Randle),,15,11
47,1,5:35.0,,J. Green misses 3-pt jump shot from 25 ft,15,11
48,1,5:35.0,,Offensive rebound by D. Davis,15,11
49,1,5:23.0,,T. Williams makes 2-pt jump shot from 9 ft,15,13
50,1,5:07.0,Shooting foul by J. Green (drawn by T. Mozgov),,15,13
51,1,5:07.0,T. Mozgov misses free throw 1 of 2,,15,13
52,1,5:07.0,Offensive rebound by Team,,15,13
53,1,5:07.0,J. Clarkson enters the game for L. Deng,,15,13
54,1,5:07.0,T. Mozgov makes free throw 2 of 2,,16,13
55,1,4:56.0,T. Black enters the game for T. Mozgov,,16,13
56,1,4:52.0,,T. Daniels misses 2-pt jump shot from 21 ft,16,13
57,1,4:52.0,Defensive rebound by J. Calderón,,16,13
58,1,4:33.0,T. Black misses 2-pt hook shot from 7 ft,,16,13
59,1,4:33.0,Offensive rebound by Team,,16,13
60,1,4:31.0,Turnover by J. Calderón (bad pass; steal by T. Williams),,16,13
61,1,4:26.0,,J. Green misses 2-pt layup from 1 ft (block by B. Ingram),16,13
62,1,4:23.0,,Offensive rebound by T. Williams,16,13
63,1,4:23.0,,T. Williams misses 2-pt layup from 1 ft,16,13
64,1,4:20.0,,Offensive rebound by T. Daniels,16,13
65,1,4:14.0,,A. Harrison misses 2-pt layup from 1 ft (block by B. Ingram),16,13
66,1,4:12.0,,Offensive rebound by J. Green,16,13
67,1,4:05.0,,T. Daniels misses 3-pt jump shot from 28 ft,16,13
68,1,4:05.0,,Offensive rebound by A. Harrison,16,13
69,1,4:00.0,,T. Daniels misses 3-pt jump shot from 28 ft,16,13
70,1,4:00.0,Defensive rebound by J. Calderón,,16,13
71,1,3:56.0,LA Lakers full timeout,,16,13
72,1,3:56.0,,T. Allen enters the game for T. Williams,16,13
73,1,3:56.0,L. Williams enters the game for J. Calderón,,16,13
74,1,3:38.0,L. Williams makes 2-pt jump shot from 18 ft,,18,13
75,1,3:20.0,,D. Davis misses 2-pt jump shot from 12 ft,18,13
76,1,3:18.0,Defensive rebound by T. Black,,18,13
77,1,3:13.0,Shooting foul by A. Harrison (drawn by L. Williams),,18,13
78,1,3:13.0,L. Williams makes free throw 1 of 2,,19,13
79,1,3:13.0,,W. Baldwin enters the game for A. Harrison,19,13
80,1,3:13.0,,M. Gasol enters the game for D. Davis,19,13
81,1,3:13.0,,J. Martin enters the game for J. Green,19,13
82,1,3:13.0,L. Williams makes free throw 2 of 2,,20,13
83,1,2:54.0,,M. Gasol makes 2-pt jump shot from 12 ft,20,15
84,1,2:45.0,Turnover by J. Randle (traveling),,20,15
85,1,2:45.0,,Memphis full timeout,20,15
86,1,2:32.0,,T. Daniels makes 2-pt jump shot from 23 ft (assist by M. Gasol),20,17
87,1,2:17.0,J. Clarkson misses 2-pt jump shot from 10 ft,,20,17
88,1,2:15.0,,Defensive rebound by W. Baldwin,20,17
89,1,2:10.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by W. Baldwin),20,20
90,1,1:53.0,J. Clarkson misses 2-pt jump shot from 20 ft,,20,20
91,1,1:51.0,,Defensive rebound by J. Martin,20,20
92,1,1:29.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by W. Baldwin),20,23
93,1,1:26.0,LA Lakers full timeout,,20,23
94,1,1:14.0,L. Williams misses 3-pt jump shot from 25 ft,,20,23
95,1,1:13.0,Offensive rebound by J. Randle,,20,23
96,1,1:09.0,J. Randle makes 2-pt layup from 2 ft,,22,23
97,1,0:49.0,,Personal foul by J. Randle (drawn by M. Gasol),22,23
98,1,0:49.0,T. Robinson enters the game for J. Randle,,22,23
99,1,0:49.0,Violation by Team (jump ball),,22,23
100,1,0:42.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by W. Baldwin),22,25
101,1,0:27.0,Shooting foul by T. Allen (drawn by L. Williams),,22,25
102,1,0:27.0,L. Williams makes free throw 1 of 3,,23,25
103,1,0:27.0,L. Williams makes free throw 2 of 3,,24,25
104,1,0:27.0,,A. Harrison enters the game for T. Allen,24,25
105,1,0:27.0,L. Williams makes free throw 3 of 3,,25,25
106,1,0:03.0,,A. Harrison misses 3-pt jump shot from 25 ft,25,25
107,1,0:03.0,,Offensive rebound by Team,25,25
108,1,0:03.0,,Turnover by Team (bad pass),25,25
109,1,0:02.0,Turnover by T. Black (bad pass; steal by W. Baldwin),,25,25
110,1,0:00.0,,A. Harrison misses 3-pt jump shot from 70 ft,25,25
111,1,0:00.0,,Offensive rebound by Team,25,25
112,2,11:45.0,J. Clarkson misses 2-pt jump shot from 5 ft (block by W. Baldwin),,25,25
113,2,11:45.0,,Defensive rebound by Team,25,25
114,2,11:32.0,,Personal foul by J. Clarkson (drawn by A. Harrison),25,25
115,2,11:25.0,,W. Baldwin misses 2-pt jump shot from 16 ft,25,25
116,2,11:23.0,Defensive rebound by T. Robinson,,25,25
117,2,11:14.0,Shooting foul by W. Baldwin (drawn by L. Williams),,25,25
118,2,11:14.0,L. Williams makes free throw 1 of 3,,26,25
119,2,11:14.0,L. Williams makes free throw 2 of 3,,27,25
120,2,11:14.0,L. Williams makes free throw 3 of 3,,28,25
121,2,11:01.0,,J. Martin makes 3-pt jump shot from 24 ft (assist by T. Williams),28,28
