,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
63,1,3:54.0,N. Stauskas misses 3-pt jump shot from 26 ft,,20,19
64,1,3:53.0,,Defensive rebound by A. Gordon,20,19
65,1,3:44.0,,E. Fournier misses 3-pt jump shot from 24 ft,20,19
66,1,3:43.0,Defensive rebound by J. Anderson,,20,19
67,1,3:37.0,N. Stauskas misses 3-pt jump shot from 24 ft,,20,19
68,1,3:36.0,,Defensive rebound by M. Hezonja,20,19
69,1,3:29.0,,Turnover by M. Hezonja (bad pass; steal by J. Anderson),20,19
70,1,3:22.0,T. McConnell misses 2-pt jump shot from 7 ft,,20,19
71,1,3:20.0,Offensive rebound by R. Holmes,,20,19
72,1,3:20.0,R. Holmes makes 2-pt layup from 2 ft,,22,19
73,1,3:05.0,,D. Augustin misses 2-pt jump shot from 17 ft,22,19
74,1,3:03.0,Defensive rebound by T. McConnell,,22,19
75,1,2:53.0,T. McConnell misses 3-pt jump shot from 27 ft,,22,19
76,1,2:52.0,,Defensive rebound by A. Gordon,22,19
77,1,2:45.0,,A. Gordon makes 2-pt jump shot from 18 ft,22,21
78,1,2:44.0,Philadelphia full timeout,,22,21
79,1,2:44.0,S. Rodríguez enters the game for R. Covington,,22,21
80,1,2:44.0,S. Long enters the game for R. Holmes,,22,21
81,1,2:44.0,D. Šarić enters the game for T. McConnell,,22,21
82,1,2:31.0,Turnover by N. Stauskas (bad pass; steal by D. Augustin),,22,21
83,1,2:17.0,,D. Augustin misses 2-pt layup from 2 ft,22,21
84,1,2:15.0,,Offensive rebound by N. Vučević,22,21
85,1,2:15.0,,N. Vučević makes 2-pt layup from 1 ft,22,23
86,1,2:06.0,,Violation by A. Gordon (def goaltending),22,23
87,1,2:06.0,D. Šarić makes 2-pt layup from 2 ft,,24,23
88,1,1:54.0,,A. Gordon makes 2-pt jump shot from 10 ft,24,25
89,1,1:40.0,N. Stauskas makes 2-pt jump shot from 18 ft,,26,25
90,1,1:24.0,,E. Fournier misses 3-pt jump shot from 23 ft,26,25
91,1,1:23.0,Defensive rebound by D. Šarić,,26,25
92,1,1:10.0,Turnover by J. Anderson (lost ball; steal by M. Hezonja),,26,25
93,1,1:10.0,,Personal take foul by D. Šarić (drawn by M. Hezonja),26,25
94,1,1:10.0,,J. Green enters the game for N. Vučević,26,25
95,1,1:10.0,,B. Biyombo enters the game for E. Fournier,26,25
96,1,1:03.0,,J. Meeks enters the game for A. Gordon,26,25
97,1,0:56.0,,J. Meeks misses 2-pt jump shot from 17 ft,26,25
98,1,0:55.0,,Offensive rebound by B. Biyombo,26,25
99,1,0:44.0,,Turnover by J. Meeks (bad pass; steal by S. Long),26,25
100,1,0:21.0,J. Anderson misses 3-pt jump shot from 27 ft,,26,25
101,1,0:20.0,,Defensive rebound by B. Biyombo,26,25
102,1,0:00.0,,Turnover by D. Augustin (lost ball; steal by S. Long),26,25
103,2,11:40.0,S. Rodríguez misses 2-pt jump shot from 7 ft,,26,25
104,2,11:40.0,Offensive rebound by Team,,26,25
105,2,11:40.0,,Loose ball foul by B. Biyombo (drawn by S. Long),26,25
106,2,11:31.0,D. Šarić makes 2-pt jump shot from 10 ft (assist by S. Rodríguez),,28,25
107,2,11:15.0,,B. Biyombo misses 2-pt layup from 2 ft (block by S. Long),28,25
108,2,11:15.0,,Offensive rebound by Team,28,25
109,2,11:09.0,,J. Green makes 2-pt layup from 2 ft,28,27
110,2,10:54.0,Shooting foul by J. Meeks (drawn by S. Long),,28,27
111,2,10:54.0,S. Long makes free throw 1 of 2,,29,27
112,2,10:54.0,S. Long makes free throw 2 of 2,,30,27
113,2,10:37.0,,J. Green misses 2-pt hook shot from 7 ft,30,27
114,2,10:37.0,,Offensive rebound by Team,30,27
115,2,10:31.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by D. Augustin),30,29
116,2,10:16.0,D. Šarić makes 2-pt jump shot from 8 ft (assist by T. Luwawu-Cabarrot),,32,29
117,2,10:04.0,,Turnover by D. Augustin (bad pass; steal by N. Stauskas),32,29
118,2,9:59.0,R. Covington enters the game for N. Stauskas,,32,29
119,2,9:51.0,S. Rodríguez misses 2-pt jump shot from 19 ft,,32,29
120,2,9:50.0,,Defensive rebound by B. Biyombo,32,29
121,2,9:40.0,,M. Hezonja misses 3-pt jump shot from 26 ft,32,29
122,2,9:38.0,Defensive rebound by D. Šarić,,32,29
123,2,9:26.0,Def 3 sec tech foul by B. Biyombo,,32,29
124,2,9:26.0,Philadelphia full timeout,,32,29
125,2,9:26.0,R. Covington makes technical free throw,,33,29
126,2,9:26.0,Offensive foul by S. Long (drawn by J. Meeks),,33,29
127,2,9:26.0,Turnover by S. Long (offensive foul),,33,29
128,2,9:17.0,,Personal foul by R. Covington (drawn by J. Green),33,29
129,2,9:14.0,,J. Green misses 2-pt layup from 2 ft (block by R. Covington),33,29
130,2,9:14.0,Defensive rebound by Team,,33,29
131,2,9:03.0,R. Covington misses 2-pt jump shot from 7 ft,,33,29
132,2,9:02.0,,Defensive rebound by B. Biyombo,33,29
133,2,8:53.0,,D. Augustin misses 2-pt jump shot from 19 ft,33,29
134,2,8:52.0,Defensive rebound by T. Luwawu-Cabarrot,,33,29
135,2,8:37.0,S. Rodríguez misses 3-pt jump shot from 26 ft,,33,29
136,2,8:36.0,,Defensive rebound by Team,33,29
137,2,8:36.0,Loose ball foul by S. Long (drawn by B. Biyombo),,33,29
138,2,8:24.0,,B. Biyombo misses 2-pt layup from 2 ft (block by S. Long),33,29
139,2,8:22.0,Defensive rebound by S. Long,,33,29
140,2,8:15.0,D. Šarić makes 3-pt jump shot from 28 ft (assist by S. Rodríguez),,36,29
141,2,8:14.0,,Orlando full timeout,36,29
142,2,8:14.0,R. Holmes enters the game for S. Long,,36,29
143,2,7:58.0,,J. Meeks makes 2-pt jump shot from 22 ft (assist by J. Green),36,31
144,2,7:44.0,S. Rodríguez misses 2-pt layup from 2 ft,,36,31
145,2,7:42.0,Offensive rebound by S. Rodríguez,,36,31
146,2,7:42.0,S. Rodríguez misses 2-pt layup from 1 ft,,36,31
147,2,7:41.0,Offensive rebound by R. Holmes,,36,31
148,2,7:41.0,R. Holmes misses 2-pt layup from 1 ft,,36,31
149,2,7:39.0,,Defensive rebound by B. Biyombo,36,31
150,2,7:35.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Meeks),36,31
151,2,7:35.0,,J. Meeks misses free throw 1 of 3,36,31
152,2,7:35.0,,Offensive rebound by Team,36,31
153,2,7:35.0,,J. Meeks makes free throw 2 of 3,36,32
154,2,7:35.0,N. Stauskas enters the game for D. Šarić,,36,32
155,2,7:35.0,,J. Meeks makes free throw 3 of 3,36,33
156,2,7:22.0,R. Holmes makes 2-pt hook shot at rim,,38,33
157,2,7:04.0,,J. Meeks misses 2-pt jump shot from 12 ft,38,33
158,2,7:03.0,Defensive rebound by T. Luwawu-Cabarrot,,38,33
159,2,6:54.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,38,33
160,2,6:53.0,,Defensive rebound by D. Augustin,38,33
161,2,6:45.0,,J. Meeks misses 2-pt jump shot from 3 ft,38,33
162,2,6:44.0,Defensive rebound by Team,,38,33
163,2,6:44.0,,Loose ball foul by B. Biyombo (drawn by R. Holmes),38,33
164,2,6:44.0,,T. Ross enters the game for J. Meeks,38,33
165,2,6:20.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 13 ft,,38,33
166,2,6:19.0,Offensive rebound by R. Holmes,,38,33
167,2,6:17.0,R. Covington makes 2-pt layup from 3 ft (assist by R. Holmes),,40,33
168,2,5:55.0,,T. Ross misses 2-pt jump shot from 17 ft,40,33
169,2,5:54.0,Defensive rebound by R. Covington,,40,33
170,2,5:45.0,Shooting foul by M. Hezonja (drawn by N. Stauskas),,40,33
171,2,5:45.0,N. Stauskas makes free throw 1 of 2,,41,33
172,2,5:45.0,,E. Fournier enters the game for M. Hezonja,41,33
173,2,5:45.0,,A. Gordon enters the game for J. Green,41,33
174,2,5:45.0,,N. Vučević enters the game for B. Biyombo,41,33
175,2,5:45.0,N. Stauskas makes free throw 2 of 2,,42,33
176,2,5:33.0,,Turnover by T. Ross (bad pass; steal by R. Holmes),42,33
177,2,5:28.0,R. Holmes makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),,44,33
178,2,5:17.0,,Personal foul by T. Luwawu-Cabarrot (drawn by T. Ross),44,33
179,2,5:17.0,D. Šarić enters the game for T. Luwawu-Cabarrot,,44,33
180,2,5:08.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),44,35
181,2,4:56.0,R. Covington makes 2-pt layup from 2 ft (assist by R. Holmes),,46,35
182,2,4:39.0,,D. Augustin misses 2-pt jump shot from 9 ft,46,35
183,2,4:38.0,,Offensive rebound by E. Fournier,46,35
184,2,4:29.0,,T. Ross misses 3-pt jump shot from 27 ft,46,35
185,2,4:28.0,Defensive rebound by S. Rodríguez,,46,35
186,2,4:22.0,Turnover by N. Stauskas (bad pass; steal by E. Fournier),,46,35
187,2,4:12.0,,T. Ross misses 2-pt jump shot from 19 ft,46,35
188,2,4:10.0,,Offensive rebound by D. Augustin,46,35
189,2,4:00.0,,Violation by Team (jump ball),46,35
190,2,4:00.0,T. McConnell enters the game for S. Rodríguez,,46,35
191,2,4:00.0,,C. Watson enters the game for D. Augustin,46,35
192,2,3:49.0,,N. Vučević misses 2-pt jump shot from 15 ft,46,35
193,2,3:48.0,Defensive rebound by D. Šarić,,46,35
194,2,3:42.0,N. Stauskas misses 3-pt jump shot from 26 ft,,46,35
195,2,3:40.0,,Defensive rebound by C. Watson,46,35
196,2,3:23.0,,A. Gordon misses 2-pt jump shot from 16 ft,46,35
197,2,3:22.0,Defensive rebound by R. Holmes,,46,35
198,2,3:09.0,T. McConnell misses 2-pt layup from 2 ft,,46,35
199,2,3:07.0,Offensive rebound by R. Covington,,46,35
200,2,3:07.0,R. Covington makes 2-pt layup from 3 ft,,48,35
201,2,3:07.0,,Orlando full timeout,48,35
202,2,3:07.0,J. Anderson enters the game for R. Covington,,48,35
203,2,2:57.0,,T. Ross misses 2-pt jump shot from 10 ft,48,35
204,2,2:55.0,Defensive rebound by R. Holmes,,48,35
205,2,2:46.0,Turnover by D. Šarić (bad pass; steal by N. Vučević),,48,35
206,2,2:40.0,,C. Watson misses 3-pt jump shot from 26 ft,48,35
207,2,2:38.0,Defensive rebound by D. Šarić,,48,35
208,2,2:33.0,Shooting foul by A. Gordon (drawn by D. Šarić),,48,35
209,2,2:33.0,Official timeout,,48,35
210,2,2:33.0,D. Šarić makes free throw 1 of 2,,49,35
211,2,2:33.0,D. Šarić makes free throw 2 of 2,,50,35
212,2,2:22.0,,Shooting foul by J. Anderson (drawn by E. Fournier),50,35
213,2,2:22.0,,E. Fournier makes free throw 1 of 2,50,36
214,2,2:22.0,,E. Fournier misses free throw 2 of 2,50,36
215,2,2:20.0,Defensive rebound by D. Šarić,,50,36
216,2,2:05.0,Turnover by T. McConnell (bad pass; steal by T. Ross),,50,36
217,2,1:58.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by T. Ross),50,38
218,2,1:55.0,Philadelphia full timeout,,50,38
219,2,1:45.0,R. Holmes makes 2-pt dunk at rim (assist by N. Stauskas),,52,38
220,2,1:28.0,,Shooting foul by D. Šarić (drawn by A. Gordon),52,38
221,2,1:28.0,,A. Gordon makes free throw 1 of 2,52,39
222,2,1:28.0,R. Covington enters the game for D. Šarić,,52,39
223,2,1:28.0,,A. Gordon makes free throw 2 of 2,52,40
224,2,1:16.0,N. Stauskas makes 2-pt jump shot from 9 ft (assist by T. McConnell),,54,40
225,2,0:58.0,,Shooting foul by J. Anderson (drawn by A. Gordon),54,40
226,2,0:58.0,,A. Gordon misses free throw 1 of 2,54,40
227,2,0:58.0,,Offensive rebound by Team,54,40
228,2,0:58.0,,A. Gordon misses free throw 2 of 2,54,40
229,2,0:57.0,Defensive rebound by J. Anderson,,54,40
230,2,0:43.0,R. Holmes makes 2-pt dunk at rim (assist by N. Stauskas),,56,40
231,2,0:33.0,,Turnover by T. Ross (lost ball; steal by T. McConnell),56,40
232,2,0:21.0,R. Holmes misses 3-pt jump shot from 25 ft,,56,40
233,2,0:20.0,,Defensive rebound by C. Watson,56,40
234,2,0:01.0,,Shooting foul by R. Holmes (drawn by E. Fournier),56,40
235,2,0:01.0,,E. Fournier makes free throw 1 of 2,56,41
236,2,0:01.0,,E. Fournier misses free throw 2 of 2,56,41
237,2,0:00.0,,Offensive rebound by Team,56,41
238,3,11:47.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,,56,41
239,3,11:45.0,,Defensive rebound by T. Ross,56,41
240,3,11:39.0,,Turnover by E. Payton (bad pass; steal by T. McConnell),56,41
241,3,11:27.0,Shooting foul by A. Gordon (drawn by D. Šarić),,56,41
242,3,11:27.0,D. Šarić makes free throw 1 of 2,,57,41
243,3,11:27.0,D. Šarić makes free throw 2 of 2,,58,41
244,3,11:17.0,,E. Payton makes 2-pt layup from 2 ft,58,43
245,3,11:02.0,T. McConnell makes 2-pt jump shot from 4 ft,,60,43
246,3,10:53.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),60,46
247,3,10:37.0,D. Šarić misses 2-pt jump shot from 19 ft (block by A. Gordon),,60,46
248,3,10:35.0,,Defensive rebound by A. Gordon,60,46
249,3,10:24.0,,A. Gordon makes 2-pt layup from 1 ft,60,48
250,3,10:12.0,T. McConnell makes 2-pt layup from 2 ft (assist by R. Holmes),,62,48
251,3,10:04.0,,Turnover by E. Payton (bad pass; steal by D. Šarić),62,48
252,3,10:01.0,Shooting foul by E. Fournier (drawn by T. Luwawu-Cabarrot),,62,48
253,3,10:01.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,63,48
254,3,10:01.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,64,48
255,3,9:39.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),64,50
256,3,9:26.0,Personal foul by A. Gordon (drawn by T. Luwawu-Cabarrot),,64,50
257,3,9:19.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,66,50
258,3,9:19.0,,Orlando full timeout,66,50
259,3,9:09.0,,Turnover by E. Fournier (lost ball),66,50
260,3,8:51.0,D. Šarić misses 2-pt jump shot from 3 ft,,66,50
261,3,8:49.0,,Defensive rebound by T. Ross,66,50
262,3,8:41.0,,T. Ross misses 3-pt jump shot from 24 ft,66,50
263,3,8:38.0,,Offensive rebound by E. Payton,66,50
264,3,8:36.0,,Turnover by T. Ross (bad pass; steal by R. Covington),66,50
265,3,8:31.0,D. Šarić misses 3-pt jump shot from 27 ft,,66,50
266,3,8:28.0,,Defensive rebound by N. Vučević,66,50
267,3,8:20.0,,N. Vučević misses 2-pt layup from 2 ft (block by R. Holmes),66,50
268,3,8:17.0,,Offensive rebound by N. Vučević,66,50
269,3,8:17.0,,N. Vučević misses 2-pt layup from 2 ft,66,50
270,3,8:15.0,Defensive rebound by T. Luwawu-Cabarrot,,66,50
271,3,8:07.0,T. McConnell misses 2-pt jump shot from 8 ft,,66,50
272,3,8:06.0,,Defensive rebound by T. Ross,66,50
273,3,8:03.0,,Personal foul by T. Luwawu-Cabarrot (drawn by E. Payton),66,50
274,3,8:03.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,66,50
275,3,7:51.0,,N. Vučević misses 2-pt hook shot from 5 ft,66,50
276,3,7:50.0,Defensive rebound by R. Covington,,66,50
277,3,7:39.0,N. Stauskas misses 2-pt jump shot from 14 ft,,66,50
278,3,7:38.0,,Defensive rebound by N. Vučević,66,50
279,3,7:31.0,,Shooting foul by R. Holmes (drawn by N. Vučević),66,50
280,3,7:31.0,,N. Vučević makes free throw 1 of 2,66,51
281,3,7:31.0,S. Long enters the game for R. Holmes,,66,51
282,3,7:31.0,,N. Vučević makes free throw 2 of 2,66,52
283,3,7:18.0,D. Šarić misses 3-pt jump shot from 27 ft,,66,52
284,3,7:18.0,Offensive rebound by Team,,66,52
285,3,7:18.0,Personal foul by N. Vučević (drawn by S. Long),,66,52
286,3,7:01.0,N. Stauskas misses 2-pt jump shot from 10 ft,,66,52
287,3,7:00.0,Offensive rebound by S. Long,,66,52
288,3,6:59.0,S. Long makes 2-pt layup from 2 ft,,68,52
289,3,6:49.0,,Shooting foul by D. Šarić (drawn by A. Gordon),68,52
290,3,6:49.0,,A. Gordon makes free throw 1 of 2,68,53
291,3,6:49.0,J. Anderson enters the game for D. Šarić,,68,53
292,3,6:49.0,,A. Gordon makes free throw 2 of 2,68,54
293,3,6:35.0,N. Stauskas makes 2-pt jump shot from 5 ft (assist by S. Long),,70,54
294,3,6:26.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by A. Gordon),70,57
295,3,6:07.0,Shooting foul by N. Vučević (drawn by T. McConnell),,70,57
296,3,6:07.0,T. McConnell makes free throw 1 of 2,,71,57
297,3,6:07.0,T. McConnell makes free throw 2 of 2,,72,57
298,3,5:57.0,,E. Fournier makes 2-pt layup from 3 ft,72,59
299,3,5:57.0,,Shooting foul by S. Long (drawn by E. Fournier),72,59
300,3,5:57.0,,E. Fournier misses free throw 1 of 1,72,59
301,3,5:57.0,,Offensive rebound by N. Vučević,72,59
302,3,5:57.0,,N. Vučević misses 2-pt layup from 2 ft,72,59
303,3,5:56.0,,Offensive rebound by Team,72,59
304,3,5:56.0,,Shooting foul by S. Long (drawn by E. Fournier),72,59
305,3,5:56.0,,N. Vučević makes free throw 1 of 2,72,60
306,3,5:56.0,R. Holmes enters the game for S. Long,,72,60
307,3,5:56.0,,N. Vučević makes free throw 2 of 2,72,61
308,3,5:44.0,Turnover by N. Stauskas (bad pass),,72,61
309,3,5:33.0,,N. Vučević misses 3-pt jump shot from 25 ft,72,61
310,3,5:32.0,Defensive rebound by R. Covington,,72,61
311,3,5:27.0,Turnover by T. McConnell (lost ball; steal by E. Payton),,72,61
312,3,5:26.0,,Personal foul by J. Anderson (drawn by E. Fournier),72,61
313,3,5:26.0,,E. Fournier misses free throw 1 of 2,72,61
314,3,5:26.0,,Offensive rebound by Team,72,61
315,3,5:26.0,,E. Fournier makes free throw 2 of 2,72,62
316,3,5:15.0,Shooting foul by T. Ross (drawn by N. Stauskas),,72,62
317,3,5:15.0,N. Stauskas misses free throw 1 of 2,,72,62
318,3,5:15.0,Offensive rebound by Team,,72,62
319,3,5:15.0,N. Stauskas makes free throw 2 of 2,,73,62
320,3,5:06.0,,N. Vučević makes 2-pt hook shot from 6 ft,73,64
321,3,4:49.0,Turnover by R. Covington (lost ball; steal by E. Payton),,73,64
322,3,4:43.0,,A. Gordon misses 2-pt layup from 2 ft,73,64
323,3,4:41.0,,Offensive rebound by N. Vučević,73,64
324,3,4:41.0,,N. Vučević misses 2-pt layup from 2 ft,73,64
325,3,4:39.0,Defensive rebound by R. Holmes,,73,64
326,3,4:20.0,R. Covington makes 3-pt jump shot from 27 ft (assist by T. McConnell),,76,64
327,3,4:09.0,,Turnover by A. Gordon (lost ball; steal by N. Stauskas),76,64
328,3,4:01.0,R. Covington misses 2-pt layup from 2 ft,,76,64
329,3,3:59.0,,Defensive rebound by N. Vučević,76,64
330,3,3:56.0,,T. Ross makes 3-pt jump shot from 28 ft (assist by A. Gordon),76,67
331,3,3:36.0,Shooting foul by A. Gordon (drawn by R. Covington),,76,67
332,3,3:36.0,R. Covington makes free throw 1 of 2,,77,67
333,3,3:36.0,,J. Green enters the game for A. Gordon,77,67
334,3,3:36.0,,M. Hezonja enters the game for E. Fournier,77,67
335,3,3:36.0,R. Covington makes free throw 2 of 2,,78,67
336,3,3:25.0,,N. Vučević misses 2-pt jump shot from 18 ft,78,67
337,3,3:24.0,Defensive rebound by R. Covington,,78,67
338,3,3:12.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. McConnell),,81,67
339,3,2:56.0,,E. Payton misses 2-pt layup from 1 ft,81,67
340,3,2:54.0,Defensive rebound by R. Covington,,81,67
341,3,2:41.0,Personal foul by M. Hezonja (drawn by N. Stauskas),,81,67
342,3,2:41.0,Philadelphia full timeout,,81,67
343,3,2:41.0,N. Stauskas makes free throw 1 of 2,,82,67
344,3,2:41.0,D. Šarić enters the game for R. Covington,,81,67
345,3,2:41.0,S. Rodríguez enters the game for T. McConnell,,81,67
346,3,2:41.0,N. Stauskas makes free throw 2 of 2,,83,67
347,3,2:30.0,,T. Ross misses 3-pt jump shot from 26 ft,83,67
348,3,2:29.0,Defensive rebound by J. Anderson,,83,67
349,3,2:08.0,N. Stauskas misses 3-pt jump shot from 31 ft,,83,67
350,3,2:07.0,,Defensive rebound by E. Payton,83,67
351,3,1:54.0,,T. Ross misses 3-pt jump shot from 28 ft,83,67
352,3,1:53.0,Defensive rebound by R. Holmes,,83,67
353,3,1:34.0,D. Šarić misses 2-pt jump shot from 21 ft,,83,67
354,3,1:33.0,,Defensive rebound by M. Hezonja,83,67
355,3,1:25.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),83,69
356,3,1:10.0,J. Anderson misses 3-pt jump shot from 30 ft,,83,69
357,3,1:09.0,,Defensive rebound by T. Ross,83,69
358,3,0:58.0,,Shooting foul by D. Šarić (drawn by T. Ross),83,69
359,3,0:58.0,,T. Ross makes free throw 1 of 3,83,70
360,3,0:58.0,,T. Ross makes free throw 2 of 3,83,71
361,3,0:58.0,S. Long enters the game for D. Šarić,,83,71
362,3,0:58.0,R. Covington enters the game for R. Holmes,,83,71
363,3,0:58.0,,B. Biyombo enters the game for N. Vučević,83,71
364,3,0:58.0,,J. Meeks enters the game for M. Hezonja,83,71
365,3,0:58.0,,T. Ross makes free throw 3 of 3,83,72
366,3,0:48.0,S. Rodríguez misses 2-pt jump shot from 18 ft,,83,72
367,3,0:47.0,,Defensive rebound by J. Meeks,83,72
368,3,0:37.0,,E. Payton makes 2-pt layup from 2 ft,83,74
369,3,0:19.0,R. Covington misses 3-pt jump shot from 25 ft,,83,74
370,3,0:18.0,,Defensive rebound by J. Meeks,83,74
371,3,0:03.0,,J. Meeks misses 3-pt jump shot from 26 ft,83,74
372,3,0:02.0,Defensive rebound by J. Anderson,,83,74
373,4,11:47.0,,J. Meeks misses 2-pt jump shot from 11 ft,83,74
374,4,11:45.0,,Offensive rebound by B. Biyombo,83,74
375,4,11:42.0,,Shooting foul by D. Šarić (drawn by J. Meeks),83,74
376,4,11:42.0,,J. Meeks makes free throw 1 of 2,83,75
377,4,11:42.0,N. Stauskas enters the game for D. Šarić,,83,75
378,4,11:42.0,,J. Meeks makes free throw 2 of 2,83,76
379,4,11:21.0,S. Rodríguez misses 2-pt jump shot from 19 ft,,83,76
380,4,11:20.0,Offensive rebound by R. Covington,,83,76
381,4,11:19.0,R. Covington misses 2-pt layup from 2 ft,,83,76
382,4,11:16.0,Offensive rebound by R. Covington,,83,76
