,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
35,1,7:03.0,,I. Thomas misses 2-pt layup from 1 ft,6,13
36,1,7:02.0,,Offensive rebound by A. Bradley,6,13
37,1,7:02.0,,A. Bradley makes 2-pt dunk at rim,6,15
38,1,7:02.0,Oklahoma City full timeout,,6,15
39,1,7:01.0,Turnover by E. Freedom (bad pass),,6,15
40,1,6:57.0,,A. Johnson makes 2-pt jump shot from 6 ft (assist by I. Thomas),6,17
41,1,6:47.0,Personal foul by A. Bradley (drawn by R. Westbrook),,6,17
42,1,6:37.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,8,17
43,1,6:19.0,,J. Crowder misses 2-pt layup from 1 ft,8,17
44,1,6:19.0,Defensive rebound by A. Roberson,,8,17
45,1,6:17.0,Turnover by A. Roberson (bad pass; steal by J. Crowder),,8,17
46,1,6:14.0,,J. Crowder misses 2-pt layup at rim,8,17
47,1,6:13.0,Defensive rebound by R. Westbrook,,8,17
48,1,6:08.0,A. Morrow misses 3-pt jump shot from 23 ft,,8,17
49,1,6:07.0,,Defensive rebound by A. Bradley,8,17
50,1,6:02.0,,Shooting foul by A. Roberson (drawn by A. Bradley),8,17
51,1,6:02.0,,A. Bradley misses free throw 1 of 2,8,17
52,1,6:02.0,,Offensive rebound by Team,8,17
53,1,6:02.0,,A. Bradley misses free throw 2 of 2,8,17
54,1,6:02.0,Defensive rebound by S. Adams,,8,17
55,1,6:02.0,S. Christon enters the game for A. Roberson,,8,17
56,1,5:53.0,Shooting foul by A. Bradley (drawn by R. Westbrook),,8,17
57,1,5:53.0,R. Westbrook makes free throw 1 of 2,,9,17
58,1,5:53.0,,M. Smart enters the game for A. Bradley,9,17
59,1,5:53.0,R. Westbrook makes free throw 2 of 2,,10,17
60,1,5:41.0,,I. Thomas makes 2-pt layup from 2 ft (assist by A. Johnson),10,19
61,1,5:29.0,Turnover by R. Westbrook (lost ball; steal by M. Smart),,10,19
62,1,5:25.0,,I. Thomas makes 2-pt layup from 1 ft (assist by M. Smart),10,21
63,1,5:05.0,R. Westbrook misses 3-pt jump shot from 26 ft,,10,21
64,1,5:03.0,Offensive rebound by S. Adams,,10,21
65,1,5:03.0,S. Adams makes 2-pt layup from 1 ft,,12,21
66,1,4:47.0,,A. Johnson misses 3-pt jump shot from 23 ft,12,21
67,1,4:47.0,,Offensive rebound by Team,12,21
68,1,4:47.0,Loose ball foul by R. Westbrook (drawn by A. Horford),,12,21
69,1,4:47.0,J. Grant enters the game for A. Morrow,,12,21
70,1,4:47.0,,K. Olynyk enters the game for A. Johnson,12,21
71,1,4:40.0,,A. Horford misses 2-pt jump shot from 22 ft,12,21
72,1,4:39.0,Defensive rebound by S. Adams,,12,21
73,1,4:32.0,R. Westbrook misses 2-pt jump shot from 21 ft,,12,21
74,1,4:31.0,Offensive rebound by E. Freedom,,12,21
75,1,4:30.0,E. Freedom misses 2-pt layup from 3 ft,,12,21
76,1,4:29.0,Offensive rebound by E. Freedom,,12,21
77,1,4:29.0,Shooting foul by K. Olynyk (drawn by E. Freedom),,12,21
78,1,4:29.0,E. Freedom misses free throw 1 of 2,,12,21
79,1,4:29.0,Offensive rebound by Team,,12,21
80,1,4:29.0,E. Freedom makes free throw 2 of 2,,13,21
81,1,4:13.0,,A. Horford misses 2-pt layup from 2 ft,13,21
82,1,4:12.0,,Offensive rebound by A. Horford,13,21
83,1,4:11.0,,Shooting foul by E. Freedom (drawn by A. Horford),13,21
84,1,4:11.0,,A. Horford makes free throw 1 of 2,13,22
85,1,4:11.0,,A. Horford makes free throw 2 of 2,13,23
86,1,4:00.0,Shooting foul by J. Crowder (drawn by E. Freedom),,13,23
87,1,4:00.0,E. Freedom makes free throw 1 of 2,,14,23
88,1,4:00.0,E. Freedom makes free throw 2 of 2,,15,23
89,1,3:51.0,,Personal foul by S. Christon (drawn by I. Thomas),15,23
90,1,3:51.0,,I. Thomas misses free throw 1 of 2,15,23
91,1,3:51.0,,Offensive rebound by Team,15,23
92,1,3:51.0,,I. Thomas makes free throw 2 of 2,15,24
93,1,3:38.0,E. Freedom makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,17,24
94,1,3:26.0,,K. Olynyk misses 3-pt jump shot from 25 ft,17,24
95,1,3:25.0,Defensive rebound by S. Christon,,17,24
96,1,3:12.0,R. Westbrook misses 2-pt jump shot from 9 ft,,17,24
97,1,3:11.0,Offensive rebound by E. Freedom,,17,24
98,1,3:05.0,E. Freedom makes 2-pt jump shot from 7 ft,,19,24
99,1,2:58.0,,Boston full timeout,19,24
100,1,2:58.0,,T. Zeller enters the game for A. Horford,19,24
101,1,2:58.0,,J. Brown enters the game for I. Thomas,19,24
102,1,2:58.0,J. Lauvergne enters the game for S. Adams,,19,24
103,1,2:58.0,A. Roberson enters the game for R. Westbrook,,19,24
104,1,2:48.0,,J. Crowder misses 3-pt jump shot from 27 ft,19,24
105,1,2:46.0,Defensive rebound by Team,,19,24
106,1,2:30.0,S. Christon makes 2-pt layup from 2 ft (assist by E. Freedom),,21,24
107,1,2:07.0,,M. Smart makes 2-pt jump shot from 4 ft,21,26
108,1,1:46.0,Shooting foul by T. Zeller (drawn by J. Lauvergne),,21,26
109,1,1:46.0,J. Lauvergne makes free throw 1 of 2,,22,26
110,1,1:46.0,,A. Bradley enters the game for J. Crowder,22,26
111,1,1:46.0,J. Lauvergne makes free throw 2 of 2,,23,26
112,1,1:32.0,,M. Smart misses 2-pt jump shot from 8 ft,23,26
113,1,1:31.0,Defensive rebound by J. Lauvergne,,23,26
114,1,1:10.0,E. Freedom makes 2-pt hook shot at rim,,25,26
115,1,0:54.0,,A. Bradley misses 3-pt jump shot from 23 ft,25,26
116,1,0:53.0,Defensive rebound by J. Lauvergne,,25,26
117,1,0:30.0,S. Christon misses 3-pt jump shot from 25 ft,,25,26
118,1,0:29.0,Offensive rebound by E. Freedom,,25,26
119,1,0:25.0,E. Freedom misses 2-pt layup from 3 ft,,25,26
120,1,0:25.0,,Defensive rebound by M. Smart,25,26
121,1,0:05.0,,M. Smart misses 2-pt jump shot from 6 ft (block by A. Roberson),25,26
122,1,0:05.0,,Offensive rebound by Team,25,26
123,1,0:02.0,,T. Zeller makes 2-pt jump shot from 7 ft (assist by J. Brown),25,28
124,1,0:00.0,S. Christon misses 3-pt jump shot from 54 ft,,25,28
125,1,0:00.0,Offensive rebound by Team,,25,28
126,2,11:37.0,,M. Smart misses 2-pt jump shot from 12 ft,25,28
127,2,11:36.0,,Offensive rebound by Team,25,28
128,2,11:36.0,,Turnover by Team (shot clock),25,28
129,2,11:14.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,25,28
130,2,11:13.0,,Defensive rebound by Team,25,28
131,2,11:13.0,Loose ball foul by E. Freedom (drawn by T. Zeller),,25,28
132,2,10:54.0,,T. Zeller misses 2-pt jump shot from 6 ft,25,28
133,2,10:54.0,Defensive rebound by J. Grant,,25,28
134,2,10:44.0,J. Grant misses 2-pt jump shot from 13 ft,,25,28
135,2,10:43.0,,Defensive rebound by J. Brown,25,28
136,2,10:29.0,,J. Brown misses 2-pt layup from 2 ft (block by A. Roberson),25,28
137,2,10:28.0,,Offensive rebound by M. Smart,25,28
138,2,10:26.0,,A. Bradley misses 3-pt jump shot from 25 ft,25,28
139,2,10:26.0,Defensive rebound by E. Freedom,,25,28
140,2,10:09.0,E. Freedom makes 2-pt jump shot from 19 ft (assist by A. Roberson),,27,28
141,2,9:50.0,,J. Jerebko makes 2-pt layup at rim (assist by M. Smart),27,30
142,2,9:30.0,Shooting foul by M. Smart (drawn by J. Lauvergne),,27,30
143,2,9:30.0,J. Lauvergne makes free throw 1 of 2,,28,30
144,2,9:30.0,J. Lauvergne misses free throw 2 of 2,,28,30
145,2,9:30.0,,Defensive rebound by J. Jerebko,28,30
146,2,9:30.0,D. Sabonis enters the game for E. Freedom,,28,30
147,2,9:30.0,,T. Rozier enters the game for M. Smart,28,30
148,2,9:16.0,,Turnover by A. Bradley (bad pass),28,30
149,2,9:16.0,Á. Abrines enters the game for J. Lauvergne,,28,30
150,2,8:59.0,A. Roberson misses 3-pt jump shot from 25 ft,,28,30
151,2,8:58.0,,Defensive rebound by T. Rozier,28,30
152,2,8:38.0,,Shooting foul by Á. Abrines (drawn by J. Brown),28,30
153,2,8:38.0,,J. Brown makes 2-pt layup from 1 ft (assist by A. Bradley),28,32
154,2,8:38.0,Official timeout,,28,32
155,2,8:38.0,R. Westbrook enters the game for A. Roberson,,28,32
156,2,8:38.0,,J. Brown makes free throw 1 of 1,28,33
157,2,8:17.0,R. Westbrook makes 2-pt layup from 1 ft,,30,33
158,2,8:05.0,,A. Bradley misses 2-pt jump shot from 21 ft,30,33
159,2,8:04.0,,Offensive rebound by J. Brown,30,33
160,2,8:03.0,,J. Brown misses 2-pt layup from 1 ft,30,33
161,2,8:02.0,,Offensive rebound by J. Brown,30,33
162,2,8:01.0,,J. Brown misses 2-pt layup from 1 ft (block by J. Grant),30,33
163,2,8:01.0,,Offensive rebound by Team,30,33
164,2,8:01.0,,Inbound foul by S. Christon,30,33
165,2,8:01.0,,A. Johnson enters the game for T. Zeller,30,33
166,2,8:01.0,,A. Bradley makes free throw 1 of 1,30,34
167,2,7:58.0,,A. Johnson misses 2-pt layup from 1 ft,30,34
168,2,7:58.0,,Offensive rebound by A. Johnson,30,34
169,2,7:55.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Johnson),30,37
170,2,7:53.0,Oklahoma City full timeout,,30,37
171,2,7:41.0,R. Westbrook makes 2-pt layup from 1 ft,,32,37
172,2,7:26.0,,A. Bradley makes 2-pt layup from 1 ft (assist by T. Rozier),32,39
173,2,7:08.0,D. Sabonis makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,34,39
174,2,6:53.0,,J. Brown makes 2-pt jump shot from 8 ft (assist by T. Rozier),34,41
175,2,6:40.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,37,41
176,2,6:23.0,,Turnover by J. Jerebko (lost ball; steal by J. Grant),37,41
177,2,6:21.0,Personal foul by J. Brown (drawn by R. Westbrook),,37,41
178,2,6:21.0,A. Roberson enters the game for S. Christon,,37,41
179,2,6:21.0,S. Adams enters the game for J. Grant,,37,41
180,2,6:21.0,,I. Thomas enters the game for J. Brown,37,41
181,2,6:21.0,,A. Horford enters the game for J. Jerebko,37,41
182,2,6:08.0,R. Westbrook misses 2-pt jump shot from 8 ft,,37,41
183,2,6:08.0,,Defensive rebound by Team,37,41
184,2,5:51.0,,T. Rozier misses 2-pt jump shot from 6 ft,37,41
185,2,5:50.0,Defensive rebound by R. Westbrook,,37,41
186,2,5:41.0,D. Sabonis makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,40,41
187,2,5:27.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),40,44
188,2,5:00.0,A. Roberson misses 2-pt jump shot from 5 ft (block by A. Horford),,40,44
189,2,4:59.0,,Defensive rebound by A. Johnson,40,44
190,2,4:53.0,,I. Thomas makes 3-pt jump shot from 27 ft (assist by A. Johnson),40,47
191,2,4:37.0,R. Westbrook misses 2-pt layup from 1 ft,,40,47
192,2,4:36.0,Offensive rebound by Á. Abrines,,40,47
193,2,4:35.0,Á. Abrines misses 2-pt layup from 1 ft,,40,47
194,2,4:33.0,Offensive rebound by Á. Abrines,,40,47
195,2,4:30.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by Á. Abrines),,43,47
196,2,4:18.0,,Turnover by I. Thomas (bad pass; steal by D. Sabonis),43,47
197,2,4:13.0,Personal foul by A. Johnson (drawn by D. Sabonis),,43,47
198,2,4:13.0,,M. Smart enters the game for T. Rozier,43,47
199,2,4:13.0,,J. Crowder enters the game for A. Bradley,43,47
200,2,4:05.0,R. Westbrook misses 3-pt jump shot from 26 ft,,43,47
201,2,4:04.0,,Defensive rebound by A. Horford,43,47
202,2,3:51.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),43,50
203,2,3:30.0,D. Sabonis makes 3-pt jump shot from 25 ft (assist by A. Roberson),,46,50
204,2,3:17.0,,A. Horford misses 2-pt jump shot from 8 ft,46,50
205,2,3:16.0,Defensive rebound by S. Adams,,46,50
206,2,3:07.0,R. Westbrook misses 2-pt layup from 2 ft,,46,50
207,2,3:06.0,,Defensive rebound by Team,46,50
208,2,3:06.0,K. Singler enters the game for Á. Abrines,,46,50
209,2,2:50.0,,A. Horford misses 2-pt hook shot from 8 ft,46,50
210,2,2:49.0,Defensive rebound by S. Adams,,46,50
211,2,2:41.0,D. Sabonis makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,49,50
212,2,2:34.0,,Boston full timeout,49,50
213,2,2:24.0,,Shooting foul by K. Singler (drawn by A. Johnson),49,50
214,2,2:24.0,,A. Johnson misses free throw 1 of 2,49,50
215,2,2:24.0,,Offensive rebound by Team,49,50
216,2,2:24.0,,A. Johnson makes free throw 2 of 2,49,51
217,2,2:02.0,Turnover by D. Sabonis (lost ball),,49,51
218,2,1:52.0,,Turnover by I. Thomas (kicked ball),49,51
219,2,1:39.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,51,51
220,2,1:27.0,,Turnover by M. Smart (step out of bounds),51,51
221,2,1:27.0,,A. Bradley enters the game for M. Smart,51,51
222,2,1:15.0,K. Singler misses 3-pt jump shot from 23 ft,,51,51
223,2,1:12.0,,Defensive rebound by A. Bradley,51,51
224,2,1:02.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by I. Thomas),51,54
225,2,0:44.0,R. Westbrook makes 3-pt jump shot from 27 ft (assist by D. Sabonis),,54,54
226,2,0:34.0,,I. Thomas misses 3-pt jump shot from 25 ft,54,54
227,2,0:33.0,Defensive rebound by S. Adams,,54,54
228,2,0:29.0,R. Westbrook makes 2-pt layup from 1 ft (assist by S. Adams),,56,54
229,2,0:06.0,,Turnover by I. Thomas (bad pass; steal by S. Adams),56,54
230,2,0:02.0,Shooting foul by A. Johnson (drawn by R. Westbrook),,56,54
231,2,0:02.0,R. Westbrook makes free throw 1 of 2,,57,54
232,2,0:02.0,,M. Smart enters the game for I. Thomas,57,54
233,2,0:02.0,,T. Zeller enters the game for A. Johnson,57,54
234,2,0:02.0,R. Westbrook makes free throw 2 of 2,,58,54
235,2,0:00.0,,M. Smart misses 2-pt jump shot from 22 ft,58,54
236,2,0:00.0,,Offensive rebound by Team,58,54
237,3,11:44.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Thomas),58,57
238,3,11:31.0,A. Morrow misses 3-pt jump shot from 25 ft,,58,57
239,3,11:30.0,,Defensive rebound by A. Horford,58,57
240,3,11:17.0,,Shooting foul by A. Roberson (drawn by A. Johnson),58,57
241,3,11:17.0,,A. Johnson makes free throw 1 of 2,58,58
242,3,11:17.0,,A. Johnson makes free throw 2 of 2,58,59
243,3,10:55.0,Personal foul by J. Crowder (drawn by D. Sabonis),,58,59
244,3,10:41.0,R. Westbrook makes 2-pt jump shot from 9 ft,,60,59
245,3,10:24.0,,J. Crowder misses 3-pt jump shot from 25 ft,60,59
246,3,10:22.0,Defensive rebound by R. Westbrook,,60,59
247,3,10:12.0,S. Adams misses 2-pt layup from 2 ft,,60,59
248,3,10:12.0,Offensive rebound by S. Adams,,60,59
249,3,10:06.0,A. Roberson makes 2-pt layup from 1 ft (assist by S. Adams),,62,59
250,3,9:47.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Johnson),62,61
251,3,9:32.0,A. Morrow makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,64,61
252,3,9:06.0,Flagrant foul type 1 by A. Horford (drawn by R. Westbrook),,64,61
253,3,9:06.0,,Turnover by A. Horford (offensive foul),64,61
254,3,9:06.0,R. Westbrook makes flagrant free throw 1 of 2,,65,61
255,3,9:06.0,R. Westbrook makes flagrant free throw 2 of 2,,66,61
256,3,8:48.0,D. Sabonis misses 3-pt jump shot from 25 ft,,66,61
257,3,8:47.0,,Defensive rebound by I. Thomas,66,61
258,3,8:33.0,,A. Johnson misses 2-pt hook shot from 7 ft,66,61
259,3,8:33.0,Defensive rebound by R. Westbrook,,66,61
260,3,8:21.0,R. Westbrook misses 2-pt jump shot from 17 ft,,66,61
261,3,8:21.0,Offensive rebound by Team,,66,61
262,3,8:21.0,,Loose ball foul by J. Crowder (drawn by A. Roberson),66,61
263,3,8:21.0,,K. Olynyk enters the game for A. Johnson,66,61
264,3,8:08.0,S. Adams makes 2-pt hook shot from 8 ft,,68,61
265,3,7:51.0,,J. Crowder makes 2-pt jump shot from 6 ft,68,63
266,3,7:51.0,,Shooting foul by A. Roberson (drawn by J. Crowder),68,63
267,3,7:51.0,,J. Crowder makes free throw 1 of 1,68,64
268,3,7:31.0,D. Sabonis makes 3-pt jump shot from 25 ft (assist by S. Adams),,71,64
269,3,7:17.0,,I. Thomas makes 2-pt jump shot from 20 ft (assist by A. Horford),71,66
270,3,7:04.0,D. Sabonis misses 3-pt jump shot from 26 ft,,71,66
271,3,7:03.0,,Defensive rebound by J. Crowder,71,66
272,3,6:59.0,,Shooting foul by A. Morrow (drawn by I. Thomas),71,66
273,3,6:59.0,,I. Thomas makes free throw 1 of 2,71,67
274,3,6:59.0,E. Freedom enters the game for D. Sabonis,,71,67
275,3,6:59.0,J. Grant enters the game for A. Morrow,,71,67
276,3,6:59.0,,I. Thomas makes free throw 2 of 2,71,68
277,3,6:37.0,Turnover by A. Roberson (lost ball; steal by A. Horford),,71,68
278,3,6:32.0,,A. Horford makes 2-pt dunk at rim,71,70
279,3,6:15.0,Turnover by R. Westbrook (bad pass; steal by A. Horford),,71,70
280,3,6:06.0,,A. Bradley misses 3-pt jump shot from 23 ft,71,70
281,3,6:05.0,,Offensive rebound by J. Crowder,71,70
282,3,5:59.0,,A. Horford misses 3-pt jump shot from 24 ft,71,70
283,3,5:59.0,Defensive rebound by R. Westbrook,,71,70
284,3,5:59.0,Oklahoma City full timeout,,71,70
285,3,5:39.0,R. Westbrook makes 3-pt jump shot from 23 ft (assist by E. Freedom),,74,70
286,3,5:20.0,,Turnover by A. Horford (lost ball),74,70
287,3,5:16.0,Personal foul by A. Bradley (drawn by R. Westbrook),,74,70
288,3,5:08.0,Turnover by R. Westbrook (bad pass; steal by J. Crowder),,74,70
289,3,4:55.0,,I. Thomas misses 3-pt jump shot from 25 ft,74,70
290,3,4:54.0,Defensive rebound by S. Adams,,74,70
291,3,4:43.0,E. Freedom misses 2-pt layup from 2 ft,,74,70
292,3,4:42.0,,Defensive rebound by A. Horford,74,70
293,3,4:38.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Horford),74,72
294,3,4:20.0,J. Grant misses 3-pt jump shot from 23 ft,,74,72
295,3,4:18.0,Offensive rebound by S. Adams,,74,72
296,3,4:12.0,Shooting foul by K. Olynyk (drawn by J. Grant),,74,72
297,3,4:12.0,J. Grant makes free throw 1 of 2,,75,72
298,3,4:12.0,J. Lauvergne enters the game for S. Adams,,75,72
299,3,4:12.0,,M. Smart enters the game for I. Thomas,75,72
300,3,4:12.0,J. Grant makes free throw 2 of 2,,76,72
301,3,3:55.0,,M. Smart misses 3-pt jump shot from 25 ft,76,72
302,3,3:54.0,Defensive rebound by A. Roberson,,76,72
303,3,3:43.0,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),,78,72
304,3,3:34.0,,M. Smart misses 2-pt layup from 1 ft,78,72
305,3,3:33.0,Defensive rebound by R. Westbrook,,78,72
306,3,3:15.0,E. Freedom misses 2-pt jump shot from 15 ft,,78,72
307,3,3:14.0,,Defensive rebound by K. Olynyk,78,72
308,3,3:04.0,Offensive charge foul by M. Smart (drawn by J. Grant),,78,72
309,3,3:04.0,,Turnover by M. Smart (offensive foul),78,72
310,3,2:52.0,R. Westbrook makes 2-pt jump shot from 13 ft,,80,72
311,3,2:52.0,,Boston full timeout,80,72
312,3,2:52.0,,T. Rozier enters the game for J. Crowder,80,72
313,3,2:52.0,,A. Johnson enters the game for A. Horford,80,72
314,3,2:52.0,S. Christon enters the game for R. Westbrook,,80,72
315,3,2:39.0,,A. Bradley misses 2-pt jump shot from 21 ft,80,72
316,3,2:38.0,Defensive rebound by A. Roberson,,80,72
317,3,2:17.0,E. Freedom makes 2-pt hook shot from 7 ft,,82,72
318,3,2:04.0,Offensive charge foul by M. Smart (drawn by J. Grant),,82,72
319,3,2:04.0,,Turnover by M. Smart (offensive foul),82,72
320,3,1:51.0,J. Lauvergne misses 3-pt jump shot from 25 ft,,82,72
321,3,1:49.0,,Defensive rebound by T. Rozier,82,72
322,3,1:45.0,,Shooting block foul by J. Lauvergne (drawn by A. Bradley),82,72
323,3,1:45.0,,A. Bradley makes free throw 1 of 2,82,73
324,3,1:45.0,,A. Bradley makes free throw 2 of 2,82,74
325,3,1:28.0,A. Roberson makes 2-pt layup from 1 ft (assist by J. Lauvergne),,84,74
326,3,1:14.0,,A. Johnson makes 2-pt layup from 2 ft (assist by K. Olynyk),84,76
327,3,1:14.0,,Shooting foul by E. Freedom (drawn by A. Johnson),84,76
328,3,1:14.0,,A. Johnson makes free throw 1 of 1,84,77
329,3,0:56.0,E. Freedom makes 2-pt layup from 2 ft (assist by J. Lauvergne),,86,77
330,3,0:46.0,,A. Johnson makes 2-pt layup from 2 ft (assist by M. Smart),86,79
331,3,0:26.0,S. Christon makes 2-pt layup from 1 ft (assist by J. Lauvergne),,88,79
332,3,0:03.0,,M. Smart misses 2-pt jump shot from 8 ft,88,79
333,3,0:02.0,Defensive rebound by E. Freedom,,88,79
334,3,0:00.0,J. Grant misses 3-pt jump shot from 26 ft,,88,79
335,3,0:00.0,Offensive rebound by Team,,88,79
336,4,11:49.0,,Offensive charge foul by J. Grant (drawn by M. Smart),88,79
337,4,11:49.0,Turnover by J. Grant (offensive foul),,88,79
338,4,11:33.0,,I. Thomas misses 2-pt layup from 2 ft (block by J. Grant),88,79
339,4,11:33.0,,Offensive rebound by Team,88,79
340,4,11:25.0,,A. Johnson misses 2-pt layup from 2 ft,88,79
341,4,11:24.0,Defensive rebound by J. Lauvergne,,88,79
342,4,11:16.0,J. Lauvergne misses 2-pt layup from 1 ft,,88,79
343,4,11:15.0,,Defensive rebound by A. Johnson,88,79
344,4,10:56.0,,I. Thomas makes 2-pt jump shot from 9 ft,88,81
345,4,10:40.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by K. Singler),,90,81
346,4,10:20.0,,I. Thomas makes 2-pt layup from 1 ft,90,83
347,4,10:06.0,Shooting foul by J. Brown (drawn by E. Freedom),,90,83
348,4,10:06.0,E. Freedom misses free throw 1 of 2,,90,83
349,4,10:06.0,Offensive rebound by Team,,90,83
350,4,10:06.0,E. Freedom makes free throw 2 of 2,,91,83
351,4,9:55.0,,I. Thomas makes 3-pt jump shot from 25 ft,91,86
352,4,9:37.0,Turnover by J. Lauvergne (bad pass),,91,86
353,4,9:27.0,,Shooting foul by S. Christon (drawn by I. Thomas),91,86
354,4,9:27.0,,I. Thomas makes free throw 1 of 3,91,87
355,4,9:27.0,,I. Thomas makes free throw 2 of 3,91,88
356,4,9:27.0,,I. Thomas makes free throw 3 of 3,91,89
357,4,9:10.0,S. Christon misses 3-pt jump shot from 25 ft,,91,89
358,4,9:08.0,,Defensive rebound by J. Jerebko,91,89
359,4,9:02.0,,I. Thomas misses 3-pt jump shot from 25 ft,91,89
360,4,9:01.0,Defensive rebound by J. Lauvergne,,91,89
361,4,9:01.0,Oklahoma City full timeout,,91,89
362,4,9:01.0,D. Sabonis enters the game for J. Lauvergne,,91,89
363,4,8:36.0,K. Singler makes 3-pt jump shot from 26 ft (assist by J. Grant),,94,89
364,4,8:17.0,,I. Thomas makes 2-pt layup from 1 ft,94,91
365,4,8:02.0,Personal foul by A. Johnson (drawn by E. Freedom),,94,91
366,4,8:02.0,R. Westbrook enters the game for S. Christon,,94,91
367,4,8:02.0,,A. Horford enters the game for A. Johnson,94,91
368,4,8:02.0,,J. Crowder enters the game for J. Brown,94,91
369,4,7:51.0,R. Westbrook makes 2-pt jump shot from 16 ft,,96,91
370,4,7:35.0,,A. Horford makes 2-pt layup from 1 ft (assist by I. Thomas),96,93
371,4,7:22.0,R. Westbrook misses 2-pt jump shot from 18 ft,,96,93
372,4,7:21.0,,Defensive rebound by J. Jerebko,96,93
373,4,7:17.0,,I. Thomas makes 2-pt jump shot from 6 ft,96,95
374,4,7:17.0,,Shooting foul by K. Singler (drawn by I. Thomas),96,95
375,4,7:17.0,A. Roberson enters the game for K. Singler,,96,95
376,4,7:17.0,,I. Thomas makes free throw 1 of 1,96,96
377,4,7:01.0,E. Freedom misses 2-pt layup from 2 ft (block by M. Smart),,96,96
378,4,7:00.0,,Defensive rebound by J. Jerebko,96,96
379,4,6:48.0,,A. Horford misses 2-pt jump shot from 8 ft,96,96
380,4,6:47.0,Defensive rebound by A. Roberson,,96,96
