,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
87,1,2:28.0,A. Bennett makes 2-pt layup from 1 ft (assist by J. Harris),,21,19
88,1,2:11.0,,S. Ibaka misses 2-pt jump shot from 10 ft,21,19
89,1,2:11.0,Defensive rebound by J. Harris,,21,19
90,1,2:01.0,J. Lin makes 2-pt layup at rim,,23,19
91,1,2:01.0,,Orlando full timeout,23,19
92,1,2:01.0,Brooklyn full timeout,,23,19
93,1,1:42.0,,E. Payton misses 2-pt layup from 2 ft,23,19
94,1,1:41.0,Defensive rebound by B. Lopez,,23,19
95,1,1:35.0,Shooting foul by J. Green (drawn by R. Hollis-Jefferson),,23,19
96,1,1:35.0,R. Hollis-Jefferson makes free throw 1 of 2,,24,19
97,1,1:35.0,R. Hollis-Jefferson misses free throw 2 of 2,,24,19
98,1,1:35.0,,Defensive rebound by N. Vučević,24,19
99,1,1:21.0,,S. Ibaka makes 2-pt dunk at rim (assist by N. Vučević),24,21
100,1,1:09.0,B. Lopez makes 2-pt layup from 3 ft (assist by J. Lin),,26,21
101,1,0:50.0,,S. Ibaka makes 2-pt jump shot from 16 ft,26,23
102,1,0:34.0,J. Lin makes 2-pt layup from 1 ft,,28,23
103,1,0:27.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),28,25
104,1,0:03.0,B. Lopez misses 2-pt jump shot from 17 ft,,28,25
105,1,0:02.0,,Defensive rebound by E. Fournier,28,25
106,1,0:00.0,,E. Fournier misses 3-pt jump shot from 27 ft,28,25
107,1,0:00.0,,Offensive rebound by Team,28,25
108,2,11:48.0,,E. Payton misses 2-pt jump shot from 5 ft,28,25
109,2,11:48.0,,Offensive rebound by N. Vučević,28,25
110,2,11:48.0,,N. Vučević makes 2-pt layup from 2 ft,28,27
111,2,11:17.0,L. Scola makes 2-pt layup from 2 ft,,30,27
112,2,11:09.0,,J. Green misses 2-pt jump shot from 16 ft,30,27
113,2,11:08.0,,Offensive rebound by N. Vučević,30,27
114,2,11:04.0,,J. Green misses 3-pt jump shot from 25 ft,30,27
115,2,11:03.0,Defensive rebound by J. Lin,,30,27
116,2,10:47.0,L. Scola misses 2-pt layup from 1 ft (block by N. Vučević),,30,27
117,2,10:46.0,Offensive rebound by R. Hollis-Jefferson,,30,27
118,2,10:43.0,Shooting foul by B. Biyombo (drawn by R. Hollis-Jefferson),,30,27
119,2,10:43.0,R. Hollis-Jefferson makes free throw 1 of 2,,31,27
120,2,10:43.0,I. Whitehead enters the game for J. Lin,,31,27
121,2,10:43.0,R. Hollis-Jefferson makes free throw 2 of 2,,32,27
122,2,10:29.0,,N. Vučević misses 2-pt jump shot from 11 ft,32,27
123,2,10:28.0,Defensive rebound by C. LeVert,,32,27
124,2,10:13.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by I. Whitehead),,34,27
125,2,10:00.0,,Personal foul by L. Scola (drawn by N. Vučević),34,27
126,2,9:52.0,,N. Vučević makes 2-pt jump shot from 3 ft (assist by J. Meeks),34,29
127,2,9:37.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by I. Whitehead),,37,29
128,2,9:21.0,,Personal foul by I. Whitehead (drawn by B. Biyombo),37,29
129,2,9:15.0,,Shooting block foul by I. Whitehead (drawn by J. Green),37,29
130,2,9:15.0,,J. Green makes free throw 1 of 2,37,30
131,2,9:15.0,,J. Green makes free throw 2 of 2,37,31
132,2,8:59.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,37,31
133,2,8:58.0,,Defensive rebound by J. Meeks,37,31
134,2,8:51.0,,N. Vučević misses 3-pt jump shot from 26 ft,37,31
135,2,8:51.0,,Offensive rebound by Team,37,31
136,2,8:51.0,Loose ball foul by B. Bogdanović (drawn by B. Biyombo),,37,31
137,2,8:51.0,Official timeout,,37,31
138,2,8:51.0,S. Dinwiddie enters the game for I. Whitehead,,37,31
139,2,8:39.0,,Turnover by E. Payton (bad pass; steal by C. LeVert),37,31
140,2,8:33.0,C. LeVert makes 2-pt dunk at rim,,39,31
141,2,8:18.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Payton),39,33
142,2,8:05.0,L. Scola misses 2-pt jump shot from 18 ft,,39,33
143,2,8:04.0,,Defensive rebound by J. Meeks,39,33
144,2,7:55.0,,J. Meeks misses 2-pt jump shot from 13 ft,39,33
145,2,7:54.0,,Offensive rebound by B. Biyombo,39,33
146,2,7:49.0,,E. Payton misses 2-pt jump shot from 8 ft,39,33
147,2,7:48.0,Defensive rebound by Team,,39,33
148,2,7:48.0,B. Lopez enters the game for R. Hollis-Jefferson,,39,33
149,2,7:33.0,Turnover by B. Bogdanović (bad pass; steal by J. Meeks),,39,33
150,2,7:21.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by J. Meeks),39,35
151,2,6:54.0,L. Scola makes 3-pt jump shot from 23 ft (assist by C. LeVert),,42,35
152,2,6:34.0,,N. Vučević makes 2-pt hook shot from 6 ft,42,37
153,2,6:19.0,B. Lopez makes 2-pt layup from 2 ft,,44,37
154,2,6:17.0,,Personal foul by L. Scola (drawn by E. Payton),44,37
155,2,6:17.0,,E. Payton makes free throw 1 of 2,44,38
156,2,6:17.0,J. Harris enters the game for B. Bogdanović,,44,38
157,2,6:17.0,,E. Payton makes free throw 2 of 2,44,39
158,2,6:07.0,Turnover by L. Scola (bad pass; steal by J. Meeks),,44,39
159,2,6:01.0,,E. Payton makes 2-pt layup from 1 ft,44,41
160,2,5:50.0,C. LeVert misses 3-pt jump shot from 24 ft,,44,41
161,2,5:49.0,,Defensive rebound by N. Vučević,44,41
162,2,5:41.0,,E. Payton misses 2-pt jump shot from 4 ft (block by B. Lopez),44,41
163,2,5:40.0,Defensive rebound by C. LeVert,,44,41
164,2,5:36.0,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),,46,41
165,2,5:36.0,,Orlando full timeout,46,41
166,2,5:36.0,S. Kilpatrick enters the game for L. Scola,,46,41
167,2,5:36.0,T. Booker enters the game for C. LeVert,,46,41
168,2,5:36.0,,E. Fournier enters the game for E. Payton,46,41
169,2,5:36.0,,S. Ibaka enters the game for N. Vučević,46,41
170,2,5:36.0,,D. Augustin enters the game for J. Green,46,41
171,2,5:24.0,,E. Fournier misses 3-pt jump shot from 25 ft,46,41
172,2,5:24.0,Defensive rebound by J. Harris,,46,41
173,2,5:09.0,B. Lopez makes 2-pt layup from 1 ft,,48,41
174,2,5:00.0,,Offensive foul by D. Augustin (drawn by S. Dinwiddie),48,41
175,2,5:00.0,,Turnover by D. Augustin (offensive foul),48,41
176,2,4:47.0,Turnover by S. Dinwiddie (bad pass; steal by J. Meeks),,48,41
177,2,4:35.0,,D. Augustin makes 2-pt layup from 2 ft,48,43
178,2,4:31.0,Turnover by S. Dinwiddie (offensive foul),,48,43
179,2,4:31.0,Offensive foul by S. Dinwiddie (drawn by D. Augustin),,48,43
180,2,4:31.0,,A. Gordon enters the game for J. Meeks,48,43
181,2,4:15.0,,D. Augustin misses 3-pt jump shot from 26 ft,48,43
182,2,4:15.0,Defensive rebound by T. Booker,,48,43
183,2,4:04.0,B. Lopez misses 3-pt jump shot from 26 ft,,48,43
184,2,4:04.0,,Defensive rebound by D. Augustin,48,43
185,2,4:01.0,,Shooting foul by J. Harris (drawn by B. Biyombo),48,43
186,2,4:01.0,,B. Biyombo misses free throw 1 of 2,48,43
187,2,4:01.0,,Offensive rebound by Team,48,43
188,2,4:01.0,J. Lin enters the game for S. Dinwiddie,,48,43
189,2,4:01.0,,B. Biyombo makes free throw 2 of 2,48,44
190,2,3:46.0,J. Lin makes 2-pt jump shot from 9 ft,,50,44
191,2,3:35.0,,S. Ibaka makes 2-pt hook shot from 7 ft (assist by B. Biyombo),50,46
192,2,3:23.0,J. Lin misses 2-pt layup from 2 ft (block by B. Biyombo),,50,46
193,2,3:21.0,,Defensive rebound by D. Augustin,50,46
194,2,3:10.0,,D. Augustin makes 2-pt layup from 1 ft,50,48
195,2,2:59.0,J. Harris misses 2-pt layup from 2 ft (block by S. Ibaka),,50,48
196,2,2:57.0,Offensive rebound by S. Kilpatrick,,50,48
197,2,2:52.0,S. Kilpatrick misses 2-pt jump shot from 12 ft,,50,48
198,2,2:51.0,,Defensive rebound by S. Ibaka,50,48
199,2,2:51.0,,Shooting foul by B. Lopez (drawn by B. Biyombo),50,48
200,2,2:51.0,Brooklyn full timeout,,50,48
201,2,2:51.0,,B. Biyombo makes free throw 1 of 2,50,49
202,2,2:51.0,,N. Vučević enters the game for S. Ibaka,50,48
203,2,2:51.0,,B. Biyombo makes free throw 2 of 2,50,50
204,2,2:27.0,T. Booker misses 2-pt hook shot from 15 ft,,50,50
205,2,2:26.0,,Defensive rebound by N. Vučević,50,50
206,2,2:18.0,,D. Augustin misses 2-pt jump shot from 14 ft,50,50
207,2,2:18.0,Defensive rebound by J. Lin,,50,50
208,2,2:08.0,B. Lopez misses 2-pt layup from 3 ft (block by B. Biyombo),,50,50
209,2,2:07.0,Offensive rebound by B. Lopez,,50,50
210,2,1:58.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,50,50
211,2,1:58.0,,Defensive rebound by D. Augustin,50,50
212,2,1:35.0,,B. Biyombo misses 2-pt jump shot from 13 ft,50,50
213,2,1:35.0,Defensive rebound by S. Kilpatrick,,50,50
214,2,1:23.0,,S. Ibaka enters the game for B. Biyombo,50,50
215,2,1:23.0,B. Bogdanović enters the game for J. Harris,,50,50
216,2,1:15.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,50,50
217,2,1:15.0,,Defensive rebound by Team,50,50
218,2,1:04.0,,E. Fournier misses 2-pt jump shot from 9 ft,50,50
219,2,1:04.0,Defensive rebound by B. Lopez,,50,50
220,2,0:52.0,B. Lopez makes 2-pt layup from 1 ft,,52,50
221,2,0:32.0,,Shooting foul by B. Bogdanović (drawn by N. Vučević),52,50
222,2,0:32.0,,N. Vučević makes free throw 1 of 2,52,51
223,2,0:32.0,,N. Vučević misses free throw 2 of 2,52,51
224,2,0:32.0,,E. Payton enters the game for D. Augustin,52,51
225,2,0:31.0,,Offensive rebound by E. Payton,52,51
226,2,0:18.0,,E. Fournier makes 2-pt layup from 2 ft,52,53
227,2,0:04.0,Personal take foul by E. Payton (drawn by J. Lin),,52,53
228,2,0:00.0,T. Booker misses 3-pt jump shot from 26 ft,,52,53
229,2,0:00.0,Offensive rebound by Team,,52,53
230,3,11:34.0,,S. Ibaka misses 2-pt layup from 1 ft,52,53
231,3,11:33.0,Defensive rebound by T. Booker,,52,53
232,3,11:29.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by T. Booker),,54,53
233,3,11:29.0,,Technical foul by Team,54,53
234,3,11:29.0,B. Bogdanović makes technical free throw,,55,53
235,3,11:18.0,,E. Fournier misses 2-pt jump shot from 22 ft,55,53
236,3,11:17.0,Defensive rebound by I. Whitehead,,55,53
237,3,11:10.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by I. Whitehead),,58,53
238,3,10:51.0,,S. Ibaka misses 2-pt jump shot from 19 ft,58,53
239,3,10:51.0,Defensive rebound by T. Booker,,58,53
240,3,10:42.0,T. Booker misses 2-pt layup from 3 ft (block by S. Ibaka),,58,53
241,3,10:41.0,,Defensive rebound by S. Ibaka,58,53
242,3,10:34.0,,A. Gordon misses 3-pt jump shot from 25 ft,58,53
243,3,10:34.0,Defensive rebound by B. Lopez,,58,53
244,3,10:22.0,B. Bogdanović misses 2-pt layup at rim,,58,53
245,3,10:21.0,,Defensive rebound by D. Augustin,58,53
246,3,10:14.0,,A. Gordon misses 3-pt jump shot from 25 ft,58,53
247,3,10:10.0,Defensive rebound by I. Whitehead,,58,53
248,3,10:06.0,Personal foul by B. Biyombo (drawn by B. Lopez),,58,53
249,3,9:58.0,S. Kilpatrick misses 2-pt jump shot from 8 ft,,58,53
250,3,9:58.0,,Defensive rebound by B. Biyombo,58,53
251,3,9:42.0,,S. Ibaka makes 2-pt jump shot from 9 ft,58,55
252,3,9:31.0,Shooting foul by B. Biyombo (drawn by B. Lopez),,58,55
253,3,9:31.0,B. Lopez misses free throw 1 of 2,,58,55
254,3,9:31.0,Offensive rebound by Team,,58,55
255,3,9:31.0,,N. Vučević enters the game for B. Biyombo,58,55
256,3,9:31.0,B. Lopez makes free throw 2 of 2,,59,55
257,3,9:14.0,,E. Fournier misses 2-pt jump shot from 7 ft (block by B. Lopez),59,55
258,3,9:13.0,Defensive rebound by B. Bogdanović,,59,55
259,3,9:12.0,Shooting foul by A. Gordon (drawn by S. Kilpatrick),,59,55
260,3,9:12.0,S. Kilpatrick makes free throw 1 of 2,,60,55
261,3,9:12.0,S. Kilpatrick makes free throw 2 of 2,,61,55
262,3,8:58.0,,N. Vučević misses 2-pt jump shot from 3 ft,61,55
263,3,8:57.0,,Offensive rebound by S. Ibaka,61,55
264,3,8:57.0,,S. Ibaka makes 2-pt layup from 2 ft,61,57
265,3,8:45.0,B. Lopez misses 2-pt jump shot from 5 ft,,61,57
266,3,8:45.0,,Defensive rebound by S. Ibaka,61,57
267,3,8:45.0,Technical foul by Team,,61,57
268,3,8:45.0,,E. Fournier misses technical free throw,61,57
269,3,8:45.0,,Offensive rebound by Team,61,57
270,3,8:23.0,,A. Gordon misses 2-pt jump shot from 9 ft,61,57
271,3,8:22.0,Defensive rebound by B. Lopez,,61,57
272,3,8:16.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by S. Kilpatrick),,64,57
273,3,8:16.0,,Orlando full timeout,64,57
274,3,8:16.0,,J. Green enters the game for A. Gordon,64,57
275,3,7:52.0,,J. Green misses 3-pt jump shot from 26 ft,64,57
276,3,7:51.0,,Offensive rebound by Team,64,57
277,3,7:37.0,,N. Vučević misses 2-pt jump shot from 13 ft (block by B. Lopez),64,57
278,3,7:36.0,,Offensive rebound by N. Vučević,64,57
279,3,7:35.0,,N. Vučević misses 2-pt jump shot from 11 ft,64,57
280,3,7:35.0,,Offensive rebound by Team,64,57
281,3,7:35.0,Loose ball foul by T. Booker (drawn by S. Ibaka),,64,57
282,3,7:31.0,,Turnover by N. Vučević (bad pass; steal by B. Lopez),64,57
283,3,7:20.0,B. Lopez makes 2-pt dunk at rim (assist by I. Whitehead),,66,57
284,3,7:04.0,,N. Vučević misses 2-pt jump shot from 4 ft (block by B. Lopez),66,57
285,3,7:04.0,,Offensive rebound by Team,66,57
286,3,7:01.0,,D. Augustin misses 3-pt jump shot from 22 ft,66,57
287,3,7:00.0,Defensive rebound by T. Booker,,66,57
288,3,6:54.0,Turnover by B. Lopez (bad pass),,66,57
289,3,6:33.0,,Turnover by S. Ibaka (offensive goaltending),66,57
290,3,6:21.0,Turnover by B. Lopez (lost ball; steal by N. Vučević),,66,57
291,3,6:16.0,,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),66,59
292,3,6:16.0,,Shooting foul by B. Bogdanović (drawn by N. Vučević),66,59
293,3,6:16.0,A. Bennett enters the game for B. Lopez,,66,59
294,3,6:16.0,,N. Vučević makes free throw 1 of 1,66,60
295,3,6:11.0,Personal foul by E. Fournier (drawn by S. Kilpatrick),,66,60
296,3,6:11.0,,Technical foul by E. Fournier,66,60
297,3,6:11.0,B. Bogdanović makes technical free throw,,67,60
298,3,6:09.0,Offensive foul by A. Bennett (drawn by J. Green),,67,60
299,3,6:09.0,Turnover by A. Bennett (offensive foul),,67,60
300,3,5:55.0,,Turnover by D. Augustin (bad pass; steal by T. Booker),67,60
301,3,5:50.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,67,60
302,3,5:48.0,,Defensive rebound by E. Fournier,67,60
303,3,5:40.0,,Turnover by E. Fournier (lost ball; steal by S. Kilpatrick),67,60
304,3,5:26.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,67,60
305,3,5:26.0,,Defensive rebound by S. Ibaka,67,60
306,3,5:18.0,,D. Augustin misses 2-pt jump shot from 5 ft,67,60
307,3,5:17.0,,Offensive rebound by N. Vučević,67,60
308,3,5:08.0,,D. Augustin makes 2-pt layup from 2 ft,67,62
309,3,5:08.0,,Shooting foul by B. Bogdanović (drawn by D. Augustin),67,62
310,3,5:08.0,J. Harris enters the game for B. Bogdanović,,67,62
311,3,5:08.0,R. Hollis-Jefferson enters the game for S. Kilpatrick,,67,62
312,3,5:08.0,J. Lin enters the game for I. Whitehead,,67,62
313,3,5:08.0,,J. Meeks enters the game for E. Fournier,67,62
314,3,5:08.0,,D. Augustin makes free throw 1 of 1,67,63
315,3,4:51.0,Shooting foul by S. Ibaka (drawn by J. Harris),,67,63
316,3,4:51.0,J. Harris makes free throw 1 of 3,,68,63
317,3,4:51.0,J. Harris makes free throw 2 of 3,,69,63
318,3,4:51.0,,E. Payton enters the game for D. Augustin,69,63
319,3,4:51.0,J. Harris makes free throw 3 of 3,,70,63
320,3,4:33.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by E. Payton),70,65
321,3,4:14.0,Personal foul by S. Ibaka (drawn by A. Bennett),,70,65
322,3,4:14.0,A. Bennett misses free throw 1 of 2,,70,65
323,3,4:14.0,Offensive rebound by Team,,70,65
324,3,4:14.0,A. Bennett makes free throw 2 of 2,,71,65
325,3,3:57.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),71,67
326,3,3:33.0,J. Lin misses 3-pt jump shot from 24 ft,,71,67
327,3,3:33.0,,Defensive rebound by E. Payton,71,67
328,3,3:25.0,,J. Green misses 2-pt jump shot from 22 ft,71,67
329,3,3:24.0,,Offensive rebound by Team,71,67
330,3,3:17.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by N. Vučević),71,70
331,3,3:03.0,Shooting foul by S. Ibaka (drawn by A. Bennett),,71,70
332,3,3:03.0,A. Bennett makes free throw 1 of 2,,72,70
333,3,3:03.0,,A. Gordon enters the game for S. Ibaka,72,70
334,3,3:03.0,B. Lopez enters the game for T. Booker,,72,70
335,3,3:03.0,A. Bennett makes free throw 2 of 2,,73,70
336,3,2:54.0,,Shooting foul by J. Harris (drawn by J. Meeks),73,70
337,3,2:54.0,Brooklyn full timeout,,73,70
338,3,2:54.0,,J. Meeks makes free throw 1 of 2,73,71
339,3,2:54.0,,J. Meeks misses free throw 2 of 2,73,71
340,3,2:52.0,Defensive rebound by R. Hollis-Jefferson,,73,71
341,3,2:33.0,Turnover by A. Bennett (bad pass; steal by A. Gordon),,73,71
342,3,2:30.0,,A. Gordon makes 2-pt layup at rim,73,73
343,3,2:30.0,,Shooting foul by R. Hollis-Jefferson (drawn by A. Gordon),73,73
344,3,2:30.0,,A. Gordon makes free throw 1 of 1,73,74
345,3,2:13.0,J. Lin makes 2-pt layup from 1 ft,,75,74
346,3,2:02.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by E. Payton),75,76
347,3,1:52.0,Shooting foul by E. Payton (drawn by J. Lin),,75,76
348,3,1:52.0,J. Lin makes free throw 1 of 2,,76,76
349,3,1:52.0,J. Lin makes free throw 2 of 2,,77,76
350,3,1:33.0,,E. Payton misses 3-pt jump shot from 22 ft,77,76
351,3,1:32.0,Defensive rebound by R. Hollis-Jefferson,,77,76
352,3,1:26.0,Offensive foul by J. Lin (drawn by J. Green),,77,76
353,3,1:26.0,Turnover by J. Lin (offensive foul),,77,76
354,3,1:11.0,,J. Green misses 3-pt jump shot from 26 ft,77,76
355,3,1:09.0,Defensive rebound by J. Lin,,77,76
356,3,1:02.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by J. Lin),,79,76
357,3,1:02.0,Shooting foul by N. Vučević (drawn by B. Lopez),,79,76
358,3,1:02.0,B. Lopez makes free throw 1 of 1,,80,76
359,3,0:53.0,,J. Green makes 2-pt dunk at rim (assist by A. Gordon),80,78
360,3,0:53.0,,Technical foul by E. Payton,80,78
361,3,0:53.0,B. Lopez makes technical free throw,,81,78
362,3,0:42.0,B. Lopez misses 2-pt jump shot from 6 ft (block by N. Vučević),,81,78
363,3,0:42.0,,Defensive rebound by N. Vučević,81,78
364,3,0:42.0,Loose ball foul by B. Lopez (drawn by N. Vučević),,81,78
365,3,0:42.0,,Technical foul by N. Vučević,81,78
366,3,0:42.0,B. Lopez makes technical free throw,,82,78
367,3,0:42.0,,N. Vučević makes free throw 1 of 2,82,79
368,3,0:42.0,,N. Vučević misses free throw 2 of 2,82,79
369,3,0:41.0,,Offensive rebound by A. Gordon,82,79
370,3,0:41.0,,Shooting foul by B. Lopez (drawn by N. Vučević),82,79
371,3,0:41.0,,A. Gordon makes free throw 1 of 2,82,80
372,3,0:41.0,,A. Gordon makes free throw 2 of 2,82,81
373,3,0:33.0,J. Lin misses 2-pt jump shot from 4 ft (block by N. Vučević),,82,81
374,3,0:32.0,,Defensive rebound by E. Payton,82,81
375,3,0:27.0,,E. Payton makes 2-pt jump shot from 7 ft,82,83
376,3,0:06.0,J. Lin misses 2-pt jump shot from 9 ft,,82,83
377,3,0:05.0,,Defensive rebound by E. Payton,82,83
378,3,0:00.0,,A. Gordon misses 3-pt jump shot from 27 ft,82,83
379,3,0:00.0,,Offensive rebound by Team,82,83
380,4,11:42.0,Turnover by B. Bogdanović (bad pass),,82,83
381,4,11:27.0,,J. Meeks misses 3-pt jump shot from 25 ft,82,83
382,4,11:26.0,Defensive rebound by C. LeVert,,82,83
