,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
0,1,11:49.0,,Violation by J. Smith (kicked ball),0,0
1,1,11:42.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by A. Bogut),,2,0
2,1,11:33.0,,Turnover by L. James (bad pass),2,0
3,1,11:21.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,2,0
4,1,11:21.0,,Defensive rebound by K. Love,2,0
5,1,11:06.0,,J. Smith misses 3-pt jump shot from 24 ft,2,0
6,1,11:06.0,Defensive rebound by H. Barnes,,2,0
7,1,10:57.0,A. Bogut misses 2-pt hook shot from 8 ft,,2,0
8,1,10:55.0,,Defensive rebound by J. Smith,2,0
9,1,10:48.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),2,3
10,1,10:27.0,D. Williams misses 3-pt jump shot from 25 ft,,2,3
11,1,10:27.0,,Defensive rebound by T. Thompson,2,3
12,1,10:17.0,,J. Smith misses 3-pt jump shot from 24 ft,2,3
13,1,10:17.0,Defensive rebound by D. Nowitzki,,2,3
14,1,10:09.0,H. Barnes misses 2-pt hook shot from 6 ft,,2,3
15,1,10:06.0,,Defensive rebound by T. Thompson,2,3
16,1,9:56.0,,K. Love misses 3-pt jump shot from 25 ft,2,3
17,1,9:56.0,Defensive rebound by W. Matthews,,2,3
18,1,9:44.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,2,3
19,1,9:43.0,,Defensive rebound by T. Thompson,2,3
20,1,9:24.0,,J. Smith misses 2-pt jump shot from 14 ft,2,3
21,1,9:24.0,,Offensive rebound by Team,2,3
22,1,9:18.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),2,6
23,1,8:58.0,D. Williams misses 2-pt jump shot from 21 ft,,2,6
24,1,8:58.0,,Defensive rebound by L. James,2,6
25,1,8:51.0,,L. James misses 2-pt jump shot from 18 ft,2,6
26,1,8:50.0,Defensive rebound by D. Williams,,2,6
27,1,8:41.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by W. Matthews),,4,6
28,1,8:27.0,,K. Irving makes 3-pt jump shot from 26 ft,4,9
29,1,8:16.0,D. Williams misses 2-pt layup from 1 ft,,4,9
30,1,8:15.0,,Defensive rebound by T. Thompson,4,9
31,1,7:58.0,,L. James misses 2-pt jump shot from 14 ft,4,9
32,1,7:56.0,Defensive rebound by D. Williams,,4,9
33,1,7:47.0,D. Williams makes 2-pt jump shot from 8 ft (assist by W. Matthews),,6,9
34,1,7:33.0,,J. Smith misses 3-pt jump shot from 29 ft,6,9
35,1,7:33.0,Defensive rebound by D. Nowitzki,,6,9
36,1,7:26.0,Turnover by W. Matthews (lost ball; steal by L. James),,6,9
37,1,7:19.0,,Shooting foul by A. Bogut (drawn by T. Thompson),6,9
38,1,7:19.0,,T. Thompson makes free throw 1 of 2,6,10
39,1,7:19.0,,T. Thompson misses free throw 2 of 2,6,10
40,1,7:17.0,Defensive rebound by A. Bogut,,6,10
41,1,6:57.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,6,10
42,1,6:56.0,Offensive rebound by A. Bogut,,6,10
43,1,6:51.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by W. Matthews),,8,10
44,1,6:38.0,,K. Irving makes 2-pt layup from 2 ft,8,12
45,1,6:37.0,Dallas full timeout,,8,12
46,1,6:37.0,D. Finney-Smith enters the game for D. Nowitzki,,8,12
47,1,6:15.0,Turnover by A. Bogut (bad pass; steal by J. Smith),,8,12
48,1,6:11.0,,Shooting foul by A. Bogut (drawn by T. Thompson),8,12
49,1,6:11.0,,T. Thompson makes free throw 1 of 2,8,13
50,1,6:11.0,S. Mejri enters the game for A. Bogut,,8,13
51,1,6:11.0,,T. Thompson makes free throw 2 of 2,8,14
52,1,5:58.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by D. Williams),,10,14
53,1,5:39.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),10,16
54,1,5:24.0,W. Matthews misses 3-pt jump shot from 26 ft,,10,16
55,1,5:24.0,,Defensive rebound by Team,10,16
56,1,5:11.0,,T. Thompson makes 2-pt layup from 2 ft (assist by L. James),10,18
57,1,4:52.0,Turnover by D. Williams (bad pass; steal by J. Smith),,10,18
58,1,4:49.0,S. Curry enters the game for D. Williams,,10,18
59,1,4:35.0,,K. Love misses 2-pt jump shot from 5 ft (block by S. Mejri),10,18
60,1,4:35.0,,Offensive rebound by Team,10,18
61,1,4:32.0,,K. Love misses 3-pt jump shot from 26 ft,10,18
62,1,4:31.0,Defensive rebound by S. Mejri,,10,18
63,1,4:23.0,W. Matthews misses 2-pt jump shot from 21 ft,,10,18
64,1,4:23.0,,Defensive rebound by L. James,10,18
65,1,4:16.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),10,20
66,1,4:16.0,,Shooting foul by S. Curry (drawn by K. Irving),10,20
67,1,4:16.0,,C. Andersen enters the game for T. Thompson,10,20
68,1,4:16.0,,K. Irving makes free throw 1 of 1,10,21
69,1,3:58.0,D. Finney-Smith misses 2-pt jump shot from 20 ft,,10,21
70,1,3:57.0,,Defensive rebound by K. Love,10,21
71,1,3:34.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),10,24
72,1,3:23.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by S. Mejri),,13,24
73,1,3:07.0,,Shooting foul by D. Finney-Smith (drawn by L. James),13,24
74,1,3:07.0,,L. James makes free throw 1 of 2,13,25
75,1,3:07.0,,I. Shumpert enters the game for J. Smith,13,25
76,1,3:07.0,D. Nowitzki enters the game for H. Barnes,,13,25
77,1,3:07.0,,L. James makes free throw 2 of 2,13,26
78,1,2:55.0,S. Mejri misses 2-pt layup from 1 ft,,13,26
79,1,2:54.0,,Defensive rebound by K. Love,13,26
80,1,2:47.0,,K. Love misses 2-pt layup at rim (block by S. Mejri),13,26
81,1,2:45.0,,Offensive rebound by C. Andersen,13,26
82,1,2:45.0,,C. Andersen misses 2-pt layup from 1 ft,13,26
83,1,2:45.0,,Offensive rebound by C. Andersen,13,26
84,1,2:36.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by K. Love),13,29
85,1,2:36.0,Dallas full timeout,,13,29
86,1,2:36.0,,Cleveland full timeout,13,29
87,1,2:36.0,,R. Jefferson enters the game for L. James,13,29
88,1,2:19.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,13,29
89,1,2:19.0,,Defensive rebound by R. Jefferson,13,29
90,1,1:56.0,,K. Irving makes 2-pt jump shot from 4 ft,13,31
91,1,1:41.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,16,31
92,1,1:29.0,,Personal foul by D. Nowitzki (drawn by K. Love),16,31
93,1,1:29.0,,K. Love makes free throw 1 of 2,16,32
94,1,1:29.0,,K. Love makes free throw 2 of 2,16,33
95,1,1:04.0,D. Finney-Smith misses 2-pt jump shot from 17 ft,,16,33
96,1,1:03.0,,Defensive rebound by K. Irving,16,33
97,1,0:56.0,Violation by D. Finney-Smith (kicked ball),,16,33
98,1,0:56.0,J. Gibson enters the game for W. Matthews,,16,33
99,1,0:54.0,,Turnover by K. Love (bad pass),16,33
100,1,0:40.0,Personal foul by I. Shumpert (drawn by J. Gibson),,16,33
101,1,0:31.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,16,33
102,1,0:29.0,,Defensive rebound by Team,16,33
103,1,0:11.0,,K. Irving makes 3-pt jump shot from 25 ft,16,36
104,1,0:07.0,J. Gibson misses 3-pt jump shot from 25 ft,,16,36
105,1,0:06.0,,Defensive rebound by I. Shumpert,16,36
106,1,0:01.0,,I. Shumpert misses 3-pt jump shot from 26 ft,16,36
107,1,0:00.0,,Offensive rebound by K. Love,16,36
108,1,0:00.0,,K. Love misses 2-pt layup from 1 ft,16,36
109,1,0:00.0,,Offensive rebound by Team,16,36
110,2,11:40.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by C. Andersen),16,39
111,2,11:27.0,Turnover by J. Gibson (bad pass),,16,39
112,2,11:16.0,,R. Jefferson misses 3-pt jump shot from 24 ft,16,39
113,2,11:16.0,Defensive rebound by S. Curry,,16,39
114,2,11:16.0,Personal foul by C. Andersen (drawn by S. Curry),,16,39
115,2,11:16.0,,T. Thompson enters the game for C. Andersen,16,39
116,2,11:16.0,D. Williams enters the game for J. Gibson,,16,39
117,2,11:06.0,S. Curry makes 2-pt jump shot from 18 ft (assist by D. Williams),,18,39
118,2,10:52.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),18,41
119,2,10:28.0,D. Williams makes 2-pt jump shot from 20 ft,,20,41
120,2,10:22.0,,Turnover by L. James (bad pass),20,41
121,2,10:13.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Williams),,22,41
122,2,9:53.0,,L. James misses 3-pt jump shot from 23 ft,22,41
123,2,9:52.0,Defensive rebound by S. Curry,,22,41
124,2,9:45.0,H. Barnes misses 3-pt jump shot from 26 ft,,22,41
125,2,9:43.0,,Defensive rebound by I. Shumpert,22,41
