,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
0,1,11:43.0,J. Ennis misses 2-pt jump shot from 19 ft,,0,0
1,1,11:42.0,Offensive rebound by W. Baldwin,,0,0
2,1,11:31.0,T. Williams makes 2-pt jump shot from 20 ft,,2,0
3,1,11:08.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by G. Dieng),2,3
4,1,10:51.0,J. Martin misses 2-pt layup from 2 ft (block by G. Dieng),,2,3
5,1,10:49.0,,Defensive rebound by Z. LaVine,2,3
6,1,10:43.0,,Turnover by Z. LaVine (lost ball; steal by W. Baldwin),2,3
7,1,10:36.0,,Violation by K. Towns (def goaltending),2,3
8,1,10:36.0,T. Williams makes 2-pt layup from 1 ft,,4,3
9,1,10:36.0,Shooting foul by G. Dieng (drawn by T. Williams),,4,3
10,1,10:36.0,T. Williams makes free throw 1 of 1,,5,3
11,1,10:28.0,,Personal foul by J. Green (drawn by Z. LaVine),5,3
12,1,10:18.0,,K. Towns makes 2-pt hook shot from 2 ft,5,5
13,1,10:05.0,J. Martin makes 2-pt dunk at rim (assist by W. Baldwin),,7,5
14,1,9:49.0,,A. Wiggins misses 2-pt jump shot from 14 ft,7,5
15,1,9:49.0,Defensive rebound by J. Ennis,,7,5
16,1,9:38.0,Shooting foul by A. Wiggins (drawn by J. Martin),,7,5
17,1,9:38.0,J. Martin misses free throw 1 of 2,,7,5
18,1,9:38.0,Offensive rebound by Team,,7,5
19,1,9:38.0,J. Martin makes free throw 2 of 2,,8,5
20,1,9:22.0,,K. Towns makes 2-pt jump shot from 4 ft,8,7
21,1,9:10.0,Turnover by W. Baldwin (bad pass),,8,7
22,1,9:01.0,,Z. LaVine misses 3-pt jump shot from 24 ft,8,7
23,1,9:00.0,Defensive rebound by J. Ennis,,8,7
24,1,8:53.0,J. Martin misses 3-pt jump shot from 24 ft,,8,7
25,1,8:52.0,,Defensive rebound by K. Dunn,8,7
26,1,8:48.0,,Turnover by K. Dunn (bad pass; steal by W. Baldwin),8,7
27,1,8:41.0,Turnover by T. Williams (bad pass; steal by K. Dunn),,8,7
28,1,8:35.0,,K. Dunn misses 2-pt layup from 2 ft,8,7
29,1,8:34.0,Defensive rebound by W. Baldwin,,8,7
30,1,8:28.0,Turnover by J. Green (bad pass; steal by K. Dunn),,8,7
31,1,8:24.0,,Shooting foul by J. Martin (drawn by Z. LaVine),8,7
32,1,8:24.0,,Z. LaVine makes free throw 1 of 2,8,8
33,1,8:24.0,,Z. LaVine makes free throw 2 of 2,8,9
34,1,8:05.0,Turnover by W. Baldwin (bad pass; steal by G. Dieng),,8,9
35,1,7:56.0,,Turnover by Z. LaVine (lost ball; steal by J. Ennis),8,9
36,1,7:52.0,J. Ennis makes 2-pt dunk at rim,,10,9
37,1,7:32.0,,K. Towns misses 2-pt layup from 1 ft,10,9
38,1,7:31.0,,Offensive rebound by K. Towns,10,9
39,1,7:28.0,,K. Towns misses 2-pt layup from 1 ft,10,9
40,1,7:27.0,,Offensive rebound by K. Dunn,10,9
41,1,7:26.0,,K. Dunn makes 2-pt layup from 2 ft,10,11
42,1,7:09.0,W. Baldwin makes 2-pt jump shot from 21 ft,,12,11
43,1,6:56.0,,A. Wiggins misses 2-pt jump shot from 16 ft,12,11
44,1,6:55.0,Defensive rebound by J. Martin,,12,11
45,1,6:34.0,J. Martin misses 3-pt jump shot from 24 ft,,12,11
46,1,6:33.0,,Defensive rebound by G. Dieng,12,11
47,1,6:15.0,,K. Dunn makes 3-pt jump shot from 25 ft,12,14
48,1,6:08.0,Memphis full timeout,,12,14
49,1,6:08.0,Z. Randolph enters the game for J. Ennis,,12,14
50,1,6:08.0,A. Harrison enters the game for J. Martin,,12,14
51,1,5:57.0,Turnover by J. Green (bad pass),,12,14
52,1,5:44.0,,Turnover by K. Dunn (lost ball; steal by J. Green),12,14
53,1,5:30.0,J. Green misses 3-pt jump shot from 23 ft,,12,14
54,1,5:29.0,,Defensive rebound by Z. LaVine,12,14
55,1,5:19.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by G. Dieng),12,17
56,1,5:00.0,T. Williams makes 2-pt layup at rim,,14,17
57,1,4:42.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),14,19
58,1,4:20.0,J. Green misses 2-pt layup from 1 ft,,14,19
59,1,4:19.0,,Defensive rebound by G. Dieng,14,19
60,1,4:13.0,,Z. LaVine misses 3-pt jump shot from 24 ft,14,19
61,1,4:12.0,Defensive rebound by W. Baldwin,,14,19
62,1,4:08.0,Turnover by W. Baldwin (lost ball; steal by K. Dunn),,14,19
63,1,4:04.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Towns),14,21
64,1,3:54.0,Personal take foul by K. Towns (drawn by A. Harrison),,14,21
65,1,3:54.0,,B. Rush enters the game for Z. LaVine,14,21
66,1,3:54.0,,T. Jones enters the game for K. Dunn,14,21
67,1,3:54.0,V. Carter enters the game for T. Williams,,14,21
68,1,3:50.0,T. Allen enters the game for W. Baldwin,,14,21
69,1,3:41.0,V. Carter misses 3-pt jump shot from 24 ft,,14,21
70,1,3:39.0,Offensive rebound by A. Harrison,,14,21
71,1,3:30.0,Z. Randolph misses 2-pt jump shot from 21 ft,,14,21
72,1,3:29.0,,Defensive rebound by K. Towns,14,21
73,1,3:21.0,,Turnover by G. Dieng (bad pass; steal by A. Harrison),14,21
74,1,3:17.0,Offensive foul by Z. Randolph (drawn by K. Towns),,14,21
75,1,3:17.0,Turnover by Z. Randolph (offensive foul),,14,21
76,1,3:04.0,,K. Towns misses 2-pt jump shot from 9 ft,14,21
77,1,3:03.0,Defensive rebound by V. Carter,,14,21
78,1,2:55.0,A. Harrison misses 2-pt layup from 1 ft,,14,21
79,1,2:54.0,,Defensive rebound by K. Towns,14,21
80,1,2:48.0,,G. Dieng makes 2-pt layup from 1 ft (assist by B. Rush),14,23
81,1,2:40.0,Memphis full timeout,,14,23
82,1,2:40.0,,Minnesota full timeout,14,23
83,1,2:40.0,J. Ennis enters the game for J. Green,,14,23
84,1,2:28.0,Turnover by A. Harrison (traveling),,14,23
85,1,2:05.0,,K. Towns makes 2-pt jump shot from 18 ft,14,25
86,1,1:55.0,A. Harrison misses 2-pt layup from 3 ft,,14,25
87,1,1:54.0,,Defensive rebound by K. Towns,14,25
88,1,1:48.0,,Shooting foul by Z. Randolph (drawn by K. Towns),14,25
89,1,1:48.0,,K. Towns makes free throw 1 of 2,14,26
90,1,1:48.0,,K. Towns misses free throw 2 of 2,14,26
91,1,1:48.0,Defensive rebound by J. Ennis,,14,26
92,1,1:29.0,T. Allen misses 2-pt jump shot from 7 ft (block by B. Rush),,14,26
93,1,1:28.0,Offensive rebound by T. Allen,,14,26
94,1,1:25.0,T. Allen misses 2-pt hook shot from 5 ft,,14,26
95,1,1:23.0,Offensive rebound by T. Allen,,14,26
