,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
0,1,11:39.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,3,0
1,1,11:32.0,,Turnover by T. Ariza (lost ball; steal by C. Parsons),3,0
2,1,11:15.0,Turnover by M. Gasol (bad pass; steal by T. Ariza),,3,0
3,1,11:10.0,,Turnover by J. Harden (bad pass; steal by M. Gasol),3,0
4,1,11:06.0,Shooting foul by R. Anderson (drawn by C. Parsons),,3,0
5,1,11:06.0,C. Parsons makes free throw 1 of 2,,4,0
6,1,11:06.0,C. Parsons makes free throw 2 of 2,,5,0
7,1,10:54.0,,R. Anderson makes 2-pt hook shot from 6 ft,5,2
8,1,10:37.0,C. Parsons misses 3-pt jump shot from 27 ft,,5,2
9,1,10:36.0,,Defensive rebound by M. Harrell,5,2
10,1,10:26.0,,R. Anderson misses 3-pt jump shot from 28 ft,5,2
11,1,10:24.0,Defensive rebound by T. Allen,,5,2
12,1,10:14.0,Shooting foul by R. Anderson (drawn by T. Allen),,5,2
13,1,10:14.0,T. Allen makes free throw 1 of 2,,6,2
14,1,10:14.0,,E. Gordon enters the game for R. Anderson,6,2
15,1,10:14.0,T. Allen makes free throw 2 of 2,,7,2
16,1,10:04.0,,Personal foul by J. Green (drawn by E. Gordon),7,2
17,1,9:57.0,,P. Beverley makes 2-pt jump shot from 3 ft (assist by J. Harden),7,4
18,1,9:45.0,J. Green makes 2-pt jump shot from 20 ft (assist by T. Allen),,9,4
19,1,9:36.0,,J. Harden makes 3-pt jump shot from 24 ft,9,7
20,1,9:17.0,M. Gasol makes 2-pt jump shot from 7 ft,,11,7
21,1,9:06.0,,E. Gordon makes 2-pt layup from 2 ft,11,9
22,1,8:56.0,Turnover by M. Conley (bad pass; steal by M. Harrell),,11,9
23,1,8:44.0,,P. Beverley misses 3-pt jump shot from 23 ft,11,9
24,1,8:44.0,,Offensive rebound by Team,11,9
25,1,8:44.0,Loose ball foul by C. Parsons (drawn by M. Harrell),,11,9
26,1,8:39.0,,P. Beverley makes 2-pt layup from 2 ft (assist by M. Harrell),11,11
27,1,8:17.0,,Offensive charge foul by T. Allen (drawn by J. Harden),11,11
28,1,8:17.0,Turnover by T. Allen (offensive foul),,11,11
29,1,8:07.0,,Shooting foul by T. Allen (drawn by J. Harden),11,11
30,1,8:07.0,,J. Harden makes free throw 1 of 3,11,12
31,1,8:07.0,,J. Harden misses free throw 2 of 3,11,12
32,1,8:07.0,,Offensive rebound by Team,11,12
33,1,8:07.0,,J. Harden makes free throw 3 of 3,11,13
34,1,8:04.0,Memphis full timeout,,11,13
35,1,8:04.0,,R. Anderson enters the game for E. Gordon,11,13
36,1,7:42.0,T. Allen makes 2-pt jump shot from 15 ft (assist by C. Parsons),,13,13
37,1,7:23.0,,T. Ariza makes 2-pt jump shot from 17 ft,13,15
38,1,6:58.0,C. Parsons misses 2-pt jump shot from 18 ft,,13,15
