,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
30,1,5:55.0,D. Lillard misses 3-pt jump shot from 26 ft,,10,19
31,1,5:55.0,,Defensive rebound by Team,10,19
32,1,5:55.0,E. Turner enters the game for N. Vonleh,,10,19
33,1,5:55.0,A. Crabbe enters the game for C. McCollum,,10,19
34,1,5:49.0,,Personal foul by E. Turner (drawn by C. Paul),10,19
35,1,5:38.0,,C. Paul misses 3-pt jump shot from 27 ft,10,19
36,1,5:37.0,Defensive rebound by M. Harkless,,10,19
37,1,5:30.0,Personal foul by L. Mbah a Moute (drawn by D. Lillard),,10,19
38,1,5:20.0,M. Plumlee misses 2-pt jump shot from 5 ft,,10,19
39,1,5:17.0,,Defensive rebound by C. Paul,10,19
40,1,5:09.0,,D. Jordan makes 2-pt layup from 3 ft (assist by C. Paul),10,21
41,1,5:02.0,,Violation by C. Paul (kicked ball),10,21
42,1,4:55.0,M. Plumlee misses 2-pt jump shot from 12 ft,,10,21
43,1,4:51.0,,Defensive rebound by B. Griffin,10,21
44,1,4:44.0,,B. Griffin misses 2-pt layup from 3 ft,10,21
45,1,4:43.0,,Offensive rebound by B. Griffin,10,21
46,1,4:43.0,,B. Griffin misses 2-pt layup from 3 ft,10,21
47,1,4:40.0,,Offensive rebound by B. Griffin,10,21
48,1,4:40.0,,B. Griffin makes 2-pt layup from 2 ft,10,23
49,1,4:39.0,,Violation by Team (jump ball),10,23
50,1,4:21.0,M. Harkless misses 3-pt jump shot from 24 ft,,10,23
51,1,4:20.0,,Defensive rebound by C. Paul,10,23
52,1,4:14.0,,C. Paul makes 2-pt jump shot from 9 ft,10,25
53,1,4:14.0,Portland full timeout,,10,25
54,1,4:14.0,M. Leonard enters the game for M. Harkless,,10,25
55,1,4:14.0,E. Davis enters the game for M. Plumlee,,10,25
56,1,3:56.0,Turnover by D. Lillard (bad pass),,10,25
57,1,3:50.0,,Shooting foul by E. Davis (drawn by B. Griffin),10,25
58,1,3:50.0,,B. Griffin misses free throw 1 of 2,10,25
59,1,3:50.0,,Offensive rebound by Team,10,25
60,1,3:50.0,,B. Griffin makes free throw 2 of 2,10,26
61,1,3:36.0,E. Turner makes 2-pt jump shot from 14 ft,,12,26
62,1,3:26.0,,B. Griffin misses 2-pt hook shot from 4 ft,12,26
63,1,3:24.0,,Offensive rebound by B. Griffin,12,26
64,1,3:16.0,,Shooting foul by E. Davis (drawn by D. Jordan),12,26
65,1,3:16.0,,D. Jordan makes free throw 1 of 2,12,27
66,1,3:16.0,,J. Crawford enters the game for C. Paul,12,27
67,1,3:16.0,,D. Jordan makes free throw 2 of 2,12,28
68,1,3:03.0,D. Lillard misses 2-pt layup from 2 ft,,12,28
69,1,3:03.0,,Defensive rebound by B. Griffin,12,28
70,1,3:03.0,,LA Clippers full timeout,12,28
71,1,3:02.0,,Personal take foul by M. Leonard (drawn by D. Jordan),12,28
72,1,3:02.0,,D. Jordan makes free throw 1 of 2,12,29
73,1,3:02.0,,D. Jordan misses free throw 2 of 2,12,29
74,1,3:00.0,Defensive rebound by M. Leonard,,12,29
75,1,2:45.0,Shooting foul by A. Rivers (drawn by D. Lillard),,12,29
76,1,2:45.0,D. Lillard makes free throw 1 of 2,,13,29
77,1,2:45.0,,M. Speights enters the game for D. Jordan,13,29
78,1,2:45.0,D. Lillard makes free throw 2 of 2,,14,29
79,1,2:34.0,,Shooting foul by E. Davis (drawn by B. Griffin),14,29
80,1,2:34.0,,B. Griffin makes free throw 1 of 2,14,30
81,1,2:34.0,N. Vonleh enters the game for E. Davis,,14,30
82,1,2:34.0,,R. Felton enters the game for L. Mbah a Moute,14,30
83,1,2:34.0,,B. Griffin makes free throw 2 of 2,14,31
84,1,2:16.0,E. Turner misses 2-pt layup from 3 ft (block by M. Speights),,14,31
85,1,2:16.0,Offensive rebound by Team,,14,31
86,1,2:14.0,Turnover by M. Leonard (offensive foul),,14,31
87,1,2:14.0,Offensive foul by M. Leonard (drawn by B. Griffin),,14,31
88,1,1:57.0,,B. Griffin makes 2-pt hook shot from 6 ft,14,33
89,1,1:45.0,M. Leonard misses 3-pt jump shot from 25 ft,,14,33
90,1,1:44.0,,Defensive rebound by A. Rivers,14,33
91,1,1:35.0,,A. Rivers misses 2-pt layup from 2 ft,14,33
92,1,1:33.0,Defensive rebound by N. Vonleh,,14,33
93,1,1:28.0,E. Turner misses 2-pt jump shot from 19 ft,,14,33
94,1,1:25.0,Offensive rebound by E. Turner,,14,33
95,1,1:24.0,N. Vonleh makes 2-pt layup from 1 ft (assist by E. Turner),,16,33
96,1,1:04.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by M. Speights),16,36
97,1,0:52.0,D. Lillard misses 3-pt jump shot from 26 ft,,16,36
98,1,0:50.0,Offensive rebound by N. Vonleh,,16,36
99,1,0:46.0,N. Vonleh misses 2-pt hook shot from 4 ft,,16,36
100,1,0:43.0,,Defensive rebound by M. Speights,16,36
101,1,0:25.0,,B. Griffin misses 3-pt jump shot from 27 ft,16,36
102,1,0:24.0,Defensive rebound by M. Leonard,,16,36
103,1,0:22.0,Turnover by M. Leonard (bad pass; steal by J. Crawford),,16,36
104,1,0:03.0,,J. Crawford misses 3-pt jump shot from 27 ft,16,36
105,1,0:02.0,Defensive rebound by A. Crabbe,,16,36
106,1,0:01.0,Turnover by A. Crabbe (lost ball; steal by M. Speights),,16,36
107,1,0:01.0,,A. Rivers misses 2-pt jump shot from 19 ft,16,36
108,1,0:00.0,,Offensive rebound by Team,16,36
109,2,11:39.0,N. Vonleh misses 2-pt hook shot from 7 ft,,16,36
110,2,11:37.0,,Defensive rebound by M. Speights,16,36
111,2,11:14.0,,W. Johnson makes 3-pt jump shot from 24 ft (assist by A. Rivers),16,39
112,2,11:02.0,N. Vonleh misses 2-pt hook shot from 7 ft,,16,39
113,2,11:00.0,,Defensive rebound by M. Speights,16,39
114,2,10:50.0,,R. Felton misses 3-pt jump shot from 26 ft,16,39
115,2,10:49.0,Defensive rebound by C. McCollum,,16,39
116,2,10:39.0,C. McCollum misses 2-pt jump shot from 16 ft,,16,39
117,2,10:37.0,,Defensive rebound by M. Speights,16,39
118,2,10:29.0,,J. Crawford makes 2-pt jump shot from 20 ft,16,41
119,2,10:12.0,N. Vonleh misses 3-pt jump shot from 25 ft,,16,41
120,2,10:11.0,,Defensive rebound by W. Johnson,16,41
121,2,10:06.0,,A. Rivers makes 2-pt layup from 3 ft,16,43
122,2,10:06.0,,Shooting foul by N. Vonleh (drawn by A. Rivers),16,43
123,2,10:06.0,Portland full timeout,,16,43
124,2,10:06.0,S. Napier enters the game for N. Vonleh,,16,43
125,2,10:06.0,,A. Rivers makes free throw 1 of 1,16,44
126,2,9:54.0,C. McCollum makes 2-pt layup from 4 ft,,18,44
127,2,9:38.0,,M. Speights misses 2-pt jump shot from 4 ft,18,44
128,2,9:37.0,,Offensive rebound by M. Speights,18,44
129,2,9:37.0,,Shooting foul by E. Turner (drawn by M. Speights),18,44
130,2,9:37.0,,M. Speights makes free throw 1 of 2,18,45
131,2,9:37.0,,M. Speights makes free throw 2 of 2,18,46
132,2,9:21.0,S. Napier misses 3-pt jump shot from 26 ft,,18,46
133,2,9:20.0,,Defensive rebound by J. Crawford,18,46
134,2,9:14.0,,M. Speights makes 2-pt layup from 4 ft (assist by J. Crawford),18,48
135,2,9:06.0,M. Leonard misses 3-pt jump shot from 25 ft,,18,48
136,2,9:04.0,,Defensive rebound by W. Johnson,18,48
137,2,8:41.0,,A. Rivers misses 3-pt jump shot from 27 ft,18,48
138,2,8:40.0,Defensive rebound by S. Napier,,18,48
139,2,8:30.0,Turnover by M. Leonard (3 sec),,18,48
140,2,8:11.0,,J. Crawford misses 3-pt jump shot from 27 ft,18,48
141,2,8:10.0,Defensive rebound by C. McCollum,,18,48
142,2,8:05.0,Turnover by C. McCollum (bad pass; steal by W. Johnson),,18,48
143,2,8:03.0,,Turnover by W. Johnson (bad pass; steal by S. Napier),18,48
144,2,7:58.0,C. McCollum misses 3-pt jump shot from 27 ft,,18,48
145,2,7:56.0,,Defensive rebound by M. Speights,18,48
146,2,7:42.0,,W. Johnson makes 2-pt layup from 1 ft (assist by R. Felton),18,50
147,2,7:42.0,Portland full timeout,,18,50
148,2,7:42.0,M. Plumlee enters the game for A. Crabbe,,18,50
149,2,7:42.0,D. Lillard enters the game for M. Leonard,,18,50
150,2,7:25.0,M. Plumlee misses 2-pt layup from 2 ft (block by M. Speights),,18,50
151,2,7:24.0,Offensive rebound by M. Plumlee,,18,50
152,2,7:24.0,Shooting foul by W. Johnson (drawn by M. Plumlee),,18,50
153,2,7:24.0,M. Plumlee makes free throw 1 of 2,,19,50
154,2,7:24.0,M. Plumlee makes free throw 2 of 2,,20,50
155,2,7:00.0,,M. Speights misses 2-pt hook shot from 4 ft,20,50
156,2,6:57.0,,Offensive rebound by W. Johnson,20,50
157,2,6:51.0,,Turnover by M. Speights (bad pass; steal by C. McCollum),20,50
158,2,6:46.0,C. McCollum makes 2-pt layup from 4 ft (assist by S. Napier),,22,50
159,2,6:38.0,,Personal foul by C. McCollum (drawn by J. Crawford),22,50
160,2,6:38.0,,J. Redick enters the game for A. Rivers,22,50
161,2,6:38.0,,D. Jordan enters the game for M. Speights,22,50
162,2,6:38.0,,C. Paul enters the game for R. Felton,22,50
163,2,6:32.0,,C. Paul makes 2-pt jump shot from 8 ft,22,52
164,2,6:15.0,Turnover by C. McCollum (lost ball),,22,52
165,2,6:15.0,,B. Griffin enters the game for W. Johnson,22,52
166,2,5:57.0,,J. Crawford misses 3-pt jump shot from 27 ft,22,52
167,2,5:56.0,Defensive rebound by E. Turner,,22,52
168,2,5:51.0,,L. Mbah a Moute enters the game for J. Crawford,22,52
169,2,5:51.0,M. Harkless enters the game for E. Turner,,22,52
170,2,5:36.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,25,52
171,2,5:07.0,,C. Paul misses 2-pt jump shot from 5 ft,25,52
172,2,5:03.0,,Offensive rebound by D. Jordan,25,52
173,2,5:03.0,,D. Jordan misses 2-pt layup from 3 ft,25,52
174,2,5:03.0,Defensive rebound by S. Napier,,25,52
175,2,4:54.0,S. Napier misses 2-pt jump shot from 10 ft,,25,52
176,2,4:52.0,,Defensive rebound by B. Griffin,25,52
177,2,4:42.0,,Shooting foul by D. Lillard (drawn by B. Griffin),25,52
178,2,4:42.0,,B. Griffin makes free throw 1 of 2,25,53
179,2,4:42.0,A. Crabbe enters the game for S. Napier,,25,53
180,2,4:42.0,,B. Griffin makes free throw 2 of 2,25,54
181,2,4:24.0,Turnover by D. Lillard (bad pass; steal by C. Paul),,25,54
182,2,4:17.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,25,54
183,2,4:15.0,,Offensive rebound by D. Jordan,25,54
184,2,4:15.0,,Shooting foul by M. Plumlee (drawn by D. Jordan),25,54
185,2,4:15.0,,D. Jordan misses free throw 1 of 2,25,54
186,2,4:15.0,,Offensive rebound by Team,25,54
187,2,4:15.0,,D. Jordan misses free throw 2 of 2,25,54
188,2,4:14.0,Defensive rebound by M. Harkless,,25,54
189,2,4:05.0,D. Lillard misses 2-pt jump shot from 3 ft,,25,54
190,2,4:02.0,,Defensive rebound by D. Jordan,25,54
191,2,3:56.0,,C. Paul makes 3-pt jump shot from 26 ft,25,57
192,2,3:32.0,A. Crabbe makes 2-pt jump shot from 7 ft (assist by M. Harkless),,27,57
193,2,3:13.0,,Personal foul by C. McCollum (drawn by J. Redick),27,57
194,2,3:13.0,,J. Redick misses free throw 1 of 2,27,57
195,2,3:13.0,,Offensive rebound by Team,27,57
196,2,3:13.0,,J. Redick makes free throw 2 of 2,27,58
197,2,2:51.0,A. Crabbe makes 2-pt jump shot from 4 ft (assist by M. Plumlee),,29,58
198,2,2:29.0,,C. Paul misses 2-pt jump shot from 7 ft,29,58
199,2,2:29.0,Defensive rebound by Team,,29,58
200,2,2:29.0,,Loose ball foul by D. Jordan (drawn by M. Plumlee),29,58
201,2,2:29.0,Official timeout,,29,58
202,2,2:10.0,M. Plumlee misses 2-pt jump shot from 18 ft,,29,58
203,2,2:08.0,Offensive rebound by C. McCollum,,29,58
204,2,2:03.0,A. Crabbe misses 2-pt jump shot from 7 ft,,29,58
205,2,2:00.0,,Defensive rebound by D. Jordan,29,58
206,2,1:44.0,,B. Griffin misses 2-pt hook shot from 4 ft,29,58
207,2,1:40.0,Defensive rebound by M. Harkless,,29,58
208,2,1:35.0,A. Crabbe misses 3-pt jump shot from 25 ft,,29,58
209,2,1:34.0,,Defensive rebound by J. Redick,29,58
210,2,1:29.0,,LA Clippers full timeout,29,58
211,2,1:19.0,,C. Paul misses 2-pt layup from 3 ft,29,58
212,2,1:16.0,,Offensive rebound by L. Mbah a Moute,29,58
213,2,1:11.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by D. Jordan),29,60
214,2,0:56.0,Shooting foul by L. Mbah a Moute (drawn by D. Lillard),,29,60
215,2,0:56.0,D. Lillard makes free throw 1 of 3,,30,60
216,2,0:56.0,D. Lillard makes free throw 2 of 3,,31,60
217,2,0:56.0,D. Lillard makes free throw 3 of 3,,32,60
218,2,0:42.0,,J. Redick misses 2-pt jump shot from 13 ft,32,60
219,2,0:40.0,Defensive rebound by C. McCollum,,32,60
220,2,0:30.0,M. Plumlee misses 2-pt jump shot from 18 ft,,32,60
221,2,0:29.0,,Defensive rebound by C. Paul,32,60
222,2,0:07.0,,C. Paul misses 3-pt jump shot from 26 ft,32,60
223,2,0:06.0,,Offensive rebound by Team,32,60
224,2,0:06.0,,LA Clippers full timeout,32,60
225,2,0:06.0,S. Napier enters the game for C. McCollum,,32,60
226,2,0:06.0,,J. Crawford enters the game for L. Mbah a Moute,32,60
227,2,0:04.0,,Shooting foul by M. Harkless (drawn by B. Griffin),32,60
228,2,0:04.0,,B. Griffin makes free throw 1 of 2,32,61
229,2,0:04.0,,B. Griffin misses free throw 2 of 2,32,61
230,2,0:04.0,,L. Mbah a Moute enters the game for J. Crawford,32,61
231,2,0:04.0,,A. Rivers enters the game for J. Redick,32,61
232,2,0:04.0,M. Leonard enters the game for M. Harkless,,32,61
233,2,0:04.0,C. McCollum enters the game for S. Napier,,32,61
234,2,0:03.0,,Offensive rebound by D. Jordan,32,61
235,2,0:03.0,,D. Jordan misses 2-pt layup from 3 ft,32,61
236,2,0:02.0,Defensive rebound by M. Plumlee,,32,61
237,2,0:01.0,M. Plumlee misses 3-pt jump shot from 62 ft,,32,61
238,2,0:00.0,Offensive rebound by Team,,32,61
239,3,11:37.0,C. McCollum misses 2-pt jump shot from 5 ft,,32,61
240,3,11:34.0,,Defensive rebound by L. Mbah a Moute,32,61
241,3,11:31.0,,Shooting foul by M. Plumlee (drawn by D. Jordan),32,61
242,3,11:31.0,,D. Jordan makes free throw 1 of 2,32,62
243,3,11:31.0,,D. Jordan misses free throw 2 of 2,32,62
244,3,11:28.0,Defensive rebound by E. Turner,,32,62
245,3,11:14.0,E. Turner makes 2-pt jump shot from 14 ft,,34,62
246,3,11:14.0,Shooting foul by C. Paul (drawn by E. Turner),,34,62
247,3,11:14.0,E. Turner makes free throw 1 of 1,,35,62
248,3,10:59.0,,J. Redick makes 2-pt jump shot from 7 ft (assist by C. Paul),35,64
249,3,10:45.0,M. Plumlee misses 2-pt jump shot from 6 ft (block by D. Jordan),,35,64
250,3,10:43.0,,Defensive rebound by B. Griffin,35,64
251,3,10:37.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by B. Griffin),35,67
252,3,10:21.0,M. Plumlee misses 2-pt layup from 4 ft,,35,67
253,3,10:17.0,,Defensive rebound by B. Griffin,35,67
254,3,10:15.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),35,69
255,3,9:57.0,E. Turner misses 3-pt jump shot from 26 ft,,35,69
256,3,9:56.0,,Defensive rebound by D. Jordan,35,69
257,3,9:45.0,,C. Paul makes 2-pt jump shot from 12 ft,35,71
258,3,9:43.0,Portland full timeout,,35,71
259,3,9:31.0,,Violation by D. Jordan (kicked ball),35,71
260,3,9:20.0,E. Turner misses 3-pt jump shot from 26 ft,,35,71
261,3,9:19.0,,Defensive rebound by L. Mbah a Moute,35,71
262,3,9:10.0,,Personal foul by E. Turner (drawn by C. Paul),35,71
263,3,8:57.0,,Shooting foul by C. McCollum (drawn by J. Redick),35,71
264,3,8:57.0,,J. Redick makes free throw 1 of 2,35,72
265,3,8:57.0,,J. Redick makes free throw 2 of 2,35,73
266,3,8:39.0,C. McCollum misses 2-pt layup from 3 ft,,35,73
267,3,8:37.0,Offensive rebound by M. Plumlee,,35,73
268,3,8:35.0,Turnover by M. Plumlee (lost ball; steal by J. Redick),,35,73
269,3,8:20.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by B. Griffin),35,76
270,3,8:09.0,D. Lillard misses 3-pt jump shot from 27 ft,,35,76
271,3,8:09.0,,Defensive rebound by Team,35,76
272,3,8:02.0,,C. Paul misses 2-pt jump shot from 13 ft,35,76
273,3,7:58.0,Defensive rebound by M. Plumlee,,35,76
274,3,7:47.0,M. Plumlee misses 2-pt jump shot from 19 ft,,35,76
275,3,7:45.0,,Defensive rebound by B. Griffin,35,76
276,3,7:36.0,,B. Griffin makes 2-pt jump shot from 14 ft,35,78
277,3,7:16.0,M. Plumlee misses 2-pt jump shot from 5 ft (block by B. Griffin),,35,78
278,3,7:14.0,,Defensive rebound by L. Mbah a Moute,35,78
279,3,7:12.0,,Shooting foul by D. Lillard (drawn by L. Mbah a Moute),35,78
280,3,7:12.0,,L. Mbah a Moute misses free throw 1 of 2,35,78
281,3,7:12.0,,Offensive rebound by Team,35,78
282,3,7:12.0,,L. Mbah a Moute misses free throw 2 of 2,35,78
283,3,7:12.0,M. Leonard enters the game for M. Plumlee,,35,78
284,3,7:09.0,Defensive rebound by E. Turner,,35,78
285,3,7:01.0,D. Lillard misses 2-pt jump shot from 18 ft,,35,78
286,3,7:00.0,,Defensive rebound by B. Griffin,35,78
287,3,6:43.0,,Turnover by D. Jordan (3 sec),35,78
288,3,6:43.0,,Technical foul by D. Jordan,35,78
289,3,6:43.0,D. Lillard makes technical free throw,,36,78
290,3,6:32.0,C. McCollum misses 3-pt jump shot from 27 ft,,36,78
291,3,6:31.0,,Defensive rebound by B. Griffin,36,78
292,3,6:22.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),36,80
293,3,6:12.0,C. McCollum misses 2-pt layup from 2 ft,,36,80
294,3,6:11.0,,Defensive rebound by D. Jordan,36,80
295,3,6:00.0,,J. Redick misses 3-pt jump shot from 23 ft,36,80
296,3,5:59.0,Defensive rebound by D. Lillard,,36,80
297,3,5:51.0,D. Lillard misses 2-pt jump shot from 19 ft,,36,80
298,3,5:49.0,Offensive rebound by E. Turner,,36,80
299,3,5:46.0,C. McCollum misses 2-pt layup from 1 ft (block by D. Jordan),,36,80
300,3,5:46.0,Offensive rebound by Team,,36,80
301,3,5:43.0,M. Leonard makes 2-pt jump shot from 15 ft (assist by E. Turner),,38,80
302,3,5:25.0,,B. Griffin misses 2-pt dunk at rim,38,80
303,3,5:23.0,Defensive rebound by M. Harkless,,38,80
304,3,5:20.0,E. Turner misses 2-pt layup from 3 ft (block by D. Jordan),,38,80
305,3,5:18.0,Offensive rebound by E. Turner,,38,80
306,3,5:17.0,E. Turner makes 2-pt layup from 3 ft,,40,80
307,3,5:16.0,Violation by Team (jump ball),,40,80
308,3,4:57.0,,C. Paul misses 3-pt jump shot from 26 ft,40,80
309,3,4:56.0,,Offensive rebound by C. Paul,40,80
310,3,4:50.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),40,82
311,3,4:39.0,M. Harkless makes 3-pt jump shot from 26 ft (assist by D. Lillard),,43,82
312,3,4:29.0,,Personal foul by E. Turner (drawn by C. Paul),43,82
313,3,4:29.0,,C. Paul makes free throw 1 of 2,43,83
314,3,4:29.0,,C. Paul makes free throw 2 of 2,43,84
315,3,4:21.0,D. Lillard misses 2-pt layup from 2 ft,,43,84
316,3,4:19.0,,Defensive rebound by L. Mbah a Moute,43,84
317,3,4:10.0,,D. Jordan misses 2-pt layup from 2 ft (block by M. Leonard),43,84
318,3,4:10.0,Defensive rebound by M. Leonard,,43,84
319,3,4:10.0,Personal take foul by D. Jordan (drawn by M. Leonard),,43,84
320,3,3:58.0,Turnover by M. Harkless (bad pass; steal by B. Griffin),,43,84
321,3,3:55.0,,B. Griffin makes 2-pt layup from 1 ft,43,86
322,3,3:55.0,,Shooting foul by D. Lillard (drawn by B. Griffin),43,86
323,3,3:55.0,Portland full timeout,,43,86
324,3,3:55.0,S. Napier enters the game for M. Harkless,,43,86
325,3,3:55.0,A. Crabbe enters the game for C. McCollum,,43,86
326,3,3:55.0,N. Vonleh enters the game for D. Lillard,,43,86
327,3,3:55.0,J. Layman enters the game for E. Turner,,43,86
328,3,3:55.0,,B. Griffin makes free throw 1 of 1,43,87
329,3,3:54.0,Personal take foul by C. Paul (drawn by S. Napier),,43,87
330,3,3:54.0,,W. Johnson enters the game for L. Mbah a Moute,43,87
331,3,3:54.0,,R. Felton enters the game for B. Griffin,43,87
332,3,3:54.0,,J. Crawford enters the game for D. Jordan,43,87
333,3,3:54.0,,M. Speights enters the game for J. Redick,43,87
334,3,3:54.0,,A. Rivers enters the game for C. Paul,43,87
335,3,3:31.0,N. Vonleh misses 2-pt jump shot from 6 ft (block by W. Johnson),,43,87
336,3,3:29.0,Offensive rebound by M. Leonard,,43,87
337,3,3:29.0,M. Leonard makes 2-pt layup from 1 ft,,45,87
338,3,3:08.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by A. Rivers),45,90
339,3,3:01.0,Turnover by M. Leonard (bad pass; steal by R. Felton),,45,90
340,3,2:48.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by J. Crawford),45,93
341,3,2:23.0,M. Leonard misses 2-pt hook shot from 16 ft,,45,93
342,3,2:19.0,,Defensive rebound by M. Speights,45,93
343,3,2:14.0,,W. Johnson misses 3-pt jump shot from 25 ft,45,93
344,3,2:12.0,Defensive rebound by N. Vonleh,,45,93
345,3,2:03.0,A. Crabbe makes 2-pt jump shot from 17 ft (assist by J. Layman),,47,93
346,3,1:36.0,,M. Speights misses 2-pt hook shot from 5 ft,47,93
347,3,1:34.0,Defensive rebound by M. Leonard,,47,93
348,3,1:25.0,J. Layman makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,50,93
349,3,1:03.0,,R. Felton misses 3-pt jump shot from 26 ft,50,93
350,3,1:02.0,Defensive rebound by A. Crabbe,,50,93
351,3,0:45.0,S. Napier misses 3-pt jump shot from 26 ft,,50,93
352,3,0:43.0,,Defensive rebound by M. Speights,50,93
353,3,0:36.0,,J. Crawford misses 2-pt jump shot from 18 ft,50,93
354,3,0:34.0,Defensive rebound by M. Leonard,,50,93
355,3,0:22.0,S. Napier misses 3-pt jump shot from 27 ft,,50,93
356,3,0:21.0,Offensive rebound by N. Vonleh,,50,93
357,3,0:18.0,N. Vonleh misses 2-pt hook shot from 3 ft,,50,93
358,3,0:16.0,,Defensive rebound by W. Johnson,50,93
359,4,11:42.0,,M. Speights misses 3-pt jump shot from 25 ft,50,93
360,4,11:42.0,Defensive rebound by N. Vonleh,,50,93
361,4,11:34.0,S. Napier misses 3-pt jump shot from 24 ft,,50,93
362,4,11:33.0,Offensive rebound by M. Leonard,,50,93
363,4,11:31.0,M. Leonard makes 2-pt hook shot from 4 ft,,52,93
364,4,11:17.0,,M. Speights makes 3-pt jump shot from 25 ft (assist by A. Rivers),52,96
365,4,10:58.0,M. Leonard misses 2-pt jump shot from 18 ft,,52,96
366,4,10:56.0,,Defensive rebound by W. Johnson,52,96
367,4,10:51.0,,M. Speights misses 3-pt jump shot from 26 ft,52,96
368,4,10:49.0,,Offensive rebound by W. Johnson,52,96
369,4,10:43.0,,A. Rivers misses 3-pt jump shot from 27 ft,52,96
370,4,10:42.0,Defensive rebound by N. Vonleh,,52,96
371,4,10:33.0,S. Napier makes 2-pt layup from 2 ft (assist by N. Vonleh),,54,96
372,4,10:17.0,,W. Johnson misses 3-pt jump shot from 26 ft,54,96
373,4,10:16.0,Defensive rebound by J. Layman,,54,96
374,4,10:05.0,N. Vonleh makes 3-pt jump shot from 27 ft (assist by J. Layman),,57,96
375,4,9:44.0,,M. Speights makes 2-pt layup from 2 ft (assist by A. Rivers),57,98
376,4,9:32.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),,60,98
377,4,9:16.0,,J. Crawford misses 3-pt jump shot from 28 ft,60,98
378,4,9:15.0,Defensive rebound by M. Leonard,,60,98
379,4,9:10.0,S. Napier makes 2-pt jump shot from 8 ft,,62,98
380,4,9:10.0,Shooting foul by J. Crawford (drawn by S. Napier),,62,98
381,4,9:10.0,S. Napier misses free throw 1 of 1,,62,98
382,4,9:10.0,,B. Bass enters the game for M. Speights,62,98
383,4,9:10.0,,A. Anderson enters the game for W. Johnson,62,98
384,4,9:08.0,,Defensive rebound by A. Rivers,62,98
385,4,8:55.0,,A. Anderson misses 2-pt jump shot from 3 ft,62,98
386,4,8:51.0,,Offensive rebound by A. Anderson,62,98
387,4,8:40.0,,B. Bass misses 2-pt jump shot from 11 ft,62,98
