,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
36,1,6:19.0,A. Drummond misses 2-pt hook shot from 8 ft,,14,12
37,1,6:18.0,,Defensive rebound by M. Plumlee,14,12
38,1,6:00.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),14,15
39,1,5:45.0,Turnover by K. Caldwell-Pope (bad pass),,14,15
40,1,5:45.0,,Portland full timeout,14,15
41,1,5:45.0,T. Harris enters the game for J. Leuer,,14,15
42,1,5:32.0,,C. McCollum makes 2-pt jump shot from 5 ft,14,17
43,1,5:12.0,A. Drummond makes 2-pt hook shot from 9 ft,,16,17
44,1,4:54.0,,Shooting foul by M. Morris (drawn by M. Harkless),16,17
45,1,4:54.0,,M. Harkless makes free throw 1 of 2,16,18
46,1,4:54.0,,M. Harkless misses free throw 2 of 2,16,18
47,1,4:54.0,,A. Crabbe enters the game for C. McCollum,16,18
48,1,4:54.0,,E. Turner enters the game for A. Aminu,16,18
49,1,4:52.0,Defensive rebound by A. Drummond,,16,18
50,1,4:38.0,T. Harris makes 2-pt jump shot from 10 ft (assist by K. Caldwell-Pope),,18,18
51,1,4:20.0,,Def 3 sec tech foul by T. Harris,18,18
52,1,4:20.0,,D. Lillard makes technical free throw,18,19
53,1,4:19.0,,Turnover by E. Turner (bad pass; steal by K. Caldwell-Pope),18,19
54,1,4:15.0,K. Caldwell-Pope makes 2-pt dunk at rim,,20,19
55,1,4:01.0,,M. Plumlee misses 2-pt layup from 1 ft,20,19
56,1,4:01.0,Defensive rebound by T. Harris,,20,19
57,1,3:53.0,M. Morris misses 3-pt jump shot from 25 ft,,20,19
58,1,3:52.0,,Defensive rebound by E. Turner,20,19
59,1,3:39.0,,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),20,21
60,1,3:26.0,T. Harris makes 2-pt jump shot from 7 ft,,22,21
61,1,3:13.0,,Turnover by D. Lillard (bad pass; steal by K. Caldwell-Pope),22,21
62,1,2:58.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by I. Smith),,24,21
63,1,2:38.0,,Shooting foul by A. Drummond (drawn by M. Plumlee),24,21
64,1,2:38.0,Detroit full timeout,,24,21
65,1,2:38.0,,M. Plumlee misses free throw 1 of 2,24,21
66,1,2:38.0,,Offensive rebound by Team,24,21
67,1,2:38.0,,M. Plumlee misses free throw 2 of 2,24,21
68,1,2:37.0,,Offensive rebound by M. Plumlee,24,21
69,1,2:34.0,,Shooting foul by T. Harris (drawn by M. Harkless),24,21
70,1,2:34.0,,M. Harkless misses free throw 1 of 2,24,21
71,1,2:34.0,,Offensive rebound by Team,24,21
72,1,2:34.0,,M. Harkless makes free throw 2 of 2,24,22
73,1,2:21.0,T. Harris misses 2-pt jump shot from 22 ft,,24,22
74,1,2:20.0,,Defensive rebound by M. Harkless,24,22
75,1,2:07.0,,E. Turner makes 2-pt jump shot from 16 ft,24,24
76,1,1:52.0,I. Smith makes 2-pt jump shot from 19 ft,,26,24
77,1,1:24.0,,M. Plumlee makes 2-pt hook shot from 3 ft (assist by E. Turner),26,26
78,1,1:09.0,I. Smith makes 2-pt jump shot from 8 ft,,28,26
79,1,0:54.0,,Shooting foul by I. Smith (drawn by D. Lillard),28,26
80,1,0:54.0,,D. Lillard misses free throw 1 of 3,28,26
81,1,0:54.0,,Offensive rebound by Team,28,26
82,1,0:54.0,,D. Lillard makes free throw 2 of 3,28,27
83,1,0:54.0,,M. Leonard enters the game for M. Plumlee,28,27
84,1,0:54.0,S. Johnson enters the game for M. Morris,,28,27
85,1,0:54.0,,D. Lillard makes free throw 3 of 3,28,28
86,1,0:47.0,Shooting foul by A. Crabbe (drawn by K. Caldwell-Pope),,28,28
87,1,0:47.0,K. Caldwell-Pope misses free throw 1 of 3,,28,28
88,1,0:47.0,Offensive rebound by Team,,28,28
89,1,0:47.0,K. Caldwell-Pope makes free throw 2 of 3,,29,28
90,1,0:47.0,,C. McCollum enters the game for D. Lillard,29,28
91,1,0:47.0,K. Caldwell-Pope makes free throw 3 of 3,,30,28
92,1,0:34.0,,C. McCollum makes 2-pt jump shot from 20 ft,30,30
93,1,0:19.0,T. Harris misses 2-pt layup from 1 ft (block by M. Harkless),,30,30
94,1,0:19.0,Offensive rebound by Team,,30,30
95,1,0:18.0,Shooting foul by M. Leonard (drawn by A. Drummond),,30,30
96,1,0:18.0,A. Drummond misses free throw 1 of 2,,30,30
97,1,0:18.0,Offensive rebound by Team,,30,30
98,1,0:18.0,A. Drummond makes free throw 2 of 2,,31,30
99,1,0:03.0,,C. McCollum misses 2-pt jump shot from 5 ft,31,30
100,1,0:01.0,Defensive rebound by T. Harris,,31,30
101,2,11:47.0,,M. Leonard misses 2-pt jump shot from 15 ft,31,30
102,2,11:45.0,Defensive rebound by I. Smith,,31,30
103,2,11:38.0,A. Baynes makes 2-pt hook shot from 3 ft (assist by S. Johnson),,33,30
104,2,11:19.0,,C. McCollum makes 2-pt jump shot from 7 ft,33,32
105,2,11:00.0,I. Smith makes 3-pt jump shot from 26 ft,,36,32
106,2,10:49.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by C. McCollum),36,34
107,2,10:28.0,R. Jackson misses 2-pt jump shot from 17 ft,,36,34
108,2,10:27.0,,Defensive rebound by N. Vonleh,36,34
109,2,10:15.0,,E. Turner misses 2-pt jump shot from 9 ft,36,34
110,2,10:14.0,Defensive rebound by S. Johnson,,36,34
111,2,10:03.0,A. Baynes misses 2-pt hook shot from 3 ft,,36,34
112,2,10:03.0,,Defensive rebound by Team,36,34
113,2,9:49.0,,C. McCollum makes 2-pt jump shot from 19 ft,36,36
114,2,9:38.0,Detroit full timeout,,36,36
115,2,9:25.0,A. Baynes misses 2-pt hook shot from 8 ft,,36,36
116,2,9:24.0,,Defensive rebound by C. McCollum,36,36
117,2,9:18.0,,Turnover by C. McCollum (lost ball; steal by I. Smith),36,36
118,2,9:14.0,T. Harris makes 2-pt dunk at rim (assist by I. Smith),,38,36
119,2,9:00.0,,Personal foul by S. Johnson (drawn by E. Turner),38,36
120,2,8:52.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by N. Vonleh),38,39
121,2,8:31.0,Turnover by T. Harris (lost ball; steal by E. Turner),,38,39
122,2,8:23.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by E. Turner),38,42
123,2,8:06.0,R. Jackson misses 2-pt jump shot from 6 ft,,38,42
124,2,8:05.0,,Defensive rebound by M. Leonard,38,42
125,2,7:52.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by E. Turner),38,45
126,2,7:41.0,Detroit full timeout,,38,45
127,2,7:41.0,M. Morris enters the game for I. Smith,,38,45
128,2,7:41.0,K. Caldwell-Pope enters the game for S. Johnson,,38,45
129,2,7:35.0,R. Jackson makes 2-pt layup from 1 ft,,40,45
130,2,7:21.0,,E. Turner misses 2-pt jump shot from 17 ft,40,45
131,2,7:20.0,Defensive rebound by K. Caldwell-Pope,,40,45
132,2,7:08.0,M. Morris misses 2-pt layup from 2 ft,,40,45
133,2,7:08.0,,Defensive rebound by M. Leonard,40,45
134,2,6:55.0,,A. Crabbe makes 2-pt jump shot from 21 ft,40,47
135,2,6:38.0,T. Harris makes 2-pt jump shot from 12 ft,,42,47
136,2,6:25.0,,Turnover by A. Crabbe (lost ball; steal by T. Harris),42,47
137,2,6:20.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,42,47
138,2,6:20.0,,Defensive rebound by C. McCollum,42,47
139,2,6:02.0,,A. Crabbe misses 2-pt jump shot from 22 ft,42,47
140,2,6:02.0,Defensive rebound by A. Baynes,,42,47
141,2,5:54.0,Shooting foul by M. Leonard (drawn by R. Jackson),,42,47
142,2,5:54.0,Official timeout,,42,47
143,2,5:54.0,R. Jackson makes free throw 1 of 2,,43,47
144,2,5:54.0,A. Drummond enters the game for A. Baynes,,42,47
145,2,5:54.0,R. Jackson makes free throw 2 of 2,,44,47
146,2,5:33.0,,M. Leonard misses 2-pt jump shot from 10 ft,44,47
147,2,5:32.0,Defensive rebound by T. Harris,,44,47
148,2,5:24.0,T. Harris misses 3-pt jump shot from 25 ft,,44,47
149,2,5:24.0,,Defensive rebound by E. Turner,44,47
150,2,5:14.0,,M. Leonard misses 2-pt hook shot from 8 ft,44,47
151,2,5:10.0,Defensive rebound by M. Morris,,44,47
152,2,4:56.0,M. Morris misses 2-pt jump shot from 15 ft,,44,47
153,2,4:56.0,,Defensive rebound by N. Vonleh,44,47
154,2,4:48.0,,D. Lillard enters the game for C. McCollum,44,47
155,2,4:48.0,,A. Aminu enters the game for N. Vonleh,44,47
156,2,4:46.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by E. Turner),44,49
157,2,4:30.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by M. Morris),,46,49
158,2,4:14.0,,Turnover by D. Lillard (bad pass; steal by K. Caldwell-Pope),46,49
159,2,4:03.0,R. Jackson makes 2-pt jump shot from 14 ft,,48,49
160,2,3:44.0,,A. Aminu misses 3-pt jump shot from 24 ft,48,49
161,2,3:44.0,Defensive rebound by T. Harris,,48,49
162,2,3:35.0,Turnover by T. Harris (lost ball; steal by E. Turner),,48,49
163,2,3:26.0,,M. Leonard misses 2-pt hook shot from 4 ft,48,49
164,2,3:26.0,Defensive rebound by A. Drummond,,48,49
165,2,3:15.0,T. Harris misses 3-pt jump shot from 24 ft,,48,49
166,2,3:14.0,,Defensive rebound by A. Aminu,48,49
167,2,3:05.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by A. Aminu),48,52
168,2,2:50.0,Turnover by R. Jackson (bad pass; steal by A. Crabbe),,48,52
169,2,2:46.0,,Personal foul by K. Caldwell-Pope (drawn by D. Lillard),48,52
170,2,2:46.0,,Portland full timeout,48,52
171,2,2:46.0,,M. Plumlee enters the game for M. Leonard,48,52
172,2,2:46.0,,M. Harkless enters the game for E. Turner,48,52
173,2,2:29.0,,Turnover by A. Aminu (bad pass; steal by A. Drummond),48,52
174,2,2:08.0,A. Drummond makes 2-pt dunk at rim (assist by T. Harris),,50,52
175,2,2:08.0,Shooting foul by M. Plumlee (drawn by A. Drummond),,50,52
176,2,2:08.0,A. Drummond makes free throw 1 of 1,,51,52
177,2,1:53.0,,A. Crabbe makes 2-pt jump shot from 20 ft (assist by M. Harkless),51,54
178,2,1:36.0,T. Harris makes 2-pt jump shot from 14 ft (assist by R. Jackson),,53,54
179,2,1:13.0,,A. Aminu makes 2-pt layup from 2 ft,53,56
180,2,0:53.0,T. Harris misses 2-pt jump shot from 17 ft,,53,56
181,2,0:51.0,Offensive rebound by Team,,53,56
182,2,0:51.0,I. Smith enters the game for R. Jackson,,53,56
183,2,0:40.0,A. Drummond misses 2-pt jump shot from 4 ft (block by A. Aminu),,53,56
184,2,0:39.0,,Defensive rebound by A. Aminu,53,56
185,2,0:35.0,,Turnover by M. Harkless (bad pass; steal by A. Drummond),53,56
186,2,0:24.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,53,56
187,2,0:24.0,,Defensive rebound by D. Lillard,53,56
188,2,0:21.0,,Portland full timeout,53,56
189,2,0:21.0,,C. McCollum enters the game for A. Aminu,53,56
190,2,0:05.0,,D. Lillard misses 3-pt jump shot from 24 ft,53,56
191,2,0:04.0,Defensive rebound by T. Harris,,53,56
192,2,0:00.0,I. Smith misses 2-pt jump shot from 18 ft,,53,56
193,2,0:00.0,Offensive rebound by Team,,53,56
194,3,11:47.0,,A. Aminu misses 2-pt hook shot from 6 ft,53,56
195,3,11:47.0,,Offensive rebound by Team,53,56
196,3,11:47.0,Loose ball foul by M. Morris (drawn by M. Harkless),,53,56
197,3,11:31.0,Offensive charge foul by M. Plumlee (drawn by T. Harris),,53,56
198,3,11:31.0,,Turnover by M. Plumlee (offensive foul),53,56
199,3,11:18.0,M. Morris misses 3-pt jump shot from 26 ft,,53,56
200,3,11:17.0,,Defensive rebound by A. Aminu,53,56
201,3,11:10.0,,D. Lillard misses 3-pt jump shot from 26 ft,53,56
202,3,11:08.0,Defensive rebound by A. Drummond,,53,56
203,3,11:00.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by T. Harris),,56,56
204,3,10:32.0,,M. Plumlee makes 2-pt dunk at rim (assist by A. Aminu),56,58
205,3,10:11.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,56,58
206,3,10:10.0,Offensive rebound by K. Caldwell-Pope,,56,58
207,3,10:04.0,A. Drummond makes 2-pt hook shot from 11 ft (assist by K. Caldwell-Pope),,58,58
208,3,9:49.0,,M. Harkless makes 3-pt jump shot from 26 ft (assist by M. Plumlee),58,61
209,3,9:33.0,T. Harris misses 3-pt jump shot from 24 ft,,58,61
210,3,9:33.0,,Defensive rebound by D. Lillard,58,61
211,3,9:29.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Lillard),58,63
212,3,9:26.0,Detroit full timeout,,58,63
213,3,9:14.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,60,63
214,3,8:59.0,,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),60,65
215,3,8:44.0,A. Drummond misses 2-pt layup from 1 ft (block by M. Plumlee),,60,65
216,3,8:43.0,,Defensive rebound by C. McCollum,60,65
217,3,8:35.0,,C. McCollum misses 2-pt jump shot from 22 ft,60,65
218,3,8:33.0,Defensive rebound by M. Morris,,60,65
219,3,8:17.0,M. Morris misses 2-pt jump shot from 16 ft,,60,65
220,3,8:16.0,,Defensive rebound by M. Plumlee,60,65
221,3,8:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,60,65
222,3,7:59.0,Defensive rebound by A. Drummond,,60,65
223,3,7:51.0,Turnover by K. Caldwell-Pope (bad pass; steal by C. McCollum),,60,65
224,3,7:45.0,,D. Lillard makes 2-pt layup from 2 ft (assist by C. McCollum),60,67
225,3,7:25.0,A. Drummond misses 2-pt hook shot from 9 ft,,60,67
226,3,7:24.0,,Defensive rebound by D. Lillard,60,67
227,3,7:07.0,,D. Lillard misses 2-pt layup from 1 ft (block by A. Drummond),60,67
228,3,7:07.0,,Offensive rebound by Team,60,67
229,3,7:03.0,,M. Plumlee misses 2-pt hook shot at rim,60,67
230,3,7:02.0,Defensive rebound by A. Drummond,,60,67
231,3,6:52.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft,,62,67
232,3,6:30.0,,M. Harkless misses 3-pt jump shot from 26 ft,62,67
233,3,6:29.0,Defensive rebound by M. Morris,,62,67
234,3,6:23.0,R. Jackson misses 3-pt jump shot from 28 ft,,62,67
235,3,6:20.0,,Defensive rebound by A. Aminu,62,67
236,3,6:10.0,,M. Plumlee makes 2-pt jump shot from 14 ft (assist by C. McCollum),62,69
237,3,5:55.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,62,69
238,3,5:54.0,Offensive rebound by K. Caldwell-Pope,,62,69
239,3,5:52.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,64,69
240,3,5:32.0,Violation by T. Harris (def goaltending),,64,69
241,3,5:32.0,,A. Aminu makes 2-pt layup from 3 ft (assist by M. Plumlee),64,71
242,3,5:17.0,K. Caldwell-Pope misses 3-pt jump shot from 30 ft,,64,71
243,3,5:16.0,Offensive rebound by M. Morris,,64,71
244,3,5:15.0,M. Morris makes 2-pt layup from 1 ft,,66,71
245,3,5:01.0,,D. Lillard makes 3-pt jump shot from 26 ft,66,74
246,3,4:43.0,A. Drummond makes 2-pt hook shot at rim (assist by M. Morris),,68,74
247,3,4:29.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),68,77
248,3,4:00.0,T. Harris misses 2-pt jump shot from 12 ft,,68,77
249,3,3:59.0,,Defensive rebound by M. Harkless,68,77
250,3,3:52.0,,D. Lillard misses 3-pt jump shot from 31 ft,68,77
251,3,3:51.0,Defensive rebound by T. Harris,,68,77
252,3,3:41.0,A. Drummond misses 2-pt dunk from 1 ft,,68,77
253,3,3:40.0,Offensive rebound by R. Jackson,,68,77
254,3,3:40.0,R. Jackson makes 2-pt jump shot from 6 ft,,70,77
255,3,3:40.0,,Portland full timeout,70,77
256,3,3:40.0,,A. Crabbe enters the game for M. Harkless,70,77
257,3,3:40.0,,E. Turner enters the game for C. McCollum,70,77
258,3,3:40.0,I. Smith enters the game for M. Morris,,70,77
259,3,3:40.0,S. Johnson enters the game for R. Jackson,,70,77
260,3,3:18.0,,M. Plumlee misses 2-pt layup from 2 ft,70,77
261,3,3:15.0,,Offensive rebound by M. Plumlee,70,77
262,3,3:15.0,,M. Plumlee misses 2-pt layup from 1 ft,70,77
263,3,3:14.0,Defensive rebound by A. Drummond,,70,77
264,3,3:08.0,I. Smith makes 2-pt layup from 1 ft,,72,77
265,3,2:54.0,,Personal foul by I. Smith (drawn by A. Crabbe),72,77
266,3,2:54.0,,M. Leonard enters the game for M. Plumlee,72,77
267,3,2:41.0,,E. Turner makes 2-pt jump shot from 18 ft,72,79
268,3,2:26.0,T. Harris misses 3-pt jump shot from 26 ft,,72,79
269,3,2:25.0,,Defensive rebound by M. Leonard,72,79
270,3,2:08.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by M. Leonard),72,82
271,3,1:50.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,,74,82
272,3,1:28.0,,M. Leonard misses 3-pt jump shot from 27 ft,74,82
273,3,1:28.0,Defensive rebound by T. Harris,,74,82
274,3,1:25.0,Personal foul by M. Leonard (drawn by A. Drummond),,74,82
275,3,1:11.0,T. Harris makes 2-pt jump shot from 6 ft,,76,82
276,3,0:57.0,,D. Lillard makes 2-pt layup from 1 ft,76,84
277,3,0:49.0,Shooting foul by A. Crabbe (drawn by K. Caldwell-Pope),,76,84
278,3,0:49.0,K. Caldwell-Pope makes free throw 1 of 2,,77,84
279,3,0:49.0,,N. Vonleh enters the game for A. Aminu,77,84
280,3,0:49.0,,C. McCollum enters the game for D. Lillard,77,84
281,3,0:49.0,K. Caldwell-Pope makes free throw 2 of 2,,78,84
282,3,0:31.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by N. Vonleh),78,87
283,3,0:18.0,T. Harris makes 2-pt jump shot from 12 ft,,80,87
284,3,0:02.0,,C. McCollum misses 3-pt jump shot from 25 ft,80,87
285,3,0:01.0,Defensive rebound by T. Harris,,80,87
286,4,11:41.0,M. Morris misses 2-pt jump shot from 18 ft,,80,87
287,4,11:40.0,,Defensive rebound by M. Leonard,80,87
288,4,11:30.0,,C. McCollum misses 3-pt jump shot from 26 ft,80,87
289,4,11:29.0,Defensive rebound by S. Johnson,,80,87
290,4,11:25.0,Offensive foul by R. Jackson (drawn by N. Vonleh),,80,87
291,4,11:25.0,Turnover by R. Jackson (offensive foul),,80,87
292,4,11:11.0,,M. Leonard misses 3-pt jump shot from 25 ft,80,87
293,4,11:10.0,Defensive rebound by I. Smith,,80,87
294,4,11:06.0,I. Smith misses 2-pt layup from 2 ft,,80,87
295,4,11:05.0,Offensive rebound by A. Drummond,,80,87
296,4,11:04.0,A. Drummond makes 2-pt layup at rim,,82,87
297,4,10:48.0,,Turnover by Team (back court),82,87
298,4,10:32.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by M. Morris),,85,87
299,4,10:14.0,,A. Crabbe makes 2-pt jump shot from 13 ft (assist by C. McCollum),85,89
300,4,9:57.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by S. Johnson),,87,89
301,4,9:45.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by M. Leonard),87,91
302,4,9:45.0,,Shooting foul by R. Jackson (drawn by A. Crabbe),87,91
303,4,9:45.0,,A. Crabbe makes free throw 1 of 1,87,92
304,4,9:26.0,R. Jackson makes 2-pt jump shot from 18 ft,,89,92
305,4,9:08.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by E. Turner),89,94
306,4,9:08.0,Detroit full timeout,,89,94
307,4,8:57.0,M. Morris misses 2-pt jump shot from 17 ft,,89,94
308,4,8:55.0,Offensive rebound by A. Drummond,,89,94
309,4,8:49.0,S. Johnson makes 2-pt jump shot from 13 ft,,91,94
310,4,8:33.0,,C. McCollum misses 2-pt layup from 1 ft,91,94
311,4,8:32.0,Defensive rebound by A. Drummond,,91,94
312,4,8:19.0,R. Jackson makes 2-pt jump shot from 14 ft,,93,94
313,4,8:05.0,,C. McCollum makes 2-pt jump shot from 17 ft,93,96
314,4,7:50.0,R. Jackson misses 2-pt jump shot from 18 ft,,93,96
315,4,7:49.0,,Defensive rebound by E. Turner,93,96
316,4,7:38.0,,C. McCollum misses 3-pt jump shot from 26 ft,93,96
317,4,7:37.0,Defensive rebound by A. Drummond,,93,96
318,4,7:22.0,M. Morris makes 2-pt layup from 3 ft,,95,96
319,4,6:57.0,,Turnover by E. Turner (bad pass; steal by S. Johnson),95,96
320,4,6:47.0,A. Drummond makes 2-pt jump shot from 11 ft (assist by I. Smith),,97,96
321,4,6:47.0,,Portland full timeout,97,96
322,4,6:47.0,K. Caldwell-Pope enters the game for I. Smith,,97,96
323,4,6:47.0,,M. Plumlee enters the game for C. McCollum,97,96
324,4,6:47.0,,D. Lillard enters the game for M. Leonard,97,96
325,4,6:47.0,,M. Harkless enters the game for N. Vonleh,97,96
326,4,6:36.0,,Turnover by E. Turner (bad pass; steal by A. Drummond),97,96
327,4,6:31.0,R. Jackson misses 2-pt layup from 2 ft (block by M. Plumlee),,97,96
328,4,6:31.0,Offensive rebound by Team,,97,96
329,4,6:10.0,R. Jackson makes 2-pt layup from 2 ft,,99,96
330,4,5:47.0,,E. Turner misses 3-pt jump shot from 26 ft,99,96
331,4,5:46.0,Defensive rebound by S. Johnson,,99,96
332,4,5:31.0,M. Morris misses 2-pt jump shot from 13 ft,,99,96
333,4,5:31.0,,Defensive rebound by A. Crabbe,99,96
334,4,5:22.0,,D. Lillard misses 3-pt jump shot from 30 ft,99,96
335,4,5:22.0,Defensive rebound by S. Johnson,,99,96
336,4,5:02.0,Shooting block foul by E. Turner (drawn by R. Jackson),,99,96
337,4,5:02.0,R. Jackson makes free throw 1 of 2,,100,96
338,4,5:02.0,R. Jackson misses free throw 2 of 2,,100,96
339,4,5:02.0,,C. McCollum enters the game for E. Turner,100,96
340,4,5:01.0,,Defensive rebound by M. Plumlee,100,96
341,4,4:42.0,,Turnover by M. Plumlee (bad pass; steal by R. Jackson),100,96
342,4,4:41.0,Personal foul by M. Plumlee (drawn by R. Jackson),,100,96
343,4,4:41.0,,A. Aminu enters the game for M. Harkless,100,96
344,4,4:30.0,Turnover by S. Johnson (traveling),,100,96
345,4,4:24.0,,Personal foul by A. Drummond (drawn by M. Plumlee),100,96
346,4,4:15.0,,Turnover by A. Crabbe (lost ball; steal by R. Jackson),100,96
347,4,4:11.0,R. Jackson misses 2-pt jump shot from 5 ft (block by C. McCollum),,100,96
348,4,4:11.0,,Offensive rebound by Team,100,96
349,4,3:51.0,,A. Crabbe misses 2-pt jump shot from 19 ft,100,96
350,4,3:49.0,,Offensive rebound by M. Plumlee,100,96
351,4,3:43.0,,C. McCollum makes 2-pt jump shot from 14 ft,100,98
352,4,3:30.0,Turnover by K. Caldwell-Pope (lost ball; steal by M. Plumlee),,100,98
353,4,3:26.0,,M. Plumlee makes 2-pt dunk at rim,100,100
354,4,3:26.0,Detroit full timeout,,100,100
355,4,3:10.0,M. Morris makes 2-pt jump shot from 15 ft,,102,100
356,4,2:52.0,,A. Crabbe misses 2-pt jump shot from 20 ft,102,100
357,4,2:51.0,Defensive rebound by Team,,102,100
358,4,2:31.0,M. Morris makes 2-pt jump shot from 17 ft,,104,100
359,4,2:13.0,,C. McCollum misses 2-pt jump shot from 13 ft,104,100
360,4,2:12.0,Defensive rebound by A. Drummond,,104,100
361,4,1:47.0,M. Morris misses 2-pt jump shot from 16 ft,,104,100
362,4,1:47.0,,Defensive rebound by D. Lillard,104,100
363,4,1:39.0,,Turnover by D. Lillard (lost ball),104,100
364,4,1:25.0,S. Johnson misses 3-pt jump shot from 23 ft,,104,100
365,4,1:25.0,,Defensive rebound by A. Aminu,104,100
366,4,1:16.0,,D. Lillard misses 3-pt jump shot from 27 ft,104,100
367,4,1:14.0,Defensive rebound by A. Drummond,,104,100
368,4,0:57.0,R. Jackson misses 2-pt hook shot from 7 ft,,104,100
369,4,0:56.0,,Defensive rebound by A. Aminu,104,100
370,4,0:48.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),104,103
371,4,0:48.0,T. Harris enters the game for S. Johnson,,104,103
372,4,0:24.0,R. Jackson makes 2-pt jump shot from 18 ft,,106,103
373,4,0:24.0,,Portland full timeout,106,103
374,4,0:24.0,S. Johnson enters the game for T. Harris,,106,103
375,4,0:12.0,,C. McCollum misses 2-pt jump shot from 14 ft,106,103
376,4,0:11.0,,Offensive rebound by Team,106,103
377,4,0:11.0,,Portland full timeout,106,103
