,QUARTER,TIME_REMAINING,DALLAS_ACTION,UTAH_ACTION,DALLAS_SCORE,UTAH_SCORE
112,2,10:13.0,S. Curry misses 3-pt jump shot from 24 ft,,16,15
113,2,10:13.0,,Defensive rebound by T. Lyles,16,15
114,2,10:05.0,,Personal foul by S. Mejri (drawn by D. Favors),16,15
115,2,9:56.0,,S. Mack misses 3-pt jump shot from 24 ft,16,15
116,2,9:55.0,,Offensive rebound by Team,16,15
117,2,9:55.0,Loose ball foul by S. Mejri (drawn by D. Favors),,16,15
118,2,9:55.0,D. Powell enters the game for S. Mejri,,16,15
119,2,9:43.0,,S. Mack makes 3-pt jump shot from 24 ft,16,18
120,2,9:33.0,Turnover by J. Barea (lost ball; steal by S. Mack),,16,18
121,2,9:26.0,,D. Exum makes 2-pt layup from 2 ft (assist by J. Ingles),16,20
122,2,9:26.0,Dallas full timeout,,16,20
123,2,9:03.0,Turnover by J. Anderson (lost ball),,16,20
124,2,8:40.0,,D. Favors misses 2-pt jump shot from 19 ft,16,20
125,2,8:40.0,Defensive rebound by S. Curry,,16,20
126,2,8:31.0,J. Barea makes 3-pt jump shot from 24 ft,,19,20
127,2,8:19.0,,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),19,22
128,2,8:06.0,J. Barea misses 2-pt layup from 2 ft,,19,22
129,2,8:06.0,,Defensive rebound by S. Mack,19,22
130,2,8:03.0,,Shooting foul by D. Nowitzki (drawn by D. Favors),19,22
131,2,8:03.0,,D. Favors misses free throw 1 of 2,19,22
132,2,8:03.0,,Offensive rebound by Team,19,22
133,2,8:03.0,D. Williams enters the game for J. Barea,,19,22
134,2,8:03.0,H. Barnes enters the game for S. Curry,,19,22
135,2,8:03.0,A. Bogut enters the game for D. Nowitzki,,19,22
136,2,8:03.0,,G. Hill enters the game for D. Exum,19,22
137,2,8:03.0,,J. Johnson enters the game for T. Lyles,19,22
138,2,8:03.0,W. Matthews enters the game for D. Powell,,19,22
139,2,8:03.0,,D. Favors makes free throw 2 of 2,19,23
140,2,7:39.0,A. Bogut makes 2-pt dunk at rim (assist by J. Anderson),,21,23
141,2,7:29.0,,S. Mack misses 2-pt jump shot from 18 ft,21,23
142,2,7:27.0,Defensive rebound by A. Bogut,,21,23
143,2,7:14.0,W. Matthews makes 2-pt jump shot from 3 ft,,23,23
144,2,6:50.0,,D. Favors makes 2-pt dunk at rim (assist by S. Mack),23,25
145,2,6:38.0,Offensive foul by A. Bogut (drawn by J. Ingles),,23,25
146,2,6:38.0,Turnover by A. Bogut (offensive foul),,23,25
147,2,6:38.0,,R. Gobert enters the game for D. Favors,23,25
148,2,6:38.0,,R. Hood enters the game for S. Mack,23,25
149,2,6:20.0,,J. Johnson misses 2-pt jump shot from 15 ft,23,25
150,2,6:19.0,Defensive rebound by A. Bogut,,23,25
151,2,5:59.0,J. Anderson misses 3-pt jump shot from 23 ft,,23,25
152,2,5:59.0,,Defensive rebound by J. Johnson,23,25
153,2,5:50.0,,G. Hill makes 2-pt layup from 2 ft (assist by J. Johnson),23,27
154,2,5:29.0,Turnover by A. Bogut (bad pass; steal by R. Gobert),,23,27
155,2,5:28.0,,Personal foul by W. Matthews (drawn by R. Gobert),23,27
156,2,5:28.0,Official timeout,,23,27
157,2,5:15.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),23,29
158,2,5:15.0,,Shooting foul by A. Bogut (drawn by R. Gobert),23,29
159,2,5:15.0,,R. Gobert misses free throw 1 of 1,23,29
160,2,5:15.0,Defensive rebound by J. Anderson,,23,29
161,2,4:57.0,A. Bogut misses 2-pt layup from 1 ft,,23,29
162,2,4:57.0,,Defensive rebound by G. Hill,23,29
163,2,4:50.0,,Turnover by R. Hood (traveling),23,29
164,2,4:50.0,J. Barea enters the game for J. Anderson,,23,29
165,2,4:50.0,D. Nowitzki enters the game for A. Bogut,,23,29
166,2,4:41.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,23,29
167,2,4:39.0,,Defensive rebound by R. Gobert,23,29
168,2,4:28.0,,J. Ingles misses 2-pt jump shot from 3 ft (block by W. Matthews),23,29
169,2,4:28.0,,Offensive rebound by Team,23,29
170,2,4:28.0,,D. Exum enters the game for J. Ingles,23,29
171,2,4:20.0,,G. Hill makes 2-pt jump shot from 15 ft,23,31
172,2,4:04.0,D. Williams makes 2-pt layup from 2 ft,,25,31
173,2,3:41.0,,G. Hill makes 2-pt layup from 2 ft (assist by J. Johnson),25,33
174,2,3:24.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,25,33
175,2,3:23.0,,Defensive rebound by G. Hill,25,33
176,2,3:19.0,,Utah full timeout,25,33
177,2,3:05.0,,D. Exum makes 2-pt layup from 2 ft (assist by R. Hood),25,35
178,2,2:48.0,H. Barnes misses 2-pt jump shot from 20 ft,,25,35
179,2,2:47.0,,Defensive rebound by D. Exum,25,35
180,2,2:37.0,,R. Gobert misses 2-pt layup from 2 ft,25,35
181,2,2:36.0,Defensive rebound by D. Nowitzki,,25,35
182,2,2:28.0,W. Matthews misses 2-pt jump shot from 20 ft,,25,35
183,2,2:28.0,,Defensive rebound by R. Gobert,25,35
184,2,2:21.0,,Turnover by D. Exum (offensive foul),25,35
185,2,2:21.0,,Offensive foul by D. Exum (drawn by J. Barea),25,35
186,2,2:07.0,Personal foul by D. Exum (drawn by H. Barnes),,25,35
187,2,1:58.0,H. Barnes misses 2-pt jump shot from 4 ft,,25,35
188,2,1:57.0,,Defensive rebound by G. Hill,25,35
189,2,1:46.0,,J. Johnson misses 2-pt jump shot from 18 ft,25,35
190,2,1:44.0,Defensive rebound by D. Nowitzki,,25,35
191,2,1:35.0,D. Nowitzki makes 2-pt layup from 2 ft,,27,35
192,2,1:35.0,Shooting foul by R. Gobert (drawn by D. Nowitzki),,27,35
193,2,1:35.0,,T. Lyles enters the game for R. Gobert,27,35
194,2,1:35.0,D. Nowitzki makes free throw 1 of 1,,28,35
195,2,1:16.0,,R. Hood misses 2-pt jump shot from 20 ft,28,35
196,2,1:16.0,Defensive rebound by D. Nowitzki,,28,35
197,2,1:06.0,D. Nowitzki makes 2-pt layup from 1 ft (assist by D. Williams),,30,35
198,2,1:04.0,,Utah full timeout,30,35
199,2,0:54.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by G. Hill),30,38
200,2,0:35.0,H. Barnes misses 3-pt jump shot from 24 ft,,30,38
201,2,0:34.0,,Defensive rebound by R. Hood,30,38
202,2,0:11.0,,J. Johnson misses 2-pt jump shot from 10 ft,30,38
203,2,0:10.0,Defensive rebound by W. Matthews,,30,38
204,2,0:02.0,D. Williams makes 3-pt jump shot from 24 ft,,33,38
205,2,0:00.0,,G. Hill makes 3-pt jump shot from 37 ft,33,41
206,3,11:45.0,,R. Hood misses 2-pt jump shot from 16 ft,33,41
207,3,11:45.0,,Offensive rebound by Team,33,41
208,3,11:24.0,,G. Hill makes 2-pt hook shot from 4 ft,33,43
209,3,11:13.0,D. Williams makes 2-pt jump shot from 13 ft (assist by W. Matthews),,35,43
210,3,11:11.0,Technical foul by A. Bogut,,35,43
211,3,11:11.0,,G. Hill makes technical free throw,35,44
212,3,10:48.0,,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),35,46
213,3,10:18.0,W. Matthews misses 2-pt jump shot from 8 ft,,35,46
214,3,10:18.0,,Defensive rebound by R. Gobert,35,46
215,3,10:02.0,,G. Hill misses 3-pt jump shot from 24 ft,35,46
216,3,10:01.0,Defensive rebound by D. Nowitzki,,35,46
217,3,9:53.0,D. Williams misses 2-pt jump shot from 5 ft (block by R. Gobert),,35,46
218,3,9:53.0,Offensive rebound by Team,,35,46
219,3,9:48.0,W. Matthews misses 2-pt jump shot from 4 ft (block by R. Gobert),,35,46
220,3,9:47.0,,Defensive rebound by J. Johnson,35,46
221,3,9:43.0,,Shooting foul by D. Nowitzki (drawn by D. Favors),35,46
222,3,9:43.0,,D. Favors makes free throw 1 of 2,35,47
223,3,9:43.0,,D. Favors misses free throw 2 of 2,35,47
224,3,9:42.0,Defensive rebound by A. Bogut,,35,47
225,3,9:21.0,Personal foul by D. Favors (drawn by D. Nowitzki),,35,47
226,3,9:20.0,Turnover by W. Matthews (bad pass; steal by R. Gobert),,35,47
227,3,9:17.0,,Shooting foul by A. Bogut (drawn by R. Gobert),35,47
228,3,9:17.0,,R. Gobert makes free throw 1 of 2,35,48
229,3,9:17.0,,R. Gobert misses free throw 2 of 2,35,48
230,3,9:16.0,Defensive rebound by A. Bogut,,35,48
231,3,8:54.0,Turnover by D. Nowitzki (bad pass),,35,48
232,3,8:46.0,Offensive charge foul by R. Gobert (drawn by A. Bogut),,35,48
233,3,8:46.0,,Turnover by R. Gobert (offensive foul),35,48
234,3,8:46.0,,T. Lyles enters the game for R. Gobert,35,48
235,3,8:34.0,D. Williams misses 3-pt jump shot from 25 ft,,35,48
236,3,8:33.0,Offensive rebound by D. Nowitzki,,35,48
237,3,8:29.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,35,48
238,3,8:29.0,,Defensive rebound by J. Johnson,35,48
239,3,8:21.0,,J. Johnson makes 2-pt jump shot from 17 ft,35,50
240,3,8:20.0,Dallas full timeout,,35,50
241,3,7:53.0,Turnover by Team (shot clock),,35,50
242,3,7:31.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by R. Hood),35,53
243,3,7:22.0,Personal foul by T. Lyles (drawn by D. Nowitzki),,35,53
244,3,7:06.0,H. Barnes misses 3-pt jump shot from 24 ft,,35,53
245,3,7:05.0,,Defensive rebound by R. Hood,35,53
246,3,6:48.0,,D. Favors misses 2-pt jump shot from 9 ft,35,53
247,3,6:47.0,Defensive rebound by A. Bogut,,35,53
248,3,6:37.0,Personal foul by R. Hood (drawn by D. Nowitzki),,35,53
249,3,6:37.0,,D. Exum enters the game for J. Johnson,35,53
250,3,6:37.0,J. Barea enters the game for A. Bogut,,35,53
251,3,6:21.0,J. Barea misses 3-pt jump shot from 24 ft,,35,53
252,3,6:21.0,,Defensive rebound by R. Hood,35,53
253,3,5:58.0,,R. Hood misses 3-pt jump shot from 25 ft,35,53
254,3,5:57.0,,Offensive rebound by G. Hill,35,53
255,3,5:40.0,,D. Exum misses 2-pt layup from 3 ft,35,53
256,3,5:38.0,,Offensive rebound by D. Exum,35,53
257,3,5:38.0,,D. Exum misses 2-pt layup from 1 ft,35,53
258,3,5:36.0,Defensive rebound by J. Barea,,35,53
259,3,5:30.0,D. Williams misses 2-pt layup from 1 ft,,35,53
260,3,5:30.0,,Defensive rebound by R. Hood,35,53
261,3,5:11.0,,Offensive foul by G. Hill (drawn by J. Barea),35,53
262,3,5:11.0,,Turnover by G. Hill (offensive foul),35,53
263,3,5:11.0,D. Powell enters the game for D. Nowitzki,,35,53
264,3,5:11.0,,S. Mack enters the game for G. Hill,35,53
265,3,4:59.0,Shooting foul by D. Favors (drawn by H. Barnes),,35,53
266,3,4:59.0,H. Barnes makes free throw 1 of 2,,36,53
267,3,4:59.0,,J. Withey enters the game for D. Favors,36,53
268,3,4:59.0,H. Barnes makes free throw 2 of 2,,37,53
269,3,4:42.0,,R. Hood makes 2-pt jump shot from 15 ft,37,55
270,3,4:29.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),,40,55
271,3,4:14.0,,R. Hood makes 3-pt jump shot from 27 ft (assist by T. Lyles),40,58
272,3,3:59.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Williams),,42,58
273,3,3:43.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by S. Mack),42,61
274,3,3:22.0,H. Barnes makes 2-pt jump shot from 13 ft,,44,61
275,3,3:03.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by S. Mack),44,64
276,3,3:01.0,Dallas full timeout,,44,64
277,3,2:47.0,D. Powell makes 2-pt dunk at rim (assist by D. Williams),,46,64
278,3,2:32.0,,Offensive foul by J. Withey (drawn by H. Barnes),46,64
279,3,2:32.0,,Turnover by J. Withey (offensive foul),46,64
280,3,2:19.0,D. Powell makes 2-pt dunk at rim (assist by J. Barea),,48,64
281,3,2:00.0,,Turnover by S. Mack (bad pass),48,64
282,3,1:44.0,W. Matthews makes 3-pt jump shot from 25 ft,,51,64
283,3,1:21.0,,Offensive foul by R. Hood (drawn by J. Barea),51,64
284,3,1:21.0,,Turnover by R. Hood (offensive foul),51,64
285,3,1:21.0,Technical foul by J. Barea,,51,64
286,3,1:21.0,,R. Hood makes technical free throw,51,65
287,3,1:21.0,,J. Ingles enters the game for R. Hood,51,65
288,3,1:21.0,,D. Favors enters the game for J. Withey,51,65
289,3,1:10.0,H. Barnes makes 2-pt jump shot from 10 ft (assist by D. Williams),,53,65
290,3,1:00.0,,Shooting block foul by D. Powell (drawn by S. Mack),53,65
291,3,1:00.0,,S. Mack makes free throw 1 of 2,53,66
292,3,1:00.0,,S. Mack misses free throw 2 of 2,53,66
293,3,1:00.0,Defensive rebound by H. Barnes,,53,66
294,3,0:44.0,Def 3 sec tech foul by D. Favors,,53,66
295,3,0:44.0,W. Matthews makes technical free throw,,54,66
296,3,0:32.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Williams),,56,66
297,3,0:13.0,,S. Mack misses 2-pt layup from 2 ft,56,66
298,3,0:12.0,Defensive rebound by J. Barea,,56,66
299,3,0:06.0,D. Williams makes 3-pt jump shot from 25 ft (assist by J. Barea),,59,66
300,3,0:00.0,,S. Mack misses 3-pt jump shot from 24 ft,59,66
301,3,0:00.0,,Offensive rebound by Team,59,66
302,4,11:39.0,S. Curry makes 2-pt jump shot from 18 ft (assist by J. Barea),,61,66
303,4,11:18.0,,Turnover by J. Johnson (bad pass; steal by D. Nowitzki),61,66
304,4,11:07.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,61,66
305,4,11:05.0,Offensive rebound by J. Anderson,,61,66
306,4,10:59.0,J. Barea makes 2-pt jump shot from 23 ft,,63,66
307,4,10:59.0,,Utah full timeout,63,66
308,4,10:45.0,,G. Hill makes 3-pt jump shot from 25 ft,63,69
309,4,10:25.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,65,69
310,4,10:00.0,,J. Johnson makes 2-pt jump shot from 9 ft,65,71
311,4,9:48.0,J. Barea misses 3-pt jump shot from 24 ft,,65,71
312,4,9:47.0,,Defensive rebound by J. Ingles,65,71
313,4,9:31.0,,J. Ingles misses 3-pt jump shot from 24 ft,65,71
314,4,9:30.0,Defensive rebound by J. Anderson,,65,71
315,4,9:20.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,65,71
316,4,9:19.0,Offensive rebound by J. Barea,,65,71
317,4,9:13.0,Shooting foul by D. Exum (drawn by J. Barea),,65,71
318,4,9:13.0,J. Barea makes free throw 1 of 2,,66,71
319,4,9:13.0,,D. Favors enters the game for D. Exum,66,71
320,4,9:13.0,J. Barea makes free throw 2 of 2,,67,71
321,4,8:51.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),67,73
322,4,8:37.0,Personal foul by D. Favors (drawn by D. Nowitzki),,67,73
323,4,8:24.0,D. Powell misses 2-pt layup from 2 ft,,67,73
324,4,8:23.0,Offensive rebound by J. Anderson,,67,73
325,4,8:18.0,J. Barea makes 2-pt jump shot from 4 ft,,69,73
326,4,7:59.0,,G. Hill makes 2-pt jump shot from 21 ft,69,75
327,4,7:33.0,D. Powell misses 2-pt layup from 2 ft,,69,75
328,4,7:33.0,,Defensive rebound by Team,69,75
329,4,7:16.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),69,78
330,4,7:15.0,Dallas full timeout,,69,78
331,4,7:15.0,D. Williams enters the game for S. Curry,,69,78
332,4,7:15.0,W. Matthews enters the game for D. Powell,,69,78
333,4,7:15.0,H. Barnes enters the game for J. Barea,,69,78
334,4,7:15.0,,R. Hood enters the game for D. Favors,69,78
335,4,7:07.0,Personal foul by R. Hood (drawn by W. Matthews),,69,78
336,4,6:58.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,69,78
337,4,6:57.0,,Defensive rebound by R. Hood,69,78
338,4,6:38.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by G. Hill),69,81
339,4,6:17.0,D. Nowitzki misses 2-pt layup from 2 ft (block by R. Gobert),,69,81
340,4,6:16.0,Offensive rebound by J. Anderson,,69,81
341,4,6:12.0,J. Anderson makes 2-pt layup from 2 ft,,71,81
342,4,5:57.0,,G. Hill misses 2-pt jump shot from 5 ft,71,81
343,4,5:57.0,,Offensive rebound by R. Gobert,71,81
344,4,5:57.0,,Shooting foul by W. Matthews (drawn by R. Gobert),71,81
345,4,5:57.0,,R. Gobert misses free throw 1 of 2,71,81
346,4,5:57.0,,Offensive rebound by Team,71,81
347,4,5:57.0,,R. Gobert misses free throw 2 of 2,71,81
348,4,5:57.0,D. Powell enters the game for D. Nowitzki,,71,81
349,4,5:56.0,Defensive rebound by H. Barnes,,71,81
350,4,5:37.0,J. Anderson misses 2-pt hook shot from 6 ft,,71,81
351,4,5:36.0,,Defensive rebound by G. Hill,71,81
352,4,5:20.0,,J. Johnson misses 3-pt jump shot from 23 ft,71,81
353,4,5:19.0,Defensive rebound by J. Anderson,,71,81
354,4,5:07.0,D. Powell makes 2-pt layup from 3 ft (assist by D. Williams),,73,81
355,4,4:45.0,,Shooting foul by D. Powell (drawn by G. Hill),73,81
356,4,4:45.0,,G. Hill makes free throw 1 of 2,73,82
357,4,4:45.0,,G. Hill makes free throw 2 of 2,73,83
358,4,4:35.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Williams),,75,83
359,4,4:22.0,,Turnover by G. Hill (bad pass; steal by J. Anderson),75,83
360,4,4:20.0,Turnover by J. Anderson (lost ball),,75,83
361,4,4:05.0,,Shooting foul by J. Anderson (drawn by R. Gobert),75,83
362,4,4:05.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),75,85
363,4,4:05.0,,R. Gobert makes free throw 1 of 1,75,86
364,4,3:55.0,Turnover by D. Williams (bad pass),,75,86
365,4,3:41.0,,Shooting foul by J. Anderson (drawn by R. Gobert),75,86
366,4,3:41.0,,R. Gobert misses free throw 1 of 2,75,86
367,4,3:41.0,,Offensive rebound by Team,75,86
368,4,3:41.0,,R. Gobert makes free throw 2 of 2,75,87
369,4,3:32.0,Shooting foul by R. Gobert (drawn by D. Powell),,75,87
370,4,3:32.0,D. Powell misses free throw 1 of 2,,75,87
371,4,3:32.0,Offensive rebound by Team,,75,87
372,4,3:32.0,D. Powell makes free throw 2 of 2,,76,87
373,4,3:30.0,,Personal take foul by D. Williams (drawn by R. Gobert),76,87
374,4,3:30.0,,R. Gobert misses free throw 1 of 2,76,87
375,4,3:30.0,,Offensive rebound by Team,76,87
376,4,3:30.0,,R. Gobert makes free throw 2 of 2,76,88
377,4,3:20.0,D. Williams makes 2-pt jump shot from 17 ft,,78,88
378,4,3:12.0,,Personal take foul by D. Powell (drawn by R. Gobert),78,88
379,4,3:12.0,,R. Gobert makes free throw 1 of 2,78,89
380,4,3:12.0,,R. Gobert misses free throw 2 of 2,78,89
381,4,3:12.0,Defensive rebound by D. Williams,,78,89
382,4,3:01.0,D. Powell misses 2-pt jump shot from 23 ft,,78,89
383,4,3:01.0,,Defensive rebound by R. Gobert,78,89
384,4,2:48.0,,R. Hood makes 2-pt jump shot from 12 ft,78,91
385,4,2:48.0,,Shooting foul by D. Williams (drawn by R. Hood),78,91
386,4,2:48.0,,Utah full timeout,78,91
387,4,2:48.0,S. Curry enters the game for J. Anderson,,78,91
388,4,2:48.0,,R. Hood makes free throw 1 of 1,78,92
389,4,2:38.0,H. Barnes misses 2-pt jump shot from 18 ft,,78,92
390,4,2:36.0,,Defensive rebound by R. Gobert,78,92
391,4,2:25.0,,G. Hill misses 2-pt jump shot from 15 ft,78,92
392,4,2:24.0,Defensive rebound by D. Powell,,78,92
