,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
60,1,5:24.0,,Turnover by J. Randle (offensive foul),17,14
61,1,5:24.0,,L. Nance enters the game for J. Randle,17,14
62,1,5:02.0,Turnover by B. Rush (bad pass; steal by D. Russell),,17,14
63,1,4:57.0,,D. Russell makes 2-pt layup from 2 ft,17,16
64,1,4:48.0,Minnesota full timeout,,17,16
65,1,4:48.0,K. Dunn enters the game for B. Rush,,17,16
66,1,4:33.0,K. Dunn misses 2-pt jump shot from 17 ft,,17,16
67,1,4:31.0,,Defensive rebound by D. Russell,17,16
68,1,4:25.0,,B. Ingram makes 2-pt layup from 2 ft,17,18
69,1,4:04.0,A. Wiggins misses 2-pt jump shot from 12 ft,,17,18
70,1,3:59.0,,Defensive rebound by J. Clarkson,17,18
71,1,3:54.0,,Personal foul by A. Wiggins (drawn by B. Ingram),17,18
72,1,3:54.0,O. Casspi enters the game for K. Towns,,17,18
73,1,3:51.0,,Offensive foul by I. Zubac (drawn by R. Rubio),17,18
74,1,3:51.0,,Turnover by I. Zubac (offensive foul),17,18
75,1,3:39.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,19,18
76,1,3:23.0,,I. Zubac makes 2-pt dunk at rim (assist by L. Nance),19,20
77,1,3:08.0,Turnover by R. Rubio (bad pass),,19,20
78,1,3:08.0,,T. Black enters the game for I. Zubac,19,20
79,1,3:08.0,,T. Ennis enters the game for D. Russell,19,20
80,1,2:49.0,,B. Ingram misses 2-pt jump shot from 6 ft,19,20
81,1,2:48.0,Defensive rebound by A. Wiggins,,19,20
82,1,2:36.0,Shooting foul by J. Clarkson (drawn by R. Rubio),,19,20
83,1,2:36.0,R. Rubio makes free throw 1 of 2,,20,20
84,1,2:36.0,R. Rubio makes free throw 2 of 2,,21,20
85,1,2:18.0,,J. Clarkson misses 2-pt jump shot from 9 ft,21,20
86,1,2:16.0,Defensive rebound by K. Dunn,,21,20
87,1,2:12.0,Shooting foul by T. Black (drawn by O. Casspi),,21,20
88,1,2:12.0,O. Casspi makes free throw 1 of 2,,22,20
89,1,2:12.0,S. Muhammad enters the game for R. Rubio,,22,20
90,1,2:12.0,O. Casspi makes free throw 2 of 2,,23,20
91,1,1:50.0,,J. Clarkson makes 2-pt jump shot from 10 ft,23,22
92,1,1:25.0,Turnover by A. Wiggins (bad pass; steal by T. Ennis),,23,22
93,1,1:20.0,,T. Ennis makes 2-pt layup from 1 ft,23,24
94,1,1:00.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by K. Dunn),,25,24
95,1,0:48.0,,T. Black misses 2-pt hook shot from 7 ft,25,24
96,1,0:44.0,Defensive rebound by K. Dunn,,25,24
97,1,0:31.0,A. Wiggins makes 2-pt jump shot from 11 ft (assist by O. Casspi),,27,24
98,1,0:13.0,,J. Clarkson makes 2-pt jump shot from 7 ft,27,26
99,1,0:06.0,K. Dunn misses 2-pt jump shot from 18 ft,,27,26
100,1,0:03.0,,Defensive rebound by L. Nance,27,26
101,1,0:01.0,,Personal foul by A. Wiggins (drawn by B. Ingram),27,26
102,1,0:01.0,,LA Lakers full timeout,27,26
103,1,0:01.0,,Turnover by B. Ingram (bad pass; steal by G. Dieng),27,26
104,2,11:51.0,,Turnover by T. Black (bad pass),27,26
105,2,11:41.0,Personal foul by T. Black (drawn by K. Towns),,27,26
106,2,11:41.0,,D. Nwaba enters the game for T. Black,27,26
107,2,11:31.0,S. Muhammad misses 2-pt jump shot from 6 ft,,27,26
108,2,11:29.0,,Defensive rebound by D. Nwaba,27,26
109,2,11:26.0,,Turnover by T. Ennis (bad pass),27,26
110,2,11:08.0,K. Towns misses 2-pt hook shot from 5 ft,,27,26
111,2,11:05.0,,Defensive rebound by D. Nwaba,27,26
112,2,10:57.0,,L. Nance makes 2-pt dunk at rim (assist by D. Nwaba),27,28
113,2,10:31.0,K. Towns makes 2-pt hook shot from 8 ft,,29,28
114,2,10:19.0,,Turnover by L. Nance (bad pass; steal by K. Dunn),29,28
115,2,10:16.0,Shooting foul by D. Nwaba (drawn by K. Towns),,29,28
116,2,10:16.0,,LA Lakers full timeout,29,28
117,2,10:16.0,K. Towns makes free throw 1 of 2,,30,28
118,2,10:16.0,K. Towns makes free throw 2 of 2,,31,28
119,2,10:01.0,,C. Brewer makes 2-pt layup from 4 ft (assist by L. Nance),31,30
120,2,9:41.0,K. Dunn misses 2-pt jump shot from 14 ft,,31,30
121,2,9:39.0,,Defensive rebound by D. Russell,31,30
122,2,9:37.0,,J. Randle enters the game for T. Ennis,31,30
123,2,9:31.0,,L. Nance misses 2-pt jump shot from 11 ft,31,30
124,2,9:28.0,,Offensive rebound by D. Nwaba,31,30
125,2,9:28.0,,D. Nwaba makes 2-pt layup from 1 ft,31,32
126,2,9:15.0,S. Muhammad misses 2-pt jump shot from 10 ft,,31,32
127,2,9:13.0,,Defensive rebound by C. Brewer,31,32
128,2,9:09.0,,L. Nance makes 2-pt dunk at rim (assist by C. Brewer),31,34
129,2,8:49.0,K. Towns misses 3-pt jump shot from 25 ft,,31,34
130,2,8:48.0,,Defensive rebound by D. Russell,31,34
131,2,8:46.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by D. Russell),31,36
132,2,8:46.0,,Shooting foul by K. Dunn (drawn by D. Nwaba),31,36
133,2,8:46.0,G. Dieng enters the game for O. Casspi,,31,36
134,2,8:46.0,R. Rubio enters the game for S. Muhammad,,31,36
135,2,8:46.0,,D. Nwaba makes free throw 1 of 1,31,37
136,2,8:33.0,K. Dunn makes 3-pt jump shot from 28 ft,,34,37
137,2,8:20.0,,C. Brewer misses 3-pt jump shot from 24 ft,34,37
138,2,8:19.0,Defensive rebound by K. Dunn,,34,37
139,2,8:11.0,K. Towns makes 2-pt dunk at rim (assist by T. Jones),,36,37
140,2,8:05.0,,Shooting foul by T. Jones (drawn by D. Russell),36,37
141,2,8:05.0,,D. Russell makes free throw 1 of 2,36,38
142,2,8:05.0,,D. Russell makes free throw 2 of 2,36,39
143,2,7:49.0,T. Jones makes 2-pt jump shot from 12 ft (assist by G. Dieng),,38,39
144,2,7:28.0,,L. Nance misses 2-pt layup from 2 ft,38,39
145,2,7:26.0,Defensive rebound by G. Dieng,,38,39
146,2,7:16.0,Shooting foul by C. Brewer (drawn by G. Dieng),,38,39
147,2,7:16.0,G. Dieng makes free throw 1 of 2,,39,39
148,2,7:16.0,G. Dieng makes free throw 2 of 2,,40,39
149,2,7:05.0,,Turnover by C. Brewer (lost ball; steal by R. Rubio),40,39
150,2,7:02.0,,Violation by C. Brewer (def goaltending),40,39
151,2,7:02.0,K. Dunn makes 2-pt layup from 4 ft,,42,39
152,2,6:45.0,,D. Russell misses 3-pt jump shot from 25 ft,42,39
153,2,6:42.0,Defensive rebound by K. Dunn,,42,39
154,2,6:39.0,R. Rubio makes 2-pt jump shot from 17 ft,,44,39
155,2,6:22.0,,Turnover by D. Russell (bad pass; steal by T. Jones),44,39
156,2,6:16.0,R. Rubio makes 2-pt layup from 3 ft,,46,39
157,2,6:14.0,,LA Lakers full timeout,46,39
158,2,6:14.0,A. Wiggins enters the game for T. Jones,,46,39
159,2,6:14.0,,B. Ingram enters the game for C. Brewer,46,39
160,2,6:14.0,,J. Clarkson enters the game for D. Nwaba,46,39
161,2,5:52.0,,D. Russell misses 2-pt jump shot from 3 ft (block by K. Dunn),46,39
162,2,5:50.0,Defensive rebound by K. Towns,,46,39
163,2,5:34.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,48,39
164,2,5:26.0,,Shooting foul by G. Dieng (drawn by J. Randle),48,39
165,2,5:26.0,,J. Randle makes free throw 1 of 2,48,40
166,2,5:26.0,,I. Zubac enters the game for L. Nance,48,40
167,2,5:26.0,,J. Randle makes free throw 2 of 2,48,41
168,2,5:18.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,50,41
169,2,5:06.0,,Turnover by J. Randle (bad pass; steal by R. Rubio),50,41
170,2,5:00.0,K. Dunn makes 2-pt layup from 2 ft,,52,41
171,2,4:56.0,,Shooting foul by K. Dunn (drawn by J. Randle),52,41
172,2,4:56.0,,J. Randle makes free throw 1 of 2,52,42
173,2,4:56.0,,J. Randle makes free throw 2 of 2,52,43
174,2,4:51.0,A. Wiggins misses 2-pt layup from 2 ft,,52,43
175,2,4:51.0,,Defensive rebound by Team,52,43
176,2,4:42.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by J. Clarkson),52,46
177,2,4:25.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by R. Rubio),,55,46
178,2,4:11.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by D. Russell),55,49
179,2,3:46.0,K. Dunn makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,57,49
180,2,3:31.0,,Turnover by I. Zubac (lost ball; steal by K. Dunn),57,49
181,2,3:25.0,Turnover by G. Dieng (traveling),,57,49
182,2,3:16.0,,Shooting foul by K. Dunn (drawn by D. Russell),57,49
183,2,3:16.0,,D. Russell makes free throw 1 of 2,57,50
184,2,3:16.0,T. Jones enters the game for K. Dunn,,57,50
185,2,3:16.0,,D. Russell makes free throw 2 of 2,57,51
186,2,3:00.0,Personal foul by J. Randle (drawn by K. Towns),,57,51
187,2,2:47.0,R. Rubio misses 3-pt jump shot from 24 ft,,57,51
188,2,2:45.0,,Defensive rebound by B. Ingram,57,51
189,2,2:43.0,,Turnover by J. Randle (lost ball; steal by T. Jones),57,51
190,2,2:38.0,K. Towns makes 2-pt dunk at rim (assist by T. Jones),,59,51
191,2,2:18.0,,I. Zubac misses 2-pt jump shot from 21 ft,59,51
192,2,2:16.0,Defensive rebound by R. Rubio,,59,51
193,2,2:01.0,K. Towns makes 2-pt jump shot from 20 ft,,61,51
194,2,1:49.0,,Shooting foul by T. Jones (drawn by D. Russell),61,51
195,2,1:49.0,Official timeout,,61,51
196,2,1:49.0,,D. Russell misses free throw 1 of 2,61,51
197,2,1:49.0,,Offensive rebound by Team,61,51
198,2,1:49.0,,L. Nance enters the game for J. Randle,61,51
199,2,1:49.0,,D. Russell makes free throw 2 of 2,61,52
200,2,1:39.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by R. Rubio),,63,52
201,2,1:20.0,,L. Nance makes 2-pt dunk at rim (assist by I. Zubac),63,54
202,2,1:00.0,R. Rubio makes 2-pt jump shot from 6 ft (assist by K. Towns),,65,54
203,2,0:45.0,,J. Clarkson misses 2-pt jump shot from 6 ft,65,54
204,2,0:42.0,Defensive rebound by K. Towns,,65,54
205,2,0:33.0,Turnover by G. Dieng (traveling),,65,54
206,2,0:21.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by R. Rubio),65,54
207,2,0:19.0,Defensive rebound by G. Dieng,,65,54
208,2,0:04.0,Shooting foul by J. Clarkson (drawn by R. Rubio),,65,54
209,2,0:04.0,R. Rubio makes free throw 1 of 2,,66,54
210,2,0:04.0,R. Rubio makes free throw 2 of 2,,67,54
211,2,0:02.0,,Turnover by I. Zubac (bad pass; steal by K. Towns),67,54
212,3,11:45.0,,Shooting foul by B. Rush (drawn by B. Ingram),67,54
213,3,11:45.0,,B. Ingram makes free throw 1 of 2,67,55
214,3,11:45.0,,B. Ingram makes free throw 2 of 2,67,56
215,3,11:34.0,A. Wiggins misses 2-pt layup from 2 ft,,67,56
216,3,11:33.0,Offensive rebound by G. Dieng,,67,56
217,3,11:33.0,G. Dieng misses 2-pt layup from 2 ft,,67,56
218,3,11:29.0,,Defensive rebound by B. Ingram,67,56
219,3,11:26.0,,B. Ingram makes 2-pt layup from 1 ft,67,58
220,3,11:06.0,G. Dieng makes 2-pt layup from 2 ft (assist by K. Towns),,69,58
221,3,10:54.0,,J. Clarkson makes 2-pt jump shot from 14 ft (assist by I. Zubac),69,60
222,3,10:37.0,A. Wiggins misses 2-pt jump shot from 21 ft,,69,60
223,3,10:34.0,,Defensive rebound by J. Randle,69,60
224,3,10:30.0,,B. Ingram misses 2-pt layup from 4 ft (block by K. Towns),69,60
225,3,10:27.0,Defensive rebound by K. Towns,,69,60
226,3,10:15.0,B. Rush misses 3-pt jump shot from 25 ft,,69,60
227,3,10:13.0,,Defensive rebound by J. Randle,69,60
228,3,10:06.0,,I. Zubac misses 2-pt layup from 2 ft (block by K. Towns),69,60
229,3,10:03.0,Offensive rebound by Team,,69,60
230,3,9:45.0,R. Rubio makes 3-pt jump shot from 27 ft (assist by B. Rush),,72,60
231,3,9:36.0,,Personal foul by G. Dieng (drawn by D. Russell),72,60
232,3,9:25.0,,I. Zubac makes 2-pt dunk at rim (assist by J. Clarkson),72,62
233,3,9:07.0,K. Towns makes 2-pt hook shot from 5 ft (assist by R. Rubio),,74,62
234,3,8:53.0,,J. Randle makes 3-pt jump shot from 24 ft (assist by J. Clarkson),74,65
235,3,8:32.0,A. Wiggins makes 2-pt layup from 1 ft,,76,65
236,3,8:29.0,,Turnover by J. Clarkson (step out of bounds),76,65
237,3,8:20.0,Turnover by B. Rush (step out of bounds),,76,65
238,3,8:09.0,,Turnover by D. Russell (lost ball; steal by B. Rush),76,65
239,3,8:07.0,B. Rush makes 2-pt dunk at rim (assist by R. Rubio),,78,65
240,3,7:58.0,,J. Clarkson misses 3-pt jump shot from 26 ft,78,65
241,3,7:58.0,Defensive rebound by Team,,78,65
242,3,7:58.0,,Loose ball foul by J. Randle (drawn by K. Towns),78,65
243,3,7:44.0,Turnover by K. Towns (offensive goaltending),,78,65
244,3,7:21.0,,Turnover by J. Randle (lost ball),78,65
245,3,6:59.0,R. Rubio makes 2-pt jump shot from 19 ft (assist by K. Towns),,80,65
246,3,6:47.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),80,67
247,3,6:27.0,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),,82,67
248,3,6:11.0,,I. Zubac misses 2-pt layup from 4 ft (block by G. Dieng),82,67
249,3,6:11.0,,Offensive rebound by Team,82,67
250,3,6:04.0,,J. Randle makes 2-pt hook shot from 5 ft,82,69
251,3,5:43.0,Turnover by G. Dieng (lost ball; steal by J. Randle),,82,69
252,3,5:35.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),82,72
253,3,5:33.0,Minnesota full timeout,,82,72
254,3,5:15.0,G. Dieng makes 2-pt layup from 2 ft (assist by B. Rush),,84,72
255,3,5:00.0,,Turnover by I. Zubac (offensive foul),84,72
256,3,5:00.0,,Offensive foul by I. Zubac (drawn by R. Rubio),84,72
257,3,5:00.0,K. Dunn enters the game for K. Towns,,84,72
258,3,5:00.0,O. Casspi enters the game for B. Rush,,84,72
259,3,5:00.0,,L. Nance enters the game for I. Zubac,84,72
260,3,4:45.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,86,72
261,3,4:24.0,,J. Randle makes 2-pt dunk at rim (assist by D. Russell),86,74
262,3,4:08.0,O. Casspi makes 2-pt layup from 4 ft (assist by R. Rubio),,88,74
263,3,3:45.0,,J. Clarkson misses 2-pt layup from 3 ft (block by O. Casspi),88,74
264,3,3:45.0,,Offensive rebound by Team,88,74
265,3,3:45.0,,D. Nwaba enters the game for D. Russell,88,74
266,3,3:37.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),88,77
267,3,3:19.0,R. Rubio misses 2-pt jump shot from 15 ft,,88,77
268,3,3:19.0,Offensive rebound by Team,,88,77
269,3,3:19.0,,Loose ball foul by L. Nance (drawn by G. Dieng),88,77
270,3,3:08.0,A. Wiggins misses 2-pt layup from 2 ft,,88,77
271,3,3:07.0,Offensive rebound by A. Wiggins,,88,77
272,3,3:07.0,A. Wiggins misses 2-pt layup from 1 ft,,88,77
273,3,3:04.0,Offensive rebound by A. Wiggins,,88,77
274,3,3:04.0,A. Wiggins misses 2-pt layup from 2 ft,,88,77
275,3,3:01.0,,Defensive rebound by B. Ingram,88,77
276,3,2:57.0,,LA Lakers full timeout,88,77
277,3,2:57.0,Violation by Team (jump ball),,88,77
278,3,2:44.0,,B. Ingram misses 3-pt jump shot from 25 ft,88,77
279,3,2:43.0,,Offensive rebound by D. Nwaba,88,77
280,3,2:43.0,,D. Nwaba misses 2-pt layup from 1 ft (block by G. Dieng),88,77
281,3,2:43.0,,Offensive rebound by Team,88,77
282,3,2:38.0,,Turnover by L. Nance (bad pass; steal by K. Dunn),88,77
283,3,2:19.0,K. Dunn misses 3-pt jump shot from 25 ft,,88,77
284,3,2:18.0,,Defensive rebound by L. Nance,88,77
285,3,2:03.0,,L. Nance misses 2-pt hook shot from 4 ft,88,77
286,3,2:01.0,,Offensive rebound by J. Randle,88,77
287,3,2:00.0,,J. Randle misses 2-pt layup from 1 ft,88,77
288,3,1:56.0,,Offensive rebound by L. Nance,88,77
289,3,1:56.0,,Turnover by L. Nance (lost ball; steal by A. Wiggins),88,77
290,3,1:37.0,O. Casspi misses 2-pt layup from 3 ft (block by J. Randle),,88,77
291,3,1:35.0,Offensive rebound by O. Casspi,,88,77
292,3,1:30.0,A. Wiggins misses 3-pt jump shot from 27 ft,,88,77
293,3,1:28.0,,Defensive rebound by J. Randle,88,77
294,3,1:04.0,,J. Clarkson makes 3-pt jump shot from 27 ft,88,80
295,3,0:45.0,K. Dunn misses 3-pt jump shot from 27 ft,,88,80
296,3,0:44.0,Offensive rebound by A. Wiggins,,88,80
297,3,0:34.0,Personal foul by B. Ingram (drawn by G. Dieng),,88,80
298,3,0:26.0,A. Wiggins misses 2-pt layup from 4 ft,,88,80
299,3,0:22.0,,Defensive rebound by D. Nwaba,88,80
300,3,0:02.0,,J. Randle misses 3-pt jump shot from 26 ft,88,80
301,3,0:00.0,,Offensive rebound by Team,88,80
302,4,11:35.0,O. Casspi misses 2-pt layup from 1 ft,,88,80
303,4,11:33.0,,Defensive rebound by L. Nance,88,80
304,4,11:31.0,,Turnover by L. Nance (lost ball; steal by T. Jones),88,80
305,4,11:25.0,T. Jones makes 2-pt layup from 1 ft (assist by K. Towns),,90,80
306,4,11:05.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by T. Ennis),90,83
307,4,10:39.0,Turnover by T. Jones (traveling),,90,83
308,4,10:20.0,,D. Nwaba makes 2-pt layup from 3 ft (assist by L. Nance),90,85
309,4,10:20.0,Minnesota full timeout,,90,85
310,4,10:20.0,A. Wiggins enters the game for O. Casspi,,90,85
311,4,10:03.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Dunn),,93,85
312,4,9:38.0,,T. Ennis makes 2-pt layup from 2 ft,93,87
313,4,9:16.0,A. Wiggins misses 2-pt jump shot from 17 ft,,93,87
314,4,9:14.0,,Defensive rebound by T. Ennis,93,87
315,4,9:11.0,,T. Ennis misses 2-pt layup from 2 ft (block by K. Dunn),93,87
316,4,9:10.0,,Offensive rebound by Team,93,87
317,4,9:03.0,,J. Clarkson makes 3-pt jump shot from 28 ft,93,90
318,4,8:43.0,Personal foul by D. Nwaba (drawn by A. Wiggins),,93,90
319,4,8:30.0,K. Dunn misses 3-pt jump shot from 24 ft,,93,90
320,4,8:28.0,,Defensive rebound by T. Ennis,93,90
321,4,8:13.0,,T. Ennis misses 2-pt layup from 1 ft,93,90
322,4,8:13.0,,Offensive rebound by Team,93,90
323,4,8:06.0,,L. Nance misses 2-pt hook shot from 6 ft,93,90
324,4,8:01.0,Defensive rebound by A. Wiggins,,93,90
325,4,7:53.0,Turnover by T. Jones (bad pass; steal by L. Nance),,93,90
326,4,7:47.0,R. Rubio enters the game for K. Dunn,,93,90
327,4,7:34.0,,C. Brewer makes 3-pt jump shot from 26 ft,93,93
328,4,7:09.0,,Violation by C. Brewer (kicked ball),93,93
329,4,7:00.0,Shooting foul by L. Nance (drawn by T. Jones),,93,93
330,4,7:00.0,T. Jones makes free throw 1 of 2,,94,93
331,4,7:00.0,,LA Lakers full timeout,94,93
332,4,7:00.0,K. Dunn enters the game for S. Muhammad,,94,93
333,4,7:00.0,T. Jones makes free throw 2 of 2,,95,93
334,4,6:43.0,,C. Brewer makes 2-pt jump shot from 14 ft,95,95
335,4,6:21.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by R. Rubio),,97,95
336,4,6:06.0,,T. Ennis misses 2-pt jump shot from 5 ft,97,95
337,4,6:04.0,Defensive rebound by K. Towns,,97,95
338,4,5:53.0,K. Dunn makes 2-pt layup from 2 ft (assist by R. Rubio),,99,95
339,4,5:43.0,,C. Brewer makes 2-pt jump shot from 6 ft (assist by L. Nance),99,97
340,4,5:43.0,,Shooting foul by A. Wiggins (drawn by C. Brewer),99,97
341,4,5:43.0,,D. Russell enters the game for T. Ennis,99,97
342,4,5:43.0,,C. Brewer makes free throw 1 of 1,99,98
343,4,5:27.0,K. Towns misses 2-pt layup from 2 ft,,99,98
344,4,5:26.0,Offensive rebound by K. Towns,,99,98
345,4,5:23.0,K. Towns makes 2-pt hook shot from 7 ft,,101,98
346,4,5:12.0,,C. Brewer misses 2-pt jump shot from 10 ft,101,98
347,4,5:10.0,Defensive rebound by K. Towns,,101,98
348,4,4:58.0,A. Wiggins misses 2-pt jump shot from 23 ft,,101,98
349,4,4:55.0,,Defensive rebound by D. Nwaba,101,98
350,4,4:47.0,,L. Nance misses 2-pt jump shot from 11 ft,101,98
351,4,4:45.0,Defensive rebound by K. Dunn,,101,98
352,4,4:25.0,R. Rubio misses 2-pt layup from 3 ft,,101,98
353,4,4:24.0,Offensive rebound by K. Towns,,101,98
354,4,4:23.0,,Violation by C. Brewer (def goaltending),101,98
355,4,4:23.0,K. Towns makes 2-pt layup from 3 ft,,103,98
356,4,4:04.0,,D. Russell misses 3-pt jump shot from 24 ft,103,98
357,4,4:02.0,,Offensive rebound by C. Brewer,103,98
358,4,4:02.0,,C. Brewer makes 2-pt dunk at rim,103,100
359,4,3:48.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by R. Rubio),,106,100
360,4,3:32.0,,D. Russell misses 2-pt jump shot from 18 ft,106,100
361,4,3:31.0,,Offensive rebound by L. Nance,106,100
362,4,3:29.0,,L. Nance misses 2-pt layup from 2 ft,106,100
363,4,3:26.0,,Offensive rebound by C. Brewer,106,100
364,4,3:25.0,,C. Brewer misses 2-pt layup from 1 ft,106,100
365,4,3:22.0,Defensive rebound by T. Jones,,106,100
366,4,3:22.0,Personal foul by C. Brewer (drawn by T. Jones),,106,100
367,4,2:59.0,R. Rubio misses 3-pt jump shot from 25 ft,,106,100
368,4,2:59.0,Offensive rebound by K. Towns,,106,100
369,4,2:54.0,Turnover by Team (back court),,106,100
370,4,2:54.0,Official timeout,,106,100
371,4,2:54.0,,J. Randle enters the game for L. Nance,106,100
372,4,2:44.0,,J. Randle misses 3-pt jump shot from 25 ft,106,100
373,4,2:44.0,Defensive rebound by Team,,106,100
374,4,2:26.0,Shooting foul by D. Nwaba (drawn by R. Rubio),,106,100
375,4,2:26.0,R. Rubio makes free throw 1 of 2,,107,100
376,4,2:26.0,,L. Nance enters the game for C. Brewer,107,100
377,4,2:26.0,R. Rubio makes free throw 2 of 2,,108,100
378,4,2:15.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Randle),108,103
379,4,1:49.0,A. Wiggins misses 2-pt jump shot from 18 ft,,108,103
380,4,1:48.0,,Defensive rebound by J. Clarkson,108,103
