,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
0,1,11:41.0,,M. Williams makes 2-pt jump shot from 8 ft (assist by K. Walker),0,2
1,1,11:26.0,R. Anderson misses 3-pt jump shot from 28 ft,,0,2
2,1,11:24.0,Offensive rebound by C. Capela,,0,2
3,1,11:22.0,C. Capela misses 2-pt layup from 2 ft (block by M. Kidd-Gilchrist),,0,2
4,1,11:20.0,,Defensive rebound by K. Walker,0,2
5,1,11:15.0,,C. Zeller misses 2-pt layup from 2 ft,0,2
6,1,11:13.0,Defensive rebound by R. Anderson,,0,2
7,1,11:06.0,Turnover by J. Harden (bad pass; steal by M. Williams),,0,2
8,1,11:03.0,,Turnover by M. Williams (bad pass; steal by T. Ariza),0,2
9,1,10:46.0,J. Harden misses 2-pt jump shot from 14 ft,,0,2
10,1,10:45.0,,Defensive rebound by N. Batum,0,2
11,1,10:40.0,,Offensive foul by C. Zeller (drawn by J. Harden),0,2
12,1,10:40.0,,Turnover by C. Zeller (offensive foul),0,2
13,1,10:18.0,P. Beverley makes 2-pt jump shot from 11 ft (assist by R. Anderson),,2,2
14,1,10:02.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 6 ft (assist by K. Walker),2,4
15,1,9:47.0,T. Ariza misses 3-pt jump shot from 24 ft,,2,4
16,1,9:46.0,,Defensive rebound by M. Williams,2,4
17,1,9:37.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),2,6
18,1,9:22.0,C. Capela makes 2-pt hook shot from 6 ft,,4,6
19,1,9:00.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),4,8
20,1,8:41.0,P. Beverley misses 3-pt jump shot from 23 ft,,4,8
21,1,8:40.0,Offensive rebound by C. Capela,,4,8
22,1,8:34.0,R. Anderson makes 2-pt layup from 2 ft,,6,8
23,1,8:17.0,,K. Walker misses 2-pt layup from 1 ft (block by J. Harden),6,8
24,1,8:15.0,,Offensive rebound by N. Batum,6,8
25,1,8:15.0,,N. Batum makes 2-pt layup from 2 ft,6,10
