,QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
55,1,5:28.0,J. Nelson enters the game for J. Murray,,12,16
56,1,5:28.0,,A. Wiggins makes free throw 2 of 2,12,17
57,1,5:06.0,E. Mudiay makes 2-pt jump shot from 17 ft,,14,17
58,1,4:51.0,,K. Dunn makes 2-pt layup from 2 ft,14,19
59,1,4:30.0,D. Arthur misses 2-pt jump shot from 21 ft,,14,19
60,1,4:27.0,Offensive rebound by K. Faried,,14,19
61,1,4:27.0,K. Faried makes 2-pt layup from 1 ft,,16,19
62,1,4:11.0,,K. Towns misses 2-pt jump shot from 8 ft,16,19
63,1,4:10.0,,Offensive rebound by K. Towns,16,19
64,1,4:09.0,,K. Towns makes 2-pt layup from 1 ft,16,21
65,1,3:49.0,Turnover by J. Nelson (bad pass),,16,21
66,1,3:38.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),16,24
67,1,3:24.0,Shooting foul by A. Wiggins (drawn by D. Gallinari),,16,24
68,1,3:24.0,D. Gallinari makes free throw 1 of 2,,17,24
69,1,3:24.0,,B. Rush enters the game for Z. LaVine,17,24
70,1,3:24.0,W. Chandler enters the game for D. Arthur,,17,24
71,1,3:24.0,D. Gallinari makes free throw 2 of 2,,18,24
72,1,3:13.0,,A. Wiggins makes 2-pt jump shot from 16 ft (assist by K. Dunn),18,26
73,1,2:56.0,E. Mudiay misses 2-pt jump shot from 22 ft,,18,26
74,1,2:55.0,Offensive rebound by J. Nelson,,18,26
75,1,2:51.0,W. Chandler misses 3-pt jump shot from 24 ft,,18,26
76,1,2:50.0,,Defensive rebound by B. Rush,18,26
77,1,2:37.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),18,29
78,1,2:36.0,Denver full timeout,,18,29
79,1,2:36.0,,Minnesota full timeout,18,29
80,1,2:36.0,,N. Bjelica enters the game for K. Towns,18,29
81,1,2:27.0,E. Mudiay misses 2-pt layup from 1 ft (block by G. Dieng),,18,29
82,1,2:26.0,,Defensive rebound by K. Dunn,18,29
83,1,2:21.0,,N. Bjelica makes 2-pt dunk at rim (assist by K. Dunn),18,31
84,1,2:06.0,J. Nelson misses 2-pt jump shot from 12 ft,,18,31
85,1,2:05.0,,Defensive rebound by N. Bjelica,18,31
86,1,1:52.0,,Shooting block foul by W. Chandler (drawn by A. Wiggins),18,31
87,1,1:52.0,,A. Wiggins makes free throw 1 of 2,18,32
88,1,1:52.0,J. Nurkić enters the game for K. Faried,,18,32
89,1,1:52.0,J. Murray enters the game for E. Mudiay,,18,32
90,1,1:52.0,,A. Wiggins makes free throw 2 of 2,18,33
91,1,1:39.0,W. Chandler makes 2-pt dunk at rim (assist by J. Nelson),,20,33
92,1,1:15.0,,B. Rush misses 2-pt layup from 1 ft,20,33
93,1,1:14.0,,Offensive rebound by A. Wiggins,20,33
94,1,1:13.0,,A. Wiggins makes 2-pt layup from 2 ft,20,35
95,1,0:56.0,Shooting foul by K. Dunn (drawn by W. Chandler),,20,35
96,1,0:56.0,W. Chandler makes free throw 1 of 2,,21,35
97,1,0:56.0,W. Chandler misses free throw 2 of 2,,21,35
98,1,0:56.0,J. Hernangómez enters the game for D. Gallinari,,21,35
99,1,0:55.0,Offensive rebound by Team,,21,35
100,1,0:53.0,W. Chandler makes 2-pt layup from 1 ft (assist by J. Murray),,23,35
101,1,0:34.0,,N. Bjelica misses 2-pt layup at rim (block by J. Nurkić),23,35
102,1,0:33.0,Defensive rebound by J. Hernangómez,,23,35
103,1,0:25.0,J. Hernangómez makes 2-pt dunk at rim (assist by J. Nurkić),,25,35
104,1,0:05.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by K. Dunn),25,37
105,1,0:00.0,J. Murray misses 2-pt jump shot from 10 ft,,25,37
106,1,0:00.0,Offensive rebound by Team,,25,37
107,2,11:40.0,J. Nurkić misses 2-pt layup from 2 ft,,25,37
108,2,11:39.0,Offensive rebound by W. Chandler,,25,37
109,2,11:37.0,W. Chandler misses 2-pt jump shot from 4 ft,,25,37
110,2,11:36.0,Offensive rebound by W. Chandler,,25,37
111,2,11:35.0,W. Chandler makes 2-pt layup from 2 ft,,27,37
112,2,11:13.0,,T. Jones misses 2-pt jump shot from 20 ft,27,37
113,2,11:12.0,,Offensive rebound by G. Dieng,27,37
114,2,11:08.0,,Turnover by G. Dieng (bad pass; steal by J. Nurkić),27,37
115,2,11:00.0,J. Murray misses 3-pt jump shot from 23 ft,,27,37
116,2,10:58.0,,Defensive rebound by N. Bjelica,27,37
117,2,10:55.0,,Personal foul by W. Chandler (drawn by S. Muhammad),27,37
118,2,10:46.0,,S. Muhammad misses 2-pt jump shot from 15 ft,27,37
119,2,10:45.0,Defensive rebound by J. Nurkić,,27,37
120,2,10:34.0,J. Nurkić misses 2-pt layup at rim (block by B. Rush),,27,37
121,2,10:30.0,,Defensive rebound by G. Dieng,27,37
122,2,10:23.0,,G. Dieng misses 2-pt jump shot from 20 ft,27,37
123,2,10:20.0,Defensive rebound by J. Murray,,27,37
124,2,10:09.0,J. Nurkić makes 2-pt jump shot from 5 ft,,29,37
125,2,9:52.0,,Turnover by G. Dieng (traveling),29,37
126,2,9:52.0,,C. Aldrich enters the game for G. Dieng,29,37
127,2,9:47.0,Personal foul by T. Jones (drawn by J. Nelson),,29,37
128,2,9:38.0,J. Nurkić makes 2-pt layup from 2 ft (assist by J. Nelson),,31,37
129,2,9:32.0,,Offensive foul by C. Aldrich (drawn by J. Murray),31,37
130,2,9:32.0,,Turnover by C. Aldrich (offensive foul),31,37
131,2,9:32.0,,K. Towns enters the game for N. Bjelica,31,37
132,2,9:15.0,J. Murray misses 2-pt jump shot from 21 ft,,31,37
133,2,9:14.0,Offensive rebound by J. Nurkić,,31,37
134,2,9:13.0,J. Nurkić makes 2-pt layup from 1 ft,,33,37
135,2,9:13.0,Shooting foul by C. Aldrich (drawn by J. Nurkić),,33,37
136,2,9:13.0,J. Nurkić makes free throw 1 of 1,,34,37
137,2,8:57.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by T. Jones),34,40
138,2,8:46.0,J. Nurkić makes 2-pt layup at rim (assist by J. Nelson),,36,40
139,2,8:35.0,,S. Muhammad misses 2-pt jump shot from 12 ft,36,40
140,2,8:34.0,Defensive rebound by W. Chandler,,36,40
141,2,8:29.0,W. Chandler makes 2-pt layup from 1 ft,,38,40
142,2,8:29.0,,Minnesota full timeout,38,40
143,2,8:29.0,,K. Dunn enters the game for T. Jones,38,40
144,2,8:29.0,,Z. LaVine enters the game for B. Rush,38,40
145,2,8:19.0,,Personal foul by J. Nurkić (drawn by K. Towns),38,40
146,2,8:05.0,,Turnover by K. Towns (lost ball; steal by J. Nurkić),38,40
147,2,7:50.0,Turnover by J. Hernangómez (traveling),,38,40
148,2,7:39.0,,Shooting foul by J. Nurkić (drawn by K. Towns),38,40
149,2,7:39.0,,K. Towns makes free throw 1 of 2,38,41
150,2,7:39.0,,K. Towns misses free throw 2 of 2,38,41
151,2,7:39.0,Defensive rebound by D. Arthur,,38,41
152,2,7:39.0,N. Jokić enters the game for J. Nurkić,,38,41
153,2,7:39.0,D. Arthur enters the game for J. Hernangómez,,38,41
154,2,7:30.0,Personal foul by K. Dunn (drawn by J. Nelson),,38,41
155,2,7:20.0,J. Nelson makes 2-pt layup from 2 ft,,40,41
156,2,7:01.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by Z. LaVine),40,44
157,2,6:47.0,,Violation by K. Towns (kicked ball),40,44
158,2,6:47.0,,A. Wiggins enters the game for S. Muhammad,40,44
159,2,6:47.0,,G. Dieng enters the game for C. Aldrich,40,44
160,2,6:47.0,E. Mudiay enters the game for J. Nelson,,40,44
161,2,6:33.0,E. Mudiay misses 2-pt layup from 1 ft,,40,44
162,2,6:32.0,,Defensive rebound by K. Dunn,40,44
163,2,6:24.0,,K. Towns makes 2-pt layup from 2 ft,40,46
164,2,6:14.0,Shooting foul by K. Towns (drawn by W. Chandler),,40,46
165,2,6:14.0,W. Chandler makes free throw 1 of 2,,41,46
166,2,6:14.0,W. Chandler makes free throw 2 of 2,,42,46
167,2,6:02.0,D. Gallinari enters the game for W. Chandler,,42,46
168,2,6:00.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by A. Wiggins),42,49
169,2,5:58.0,Denver full timeout,,42,49
170,2,5:49.0,,Violation by K. Dunn (kicked ball),42,49
171,2,5:39.0,N. Jokić makes 2-pt layup from 1 ft (assist by D. Arthur),,44,49
172,2,5:21.0,,Z. LaVine misses 3-pt jump shot from 24 ft,44,49
173,2,5:19.0,,Offensive rebound by Z. LaVine,44,49
174,2,5:16.0,,Z. LaVine makes 2-pt layup at rim,44,51
175,2,5:03.0,Turnover by J. Murray (bad pass; steal by K. Dunn),,44,51
176,2,4:57.0,,Turnover by K. Dunn (lost ball; steal by E. Mudiay),44,51
177,2,4:51.0,Turnover by E. Mudiay (lost ball; steal by K. Towns),,44,51
178,2,4:44.0,,Shooting foul by D. Arthur (drawn by Z. LaVine),44,51
179,2,4:44.0,,Z. LaVine makes free throw 1 of 2,44,52
180,2,4:44.0,K. Faried enters the game for N. Jokić,,44,52
181,2,4:44.0,J. Nelson enters the game for J. Murray,,44,52
182,2,4:44.0,,Z. LaVine makes free throw 2 of 2,44,53
183,2,4:24.0,D. Arthur makes 2-pt jump shot from 13 ft (assist by D. Gallinari),,46,53
184,2,4:03.0,,Z. LaVine misses 2-pt layup from 1 ft,46,53
185,2,4:01.0,,Offensive rebound by K. Towns,46,53
186,2,4:00.0,,K. Towns misses 2-pt layup from 1 ft,46,53
187,2,3:59.0,Defensive rebound by D. Arthur,,46,53
188,2,3:54.0,J. Nelson misses 3-pt jump shot from 25 ft,,46,53
189,2,3:52.0,,Defensive rebound by A. Wiggins,46,53
190,2,3:43.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),46,56
191,2,3:33.0,J. Nelson makes 2-pt layup from 1 ft,,48,56
192,2,3:18.0,,Z. LaVine misses 2-pt jump shot from 14 ft,48,56
193,2,3:17.0,Defensive rebound by K. Faried,,48,56
194,2,3:12.0,E. Mudiay makes 2-pt layup from 2 ft (assist by J. Nelson),,50,56
195,2,3:12.0,Shooting foul by A. Wiggins (drawn by E. Mudiay),,50,56
196,2,3:12.0,E. Mudiay makes free throw 1 of 1,,51,56
197,2,3:01.0,,Shooting foul by E. Mudiay (drawn by K. Dunn),51,56
198,2,3:01.0,,K. Dunn makes free throw 1 of 2,51,57
199,2,3:01.0,,K. Dunn misses free throw 2 of 2,51,57
200,2,3:00.0,Defensive rebound by K. Faried,,51,57
201,2,2:49.0,,Offensive charge foul by K. Faried (drawn by G. Dieng),51,57
202,2,2:49.0,Turnover by K. Faried (offensive foul),,51,57
203,2,2:49.0,,Minnesota full timeout,51,57
204,2,2:49.0,W. Chandler enters the game for D. Arthur,,51,57
205,2,2:39.0,,A. Wiggins misses 2-pt jump shot from 17 ft,51,57
206,2,2:38.0,Defensive rebound by J. Nelson,,51,57
207,2,2:31.0,E. Mudiay misses 2-pt layup from 1 ft (block by K. Towns),,51,57
208,2,2:29.0,,Defensive rebound by K. Dunn,51,57
209,2,2:10.0,,K. Dunn misses 2-pt jump shot from 6 ft,51,57
210,2,2:10.0,Defensive rebound by Team,,51,57
211,2,1:50.0,K. Faried makes 2-pt hook shot from 10 ft (assist by J. Nelson),,53,57
212,2,1:34.0,,Turnover by G. Dieng (bad pass; steal by K. Faried),53,57
213,2,1:27.0,E. Mudiay misses 3-pt jump shot from 24 ft,,53,57
214,2,1:25.0,Offensive rebound by Team,,53,57
215,2,1:16.0,Turnover by W. Chandler (traveling),,53,57
216,2,1:16.0,J. Hernangómez enters the game for W. Chandler,,53,57
217,2,1:00.0,,K. Towns misses 2-pt jump shot from 9 ft,53,57
218,2,1:00.0,,Offensive rebound by K. Dunn,53,57
219,2,1:00.0,,K. Dunn misses 2-pt layup from 1 ft,53,57
220,2,0:58.0,Defensive rebound by J. Hernangómez,,53,57
221,2,0:53.0,Turnover by E. Mudiay (bad pass; steal by Z. LaVine),,53,57
222,2,0:50.0,,Z. LaVine makes 2-pt dunk at rim,53,59
223,2,0:40.0,Shooting foul by G. Dieng (drawn by E. Mudiay),,53,59
224,2,0:40.0,E. Mudiay makes free throw 1 of 2,,54,59
225,2,0:40.0,E. Mudiay makes free throw 2 of 2,,55,59
226,2,0:31.0,,K. Dunn misses 2-pt jump shot from 17 ft,55,59
227,2,0:30.0,,Offensive rebound by G. Dieng,55,59
228,2,0:10.0,,Z. LaVine misses 2-pt layup from 2 ft,55,59
229,2,0:09.0,,Offensive rebound by K. Towns,55,59
230,2,0:09.0,,K. Towns makes 2-pt layup at rim,55,61
231,2,0:00.0,D. Gallinari misses 3-pt jump shot from 25 ft,,55,61
232,2,0:00.0,Offensive rebound by Team,,55,61
233,3,11:47.0,Personal foul by Z. LaVine (drawn by J. Nurkić),,55,61
234,3,11:43.0,Turnover by J. Nurkić (bad pass),,55,61
235,3,11:28.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by K. Dunn),55,63
236,3,11:08.0,Turnover by N. Jokić (traveling),,55,63
237,3,10:56.0,,A. Wiggins misses 2-pt jump shot from 15 ft,55,63
238,3,10:55.0,Defensive rebound by N. Jokić,,55,63
239,3,10:49.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by N. Jokić),,58,63
240,3,10:49.0,Shooting foul by A. Wiggins (drawn by D. Gallinari),,58,63
241,3,10:49.0,D. Gallinari makes free throw 1 of 1,,59,63
242,3,10:37.0,,G. Dieng misses 2-pt jump shot from 13 ft,59,63
243,3,10:35.0,,Offensive rebound by K. Towns,59,63
244,3,10:29.0,,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),59,65
245,3,10:17.0,Shooting foul by G. Dieng (drawn by J. Nurkić),,59,65
246,3,10:17.0,J. Nurkić misses free throw 1 of 2,,59,65
247,3,10:17.0,Offensive rebound by Team,,59,65
248,3,10:17.0,J. Nurkić misses free throw 2 of 2,,59,65
249,3,10:17.0,,Defensive rebound by A. Wiggins,59,65
250,3,9:53.0,,A. Wiggins misses 2-pt jump shot from 17 ft,59,65
251,3,9:52.0,Defensive rebound by D. Gallinari,,59,65
252,3,9:41.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by D. Gallinari),,61,65
253,3,9:32.0,,K. Dunn misses 2-pt jump shot from 14 ft,61,65
254,3,9:31.0,Defensive rebound by E. Mudiay,,61,65
255,3,9:27.0,J. Nurkić makes 2-pt layup from 2 ft (assist by E. Mudiay),,63,65
256,3,9:26.0,,Minnesota full timeout,63,65
257,3,9:15.0,,K. Towns misses 3-pt jump shot from 24 ft,63,65
258,3,9:14.0,Defensive rebound by J. Murray,,63,65
259,3,9:04.0,E. Mudiay misses 2-pt jump shot from 10 ft,,63,65
260,3,9:02.0,,Defensive rebound by K. Towns,63,65
261,3,8:57.0,,Personal foul by D. Gallinari (drawn by K. Towns),63,65
262,3,8:44.0,,G. Dieng misses 2-pt layup from 1 ft,63,65
263,3,8:42.0,Defensive rebound by E. Mudiay,,63,65
264,3,8:32.0,J. Nurkić makes 2-pt hook shot from 4 ft,,65,65
265,3,8:16.0,,Shooting foul by N. Jokić (drawn by K. Towns),65,65
266,3,8:16.0,,K. Towns makes free throw 1 of 2,65,66
267,3,8:16.0,,Turnover by G. Dieng (lane violation.),65,66
268,3,8:02.0,E. Mudiay makes 2-pt layup from 2 ft (assist by N. Jokić),,67,66
269,3,7:45.0,,A. Wiggins misses 2-pt jump shot from 7 ft,67,66
270,3,7:43.0,Defensive rebound by E. Mudiay,,67,66
271,3,7:38.0,,Offensive charge foul by E. Mudiay (drawn by G. Dieng),67,66
272,3,7:38.0,Turnover by E. Mudiay (offensive foul),,67,66
273,3,7:18.0,,A. Wiggins misses 3-pt jump shot from 24 ft,67,66
274,3,7:17.0,Defensive rebound by E. Mudiay,,67,66
275,3,7:04.0,J. Nurkić misses 2-pt layup from 2 ft (block by K. Towns),,67,66
276,3,7:03.0,,Defensive rebound by G. Dieng,67,66
277,3,6:55.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Dunn),67,68
278,3,6:37.0,E. Mudiay misses 3-pt jump shot from 25 ft,,67,68
279,3,6:36.0,,Defensive rebound by K. Towns,67,68
280,3,6:20.0,,G. Dieng misses 2-pt jump shot from 18 ft,67,68
281,3,6:19.0,Defensive rebound by E. Mudiay,,67,68
282,3,6:15.0,J. Nurkić makes 2-pt layup at rim (assist by J. Murray),,69,68
283,3,6:15.0,,Minnesota full timeout,69,68
284,3,6:15.0,J. Nelson enters the game for J. Murray,,69,68
285,3,6:00.0,,K. Towns misses 3-pt jump shot from 25 ft,69,68
286,3,5:58.0,Defensive rebound by N. Jokić,,69,68
287,3,5:49.0,Shooting foul by K. Dunn (drawn by J. Nurkić),,69,68
288,3,5:49.0,J. Nurkić makes free throw 1 of 2,,70,68
289,3,5:49.0,J. Nurkić makes free throw 2 of 2,,71,68
290,3,5:29.0,,Z. LaVine misses 3-pt jump shot from 25 ft,71,68
291,3,5:28.0,Defensive rebound by Team,,71,68
292,3,5:28.0,,Loose ball foul by G. Dieng (drawn by N. Jokić),71,68
293,3,5:28.0,N. Jokić misses free throw 1 of 2,,71,68
294,3,5:28.0,Offensive rebound by Team,,71,68
295,3,5:28.0,N. Jokić makes free throw 2 of 2,,72,68
296,3,5:15.0,,Turnover by K. Dunn (bad pass; steal by E. Mudiay),72,68
297,3,5:02.0,E. Mudiay misses 3-pt jump shot from 24 ft,,72,68
298,3,5:01.0,Offensive rebound by Team,,72,68
299,3,5:01.0,Flagrant foul type 1 by G. Dieng (drawn by J. Nurkić),,72,68
300,3,5:01.0,J. Nurkić misses flagrant free throw 1 of 2,,72,68
301,3,5:01.0,Offensive rebound by Team,,72,68
302,3,5:01.0,J. Nurkić makes flagrant free throw 2 of 2,,73,68
303,3,5:01.0,,N. Bjelica enters the game for G. Dieng,73,68
304,3,4:53.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by J. Nelson),,76,68
305,3,4:34.0,,Shooting foul by J. Nurkić (drawn by K. Towns),76,68
306,3,4:34.0,,K. Towns makes free throw 1 of 2,76,69
307,3,4:34.0,W. Chandler enters the game for J. Nurkić,,76,69
308,3,4:34.0,,K. Towns makes free throw 2 of 2,76,70
309,3,4:20.0,J. Nelson makes 2-pt jump shot from 20 ft (assist by N. Jokić),,78,70
310,3,4:04.0,,A. Wiggins misses 2-pt jump shot from 19 ft,78,70
311,3,4:02.0,Defensive rebound by D. Gallinari,,78,70
312,3,3:59.0,Personal foul by K. Towns (drawn by N. Jokić),,78,70
313,3,3:59.0,N. Jokić misses free throw 1 of 2,,78,70
314,3,3:59.0,Offensive rebound by Team,,78,70
315,3,3:59.0,N. Jokić makes free throw 2 of 2,,79,70
316,3,3:38.0,,Turnover by K. Dunn (bad pass; steal by E. Mudiay),79,70
317,3,3:31.0,J. Nelson misses 2-pt jump shot from 22 ft,,79,70
318,3,3:29.0,,Defensive rebound by Z. LaVine,79,70
319,3,3:22.0,,K. Dunn misses 3-pt jump shot from 24 ft,79,70
320,3,3:20.0,Defensive rebound by J. Nelson,,79,70
321,3,3:12.0,E. Mudiay misses 2-pt jump shot from 11 ft,,79,70
322,3,3:11.0,Offensive rebound by N. Jokić,,79,70
323,3,3:11.0,N. Jokić makes 2-pt layup at rim,,81,70
324,3,2:50.0,,Z. LaVine misses 3-pt jump shot from 25 ft,81,70
325,3,2:48.0,Defensive rebound by W. Chandler,,81,70
326,3,2:38.0,D. Gallinari makes 2-pt layup from 1 ft (assist by N. Jokić),,83,70
327,3,2:37.0,,Minnesota full timeout,83,70
328,3,2:37.0,,T. Jones enters the game for K. Dunn,83,70
329,3,2:37.0,,S. Muhammad enters the game for A. Wiggins,83,70
330,3,2:37.0,J. Murray enters the game for E. Mudiay,,83,70
331,3,2:37.0,K. Faried enters the game for N. Jokić,,83,70
332,3,2:16.0,,N. Bjelica makes 2-pt jump shot from 6 ft,83,72
333,3,1:51.0,Turnover by J. Nelson (bad pass; steal by S. Muhammad),,83,72
334,3,1:43.0,,K. Towns makes 2-pt jump shot from 7 ft (assist by Z. LaVine),83,74
335,3,1:25.0,J. Nelson makes 3-pt jump shot from 24 ft,,86,74
336,3,1:05.0,,Z. LaVine misses 3-pt jump shot from 25 ft,86,74
337,3,1:03.0,Defensive rebound by K. Faried,,86,74
338,3,0:54.0,Turnover by J. Nelson (bad pass),,86,74
339,3,0:34.0,,Turnover by N. Bjelica (discontinued dribble),86,74
340,3,0:22.0,Personal foul by Z. LaVine (drawn by J. Nelson),,86,74
341,3,0:22.0,J. Nelson makes free throw 1 of 2,,87,74
342,3,0:22.0,J. Hernangómez enters the game for D. Gallinari,,87,74
343,3,0:22.0,J. Nelson makes free throw 2 of 2,,88,74
344,3,0:05.0,,Shooting foul by J. Murray (drawn by Z. LaVine),88,74
345,3,0:05.0,,Z. LaVine misses free throw 1 of 2,88,74
346,3,0:05.0,,Offensive rebound by Team,88,74
347,3,0:05.0,,Z. LaVine makes free throw 2 of 2,88,75
348,3,0:00.0,W. Chandler misses 2-pt jump shot from 6 ft,,88,75
349,3,0:00.0,Offensive rebound by Team,,88,75
350,4,11:48.0,,C. Aldrich makes 2-pt dunk at rim (assist by N. Bjelica),88,77
351,4,11:35.0,W. Chandler misses 3-pt jump shot from 25 ft,,88,77
352,4,11:35.0,,Defensive rebound by N. Bjelica,88,77
353,4,11:35.0,,Personal foul by J. Hernangómez,88,77
354,4,11:19.0,,N. Bjelica misses 2-pt layup at rim (block by K. Faried),88,77
355,4,11:18.0,Defensive rebound by W. Chandler,,88,77
356,4,11:13.0,W. Chandler makes 2-pt layup from 1 ft,,90,77
357,4,10:54.0,,T. Jones misses 3-pt jump shot from 25 ft,90,77
358,4,10:53.0,,Offensive rebound by Team,90,77
359,4,10:53.0,Loose ball foul by J. Hernangómez,,90,77
360,4,10:47.0,,S. Muhammad misses 2-pt jump shot from 5 ft,90,77
361,4,10:44.0,Defensive rebound by J. Nelson,,90,77
362,4,10:38.0,Turnover by J. Nelson (bad pass; steal by C. Aldrich),,90,77
363,4,10:27.0,,N. Bjelica misses 2-pt jump shot from 6 ft,90,77
364,4,10:26.0,Defensive rebound by K. Faried,,90,77
365,4,10:26.0,Personal foul by C. Aldrich (drawn by K. Faried),,90,77
366,4,10:02.0,J. Murray misses 3-pt jump shot from 26 ft,,90,77
367,4,10:01.0,Offensive rebound by Team,,90,77
368,4,10:01.0,Turnover by Team (shot clock),,90,77
369,4,9:49.0,,Turnover by N. Bjelica (bad pass; steal by W. Chandler),90,77
370,4,9:43.0,J. Murray misses 3-pt jump shot from 23 ft,,90,77
371,4,9:41.0,,Defensive rebound by N. Bjelica,90,77
372,4,9:36.0,,Personal foul by J. Murray (drawn by N. Bjelica),90,77
373,4,9:28.0,,N. Bjelica misses 3-pt jump shot from 23 ft,90,77
374,4,9:24.0,,Offensive rebound by N. Bjelica,90,77
375,4,9:18.0,,T. Jones misses 2-pt layup at rim,90,77
376,4,9:17.0,,Offensive rebound by S. Muhammad,90,77
377,4,9:16.0,,S. Muhammad makes 2-pt layup from 1 ft,90,79
378,4,9:16.0,Denver full timeout,,90,79
379,4,8:59.0,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nelson),,92,79
380,4,8:38.0,,C. Aldrich misses 2-pt jump shot from 11 ft,92,79
381,4,8:36.0,,Offensive rebound by N. Bjelica,92,79
