,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
0,1,11:45.0,,I. Shumpert misses 3-pt jump shot from 25 ft,0,0
1,1,11:44.0,Defensive rebound by J. Grant,,0,0
2,1,11:33.0,D. Wade misses 2-pt jump shot from 18 ft,,0,0
3,1,11:31.0,,Defensive rebound by K. Irving,0,0
4,1,11:24.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by R. Jefferson),0,3
5,1,11:07.0,J. Butler misses 3-pt jump shot from 25 ft,,0,3
6,1,11:07.0,,Defensive rebound by K. Irving,0,3
7,1,10:50.0,,C. Frye misses 3-pt jump shot from 23 ft,0,3
8,1,10:50.0,Defensive rebound by J. Butler,,0,3
9,1,10:41.0,B. Portis misses 2-pt jump shot from 17 ft,,0,3
10,1,10:41.0,,Defensive rebound by T. Thompson,0,3
11,1,10:30.0,,K. Irving misses 3-pt jump shot from 26 ft,0,3
12,1,10:29.0,Defensive rebound by J. Butler,,0,3
13,1,10:13.0,R. Lopez misses 2-pt jump shot from 16 ft,,0,3
14,1,10:12.0,,Defensive rebound by C. Frye,0,3
15,1,9:59.0,,R. Jefferson misses 3-pt jump shot from 24 ft,0,3
16,1,9:59.0,Defensive rebound by J. Butler,,0,3
17,1,9:52.0,J. Butler misses 2-pt jump shot from 20 ft,,0,3
18,1,9:51.0,,Defensive rebound by K. Irving,0,3
19,1,9:41.0,,K. Irving makes 2-pt jump shot from 10 ft,0,5
20,1,9:20.0,R. Lopez makes 2-pt jump shot from 18 ft (assist by D. Wade),,2,5
21,1,8:58.0,,K. Irving misses 2-pt jump shot from 17 ft,2,5
22,1,8:57.0,Defensive rebound by J. Butler,,2,5
23,1,8:43.0,R. Lopez misses 2-pt hook shot from 11 ft,,2,5
24,1,8:41.0,,Defensive rebound by C. Frye,2,5
25,1,8:29.0,,C. Frye misses 2-pt jump shot from 5 ft,2,5
26,1,8:27.0,Defensive rebound by J. Grant,,2,5
27,1,8:21.0,J. Grant makes 3-pt jump shot from 27 ft (assist by J. Butler),,5,5
28,1,8:03.0,,I. Shumpert misses 2-pt jump shot from 17 ft,5,5
29,1,8:02.0,Defensive rebound by B. Portis,,5,5
30,1,7:52.0,Shooting foul by I. Shumpert (drawn by D. Wade),,5,5
31,1,7:52.0,D. Wade misses free throw 1 of 2,,5,5
32,1,7:52.0,Offensive rebound by Team,,5,5
33,1,7:52.0,D. Wade misses free throw 2 of 2,,5,5
34,1,7:51.0,,Defensive rebound by I. Shumpert,5,5
35,1,7:30.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by R. Jefferson),5,8
36,1,7:09.0,R. Lopez misses 2-pt jump shot from 20 ft,,5,8
37,1,7:09.0,Offensive rebound by Team,,5,8
38,1,7:04.0,J. Butler misses 3-pt jump shot from 23 ft,,5,8
39,1,7:04.0,Offensive rebound by B. Portis,,5,8
40,1,6:57.0,D. Wade makes 2-pt layup from 1 ft (assist by B. Portis),,7,8
41,1,6:37.0,,I. Shumpert misses 3-pt jump shot from 25 ft,7,8
42,1,6:37.0,Defensive rebound by J. Grant,,7,8
43,1,6:27.0,J. Grant misses 2-pt jump shot from 16 ft,,7,8
44,1,6:26.0,,Defensive rebound by T. Thompson,7,8
45,1,6:19.0,,Shooting foul by J. Butler (drawn by K. Irving),7,8
46,1,6:19.0,,K. Irving makes free throw 1 of 2,7,9
47,1,6:19.0,,K. Irving makes free throw 2 of 2,7,10
48,1,6:01.0,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),,10,10
49,1,5:56.0,Violation by Team (jump ball),,10,10
50,1,5:36.0,,Turnover by I. Shumpert (lost ball; steal by R. Lopez),10,10
51,1,5:30.0,D. Wade makes 2-pt layup from 2 ft,,12,10
52,1,5:19.0,,K. Irving misses 3-pt jump shot from 25 ft,12,10
53,1,5:19.0,Defensive rebound by J. Butler,,12,10
54,1,5:11.0,B. Portis misses 3-pt jump shot from 26 ft,,12,10
55,1,5:10.0,,Defensive rebound by R. Jefferson,12,10
56,1,5:03.0,,K. Irving makes 2-pt layup from 2 ft,12,12
57,1,4:43.0,B. Portis misses 3-pt jump shot from 23 ft,,12,12
58,1,4:42.0,,Defensive rebound by K. Irving,12,12
59,1,4:34.0,,I. Shumpert makes 2-pt jump shot from 17 ft (assist by K. Irving),12,14
60,1,4:34.0,Chicago full timeout,,12,14
61,1,4:34.0,N. Mirotić enters the game for B. Portis,,12,14
62,1,4:34.0,D. Valentine enters the game for D. Wade,,12,14
63,1,4:34.0,R. Rondo enters the game for J. Grant,,12,14
64,1,4:17.0,R. Lopez misses 2-pt hook shot from 7 ft,,12,14
65,1,4:15.0,,Defensive rebound by K. Irving,12,14
66,1,4:07.0,,K. Irving makes 2-pt jump shot from 13 ft,12,16
67,1,3:48.0,R. Lopez makes 2-pt hook shot from 13 ft (assist by J. Butler),,14,16
68,1,3:24.0,,I. Shumpert makes 2-pt jump shot from 16 ft,14,18
69,1,3:13.0,N. Mirotić misses 3-pt jump shot from 27 ft,,14,18
70,1,3:13.0,,Defensive rebound by R. Jefferson,14,18
71,1,2:57.0,,Offensive foul by I. Shumpert (drawn by D. Valentine),14,18
72,1,2:57.0,,Turnover by I. Shumpert (offensive foul),14,18
73,1,2:57.0,,Cleveland full timeout,14,18
74,1,2:57.0,,D. Williams enters the game for R. Jefferson,14,18
75,1,2:57.0,,J. Jones enters the game for T. Thompson,14,18
76,1,2:57.0,,K. Korver enters the game for I. Shumpert,14,18
77,1,2:37.0,J. Butler misses 2-pt layup from 2 ft,,14,18
78,1,2:35.0,,Defensive rebound by K. Irving,14,18
79,1,2:31.0,,K. Irving makes 2-pt layup from 2 ft,14,20
80,1,2:13.0,R. Rondo misses 3-pt jump shot from 24 ft,,14,20
81,1,2:12.0,,Defensive rebound by K. Irving,14,20
82,1,2:01.0,,D. Williams misses 3-pt jump shot from 23 ft,14,20
83,1,2:01.0,Defensive rebound by J. Butler,,14,20
84,1,1:53.0,J. Butler misses 2-pt jump shot from 15 ft (block by K. Irving),,14,20
85,1,1:53.0,Offensive rebound by N. Mirotić,,14,20
86,1,1:53.0,Shooting foul by J. Jones (drawn by N. Mirotić),,14,20
87,1,1:53.0,N. Mirotić misses free throw 1 of 2,,14,20
88,1,1:53.0,Offensive rebound by Team,,14,20
89,1,1:53.0,N. Mirotić misses free throw 2 of 2,,14,20
90,1,1:53.0,C. Felício enters the game for R. Lopez,,14,20
91,1,1:53.0,,K. Felder enters the game for K. Irving,14,20
92,1,1:52.0,,Defensive rebound by J. Jones,14,20
93,1,1:39.0,,K. Korver misses 3-pt jump shot from 25 ft,14,20
94,1,1:38.0,Defensive rebound by J. Butler,,14,20
95,1,1:16.0,R. Rondo makes 2-pt layup from 1 ft (assist by J. Butler),,16,20
96,1,1:01.0,,K. Felder misses 2-pt layup from 1 ft,16,20
97,1,1:00.0,Defensive rebound by C. Felício,,16,20
98,1,0:58.0,Shooting foul by C. Frye (drawn by R. Rondo),,16,20
99,1,0:58.0,R. Rondo makes free throw 1 of 2,,17,20
100,1,0:58.0,,T. Thompson enters the game for C. Frye,17,20
101,1,0:58.0,R. Rondo makes free throw 2 of 2,,18,20
102,1,0:46.0,,Turnover by K. Felder (lost ball),18,20
103,1,0:33.0,R. Rondo makes 2-pt layup from 2 ft,,20,20
104,1,0:14.0,,D. Williams makes 2-pt layup at rim (assist by K. Korver),20,22
105,1,0:01.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Butler),,23,22
106,2,11:51.0,R. Rondo misses 2-pt jump shot from 16 ft,,23,22
107,2,11:49.0,,Defensive rebound by D. Williams,23,22
108,2,11:33.0,,K. Korver misses 3-pt jump shot from 25 ft,23,22
109,2,11:33.0,Defensive rebound by D. Valentine,,23,22
110,2,11:19.0,C. Felício makes 2-pt dunk at rim (assist by R. Rondo),,25,22
111,2,11:04.0,,Turnover by K. Felder (bad pass; steal by R. Rondo),25,22
112,2,10:55.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by C. Payne),,28,22
113,2,10:26.0,,T. Thompson makes 2-pt jump shot from 20 ft,28,24
114,2,10:05.0,Turnover by C. Payne (lost ball; steal by K. Felder),,28,24
115,2,9:58.0,,K. Felder misses 2-pt layup at rim,28,24
116,2,9:56.0,,Offensive rebound by T. Thompson,28,24
117,2,9:54.0,,T. Thompson misses 2-pt layup from 1 ft,28,24
118,2,9:51.0,,Offensive rebound by T. Thompson,28,24
119,2,9:47.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by T. Thompson),28,27
120,2,9:34.0,R. Rondo misses 2-pt jump shot from 11 ft,,28,27
121,2,9:33.0,Offensive rebound by N. Mirotić,,28,27
122,2,9:32.0,Personal foul by K. Felder (drawn by N. Mirotić),,28,27
123,2,9:24.0,R. Rondo makes 2-pt jump shot from 8 ft (assist by D. Valentine),,30,27
124,2,9:10.0,Violation by C. Felício (kicked ball),,30,27
125,2,8:59.0,,J. Jones makes 3-pt jump shot from 25 ft (assist by D. Williams),30,30
126,2,8:42.0,N. Mirotić makes 2-pt jump shot from 13 ft,,32,30
127,2,8:20.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by D. Williams),32,33
128,2,8:20.0,Chicago full timeout,,32,33
129,2,8:20.0,D. Wade enters the game for R. Rondo,,32,33
130,2,7:59.0,C. Payne makes 3-pt jump shot from 27 ft (assist by D. Wade),,35,33
131,2,7:35.0,,J. Jones makes 2-pt jump shot from 22 ft (assist by K. Korver),35,35
132,2,7:24.0,Turnover by C. Payne (bad pass; steal by K. Felder),,35,35
133,2,7:20.0,,D. Williams makes 2-pt dunk at rim (assist by K. Felder),35,37
134,2,7:02.0,N. Mirotić makes 2-pt layup from 2 ft,,37,37
135,2,6:48.0,,T. Thompson makes 2-pt dunk at rim (assist by J. Jones),37,39
136,2,6:37.0,D. Wade misses 2-pt jump shot from 14 ft,,37,39
137,2,6:36.0,,Defensive rebound by K. Korver,37,39
138,2,6:17.0,,Turnover by K. Felder (bad pass; steal by N. Mirotić),37,39
139,2,6:13.0,Personal foul by J. Jones (drawn by N. Mirotić),,37,39
140,2,6:13.0,,K. Irving enters the game for K. Felder,37,39
141,2,6:13.0,J. Butler enters the game for D. Valentine,,37,39
142,2,6:13.0,,R. Jefferson enters the game for J. Jones,37,39
143,2,6:01.0,D. Wade makes 2-pt jump shot from 16 ft,,39,39
144,2,5:41.0,,K. Korver makes 3-pt jump shot from 26 ft,39,42
145,2,5:21.0,C. Payne makes 3-pt jump shot from 25 ft (assist by D. Wade),,42,42
146,2,5:09.0,,Shooting foul by C. Felício (drawn by D. Williams),42,42
147,2,5:09.0,Official timeout,,42,42
148,2,5:09.0,,D. Williams misses free throw 1 of 2,42,42
149,2,5:09.0,,Offensive rebound by Team,42,42
150,2,5:09.0,,D. Williams misses free throw 2 of 2,42,42
151,2,5:09.0,R. Lopez enters the game for C. Felício,,42,42
152,2,5:08.0,Defensive rebound by N. Mirotić,,42,42
153,2,4:54.0,,Violation by D. Williams (kicked ball),42,42
154,2,4:44.0,D. Wade makes 2-pt layup from 2 ft (assist by J. Butler),,44,42
155,2,4:44.0,Shooting foul by K. Korver (drawn by D. Wade),,44,42
156,2,4:44.0,D. Wade makes free throw 1 of 1,,45,42
157,2,4:28.0,,K. Korver makes 2-pt jump shot from 8 ft (assist by K. Irving),45,44
158,2,4:00.0,R. Lopez misses 2-pt layup at rim,,45,44
159,2,3:58.0,,Defensive rebound by T. Thompson,45,44
160,2,3:49.0,,K. Irving makes 2-pt jump shot from 14 ft,45,46
161,2,3:35.0,R. Lopez makes 2-pt dunk at rim (assist by J. Butler),,47,46
162,2,3:24.0,,K. Irving misses 3-pt jump shot from 25 ft,47,46
163,2,3:24.0,,Offensive rebound by Team,47,46
164,2,3:24.0,,C. Frye enters the game for T. Thompson,47,46
165,2,3:24.0,,I. Shumpert enters the game for K. Korver,47,46
166,2,3:24.0,B. Portis enters the game for N. Mirotić,,47,46
167,2,3:16.0,,Turnover by K. Irving (lost ball; steal by J. Butler),47,46
168,2,3:09.0,D. Wade makes 2-pt jump shot from 14 ft,,49,46
169,2,2:57.0,,C. Frye misses 3-pt jump shot from 24 ft,49,46
170,2,2:56.0,Defensive rebound by C. Payne,,49,46
171,2,2:46.0,Turnover by R. Lopez (traveling),,49,46
172,2,2:46.0,,Cleveland full timeout,49,46
173,2,2:46.0,J. Lauvergne enters the game for R. Lopez,,49,46
174,2,2:39.0,,Personal foul by C. Payne (drawn by I. Shumpert),49,46
175,2,2:39.0,,K. Korver enters the game for D. Williams,49,46
176,2,2:30.0,,R. Jefferson makes 2-pt dunk at rim (assist by C. Frye),49,48
177,2,2:11.0,J. Butler makes 3-pt jump shot from 25 ft,,52,48
178,2,1:48.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by K. Irving),52,51
179,2,1:29.0,J. Lauvergne misses 2-pt jump shot from 18 ft,,52,51
180,2,1:29.0,,Defensive rebound by I. Shumpert,52,51
