,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
388,4,7:44.0,Turnover by R. Anderson (lost ball; steal by T. Rozier),,93,93
389,4,7:22.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),93,96
390,4,7:07.0,Turnover by P. Beverley (bad pass; steal by M. Smart),,93,96
391,4,7:03.0,,I. Thomas makes 2-pt layup from 1 ft (assist by T. Rozier),93,98
392,4,7:03.0,Houston full timeout,,93,98
393,4,7:03.0,T. Ariza enters the game for C. Capela,,93,98
394,4,7:03.0,M. Harrell enters the game for C. Brewer,,93,98
395,4,7:03.0,J. Harden enters the game for S. Dekker,,93,98
396,4,7:03.0,,K. Olynyk enters the game for A. Horford,93,98
397,4,7:03.0,,J. Crowder enters the game for T. Rozier,93,98
398,4,6:52.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Harden),,96,98
399,4,6:25.0,,I. Thomas misses 3-pt jump shot from 31 ft,96,98
400,4,6:24.0,Defensive rebound by Team,,96,98
401,4,6:03.0,T. Ariza misses 2-pt layup from 1 ft,,96,98
402,4,6:02.0,,Defensive rebound by K. Olynyk,96,98
403,4,5:58.0,,Turnover by K. Olynyk (lost ball; steal by M. Harrell),96,98
404,4,5:57.0,Personal foul by K. Olynyk (drawn by J. Harden),,96,98
405,4,5:43.0,Turnover by T. Ariza (lost ball),,96,98
406,4,5:26.0,,M. Smart misses 2-pt jump shot from 19 ft,96,98
407,4,5:25.0,Defensive rebound by R. Anderson,,96,98
408,4,5:19.0,Personal foul by I. Thomas (drawn by M. Harrell),,96,98
409,4,5:19.0,,A. Horford enters the game for K. Olynyk,96,98
410,4,5:12.0,Shooting foul by J. Crowder (drawn by J. Harden),,96,98
411,4,5:12.0,,Flagrant foul type 1 by J. Harden (drawn by J. Jerebko),96,98
412,4,5:12.0,J. Harden makes free throw 1 of 2,,97,98
413,4,5:12.0,J. Harden makes free throw 2 of 2,,98,98
414,4,5:12.0,,I. Thomas makes flagrant free throw 1 of 2,98,99
415,4,5:12.0,,T. Rozier enters the game for J. Jerebko,96,98
416,4,5:12.0,,I. Thomas makes flagrant free throw 2 of 2,98,100
417,4,4:58.0,,I. Thomas makes 2-pt jump shot from 22 ft,98,102
418,4,4:41.0,J. Harden misses 3-pt jump shot from 25 ft,,98,102
419,4,4:41.0,,Defensive rebound by J. Crowder,98,102
420,4,4:20.0,,I. Thomas makes 2-pt hook shot from 5 ft (assist by J. Crowder),98,104
421,4,4:10.0,J. Harden makes 2-pt layup from 1 ft,,100,104
422,4,3:51.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by I. Thomas),100,107
423,4,3:34.0,Turnover by J. Harden (bad pass; steal by M. Smart),,100,107
424,4,3:18.0,,A. Horford makes 2-pt layup from 2 ft (assist by M. Smart),100,109
425,4,3:03.0,Turnover by T. Ariza (bad pass; steal by A. Horford),,100,109
426,4,2:59.0,,J. Crowder makes 2-pt layup at rim (assist by A. Horford),100,111
427,4,2:59.0,Houston full timeout,,100,111
428,4,2:59.0,S. Dekker enters the game for M. Harrell,,100,111
429,4,2:41.0,S. Dekker misses 2-pt layup at rim,,100,111
430,4,2:40.0,Offensive rebound by R. Anderson,,100,111
431,4,2:40.0,R. Anderson makes 2-pt layup from 1 ft,,102,111
432,4,2:21.0,,I. Thomas misses 3-pt jump shot from 23 ft,102,111
433,4,2:19.0,,Offensive rebound by M. Smart,102,111
434,4,2:19.0,,M. Smart misses 2-pt layup at rim,102,111
435,4,2:18.0,,Offensive rebound by M. Smart,102,111
436,4,2:17.0,,J. Crowder misses 3-pt jump shot from 26 ft,102,111
437,4,2:16.0,,Offensive rebound by Team,102,111
438,4,2:16.0,Loose ball foul by P. Beverley (drawn by M. Smart),,102,111
439,4,2:16.0,,Boston full timeout,102,111
440,4,2:01.0,,M. Smart makes 2-pt layup from 1 ft (assist by I. Thomas),102,113
441,4,1:51.0,J. Harden makes 3-pt jump shot from 26 ft,,105,113
442,4,1:29.0,,A. Horford makes 2-pt hook shot from 13 ft (assist by J. Crowder),105,115
443,4,1:17.0,J. Harden makes 2-pt layup from 2 ft,,107,115
444,4,0:57.0,,I. Thomas makes 2-pt layup from 2 ft,107,117
445,4,0:47.0,R. Anderson misses 3-pt jump shot from 27 ft,,107,117
446,4,0:47.0,,Defensive rebound by M. Smart,107,117
447,4,0:41.0,,Personal take foul by P. Beverley (drawn by M. Smart),107,117
448,4,0:41.0,C. Brewer enters the game for P. Beverley,,107,117
449,4,0:26.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),107,120
450,4,0:16.0,Shooting foul by A. Horford (drawn by J. Harden),,107,120
451,4,0:16.0,J. Harden misses free throw 1 of 3,,107,120
452,4,0:16.0,Offensive rebound by Team,,107,120
453,4,0:16.0,J. Harden makes free throw 2 of 3,,108,120
454,4,0:16.0,,G. Green enters the game for A. Horford,108,120
455,4,0:16.0,J. Harden makes free throw 3 of 3,,109,120
