,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
392,4,10:57.0,Loose ball foul by A. Williams (drawn by M. Smart),,82,97
393,4,10:33.0,,A. Horford makes 2-pt hook shot from 10 ft,82,99
394,4,10:19.0,L. Barbosa makes 3-pt jump shot from 25 ft (assist by J. Dudley),,85,99
395,4,10:03.0,,Personal foul by J. Dudley (drawn by I. Thomas),85,99
396,4,10:03.0,,J. Jerebko enters the game for K. Olynyk,85,99
397,4,9:55.0,,Turnover by A. Horford (bad pass; steal by L. Barbosa),85,99
398,4,9:40.0,L. Barbosa makes 2-pt jump shot from 21 ft (assist by D. Booker),,87,99
399,4,9:26.0,,Shooting foul by D. Jones (drawn by J. Jerebko),87,99
400,4,9:26.0,,I. Thomas makes free throw 1 of 2,87,100
401,4,9:26.0,,T. Rozier enters the game for M. Smart,87,100
402,4,9:26.0,,J. Brown enters the game for G. Green,87,100
403,4,9:26.0,,I. Thomas makes free throw 2 of 2,87,101
404,4,9:12.0,L. Barbosa misses 2-pt jump shot from 7 ft,,87,101
405,4,9:12.0,,Defensive rebound by J. Jerebko,87,101
406,4,9:06.0,,Turnover by T. Rozier (bad pass; steal by D. Booker),87,101
407,4,9:03.0,D. Booker makes 2-pt layup from 1 ft,,89,101
408,4,9:03.0,Shooting foul by T. Rozier (drawn by D. Booker),,89,101
409,4,9:03.0,D. Booker makes free throw 1 of 1,,90,101
410,4,8:51.0,,I. Thomas makes 3-pt jump shot from 25 ft,90,104
411,4,8:43.0,D. Booker misses 2-pt jump shot from 23 ft,,90,104
412,4,8:42.0,,Defensive rebound by T. Rozier,90,104
413,4,8:29.0,,J. Jerebko makes 2-pt layup from 3 ft (assist by I. Thomas),90,106
414,4,8:29.0,Phoenix full timeout,,90,106
415,4,8:29.0,T. Ulis enters the game for D. Jones,,90,106
416,4,8:22.0,Turnover by T. Ulis (lost ball),,90,106
417,4,8:15.0,,Shooting foul by T. Ulis (drawn by I. Thomas),90,106
418,4,8:15.0,,I. Thomas makes free throw 1 of 3,90,107
419,4,8:15.0,,I. Thomas makes free throw 2 of 3,90,108
420,4,8:15.0,,I. Thomas makes free throw 3 of 3,90,109
421,4,8:02.0,L. Barbosa misses 2-pt jump shot from 12 ft,,90,109
422,4,8:01.0,,Defensive rebound by T. Rozier,90,109
423,4,7:48.0,,J. Brown misses 3-pt jump shot from 25 ft,90,109
424,4,7:48.0,Defensive rebound by A. Williams,,90,109
425,4,7:43.0,L. Barbosa misses 3-pt jump shot from 23 ft,,90,109
426,4,7:41.0,Offensive rebound by J. Dudley,,90,109
427,4,7:39.0,A. Williams makes 2-pt layup from 2 ft (assist by J. Dudley),,92,109
428,4,7:23.0,,I. Thomas misses 3-pt jump shot from 25 ft,92,109
429,4,7:22.0,Defensive rebound by A. Williams,,92,109
430,4,7:12.0,D. Booker makes 2-pt jump shot from 12 ft,,94,109
431,4,6:56.0,,J. Brown makes 2-pt jump shot from 19 ft,94,111
432,4,6:40.0,D. Booker makes 2-pt layup from 1 ft (assist by J. Dudley),,96,111
433,4,6:40.0,Shooting foul by J. Jerebko (drawn by D. Booker),,96,111
434,4,6:40.0,,A. Johnson enters the game for A. Horford,96,111
435,4,6:40.0,D. Booker makes free throw 1 of 1,,97,111
436,4,6:27.0,,I. Thomas makes 2-pt jump shot from 18 ft (assist by J. Jerebko),97,113
437,4,6:17.0,D. Booker makes 2-pt jump shot from 11 ft,,99,113
438,4,6:01.0,,Personal foul by J. Dudley (drawn by I. Thomas),99,113
439,4,6:01.0,,I. Thomas makes free throw 1 of 2,99,114
440,4,6:01.0,,M. Smart enters the game for J. Brown,99,114
441,4,6:01.0,,I. Thomas makes free throw 2 of 2,99,115
442,4,5:49.0,L. Barbosa misses 3-pt jump shot from 26 ft,,99,115
443,4,5:47.0,Offensive rebound by J. Dudley,,99,115
444,4,5:42.0,Turnover by L. Barbosa (lost ball; steal by T. Rozier),,99,115
445,4,5:36.0,,T. Rozier makes 2-pt layup from 1 ft,99,117
446,4,5:34.0,Phoenix full timeout,,99,117
447,4,5:34.0,Official timeout,,99,117
448,4,5:26.0,D. Booker misses 3-pt jump shot from 25 ft,,99,117
449,4,5:26.0,,Defensive rebound by A. Johnson,99,117
450,4,5:02.0,,A. Johnson misses 2-pt hook shot from 9 ft,99,117
451,4,5:01.0,Defensive rebound by A. Williams,,99,117
452,4,4:56.0,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Booker),,101,117
453,4,4:39.0,,T. Rozier misses 3-pt jump shot from 25 ft,101,117
454,4,4:38.0,Defensive rebound by A. Williams,,101,117
455,4,4:30.0,Personal foul by T. Rozier (drawn by D. Booker),,101,117
456,4,4:30.0,D. Jones enters the game for T. Ulis,,101,117
457,4,4:24.0,A. Williams misses 2-pt hook shot from 5 ft,,101,117
458,4,4:23.0,Offensive rebound by A. Williams,,101,117
459,4,4:23.0,A. Williams misses 2-pt layup from 1 ft,,101,117
460,4,4:21.0,,Defensive rebound by M. Smart,101,117
461,4,4:18.0,,I. Thomas misses 2-pt layup from 2 ft (block by D. Booker),101,117
462,4,4:18.0,,Offensive rebound by Team,101,117
463,4,4:13.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),101,119
464,4,4:02.0,D. Booker misses 3-pt jump shot from 26 ft,,101,119
465,4,4:01.0,,Defensive rebound by Team,101,119
466,4,4:01.0,Loose ball foul by D. Jones (drawn by A. Johnson),,101,119
467,4,4:01.0,,A. Johnson misses free throw 1 of 2,101,119
468,4,4:01.0,,Offensive rebound by Team,101,119
469,4,4:01.0,,A. Johnson misses free throw 2 of 2,101,119
470,4,4:01.0,Defensive rebound by A. Williams,,101,119
471,4,4:01.0,T. Ulis enters the game for D. Jones,,101,119
472,4,4:01.0,,J. Brown enters the game for I. Thomas,101,119
473,4,3:46.0,Shooting foul by J. Jerebko (drawn by D. Booker),,101,119
474,4,3:46.0,D. Booker makes free throw 1 of 2,,102,119
475,4,3:46.0,D. Booker makes free throw 2 of 2,,103,119
476,4,3:37.0,,Personal foul by D. Booker (drawn by M. Smart),103,119
477,4,3:37.0,,M. Smart makes free throw 1 of 2,103,120
478,4,3:37.0,,M. Smart makes free throw 2 of 2,103,121
479,4,3:17.0,Turnover by D. Booker (bad pass),,103,121
480,4,3:17.0,,T. Zeller enters the game for A. Johnson,103,121
481,4,2:58.0,,M. Smart misses 2-pt jump shot from 6 ft,103,121
482,4,2:57.0,Defensive rebound by A. Williams,,103,121
483,4,2:52.0,Offensive foul by J. Dudley (drawn by M. Smart),,103,121
484,4,2:52.0,Turnover by J. Dudley (offensive foul),,103,121
485,4,2:52.0,,Boston full timeout,103,121
486,4,2:37.0,,J. Jerebko misses 2-pt jump shot from 6 ft,103,121
487,4,2:36.0,Defensive rebound by A. Williams,,103,121
488,4,2:20.0,D. Booker makes 2-pt layup at rim (assist by J. Dudley),,105,121
489,4,2:05.0,,T. Zeller misses 2-pt jump shot from 16 ft,105,121
490,4,2:04.0,Defensive rebound by J. Dudley,,105,121
491,4,1:58.0,D. Booker makes 3-pt jump shot from 28 ft,,108,121
492,4,1:53.0,,Turnover by J. Brown (lost ball),108,121
493,4,1:53.0,,Violation by Team (jump ball),108,121
494,4,1:49.0,D. Booker misses 2-pt layup from 1 ft (block by T. Zeller),,108,121
495,4,1:48.0,Offensive rebound by D. Booker,,108,121
496,4,1:48.0,D. Booker makes 2-pt layup from 2 ft,,110,121
497,4,1:48.0,,Boston full timeout,110,121
498,4,1:31.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by T. Rozier),110,124
499,4,1:19.0,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Ulis),,113,124
500,4,1:10.0,,J. Jerebko misses 3-pt jump shot from 27 ft,113,124
501,4,1:08.0,Defensive rebound by L. Barbosa,,113,124
502,4,1:05.0,Personal foul by M. Smart (drawn by J. Dudley),,113,124
503,4,1:05.0,J. Dudley makes free throw 1 of 2,,114,124
504,4,1:05.0,J. Dudley misses free throw 2 of 2,,114,124
505,4,1:05.0,,J. Crowder enters the game for M. Smart,114,124
506,4,1:05.0,,I. Thomas enters the game for J. Brown,114,124
507,4,1:04.0,,Defensive rebound by J. Crowder,114,124
508,4,0:45.0,,T. Rozier makes 2-pt layup at rim (assist by T. Zeller),114,126
509,4,0:45.0,Personal foul by J. Crowder (drawn by D. Booker),,114,126
510,4,0:45.0,D. Booker misses free throw 1 of 2,,114,126
511,4,0:45.0,Offensive rebound by Team,,114,126
512,4,0:45.0,D. Booker makes free throw 2 of 2,,115,126
513,4,0:45.0,,Personal foul by A. Williams (drawn by I. Thomas),115,126
514,4,0:45.0,,I. Thomas makes free throw 1 of 2,115,127
515,4,0:45.0,,I. Thomas makes free throw 2 of 2,115,128
516,4,0:45.0,Phoenix full timeout,,115,128
517,4,0:42.0,Shooting foul by I. Thomas (drawn by D. Booker),,115,128
518,4,0:42.0,D. Booker makes free throw 1 of 3,,116,128
519,4,0:42.0,D. Booker makes free throw 2 of 3,,117,128
520,4,0:42.0,D. Booker makes free throw 3 of 3,,118,128
521,4,0:41.0,,Personal take foul by T. Ulis (drawn by I. Thomas),118,128
522,4,0:41.0,,I. Thomas makes free throw 1 of 2,118,129
523,4,0:41.0,,I. Thomas makes free throw 2 of 2,118,130
524,4,0:41.0,Phoenix full timeout,,118,130
525,4,0:41.0,,J. Brown enters the game for I. Thomas,118,130
526,4,0:38.0,Shooting foul by J. Crowder (drawn by D. Booker),,118,130
527,4,0:38.0,D. Booker makes free throw 1 of 2,,119,130
528,4,0:38.0,D. Booker makes free throw 2 of 2,,120,130
529,4,0:16.0,,T. Rozier misses 3-pt jump shot from 26 ft,120,130
530,4,0:16.0,Defensive rebound by D. Booker,,120,130
531,4,0:07.0,D. Booker misses 3-pt jump shot from 31 ft,,120,130
532,4,0:06.0,Offensive rebound by L. Barbosa,,120,130
533,4,0:03.0,D. Booker misses 2-pt jump shot from 11 ft,,120,130
534,4,0:02.0,,Defensive rebound by T. Rozier,120,130
