,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
31,1,8:23.0,Offensive rebound by J. Okafor,,8,4
32,1,8:23.0,Shooting foul by K. Thompson (drawn by J. Okafor),,8,4
33,1,8:23.0,J. Okafor makes free throw 1 of 2,,9,4
34,1,8:23.0,J. Okafor makes free throw 2 of 2,,10,4
35,1,8:13.0,,P. McCaw makes 2-pt jump shot from 13 ft (assist by D. Green),10,6
36,1,8:07.0,J. Okafor makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),,12,6
37,1,8:07.0,Shooting foul by Z. Pachulia (drawn by J. Okafor),,12,6
38,1,8:07.0,J. Okafor makes free throw 1 of 1,,13,6
39,1,7:56.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by J. Okafor),13,6
40,1,7:55.0,,Offensive rebound by D. Green,13,6
41,1,7:51.0,,S. Curry misses 3-pt jump shot from 27 ft,13,6
42,1,7:51.0,,Offensive rebound by Z. Pachulia,13,6
43,1,7:46.0,,D. Green misses 3-pt jump shot from 26 ft,13,6
44,1,7:44.0,,Offensive rebound by S. Curry,13,6
45,1,7:44.0,,S. Curry misses 2-pt layup from 2 ft,13,6
46,1,7:43.0,Defensive rebound by R. Covington,,13,6
47,1,7:31.0,T. McConnell misses 2-pt jump shot from 17 ft,,13,6
48,1,7:30.0,,Defensive rebound by K. Thompson,13,6
49,1,7:21.0,,K. Thompson makes 2-pt jump shot from 8 ft,13,8
50,1,7:11.0,Turnover by J. Okafor (lost ball; steal by Z. Pachulia),,13,8
51,1,7:08.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Green),13,8
52,1,7:08.0,,D. Green makes free throw 1 of 2,13,9
53,1,7:08.0,,D. Green misses free throw 2 of 2,13,9
54,1,7:08.0,,Offensive rebound by Team,13,9
55,1,7:08.0,Loose ball foul by J. Okafor (drawn by Z. Pachulia),,13,9
56,1,7:08.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,13,9
57,1,7:00.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by P. McCaw),13,12
58,1,6:41.0,R. Covington misses 2-pt layup from 3 ft,,13,12
59,1,6:40.0,Offensive rebound by R. Covington,,13,12
60,1,6:40.0,R. Covington misses 2-pt layup from 3 ft,,13,12
61,1,6:39.0,Offensive rebound by Team,,13,12
62,1,6:39.0,R. Holmes enters the game for D. Šarić,,13,12
63,1,6:39.0,N. Stauskas enters the game for J. Okafor,,13,12
64,1,6:29.0,G. Henderson makes 2-pt jump shot from 10 ft (assist by R. Covington),,15,12
65,1,6:13.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),15,15
66,1,5:48.0,G. Henderson misses 2-pt jump shot from 9 ft,,15,15
67,1,5:46.0,,Defensive rebound by Z. Pachulia,15,15
68,1,5:41.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),15,18
69,1,5:41.0,Philadelphia full timeout,,15,18
70,1,5:41.0,,A. Iguodala enters the game for D. Green,15,18
71,1,5:26.0,Turnover by R. Covington (bad pass; steal by S. Curry),,15,18
72,1,5:21.0,,S. Curry makes 2-pt layup from 2 ft (assist by P. McCaw),15,20
73,1,5:12.0,R. Holmes makes 2-pt hook shot from 7 ft (assist by T. McConnell),,17,20
74,1,4:45.0,,Z. Pachulia misses 2-pt jump shot from 13 ft,17,20
75,1,4:44.0,Defensive rebound by G. Henderson,,17,20
76,1,4:34.0,G. Henderson makes 2-pt jump shot from 17 ft,,19,20
77,1,4:14.0,,Shooting foul by G. Henderson (drawn by Z. Pachulia),19,20
78,1,4:14.0,,Z. Pachulia makes free throw 1 of 2,19,21
79,1,4:14.0,,S. Livingston enters the game for K. Thompson,19,21
80,1,4:14.0,D. Šarić enters the game for R. Covington,,19,21
81,1,4:14.0,S. Rodríguez enters the game for T. McConnell,,19,21
82,1,4:14.0,,Z. Pachulia makes free throw 2 of 2,19,22
83,1,4:01.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Holmes),,22,22
84,1,3:50.0,,Turnover by Z. Pachulia (lost ball; steal by R. Holmes),22,22
85,1,3:33.0,N. Stauskas makes 2-pt layup from 2 ft (assist by S. Rodríguez),,24,22
86,1,3:33.0,,Golden State full timeout,24,22
87,1,3:33.0,,J. McGee enters the game for Z. Pachulia,24,22
88,1,3:33.0,,D. Green enters the game for P. McCaw,24,22
89,1,3:13.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),24,25
90,1,2:51.0,D. Šarić makes 3-pt jump shot from 26 ft,,27,25
91,1,2:24.0,,D. Green misses 2-pt jump shot from 14 ft,27,25
92,1,2:24.0,Defensive rebound by Team,,27,25
93,1,2:24.0,,Loose ball foul by J. McGee (drawn by N. Stauskas),27,25
94,1,2:00.0,N. Stauskas misses 3-pt jump shot from 25 ft,,27,25
95,1,2:00.0,Offensive rebound by Team,,27,25
96,1,2:00.0,Turnover by Team (shot clock),,27,25
97,1,1:51.0,,Shooting foul by N. Stauskas (drawn by S. Curry),27,25
98,1,1:51.0,,S. Curry makes free throw 1 of 3,27,26
99,1,1:51.0,,S. Curry makes free throw 2 of 3,27,27
100,1,1:51.0,,S. Curry makes free throw 3 of 3,27,28
101,1,1:39.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,29,28
102,1,1:27.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),29,31
103,1,1:08.0,S. Rodríguez makes 3-pt jump shot from 24 ft,,32,31
104,1,0:51.0,,Shooting foul by R. Holmes (drawn by J. McGee),32,31
105,1,0:51.0,,J. McGee misses free throw 1 of 2,32,31
106,1,0:51.0,,Offensive rebound by Team,32,31
107,1,0:51.0,,J. McGee misses free throw 2 of 2,32,31
108,1,0:49.0,Defensive rebound by G. Henderson,,32,31
109,1,0:37.0,Turnover by G. Henderson (lost ball; steal by D. Green),,32,31
110,1,0:33.0,,J. McGee makes 2-pt layup from 1 ft (assist by D. Green),32,33
111,1,0:25.0,R. Holmes makes 2-pt layup from 1 ft (assist by S. Rodríguez),,34,33
112,1,0:25.0,,Personal foul by D. Šarić (drawn by D. Green),34,33
113,1,0:25.0,,D. Green makes free throw 1 of 2,34,34
114,1,0:25.0,,I. Clark enters the game for S. Curry,34,34
115,1,0:25.0,,J. McAdoo enters the game for J. McGee,34,34
116,1,0:25.0,,D. Green makes free throw 2 of 2,34,35
117,1,0:07.0,Personal foul by S. Livingston (drawn by S. Rodríguez),,34,35
118,1,0:00.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,34,35
119,1,0:00.0,Offensive rebound by Team,,34,35
120,2,11:36.0,Turnover by D. Šarić (bad pass),,34,35
121,2,11:20.0,,K. Thompson makes 2-pt layup from 2 ft (assist by A. Iguodala),34,37
122,2,11:11.0,Personal foul by M. Barnes (drawn by D. Šarić),,34,37
123,2,11:11.0,R. Covington enters the game for G. Henderson,,34,37
124,2,10:57.0,J. Okafor misses 2-pt jump shot from 13 ft,,34,37
125,2,10:56.0,,Defensive rebound by I. Clark,34,37
126,2,10:47.0,,Turnover by D. West (lost ball; steal by D. Šarić),34,37
127,2,10:34.0,D. Šarić makes 2-pt layup from 2 ft (assist by R. Covington),,36,37
128,2,10:14.0,,A. Iguodala misses 2-pt jump shot from 9 ft,36,37
129,2,10:13.0,,Offensive rebound by M. Barnes,36,37
130,2,10:13.0,,M. Barnes misses 2-pt layup from 1 ft,36,37
131,2,10:11.0,,Offensive rebound by M. Barnes,36,37
132,2,10:11.0,,Shooting foul by R. Covington (drawn by M. Barnes),36,37
133,2,10:11.0,,M. Barnes makes free throw 1 of 2,36,38
134,2,10:11.0,,M. Barnes makes free throw 2 of 2,36,39
135,2,9:59.0,S. Rodríguez misses 2-pt jump shot from 4 ft (block by D. West),,36,39
136,2,9:58.0,Offensive rebound by S. Rodríguez,,36,39
137,2,9:58.0,Personal foul by A. Iguodala (drawn by R. Covington),,36,39
138,2,9:47.0,Turnover by D. Šarić (bad pass; steal by I. Clark),,36,39
139,2,9:45.0,,Turnover by I. Clark (bad pass; steal by J. Okafor),36,39
140,2,9:43.0,J. Okafor makes 2-pt layup from 3 ft,,38,39
141,2,9:30.0,,K. Thompson misses 2-pt jump shot from 18 ft,38,39
142,2,9:28.0,Defensive rebound by D. Šarić,,38,39
143,2,9:21.0,J. Okafor misses 2-pt jump shot from 13 ft,,38,39
144,2,9:20.0,,Defensive rebound by M. Barnes,38,39
145,2,9:06.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by D. West),38,42
146,2,9:00.0,Philadelphia full timeout,,38,42
147,2,9:00.0,T. Luwawu-Cabarrot enters the game for D. Šarić,,38,42
148,2,8:53.0,Personal foul by D. West (drawn by J. Okafor),,38,42
149,2,8:38.0,R. Covington misses 3-pt jump shot from 24 ft,,38,42
150,2,8:37.0,,Defensive rebound by I. Clark,38,42
151,2,8:24.0,,Turnover by D. West (bad pass; steal by J. Anderson),38,42
152,2,8:17.0,S. Rodríguez misses 3-pt jump shot from 27 ft,,38,42
153,2,8:17.0,,Defensive rebound by I. Clark,38,42
154,2,8:10.0,,A. Iguodala makes 2-pt dunk at rim (assist by I. Clark),38,44
155,2,7:52.0,J. Okafor makes 2-pt hook shot from 5 ft,,40,44
156,2,7:38.0,,A. Iguodala misses 2-pt jump shot from 4 ft (block by R. Covington),40,44
157,2,7:37.0,Defensive rebound by R. Covington,,40,44
158,2,7:28.0,J. Okafor makes 2-pt layup from 2 ft,,42,44
159,2,7:28.0,Shooting foul by M. Barnes (drawn by J. Okafor),,42,44
160,2,7:28.0,,D. Green enters the game for A. Iguodala,42,44
161,2,7:28.0,J. Okafor makes free throw 1 of 1,,43,44
162,2,7:14.0,,K. Thompson makes 2-pt jump shot from 12 ft,43,46
163,2,7:14.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by K. Thompson),43,46
164,2,7:14.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,43,46
165,2,7:14.0,,K. Thompson makes free throw 1 of 1,43,47
166,2,6:55.0,S. Rodríguez misses 3-pt jump shot from 26 ft,,43,47
167,2,6:55.0,,Defensive rebound by D. West,43,47
168,2,6:46.0,,K. Thompson misses 3-pt jump shot from 26 ft,43,47
169,2,6:46.0,Defensive rebound by Team,,43,47
170,2,6:46.0,T. McConnell enters the game for S. Rodríguez,,43,47
171,2,6:34.0,J. Okafor makes 2-pt jump shot from 16 ft (assist by T. McConnell),,45,47
172,2,6:24.0,,K. Thompson misses 2-pt jump shot from 15 ft,45,47
173,2,6:24.0,,Offensive rebound by Team,45,47
174,2,6:23.0,,P. McCaw enters the game for M. Barnes,45,47
175,2,6:23.0,,Z. Pachulia enters the game for D. West,45,47
176,2,6:19.0,,I. Clark misses 2-pt jump shot from 15 ft,45,47
177,2,6:19.0,Defensive rebound by J. Okafor,,45,47
178,2,6:06.0,T. McConnell makes 2-pt jump shot from 10 ft,,47,47
179,2,5:59.0,,Golden State full timeout,47,47
180,2,5:59.0,,S. Curry enters the game for K. Thompson,47,47
181,2,5:59.0,R. Holmes enters the game for J. Okafor,,47,47
182,2,5:56.0,,Turnover by S. Curry (bad pass; steal by T. McConnell),47,47
183,2,5:52.0,T. McConnell makes 2-pt layup from 2 ft (assist by N. Stauskas),,49,47
184,2,5:40.0,Offensive charge foul by Z. Pachulia (drawn by T. McConnell),,49,47
185,2,5:40.0,,Turnover by Z. Pachulia (offensive foul),49,47
186,2,5:27.0,N. Stauskas misses 3-pt jump shot from 27 ft,,49,47
187,2,5:27.0,,Defensive rebound by Team,49,47
188,2,5:15.0,,I. Clark misses 2-pt jump shot from 17 ft,49,47
189,2,5:14.0,Defensive rebound by N. Stauskas,,49,47
190,2,5:07.0,,Violation by Z. Pachulia (kicked ball),49,47
191,2,5:07.0,D. Šarić enters the game for J. Anderson,,49,47
192,2,5:07.0,,M. Barnes enters the game for P. McCaw,49,47
193,2,5:07.0,,A. Iguodala enters the game for Z. Pachulia,49,47
194,2,5:07.0,,K. Thompson enters the game for I. Clark,49,47
195,2,4:57.0,R. Holmes makes 3-pt jump shot from 25 ft (assist by T. McConnell),,52,47
196,2,4:45.0,,D. Green makes 2-pt layup from 1 ft,52,49
197,2,4:26.0,D. Šarić misses 2-pt jump shot from 15 ft,,52,49
198,2,4:26.0,,Defensive rebound by M. Barnes,52,49
199,2,4:24.0,,Personal foul by T. McConnell,52,49
200,2,4:22.0,,Shooting foul by R. Covington (drawn by S. Curry),52,49
201,2,4:22.0,,S. Curry makes free throw 1 of 2,52,50
202,2,4:22.0,,S. Curry makes free throw 2 of 2,52,51
203,2,4:12.0,Shooting foul by S. Curry (drawn by T. McConnell),,52,51
204,2,4:12.0,T. McConnell misses free throw 1 of 2,,52,51
205,2,4:12.0,Offensive rebound by Team,,52,51
206,2,4:12.0,G. Henderson enters the game for R. Covington,,52,51
207,2,4:12.0,T. McConnell makes free throw 2 of 2,,53,51
208,2,4:02.0,,S. Curry misses 2-pt jump shot from 22 ft,53,51
209,2,4:02.0,Defensive rebound by R. Holmes,,53,51
210,2,3:44.0,Turnover by N. Stauskas (step out of bounds),,53,51
211,2,3:34.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),53,54
212,2,3:23.0,R. Holmes misses 2-pt layup from 3 ft (block by M. Barnes),,53,54
213,2,3:22.0,,Defensive rebound by M. Barnes,53,54
214,2,3:15.0,,S. Curry misses 3-pt jump shot from 32 ft,53,54
215,2,3:14.0,Defensive rebound by R. Holmes,,53,54
216,2,2:57.0,T. McConnell misses 2-pt jump shot from 10 ft,,53,54
217,2,2:56.0,Offensive rebound by R. Holmes,,53,54
218,2,2:56.0,R. Holmes misses 2-pt layup from 1 ft,,53,54
219,2,2:55.0,Offensive rebound by G. Henderson,,53,54
220,2,2:55.0,Shooting foul by S. Curry (drawn by G. Henderson),,53,54
221,2,2:55.0,Official timeout,,53,54
222,2,2:55.0,G. Henderson misses free throw 1 of 2,,53,54
223,2,2:55.0,Offensive rebound by Team,,53,54
224,2,2:55.0,G. Henderson makes free throw 2 of 2,,54,54
225,2,2:43.0,,S. Curry misses 2-pt jump shot from 20 ft,54,54
226,2,2:42.0,Defensive rebound by R. Holmes,,54,54
227,2,2:18.0,G. Henderson makes 3-pt jump shot from 27 ft (assist by T. McConnell),,57,54
228,2,2:04.0,,Shooting foul by R. Holmes (drawn by D. Green),57,54
229,2,2:04.0,,D. Green makes free throw 1 of 2,57,55
230,2,2:04.0,,D. Green misses free throw 2 of 2,57,55
231,2,2:02.0,Defensive rebound by D. Šarić,,57,55
232,2,1:47.0,,Offensive charge foul by R. Holmes (drawn by M. Barnes),57,55
233,2,1:47.0,Turnover by R. Holmes (offensive foul),,57,55
234,2,1:47.0,S. Long enters the game for R. Holmes,,57,55
235,2,1:42.0,,Shooting foul by S. Long (drawn by D. Green),57,55
236,2,1:42.0,,D. Green misses free throw 1 of 2,57,55
237,2,1:42.0,,Offensive rebound by Team,57,55
238,2,1:42.0,,D. Green makes free throw 2 of 2,57,56
239,2,1:40.0,Turnover by D. Šarić (bad pass; steal by S. Curry),,57,56
240,2,1:38.0,,S. Curry misses 3-pt jump shot from 26 ft,57,56
241,2,1:35.0,,Offensive rebound by M. Barnes,57,56
242,2,1:30.0,,K. Thompson misses 2-pt jump shot from 13 ft,57,56
243,2,1:30.0,Defensive rebound by T. McConnell,,57,56
244,2,1:22.0,Shooting foul by A. Iguodala (drawn by N. Stauskas),,57,56
245,2,1:22.0,N. Stauskas makes free throw 1 of 2,,58,56
246,2,1:22.0,N. Stauskas makes free throw 2 of 2,,59,56
247,2,1:09.0,,M. Barnes misses 3-pt jump shot from 26 ft,59,56
248,2,1:09.0,Defensive rebound by T. McConnell,,59,56
249,2,1:02.0,N. Stauskas misses 3-pt jump shot from 24 ft,,59,56
250,2,1:01.0,Offensive rebound by S. Long,,59,56
251,2,0:59.0,S. Long misses 2-pt layup from 2 ft (block by D. Green),,59,56
252,2,0:58.0,,Defensive rebound by S. Curry,59,56
253,2,0:56.0,,M. Barnes makes 2-pt layup from 2 ft (assist by S. Curry),59,58
254,2,0:43.0,Turnover by S. Long (lost ball; steal by D. Green),,59,58
255,2,0:38.0,,A. Iguodala misses 2-pt layup from 1 ft,59,58
256,2,0:37.0,Defensive rebound by T. McConnell,,59,58
257,2,0:30.0,G. Henderson misses 3-pt jump shot from 26 ft,,59,58
258,2,0:29.0,,Defensive rebound by A. Iguodala,59,58
259,2,0:07.0,,K. Thompson misses 2-pt jump shot from 16 ft,59,58
260,2,0:06.0,Defensive rebound by G. Henderson,,59,58
261,2,0:00.0,D. Šarić misses 3-pt jump shot from 27 ft,,59,58
262,2,0:00.0,Offensive rebound by Team,,59,58
263,3,11:46.0,D. Šarić misses 3-pt jump shot from 26 ft,,59,58
264,3,11:46.0,,Defensive rebound by S. Curry,59,58
265,3,11:42.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),59,60
266,3,11:26.0,D. Šarić makes 2-pt jump shot from 18 ft,,61,60
267,3,11:14.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),61,62
268,3,11:01.0,Shooting foul by Z. Pachulia (drawn by J. Okafor),,61,62
269,3,11:01.0,J. Okafor makes free throw 1 of 2,,62,62
270,3,11:01.0,J. Okafor makes free throw 2 of 2,,63,62
271,3,10:46.0,,S. Curry misses 3-pt jump shot from 25 ft,63,62
272,3,10:46.0,Defensive rebound by R. Covington,,63,62
273,3,10:38.0,Shooting foul by D. Green (drawn by T. Luwawu-Cabarrot),,63,62
274,3,10:38.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,63,62
275,3,10:38.0,Offensive rebound by Team,,63,62
276,3,10:38.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,64,62
277,3,10:25.0,,Turnover by P. McCaw (bad pass),64,62
278,3,10:07.0,J. Okafor misses 2-pt jump shot from 15 ft,,64,62
279,3,10:06.0,,Defensive rebound by Z. Pachulia,64,62
280,3,9:58.0,,Z. Pachulia misses 2-pt jump shot from 3 ft (block by D. Šarić),64,62
281,3,9:57.0,Defensive rebound by T. Luwawu-Cabarrot,,64,62
282,3,9:55.0,T. Luwawu-Cabarrot misses 2-pt layup from 4 ft (block by D. Green),,64,62
283,3,9:54.0,Offensive rebound by Team,,64,62
284,3,9:54.0,Shooting foul by S. Curry (drawn by R. Covington),,64,62
285,3,9:54.0,R. Covington makes free throw 1 of 2,,65,62
286,3,9:54.0,R. Covington makes free throw 2 of 2,,66,62
287,3,9:37.0,,P. McCaw misses 2-pt layup from 1 ft (block by J. Okafor),66,62
288,3,9:37.0,,Offensive rebound by Team,66,62
289,3,9:32.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by J. Okafor),66,62
290,3,9:31.0,Defensive rebound by R. Covington,,66,62
291,3,9:18.0,D. Šarić makes 2-pt layup from 2 ft (assist by T. McConnell),,68,62
292,3,9:18.0,,Golden State full timeout,68,62
293,3,9:18.0,,J. McAdoo enters the game for Z. Pachulia,68,62
294,3,9:04.0,,Offensive foul by J. McAdoo (drawn by T. McConnell),68,62
295,3,9:04.0,,Turnover by J. McAdoo (offensive foul),68,62
296,3,8:55.0,Turnover by J. Okafor (3 sec),,68,62
297,3,8:46.0,,D. Green misses 3-pt jump shot from 26 ft,68,62
298,3,8:45.0,Defensive rebound by R. Covington,,68,62
299,3,8:26.0,D. Šarić makes 2-pt layup from 1 ft (assist by J. Okafor),,70,62
300,3,8:17.0,,S. Curry misses 2-pt jump shot from 5 ft,70,62
301,3,8:16.0,Defensive rebound by T. McConnell,,70,62
302,3,8:06.0,R. Covington misses 2-pt jump shot from 22 ft,,70,62
303,3,8:06.0,,Defensive rebound by D. Green,70,62
304,3,7:59.0,,Shooting foul by R. Covington (drawn by J. McAdoo),70,62
305,3,7:59.0,,J. McAdoo misses free throw 1 of 2,70,62
306,3,7:59.0,,Offensive rebound by Team,70,62
307,3,7:59.0,,J. McAdoo misses free throw 2 of 2,70,62
308,3,7:59.0,N. Stauskas enters the game for R. Covington,,70,62
309,3,7:59.0,,A. Iguodala enters the game for P. McCaw,70,62
310,3,7:58.0,Defensive rebound by J. Okafor,,70,62
311,3,7:47.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by T. McConnell),,73,62
312,3,7:30.0,,K. Thompson misses 2-pt jump shot from 15 ft,73,62
313,3,7:28.0,,Offensive rebound by J. McAdoo,73,62
314,3,7:21.0,,S. Curry makes 3-pt jump shot from 27 ft,73,65
315,3,7:09.0,Turnover by T. McConnell (bad pass; steal by D. Green),,73,65
316,3,7:04.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),73,67
317,3,6:45.0,D. Šarić makes 2-pt jump shot from 11 ft (assist by T. McConnell),,75,67
318,3,6:28.0,,S. Curry misses 2-pt jump shot from 3 ft,75,67
319,3,6:27.0,,Offensive rebound by D. Green,75,67
320,3,6:27.0,,D. Green misses 2-pt layup from 2 ft,75,67
321,3,6:26.0,Defensive rebound by T. McConnell,,75,67
322,3,6:24.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),,77,67
323,3,6:24.0,,Golden State full timeout,77,67
324,3,6:24.0,R. Holmes enters the game for J. Okafor,,77,67
325,3,6:10.0,,K. Thompson misses 2-pt jump shot from 7 ft (block by R. Holmes),77,67
326,3,6:10.0,,Offensive rebound by Team,77,67
327,3,6:00.0,,S. Curry misses 2-pt layup from 1 ft,77,67
328,3,5:58.0,,Offensive rebound by J. McAdoo,77,67
329,3,5:58.0,,J. McAdoo misses 2-pt layup from 1 ft,77,67
330,3,5:57.0,Defensive rebound by D. Šarić,,77,67
331,3,5:38.0,Turnover by D. Šarić (bad pass; steal by J. McAdoo),,77,67
332,3,5:37.0,,Personal foul by T. McConnell,77,67
333,3,5:24.0,,Shooting foul by T. McConnell (drawn by K. Thompson),77,67
334,3,5:24.0,,K. Thompson makes free throw 1 of 2,77,68
335,3,5:24.0,,M. Barnes enters the game for D. Green,77,68
336,3,5:24.0,,K. Thompson makes free throw 2 of 2,77,69
337,3,5:12.0,Turnover by D. Šarić (traveling),,77,69
338,3,5:05.0,,K. Thompson misses 3-pt jump shot from 26 ft,77,69
339,3,5:05.0,Defensive rebound by T. McConnell,,77,69
340,3,4:59.0,R. Holmes makes 2-pt dunk at rim (assist by D. Šarić),,79,69
341,3,4:46.0,,S. Curry misses 2-pt jump shot from 10 ft,79,69
342,3,4:45.0,Defensive rebound by T. Luwawu-Cabarrot,,79,69
343,3,4:37.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),,81,69
344,3,4:28.0,,Turnover by M. Barnes (bad pass),81,69
345,3,4:28.0,,I. Clark enters the game for S. Curry,81,69
346,3,4:28.0,R. Covington enters the game for D. Šarić,,81,69
347,3,4:11.0,R. Covington misses 2-pt layup from 1 ft,,81,69
348,3,4:10.0,,Defensive rebound by M. Barnes,81,69
349,3,4:05.0,,A. Iguodala misses 2-pt layup from 1 ft,81,69
350,3,4:05.0,Defensive rebound by R. Holmes,,81,69
351,3,3:56.0,R. Holmes misses 3-pt jump shot from 26 ft,,81,69
352,3,3:55.0,Offensive rebound by N. Stauskas,,81,69
353,3,3:52.0,R. Holmes makes 2-pt dunk at rim (assist by N. Stauskas),,83,69
354,3,3:52.0,Shooting foul by J. McAdoo (drawn by R. Holmes),,83,69
355,3,3:52.0,R. Holmes makes free throw 1 of 1,,84,69
356,3,3:43.0,,Personal foul by R. Holmes (drawn by J. McAdoo),84,69
357,3,3:32.0,,J. McAdoo misses 2-pt dunk at rim,84,69
358,3,3:31.0,,Offensive rebound by K. Thompson,84,69
359,3,3:23.0,,I. Clark misses 3-pt jump shot from 23 ft,84,69
360,3,3:23.0,,Offensive rebound by J. McAdoo,84,69
361,3,3:21.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by M. Barnes),84,72
362,3,3:12.0,Philadelphia full timeout,,84,72
363,3,3:12.0,S. Rodríguez enters the game for T. Luwawu-Cabarrot,,84,72
364,3,3:12.0,G. Henderson enters the game for T. McConnell,,84,72
365,3,3:04.0,Shooting foul by M. Barnes (drawn by R. Covington),,84,72
366,3,3:04.0,R. Covington makes free throw 1 of 2,,85,72
367,3,3:04.0,R. Covington makes free throw 2 of 2,,86,72
368,3,2:47.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by A. Iguodala),86,74
369,3,2:33.0,G. Henderson misses 2-pt jump shot from 11 ft,,86,74
370,3,2:32.0,Offensive rebound by R. Holmes,,86,74
371,3,2:23.0,R. Covington makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),,89,74
372,3,2:05.0,,K. Thompson misses 2-pt jump shot from 18 ft,89,74
373,3,2:05.0,Defensive rebound by N. Stauskas,,89,74
374,3,1:55.0,Personal foul by A. Iguodala (drawn by G. Henderson),,89,74
375,3,1:55.0,G. Henderson misses free throw 1 of 2,,89,74
376,3,1:55.0,Offensive rebound by Team,,89,74
377,3,1:55.0,,D. Green enters the game for J. McAdoo,89,74
378,3,1:55.0,S. Long enters the game for R. Holmes,,89,74
379,3,1:55.0,G. Henderson makes free throw 2 of 2,,90,74
