,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
166,2,7:05.0,R. Westbrook misses 2-pt layup from 3 ft (block by M. Gortat),,47,52
167,2,7:04.0,,Defensive rebound by J. Wall,47,52
168,2,6:58.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by M. Morris),47,55
169,2,6:36.0,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,50,55
170,2,6:12.0,,M. Morris makes 2-pt jump shot from 14 ft,50,57
171,2,5:48.0,Á. Abrines misses 3-pt jump shot from 26 ft,,50,57
172,2,5:47.0,,Defensive rebound by O. Porter,50,57
173,2,5:31.0,,Turnover by J. Wall (bad pass),50,57
174,2,5:31.0,Official timeout,,50,57
175,2,5:13.0,Á. Abrines misses 3-pt jump shot from 30 ft,,50,57
176,2,5:12.0,Offensive rebound by S. Adams,,50,57
177,2,5:05.0,J. Grant misses 2-pt layup from 1 ft (block by O. Porter),,50,57
178,2,5:03.0,Offensive rebound by S. Adams,,50,57
179,2,4:53.0,Personal foul by B. Beal (drawn by R. Westbrook),,50,57
180,2,4:53.0,V. Oladipo enters the game for Á. Abrines,,50,57
181,2,4:53.0,,T. Burke enters the game for B. Beal,50,57
182,2,4:39.0,R. Westbrook misses 3-pt jump shot from 26 ft,,50,57
183,2,4:38.0,,Defensive rebound by O. Porter,50,57
184,2,4:23.0,,O. Porter misses 3-pt jump shot from 25 ft,50,57
185,2,4:22.0,Defensive rebound by S. Adams,,50,57
186,2,4:11.0,V. Oladipo misses 2-pt layup from 3 ft (block by O. Porter),,50,57
187,2,4:09.0,,Defensive rebound by T. Burke,50,57
188,2,4:07.0,,Shooting foul by V. Oladipo (drawn by J. Wall),50,57
189,2,4:07.0,,J. Wall makes free throw 1 of 2,50,58
190,2,4:07.0,A. Morrow enters the game for A. Roberson,,50,58
191,2,4:07.0,,J. Wall makes free throw 2 of 2,50,59
192,2,3:59.0,R. Westbrook makes 2-pt jump shot from 18 ft,,52,59
193,2,3:38.0,,J. Wall misses 2-pt layup from 1 ft,52,59
194,2,3:38.0,,Offensive rebound by M. Gortat,52,59
195,2,3:37.0,,M. Gortat makes 2-pt layup from 2 ft,52,61
196,2,3:27.0,S. Adams misses 2-pt layup from 2 ft (block by M. Gortat),,52,61
197,2,3:26.0,,Defensive rebound by M. Gortat,52,61
198,2,3:19.0,,Turnover by M. Morris (lost ball),52,61
199,2,3:19.0,Á. Abrines enters the game for V. Oladipo,,52,61
200,2,3:07.0,R. Westbrook misses 2-pt jump shot from 17 ft,,52,61
201,2,3:07.0,Offensive rebound by R. Westbrook,,52,61
202,2,3:06.0,R. Westbrook misses 2-pt layup from 1 ft,,52,61
203,2,3:06.0,,Defensive rebound by Team,52,61
204,2,2:49.0,,J. Wall misses 2-pt layup from 2 ft,52,61
205,2,2:48.0,Defensive rebound by S. Adams,,52,61
206,2,2:37.0,R. Westbrook misses 2-pt jump shot from 18 ft,,52,61
207,2,2:36.0,Offensive rebound by S. Adams,,52,61
208,2,2:35.0,S. Adams misses 2-pt layup from 1 ft,,52,61
209,2,2:34.0,,Defensive rebound by J. Wall,52,61
210,2,2:32.0,,T. Burke makes 2-pt layup from 1 ft (assist by J. Wall),52,63
211,2,2:32.0,,Shooting foul by Á. Abrines (drawn by T. Burke),52,63
212,2,2:32.0,,Washington full timeout,52,63
213,2,2:32.0,,T. Burke makes free throw 1 of 1,52,64
214,2,2:24.0,A. Morrow misses 3-pt jump shot from 26 ft,,52,64
215,2,2:23.0,,Defensive rebound by M. Morris,52,64
216,2,2:07.0,,M. Morris misses 2-pt jump shot from 5 ft,52,64
217,2,2:06.0,Defensive rebound by J. Grant,,52,64
218,2,1:53.0,,Offensive charge foul by J. Grant (drawn by M. Gortat),52,64
219,2,1:53.0,Turnover by J. Grant (offensive foul),,52,64
220,2,1:44.0,,J. Wall misses 2-pt layup from 2 ft (block by S. Adams),52,64
221,2,1:43.0,Defensive rebound by S. Adams,,52,64
222,2,1:38.0,Turnover by S. Adams (traveling),,52,64
223,2,1:38.0,V. Oladipo enters the game for A. Morrow,,52,64
224,2,1:24.0,,J. Wall makes 2-pt layup at rim,52,66
225,2,1:05.0,Á. Abrines misses 3-pt jump shot from 25 ft,,52,66
226,2,1:04.0,Offensive rebound by V. Oladipo,,52,66
227,2,0:55.0,R. Westbrook misses 2-pt layup from 1 ft (block by M. Gortat),,52,66
228,2,0:54.0,Offensive rebound by R. Westbrook,,52,66
229,2,0:54.0,Shooting foul by O. Porter (drawn by R. Westbrook),,52,66
230,2,0:54.0,R. Westbrook makes free throw 1 of 2,,53,66
231,2,0:54.0,D. Sabonis enters the game for S. Adams,,53,66
232,2,0:54.0,R. Westbrook makes free throw 2 of 2,,54,66
233,2,0:46.0,,Shooting foul by V. Oladipo (drawn by J. Wall),54,66
234,2,0:46.0,,J. Wall makes free throw 1 of 2,54,67
235,2,0:46.0,,J. Wall misses free throw 2 of 2,54,67
236,2,0:46.0,A. Roberson enters the game for V. Oladipo,,54,67
237,2,0:45.0,Defensive rebound by R. Westbrook,,54,67
238,2,0:36.0,D. Sabonis misses 2-pt layup from 2 ft,,54,67
239,2,0:35.0,Offensive rebound by D. Sabonis,,54,67
240,2,0:33.0,D. Sabonis misses 2-pt layup from 1 ft,,54,67
241,2,0:32.0,,Defensive rebound by T. Burke,54,67
242,2,0:27.0,,Turnover by J. Wall (step out of bounds),54,67
243,2,0:07.0,R. Westbrook misses 2-pt jump shot from 10 ft,,54,67
244,2,0:06.0,,Defensive rebound by T. Burke,54,67
245,2,0:02.0,,T. Burke misses 2-pt layup at rim,54,67
246,2,0:01.0,Defensive rebound by Á. Abrines,,54,67
247,3,11:49.0,D. Sabonis misses 3-pt jump shot from 26 ft,,54,67
248,3,11:48.0,,Defensive rebound by J. Wall,54,67
249,3,11:27.0,,Turnover by B. Beal (bad pass; steal by R. Westbrook),54,67
250,3,11:18.0,R. Westbrook misses 2-pt jump shot from 16 ft,,54,67
251,3,11:17.0,,Defensive rebound by O. Porter,54,67
252,3,11:07.0,,Turnover by B. Beal (traveling),54,67
253,3,10:56.0,D. Sabonis misses 3-pt jump shot from 27 ft,,54,67
254,3,10:55.0,,Defensive rebound by M. Gortat,54,67
255,3,10:33.0,,M. Morris misses 2-pt jump shot from 12 ft,54,67
256,3,10:32.0,Defensive rebound by D. Sabonis,,54,67
257,3,10:27.0,A. Roberson misses 2-pt layup from 1 ft (block by J. Wall),,54,67
258,3,10:27.0,Offensive rebound by Team,,54,67
259,3,10:24.0,S. Adams misses 2-pt jump shot from 8 ft,,54,67
260,3,10:24.0,,Defensive rebound by M. Gortat,54,67
261,3,10:18.0,,Shooting foul by V. Oladipo (drawn by O. Porter),54,67
262,3,10:18.0,,O. Porter makes free throw 1 of 3,54,68
263,3,10:18.0,,O. Porter makes free throw 2 of 3,54,69
264,3,10:18.0,A. Morrow enters the game for V. Oladipo,,54,68
265,3,10:18.0,,O. Porter makes free throw 3 of 3,54,70
266,3,10:06.0,A. Morrow misses 3-pt jump shot from 26 ft,,54,70
267,3,10:06.0,Offensive rebound by Team,,54,70
268,3,10:06.0,,Loose ball foul by M. Gortat (drawn by S. Adams),54,70
269,3,9:58.0,R. Westbrook misses 3-pt jump shot from 25 ft,,54,70
270,3,9:57.0,Offensive rebound by S. Adams,,54,70
271,3,9:53.0,A. Morrow misses 3-pt jump shot from 29 ft,,54,70
272,3,9:52.0,Offensive rebound by S. Adams,,54,70
273,3,9:45.0,Shooting foul by O. Porter (drawn by S. Adams),,54,70
274,3,9:45.0,S. Adams misses free throw 1 of 2,,54,70
275,3,9:45.0,Offensive rebound by Team,,54,70
276,3,9:45.0,S. Adams makes free throw 2 of 2,,55,70
277,3,9:34.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),55,73
278,3,9:10.0,R. Westbrook misses 3-pt jump shot from 28 ft,,55,73
279,3,9:09.0,,Defensive rebound by Team,55,73
280,3,8:55.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by B. Beal),55,76
281,3,8:41.0,R. Westbrook misses 2-pt layup from 2 ft (block by J. Wall),,55,76
282,3,8:40.0,,Defensive rebound by J. Wall,55,76
283,3,8:37.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),55,78
284,3,8:37.0,,Shooting foul by D. Sabonis (drawn by O. Porter),55,78
285,3,8:37.0,Oklahoma City full timeout,,55,78
286,3,8:37.0,,O. Porter makes free throw 1 of 1,55,79
287,3,8:28.0,Shooting foul by M. Morris (drawn by S. Adams),,55,79
288,3,8:28.0,S. Adams makes free throw 1 of 2,,56,79
289,3,8:28.0,S. Adams makes free throw 2 of 2,,57,79
290,3,8:17.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),57,81
291,3,8:09.0,Turnover by S. Adams (bad pass),,57,81
292,3,8:09.0,J. Grant enters the game for S. Adams,,57,81
293,3,7:58.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),57,84
294,3,7:43.0,Turnover by R. Westbrook (bad pass; steal by M. Morris),,57,84
295,3,7:39.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),57,86
296,3,7:38.0,Oklahoma City full timeout,,57,86
297,3,7:20.0,Offensive foul by D. Sabonis (drawn by O. Porter),,57,86
298,3,7:20.0,Turnover by D. Sabonis (offensive foul),,57,86
299,3,7:20.0,C. Payne enters the game for A. Morrow,,57,86
300,3,7:19.0,J. Lauvergne enters the game for D. Sabonis,,57,86
301,3,7:04.0,,M. Gortat misses 2-pt layup from 1 ft,57,86
302,3,7:03.0,Defensive rebound by J. Grant,,57,86
303,3,6:52.0,J. Grant misses 2-pt layup from 2 ft,,57,86
304,3,6:51.0,,Defensive rebound by M. Gortat,57,86
305,3,6:43.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),57,88
306,3,6:29.0,A. Roberson misses 3-pt jump shot from 26 ft,,57,88
307,3,6:27.0,,Defensive rebound by M. Morris,57,88
308,3,6:21.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),57,91
309,3,6:20.0,Oklahoma City full timeout,,57,91
310,3,6:20.0,S. Christon enters the game for R. Westbrook,,57,91
311,3,6:05.0,J. Grant misses 2-pt jump shot from 16 ft,,57,91
312,3,6:04.0,Offensive rebound by J. Lauvergne,,57,91
313,3,6:04.0,Personal foul by O. Porter (drawn by J. Lauvergne),,57,91
314,3,5:57.0,S. Christon makes 2-pt jump shot from 16 ft,,59,91
315,3,5:42.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Wall),59,93
316,3,5:20.0,C. Payne makes 3-pt jump shot from 30 ft (assist by J. Lauvergne),,62,93
317,3,5:07.0,,M. Gortat misses 2-pt dunk at rim,62,93
318,3,5:06.0,Defensive rebound by C. Payne,,62,93
319,3,4:56.0,C. Payne misses 3-pt jump shot from 23 ft,,62,93
320,3,4:55.0,Offensive rebound by Team,,62,93
321,3,4:55.0,,I. Mahinmi enters the game for M. Gortat,62,93
322,3,4:48.0,Shooting foul by I. Mahinmi (drawn by J. Grant),,62,93
323,3,4:48.0,J. Grant makes free throw 1 of 2,,63,93
324,3,4:48.0,J. Grant misses free throw 2 of 2,,63,93
325,3,4:47.0,,Defensive rebound by O. Porter,63,93
326,3,4:35.0,,M. Morris misses 2-pt layup from 3 ft,63,93
327,3,4:34.0,Defensive rebound by J. Lauvergne,,63,93
328,3,4:30.0,Shooting foul by B. Beal (drawn by J. Lauvergne),,63,93
329,3,4:30.0,J. Lauvergne makes free throw 1 of 2,,64,93
330,3,4:30.0,K. Singler enters the game for A. Roberson,,64,93
331,3,4:30.0,J. Lauvergne makes free throw 2 of 2,,65,93
332,3,4:13.0,,M. Morris makes 2-pt jump shot from 6 ft,65,95
333,3,4:13.0,,Shooting foul by S. Christon (drawn by M. Morris),65,95
334,3,4:13.0,,M. Morris makes free throw 1 of 1,65,96
335,3,3:51.0,J. Grant misses 3-pt jump shot from 25 ft,,65,96
336,3,3:50.0,Offensive rebound by K. Singler,,65,96
337,3,3:50.0,K. Singler makes 2-pt jump shot from 4 ft,,67,96
338,3,3:50.0,Shooting foul by I. Mahinmi (drawn by K. Singler),,67,96
339,3,3:50.0,K. Singler misses free throw 1 of 1,,67,96
340,3,3:50.0,,T. Burke enters the game for B. Beal,67,96
341,3,3:49.0,Offensive rebound by J. Grant,,67,96
342,3,3:47.0,J. Grant makes 2-pt dunk at rim,,69,96
343,3,3:47.0,,Washington full timeout,69,96
344,3,3:32.0,,Turnover by M. Morris (bad pass; steal by C. Payne),69,96
345,3,3:26.0,J. Grant makes 2-pt dunk at rim (assist by J. Lauvergne),,71,96
346,3,2:58.0,,Turnover by M. Morris (bad pass; steal by C. Payne),71,96
347,3,2:53.0,Turnover by C. Payne (bad pass),,71,96
348,3,2:35.0,,M. Morris misses 2-pt jump shot from 13 ft (block by K. Singler),71,96
349,3,2:34.0,Defensive rebound by S. Christon,,71,96
350,3,2:30.0,Personal foul by O. Porter (drawn by S. Christon),,71,96
351,3,2:30.0,S. Christon misses free throw 1 of 2,,71,96
352,3,2:30.0,Offensive rebound by Team,,71,96
353,3,2:30.0,S. Christon misses free throw 2 of 2,,71,96
354,3,2:29.0,,Defensive rebound by O. Porter,71,96
355,3,2:22.0,,J. Wall misses 2-pt layup from 2 ft,71,96
356,3,2:21.0,Defensive rebound by J. Grant,,71,96
357,3,2:13.0,C. Payne misses 2-pt jump shot from 19 ft,,71,96
358,3,2:12.0,,Defensive rebound by Team,71,96
359,3,1:56.0,,T. Burke misses 3-pt jump shot from 25 ft,71,96
360,3,1:56.0,Defensive rebound by J. Grant,,71,96
361,3,1:46.0,J. Grant misses 2-pt layup from 2 ft (block by I. Mahinmi),,71,96
362,3,1:44.0,,Defensive rebound by O. Porter,71,96
363,3,1:39.0,,T. Burke misses 2-pt layup from 1 ft,71,96
364,3,1:37.0,,Offensive rebound by O. Porter,71,96
365,3,1:28.0,,Turnover by T. Burke (bad pass),71,96
366,3,1:28.0,,T. Satoranský enters the game for J. Wall,71,96
367,3,1:10.0,Turnover by S. Christon (bad pass; steal by I. Mahinmi),,71,96
368,3,1:03.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by T. Burke),71,99
369,3,0:40.0,S. Christon misses 2-pt layup at rim,,71,99
370,3,0:40.0,Offensive rebound by S. Christon,,71,99
371,3,0:38.0,S. Christon misses 2-pt layup from 1 ft,,71,99
372,3,0:37.0,,Defensive rebound by M. Morris,71,99
373,3,0:30.0,,O. Porter misses 3-pt jump shot from 26 ft,71,99
374,3,0:29.0,Defensive rebound by C. Payne,,71,99
375,3,0:10.0,C. Payne makes 2-pt jump shot from 18 ft,,73,99
376,3,0:04.0,,Personal take foul by C. Payne (drawn by T. Burke),73,99
377,3,0:01.0,,T. Burke makes 2-pt jump shot from 19 ft,73,101
378,4,11:44.0,,Turnover by I. Mahinmi (lost ball),73,101
379,4,11:30.0,S. Christon makes 2-pt jump shot from 16 ft (assist by J. Lauvergne),,75,101
380,4,11:08.0,,Turnover by T. Burke (lost ball),75,101
381,4,10:47.0,S. Christon misses 2-pt jump shot from 18 ft,,75,101
382,4,10:46.0,,Defensive rebound by J. Smith,75,101
383,4,10:33.0,,Turnover by T. Satoranský (lost ball; steal by K. Singler),75,101
384,4,10:30.0,Turnover by C. Payne (bad pass),,75,101
385,4,10:30.0,Á. Abrines enters the game for S. Christon,,75,101
386,4,10:13.0,,Turnover by T. Burke (bad pass),75,101
387,4,9:50.0,J. Grant misses 3-pt jump shot from 27 ft,,75,101
388,4,9:48.0,Offensive rebound by Team,,75,101
