,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
379,4,4:46.0,,Defensive rebound by M. Belinelli,111,105
380,4,4:39.0,,M. Williams misses 3-pt jump shot from 25 ft,111,105
381,4,4:37.0,Defensive rebound by D. Russell,,111,105
382,4,4:26.0,D. Russell misses 2-pt jump shot from 15 ft,,111,105
383,4,4:25.0,,Defensive rebound by C. Zeller,111,105
384,4,4:14.0,,C. Zeller misses 2-pt layup from 2 ft,111,105
385,4,4:13.0,Defensive rebound by D. Russell,,111,105
386,4,3:57.0,L. Williams misses 3-pt jump shot from 28 ft,,111,105
387,4,3:56.0,,Defensive rebound by C. Zeller,111,105
388,4,3:44.0,,C. Zeller misses 2-pt layup from 2 ft (block by J. Randle),111,105
389,4,3:44.0,,Offensive rebound by Team,111,105
390,4,3:44.0,N. Young enters the game for D. Russell,,111,105
391,4,3:44.0,J. Clarkson enters the game for L. Williams,,111,105
392,4,3:40.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by C. Zeller),111,108
393,4,3:22.0,,Offensive charge foul by J. Randle (drawn by K. Walker),111,108
394,4,3:22.0,Turnover by J. Randle (offensive foul),,111,108
395,4,3:06.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),111,110
396,4,3:06.0,LA Lakers full timeout,,111,110
397,4,2:49.0,N. Young makes 2-pt jump shot from 10 ft,,113,110
398,4,2:27.0,,M. Belinelli misses 2-pt jump shot from 4 ft,113,110
399,4,2:24.0,,Offensive rebound by K. Walker,113,110
400,4,2:22.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),113,113
401,4,2:00.0,J. Randle misses 2-pt layup from 2 ft,,113,113
402,4,1:59.0,,Defensive rebound by N. Batum,113,113
403,4,1:50.0,,N. Batum misses 2-pt jump shot from 9 ft,113,113
404,4,1:49.0,Defensive rebound by J. Randle,,113,113
405,4,1:35.0,N. Young misses 3-pt jump shot from 25 ft,,113,113
406,4,1:33.0,,Defensive rebound by N. Batum,113,113
407,4,1:19.0,,K. Walker misses 2-pt layup from 1 ft,113,113
408,4,1:18.0,,Offensive rebound by K. Walker,113,113
409,4,1:15.0,,M. Belinelli misses 3-pt jump shot from 23 ft,113,113
410,4,1:14.0,Defensive rebound by J. Clarkson,,113,113
411,4,1:04.0,LA Lakers full timeout,,113,113
412,4,1:04.0,L. Williams enters the game for B. Ingram,,113,113
413,4,0:53.0,N. Young misses 2-pt jump shot from 19 ft,,113,113
414,4,0:51.0,,Defensive rebound by M. Williams,113,113
415,4,0:30.0,,K. Walker misses 3-pt jump shot from 26 ft,113,113
416,4,0:28.0,,Offensive rebound by K. Walker,113,113
417,4,0:13.0,,N. Batum makes 2-pt jump shot from 8 ft,113,115
418,4,0:13.0,LA Lakers full timeout,,113,115
419,4,0:13.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,113,115
420,4,0:09.0,N. Young misses 3-pt jump shot from 25 ft,,113,115
421,4,0:09.0,,Defensive rebound by K. Walker,113,115
422,4,0:09.0,,Personal foul by J. Randle (drawn by K. Walker),113,115
423,4,0:09.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,113,115
424,4,0:09.0,,Charlotte full timeout,113,115
425,4,0:09.0,,F. Kaminsky enters the game for M. Williams,113,115
426,4,0:09.0,B. Ingram enters the game for L. Williams,,113,115
427,4,0:06.0,,Personal take foul by J. Clarkson (drawn by N. Batum),113,115
428,4,0:06.0,,N. Batum makes free throw 1 of 2,113,116
429,4,0:06.0,,M. Kidd-Gilchrist enters the game for C. Zeller,113,116
430,4,0:06.0,,M. Williams enters the game for F. Kaminsky,113,116
431,4,0:06.0,D. Russell enters the game for J. Randle,,113,116
432,4,0:06.0,L. Williams enters the game for B. Ingram,,113,116
433,4,0:06.0,,N. Batum makes free throw 2 of 2,113,117
434,4,0:03.0,Personal take foul by K. Walker (drawn by D. Russell),,113,117
435,4,0:00.0,D. Russell misses 3-pt jump shot from 28 ft,,113,117
436,4,0:00.0,Offensive rebound by Team,,113,117
