,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW YORK_ACTION,CHARLOTTE_SCORE,NEW YORK_SCORE
56,1,4:38.0,,W. Hernangómez misses 2-pt jump shot from 3 ft,15,18
57,1,4:37.0,Defensive rebound by R. Hibbert,,15,18
58,1,4:29.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),,17,18
59,1,4:20.0,,D. Rose misses 2-pt layup from 3 ft,17,18
60,1,4:19.0,Defensive rebound by M. Kidd-Gilchrist,,17,18
61,1,4:06.0,R. Hibbert makes 2-pt hook shot from 5 ft (assist by M. Belinelli),,19,18
62,1,3:58.0,,New York full timeout,19,18
63,1,3:58.0,,J. Holiday enters the game for C. Lee,19,18
64,1,3:45.0,,Personal foul by M. Kidd-Gilchrist (drawn by C. Anthony),19,18
65,1,3:45.0,,M. Kuzminskas enters the game for K. Porziņģis,19,18
66,1,3:35.0,Violation by R. Hibbert (def goaltending),,19,18
67,1,3:35.0,,M. Kuzminskas makes 2-pt layup from 2 ft,19,20
68,1,3:26.0,Personal foul by W. Hernangómez (drawn by R. Hibbert),,19,20
69,1,3:22.0,K. Walker misses 2-pt jump shot from 16 ft,,19,20
70,1,3:20.0,,Defensive rebound by C. Anthony,19,20
71,1,3:15.0,,C. Anthony misses 3-pt jump shot from 24 ft,19,20
72,1,3:13.0,,Offensive rebound by M. Kuzminskas,19,20
73,1,3:12.0,,M. Kuzminskas misses 2-pt layup from 1 ft,19,20
74,1,3:10.0,Defensive rebound by F. Kaminsky,,19,20
75,1,3:00.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by C. Anthony),,19,20
76,1,2:59.0,,Defensive rebound by C. Anthony,19,20
77,1,2:55.0,,B. Jennings enters the game for D. Rose,19,20
78,1,2:55.0,S. Hawes enters the game for R. Hibbert,,19,20
79,1,2:55.0,R. Sessions enters the game for K. Walker,,19,20
80,1,2:48.0,,C. Anthony makes 2-pt jump shot from 21 ft (assist by J. Holiday),19,22
81,1,2:34.0,M. Belinelli misses 3-pt jump shot from 25 ft,,19,22
82,1,2:33.0,,Defensive rebound by C. Anthony,19,22
83,1,2:24.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,19,22
84,1,2:23.0,Defensive rebound by M. Belinelli,,19,22
85,1,2:09.0,M. Belinelli makes 2-pt layup from 1 ft,,21,22
86,1,1:55.0,,W. Hernangómez misses 2-pt layup from 2 ft (block by F. Kaminsky),21,22
87,1,1:54.0,,Offensive rebound by W. Hernangómez,21,22
88,1,1:54.0,,Turnover by W. Hernangómez (traveling),21,22
89,1,1:42.0,Turnover by R. Sessions (bad pass; steal by J. Holiday),,21,22
90,1,1:39.0,,M. Kuzminskas misses 2-pt layup from 1 ft,21,22
91,1,1:38.0,,Offensive rebound by W. Hernangómez,21,22
92,1,1:34.0,,W. Hernangómez makes 2-pt layup from 1 ft,21,24
93,1,1:17.0,Turnover by M. Belinelli (bad pass),,21,24
94,1,1:17.0,Charlotte full timeout,,21,24
95,1,1:00.0,,J. Holiday misses 3-pt jump shot from 22 ft,21,24
96,1,1:00.0,,Offensive rebound by W. Hernangómez,21,24
97,1,0:57.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by W. Hernangómez),21,27
98,1,0:45.0,R. Sessions makes 2-pt layup from 2 ft,,23,27
99,1,0:33.0,,C. Anthony makes 2-pt layup from 1 ft,23,29
100,1,0:15.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,23,29
101,1,0:15.0,Offensive rebound by F. Kaminsky,,23,29
102,1,0:11.0,F. Kaminsky misses 2-pt layup from 1 ft,,23,29
103,1,0:10.0,,Defensive rebound by J. Holiday,23,29
104,1,0:05.0,,C. Anthony misses 3-pt jump shot from 26 ft,23,29
105,1,0:04.0,Defensive rebound by M. Belinelli,,23,29
106,1,0:01.0,M. Belinelli misses 3-pt jump shot from 44 ft,,23,29
107,1,0:00.0,Offensive rebound by Team,,23,29
108,2,11:46.0,Turnover by M. Williams (lost ball),,23,29
109,2,11:31.0,,Turnover by K. Porziņģis (lost ball; steal by S. Hawes),23,29
110,2,11:11.0,S. Hawes misses 2-pt jump shot from 19 ft,,23,29
111,2,11:10.0,Offensive rebound by R. Sessions,,23,29
112,2,11:01.0,M. Williams misses 3-pt jump shot from 23 ft,,23,29
113,2,11:01.0,,Defensive rebound by M. Kuzminskas,23,29
114,2,10:49.0,,W. Hernangómez misses 2-pt jump shot from 16 ft,23,29
115,2,10:48.0,Defensive rebound by S. Hawes,,23,29
116,2,10:37.0,Personal foul by K. Porziņģis (drawn by M. Williams),,23,29
117,2,10:37.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,26,29
118,2,10:11.0,,J. Holiday makes 2-pt jump shot from 16 ft (assist by W. Hernangómez),26,31
119,2,9:59.0,Personal foul by J. Holiday (drawn by N. Batum),,26,31
120,2,9:57.0,M. Belinelli makes 2-pt layup from 2 ft (assist by N. Batum),,28,31
121,2,9:57.0,Shooting foul by J. Holiday (drawn by M. Belinelli),,28,31
122,2,9:57.0,M. Belinelli makes free throw 1 of 1,,29,31
123,2,9:39.0,,Turnover by M. Kuzminskas (bad pass; steal by M. Belinelli),29,31
124,2,9:32.0,Turnover by M. Belinelli (bad pass),,29,31
125,2,9:13.0,Violation by S. Hawes (def goaltending),,29,31
126,2,9:13.0,,J. Holiday makes 2-pt layup from 2 ft,29,33
127,2,8:53.0,R. Sessions misses 2-pt layup from 1 ft,,29,33
128,2,8:52.0,,Defensive rebound by J. Holiday,29,33
129,2,8:49.0,,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),29,35
130,2,8:30.0,M. Williams makes 2-pt hook shot from 4 ft,,31,35
131,2,8:17.0,,J. Holiday misses 3-pt jump shot from 25 ft,31,35
132,2,8:16.0,,Offensive rebound by M. Kuzminskas,31,35
133,2,8:16.0,,M. Kuzminskas makes 2-pt layup at rim,31,37
134,2,7:56.0,S. Hawes misses 3-pt jump shot from 24 ft,,31,37
135,2,7:56.0,,Defensive rebound by B. Jennings,31,37
136,2,7:46.0,,B. Jennings misses 3-pt jump shot from 25 ft,31,37
137,2,7:45.0,,Offensive rebound by W. Hernangómez,31,37
138,2,7:42.0,,K. Porziņģis makes 2-pt dunk at rim (assist by W. Hernangómez),31,39
139,2,7:39.0,Charlotte full timeout,,31,39
140,2,7:39.0,,C. Lee enters the game for M. Kuzminskas,31,39
141,2,7:39.0,K. Walker enters the game for M. Belinelli,,31,39
142,2,7:24.0,N. Batum makes 3-pt jump shot from 25 ft (assist by S. Hawes),,34,39
143,2,7:00.0,,C. Lee misses 2-pt jump shot from 19 ft,34,39
144,2,6:59.0,Defensive rebound by K. Walker,,34,39
145,2,6:54.0,N. Batum misses 3-pt jump shot from 26 ft,,34,39
146,2,6:53.0,,Defensive rebound by W. Hernangómez,34,39
147,2,6:35.0,,B. Jennings makes 2-pt jump shot from 9 ft,34,41
148,2,6:25.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,37,41
149,2,6:19.0,,B. Jennings makes 2-pt layup from 2 ft,37,43
150,2,6:01.0,K. Walker makes 2-pt jump shot from 12 ft,,39,43
151,2,5:55.0,,B. Jennings misses 2-pt jump shot from 17 ft,39,43
152,2,5:55.0,,Offensive rebound by K. Porziņģis,39,43
153,2,5:54.0,,K. Porziņģis misses 2-pt layup from 1 ft,39,43
154,2,5:53.0,Defensive rebound by K. Walker,,39,43
155,2,5:47.0,M. Williams misses 2-pt jump shot from 20 ft,,39,43
156,2,5:47.0,,Defensive rebound by K. Porziņģis,39,43
157,2,5:33.0,,W. Hernangómez makes 2-pt layup from 1 ft,39,45
158,2,5:17.0,K. Walker misses 3-pt jump shot from 25 ft,,39,45
159,2,5:17.0,,Defensive rebound by J. Holiday,39,45
160,2,5:05.0,,B. Jennings makes 2-pt layup at rim,39,47
161,2,4:51.0,Charlotte full timeout,,39,47
162,2,4:51.0,F. Kaminsky enters the game for R. Sessions,,39,47
163,2,4:51.0,M. Kidd-Gilchrist enters the game for S. Hawes,,39,47
164,2,4:51.0,,C. Anthony enters the game for W. Hernangómez,39,47
165,2,4:51.0,,D. Rose enters the game for J. Holiday,39,47
166,2,4:43.0,K. Walker misses 3-pt jump shot from 26 ft,,39,47
167,2,4:42.0,,Defensive rebound by C. Anthony,39,47
168,2,4:29.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,39,47
169,2,4:28.0,Defensive rebound by M. Williams,,39,47
170,2,4:20.0,Turnover by N. Batum (bad pass),,39,47
171,2,3:59.0,,C. Lee makes 2-pt layup from 1 ft,39,49
172,2,3:49.0,K. Walker misses 2-pt layup from 3 ft (block by K. Porziņģis),,39,49
173,2,3:48.0,Offensive rebound by M. Kidd-Gilchrist,,39,49
174,2,3:47.0,M. Kidd-Gilchrist makes 2-pt jump shot from 4 ft,,41,49
175,2,3:30.0,,D. Rose misses 2-pt layup from 1 ft,41,49
176,2,3:29.0,Defensive rebound by M. Williams,,41,49
177,2,3:21.0,M. Williams misses 3-pt jump shot from 25 ft,,41,49
178,2,3:20.0,,Defensive rebound by C. Lee,41,49
179,2,3:11.0,,C. Lee makes 3-pt jump shot from 25 ft,41,52
180,2,2:50.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,44,52
181,2,2:35.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by D. Rose),44,54
182,2,2:16.0,N. Batum misses 2-pt jump shot from 11 ft (block by K. Porziņģis),,44,54
183,2,2:16.0,,Defensive rebound by C. Anthony,44,54
184,2,2:01.0,,Personal foul by F. Kaminsky (drawn by C. Anthony),44,54
185,2,2:01.0,Official timeout,,44,54
186,2,1:52.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,44,54
187,2,1:51.0,Defensive rebound by N. Batum,,44,54
188,2,1:37.0,Turnover by F. Kaminsky (lost ball; steal by C. Lee),,44,54
189,2,1:32.0,,B. Jennings misses 2-pt layup at rim,44,54
190,2,1:31.0,Defensive rebound by K. Walker,,44,54
191,2,1:25.0,K. Walker makes 2-pt layup from 1 ft,,46,54
192,2,1:18.0,,D. Rose misses 2-pt layup at rim,46,54
193,2,1:17.0,Defensive rebound by N. Batum,,46,54
194,2,1:14.0,K. Walker makes 2-pt layup from 3 ft (assist by N. Batum),,48,54
195,2,0:46.0,,C. Anthony misses 3-pt jump shot from 25 ft,48,54
196,2,0:45.0,Defensive rebound by F. Kaminsky,,48,54
197,2,0:28.0,K. Walker makes 2-pt layup from 1 ft,,50,54
198,2,0:28.0,Shooting foul by K. Porziņģis (drawn by K. Walker),,50,54
199,2,0:28.0,K. Walker makes free throw 1 of 1,,51,54
200,2,0:06.0,,C. Anthony misses 2-pt jump shot from 14 ft,51,54
201,2,0:05.0,Defensive rebound by F. Kaminsky,,51,54
202,2,0:00.0,M. Kidd-Gilchrist misses 3-pt jump shot from 48 ft,,51,54
203,2,0:00.0,Offensive rebound by Team,,51,54
204,3,11:44.0,R. Hibbert misses 2-pt hook shot from 9 ft,,51,54
205,3,11:43.0,,Defensive rebound by K. Porziņģis,51,54
206,3,11:28.0,,C. Lee misses 2-pt jump shot from 23 ft,51,54
207,3,11:27.0,,Offensive rebound by Team,51,54
208,3,11:27.0,Loose ball foul by N. Batum (drawn by K. Porziņģis),,51,54
209,3,11:25.0,,C. Anthony makes 2-pt dunk at rim (assist by J. Noah),51,56
210,3,11:08.0,Turnover by N. Batum (bad pass; steal by D. Rose),,51,56
211,3,11:04.0,,D. Rose makes 2-pt dunk at rim,51,58
212,3,10:39.0,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,,51,58
213,3,10:38.0,Offensive rebound by N. Batum,,51,58
214,3,10:33.0,Shooting foul by J. Noah (drawn by N. Batum),,51,58
215,3,10:33.0,N. Batum makes free throw 1 of 2,,52,58
216,3,10:33.0,N. Batum makes free throw 2 of 2,,53,58
217,3,10:22.0,,Turnover by D. Rose (bad pass; steal by M. Williams),53,58
218,3,10:11.0,N. Batum makes 2-pt jump shot from 9 ft,,55,58
219,3,9:47.0,,C. Anthony makes 2-pt jump shot from 17 ft,55,60
220,3,9:35.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,58,60
221,3,9:12.0,,C. Anthony makes 2-pt jump shot from 20 ft,58,62
222,3,8:46.0,K. Walker makes 2-pt jump shot from 12 ft,,60,62
223,3,8:30.0,,C. Anthony misses 3-pt jump shot from 24 ft,60,62
224,3,8:29.0,Defensive rebound by N. Batum,,60,62
225,3,8:23.0,N. Batum makes 2-pt jump shot from 6 ft,,62,62
226,3,8:16.0,,Personal foul by R. Hibbert (drawn by K. Porziņģis),62,62
227,3,8:10.0,,D. Rose makes 2-pt jump shot from 17 ft,62,64
228,3,7:57.0,K. Walker makes 3-pt jump shot from 24 ft,,65,64
229,3,7:42.0,,Turnover by D. Rose (bad pass; steal by M. Kidd-Gilchrist),65,64
230,3,7:31.0,M. Williams misses 2-pt jump shot from 8 ft (block by K. Porziņģis),,65,64
231,3,7:30.0,,Defensive rebound by C. Lee,65,64
232,3,7:24.0,,D. Rose makes 2-pt layup from 1 ft (assist by C. Lee),65,66
233,3,7:24.0,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Rose),65,66
234,3,7:24.0,,W. Hernangómez enters the game for J. Noah,65,66
235,3,7:24.0,,D. Rose makes free throw 1 of 1,65,67
236,3,7:14.0,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),,68,67
237,3,7:04.0,,C. Anthony misses 2-pt jump shot from 20 ft,68,67
238,3,7:03.0,Defensive rebound by N. Batum,,68,67
239,3,6:53.0,K. Walker misses 2-pt layup from 1 ft,,68,67
240,3,6:52.0,,Defensive rebound by W. Hernangómez,68,67
241,3,6:45.0,,C. Anthony misses 3-pt jump shot from 25 ft,68,67
242,3,6:44.0,Defensive rebound by N. Batum,,68,67
243,3,6:38.0,M. Williams makes 3-pt jump shot from 27 ft (assist by N. Batum),,71,67
244,3,6:29.0,,New York full timeout,71,67
245,3,6:20.0,,Offensive foul by W. Hernangómez (drawn by K. Walker),71,67
246,3,6:20.0,,Turnover by W. Hernangómez (offensive foul),71,67
247,3,6:10.0,Turnover by N. Batum (bad pass; steal by D. Rose),,71,67
248,3,5:55.0,,C. Lee misses 3-pt jump shot from 25 ft,71,67
249,3,5:53.0,,Offensive rebound by Team,71,67
250,3,5:53.0,M. Belinelli enters the game for N. Batum,,71,67
251,3,5:53.0,F. Kaminsky enters the game for M. Williams,,71,67
252,3,5:45.0,,C. Anthony makes 2-pt jump shot from 15 ft (assist by C. Lee),71,69
253,3,5:31.0,K. Walker makes 2-pt layup from 2 ft,,73,69
254,3,5:09.0,,C. Lee misses 3-pt jump shot from 23 ft,73,69
255,3,5:08.0,Defensive rebound by K. Walker,,73,69
256,3,4:49.0,F. Kaminsky misses 2-pt jump shot from 5 ft,,73,69
257,3,4:48.0,,Defensive rebound by W. Hernangómez,73,69
258,3,4:34.0,,C. Anthony misses 2-pt jump shot from 13 ft,73,69
259,3,4:33.0,Defensive rebound by R. Hibbert,,73,69
260,3,4:28.0,Personal foul by K. Porziņģis (drawn by K. Walker),,73,69
261,3,4:28.0,,J. Holiday enters the game for C. Lee,73,69
262,3,4:28.0,,K. O'Quinn enters the game for W. Hernangómez,73,69
263,3,4:19.0,K. Walker makes 2-pt jump shot from 17 ft,,75,69
264,3,4:19.0,Shooting foul by D. Rose (drawn by K. Walker),,75,69
265,3,4:19.0,,M. Kuzminskas enters the game for K. Porziņģis,75,69
266,3,4:19.0,,B. Jennings enters the game for D. Rose,75,69
267,3,4:19.0,K. Walker makes free throw 1 of 1,,76,69
268,3,4:00.0,,M. Kuzminskas makes 2-pt layup from 1 ft,76,71
269,3,3:48.0,K. Walker misses 3-pt jump shot from 26 ft,,76,71
270,3,3:47.0,,Defensive rebound by K. O'Quinn,76,71
271,3,3:27.0,,K. O'Quinn makes 3-pt jump shot from 23 ft (assist by M. Kuzminskas),76,74
272,3,3:12.0,K. Walker misses 2-pt layup from 1 ft (block by K. O'Quinn),,76,74
273,3,3:11.0,,Defensive rebound by M. Kuzminskas,76,74
274,3,3:06.0,,Shooting foul by F. Kaminsky (drawn by C. Anthony),76,74
275,3,3:06.0,,C. Anthony misses free throw 1 of 3,76,74
276,3,3:06.0,,Offensive rebound by Team,76,74
277,3,3:06.0,,C. Anthony misses free throw 2 of 3,76,74
278,3,3:06.0,,Offensive rebound by Team,76,74
279,3,3:06.0,S. Hawes enters the game for R. Hibbert,,76,74
280,3,3:06.0,,C. Anthony makes free throw 3 of 3,76,75
281,3,2:55.0,Shooting foul by M. Kuzminskas (drawn by S. Hawes),,76,75
282,3,2:55.0,Charlotte full timeout,,76,75
283,3,2:55.0,S. Hawes makes free throw 1 of 2,,77,75
284,3,2:55.0,S. Hawes makes free throw 2 of 2,,78,75
285,3,2:39.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by M. Kuzminskas),78,77
286,3,2:26.0,Personal foul by K. O'Quinn (drawn by S. Hawes),,78,77
287,3,2:26.0,S. Hawes makes free throw 1 of 2,,79,77
288,3,2:26.0,S. Hawes makes free throw 2 of 2,,80,77
289,3,2:10.0,,B. Jennings misses 3-pt jump shot from 25 ft,80,77
290,3,2:09.0,Defensive rebound by M. Kidd-Gilchrist,,80,77
291,3,2:05.0,M. Kidd-Gilchrist makes 2-pt dunk at rim,,82,77
292,3,1:48.0,,C. Anthony misses 2-pt jump shot from 15 ft,82,77
293,3,1:48.0,Defensive rebound by K. Walker,,82,77
294,3,1:38.0,F. Kaminsky makes 2-pt jump shot from 12 ft,,84,77
295,3,1:37.0,,New York full timeout,84,77
296,3,1:37.0,,K. Porziņģis enters the game for C. Anthony,84,77
297,3,1:27.0,,Shooting foul by F. Kaminsky (drawn by J. Holiday),84,77
298,3,1:27.0,,J. Holiday makes free throw 1 of 2,84,78
299,3,1:27.0,,J. Holiday makes free throw 2 of 2,84,79
300,3,1:08.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by K. Walker),,87,79
301,3,0:57.0,,Offensive foul by K. Porziņģis (drawn by K. Walker),87,79
302,3,0:57.0,,Turnover by K. Porziņģis (offensive foul),87,79
303,3,0:43.0,K. Walker misses 3-pt jump shot from 25 ft,,87,79
304,3,0:42.0,,Defensive rebound by J. Holiday,87,79
305,3,0:26.0,,K. O'Quinn makes 2-pt layup at rim (assist by B. Jennings),87,81
306,3,0:10.0,Turnover by S. Hawes (lost ball; steal by B. Jennings),,87,81
307,3,0:05.0,,Shooting foul by M. Kidd-Gilchrist (drawn by M. Kuzminskas),87,81
308,3,0:05.0,,M. Kuzminskas makes free throw 1 of 2,87,82
309,3,0:05.0,,Turnover by K. O'Quinn (lane violation.),87,82
310,3,0:05.0,,C. Lee enters the game for K. Porziņģis,87,82
311,3,0:02.0,K. Walker misses 3-pt jump shot from 25 ft,,87,82
312,3,0:00.0,Offensive rebound by Team,,87,82
313,4,11:48.0,,K. O'Quinn misses 2-pt layup from 2 ft,87,82
314,4,11:47.0,,Offensive rebound by K. O'Quinn,87,82
315,4,11:40.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Lee),87,85
316,4,11:25.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,90,85
317,4,11:16.0,,J. Holiday misses 3-pt jump shot from 25 ft,90,85
318,4,11:15.0,Defensive rebound by S. Hawes,,90,85
319,4,11:08.0,,Violation by J. Holiday (kicked ball),90,85
320,4,11:01.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,90,85
321,4,11:01.0,,Defensive rebound by J. Holiday,90,85
322,4,10:52.0,,B. Jennings makes 2-pt jump shot from 14 ft,90,87
323,4,10:52.0,,Shooting foul by R. Sessions (drawn by B. Jennings),90,87
324,4,10:52.0,,B. Jennings misses free throw 1 of 1,90,87
325,4,10:51.0,Defensive rebound by N. Batum,,90,87
326,4,10:39.0,S. Hawes makes 2-pt layup from 1 ft (assist by N. Batum),,92,87
327,4,10:19.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,92,87
328,4,10:18.0,Defensive rebound by R. Sessions,,92,87
329,4,10:03.0,M. Belinelli misses 3-pt jump shot from 28 ft,,92,87
330,4,10:02.0,,Defensive rebound by K. O'Quinn,92,87
331,4,9:55.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by J. Holiday),92,90
332,4,9:32.0,R. Sessions misses 2-pt jump shot from 15 ft,,92,90
333,4,9:31.0,,Defensive rebound by K. Porziņģis,92,90
334,4,9:21.0,,B. Jennings misses 3-pt jump shot from 25 ft,92,90
335,4,9:20.0,Defensive rebound by N. Batum,,92,90
336,4,9:11.0,Shooting foul by K. Porziņģis (drawn by R. Sessions),,92,90
337,4,9:11.0,R. Sessions makes free throw 1 of 2,,93,90
338,4,9:11.0,,M. Kuzminskas enters the game for K. Porziņģis,93,90
339,4,9:11.0,R. Sessions makes free throw 2 of 2,,94,90
340,4,8:58.0,,Shooting foul by R. Sessions (drawn by B. Jennings),94,90
341,4,8:58.0,Official timeout,,94,90
342,4,8:58.0,,B. Jennings misses free throw 1 of 2,94,90
343,4,8:58.0,,Offensive rebound by Team,94,90
344,4,8:58.0,,B. Jennings makes free throw 2 of 2,94,91
345,4,8:47.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),,97,91
346,4,8:27.0,,K. O'Quinn makes 2-pt layup from 3 ft,97,93
347,4,8:11.0,M. Belinelli makes 2-pt layup from 3 ft (assist by N. Batum),,99,93
348,4,7:53.0,,New York full timeout,99,93
349,4,7:53.0,,C. Anthony enters the game for J. Holiday,99,93
350,4,7:53.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,99,93
351,4,7:53.0,K. Walker enters the game for R. Sessions,,99,93
352,4,7:49.0,,C. Lee misses 3-pt jump shot from 25 ft,99,93
353,4,7:48.0,Defensive rebound by N. Batum,,99,93
354,4,7:31.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,99,93
355,4,7:30.0,,Defensive rebound by K. O'Quinn,99,93
356,4,7:21.0,,C. Anthony misses 2-pt layup from 1 ft (block by K. Walker),99,93
357,4,7:20.0,Defensive rebound by M. Kidd-Gilchrist,,99,93
358,4,7:16.0,Personal foul by C. Lee (drawn by M. Kidd-Gilchrist),,99,93
359,4,7:16.0,M. Williams enters the game for F. Kaminsky,,99,93
360,4,7:00.0,M. Williams misses 2-pt layup from 2 ft (block by B. Jennings),,99,93
361,4,6:59.0,Offensive rebound by S. Hawes,,99,93
362,4,6:50.0,K. Walker misses 2-pt jump shot from 17 ft,,99,93
363,4,6:49.0,,Defensive rebound by B. Jennings,99,93
364,4,6:49.0,Loose ball foul by M. Williams (drawn by B. Jennings),,99,93
365,4,6:29.0,,M. Kuzminskas misses 2-pt layup from 3 ft (block by S. Hawes),99,93
366,4,6:28.0,Defensive rebound by M. Kidd-Gilchrist,,99,93
367,4,6:24.0,Turnover by N. Batum (bad pass; steal by M. Kuzminskas),,99,93
368,4,6:10.0,,C. Anthony misses 3-pt jump shot from 25 ft,99,93
369,4,6:09.0,Defensive rebound by K. Walker,,99,93
370,4,5:59.0,K. Walker misses 2-pt layup from 1 ft (block by K. O'Quinn),,99,93
371,4,5:58.0,,Defensive rebound by C. Anthony,99,93
372,4,5:49.0,,Turnover by M. Kuzminskas (traveling),99,93
373,4,5:38.0,N. Batum misses 3-pt jump shot from 25 ft,,99,93
374,4,5:37.0,,Defensive rebound by C. Anthony,99,93
