,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
208,3,11:36.0,K. Walker misses 2-pt jump shot from 16 ft,,50,47
209,3,11:34.0,,Defensive rebound by P. Gasol,50,47
210,3,11:16.0,,K. Leonard misses 3-pt jump shot from 26 ft,50,47
211,3,11:14.0,Defensive rebound by M. Kidd-Gilchrist,,50,47
212,3,11:05.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,52,47
213,3,10:43.0,,T. Parker misses 3-pt jump shot from 24 ft,52,47
214,3,10:41.0,,Offensive rebound by L. Aldridge,52,47
215,3,10:23.0,,Shooting foul by K. Walker (drawn by L. Aldridge),52,47
216,3,10:23.0,,L. Aldridge makes free throw 1 of 2,52,48
217,3,10:23.0,,L. Aldridge makes free throw 2 of 2,52,49
218,3,10:14.0,J. Lamb makes 2-pt jump shot from 16 ft,,54,49
219,3,9:58.0,,P. Gasol misses 2-pt jump shot from 8 ft,54,49
220,3,9:57.0,Defensive rebound by M. Williams,,54,49
221,3,9:47.0,J. Lamb misses 2-pt jump shot from 6 ft,,54,49
222,3,9:46.0,,Defensive rebound by P. Gasol,54,49
223,3,9:36.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Leonard),54,52
224,3,9:19.0,M. Williams misses 2-pt layup from 2 ft,,54,52
225,3,9:18.0,Offensive rebound by M. Williams,,54,52
226,3,9:18.0,M. Williams misses 2-pt layup from 1 ft,,54,52
227,3,9:16.0,,Defensive rebound by T. Parker,54,52
228,3,9:08.0,,K. Leonard misses 2-pt jump shot from 13 ft,54,52
229,3,9:07.0,Defensive rebound by J. Lamb,,54,52
230,3,8:52.0,J. Lamb misses 3-pt jump shot from 24 ft,,54,52
231,3,8:51.0,,Defensive rebound by D. Green,54,52
232,3,8:38.0,,L. Aldridge misses 2-pt jump shot from 21 ft,54,52
233,3,8:37.0,Defensive rebound by J. Lamb,,54,52
234,3,8:27.0,K. Walker misses 2-pt layup from 2 ft,,54,52
235,3,8:26.0,,Defensive rebound by L. Aldridge,54,52
236,3,8:17.0,,K. Leonard misses 2-pt jump shot from 21 ft,54,52
237,3,8:16.0,Defensive rebound by J. Lamb,,54,52
238,3,8:12.0,Turnover by K. Walker (lost ball),,54,52
239,3,7:55.0,,Shooting foul by M. Kidd-Gilchrist (drawn by K. Leonard),54,52
240,3,7:55.0,,K. Leonard makes free throw 1 of 2,54,53
241,3,7:55.0,,K. Leonard makes free throw 2 of 2,54,54
242,3,7:37.0,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by P. Gasol),,54,54
243,3,7:34.0,,Defensive rebound by L. Aldridge,54,54
244,3,7:22.0,,P. Gasol misses 3-pt jump shot from 25 ft,54,54
245,3,7:21.0,Defensive rebound by M. Kidd-Gilchrist,,54,54
246,3,7:11.0,Turnover by K. Walker (bad pass; steal by P. Gasol),,54,54
247,3,7:04.0,,T. Parker misses 2-pt layup from 1 ft,54,54
248,3,7:03.0,Defensive rebound by M. Kidd-Gilchrist,,54,54
249,3,6:53.0,M. Williams misses 3-pt jump shot from 23 ft,,54,54
250,3,6:52.0,,Defensive rebound by L. Aldridge,54,54
251,3,6:49.0,,San Antonio full timeout,54,54
252,3,6:34.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by T. Parker),54,56
253,3,6:12.0,Shooting foul by T. Parker (drawn by J. Lamb),,54,56
254,3,6:12.0,J. Lamb makes free throw 1 of 2,,55,56
255,3,6:12.0,J. Lamb makes free throw 2 of 2,,56,56
256,3,5:56.0,,P. Gasol misses 2-pt jump shot from 5 ft (block by J. Lamb),56,56
257,3,5:53.0,Defensive rebound by K. Walker,,56,56
258,3,5:53.0,Personal foul by P. Gasol (drawn by K. Walker),,56,56
259,3,5:53.0,,D. Dedmon enters the game for P. Gasol,56,56
260,3,5:53.0,M. Belinelli enters the game for J. Lamb,,56,56
261,3,5:32.0,K. Walker makes 2-pt jump shot from 20 ft (assist by C. Zeller),,58,56
262,3,5:15.0,,K. Leonard makes 2-pt jump shot from 13 ft,58,58
263,3,4:49.0,K. Walker misses 2-pt jump shot from 17 ft,,58,58
264,3,4:48.0,,Defensive rebound by L. Aldridge,58,58
265,3,4:25.0,,K. Leonard misses 2-pt jump shot from 18 ft,58,58
266,3,4:24.0,Defensive rebound by C. Zeller,,58,58
267,3,4:15.0,K. Walker makes 2-pt jump shot from 17 ft,,60,58
268,3,4:00.0,,T. Parker misses 2-pt jump shot from 4 ft (block by C. Zeller),60,58
269,3,4:00.0,,Offensive rebound by Team,60,58
270,3,4:00.0,,P. Mills enters the game for T. Parker,60,58
271,3,4:00.0,,M. Ginóbili enters the game for D. Green,60,58
272,3,4:00.0,,J. Simmons enters the game for K. Leonard,60,58
273,3,4:00.0,F. Kaminsky enters the game for M. Williams,,60,58
274,3,4:00.0,R. Sessions enters the game for M. Kidd-Gilchrist,,60,58
275,3,3:48.0,,L. Aldridge makes 2-pt layup from 3 ft,60,60
276,3,3:30.0,M. Belinelli misses 3-pt jump shot from 27 ft,,60,60
277,3,3:29.0,,Defensive rebound by P. Mills,60,60
278,3,3:21.0,,Shooting foul by F. Kaminsky (drawn by D. Dedmon),60,60
279,3,3:21.0,,D. Dedmon makes free throw 1 of 2,60,61
280,3,3:21.0,,D. Dedmon misses free throw 2 of 2,60,61
281,3,3:21.0,,D. Bertāns enters the game for L. Aldridge,60,61
282,3,3:21.0,R. Hibbert enters the game for C. Zeller,,60,61
283,3,3:21.0,J. Lamb enters the game for K. Walker,,60,61
284,3,3:20.0,Defensive rebound by J. Lamb,,60,61
285,3,3:04.0,R. Hibbert misses 2-pt jump shot from 19 ft,,60,61
286,3,3:03.0,,Defensive rebound by D. Dedmon,60,61
287,3,2:49.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by M. Ginóbili),60,64
288,3,2:49.0,,Shooting foul by F. Kaminsky (drawn by D. Bertāns),60,64
289,3,2:49.0,Charlotte full timeout,,60,64
290,3,2:49.0,,D. Bertāns makes free throw 1 of 1,60,65
291,3,2:26.0,Turnover by R. Hibbert (bad pass; steal by D. Dedmon),,60,65
292,3,2:20.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by J. Simmons),60,68
293,3,2:18.0,Charlotte full timeout,,60,68
294,3,2:10.0,J. Lamb misses 2-pt jump shot from 19 ft,,60,68
295,3,2:09.0,,Defensive rebound by M. Ginóbili,60,68
296,3,1:51.0,,M. Ginóbili misses 2-pt layup from 2 ft,60,68
297,3,1:49.0,Defensive rebound by J. Lamb,,60,68
298,3,1:40.0,Personal foul by M. Ginóbili (drawn by R. Hibbert),,60,68
299,3,1:32.0,Turnover by R. Sessions (lost ball; steal by D. Dedmon),,60,68
300,3,1:21.0,,Shooting foul by R. Hibbert (drawn by D. Bertāns),60,68
301,3,1:21.0,,D. Bertāns makes free throw 1 of 2,60,69
302,3,1:21.0,,D. Bertāns misses free throw 2 of 2,60,69
303,3,1:20.0,Defensive rebound by F. Kaminsky,,60,69
304,3,0:55.0,J. Lamb misses 3-pt jump shot from 26 ft,,60,69
305,3,0:54.0,,Defensive rebound by D. Dedmon,60,69
306,3,0:46.0,,Turnover by J. Simmons (bad pass; steal by F. Kaminsky),60,69
307,3,0:41.0,J. Lamb makes 2-pt layup from 2 ft (assist by R. Sessions),,62,69
308,3,0:33.0,,D. Dedmon makes 2-pt jump shot from 10 ft (assist by P. Mills),62,71
309,3,0:21.0,Turnover by M. Belinelli (bad pass; steal by D. Bertāns),,62,71
310,3,0:16.0,,P. Mills makes 2-pt layup from 1 ft (assist by J. Simmons),62,73
311,3,0:02.0,R. Sessions misses 2-pt jump shot from 7 ft,,62,73
312,3,0:02.0,Offensive rebound by R. Hibbert,,62,73
313,3,0:02.0,R. Hibbert makes 2-pt layup from 1 ft,,64,73
314,4,11:46.0,,Shooting foul by F. Kaminsky (drawn by D. Bertāns),64,73
315,4,11:46.0,,D. Bertāns makes free throw 1 of 2,64,74
316,4,11:46.0,,D. Bertāns makes free throw 2 of 2,64,75
317,4,11:30.0,Shooting foul by D. Dedmon (drawn by F. Kaminsky),,64,75
318,4,11:30.0,F. Kaminsky makes free throw 1 of 2,,65,75
319,4,11:30.0,F. Kaminsky makes free throw 2 of 2,,66,75
320,4,11:10.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by J. Simmons),66,78
321,4,10:55.0,Turnover by J. Lamb (traveling),,66,78
322,4,10:39.0,,D. Dedmon makes 2-pt dunk at rim (assist by J. Simmons),66,80
323,4,10:36.0,Charlotte full timeout,,66,80
324,4,10:36.0,M. Williams enters the game for J. Lamb,,66,80
325,4,10:36.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,66,80
326,4,10:36.0,K. Walker enters the game for R. Sessions,,66,80
327,4,10:16.0,M. Williams misses 3-pt jump shot from 25 ft,,66,80
328,4,10:14.0,,Defensive rebound by D. Dedmon,66,80
329,4,10:00.0,,P. Mills misses 3-pt jump shot from 25 ft,66,80
330,4,10:00.0,Defensive rebound by M. Kidd-Gilchrist,,66,80
331,4,10:00.0,Personal foul by M. Ginóbili (drawn by M. Kidd-Gilchrist),,66,80
332,4,9:38.0,R. Hibbert makes 2-pt hook shot from 6 ft (assist by M. Kidd-Gilchrist),,68,80
333,4,9:26.0,,D. Dedmon makes 2-pt jump shot from 4 ft (assist by M. Ginóbili),68,82
334,4,9:26.0,,Shooting foul by K. Walker (drawn by D. Dedmon),68,82
335,4,9:26.0,,K. Leonard enters the game for M. Ginóbili,68,82
336,4,9:26.0,,D. Dedmon makes free throw 1 of 1,68,83
337,4,9:12.0,M. Belinelli misses 2-pt jump shot from 5 ft (block by J. Simmons),,68,83
338,4,9:11.0,Offensive rebound by M. Belinelli,,68,83
339,4,9:06.0,R. Hibbert misses 2-pt dunk at rim (block by K. Leonard),,68,83
340,4,9:05.0,,Defensive rebound by K. Leonard,68,83
341,4,8:58.0,,J. Simmons makes 3-pt jump shot from 25 ft (assist by D. Bertāns),68,86
342,4,8:43.0,Shooting foul by D. Bertāns (drawn by M. Williams),,68,86
343,4,8:43.0,M. Williams makes free throw 1 of 2,,69,86
344,4,8:43.0,,L. Aldridge enters the game for D. Bertāns,69,86
345,4,8:43.0,C. Zeller enters the game for R. Hibbert,,69,86
346,4,8:43.0,M. Williams makes free throw 2 of 2,,70,86
347,4,8:22.0,,P. Mills misses 3-pt jump shot from 26 ft,70,86
348,4,8:22.0,Defensive rebound by Team,,70,86
349,4,8:22.0,,Loose ball foul by D. Dedmon (drawn by M. Belinelli),70,86
350,4,8:10.0,Personal foul by K. Leonard (drawn by M. Williams),,70,86
351,4,8:10.0,M. Williams makes free throw 1 of 2,,71,86
352,4,8:10.0,,T. Parker enters the game for P. Mills,71,86
353,4,8:10.0,M. Williams makes free throw 2 of 2,,72,86
354,4,7:59.0,,K. Leonard misses 3-pt jump shot from 26 ft,72,86
355,4,7:58.0,Defensive rebound by M. Williams,,72,86
356,4,7:48.0,M. Williams makes 2-pt jump shot from 7 ft (assist by K. Walker),,74,86
357,4,7:48.0,,San Antonio full timeout,74,86
358,4,7:48.0,,D. Bertāns enters the game for D. Dedmon,74,86
359,4,7:29.0,,Shooting foul by M. Williams (drawn by D. Bertāns),74,86
360,4,7:29.0,,D. Bertāns makes free throw 1 of 3,74,87
361,4,7:29.0,,D. Bertāns makes free throw 2 of 3,74,88
362,4,7:29.0,,D. Bertāns makes free throw 3 of 3,74,89
363,4,7:16.0,Turnover by Team (back court),,74,89
364,4,7:01.0,,K. Leonard misses 3-pt jump shot from 25 ft,74,89
365,4,6:59.0,Defensive rebound by C. Zeller,,74,89
366,4,6:53.0,M. Williams misses 3-pt jump shot from 25 ft,,74,89
367,4,6:52.0,,Defensive rebound by L. Aldridge,74,89
368,4,6:39.0,,J. Simmons misses 2-pt hook shot from 9 ft,74,89
369,4,6:37.0,,Offensive rebound by L. Aldridge,74,89
370,4,6:37.0,,L. Aldridge makes 2-pt layup from 1 ft,74,91
371,4,6:24.0,K. Walker misses 2-pt jump shot from 16 ft,,74,91
372,4,6:22.0,,Defensive rebound by J. Simmons,74,91
373,4,6:11.0,,J. Simmons misses 2-pt dunk at rim,74,91
374,4,6:10.0,Defensive rebound by C. Zeller,,74,91
