,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
107,2,9:21.0,,K. Olynyk misses 3-pt jump shot from 23 ft,31,33
108,2,9:20.0,Defensive rebound by R. Hood,,31,33
109,2,8:58.0,J. Johnson misses 2-pt jump shot from 18 ft,,31,33
110,2,8:56.0,,Defensive rebound by K. Olynyk,31,33
111,2,8:45.0,,I. Thomas makes 2-pt layup from 2 ft (assist by J. Brown),31,35
112,2,8:40.0,Utah full timeout,,31,35
113,2,8:40.0,S. Mack enters the game for R. Neto,,31,35
114,2,8:31.0,R. Hood misses 3-pt jump shot from 25 ft,,31,35
115,2,8:30.0,,Defensive rebound by J. Jerebko,31,35
116,2,8:18.0,,J. Brown misses 2-pt layup from 1 ft,31,35
117,2,8:17.0,Defensive rebound by J. Johnson,,31,35
118,2,8:02.0,B. Diaw makes 2-pt hook shot from 4 ft,,33,35
119,2,7:49.0,,I. Thomas misses 2-pt jump shot from 15 ft,33,35
120,2,7:48.0,Defensive rebound by J. Johnson,,33,35
121,2,7:33.0,Turnover by B. Diaw (lost ball; steal by I. Thomas),,33,35
122,2,7:33.0,,Personal foul by B. Diaw (drawn by I. Thomas),33,35
123,2,7:33.0,,A. Horford enters the game for K. Olynyk,33,35
124,2,7:19.0,,J. Brown makes 3-pt jump shot from 24 ft (assist by I. Thomas),33,38
125,2,7:00.0,S. Mack misses 3-pt jump shot from 26 ft,,33,38
126,2,6:59.0,,Defensive rebound by J. Brown,33,38
127,2,6:46.0,,I. Thomas misses 2-pt jump shot from 5 ft,33,38
128,2,6:45.0,Defensive rebound by R. Gobert,,33,38
129,2,6:32.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by S. Mack),,36,38
130,2,6:19.0,,A. Horford misses 3-pt jump shot from 25 ft,36,38
131,2,6:18.0,,Offensive rebound by A. Horford,36,38
132,2,6:14.0,,A. Horford misses 2-pt jump shot from 16 ft,36,38
133,2,6:12.0,Defensive rebound by R. Hood,,36,38
134,2,6:06.0,Shooting foul by J. Jerebko (drawn by R. Hood),,36,38
135,2,6:06.0,R. Hood misses free throw 1 of 2,,36,38
136,2,6:06.0,Offensive rebound by Team,,36,38
137,2,6:06.0,R. Hood misses free throw 2 of 2,,36,38
138,2,6:06.0,G. Hayward enters the game for J. Johnson,,36,38
139,2,6:06.0,,J. Crowder enters the game for J. Brown,36,38
140,2,6:06.0,,A. Bradley enters the game for I. Thomas,36,38
141,2,6:05.0,,Defensive rebound by Team,36,38
142,2,6:04.0,,Turnover by J. Jerebko (bad pass),36,38
143,2,5:49.0,Turnover by B. Diaw (bad pass; steal by A. Horford),,36,38
144,2,5:34.0,,M. Smart misses 2-pt jump shot from 7 ft,36,38
145,2,5:33.0,Defensive rebound by R. Hood,,36,38
146,2,5:23.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by R. Hood),,39,38
147,2,5:23.0,,Boston full timeout,39,38
148,2,5:23.0,,A. Johnson enters the game for J. Jerebko,39,38
149,2,5:23.0,J. Ingles enters the game for R. Hood,,39,38
150,2,5:11.0,,Shooting foul by G. Hayward (drawn by J. Crowder),39,38
151,2,5:11.0,,J. Crowder makes free throw 1 of 2,39,39
152,2,5:11.0,,J. Crowder makes free throw 2 of 2,39,40
153,2,4:47.0,G. Hayward misses 3-pt jump shot from 26 ft,,39,40
154,2,4:47.0,Offensive rebound by Team,,39,40
155,2,4:47.0,Turnover by Team (shot clock),,39,40
156,2,4:37.0,,Turnover by A. Bradley (bad pass),39,40
157,2,4:37.0,R. Hood enters the game for B. Diaw,,39,40
158,2,4:14.0,S. Mack misses 2-pt layup from 2 ft,,39,40
159,2,4:13.0,,Defensive rebound by Team,39,40
160,2,3:57.0,,A. Johnson makes 2-pt hook shot from 2 ft,39,42
161,2,3:44.0,Shooting foul by M. Smart (drawn by G. Hayward),,39,42
162,2,3:44.0,G. Hayward makes free throw 1 of 2,,40,42
163,2,3:44.0,D. Favors enters the game for S. Mack,,40,42
164,2,3:44.0,,I. Thomas enters the game for M. Smart,40,42
165,2,3:44.0,G. Hayward makes free throw 2 of 2,,41,42
166,2,3:30.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by I. Thomas),41,44
167,2,3:17.0,Personal foul by I. Thomas (drawn by J. Ingles),,41,44
168,2,3:08.0,D. Favors makes 2-pt jump shot from 18 ft (assist by R. Hood),,43,44
169,2,2:53.0,,I. Thomas makes 3-pt jump shot from 25 ft,43,47
170,2,2:28.0,D. Favors misses 2-pt hook shot from 5 ft,,43,47
171,2,2:27.0,,Defensive rebound by A. Johnson,43,47
172,2,2:20.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),43,50
173,2,2:06.0,Turnover by R. Gobert (offensive foul),,43,50
174,2,2:06.0,Offensive foul by R. Gobert (drawn by J. Crowder),,43,50
175,2,2:06.0,Official timeout,,43,50
176,2,2:06.0,S. Mack enters the game for J. Ingles,,43,50
177,2,1:53.0,,Turnover by A. Bradley (bad pass; steal by S. Mack),43,50
178,2,1:35.0,R. Gobert makes 2-pt dunk at rim (assist by S. Mack),,45,50
179,2,1:16.0,,A. Horford misses 2-pt jump shot from 5 ft,45,50
180,2,1:15.0,Defensive rebound by R. Gobert,,45,50
181,2,1:01.0,D. Favors misses 2-pt layup from 3 ft (block by A. Johnson),,45,50
182,2,1:00.0,,Defensive rebound by A. Johnson,45,50
183,2,0:56.0,,I. Thomas misses 3-pt jump shot from 25 ft,45,50
184,2,0:55.0,Defensive rebound by D. Favors,,45,50
185,2,0:43.0,Turnover by G. Hayward (step out of bounds),,45,50
186,2,0:32.0,,Personal foul by D. Favors (drawn by A. Bradley),45,50
187,2,0:32.0,,A. Bradley makes free throw 1 of 2,45,51
188,2,0:32.0,J. Johnson enters the game for D. Favors,,45,51
189,2,0:32.0,,J. Jerebko enters the game for A. Johnson,45,51
190,2,0:32.0,,A. Bradley makes free throw 2 of 2,45,52
191,2,0:10.0,R. Hood misses 3-pt jump shot from 25 ft,,45,52
192,2,0:09.0,,Defensive rebound by I. Thomas,45,52
193,2,0:04.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by I. Thomas),45,54
194,2,0:01.0,S. Mack misses 2-pt jump shot from 11 ft,,45,54
195,2,0:00.0,Offensive rebound by Team,,45,54
196,3,11:41.0,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),,47,54
197,3,11:23.0,,A. Bradley makes 2-pt jump shot from 11 ft (assist by I. Thomas),47,56
198,3,11:06.0,Turnover by G. Hayward (lost ball),,47,56
199,3,10:53.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by I. Thomas),47,59
200,3,10:32.0,Personal foul by J. Crowder (drawn by R. Gobert),,47,59
201,3,10:21.0,D. Favors makes 2-pt jump shot from 19 ft (assist by R. Hood),,49,59
202,3,10:07.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),49,61
203,3,9:48.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Favors),,52,61
204,3,9:31.0,,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),52,63
205,3,9:10.0,R. Gobert misses 2-pt layup from 2 ft,,52,63
206,3,9:10.0,Offensive rebound by R. Gobert,,52,63
207,3,9:06.0,G. Hayward misses 3-pt jump shot from 25 ft,,52,63
208,3,9:05.0,,Defensive rebound by A. Bradley,52,63
209,3,8:58.0,,Turnover by A. Bradley (bad pass; steal by G. Hayward),52,63
210,3,8:56.0,Personal foul by A. Bradley (drawn by G. Hayward),,52,63
211,3,8:41.0,R. Hood misses 2-pt jump shot from 16 ft,,52,63
212,3,8:40.0,Offensive rebound by D. Favors,,52,63
213,3,8:25.0,D. Favors misses 2-pt jump shot from 11 ft,,52,63
214,3,8:24.0,,Defensive rebound by A. Johnson,52,63
215,3,8:17.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by I. Thomas),52,66
216,3,8:09.0,Utah full timeout,,52,66
217,3,7:57.0,R. Gobert misses 2-pt layup from 2 ft (block by A. Johnson),,52,66
218,3,7:57.0,Offensive rebound by Team,,52,66
219,3,7:51.0,R. Hood makes 2-pt jump shot from 9 ft,,54,66
220,3,7:38.0,,Shooting foul by S. Mack (drawn by J. Crowder),54,66
221,3,7:38.0,,J. Crowder makes free throw 1 of 2,54,67
222,3,7:38.0,,J. Crowder makes free throw 2 of 2,54,68
223,3,7:25.0,G. Hayward makes 2-pt jump shot from 16 ft (assist by R. Hood),,56,68
224,3,7:14.0,,A. Horford misses 3-pt jump shot from 25 ft,56,68
225,3,7:13.0,Defensive rebound by G. Hayward,,56,68
226,3,7:00.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,58,68
227,3,6:41.0,,A. Johnson makes 2-pt hook shot from 6 ft,58,70
228,3,6:21.0,Shooting foul by A. Horford (drawn by S. Mack),,58,70
229,3,6:21.0,S. Mack makes free throw 1 of 2,,59,70
230,3,6:21.0,S. Mack makes free throw 2 of 2,,60,70
231,3,6:05.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Horford),60,73
232,3,5:52.0,Personal foul by A. Johnson (drawn by D. Favors),,60,73
233,3,5:52.0,B. Diaw enters the game for D. Favors,,60,73
234,3,5:52.0,,K. Olynyk enters the game for A. Johnson,60,73
235,3,5:40.0,Shooting foul by A. Bradley (drawn by R. Hood),,60,73
236,3,5:40.0,R. Hood misses free throw 1 of 2,,60,73
237,3,5:40.0,Offensive rebound by Team,,60,73
238,3,5:40.0,R. Hood makes free throw 2 of 2,,61,73
239,3,5:29.0,,K. Olynyk misses 3-pt jump shot from 24 ft,61,73
240,3,5:28.0,Defensive rebound by R. Gobert,,61,73
241,3,5:21.0,Personal foul by A. Horford (drawn by R. Gobert),,61,73
242,3,5:21.0,R. Gobert makes free throw 1 of 2,,62,73
243,3,5:21.0,R. Gobert makes free throw 2 of 2,,63,73
244,3,5:09.0,,I. Thomas misses 2-pt jump shot from 14 ft,63,73
245,3,5:08.0,,Offensive rebound by Team,63,73
246,3,5:08.0,Loose ball foul by S. Mack (drawn by A. Horford),,63,73
247,3,5:02.0,,A. Bradley misses 2-pt jump shot from 22 ft,63,73
248,3,5:01.0,Defensive rebound by R. Gobert,,63,73
249,3,4:45.0,S. Mack misses 2-pt layup from 1 ft,,63,73
250,3,4:44.0,,Defensive rebound by A. Horford,63,73
251,3,4:42.0,,Personal foul by R. Hood (drawn by I. Thomas),63,73
252,3,4:42.0,J. Ingles enters the game for R. Hood,,63,73
253,3,4:36.0,,I. Thomas misses 3-pt jump shot from 25 ft,63,73
254,3,4:35.0,Defensive rebound by R. Gobert,,63,73
255,3,4:11.0,S. Mack makes 2-pt layup from 2 ft,,65,73
256,3,3:56.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by I. Thomas),65,76
257,3,3:36.0,G. Hayward misses 3-pt jump shot from 25 ft,,65,76
258,3,3:35.0,,Defensive rebound by A. Bradley,65,76
259,3,3:27.0,,I. Thomas makes 2-pt layup from 1 ft,65,78
260,3,3:14.0,Def 3 sec tech foul by K. Olynyk,,65,78
261,3,3:14.0,G. Hayward makes technical free throw,,66,78
262,3,3:14.0,,M. Smart enters the game for I. Thomas,66,78
263,3,3:14.0,,A. Johnson enters the game for A. Horford,66,78
264,3,3:00.0,S. Mack misses 2-pt jump shot from 5 ft,,66,78
265,3,2:59.0,,Defensive rebound by K. Olynyk,66,78
266,3,2:48.0,,M. Smart makes 2-pt layup from 2 ft,66,80
267,3,2:29.0,B. Diaw misses 2-pt layup from 3 ft,,66,80
268,3,2:28.0,,Defensive rebound by K. Olynyk,66,80
269,3,2:22.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by M. Smart),66,83
270,3,2:20.0,Utah full timeout,,66,83
271,3,2:20.0,,Technical foul by J. Crowder,66,83
272,3,2:20.0,G. Hayward makes technical free throw,,67,83
273,3,2:02.0,R. Gobert misses 2-pt jump shot from 4 ft,,67,83
274,3,2:02.0,Offensive rebound by R. Gobert,,67,83
275,3,2:02.0,R. Gobert misses 2-pt layup from 4 ft (block by K. Olynyk),,67,83
276,3,2:02.0,R. Neto enters the game for S. Mack,,67,83
277,3,2:01.0,,Offensive rebound by Team,67,83
278,3,1:49.0,,Turnover by M. Smart (bad pass; steal by J. Ingles),67,83
279,3,1:39.0,Turnover by J. Ingles (lost ball; steal by K. Olynyk),,67,83
280,3,1:31.0,,K. Olynyk misses 3-pt jump shot from 25 ft,67,83
281,3,1:29.0,Defensive rebound by R. Neto,,67,83
282,3,1:17.0,B. Diaw makes 2-pt jump shot from 5 ft (assist by R. Neto),,69,83
283,3,1:03.0,,Shooting foul by R. Neto (drawn by A. Bradley),69,83
284,3,1:03.0,,A. Bradley makes free throw 1 of 2,69,84
285,3,1:03.0,J. Johnson enters the game for G. Hayward,,69,84
286,3,1:03.0,D. Favors enters the game for R. Gobert,,69,84
287,3,1:03.0,,J. Brown enters the game for J. Crowder,69,84
288,3,1:03.0,,A. Bradley makes free throw 2 of 2,69,85
289,3,0:45.0,B. Diaw makes 2-pt hook shot from 4 ft (assist by D. Favors),,71,85
290,3,0:30.0,,Turnover by A. Johnson (lost ball),71,85
291,3,0:15.0,B. Diaw makes 3-pt jump shot from 24 ft,,74,85
292,3,0:14.0,,Boston full timeout,74,85
293,3,0:14.0,G. Hayward enters the game for D. Favors,,74,85
294,3,0:14.0,R. Gobert enters the game for R. Neto,,74,85
295,3,0:14.0,,I. Thomas enters the game for A. Johnson,74,85
296,3,0:02.0,,I. Thomas misses 2-pt layup from 3 ft,74,85
297,3,0:01.0,,Offensive rebound by M. Smart,74,85
298,3,0:01.0,,M. Smart misses 2-pt dunk at rim,74,85
299,3,0:00.0,Defensive rebound by J. Ingles,,74,85
300,4,11:49.0,,Personal foul by J. Johnson (drawn by J. Brown),74,85
301,4,11:44.0,,Shooting foul by D. Favors (drawn by K. Olynyk),74,85
302,4,11:44.0,,K. Olynyk misses free throw 1 of 2,74,85
303,4,11:44.0,,Offensive rebound by Team,74,85
304,4,11:44.0,,K. Olynyk makes free throw 2 of 2,74,86
305,4,11:28.0,J. Johnson makes 2-pt jump shot from 6 ft,,76,86
306,4,11:15.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),76,88
307,4,10:57.0,J. Johnson misses 3-pt jump shot from 28 ft,,76,88
308,4,10:56.0,,Defensive rebound by I. Thomas,76,88
309,4,10:50.0,,K. Olynyk makes 2-pt dunk at rim (assist by I. Thomas),76,90
310,4,10:37.0,Personal foul by J. Brown (drawn by J. Johnson),,76,90
311,4,10:37.0,R. Hood enters the game for B. Diaw,,76,90
312,4,10:25.0,J. Ingles misses 2-pt jump shot from 23 ft,,76,90
313,4,10:24.0,Offensive rebound by D. Favors,,76,90
314,4,10:21.0,Personal foul by K. Olynyk (drawn by D. Favors),,76,90
315,4,10:11.0,D. Favors makes 2-pt jump shot from 16 ft (assist by J. Johnson),,78,90
316,4,9:56.0,,K. Olynyk misses 3-pt jump shot from 25 ft,78,90
317,4,9:55.0,Defensive rebound by D. Favors,,78,90
318,4,9:44.0,R. Neto makes 2-pt layup from 3 ft (assist by J. Ingles),,80,90
319,4,9:31.0,,I. Thomas makes 3-pt jump shot from 25 ft,80,93
320,4,9:11.0,D. Favors misses 2-pt layup from 3 ft (block by K. Olynyk),,80,93
321,4,9:10.0,,Defensive rebound by K. Olynyk,80,93
322,4,8:56.0,,J. Brown makes 2-pt layup from 2 ft (assist by K. Olynyk),80,95
323,4,8:37.0,Shooting foul by I. Thomas (drawn by R. Hood),,80,95
324,4,8:37.0,Official timeout,,80,95
325,4,8:37.0,R. Hood makes free throw 1 of 2,,81,95
326,4,8:37.0,R. Hood makes free throw 2 of 2,,82,95
327,4,8:24.0,,J. Jerebko misses 2-pt layup from 3 ft (block by J. Johnson),82,95
328,4,8:23.0,Defensive rebound by J. Johnson,,82,95
329,4,8:15.0,J. Johnson makes 2-pt layup from 1 ft,,84,95
330,4,7:56.0,,Turnover by M. Smart (bad pass; steal by R. Neto),84,95
331,4,7:48.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Ingles),,87,95
332,4,7:47.0,,Boston full timeout,87,95
333,4,7:47.0,,A. Horford enters the game for K. Olynyk,87,95
334,4,7:47.0,,A. Johnson enters the game for J. Brown,87,95
335,4,7:47.0,,J. Crowder enters the game for J. Jerebko,87,95
336,4,7:26.0,,I. Thomas makes 3-pt jump shot from 25 ft,87,98
337,4,7:08.0,J. Johnson makes 2-pt jump shot from 13 ft,,89,98
338,4,6:50.0,,Turnover by I. Thomas (bad pass; steal by J. Johnson),89,98
339,4,6:40.0,J. Johnson makes 2-pt jump shot from 5 ft,,91,98
340,4,6:16.0,,Offensive foul by A. Horford (drawn by R. Hood),91,98
341,4,6:16.0,,Turnover by A. Horford (offensive foul),91,98
342,4,6:16.0,G. Hayward enters the game for R. Neto,,91,98
343,4,6:16.0,,A. Bradley enters the game for I. Thomas,91,98
344,4,5:59.0,J. Johnson misses 2-pt jump shot from 3 ft,,91,98
345,4,5:58.0,,Defensive rebound by A. Johnson,91,98
346,4,5:50.0,,A. Horford makes 2-pt hook shot from 8 ft (assist by M. Smart),91,100
347,4,5:27.0,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),,93,100
348,4,5:12.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by M. Smart),93,103
349,4,4:47.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Ingles),,96,103
350,4,4:23.0,,A. Bradley makes 3-pt jump shot from 25 ft,96,106
351,4,4:01.0,G. Hayward misses 2-pt jump shot from 6 ft,,96,106
352,4,4:00.0,,Defensive rebound by A. Horford,96,106
353,4,3:51.0,,Shooting foul by J. Johnson (drawn by M. Smart),96,106
354,4,3:51.0,,M. Smart makes free throw 1 of 2,96,107
355,4,3:51.0,R. Gobert enters the game for D. Favors,,96,107
356,4,3:51.0,,M. Smart makes free throw 2 of 2,96,108
357,4,3:29.0,J. Johnson misses 2-pt jump shot from 8 ft,,96,108
358,4,3:29.0,Offensive rebound by R. Gobert,,96,108
359,4,3:28.0,Personal foul by A. Horford (drawn by R. Gobert),,96,108
360,4,3:28.0,,I. Thomas enters the game for A. Horford,96,108
361,4,3:23.0,Personal foul by I. Thomas (drawn by J. Ingles),,96,108
362,4,3:23.0,J. Ingles makes free throw 1 of 2,,97,108
363,4,3:23.0,J. Ingles makes free throw 2 of 2,,98,108
364,4,3:06.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by A. Johnson),98,111
365,4,2:45.0,Shooting foul by A. Bradley (drawn by G. Hayward),,98,111
366,4,2:45.0,Utah full timeout,,98,111
367,4,2:45.0,G. Hayward misses free throw 1 of 2,,98,111
368,4,2:45.0,Offensive rebound by Team,,98,111
369,4,2:45.0,G. Hayward makes free throw 2 of 2,,99,111
370,4,2:29.0,,A. Johnson misses 2-pt hook shot from 4 ft,99,111
371,4,2:28.0,Defensive rebound by R. Gobert,,99,111
372,4,2:17.0,R. Hood misses 2-pt hook shot from 4 ft,,99,111
373,4,2:16.0,,Defensive rebound by J. Crowder,99,111
374,4,2:02.0,,I. Thomas misses 2-pt layup from 3 ft (block by J. Johnson),99,111
375,4,2:01.0,,Offensive rebound by Team,99,111
376,4,1:53.0,,J. Crowder misses 3-pt jump shot from 25 ft,99,111
377,4,1:52.0,,Offensive rebound by A. Johnson,99,111
378,4,1:51.0,,A. Johnson misses 2-pt layup from 3 ft,99,111
379,4,1:50.0,Defensive rebound by J. Ingles,,99,111
380,4,1:48.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Ingles),,102,111
381,4,1:33.0,,Shooting foul by J. Ingles (drawn by I. Thomas),102,111
