,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
28,1,7:43.0,,E. İlyasova misses 2-pt jump shot from 12 ft,10,10
29,1,7:42.0,Defensive rebound by B. Griffin,,10,10
30,1,7:34.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,13,10
31,1,7:15.0,,N. Noel misses 2-pt jump shot from 16 ft,13,10
32,1,7:14.0,Defensive rebound by B. Griffin,,13,10
33,1,6:56.0,D. Jordan makes 2-pt layup at rim (assist by B. Griffin),,15,10
34,1,6:46.0,,E. İlyasova misses 2-pt jump shot from 15 ft,15,10
35,1,6:45.0,Defensive rebound by L. Mbah a Moute,,15,10
36,1,6:36.0,A. Rivers misses 2-pt layup from 2 ft,,15,10
37,1,6:35.0,,Defensive rebound by E. İlyasova,15,10
38,1,6:27.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by E. İlyasova),15,13
39,1,6:09.0,B. Griffin misses 2-pt jump shot from 17 ft,,15,13
40,1,6:08.0,,Defensive rebound by N. Noel,15,13
41,1,5:48.0,,T. McConnell misses 2-pt jump shot from 10 ft,15,13
42,1,5:47.0,Defensive rebound by D. Jordan,,15,13
43,1,5:41.0,LA Clippers full timeout,,15,13
44,1,5:41.0,,G. Henderson enters the game for N. Stauskas,15,13
45,1,5:41.0,,D. Šarić enters the game for E. İlyasova,15,13
46,1,5:41.0,,R. Holmes enters the game for N. Noel,15,13
47,1,5:41.0,R. Felton enters the game for L. Mbah a Moute,,15,13
48,1,5:35.0,Shooting foul by D. Šarić (drawn by D. Jordan),,15,13
49,1,5:35.0,D. Jordan misses free throw 1 of 2,,15,13
50,1,5:35.0,Offensive rebound by Team,,15,13
51,1,5:35.0,W. Johnson enters the game for B. Griffin,,15,13
52,1,5:35.0,D. Jordan makes free throw 2 of 2,,16,13
53,1,5:20.0,,R. Holmes misses 2-pt jump shot from 17 ft,16,13
54,1,5:19.0,Defensive rebound by A. Rivers,,16,13
55,1,5:13.0,A. Rivers makes 2-pt layup from 2 ft,,18,13
56,1,4:56.0,,Personal foul by W. Johnson (drawn by D. Šarić),18,13
57,1,4:56.0,,S. Rodríguez enters the game for T. McConnell,18,13
58,1,4:48.0,,R. Holmes makes 2-pt dunk at rim (assist by S. Rodríguez),18,15
59,1,4:29.0,Offensive foul by D. Jordan (drawn by G. Henderson),,18,15
60,1,4:29.0,Turnover by D. Jordan (offensive foul),,18,15
61,1,4:29.0,J. Crawford enters the game for J. Redick,,18,15
62,1,4:16.0,,S. Rodríguez misses 2-pt jump shot from 18 ft,18,15
63,1,4:15.0,,Offensive rebound by R. Covington,18,15
64,1,4:08.0,,D. Šarić misses 3-pt jump shot from 26 ft,18,15
65,1,4:07.0,Defensive rebound by D. Jordan,,18,15
66,1,3:56.0,A. Rivers makes 2-pt jump shot from 10 ft,,20,15
67,1,3:49.0,,Shooting foul by D. Jordan (drawn by R. Holmes),20,15
68,1,3:49.0,,R. Holmes makes 2-pt layup from 1 ft (assist by G. Henderson),20,17
69,1,3:49.0,,T. Luwawu-Cabarrot enters the game for R. Covington,20,17
70,1,3:49.0,M. Speights enters the game for D. Jordan,,20,17
71,1,3:49.0,,R. Holmes makes free throw 1 of 1,20,18
72,1,3:33.0,M. Speights misses 3-pt jump shot from 25 ft,,20,18
73,1,3:32.0,Offensive rebound by A. Rivers,,20,18
74,1,3:19.0,A. Rivers misses 3-pt jump shot from 24 ft,,20,18
75,1,3:18.0,,Defensive rebound by S. Rodríguez,20,18
76,1,3:08.0,,R. Holmes makes 2-pt hook shot from 5 ft (assist by S. Rodríguez),20,20
77,1,2:49.0,Turnover by A. Rivers (traveling),,20,20
78,1,2:49.0,,Philadelphia full timeout,20,20
79,1,2:49.0,B. Bass enters the game for A. Rivers,,20,20
80,1,2:38.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),20,23
81,1,2:12.0,J. Crawford makes 3-pt jump shot from 29 ft (assist by R. Felton),,23,23
82,1,2:04.0,,R. Holmes makes 2-pt layup from 1 ft (assist by S. Rodríguez),23,25
83,1,1:48.0,J. Crawford misses 3-pt jump shot from 25 ft,,23,25
84,1,1:47.0,,Defensive rebound by D. Šarić,23,25
85,1,1:40.0,,R. Holmes makes 2-pt dunk at rim (assist by T. Luwawu-Cabarrot),23,27
86,1,1:36.0,LA Clippers full timeout,,23,27
87,1,1:21.0,M. Speights misses 3-pt jump shot from 25 ft,,23,27
88,1,1:19.0,Offensive rebound by B. Bass,,23,27
89,1,1:18.0,Shooting foul by R. Holmes (drawn by B. Bass),,23,27
90,1,1:18.0,B. Bass makes free throw 1 of 2,,24,27
91,1,1:18.0,B. Bass makes free throw 2 of 2,,25,27
92,1,0:57.0,,R. Holmes misses 2-pt layup from 2 ft,25,27
93,1,0:56.0,Defensive rebound by W. Johnson,,25,27
94,1,0:52.0,Shooting foul by G. Henderson (drawn by B. Bass),,25,27
95,1,0:52.0,B. Bass makes free throw 1 of 2,,26,27
96,1,0:52.0,B. Bass makes free throw 2 of 2,,27,27
97,1,0:38.0,,G. Henderson misses 3-pt jump shot from 25 ft,27,27
98,1,0:37.0,Defensive rebound by R. Felton,,27,27
99,1,0:23.0,J. Crawford makes 2-pt jump shot from 18 ft,,29,27
100,1,0:07.0,,Personal take foul by R. Felton (drawn by S. Rodríguez),29,27
101,1,0:07.0,L. Mbah a Moute enters the game for J. Crawford,,29,27
102,1,0:07.0,A. Rivers enters the game for M. Speights,,29,27
103,1,0:02.0,,S. Rodríguez misses 3-pt jump shot from 28 ft,29,27
104,1,0:01.0,Defensive rebound by W. Johnson,,29,27
105,2,11:39.0,,N. Stauskas misses 3-pt jump shot from 25 ft,29,27
106,2,11:38.0,Defensive rebound by W. Johnson,,29,27
107,2,11:30.0,Personal foul by N. Stauskas (drawn by B. Bass),,29,27
108,2,11:22.0,M. Speights makes 3-pt jump shot from 23 ft,,32,27
109,2,11:11.0,,T. McConnell makes 2-pt layup from 2 ft (assist by N. Noel),32,29
110,2,11:11.0,,Shooting foul by R. Felton (drawn by T. McConnell),32,29
111,2,11:11.0,,T. McConnell makes free throw 1 of 1,32,30
112,2,10:57.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by R. Felton),,35,30
113,2,10:46.0,,T. McConnell misses 2-pt layup from 2 ft,35,30
114,2,10:45.0,Defensive rebound by M. Speights,,35,30
115,2,10:38.0,B. Bass misses 2-pt layup from 2 ft,,35,30
116,2,10:37.0,,Defensive rebound by E. İlyasova,35,30
117,2,10:24.0,,Shooting foul by R. Felton (drawn by T. Luwawu-Cabarrot),35,30
118,2,10:24.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,35,31
119,2,10:24.0,A. Rivers enters the game for R. Felton,,35,31
120,2,10:24.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,35,32
121,2,10:10.0,Shooting foul by N. Noel (drawn by B. Bass),,35,32
122,2,10:10.0,B. Bass makes free throw 1 of 2,,36,32
123,2,10:10.0,B. Bass makes free throw 2 of 2,,37,32
124,2,10:00.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by N. Noel),37,34
125,2,9:43.0,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Crawford),,40,34
126,2,9:29.0,J. Redick enters the game for W. Johnson,,40,34
127,2,9:29.0,,Philadelphia full timeout,40,34
128,2,9:29.0,,R. Covington enters the game for T. Luwawu-Cabarrot,40,34
129,2,9:19.0,,N. Noel makes 2-pt dunk at rim (assist by E. İlyasova),40,36
130,2,8:56.0,A. Rivers misses 2-pt jump shot from 8 ft (block by N. Noel),,40,36
131,2,8:55.0,,Defensive rebound by N. Noel,40,36
132,2,8:48.0,,R. Covington misses 3-pt jump shot from 25 ft,40,36
133,2,8:47.0,Defensive rebound by Team,,40,36
134,2,8:36.0,J. Crawford makes 3-pt jump shot from 25 ft,,43,36
135,2,8:24.0,,R. Covington makes 2-pt layup from 2 ft (assist by N. Noel),43,38
136,2,8:13.0,J. Crawford makes 3-pt jump shot from 25 ft,,46,38
137,2,7:58.0,,Shooting foul by M. Speights (drawn by N. Noel),46,38
138,2,7:58.0,,N. Noel makes 2-pt hook shot from 8 ft (assist by E. İlyasova),46,40
139,2,7:58.0,D. Jordan enters the game for M. Speights,,46,40
140,2,7:58.0,B. Griffin enters the game for B. Bass,,46,40
141,2,7:58.0,,N. Noel makes free throw 1 of 1,46,41
142,2,7:49.0,Personal foul by R. Covington (drawn by J. Crawford),,46,41
143,2,7:44.0,J. Crawford misses 3-pt jump shot from 25 ft,,46,41
144,2,7:43.0,,Defensive rebound by N. Noel,46,41
145,2,7:35.0,,E. İlyasova misses 3-pt jump shot from 24 ft,46,41
146,2,7:34.0,Defensive rebound by B. Griffin,,46,41
147,2,7:18.0,B. Griffin makes 2-pt jump shot from 17 ft,,48,41
148,2,6:57.0,,N. Stauskas misses 2-pt jump shot from 15 ft,48,41
149,2,6:56.0,Defensive rebound by B. Griffin,,48,41
150,2,6:51.0,Turnover by B. Griffin (lost ball),,48,41
151,2,6:41.0,,E. İlyasova misses 3-pt jump shot from 24 ft,48,41
152,2,6:40.0,Defensive rebound by D. Jordan,,48,41
153,2,6:30.0,Shooting foul by N. Noel (drawn by B. Griffin),,48,41
154,2,6:30.0,B. Griffin makes free throw 1 of 2,,49,41
155,2,6:30.0,B. Griffin misses free throw 2 of 2,,49,41
156,2,6:30.0,,G. Henderson enters the game for N. Stauskas,49,41
157,2,6:29.0,,Defensive rebound by N. Noel,49,41
158,2,6:19.0,,G. Henderson misses 3-pt jump shot from 24 ft,49,41
159,2,6:18.0,Defensive rebound by D. Jordan,,49,41
160,2,6:08.0,Shooting foul by E. İlyasova (drawn by J. Redick),,49,41
161,2,6:08.0,J. Redick makes free throw 1 of 2,,50,41
162,2,6:08.0,L. Mbah a Moute enters the game for J. Crawford,,49,41
163,2,6:08.0,,R. Holmes enters the game for N. Noel,50,41
164,2,6:08.0,J. Redick makes free throw 2 of 2,,51,41
165,2,5:48.0,,R. Covington misses 3-pt jump shot from 26 ft,51,41
166,2,5:47.0,Defensive rebound by D. Jordan,,51,41
167,2,5:41.0,Official timeout,,51,41
168,2,5:41.0,,D. Šarić enters the game for E. İlyasova,51,41
169,2,5:32.0,Turnover by J. Redick (bad pass),,51,41
170,2,5:19.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),51,44
171,2,4:55.0,B. Griffin misses 2-pt layup from 2 ft (block by R. Covington),,51,44
172,2,4:54.0,Offensive rebound by D. Jordan,,51,44
173,2,4:49.0,Shooting foul by G. Henderson (drawn by A. Rivers),,51,44
174,2,4:49.0,A. Rivers misses free throw 1 of 2,,51,44
175,2,4:49.0,Offensive rebound by Team,,51,44
176,2,4:49.0,A. Rivers misses free throw 2 of 2,,51,44
177,2,4:48.0,,Defensive rebound by D. Šarić,51,44
178,2,4:35.0,,T. McConnell makes 2-pt jump shot from 9 ft,51,46
179,2,4:22.0,A. Rivers makes 3-pt jump shot from 25 ft,,54,46
180,2,4:07.0,,R. Covington misses 3-pt jump shot from 26 ft (block by L. Mbah a Moute),54,46
181,2,4:05.0,,Offensive rebound by R. Covington,54,46
182,2,4:01.0,,R. Covington makes 2-pt layup from 2 ft (assist by T. McConnell),54,48
183,2,3:49.0,B. Griffin misses 2-pt layup from 1 ft (block by R. Holmes),,54,48
184,2,3:48.0,Offensive rebound by Team,,54,48
185,2,3:45.0,J. Redick misses 3-pt jump shot from 24 ft,,54,48
186,2,3:44.0,,Defensive rebound by R. Holmes,54,48
187,2,3:38.0,,Personal foul by A. Rivers (drawn by T. McConnell),54,48
188,2,3:38.0,J. Crawford enters the game for L. Mbah a Moute,,54,48
189,2,3:27.0,,G. Henderson misses 2-pt jump shot from 14 ft,54,48
190,2,3:26.0,Defensive rebound by B. Griffin,,54,48
191,2,3:22.0,Shooting foul by D. Šarić (drawn by B. Griffin),,54,48
192,2,3:22.0,B. Griffin makes free throw 1 of 2,,55,48
193,2,3:22.0,B. Griffin makes free throw 2 of 2,,56,48
194,2,3:12.0,,Turnover by R. Covington (lost ball; steal by A. Rivers),56,48
195,2,3:07.0,J. Redick makes 3-pt jump shot from 25 ft (assist by A. Rivers),,59,48
196,2,2:51.0,,R. Holmes makes 3-pt jump shot from 24 ft (assist by T. McConnell),59,51
197,2,2:41.0,LA Clippers full timeout,,59,51
198,2,2:41.0,,S. Rodríguez enters the game for T. McConnell,59,51
199,2,2:41.0,,T. Luwawu-Cabarrot enters the game for R. Covington,59,51
200,2,2:21.0,J. Crawford makes 2-pt jump shot from 15 ft,,61,51
201,2,1:59.0,,D. Šarić misses 2-pt layup from 2 ft,61,51
202,2,1:58.0,Defensive rebound by B. Griffin,,61,51
203,2,1:54.0,Turnover by B. Griffin (bad pass),,61,51
204,2,1:46.0,,S. Rodríguez makes 3-pt jump shot from 25 ft,61,54
205,2,1:28.0,A. Rivers makes 3-pt jump shot from 25 ft,,64,54
206,2,1:17.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,64,54
207,2,1:16.0,Defensive rebound by D. Jordan,,64,54
208,2,1:09.0,J. Redick misses 3-pt jump shot from 25 ft,,64,54
209,2,1:08.0,,Defensive rebound by D. Šarić,64,54
210,2,0:58.0,,Shooting foul by A. Rivers (drawn by D. Šarić),64,54
211,2,0:58.0,,D. Šarić makes free throw 1 of 2,64,55
212,2,0:58.0,W. Johnson enters the game for D. Jordan,,64,55
213,2,0:58.0,,D. Šarić makes free throw 2 of 2,64,56
214,2,0:52.0,Personal foul by G. Henderson (drawn by J. Redick),,64,56
215,2,0:52.0,J. Redick makes free throw 1 of 2,,65,56
216,2,0:52.0,,R. Covington enters the game for G. Henderson,65,56
217,2,0:52.0,L. Mbah a Moute enters the game for A. Rivers,,65,56
218,2,0:52.0,J. Redick makes free throw 2 of 2,,66,56
219,2,0:47.0,,Philadelphia full timeout,66,56
220,2,0:44.0,,Personal foul by J. Redick (drawn by D. Šarić),66,56
221,2,0:44.0,,D. Šarić makes free throw 1 of 2,66,57
222,2,0:44.0,,D. Šarić misses free throw 2 of 2,66,57
223,2,0:43.0,Defensive rebound by B. Griffin,,66,57
224,2,0:32.0,Turnover by J. Crawford (bad pass; steal by R. Covington),,66,57
225,2,0:30.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft,66,59
226,2,0:10.0,J. Redick misses 2-pt jump shot from 9 ft,,66,59
227,2,0:09.0,Offensive rebound by B. Griffin,,66,59
228,2,0:08.0,B. Griffin makes 2-pt dunk at rim,,68,59
229,2,0:01.0,,S. Rodríguez misses 2-pt jump shot from 23 ft,68,59
230,2,0:00.0,,Offensive rebound by Team,68,59
231,3,11:48.0,,Turnover by N. Stauskas (lost ball),68,59
232,3,11:34.0,Personal foul by R. Covington (drawn by B. Griffin),,68,59
233,3,11:20.0,B. Griffin misses 2-pt jump shot from 20 ft,,68,59
234,3,11:19.0,Offensive rebound by D. Jordan,,68,59
235,3,11:13.0,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Jordan),,71,59
236,3,10:55.0,,R. Covington misses 3-pt jump shot from 26 ft,71,59
237,3,10:54.0,Defensive rebound by B. Griffin,,71,59
238,3,10:45.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,73,59
239,3,10:44.0,,Philadelphia full timeout,73,59
240,3,10:32.0,,E. İlyasova misses 3-pt jump shot from 26 ft,73,59
241,3,10:30.0,Defensive rebound by B. Griffin,,73,59
242,3,10:20.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by D. Jordan),,76,59
243,3,10:04.0,,R. Covington misses 2-pt jump shot from 10 ft,76,59
244,3,10:02.0,Defensive rebound by L. Mbah a Moute,,76,59
245,3,9:51.0,A. Rivers makes 2-pt layup from 2 ft,,78,59
246,3,9:33.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by T. McConnell),78,61
247,3,9:17.0,Turnover by B. Griffin (bad pass),,78,61
248,3,9:03.0,,T. McConnell makes 2-pt layup from 2 ft,78,63
249,3,8:50.0,J. Redick misses 2-pt jump shot from 19 ft,,78,63
250,3,8:49.0,,Defensive rebound by N. Noel,78,63
251,3,8:29.0,,E. İlyasova misses 2-pt jump shot from 21 ft,78,63
252,3,8:28.0,,Offensive rebound by R. Covington,78,63
253,3,8:25.0,,R. Covington misses 2-pt layup from 1 ft,78,63
254,3,8:24.0,Defensive rebound by D. Jordan,,78,63
255,3,8:16.0,Turnover by B. Griffin (lost ball; steal by E. İlyasova),,78,63
256,3,8:16.0,,Personal foul by L. Mbah a Moute (drawn by E. İlyasova),78,63
257,3,8:16.0,,R. Holmes enters the game for N. Noel,78,63
258,3,8:01.0,,Shooting foul by A. Rivers (drawn by E. İlyasova),78,63
259,3,8:01.0,,E. İlyasova makes free throw 1 of 2,78,64
260,3,8:01.0,,E. İlyasova makes free throw 2 of 2,78,65
261,3,7:48.0,A. Rivers misses 3-pt jump shot from 26 ft,,78,65
262,3,7:46.0,,Defensive rebound by E. İlyasova,78,65
263,3,7:40.0,,R. Holmes makes 2-pt layup at rim (assist by T. McConnell),78,67
264,3,7:22.0,,D. Šarić enters the game for E. İlyasova,78,67
265,3,7:22.0,,G. Henderson enters the game for N. Stauskas,78,67
266,3,7:22.0,J. Crawford enters the game for L. Mbah a Moute,,78,67
267,3,7:10.0,B. Griffin misses 2-pt jump shot from 18 ft,,78,67
268,3,7:08.0,Offensive rebound by D. Jordan,,78,67
269,3,7:07.0,D. Jordan misses 2-pt jump shot from 4 ft (block by R. Covington),,78,67
270,3,7:04.0,,Defensive rebound by R. Covington,78,67
271,3,7:03.0,,R. Holmes makes 2-pt layup from 1 ft (assist by G. Henderson),78,69
272,3,6:46.0,Personal foul by R. Holmes (drawn by B. Griffin),,78,69
273,3,6:37.0,Turnover by J. Redick (bad pass),,78,69
274,3,6:22.0,,G. Henderson makes 2-pt dunk at rim (assist by T. McConnell),78,71
275,3,6:21.0,LA Clippers full timeout,,78,71
276,3,6:21.0,R. Felton enters the game for A. Rivers,,78,71
277,3,6:07.0,R. Felton makes 2-pt jump shot from 20 ft (assist by B. Griffin),,80,71
278,3,5:53.0,,D. Šarić misses 3-pt jump shot from 25 ft,80,71
279,3,5:52.0,Defensive rebound by D. Jordan,,80,71
280,3,5:31.0,R. Felton misses 3-pt jump shot from 25 ft,,80,71
281,3,5:30.0,,Defensive rebound by R. Holmes,80,71
282,3,5:20.0,,Turnover by T. McConnell (bad pass; steal by R. Felton),80,71
283,3,5:09.0,J. Redick misses 3-pt jump shot from 24 ft,,80,71
284,3,5:07.0,,Defensive rebound by R. Holmes,80,71
285,3,5:00.0,,G. Henderson makes 3-pt jump shot from 24 ft (assist by T. McConnell),80,74
286,3,4:41.0,Shooting foul by R. Covington (drawn by J. Crawford),,80,74
287,3,4:41.0,J. Crawford makes free throw 1 of 3,,81,74
288,3,4:41.0,J. Crawford makes free throw 2 of 3,,82,74
289,3,4:41.0,,S. Rodríguez enters the game for T. McConnell,82,74
290,3,4:41.0,W. Johnson enters the game for B. Griffin,,82,74
291,3,4:41.0,J. Crawford makes free throw 3 of 3,,83,74
292,3,4:31.0,,R. Covington misses 3-pt jump shot from 26 ft,83,74
293,3,4:30.0,,Offensive rebound by Team,83,74
294,3,4:30.0,Loose ball foul by W. Johnson (drawn by R. Holmes),,83,74
295,3,4:17.0,,D. Šarić makes 2-pt jump shot from 5 ft (assist by R. Covington),83,76
296,3,4:02.0,J. Crawford misses 2-pt jump shot from 19 ft,,83,76
297,3,4:01.0,,Defensive rebound by D. Šarić,83,76
298,3,3:47.0,,S. Rodríguez misses 2-pt jump shot from 8 ft,83,76
299,3,3:46.0,,Offensive rebound by D. Šarić,83,76
300,3,3:46.0,,D. Šarić makes 2-pt layup from 1 ft,83,78
301,3,3:46.0,,Shooting foul by W. Johnson (drawn by D. Šarić),83,78
302,3,3:46.0,,T. Luwawu-Cabarrot enters the game for R. Covington,83,78
303,3,3:46.0,,D. Šarić makes free throw 1 of 1,83,79
304,3,3:30.0,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Jordan),,83,79
305,3,3:30.0,D. Jordan makes free throw 1 of 2,,84,79
306,3,3:30.0,D. Jordan misses free throw 2 of 2,,84,79
307,3,3:29.0,,Defensive rebound by G. Henderson,84,79
308,3,3:15.0,,D. Šarić makes 2-pt layup from 1 ft (assist by S. Rodríguez),84,81
309,3,3:02.0,J. Redick misses 3-pt jump shot from 26 ft,,84,81
310,3,3:01.0,,Defensive rebound by S. Rodríguez,84,81
311,3,2:52.0,,R. Holmes misses 2-pt hook shot from 8 ft,84,81
312,3,2:51.0,Defensive rebound by W. Johnson,,84,81
313,3,2:33.0,Shooting foul by G. Henderson (drawn by D. Jordan),,84,81
314,3,2:33.0,D. Jordan misses free throw 1 of 2,,84,81
315,3,2:33.0,Offensive rebound by Team,,84,81
316,3,2:33.0,D. Jordan misses free throw 2 of 2,,84,81
317,3,2:33.0,A. Rivers enters the game for J. Redick,,84,81
318,3,2:33.0,B. Bass enters the game for W. Johnson,,84,81
319,3,2:33.0,,R. Covington enters the game for G. Henderson,84,81
320,3,2:32.0,,Defensive rebound by D. Šarić,84,81
321,3,2:17.0,,R. Covington misses 2-pt jump shot from 4 ft,84,81
322,3,2:15.0,,Offensive rebound by R. Covington,84,81
323,3,2:14.0,,R. Covington makes 2-pt layup from 1 ft,84,83
324,3,2:07.0,Personal take foul by R. Holmes (drawn by D. Jordan),,84,83
325,3,2:07.0,D. Jordan misses free throw 1 of 2,,84,83
326,3,2:07.0,Offensive rebound by Team,,84,83
327,3,2:07.0,D. Jordan misses free throw 2 of 2,,84,83
328,3,2:07.0,,Defensive rebound by Team,84,83
329,3,2:07.0,M. Speights enters the game for D. Jordan,,84,83
330,3,1:57.0,,D. Šarić misses 2-pt jump shot from 20 ft,84,83
331,3,1:55.0,Defensive rebound by J. Crawford,,84,83
332,3,1:47.0,M. Speights misses 2-pt jump shot from 20 ft,,84,83
333,3,1:45.0,,Defensive rebound by D. Šarić,84,83
334,3,1:40.0,,Turnover by S. Rodríguez (bad pass; steal by J. Crawford),84,83
335,3,1:21.0,Personal foul by R. Covington (drawn by A. Rivers),,84,83
336,3,1:21.0,A. Rivers makes free throw 1 of 2,,85,83
337,3,1:21.0,,N. Noel enters the game for R. Holmes,85,83
338,3,1:21.0,,N. Stauskas enters the game for R. Covington,85,83
339,3,1:21.0,A. Rivers makes free throw 2 of 2,,86,83
340,3,1:10.0,,N. Noel makes 2-pt dunk at rim (assist by N. Stauskas),86,85
341,3,0:52.0,A. Rivers misses 3-pt jump shot from 27 ft,,86,85
342,3,0:49.0,,Defensive rebound by T. Luwawu-Cabarrot,86,85
343,3,0:36.0,,S. Rodríguez makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),86,87
344,3,0:32.0,J. Crawford makes 3-pt jump shot from 27 ft,,89,87
345,3,0:15.0,,Shooting foul by M. Speights (drawn by D. Šarić),89,87
346,3,0:15.0,,D. Šarić makes free throw 1 of 2,89,88
347,3,0:15.0,,T. McConnell enters the game for S. Rodríguez,89,88
348,3,0:15.0,,D. Šarić makes free throw 2 of 2,89,89
349,3,0:02.0,J. Crawford misses 3-pt jump shot from 27 ft,,89,89
350,3,0:00.0,Offensive rebound by Team,,89,89
351,4,11:44.0,J. Crawford makes 2-pt jump shot from 18 ft,,91,89
352,4,11:22.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),91,92
353,4,10:53.0,Turnover by Team (shot clock),,91,92
354,4,10:39.0,,S. Rodríguez makes 2-pt layup from 1 ft,91,94
355,4,10:23.0,M. Speights makes 3-pt jump shot from 26 ft (assist by R. Felton),,94,94
356,4,10:06.0,,D. Šarić misses 2-pt hook shot from 5 ft,94,94
357,4,10:04.0,Defensive rebound by B. Bass,,94,94
358,4,9:54.0,Turnover by J. Crawford (bad pass; steal by D. Šarić),,94,94
359,4,9:49.0,,R. Covington makes 2-pt layup from 2 ft (assist by S. Rodríguez),94,96
360,4,9:37.0,Turnover by M. Speights (lost ball),,94,96
361,4,9:37.0,,E. İlyasova enters the game for D. Šarić,94,96
362,4,9:37.0,D. Jordan enters the game for B. Bass,,94,96
363,4,9:23.0,,G. Henderson misses 2-pt jump shot from 3 ft,94,96
364,4,9:22.0,,Offensive rebound by N. Noel,94,96
365,4,9:21.0,,N. Noel makes 2-pt dunk at rim,94,98
366,4,8:56.0,R. Felton misses 3-pt jump shot from 27 ft,,94,98
367,4,8:54.0,Offensive rebound by D. Jordan,,94,98
368,4,8:49.0,Turnover by M. Speights (lost ball; steal by R. Covington),,94,98
369,4,8:45.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by R. Covington),94,100
370,4,8:45.0,LA Clippers full timeout,,94,100
371,4,8:45.0,J. Redick enters the game for R. Felton,,94,100
372,4,8:45.0,B. Griffin enters the game for M. Speights,,94,100
373,4,8:26.0,Personal foul by E. İlyasova (drawn by B. Griffin),,94,100
374,4,8:21.0,Shooting foul by E. İlyasova (drawn by B. Griffin),,94,100
375,4,8:21.0,B. Griffin misses free throw 1 of 2,,94,100
376,4,8:21.0,Offensive rebound by Team,,94,100
377,4,8:21.0,B. Griffin makes free throw 2 of 2,,95,100
378,4,8:01.0,,S. Rodríguez misses 2-pt jump shot from 5 ft,95,100
379,4,8:00.0,Defensive rebound by D. Jordan,,95,100
380,4,7:45.0,D. Jordan makes 2-pt layup from 1 ft (assist by J. Crawford),,97,100
