,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,TORONTO_ACTION,CHARLOTTE_SCORE,TORONTO_SCORE
23,1,8:18.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),,9,9
24,1,8:03.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),9,12
25,1,7:45.0,N. Batum makes 2-pt jump shot from 21 ft,,11,12
26,1,7:32.0,,Turnover by J. Valančiūnas (lost ball; steal by F. Kaminsky),11,12
27,1,7:24.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,11,12
28,1,7:23.0,,Defensive rebound by J. Valančiūnas,11,12
29,1,7:12.0,,N. Powell misses 3-pt jump shot from 27 ft,11,12
30,1,7:12.0,Defensive rebound by F. Kaminsky,,11,12
31,1,7:03.0,K. Walker makes 3-pt jump shot from 25 ft,,14,12
32,1,6:52.0,,Toronto full timeout,14,12
33,1,6:46.0,,D. DeRozan misses 2-pt jump shot from 5 ft,14,12
34,1,6:46.0,Defensive rebound by Team,,14,12
35,1,6:46.0,,Loose ball foul by J. Valančiūnas (drawn by F. Kaminsky),14,12
36,1,6:34.0,F. Kaminsky misses 2-pt hook shot from 4 ft,,14,12
37,1,6:33.0,,Defensive rebound by N. Powell,14,12
38,1,6:27.0,,Shooting foul by F. Kaminsky (drawn by J. Valančiūnas),14,12
39,1,6:27.0,,J. Valančiūnas makes free throw 1 of 2,14,13
40,1,6:27.0,,J. Valančiūnas makes free throw 2 of 2,14,14
41,1,6:12.0,Turnover by N. Batum (lost ball; steal by K. Lowry),,14,14
42,1,6:08.0,,K. Lowry makes 2-pt layup from 3 ft,14,16
43,1,5:53.0,M. Williams misses 3-pt jump shot from 23 ft,,14,16
44,1,5:53.0,,Defensive rebound by K. Lowry,14,16
45,1,5:48.0,,K. Lowry makes 3-pt jump shot from 25 ft,14,19
46,1,5:39.0,Charlotte full timeout,,14,19
47,1,5:39.0,J. Lamb enters the game for M. Williams,,14,19
48,1,5:39.0,Turnover by Team (5 sec inbounds),,14,19
49,1,5:25.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),14,21
50,1,5:08.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,14,21
51,1,5:07.0,,Defensive rebound by J. Valančiūnas,14,21
52,1,4:51.0,,Shooting foul by J. Lamb (drawn by N. Powell),14,21
53,1,4:51.0,,N. Powell misses free throw 1 of 2,14,21
54,1,4:51.0,,Offensive rebound by Team,14,21
55,1,4:51.0,,D. Wright enters the game for D. Carroll,14,21
56,1,4:51.0,,N. Powell makes free throw 2 of 2,14,22
57,1,4:39.0,N. Batum misses 2-pt jump shot from 22 ft,,14,22
58,1,4:38.0,Offensive rebound by M. Kidd-Gilchrist,,14,22
59,1,4:34.0,N. Batum misses 3-pt jump shot from 27 ft,,14,22
60,1,4:33.0,,Defensive rebound by N. Powell,14,22
61,1,4:23.0,,D. DeRozan misses 3-pt jump shot from 24 ft,14,22
62,1,4:23.0,Defensive rebound by N. Batum,,14,22
63,1,4:10.0,J. Lamb makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,16,22
64,1,3:59.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),16,25
65,1,3:59.0,,Shooting foul by J. Lamb (drawn by N. Powell),16,25
66,1,3:59.0,M. Tobey enters the game for F. Kaminsky,,16,25
67,1,3:59.0,M. Belinelli enters the game for N. Batum,,16,25
68,1,3:59.0,,L. Nogueira enters the game for J. Valančiūnas,16,25
69,1,3:59.0,,N. Powell makes free throw 1 of 1,16,26
70,1,3:44.0,Turnover by M. Belinelli (bad pass),,16,26
71,1,3:23.0,,N. Powell misses 2-pt layup from 1 ft,16,26
72,1,3:22.0,Defensive rebound by M. Kidd-Gilchrist,,16,26
73,1,3:19.0,Turnover by M. Kidd-Gilchrist (lost ball),,16,26
74,1,2:56.0,,D. DeRozan misses 2-pt jump shot from 15 ft,16,26
75,1,2:56.0,,Offensive rebound by D. Wright,16,26
76,1,2:41.0,,D. DeRozan misses 3-pt jump shot from 24 ft,16,26
77,1,2:41.0,Defensive rebound by M. Belinelli,,16,26
78,1,2:30.0,K. Walker misses 3-pt jump shot from 25 ft,,16,26
79,1,2:30.0,Offensive rebound by M. Tobey,,16,26
80,1,2:28.0,M. Tobey makes 2-pt layup from 1 ft,,18,26
81,1,2:10.0,,Shooting foul by J. Lamb (drawn by D. Wright),18,26
82,1,2:10.0,,D. Wright makes free throw 1 of 2,18,27
83,1,2:10.0,,D. Wright misses free throw 2 of 2,18,27
84,1,2:10.0,,C. Joseph enters the game for K. Lowry,18,27
85,1,2:10.0,M. Williams enters the game for M. Kidd-Gilchrist,,18,27
86,1,2:10.0,T. Graham enters the game for K. Walker,,18,27
87,1,2:10.0,B. Roberts enters the game for J. Lamb,,18,27
88,1,2:10.0,,D. Carroll enters the game for N. Powell,18,27
89,1,2:09.0,Defensive rebound by M. Williams,,18,27
90,1,1:49.0,M. Tobey misses 2-pt dunk at rim (block by L. Nogueira),,18,27
91,1,1:48.0,,Defensive rebound by D. DeRozan,18,27
92,1,1:40.0,,Shooting foul by M. Tobey (drawn by D. Carroll),18,27
93,1,1:40.0,,D. Carroll makes free throw 1 of 2,18,28
94,1,1:40.0,,D. Carroll makes free throw 2 of 2,18,29
95,1,1:20.0,B. Roberts makes 2-pt jump shot from 14 ft,,20,29
96,1,0:57.0,,C. Joseph misses 2-pt jump shot from 19 ft,20,29
97,1,0:56.0,Defensive rebound by M. Williams,,20,29
98,1,0:47.0,T. Graham misses 3-pt jump shot from 25 ft,,20,29
99,1,0:46.0,,Defensive rebound by L. Nogueira,20,29
100,1,0:26.0,,D. DeRozan makes 2-pt jump shot from 10 ft,20,31
101,1,0:10.0,Personal take foul by D. Wright (drawn by B. Roberts),,20,31
102,1,0:02.0,T. Graham misses 2-pt jump shot from 9 ft (block by L. Nogueira),,20,31
103,1,0:01.0,,Defensive rebound by L. Nogueira,20,31
104,2,11:43.0,M. Belinelli misses 3-pt jump shot from 26 ft,,20,31
105,2,11:43.0,,Defensive rebound by Team,20,31
106,2,11:43.0,Loose ball foul by M. Tobey (drawn by L. Nogueira),,20,31
107,2,11:24.0,,K. Lowry misses 3-pt jump shot from 22 ft,20,31
108,2,11:23.0,Defensive rebound by M. Williams,,20,31
109,2,11:14.0,B. Roberts misses 3-pt jump shot from 26 ft,,20,31
110,2,11:14.0,,Defensive rebound by K. Lowry,20,31
111,2,11:07.0,,K. Lowry misses 2-pt layup from 4 ft (block by M. Williams),20,31
112,2,11:05.0,Defensive rebound by T. Graham,,20,31
113,2,10:49.0,Personal foul by L. Nogueira (drawn by M. Belinelli),,20,31
114,2,10:40.0,M. Williams misses 3-pt jump shot from 25 ft,,20,31
115,2,10:39.0,,Defensive rebound by D. Carroll,20,31
116,2,10:17.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by C. Joseph),20,34
117,2,9:58.0,M. Williams makes 2-pt jump shot from 8 ft,,22,34
118,2,9:47.0,,K. Lowry misses 3-pt jump shot from 26 ft,22,34
119,2,9:47.0,Defensive rebound by M. Tobey,,22,34
120,2,9:33.0,Turnover by M. Belinelli (bad pass),,22,34
121,2,9:33.0,N. Batum enters the game for T. Graham,,22,34
122,2,9:09.0,,D. Carroll misses 3-pt jump shot from 26 ft,22,34
123,2,9:09.0,Defensive rebound by B. Roberts,,22,34
124,2,8:55.0,M. Belinelli misses 2-pt dunk from 4 ft (block by L. Nogueira),,22,34
125,2,8:54.0,,Defensive rebound by D. Carroll,22,34
126,2,8:50.0,,Shooting foul by N. Batum (drawn by D. Wright),22,34
127,2,8:50.0,Official timeout,,22,34
128,2,8:50.0,,D. Wright makes free throw 1 of 2,22,35
129,2,8:50.0,F. Kaminsky enters the game for M. Tobey,,22,34
130,2,8:50.0,K. Walker enters the game for B. Roberts,,22,34
131,2,8:50.0,,D. Wright makes free throw 2 of 2,22,36
132,2,8:28.0,F. Kaminsky misses 2-pt jump shot from 3 ft,,22,36
133,2,8:28.0,,Defensive rebound by D. Carroll,22,36
134,2,8:17.0,,Turnover by D. Carroll (bad pass),22,36
135,2,8:01.0,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),,25,36
136,2,7:46.0,,Personal foul by K. Walker (drawn by L. Nogueira),25,36
137,2,7:32.0,,K. Lowry misses 3-pt jump shot from 26 ft,25,36
138,2,7:32.0,Defensive rebound by M. Williams,,25,36
139,2,7:24.0,K. Walker misses 2-pt jump shot from 3 ft,,25,36
140,2,7:23.0,,Defensive rebound by L. Nogueira,25,36
141,2,7:14.0,,Turnover by L. Nogueira (bad pass; steal by N. Batum),25,36
142,2,7:06.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Belinelli),,27,36
143,2,7:00.0,,Toronto full timeout,27,36
144,2,7:00.0,,J. Valančiūnas enters the game for D. Wright,27,36
145,2,7:00.0,,D. DeRozan enters the game for L. Nogueira,27,36
146,2,6:40.0,,D. DeRozan misses 2-pt jump shot from 14 ft,27,36
147,2,6:39.0,Defensive rebound by N. Batum,,27,36
148,2,6:29.0,F. Kaminsky misses 2-pt layup from 4 ft,,27,36
149,2,6:28.0,,Defensive rebound by J. Valančiūnas,27,36
150,2,6:15.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by M. Williams),27,36
151,2,6:14.0,Defensive rebound by M. Williams,,27,36
152,2,6:00.0,,N. Powell enters the game for C. Joseph,27,36
153,2,6:00.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,27,36
154,2,5:57.0,M. Williams misses 3-pt jump shot from 27 ft,,27,36
155,2,5:57.0,,Defensive rebound by J. Valančiūnas,27,36
156,2,5:47.0,,D. Carroll misses 2-pt jump shot from 20 ft,27,36
157,2,5:46.0,Defensive rebound by M. Kidd-Gilchrist,,27,36
158,2,5:37.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),,29,36
159,2,5:23.0,,N. Powell makes 2-pt layup from 2 ft,29,38
160,2,5:23.0,,Shooting foul by N. Batum (drawn by N. Powell),29,38
161,2,5:23.0,,N. Powell misses free throw 1 of 1,29,38
162,2,5:21.0,,Offensive rebound by Team,29,38
163,2,5:15.0,,D. DeRozan makes 2-pt jump shot from 7 ft,29,40
164,2,5:15.0,,Shooting foul by N. Batum (drawn by D. DeRozan),29,40
165,2,5:15.0,,D. DeRozan misses free throw 1 of 1,29,40
166,2,5:15.0,M. Belinelli enters the game for N. Batum,,29,40
167,2,5:14.0,Defensive rebound by M. Kidd-Gilchrist,,29,40
168,2,4:59.0,K. Walker misses 2-pt jump shot from 18 ft,,29,40
169,2,4:58.0,,Defensive rebound by J. Valančiūnas,29,40
170,2,4:44.0,,D. DeRozan misses 2-pt jump shot from 6 ft (block by M. Kidd-Gilchrist),29,40
171,2,4:43.0,Defensive rebound by F. Kaminsky,,29,40
172,2,4:37.0,K. Walker misses 2-pt layup from 2 ft,,29,40
173,2,4:36.0,,Defensive rebound by D. DeRozan,29,40
174,2,4:32.0,,D. DeRozan makes 2-pt layup from 3 ft,29,42
175,2,4:32.0,,Shooting foul by F. Kaminsky (drawn by D. DeRozan),29,42
176,2,4:32.0,,D. DeRozan misses free throw 1 of 1,29,42
177,2,4:31.0,Defensive rebound by M. Kidd-Gilchrist,,29,42
178,2,4:09.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,29,42
179,2,4:08.0,Offensive rebound by M. Williams,,29,42
180,2,4:04.0,K. Walker makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,32,42
181,2,3:37.0,,J. Valančiūnas misses 2-pt jump shot from 19 ft,32,42
182,2,3:36.0,Defensive rebound by M. Kidd-Gilchrist,,32,42
183,2,3:29.0,Turnover by K. Walker (bad pass; steal by N. Powell),,32,42
184,2,3:24.0,,Turnover by N. Powell (lost ball),32,42
185,2,3:12.0,Turnover by K. Walker (bad pass),,32,42
186,2,2:53.0,,K. Lowry misses 3-pt jump shot from 26 ft,32,42
187,2,2:53.0,Defensive rebound by M. Williams,,32,42
188,2,2:41.0,K. Walker makes 3-pt jump shot from 26 ft,,35,42
189,2,2:28.0,,D. DeRozan misses 3-pt jump shot from 24 ft,35,42
190,2,2:28.0,Defensive rebound by K. Walker,,35,42
191,2,2:18.0,K. Walker makes 3-pt jump shot from 25 ft,,38,42
192,2,2:13.0,,Toronto full timeout,38,42
193,2,2:13.0,Charlotte full timeout,,38,42
194,2,2:13.0,,C. Joseph enters the game for K. Lowry,38,42
195,2,2:13.0,M. Tobey enters the game for F. Kaminsky,,38,42
196,2,2:01.0,,C. Joseph misses 2-pt jump shot from 7 ft,38,42
197,2,2:00.0,Defensive rebound by M. Kidd-Gilchrist,,38,42
198,2,1:53.0,K. Walker makes 3-pt jump shot from 26 ft,,41,42
199,2,1:30.0,,N. Powell makes 2-pt layup at rim (assist by J. Valančiūnas),41,44
200,2,1:00.0,Turnover by M. Williams (traveling),,41,44
201,2,0:44.0,,Turnover by N. Powell (bad pass),41,44
202,2,0:25.0,M. Kidd-Gilchrist misses 2-pt jump shot from 5 ft,,41,44
203,2,0:24.0,Offensive rebound by M. Tobey,,41,44
204,2,0:23.0,M. Tobey misses 2-pt layup from 1 ft,,41,44
205,2,0:22.0,,Defensive rebound by J. Valančiūnas,41,44
206,2,0:00.0,,D. DeRozan misses 2-pt jump shot from 13 ft,41,44
207,2,0:00.0,,Offensive rebound by Team,41,44
208,3,11:49.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by N. Powell),,41,44
209,3,11:35.0,,Turnover by J. Valančiūnas (bad pass; steal by K. Walker),41,44
210,3,11:33.0,Personal take foul by K. Lowry (drawn by K. Walker),,41,44
211,3,11:27.0,F. Kaminsky makes 2-pt dunk at rim (assist by K. Walker),,43,44
212,3,11:07.0,,Turnover by D. DeRozan (bad pass; steal by N. Batum),43,44
213,3,11:02.0,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),,45,44
214,3,10:45.0,,K. Lowry misses 3-pt jump shot from 26 ft,45,44
215,3,10:45.0,Defensive rebound by F. Kaminsky,,45,44
216,3,10:30.0,F. Kaminsky makes 2-pt jump shot from 17 ft (assist by K. Walker),,47,44
217,3,10:29.0,,Toronto full timeout,47,44
218,3,10:16.0,,D. DeRozan misses 2-pt layup from 3 ft,47,44
219,3,10:15.0,Defensive rebound by K. Walker,,47,44
220,3,10:04.0,Turnover by N. Batum (bad pass),,47,44
221,3,9:52.0,,N. Powell misses 3-pt jump shot from 27 ft,47,44
222,3,9:52.0,Defensive rebound by N. Batum,,47,44
223,3,9:41.0,Offensive foul by M. Kidd-Gilchrist (drawn by J. Valančiūnas),,47,44
224,3,9:41.0,Turnover by M. Kidd-Gilchrist (offensive foul),,47,44
225,3,9:31.0,,D. DeRozan misses 2-pt jump shot from 15 ft,47,44
226,3,9:30.0,,Offensive rebound by D. Carroll,47,44
227,3,9:16.0,,D. Carroll misses 2-pt jump shot from 17 ft,47,44
228,3,9:15.0,Defensive rebound by M. Kidd-Gilchrist,,47,44
229,3,8:57.0,F. Kaminsky makes 2-pt jump shot from 5 ft,,49,44
230,3,8:37.0,,Shooting block foul by F. Kaminsky (drawn by N. Powell),49,44
231,3,8:37.0,,N. Powell makes free throw 1 of 2,49,45
232,3,8:37.0,,N. Powell makes free throw 2 of 2,49,46
233,3,8:24.0,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by N. Batum),,51,46
234,3,8:02.0,,D. Carroll misses 3-pt jump shot from 24 ft,51,46
235,3,8:02.0,Defensive rebound by F. Kaminsky,,51,46
236,3,7:47.0,K. Walker misses 3-pt jump shot from 26 ft,,51,46
237,3,7:47.0,,Defensive rebound by J. Valančiūnas,51,46
238,3,7:38.0,,D. DeRozan misses 2-pt jump shot from 8 ft,51,46
239,3,7:37.0,Defensive rebound by M. Kidd-Gilchrist,,51,46
240,3,7:30.0,N. Batum misses 3-pt jump shot from 26 ft,,51,46
241,3,7:30.0,,Defensive rebound by J. Valančiūnas,51,46
242,3,7:19.0,,K. Lowry makes 2-pt layup from 2 ft,51,48
243,3,7:03.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,54,48
244,3,6:41.0,,N. Powell misses 2-pt jump shot from 8 ft,54,48
245,3,6:40.0,,Offensive rebound by Team,54,48
246,3,6:40.0,,L. Nogueira enters the game for J. Valančiūnas,54,48
247,3,6:20.0,,N. Powell makes 3-pt jump shot from 27 ft (assist by D. Carroll),54,51
248,3,5:59.0,,Violation by D. Carroll (kicked ball),54,51
249,3,5:55.0,Shooting foul by N. Powell (drawn by N. Batum),,54,51
250,3,5:55.0,N. Batum makes free throw 1 of 3,,55,51
251,3,5:55.0,N. Batum misses free throw 2 of 3,,55,51
252,3,5:55.0,Offensive rebound by Team,,55,51
253,3,5:55.0,J. Lamb enters the game for M. Williams,,55,51
254,3,5:55.0,,D. Wright enters the game for D. Carroll,55,51
255,3,5:55.0,N. Batum makes free throw 3 of 3,,56,51
256,3,5:35.0,,Offensive foul by L. Nogueira (drawn by M. Kidd-Gilchrist),56,51
257,3,5:35.0,,Turnover by L. Nogueira (offensive foul),56,51
258,3,5:22.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,59,51
259,3,5:01.0,,D. Wright misses 3-pt jump shot from 25 ft,59,51
260,3,5:00.0,Defensive rebound by M. Kidd-Gilchrist,,59,51
261,3,4:48.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,62,51
262,3,4:20.0,,D. DeRozan makes 2-pt jump shot from 17 ft,62,53
263,3,3:55.0,J. Lamb misses 3-pt jump shot from 24 ft,,62,53
264,3,3:55.0,,Defensive rebound by D. DeRozan,62,53
265,3,3:46.0,,D. DeRozan makes 2-pt jump shot from 12 ft,62,55
266,3,3:30.0,F. Kaminsky makes 2-pt hook shot from 7 ft (assist by K. Walker),,64,55
267,3,3:15.0,,N. Powell misses 3-pt jump shot from 24 ft,64,55
268,3,3:14.0,Defensive rebound by M. Kidd-Gilchrist,,64,55
269,3,3:00.0,J. Lamb makes 2-pt layup from 2 ft (assist by F. Kaminsky),,66,55
270,3,2:59.0,,Toronto full timeout,66,55
271,3,2:59.0,Charlotte full timeout,,66,55
272,3,2:59.0,M. Belinelli enters the game for N. Batum,,66,55
273,3,2:59.0,,C. Joseph enters the game for K. Lowry,66,55
274,3,2:41.0,,D. DeRozan misses 2-pt jump shot from 12 ft,66,55
275,3,2:41.0,Defensive rebound by J. Lamb,,66,55
276,3,2:19.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by D. Wright),,66,55
277,3,2:18.0,,Defensive rebound by L. Nogueira,66,55
278,3,2:04.0,,N. Powell misses 3-pt jump shot from 23 ft,66,55
279,3,2:04.0,Defensive rebound by J. Lamb,,66,55
280,3,1:47.0,J. Lamb makes 2-pt jump shot from 11 ft (assist by K. Walker),,68,55
281,3,1:27.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. DeRozan),68,58
282,3,1:09.0,Shooting foul by L. Nogueira (drawn by F. Kaminsky),,68,58
283,3,1:09.0,F. Kaminsky makes free throw 1 of 2,,69,58
284,3,1:09.0,F. Kaminsky makes free throw 2 of 2,,70,58
285,3,0:59.0,,D. DeRozan misses 2-pt jump shot from 14 ft,70,58
286,3,0:59.0,Defensive rebound by K. Walker,,70,58
287,3,0:48.0,F. Kaminsky makes 2-pt layup from 3 ft (assist by K. Walker),,72,58
288,3,0:28.0,,D. DeRozan misses 2-pt jump shot from 6 ft,72,58
289,3,0:28.0,Defensive rebound by K. Walker,,72,58
290,3,0:05.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by K. Walker),,75,58
291,3,0:00.0,,C. Joseph misses 2-pt jump shot from 14 ft,75,58
292,3,0:00.0,,Offensive rebound by Team,75,58
293,4,11:38.0,,Turnover by J. Poeltl (3 sec),75,58
294,4,11:21.0,M. Williams misses 3-pt jump shot from 26 ft,,75,58
295,4,11:21.0,,Defensive rebound by K. Lowry,75,58
296,4,11:15.0,,D. Carroll makes 2-pt layup from 2 ft (assist by K. Lowry),75,60
297,4,10:49.0,J. Lamb misses 2-pt jump shot from 6 ft,,75,60
298,4,10:48.0,,Defensive rebound by K. Lowry,75,60
299,4,10:40.0,,C. Joseph makes 3-pt jump shot from 24 ft (assist by D. Carroll),75,63
300,4,10:20.0,M. Belinelli misses 3-pt jump shot from 26 ft,,75,63
301,4,10:19.0,,Defensive rebound by K. Lowry,75,63
302,4,10:15.0,,Personal block foul by K. Walker (drawn by K. Lowry),75,63
303,4,10:10.0,,Shooting foul by J. Lamb (drawn by D. Wright),75,63
304,4,10:10.0,,D. Wright makes free throw 1 of 2,75,64
305,4,10:10.0,,D. Wright makes free throw 2 of 2,75,65
306,4,9:58.0,Turnover by K. Walker (bad pass; steal by D. Wright),,75,65
307,4,9:55.0,,D. Wright makes 2-pt dunk at rim (assist by J. Poeltl),75,67
308,4,9:55.0,Charlotte full timeout,,75,67
309,4,9:55.0,F. Kaminsky enters the game for J. Lamb,,75,67
310,4,9:55.0,N. Batum enters the game for M. Tobey,,75,67
311,4,9:34.0,M. Belinelli misses 2-pt layup from 3 ft,,75,67
312,4,9:33.0,,Defensive rebound by C. Joseph,75,67
313,4,9:26.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. Wright),75,70
314,4,9:05.0,Personal block foul by J. Poeltl (drawn by N. Batum),,75,70
315,4,8:55.0,M. Belinelli misses 3-pt jump shot from 24 ft,,75,70
316,4,8:54.0,,Defensive rebound by D. Carroll,75,70
317,4,8:37.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Carroll),75,73
318,4,8:19.0,Personal foul by K. Lowry (drawn by K. Walker),,75,73
319,4,8:19.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,75,73
320,4,8:10.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,75,73
321,4,8:10.0,,Defensive rebound by K. Lowry,75,73
322,4,8:02.0,,D. Carroll misses 3-pt jump shot from 25 ft,75,73
323,4,8:02.0,Defensive rebound by M. Kidd-Gilchrist,,75,73
324,4,7:55.0,Shooting block foul by D. Carroll (drawn by K. Walker),,75,73
325,4,7:55.0,K. Walker makes free throw 1 of 2,,76,73
326,4,7:55.0,K. Walker makes free throw 2 of 2,,77,73
327,4,7:41.0,,D. Wright makes 2-pt layup from 2 ft,77,75
328,4,7:24.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,77,75
329,4,7:24.0,,Defensive rebound by D. Carroll,77,75
330,4,7:11.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Wright),77,78
331,4,7:11.0,Charlotte full timeout,,77,78
332,4,6:57.0,N. Batum misses 3-pt jump shot from 26 ft,,77,78
333,4,6:56.0,,Defensive rebound by D. Carroll,77,78
334,4,6:40.0,,D. Carroll misses 3-pt jump shot from 25 ft,77,78
335,4,6:39.0,,Offensive rebound by C. Joseph,77,78
336,4,6:34.0,,K. Lowry misses 3-pt jump shot from 28 ft,77,78
337,4,6:34.0,Defensive rebound by M. Kidd-Gilchrist,,77,78
338,4,6:10.0,N. Batum misses 3-pt jump shot from 25 ft,,77,78
339,4,6:10.0,,Defensive rebound by J. Poeltl,77,78
340,4,6:03.0,,K. Lowry misses 2-pt jump shot from 7 ft,77,78
341,4,6:02.0,Defensive rebound by N. Batum,,77,78
342,4,5:45.0,Turnover by N. Batum (bad pass; steal by D. Carroll),,77,78
343,4,5:26.0,,D. Wright misses 2-pt layup from 2 ft (block by N. Batum),77,78
344,4,5:26.0,,Offensive rebound by Team,77,78
345,4,5:26.0,Official timeout,,77,78
346,4,5:24.0,,Turnover by C. Joseph (bad pass; steal by M. Williams),77,78
347,4,5:10.0,Offensive foul by F. Kaminsky (drawn by K. Lowry),,77,78
348,4,5:10.0,Turnover by F. Kaminsky (offensive foul),,77,78
349,4,4:46.0,,K. Lowry makes 2-pt layup from 2 ft,77,80
350,4,4:26.0,K. Walker misses 3-pt jump shot from 27 ft,,77,80
351,4,4:25.0,,Defensive rebound by D. Carroll,77,80
352,4,4:09.0,,D. Carroll misses 2-pt layup from 2 ft,77,80
353,4,4:09.0,,Offensive rebound by J. Poeltl,77,80
354,4,4:08.0,,J. Poeltl misses 2-pt layup from 2 ft,77,80
355,4,4:07.0,,Offensive rebound by J. Poeltl,77,80
356,4,4:07.0,,J. Poeltl misses 2-pt layup from 2 ft,77,80
357,4,4:06.0,Defensive rebound by F. Kaminsky,,77,80
358,4,3:57.0,M. Williams misses 2-pt layup from 2 ft,,77,80
359,4,3:57.0,,Defensive rebound by J. Poeltl,77,80
360,4,3:45.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by K. Lowry),77,82
361,4,3:27.0,Turnover by N. Batum (kicked ball),,77,82
362,4,3:13.0,,K. Lowry misses 2-pt jump shot from 20 ft,77,82
363,4,3:12.0,Defensive rebound by M. Williams,,77,82
364,4,3:04.0,K. Walker makes 2-pt jump shot from 5 ft,,79,82
365,4,2:49.0,,Turnover by J. Poeltl (bad pass; steal by M. Williams),79,82
366,4,2:32.0,M. Williams misses 3-pt jump shot from 24 ft,,79,82
367,4,2:32.0,,Defensive rebound by J. Poeltl,79,82
368,4,2:30.0,,Toronto full timeout,79,82
369,4,2:19.0,,Personal foul by N. Batum (drawn by D. Wright),79,82
370,4,2:07.0,,K. Lowry misses 2-pt layup from 4 ft (block by F. Kaminsky),79,82
371,4,2:07.0,,Offensive rebound by Team,79,82
372,4,2:06.0,,C. Joseph misses 2-pt jump shot from 20 ft,79,82
373,4,2:05.0,,Offensive rebound by D. Carroll,79,82
374,4,2:05.0,,Turnover by Team (shot clock),79,82
