,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
0,1,11:40.0,,D. Favors misses 2-pt jump shot from 15 ft,0,0
1,1,11:40.0,Defensive rebound by T. Mozgov,,0,0
2,1,11:36.0,Personal foul by R. Hood (drawn by J. Calderón),,0,0
3,1,11:36.0,,T. Lyles enters the game for R. Gobert,0,0
4,1,11:16.0,T. Black makes 2-pt dunk at rim (assist by T. Mozgov),,2,0
5,1,11:05.0,,R. Hood misses 2-pt jump shot from 18 ft,2,0
6,1,11:05.0,Defensive rebound by T. Mozgov,,2,0
7,1,10:51.0,L. Deng misses 2-pt layup at rim,,2,0
8,1,10:51.0,,Defensive rebound by T. Lyles,2,0
9,1,10:34.0,,T. Lyles makes 2-pt jump shot from 18 ft (assist by G. Hill),2,2
10,1,10:17.0,Turnover by T. Mozgov (bad pass; steal by G. Hayward),,2,2
11,1,10:12.0,,Shooting foul by T. Mozgov (drawn by D. Favors),2,2
12,1,10:12.0,,D. Favors makes free throw 1 of 2,2,3
13,1,10:12.0,,R. Gobert enters the game for T. Lyles,2,3
14,1,10:12.0,,D. Favors makes free throw 2 of 2,2,4
15,1,9:57.0,J. Calderón misses 2-pt layup from 3 ft,,2,4
16,1,9:57.0,,Defensive rebound by R. Gobert,2,4
17,1,9:39.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by G. Hill),2,6
18,1,9:26.0,Turnover by N. Young (lost ball; steal by G. Hill),,2,6
19,1,9:12.0,,G. Hayward makes 2-pt jump shot from 13 ft,2,8
20,1,8:46.0,T. Mozgov misses 2-pt jump shot from 3 ft (block by R. Gobert),,2,8
21,1,8:45.0,,Defensive rebound by D. Favors,2,8
22,1,8:25.0,,R. Gobert misses 2-pt hook shot from 3 ft,2,8
23,1,8:25.0,,Offensive rebound by D. Favors,2,8
24,1,8:22.0,,G. Hayward misses 3-pt jump shot from 25 ft,2,8
25,1,8:21.0,Defensive rebound by J. Calderón,,2,8
26,1,8:11.0,J. Calderón misses 2-pt jump shot from 18 ft,,2,8
27,1,8:11.0,,Defensive rebound by Team,2,8
28,1,7:58.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),2,10
29,1,7:57.0,LA Lakers full timeout,,2,10
30,1,7:46.0,N. Young misses 3-pt jump shot from 24 ft,,2,10
31,1,7:45.0,Offensive rebound by T. Mozgov,,2,10
32,1,7:43.0,T. Mozgov misses 2-pt layup from 2 ft,,2,10
33,1,7:42.0,,Defensive rebound by D. Favors,2,10
34,1,7:22.0,,Personal foul by L. Deng (drawn by R. Gobert),2,10
35,1,7:12.0,,Turnover by G. Hayward (bad pass; steal by T. Black),2,10
36,1,7:00.0,Turnover by J. Calderón (bad pass; steal by G. Hill),,2,10
37,1,6:48.0,,G. Hill misses 2-pt jump shot from 17 ft,2,10
38,1,6:47.0,Defensive rebound by T. Mozgov,,2,10
39,1,6:38.0,L. Deng makes 2-pt layup from 1 ft,,4,10
40,1,6:16.0,,G. Hayward makes 2-pt jump shot from 13 ft,4,12
41,1,6:09.0,Personal foul by R. Gobert (drawn by T. Mozgov),,4,12
42,1,6:09.0,,T. Lyles enters the game for D. Favors,4,12
43,1,6:09.0,,J. Ingles enters the game for R. Hood,4,12
44,1,6:09.0,,A. Burks enters the game for G. Hill,4,12
45,1,6:09.0,L. Nance enters the game for T. Mozgov,,4,12
46,1,6:09.0,J. Clarkson enters the game for J. Calderón,,4,12
47,1,5:59.0,L. Deng misses 2-pt jump shot from 23 ft,,4,12
48,1,5:59.0,,Defensive rebound by R. Gobert,4,12
49,1,5:44.0,,G. Hayward misses 3-pt jump shot from 24 ft,4,12
50,1,5:43.0,Defensive rebound by N. Young,,4,12
51,1,5:33.0,J. Clarkson misses 2-pt jump shot from 7 ft,,4,12
52,1,5:33.0,Offensive rebound by T. Black,,4,12
53,1,5:28.0,N. Young makes 3-pt jump shot from 24 ft,,7,12
54,1,5:06.0,,T. Lyles misses 2-pt jump shot from 12 ft,7,12
55,1,5:06.0,Defensive rebound by L. Deng,,7,12
56,1,4:52.0,L. Nance makes 2-pt jump shot from 21 ft (assist by J. Clarkson),,9,12
57,1,4:52.0,,Utah full timeout,9,12
58,1,4:26.0,,A. Burks misses 3-pt jump shot from 25 ft,9,12
59,1,4:26.0,,Offensive rebound by J. Ingles,9,12
60,1,4:24.0,,J. Ingles makes 2-pt layup from 3 ft,9,14
61,1,4:08.0,N. Young makes 3-pt jump shot from 24 ft (assist by L. Nance),,12,14
62,1,3:45.0,,T. Lyles misses 2-pt hook shot from 4 ft,12,14
63,1,3:44.0,Defensive rebound by L. Nance,,12,14
64,1,3:38.0,Turnover by L. Deng (lost ball; steal by J. Ingles),,12,14
65,1,3:32.0,,A. Burks makes 2-pt layup from 2 ft (assist by J. Ingles),12,16
66,1,3:16.0,J. Clarkson makes 2-pt jump shot from 21 ft,,14,16
67,1,2:54.0,,A. Burks makes 2-pt jump shot from 6 ft,14,18
68,1,2:43.0,J. Clarkson misses 2-pt jump shot from 7 ft,,14,18
69,1,2:42.0,,Defensive rebound by R. Gobert,14,18
70,1,2:34.0,,G. Hayward makes 2-pt jump shot from 4 ft (assist by A. Burks),14,20
71,1,2:34.0,LA Lakers full timeout,,14,20
72,1,2:34.0,L. Williams enters the game for N. Young,,14,20
73,1,2:34.0,I. Zubac enters the game for T. Black,,14,20
74,1,2:34.0,B. Ingram enters the game for L. Deng,,14,20
75,1,2:34.0,,G. Hill enters the game for A. Burks,14,20
76,1,2:34.0,,J. Johnson enters the game for G. Hayward,14,20
77,1,2:17.0,B. Ingram misses 2-pt layup from 2 ft (block by R. Gobert),,14,20
78,1,2:16.0,,Defensive rebound by G. Hill,14,20
79,1,2:08.0,,T. Lyles misses 3-pt jump shot from 24 ft,14,20
80,1,2:08.0,Defensive rebound by B. Ingram,,14,20
81,1,2:01.0,Turnover by L. Williams (traveling),,14,20
82,1,1:48.0,,Shooting foul by L. Williams (drawn by G. Hill),14,20
83,1,1:48.0,,G. Hill makes free throw 1 of 2,14,21
84,1,1:48.0,,G. Hill misses free throw 2 of 2,14,21
85,1,1:48.0,,D. Favors enters the game for R. Gobert,14,21
86,1,1:47.0,Defensive rebound by I. Zubac,,14,21
87,1,1:25.0,B. Ingram misses 2-pt jump shot from 15 ft,,14,21
88,1,1:24.0,,Defensive rebound by T. Lyles,14,21
89,1,1:03.0,,T. Lyles misses 2-pt jump shot from 4 ft,14,21
90,1,1:02.0,Defensive rebound by J. Clarkson,,14,21
91,1,0:50.0,J. Clarkson misses 2-pt layup from 3 ft,,14,21
92,1,0:50.0,Offensive rebound by I. Zubac,,14,21
93,1,0:48.0,I. Zubac misses 2-pt layup from 2 ft,,14,21
94,1,0:47.0,,Defensive rebound by J. Johnson,14,21
95,1,0:33.0,,J. Johnson makes 2-pt jump shot from 17 ft,14,23
96,1,0:12.0,I. Zubac makes 2-pt layup from 2 ft (assist by L. Williams),,16,23
97,1,0:00.0,,D. Favors misses 2-pt jump shot from 12 ft,16,23
98,1,0:00.0,,Offensive rebound by Team,16,23
99,2,11:37.0,J. Clarkson misses 3-pt jump shot from 25 ft,,16,23
100,2,11:36.0,,Defensive rebound by G. Hill,16,23
101,2,11:19.0,,G. Hill misses 2-pt layup from 2 ft,16,23
102,2,11:18.0,Defensive rebound by B. Ingram,,16,23
103,2,11:13.0,Shooting foul by J. Johnson (drawn by L. Williams),,16,23
104,2,11:13.0,L. Williams makes free throw 1 of 2,,17,23
105,2,11:13.0,,B. Diaw enters the game for T. Lyles,17,23
106,2,11:13.0,L. Williams makes free throw 2 of 2,,18,23
107,2,11:04.0,,Personal foul by L. Williams,18,23
108,2,10:53.0,,G. Hill misses 2-pt jump shot from 12 ft,18,23
109,2,10:53.0,Defensive rebound by I. Zubac,,18,23
110,2,10:32.0,Turnover by J. Clarkson (bad pass; steal by G. Hill),,18,23
111,2,10:21.0,,G. Hill misses 2-pt layup from 3 ft,18,23
112,2,10:20.0,Defensive rebound by L. Williams,,18,23
113,2,10:14.0,J. Clarkson misses 2-pt jump shot from 4 ft,,18,23
114,2,10:13.0,,Defensive rebound by R. Hood,18,23
115,2,10:06.0,,R. Hood misses 3-pt jump shot from 24 ft,18,23
116,2,10:05.0,Defensive rebound by L. Nance,,18,23
117,2,9:57.0,Shooting foul by J. Johnson (drawn by L. Williams),,18,23
118,2,9:57.0,L. Williams makes free throw 1 of 2,,19,23
119,2,9:57.0,,R. Gobert enters the game for D. Favors,19,23
120,2,9:57.0,,A. Burks enters the game for G. Hill,19,23
121,2,9:57.0,L. Williams makes free throw 2 of 2,,20,23
122,2,9:41.0,,Personal foul by L. Nance (drawn by B. Diaw),20,23
123,2,9:34.0,,A. Burks misses 2-pt jump shot from 18 ft,20,23
124,2,9:33.0,,Offensive rebound by R. Gobert,20,23
125,2,9:31.0,,R. Gobert makes 2-pt layup from 2 ft,20,25
126,2,9:13.0,I. Zubac makes 2-pt layup from 2 ft (assist by L. Nance),,22,25
127,2,8:49.0,,J. Johnson makes 2-pt jump shot from 8 ft,22,27
128,2,8:30.0,J. Clarkson misses 2-pt jump shot from 19 ft,,22,27
129,2,8:29.0,Offensive rebound by L. Nance,,22,27
130,2,8:26.0,Shooting foul by A. Burks (drawn by L. Williams),,22,27
131,2,8:26.0,LA Lakers full timeout,,22,27
132,2,8:26.0,L. Williams makes free throw 1 of 3,,23,27
133,2,8:26.0,L. Williams makes free throw 2 of 3,,24,27
134,2,8:26.0,,J. Ingles enters the game for R. Hood,22,27
135,2,8:26.0,L. Williams makes free throw 3 of 3,,25,27
136,2,8:04.0,,Turnover by B. Diaw (bad pass; steal by B. Ingram),25,27
137,2,7:56.0,L. Nance makes 2-pt layup from 3 ft (assist by I. Zubac),,27,27
138,2,7:32.0,,J. Johnson misses 3-pt jump shot from 24 ft,27,27
139,2,7:32.0,Defensive rebound by J. Clarkson,,27,27
140,2,7:22.0,I. Zubac makes 2-pt jump shot from 9 ft (assist by J. Clarkson),,29,27
141,2,7:08.0,,Def 3 sec tech foul by I. Zubac,29,27
142,2,7:08.0,,J. Johnson makes technical free throw,29,28
143,2,7:08.0,,G. Hayward enters the game for J. Johnson,29,28
144,2,7:07.0,,Personal foul by L. Nance (drawn by B. Diaw),29,28
145,2,6:58.0,,A. Burks makes 3-pt jump shot from 23 ft (assist by B. Diaw),29,31
146,2,6:44.0,Offensive foul by L. Nance (drawn by B. Diaw),,29,31
147,2,6:44.0,Turnover by L. Nance (offensive foul),,29,31
148,2,6:44.0,Violation by Team (jump ball),,29,31
149,2,6:44.0,T. Black enters the game for L. Nance,,29,31
150,2,6:32.0,,B. Diaw misses 2-pt jump shot from 7 ft,29,31
151,2,6:31.0,,Offensive rebound by R. Gobert,29,31
152,2,6:30.0,,R. Gobert makes 2-pt dunk at rim,29,33
153,2,6:28.0,LA Lakers full timeout,,29,33
154,2,6:13.0,Turnover by L. Williams (bad pass),,29,33
155,2,5:59.0,,G. Hayward misses 3-pt jump shot from 25 ft,29,33
156,2,5:58.0,Defensive rebound by J. Clarkson,,29,33
157,2,5:51.0,L. Williams makes 2-pt layup from 3 ft (assist by J. Clarkson),,31,33
158,2,5:33.0,,Shooting foul by L. Williams (drawn by A. Burks),31,33
159,2,5:33.0,,A. Burks makes 2-pt layup from 2 ft,31,35
160,2,5:33.0,,A. Burks misses free throw 1 of 1,31,35
161,2,5:33.0,N. Young enters the game for L. Williams,,31,35
162,2,5:33.0,,R. Hood enters the game for J. Ingles,31,35
163,2,5:32.0,Defensive rebound by I. Zubac,,31,35
164,2,5:19.0,B. Ingram misses 2-pt jump shot from 11 ft,,31,35
165,2,5:18.0,,Defensive rebound by A. Burks,31,35
166,2,5:12.0,,Shooting foul by N. Young (drawn by G. Hayward),31,35
167,2,5:12.0,,G. Hayward makes free throw 1 of 2,31,36
168,2,5:12.0,,G. Hill enters the game for A. Burks,31,36
169,2,5:12.0,L. Deng enters the game for B. Ingram,,31,36
170,2,5:12.0,,G. Hayward makes free throw 2 of 2,31,37
171,2,4:58.0,N. Young misses 3-pt jump shot from 24 ft,,31,37
172,2,4:57.0,,Defensive rebound by R. Hood,31,37
173,2,4:40.0,,B. Diaw misses 3-pt jump shot from 23 ft,31,37
174,2,4:39.0,,Offensive rebound by R. Gobert,31,37
175,2,4:35.0,,G. Hill misses 3-pt jump shot from 25 ft,31,37
176,2,4:35.0,Defensive rebound by Team,,31,37
177,2,4:22.0,I. Zubac makes 2-pt hook shot from 9 ft (assist by T. Black),,33,37
178,2,4:05.0,,Shooting foul by L. Deng (drawn by G. Hayward),33,37
179,2,4:05.0,,G. Hayward makes free throw 1 of 2,33,38
180,2,4:05.0,T. Mozgov enters the game for I. Zubac,,33,38
181,2,4:05.0,,G. Hayward makes free throw 2 of 2,33,39
182,2,3:49.0,T. Mozgov misses 2-pt jump shot from 11 ft,,33,39
183,2,3:48.0,,Defensive rebound by R. Hood,33,39
184,2,3:30.0,,B. Diaw misses 2-pt jump shot from 3 ft (block by T. Black),33,39
185,2,3:30.0,Defensive rebound by T. Mozgov,,33,39
186,2,3:21.0,T. Black misses 2-pt dunk at rim,,33,39
187,2,3:20.0,,Defensive rebound by G. Hill,33,39
188,2,3:13.0,,B. Diaw makes 2-pt layup from 2 ft (assist by G. Hayward),33,41
189,2,2:54.0,J. Clarkson makes 2-pt jump shot from 9 ft,,35,41
190,2,2:49.0,,Utah full timeout,35,41
191,2,2:49.0,,D. Favors enters the game for B. Diaw,35,41
192,2,2:36.0,,G. Hayward misses 2-pt jump shot from 7 ft,35,41
193,2,2:36.0,Defensive rebound by T. Black,,35,41
194,2,2:27.0,Personal foul by R. Hood (drawn by N. Young),,35,41
195,2,2:19.0,T. Mozgov makes 2-pt jump shot from 21 ft (assist by T. Black),,37,41
