,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
0,1,11:48.0,Personal foul by E. Bledsoe (drawn by T. Parker),,0,0
1,1,11:37.0,L. Aldridge makes 2-pt jump shot from 12 ft,,2,0
2,1,11:26.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),2,3
3,1,11:09.0,L. Aldridge misses 2-pt jump shot from 15 ft,,2,3
4,1,11:05.0,,Defensive rebound by T. Warren,2,3
5,1,10:58.0,,D. Booker misses 3-pt jump shot from 25 ft,2,3
6,1,10:56.0,,Offensive rebound by T. Chandler,2,3
7,1,10:51.0,,T. Warren makes 2-pt jump shot from 14 ft (assist by T. Chandler),2,5
8,1,10:32.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by K. Leonard),,4,5
9,1,10:26.0,,Turnover by D. Booker (back court),4,5
10,1,10:09.0,Personal foul by D. Booker (drawn by D. Green),,4,5
11,1,10:02.0,P. Gasol misses 2-pt jump shot from 18 ft,,4,5
12,1,10:00.0,,Defensive rebound by M. Chriss,4,5
13,1,9:56.0,,E. Bledsoe makes 2-pt jump shot from 21 ft,4,7
14,1,9:41.0,T. Parker misses 2-pt jump shot from 19 ft,,4,7
15,1,9:37.0,,Defensive rebound by T. Chandler,4,7
16,1,9:28.0,,M. Chriss misses 3-pt jump shot from 25 ft,4,7
17,1,9:26.0,,Offensive rebound by M. Chriss,4,7
18,1,9:25.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Chriss),4,9
19,1,9:25.0,San Antonio full timeout,,4,9
20,1,9:11.0,Turnover by P. Gasol (bad pass; steal by M. Chriss),,4,9
21,1,9:09.0,,Shooting foul by D. Green (drawn by D. Booker),4,9
22,1,9:09.0,,D. Booker makes free throw 1 of 2,4,10
23,1,9:09.0,K. Anderson enters the game for K. Leonard,,4,10
24,1,9:09.0,D. Lee enters the game for L. Aldridge,,4,10
25,1,9:09.0,J. Simmons enters the game for P. Gasol,,4,10
26,1,9:09.0,M. Ginóbili enters the game for D. Green,,4,10
27,1,9:09.0,D. Bertāns enters the game for T. Parker,,4,10
28,1,9:09.0,,D. Booker makes free throw 2 of 2,4,11
29,1,8:59.0,J. Simmons makes 2-pt layup from 3 ft,,6,11
30,1,8:53.0,,D. Booker misses 2-pt jump shot from 19 ft,6,11
31,1,8:53.0,,Offensive rebound by Team,6,11
32,1,8:53.0,,Personal foul by D. Lee (drawn by M. Chriss),6,11
33,1,8:53.0,D. Dedmon enters the game for D. Bertāns,,6,11
34,1,8:47.0,Loose ball foul by D. Dedmon (drawn by M. Chriss),,6,11
35,1,8:35.0,,M. Chriss misses 3-pt jump shot from 25 ft,6,11
