,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
0,1,11:38.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,0,0
1,1,11:36.0,Defensive rebound by J. Crowder,,0,0
2,1,11:13.0,A. Bradley makes 2-pt layup from 3 ft,,2,0
3,1,10:52.0,,D. Rose makes 2-pt jump shot from 5 ft,2,2
4,1,10:35.0,J. Crowder misses 3-pt jump shot from 25 ft,,2,2
5,1,10:33.0,,Defensive rebound by J. Noah,2,2
6,1,10:18.0,,Turnover by K. Porziņģis (lost ball; steal by A. Bradley),2,2
7,1,10:10.0,A. Horford makes 2-pt hook shot from 4 ft,,4,2
8,1,9:57.0,,C. Lee makes 2-pt jump shot from 22 ft,4,4
9,1,9:43.0,I. Thomas misses 3-pt jump shot from 24 ft,,4,4
10,1,9:40.0,Offensive rebound by A. Horford,,4,4
11,1,9:38.0,A. Bradley misses 2-pt jump shot from 23 ft,,4,4
12,1,9:36.0,,Defensive rebound by Team,4,4
13,1,9:36.0,Loose ball foul by A. Johnson (drawn by K. Porziņģis),,4,4
14,1,9:18.0,,C. Anthony misses 2-pt jump shot from 14 ft,4,4
15,1,9:16.0,Defensive rebound by A. Bradley,,4,4
16,1,9:11.0,Personal foul by C. Lee (drawn by I. Thomas),,4,4
17,1,9:02.0,A. Horford makes 2-pt layup from 2 ft,,6,4
18,1,8:46.0,,K. Porziņģis makes 2-pt jump shot from 12 ft,6,6
19,1,8:30.0,Turnover by A. Bradley (bad pass; steal by K. Porziņģis),,6,6
20,1,8:24.0,,D. Rose makes 2-pt jump shot from 5 ft,6,8
21,1,8:10.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by A. Johnson),,9,8
22,1,7:59.0,,J. Noah makes 2-pt hook shot from 5 ft,9,10
23,1,7:59.0,,Shooting foul by A. Johnson (drawn by J. Noah),9,10
24,1,7:59.0,,J. Noah misses free throw 1 of 1,9,10
25,1,7:58.0,Defensive rebound by J. Crowder,,9,10
26,1,7:47.0,I. Thomas misses 3-pt jump shot from 25 ft,,9,10
27,1,7:45.0,,Defensive rebound by K. Porziņģis,9,10
28,1,7:37.0,,Turnover by K. Porziņģis (bad pass; steal by A. Johnson),9,10
29,1,7:33.0,A. Johnson misses 2-pt layup from 3 ft,,9,10
30,1,7:32.0,,Defensive rebound by D. Rose,9,10
31,1,7:25.0,,Turnover by K. Porziņģis (bad pass),9,10
32,1,7:09.0,A. Bradley misses 2-pt jump shot from 17 ft,,9,10
33,1,7:07.0,,Defensive rebound by K. Porziņģis,9,10
34,1,6:54.0,,C. Lee makes 2-pt jump shot from 16 ft,9,12
35,1,6:29.0,I. Thomas makes 2-pt layup from 2 ft,,11,12
36,1,6:27.0,,New York full timeout,11,12
37,1,6:27.0,J. Jerebko enters the game for A. Johnson,,11,12
38,1,6:02.0,,C. Anthony misses 2-pt jump shot from 12 ft,11,12
39,1,6:00.0,Defensive rebound by A. Horford,,11,12
40,1,5:54.0,J. Jerebko misses 3-pt jump shot from 25 ft,,11,12
41,1,5:52.0,,Defensive rebound by J. Noah,11,12
42,1,5:39.0,,J. Noah makes 2-pt jump shot from 4 ft (assist by K. Porziņģis),11,14
43,1,5:24.0,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),,13,14
44,1,5:14.0,,D. Rose misses 2-pt jump shot from 6 ft,13,14
45,1,5:13.0,,Offensive rebound by D. Rose,13,14
46,1,5:11.0,,K. O'Quinn enters the game for J. Noah,13,14
47,1,5:11.0,,L. Thomas enters the game for K. Porziņģis,13,14
48,1,5:04.0,,D. Rose makes 2-pt jump shot from 6 ft,13,16
49,1,4:47.0,A. Horford makes 2-pt dunk at rim (assist by I. Thomas),,15,16
50,1,4:34.0,,C. Anthony misses 3-pt jump shot from 25 ft,15,16
51,1,4:33.0,,Offensive rebound by L. Thomas,15,16
52,1,4:32.0,,L. Thomas misses 2-pt layup from 2 ft,15,16
53,1,4:30.0,Defensive rebound by I. Thomas,,15,16
54,1,4:22.0,I. Thomas misses 2-pt layup from 2 ft (block by C. Lee),,15,16
55,1,4:21.0,Offensive rebound by Team,,15,16
56,1,4:21.0,M. Smart enters the game for I. Thomas,,15,16
57,1,4:13.0,M. Smart misses 2-pt jump shot from 14 ft,,15,16
58,1,4:11.0,,Defensive rebound by K. O'Quinn,15,16
59,1,3:58.0,,K. O'Quinn makes 2-pt jump shot from 15 ft,15,18
60,1,3:41.0,J. Jerebko misses 3-pt jump shot from 25 ft,,15,18
61,1,3:40.0,,Defensive rebound by Team,15,18
62,1,3:27.0,,L. Thomas misses 3-pt jump shot from 24 ft,15,18
63,1,3:27.0,Defensive rebound by Team,,15,18
64,1,3:13.0,A. Horford misses 3-pt jump shot from 24 ft,,15,18
65,1,3:11.0,Offensive rebound by A. Horford,,15,18
66,1,3:01.0,J. Jerebko misses 2-pt jump shot from 4 ft (block by C. Anthony),,15,18
67,1,2:58.0,Offensive rebound by A. Horford,,15,18
68,1,2:52.0,M. Smart misses 3-pt jump shot from 24 ft,,15,18
69,1,2:50.0,,Defensive rebound by C. Anthony,15,18
70,1,2:48.0,,Turnover by C. Anthony (bad pass; steal by A. Bradley),15,18
71,1,2:41.0,M. Smart makes 2-pt layup from 2 ft (assist by J. Crowder),,17,18
72,1,2:23.0,,Shooting foul by J. Crowder (drawn by C. Anthony),17,18
73,1,2:23.0,Boston full timeout,,17,18
74,1,2:23.0,,C. Anthony makes free throw 1 of 2,17,19
75,1,2:23.0,J. Brown enters the game for J. Crowder,,17,18
76,1,2:23.0,K. Olynyk enters the game for A. Horford,,17,18
77,1,2:23.0,,J. Holiday enters the game for C. Lee,17,18
78,1,2:23.0,,B. Jennings enters the game for D. Rose,17,18
79,1,2:23.0,,C. Anthony makes free throw 2 of 2,17,20
80,1,2:11.0,Personal foul by L. Thomas (drawn by K. Olynyk),,17,20
81,1,1:59.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),,20,20
82,1,1:36.0,,Shooting foul by M. Smart (drawn by C. Anthony),20,20
83,1,1:36.0,,C. Anthony makes free throw 1 of 2,20,21
84,1,1:36.0,,C. Anthony makes free throw 2 of 2,20,22
85,1,1:19.0,A. Bradley misses 2-pt jump shot from 18 ft,,20,22
86,1,1:17.0,,Defensive rebound by K. O'Quinn,20,22
87,1,1:07.0,,Turnover by K. O'Quinn (bad pass; steal by J. Jerebko),20,22
88,1,1:04.0,Personal foul by J. Holiday (drawn by J. Brown),,20,22
89,1,0:55.0,Shooting foul by B. Jennings (drawn by M. Smart),,20,22
90,1,0:55.0,M. Smart makes free throw 1 of 2,,21,22
91,1,0:55.0,M. Smart makes free throw 2 of 2,,22,22
92,1,0:44.0,,C. Anthony misses 2-pt jump shot from 15 ft,22,22
93,1,0:42.0,,Offensive rebound by L. Thomas,22,22
94,1,0:42.0,,L. Thomas makes 2-pt layup from 3 ft,22,24
95,1,0:42.0,,Shooting foul by J. Jerebko (drawn by L. Thomas),22,24
96,1,0:42.0,I. Thomas enters the game for A. Bradley,,22,24
97,1,0:42.0,,K. Porziņģis enters the game for C. Anthony,22,24
98,1,0:42.0,,L. Thomas makes free throw 1 of 1,22,25
99,1,0:35.0,Turnover by I. Thomas (lost ball; steal by B. Jennings),,22,25
100,1,0:25.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by L. Thomas),22,28
101,1,0:01.0,Turnover by Team (bad pass),,22,28
102,1,0:01.0,A. Johnson enters the game for I. Thomas,,22,28
103,1,0:01.0,,Turnover by K. O'Quinn (bad pass; steal by M. Smart),22,28
104,2,11:37.0,M. Smart makes 2-pt jump shot from 13 ft,,24,28
105,2,11:15.0,,Turnover by J. Holiday (bad pass),24,28
106,2,11:03.0,K. Olynyk misses 3-pt jump shot from 25 ft,,24,28
107,2,11:01.0,,Defensive rebound by B. Jennings,24,28
108,2,10:59.0,,Turnover by B. Jennings (bad pass),24,28
109,2,10:44.0,K. Olynyk misses 2-pt jump shot from 4 ft,,24,28
110,2,10:42.0,,Defensive rebound by K. O'Quinn,24,28
111,2,10:31.0,,K. Porziņģis makes 2-pt jump shot from 6 ft,24,30
112,2,10:12.0,I. Thomas makes 2-pt jump shot from 14 ft (assist by M. Smart),,26,30
113,2,10:00.0,,B. Jennings misses 2-pt jump shot from 12 ft,26,30
114,2,9:58.0,Defensive rebound by J. Brown,,26,30
115,2,9:47.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by M. Smart),,29,30
116,2,9:30.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by B. Jennings),29,32
117,2,9:14.0,I. Thomas misses 3-pt jump shot from 24 ft,,29,32
118,2,9:12.0,,Defensive rebound by B. Jennings,29,32
119,2,9:06.0,,K. O'Quinn misses 2-pt jump shot from 11 ft,29,32
120,2,9:04.0,,Offensive rebound by K. Porziņģis,29,32
121,2,9:04.0,,K. Porziņģis makes 2-pt layup from 1 ft,29,34
122,2,8:47.0,Turnover by M. Smart (lost ball; steal by B. Jennings),,29,34
123,2,8:32.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,29,34
124,2,8:30.0,Defensive rebound by J. Brown,,29,34
125,2,8:26.0,J. Brown misses 2-pt jump shot from 6 ft,,29,34
126,2,8:24.0,,Defensive rebound by K. Porziņģis,29,34
127,2,8:14.0,,J. Holiday misses 3-pt jump shot from 24 ft,29,34
128,2,8:12.0,Defensive rebound by K. Olynyk,,29,34
129,2,8:06.0,Personal foul by L. Thomas (drawn by K. Olynyk),,29,34
130,2,8:06.0,Official timeout,,29,34
131,2,8:06.0,,W. Hernangómez enters the game for K. O'Quinn,29,34
132,2,8:06.0,,M. Kuzminskas enters the game for L. Thomas,29,34
133,2,8:06.0,G. Green enters the game for J. Brown,,29,34
134,2,7:52.0,I. Thomas misses 3-pt jump shot from 24 ft,,29,34
135,2,7:50.0,Offensive rebound by A. Johnson,,29,34
136,2,7:39.0,G. Green makes 2-pt jump shot from 7 ft,,31,34
137,2,7:22.0,,Shooting foul by K. Olynyk (drawn by J. Holiday),31,34
138,2,7:22.0,,J. Holiday makes free throw 1 of 3,31,35
139,2,7:22.0,,J. Holiday makes free throw 2 of 3,31,36
140,2,7:22.0,,D. Rose enters the game for B. Jennings,31,36
141,2,7:22.0,A. Horford enters the game for K. Olynyk,,31,36
142,2,7:22.0,,J. Holiday makes free throw 3 of 3,31,37
143,2,7:06.0,A. Horford makes 2-pt hook shot from 8 ft,,33,37
144,2,6:49.0,,Offensive foul by K. Porziņģis (drawn by M. Smart),33,37
145,2,6:49.0,,Turnover by K. Porziņģis (offensive foul),33,37
146,2,6:49.0,,C. Lee enters the game for J. Holiday,33,37
147,2,6:28.0,M. Smart misses 3-pt jump shot from 24 ft,,33,37
148,2,6:25.0,Offensive rebound by G. Green,,33,37
149,2,6:23.0,G. Green misses 3-pt jump shot from 26 ft,,33,37
150,2,6:21.0,Offensive rebound by M. Smart,,33,37
151,2,6:15.0,Boston full timeout,,33,37
152,2,6:15.0,J. Crowder enters the game for I. Thomas,,33,37
153,2,6:15.0,,C. Anthony enters the game for M. Kuzminskas,33,37
154,2,6:07.0,A. Horford misses 3-pt jump shot from 25 ft,,33,37
155,2,6:05.0,Offensive rebound by A. Johnson,,33,37
156,2,5:59.0,G. Green misses 2-pt jump shot from 14 ft,,33,37
157,2,5:57.0,,Defensive rebound by C. Anthony,33,37
158,2,5:46.0,,Turnover by D. Rose (bad pass; steal by A. Horford),33,37
159,2,5:32.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Smart),,36,37
160,2,5:23.0,,D. Rose misses 2-pt jump shot from 4 ft,36,37
161,2,5:21.0,Defensive rebound by G. Green,,36,37
162,2,5:14.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by G. Green),,39,37
163,2,4:57.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,39,37
164,2,4:55.0,Defensive rebound by A. Johnson,,39,37
165,2,4:38.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by A. Horford),,42,37
166,2,4:38.0,,New York full timeout,42,37
167,2,4:38.0,,J. Noah enters the game for W. Hernangómez,42,37
168,2,4:22.0,,Shooting foul by J. Crowder (drawn by D. Rose),42,37
169,2,4:22.0,,D. Rose makes free throw 1 of 2,42,38
170,2,4:22.0,,D. Rose makes free throw 2 of 2,42,39
171,2,4:05.0,M. Smart misses 2-pt jump shot from 6 ft,,42,39
172,2,4:03.0,Offensive rebound by G. Green,,42,39
173,2,3:49.0,G. Green misses 2-pt jump shot from 15 ft,,42,39
174,2,3:47.0,Offensive rebound by A. Johnson,,42,39
175,2,3:45.0,J. Crowder misses 3-pt jump shot from 25 ft,,42,39
176,2,3:43.0,,Defensive rebound by D. Rose,42,39
177,2,3:37.0,,C. Lee misses 2-pt jump shot from 15 ft,42,39
178,2,3:35.0,Defensive rebound by J. Crowder,,42,39
179,2,3:24.0,A. Horford makes 3-pt jump shot from 24 ft (assist by A. Johnson),,45,39
180,2,3:03.0,,C. Anthony misses 2-pt jump shot from 5 ft,45,39
181,2,3:01.0,Defensive rebound by G. Green,,45,39
182,2,2:52.0,G. Green makes 3-pt jump shot from 25 ft (assist by A. Horford),,48,39
183,2,2:37.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by D. Rose),48,42
184,2,2:08.0,M. Smart makes 3-pt jump shot from 23 ft,,51,42
185,2,1:55.0,,D. Rose makes 2-pt layup from 3 ft,51,44
186,2,1:54.0,Boston full timeout,,51,44
187,2,1:54.0,I. Thomas enters the game for M. Smart,,51,44
188,2,1:54.0,A. Bradley enters the game for G. Green,,51,44
189,2,1:36.0,A. Johnson makes 2-pt hook shot from 4 ft (assist by A. Horford),,53,44
190,2,1:27.0,,D. Rose makes 2-pt layup from 2 ft,53,46
191,2,1:27.0,,Shooting foul by A. Bradley (drawn by D. Rose),53,46
192,2,1:27.0,,D. Rose misses free throw 1 of 1,53,46
193,2,1:26.0,Defensive rebound by J. Crowder,,53,46
194,2,1:08.0,A. Bradley misses 2-pt jump shot from 3 ft (block by K. Porziņģis),,53,46
195,2,1:05.0,,Defensive rebound by J. Noah,53,46
196,2,0:47.0,,C. Lee misses 3-pt jump shot from 23 ft,53,46
197,2,0:44.0,Defensive rebound by A. Bradley,,53,46
198,2,0:36.0,Personal foul by J. Noah (drawn by I. Thomas),,53,46
199,2,0:27.0,Shooting foul by C. Lee (drawn by A. Johnson),,53,46
200,2,0:27.0,A. Johnson misses free throw 1 of 2,,53,46
201,2,0:27.0,Offensive rebound by Team,,53,46
202,2,0:27.0,,Technical foul by C. Lee,53,46
203,2,0:27.0,I. Thomas makes technical free throw,,54,46
204,2,0:27.0,M. Smart enters the game for J. Crowder,,53,46
205,2,0:27.0,A. Johnson makes free throw 2 of 2,,55,46
206,2,0:27.0,,New York full timeout,55,46
207,2,0:05.0,,K. Porziņģis makes 2-pt dunk at rim,55,48
208,2,0:02.0,Shooting foul by D. Rose (drawn by M. Smart),,55,48
209,2,0:02.0,M. Smart makes free throw 1 of 2,,56,48
210,2,0:02.0,M. Smart misses free throw 2 of 2,,56,48
211,2,0:01.0,,Defensive rebound by C. Anthony,56,48
212,2,0:00.0,,C. Anthony misses 3-pt jump shot from 80 ft,56,48
213,2,0:00.0,,Offensive rebound by Team,56,48
214,3,11:40.0,A. Johnson makes 2-pt layup from 2 ft (assist by A. Bradley),,58,48
215,3,11:18.0,,C. Anthony misses 2-pt layup from 3 ft,58,48
216,3,11:17.0,,Offensive rebound by C. Anthony,58,48
217,3,11:15.0,,C. Anthony misses 2-pt layup from 2 ft,58,48
218,3,11:14.0,,Offensive rebound by C. Anthony,58,48
219,3,11:14.0,,Shooting foul by A. Johnson (drawn by C. Anthony),58,48
220,3,11:14.0,,C. Anthony makes free throw 1 of 2,58,49
221,3,11:14.0,,C. Anthony makes free throw 2 of 2,58,50
222,3,11:04.0,J. Crowder misses 3-pt jump shot from 25 ft,,58,50
223,3,11:02.0,,Defensive rebound by J. Noah,58,50
224,3,10:54.0,,Shooting foul by A. Johnson (drawn by J. Noah),58,50
225,3,10:54.0,,J. Noah makes free throw 1 of 2,58,51
226,3,10:54.0,,J. Noah makes free throw 2 of 2,58,52
227,3,10:42.0,A. Bradley makes 2-pt hook shot from 4 ft (assist by A. Johnson),,60,52
228,3,10:28.0,,C. Anthony misses 2-pt jump shot from 19 ft,60,52
229,3,10:27.0,Defensive rebound by A. Bradley,,60,52
