,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:47.0,D. Jordan misses 2-pt hook shot from 2 ft,,0,0
1,1,11:46.0,,Defensive rebound by K. Anderson,0,0
2,1,11:36.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Anderson),0,3
3,1,11:10.0,B. Griffin misses 3-pt jump shot from 26 ft,,0,3
4,1,11:09.0,,Defensive rebound by K. Leonard,0,3
5,1,10:59.0,,K. Leonard makes 2-pt dunk at rim,0,5
6,1,10:45.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,0,5
7,1,10:43.0,,Defensive rebound by P. Gasol,0,5
8,1,10:36.0,,L. Aldridge makes 3-pt jump shot from 24 ft (assist by K. Leonard),0,8
9,1,10:36.0,LA Clippers full timeout,,0,8
10,1,10:18.0,D. Jordan misses 2-pt layup at rim (block by P. Gasol),,0,8
11,1,10:16.0,,Defensive rebound by P. Mills,0,8
12,1,10:03.0,,P. Gasol misses 3-pt jump shot from 23 ft,0,8
13,1,10:02.0,Defensive rebound by J. Redick,,0,8
14,1,9:48.0,L. Mbah a Moute makes 2-pt dunk at rim (assist by C. Paul),,2,8
15,1,9:34.0,,K. Leonard misses 2-pt layup from 2 ft,2,8
16,1,9:33.0,Defensive rebound by D. Jordan,,2,8
17,1,9:24.0,J. Redick makes 2-pt layup from 2 ft (assist by B. Griffin),,4,8
18,1,9:24.0,Shooting foul by L. Aldridge (drawn by J. Redick),,4,8
19,1,9:24.0,J. Redick makes free throw 1 of 1,,5,8
20,1,9:16.0,,Personal foul by C. Paul,5,8
21,1,9:12.0,,K. Leonard makes 2-pt jump shot from 20 ft (assist by P. Mills),5,10
22,1,8:58.0,J. Redick misses 2-pt jump shot from 22 ft,,5,10
23,1,8:56.0,,Defensive rebound by P. Gasol,5,10
24,1,8:50.0,,K. Leonard misses 3-pt jump shot from 26 ft,5,10
25,1,8:49.0,Defensive rebound by B. Griffin,,5,10
26,1,8:36.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,7,10
27,1,8:21.0,,K. Leonard misses 2-pt jump shot from 20 ft,7,10
28,1,8:21.0,Defensive rebound by Team,,7,10
29,1,8:16.0,Personal foul by K. Anderson (drawn by C. Paul),,7,10
30,1,7:55.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by C. Paul),,9,10
31,1,7:37.0,,L. Aldridge misses 2-pt jump shot from 15 ft,9,10
32,1,7:36.0,Defensive rebound by C. Paul,,9,10
33,1,7:23.0,L. Mbah a Moute makes 3-pt jump shot from 22 ft (assist by D. Jordan),,12,10
34,1,7:10.0,,P. Mills misses 2-pt jump shot from 19 ft,12,10
35,1,7:09.0,Defensive rebound by C. Paul,,12,10
36,1,7:03.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,14,10
37,1,6:46.0,,L. Aldridge misses 2-pt jump shot from 14 ft,14,10
38,1,6:45.0,Defensive rebound by D. Jordan,,14,10
39,1,6:35.0,D. Jordan makes 2-pt hook shot from 4 ft,,16,10
40,1,6:35.0,,San Antonio full timeout,16,10
41,1,6:35.0,,M. Ginóbili enters the game for K. Anderson,16,10
42,1,6:17.0,,Personal foul by D. Jordan (drawn by P. Gasol),16,10
43,1,6:11.0,,K. Leonard misses 2-pt jump shot from 18 ft,16,10
44,1,6:10.0,Defensive rebound by C. Paul,,16,10
45,1,6:04.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,18,10
46,1,6:00.0,,San Antonio full timeout,18,10
47,1,6:00.0,,J. Simmons enters the game for K. Leonard,18,10
48,1,6:00.0,J. Crawford enters the game for L. Mbah a Moute,,18,10
49,1,5:53.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by P. Mills),18,12
50,1,5:33.0,D. Jordan misses 2-pt layup from 2 ft,,18,12
51,1,5:31.0,Offensive rebound by J. Redick,,18,12
52,1,5:28.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Crawford),,21,12
53,1,5:19.0,,Personal foul by J. Redick (drawn by P. Gasol),21,12
54,1,5:11.0,,Turnover by P. Mills (bad pass; steal by J. Redick),21,12
55,1,4:59.0,Personal foul by P. Gasol (drawn by C. Paul),,21,12
56,1,4:55.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),,24,12
57,1,4:55.0,Shooting foul by L. Aldridge (drawn by J. Redick),,24,12
58,1,4:55.0,,D. Lee enters the game for L. Aldridge,24,12
59,1,4:55.0,,D. Dedmon enters the game for P. Gasol,24,12
60,1,4:55.0,J. Redick makes free throw 1 of 1,,25,12
61,1,4:39.0,,Turnover by J. Simmons (lost ball; steal by J. Redick),25,12
62,1,4:36.0,B. Griffin makes 2-pt dunk at rim,,27,12
63,1,4:36.0,Shooting foul by P. Mills (drawn by B. Griffin),,27,12
64,1,4:36.0,B. Griffin makes free throw 1 of 1,,28,12
65,1,4:17.0,,P. Mills misses 3-pt jump shot from 26 ft,28,12
66,1,4:16.0,Defensive rebound by D. Jordan,,28,12
67,1,3:59.0,A. Rivers enters the game for J. Redick,,28,12
68,1,3:59.0,,N. Laprovíttola enters the game for P. Mills,28,12
69,1,3:55.0,J. Crawford misses 2-pt jump shot from 24 ft,,28,12
70,1,3:54.0,,Defensive rebound by J. Simmons,28,12
71,1,3:51.0,,Turnover by D. Dedmon (offensive foul),28,12
72,1,3:51.0,,Offensive foul by D. Dedmon (drawn by A. Rivers),28,12
73,1,3:37.0,A. Rivers misses 2-pt jump shot from 7 ft,,28,12
74,1,3:37.0,,Defensive rebound by M. Ginóbili,28,12
75,1,3:27.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,28,12
76,1,3:26.0,Defensive rebound by B. Griffin,,28,12
77,1,3:09.0,C. Paul misses 3-pt jump shot from 27 ft,,28,12
78,1,3:08.0,,Defensive rebound by M. Ginóbili,28,12
79,1,3:01.0,,N. Laprovíttola makes 3-pt jump shot from 24 ft (assist by D. Lee),28,15
80,1,2:38.0,B. Griffin makes 2-pt jump shot from 21 ft (assist by C. Paul),,30,15
81,1,2:25.0,,D. Lee misses 2-pt layup from 3 ft (block by D. Jordan),30,15
82,1,2:23.0,Defensive rebound by C. Paul,,30,15
83,1,2:04.0,B. Griffin makes 2-pt jump shot from 12 ft,,32,15
84,1,1:50.0,,M. Ginóbili makes 2-pt layup from 3 ft,32,17
85,1,1:30.0,C. Paul misses 2-pt jump shot from 16 ft,,32,17
86,1,1:30.0,Offensive rebound by B. Griffin,,32,17
87,1,1:30.0,Shooting foul by D. Lee (drawn by B. Griffin),,32,17
88,1,1:30.0,B. Griffin misses free throw 1 of 2,,32,17
89,1,1:30.0,Offensive rebound by Team,,32,17
90,1,1:30.0,R. Felton enters the game for C. Paul,,32,17
91,1,1:30.0,B. Griffin makes free throw 2 of 2,,33,17
92,1,1:22.0,,Shooting foul by A. Rivers (drawn by M. Ginóbili),33,17
