,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
0,1,11:46.0,R. Jackson makes 3-pt jump shot from 24 ft,,3,0
1,1,11:25.0,,D. Waiters makes 2-pt layup from 1 ft,3,2
2,1,11:05.0,A. Drummond misses 2-pt hook shot from 10 ft,,3,2
3,1,11:04.0,,Defensive rebound by Team,3,2
4,1,10:48.0,,D. Waiters misses 2-pt layup from 2 ft,3,2
5,1,10:47.0,Defensive rebound by A. Drummond,,3,2
6,1,10:34.0,J. Leuer makes 2-pt jump shot from 12 ft,,5,2
7,1,10:17.0,,G. Dragić misses 2-pt jump shot from 15 ft,5,2
8,1,10:16.0,Defensive rebound by R. Jackson,,5,2
9,1,10:08.0,Shooting foul by H. Whiteside (drawn by A. Drummond),,5,2
10,1,10:08.0,A. Drummond makes 2-pt hook shot from 8 ft (assist by K. Caldwell-Pope),,7,2
11,1,10:08.0,A. Drummond makes free throw 1 of 1,,8,2
12,1,10:00.0,,Personal foul by M. Morris (drawn by R. McGruder),8,2
13,1,9:49.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by G. Dragić),8,5
14,1,9:31.0,M. Morris makes 2-pt jump shot from 16 ft,,10,5
15,1,9:11.0,,R. McGruder makes 2-pt jump shot from 5 ft,10,7
16,1,9:00.0,Personal foul by D. Waiters (drawn by M. Morris),,10,7
17,1,8:56.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,10,7
18,1,8:54.0,Offensive rebound by A. Drummond,,10,7
19,1,8:53.0,A. Drummond misses 2-pt layup from 1 ft,,10,7
20,1,8:52.0,,Defensive rebound by H. Whiteside,10,7
21,1,8:41.0,,Def 3 sec tech foul by M. Morris,10,7
22,1,8:41.0,,G. Dragić makes technical free throw,10,8
23,1,8:32.0,,R. McGruder makes 3-pt jump shot from 24 ft (assist by D. Waiters),10,11
24,1,8:15.0,M. Morris misses 2-pt jump shot from 5 ft,,10,11
25,1,8:13.0,Offensive rebound by A. Drummond,,10,11
26,1,8:11.0,A. Drummond misses 2-pt layup from 3 ft (block by H. Whiteside),,10,11
27,1,8:10.0,,Defensive rebound by L. Babbitt,10,11
28,1,7:49.0,,H. Whiteside misses 2-pt jump shot from 16 ft,10,11
29,1,7:48.0,,Offensive rebound by L. Babbitt,10,11
