,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
68,1,3:15.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),,31,16
69,1,3:15.0,,Houston full timeout,31,16
70,1,3:15.0,,N. Hilário enters the game for C. Capela,31,16
71,1,2:51.0,,J. Harden misses 3-pt jump shot from 25 ft,31,16
72,1,2:50.0,Defensive rebound by S. Curry,,31,16
73,1,2:44.0,S. Curry makes 2-pt layup from 1 ft,,33,16
74,1,2:28.0,,T. Ariza misses 3-pt jump shot from 23 ft,33,16
75,1,2:28.0,Defensive rebound by S. Curry,,33,16
76,1,2:23.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,33,16
77,1,2:15.0,,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),33,18
78,1,1:52.0,S. Curry misses 3-pt jump shot from 24 ft,,33,18
79,1,1:51.0,,Defensive rebound by J. Harden,33,18
80,1,1:46.0,,L. Williams misses 3-pt jump shot from 25 ft,33,18
81,1,1:44.0,Defensive rebound by D. Green,,33,18
82,1,1:36.0,D. Green misses 3-pt jump shot from 25 ft,,33,18
83,1,1:35.0,,Defensive rebound by S. Dekker,33,18
84,1,1:15.0,,J. Harden misses 2-pt layup at rim,33,18
85,1,1:14.0,Defensive rebound by D. Green,,33,18
86,1,1:07.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,33,18
87,1,1:00.0,,J. Harden misses 3-pt jump shot from 25 ft (block by S. Livingston),33,18
88,1,1:00.0,Defensive rebound by S. Curry,,33,18
89,1,0:58.0,M. Barnes enters the game for D. Green,,33,18
90,1,0:58.0,D. West enters the game for J. McAdoo,,33,18
91,1,0:46.0,A. Iguodala makes 2-pt jump shot from 12 ft,,35,18
92,1,0:29.0,,N. Hilário misses 2-pt jump shot from 7 ft,35,18
93,1,0:28.0,Defensive rebound by M. Barnes,,35,18
94,1,0:10.0,S. Livingston makes 2-pt dunk at rim (assist by D. West),,37,18
95,1,0:04.0,,Personal foul by A. Iguodala (drawn by J. Harden),37,18
96,1,0:04.0,D. Green enters the game for S. Curry,,37,18
97,1,0:04.0,I. Clark enters the game for D. West,,37,18
98,1,0:01.0,,J. Harden makes 2-pt layup from 1 ft,37,20
99,2,11:44.0,K. Thompson misses 3-pt jump shot from 24 ft,,37,20
100,2,11:43.0,,Defensive rebound by S. Dekker,37,20
101,2,11:25.0,,L. Williams makes 2-pt layup from 1 ft (assist by N. Hilário),37,22
102,2,11:03.0,D. West makes 2-pt jump shot from 12 ft,,39,22
103,2,10:51.0,,N. Hilário misses 2-pt layup from 1 ft (block by D. West),39,22
104,2,10:49.0,Defensive rebound by A. Iguodala,,39,22
105,2,10:43.0,Turnover by K. Thompson (traveling),,39,22
106,2,10:25.0,,E. Gordon misses 2-pt layup from 2 ft (block by D. West),39,22
107,2,10:24.0,,Offensive rebound by Team,39,22
108,2,10:17.0,,L. Williams misses 3-pt jump shot from 26 ft,39,22
109,2,10:15.0,,Offensive rebound by Team,39,22
110,2,10:07.0,,L. Williams misses 3-pt jump shot from 24 ft,39,22
111,2,10:06.0,,Offensive rebound by N. Hilário,39,22
112,2,10:05.0,,Shooting foul by D. West (drawn by N. Hilário),39,22
113,2,10:05.0,,N. Hilário misses free throw 1 of 2,39,22
114,2,10:05.0,,Offensive rebound by Team,39,22
115,2,10:05.0,,N. Hilário makes free throw 2 of 2,39,23
116,2,9:54.0,Personal foul by S. Dekker (drawn by A. Iguodala),,39,23
117,2,9:42.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. West),,41,23
118,2,9:28.0,,E. Gordon makes 2-pt layup from 1 ft,41,25
119,2,9:09.0,A. Iguodala misses 3-pt jump shot from 24 ft,,41,25
120,2,9:08.0,,Defensive rebound by L. Williams,41,25
121,2,8:54.0,,S. Dekker misses 2-pt layup at rim,41,25
122,2,8:53.0,Defensive rebound by K. Thompson,,41,25
123,2,8:39.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. West),,44,25
124,2,8:30.0,Official timeout,,44,25
125,2,8:16.0,,L. Williams makes 2-pt layup from 1 ft (assist by N. Hilário),44,27
126,2,7:57.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,47,27
127,2,7:42.0,,E. Gordon misses 2-pt layup at rim,47,27
128,2,7:41.0,Defensive rebound by A. Iguodala,,47,27
129,2,7:32.0,Turnover by I. Clark (step out of bounds),,47,27
130,2,7:25.0,,S. Dekker misses 2-pt layup at rim,47,27
131,2,7:23.0,Defensive rebound by D. West,,47,27
132,2,7:18.0,I. Clark makes 2-pt layup from 1 ft (assist by A. Iguodala),,49,27
133,2,7:06.0,,P. Beverley makes 2-pt layup at rim,49,29
134,2,6:44.0,D. West misses 2-pt layup from 1 ft,,49,29
135,2,6:43.0,,Defensive rebound by S. Dekker,49,29
136,2,6:36.0,,Shooting foul by M. Barnes (drawn by L. Williams),49,29
137,2,6:36.0,,L. Williams makes free throw 1 of 3,49,30
138,2,6:36.0,,L. Williams makes free throw 2 of 3,49,31
139,2,6:36.0,,T. Ariza enters the game for P. Beverley,49,31
140,2,6:36.0,,J. Harden enters the game for S. Dekker,49,31
141,2,6:36.0,,C. Capela enters the game for N. Hilário,49,31
142,2,6:36.0,D. Green enters the game for D. West,,49,31
143,2,6:36.0,Z. Pachulia enters the game for A. Iguodala,,49,31
144,2,6:36.0,,L. Williams makes free throw 3 of 3,49,32
145,2,6:21.0,Turnover by I. Clark (bad pass; steal by T. Ariza),,49,32
146,2,6:13.0,,Shooting block foul by K. Thompson (drawn by C. Capela),49,32
147,2,6:13.0,,C. Capela makes free throw 1 of 2,49,33
148,2,6:13.0,S. Curry enters the game for K. Thompson,,49,33
149,2,6:13.0,S. Livingston enters the game for M. Barnes,,49,33
150,2,6:13.0,,C. Capela makes free throw 2 of 2,49,34
151,2,5:59.0,D. Green misses 3-pt jump shot from 25 ft,,49,34
152,2,5:58.0,,Defensive rebound by Team,49,34
153,2,5:50.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),49,36
154,2,5:50.0,Golden State full timeout,,49,36
155,2,5:35.0,I. Clark misses 3-pt jump shot from 25 ft,,49,36
156,2,5:34.0,,Defensive rebound by J. Harden,49,36
157,2,5:27.0,,Turnover by J. Harden (lost ball; steal by D. Green),49,36
158,2,5:23.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,51,36
159,2,5:09.0,,Personal foul by S. Curry (drawn by E. Gordon),51,36
160,2,5:05.0,,L. Williams misses 3-pt jump shot from 24 ft,51,36
161,2,5:04.0,Defensive rebound by S. Livingston,,51,36
162,2,4:48.0,I. Clark misses 3-pt jump shot from 23 ft,,51,36
163,2,4:48.0,Offensive rebound by Team,,51,36
164,2,4:48.0,,Loose ball foul by C. Capela (drawn by Z. Pachulia),51,36
165,2,4:42.0,Personal foul by T. Ariza (drawn by S. Curry),,51,36
166,2,4:34.0,S. Curry makes 2-pt jump shot from 22 ft (assist by S. Livingston),,53,36
167,2,4:30.0,,Personal foul by S. Livingston (drawn by J. Harden),53,36
168,2,4:30.0,,J. Harden makes free throw 1 of 2,53,37
169,2,4:30.0,,J. Harden makes free throw 2 of 2,53,38
170,2,4:14.0,Turnover by D. Green (bad pass; steal by T. Ariza),,53,38
171,2,4:09.0,,J. Harden makes 2-pt dunk at rim,53,40
172,2,4:09.0,Golden State full timeout,,53,40
173,2,3:56.0,S. Curry misses 3-pt jump shot from 25 ft (block by E. Gordon),,53,40
174,2,3:55.0,Offensive rebound by S. Curry,,53,40
175,2,3:53.0,S. Curry makes 2-pt layup at rim,,55,40
176,2,3:40.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),55,42
177,2,3:21.0,Shooting foul by C. Capela (drawn by S. Curry),,55,42
178,2,3:21.0,S. Curry misses free throw 1 of 2,,55,42
179,2,3:21.0,Offensive rebound by Team,,55,42
180,2,3:21.0,A. Iguodala enters the game for Z. Pachulia,,55,42
181,2,3:21.0,,N. Hilário enters the game for C. Capela,55,42
182,2,3:21.0,K. Thompson enters the game for I. Clark,,55,42
183,2,3:21.0,S. Curry makes free throw 2 of 2,,56,42
184,2,3:08.0,,J. Harden misses 2-pt layup at rim,56,42
185,2,3:08.0,,Offensive rebound by N. Hilário,56,42
186,2,3:07.0,,N. Hilário makes 2-pt layup at rim,56,44
187,2,2:54.0,S. Curry misses 3-pt jump shot from 25 ft,,56,44
188,2,2:51.0,,Defensive rebound by T. Ariza,56,44
189,2,2:42.0,,Turnover by J. Harden (lost ball; steal by K. Thompson),56,44
190,2,2:37.0,S. Curry misses 3-pt jump shot from 24 ft,,56,44
191,2,2:35.0,Offensive rebound by S. Livingston,,56,44
192,2,2:31.0,S. Curry misses 3-pt jump shot from 25 ft,,56,44
193,2,2:30.0,,Defensive rebound by T. Ariza,56,44
194,2,2:22.0,,Shooting foul by S. Livingston (drawn by J. Harden),56,44
195,2,2:22.0,,Houston full timeout,56,44
196,2,2:22.0,,J. Harden makes free throw 1 of 3,56,45
197,2,2:22.0,,J. Harden makes free throw 2 of 3,56,46
198,2,2:22.0,,P. Beverley enters the game for L. Williams,56,44
199,2,2:22.0,M. Barnes enters the game for S. Livingston,,56,44
200,2,2:22.0,,J. Harden makes free throw 3 of 3,56,47
201,2,2:07.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,58,47
202,2,1:43.0,,T. Ariza misses 2-pt jump shot from 22 ft,58,47
203,2,1:42.0,Defensive rebound by K. Thompson,,58,47
204,2,1:30.0,K. Thompson misses 3-pt jump shot from 24 ft,,58,47
205,2,1:29.0,,Defensive rebound by J. Harden,58,47
206,2,1:23.0,,Shooting foul by K. Thompson (drawn by N. Hilário),58,47
207,2,1:23.0,,N. Hilário misses free throw 1 of 2,58,47
208,2,1:23.0,,Offensive rebound by Team,58,47
209,2,1:23.0,,N. Hilário makes free throw 2 of 2,58,48
210,2,1:10.0,Turnover by A. Iguodala (bad pass; steal by T. Ariza),,58,48
211,2,0:52.0,,Shooting foul by S. Curry (drawn by J. Harden),58,48
212,2,0:52.0,,J. Harden makes free throw 1 of 2,58,49
213,2,0:52.0,,J. Harden makes free throw 2 of 2,58,50
214,2,0:35.0,S. Curry misses 3-pt jump shot from 25 ft,,58,50
215,2,0:34.0,Offensive rebound by D. Green,,58,50
216,2,0:33.0,D. Green misses 2-pt layup from 1 ft,,58,50
217,2,0:33.0,Offensive rebound by D. Green,,58,50
218,2,0:33.0,D. Green makes 2-pt layup from 1 ft,,60,50
219,2,0:28.0,,Personal foul by S. Curry (drawn by P. Beverley),60,50
220,2,0:28.0,,P. Beverley makes free throw 1 of 2,60,51
221,2,0:28.0,P. McCaw enters the game for S. Curry,,60,51
222,2,0:28.0,,P. Beverley makes free throw 2 of 2,60,52
223,2,0:19.0,Golden State full timeout,,60,52
224,2,0:19.0,D. West enters the game for M. Barnes,,60,52
225,2,0:03.0,D. Green misses 3-pt jump shot from 34 ft,,60,52
226,2,0:01.0,,Defensive rebound by Team,60,52
227,2,0:01.0,S. Livingston enters the game for K. Thompson,,60,52
228,2,0:01.0,Violation by Team (jump ball),,60,52
229,3,11:42.0,K. Thompson misses 3-pt jump shot from 24 ft,,60,52
230,3,11:41.0,,Defensive rebound by C. Capela,60,52
231,3,11:32.0,,T. Ariza misses 3-pt jump shot from 24 ft,60,52
232,3,11:31.0,Defensive rebound by S. Curry,,60,52
233,3,11:14.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,63,52
234,3,11:03.0,,Turnover by C. Capela (traveling),63,52
235,3,10:52.0,D. Green makes 2-pt layup from 2 ft,,65,52
236,3,10:37.0,,T. Ariza makes 2-pt layup at rim (assist by P. Beverley),65,54
237,3,10:31.0,K. Thompson misses 3-pt jump shot from 25 ft,,65,54
238,3,10:30.0,,Defensive rebound by C. Capela,65,54
239,3,10:20.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),65,57
240,3,10:19.0,Golden State full timeout,,65,57
241,3,10:19.0,M. Barnes enters the game for D. Green,,65,57
242,3,9:55.0,P. McCaw misses 2-pt jump shot from 4 ft,,65,57
243,3,9:54.0,,Defensive rebound by E. Gordon,65,57
244,3,9:49.0,,Personal foul by M. Barnes (drawn by J. Harden),65,57
245,3,9:41.0,,Shooting foul by Z. Pachulia (drawn by T. Ariza),65,57
246,3,9:41.0,,T. Ariza makes free throw 1 of 2,65,58
247,3,9:41.0,,T. Ariza makes free throw 2 of 2,65,59
248,3,9:34.0,Shooting foul by C. Capela (drawn by S. Curry),,65,59
249,3,9:34.0,S. Curry makes free throw 1 of 2,,66,59
250,3,9:34.0,S. Curry makes free throw 2 of 2,,67,59
251,3,9:24.0,,Shooting foul by Z. Pachulia (drawn by C. Capela),67,59
252,3,9:24.0,,C. Capela misses free throw 1 of 2,67,59
253,3,9:24.0,,Offensive rebound by Team,67,59
254,3,9:24.0,,C. Capela makes free throw 2 of 2,67,60
255,3,9:06.0,M. Barnes misses 3-pt jump shot from 26 ft,,67,60
256,3,9:04.0,Offensive rebound by Z. Pachulia,,67,60
257,3,9:00.0,,Violation by C. Capela (kicked ball),67,60
258,3,8:49.0,S. Curry misses 2-pt layup at rim (block by C. Capela),,67,60
259,3,8:49.0,Offensive rebound by Team,,67,60
260,3,8:46.0,M. Barnes misses 3-pt jump shot from 25 ft,,67,60
261,3,8:45.0,,Defensive rebound by E. Gordon,67,60
262,3,8:26.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),67,62
263,3,8:12.0,S. Curry makes 3-pt jump shot from 25 ft,,70,62
264,3,8:04.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),70,64
265,3,7:55.0,Turnover by S. Curry (lost ball; steal by P. Beverley),,70,64
266,3,7:51.0,,P. Beverley makes 2-pt layup from 1 ft,70,66
267,3,7:51.0,Golden State full timeout,,70,66
268,3,7:51.0,J. McGee enters the game for P. McCaw,,70,66
269,3,7:51.0,A. Iguodala enters the game for Z. Pachulia,,70,66
270,3,7:36.0,J. McGee makes 2-pt layup at rim (assist by A. Iguodala),,72,66
271,3,7:12.0,,J. Harden misses 3-pt jump shot from 25 ft,72,66
272,3,7:11.0,,Offensive rebound by J. Harden,72,66
273,3,7:06.0,,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),72,68
274,3,6:52.0,A. Iguodala misses 3-pt jump shot from 23 ft,,72,68
275,3,6:51.0,,Defensive rebound by J. Harden,72,68
276,3,6:45.0,,Turnover by J. Harden (bad pass; steal by S. Curry),72,68
277,3,6:38.0,K. Thompson misses 3-pt jump shot from 25 ft,,72,68
278,3,6:37.0,,Defensive rebound by C. Capela,72,68
279,3,6:26.0,,P. Beverley misses 2-pt jump shot from 7 ft,72,68
280,3,6:25.0,Defensive rebound by K. Thompson,,72,68
281,3,6:09.0,A. Iguodala misses 2-pt jump shot from 19 ft,,72,68
282,3,6:08.0,,Defensive rebound by E. Gordon,72,68
283,3,6:01.0,,Turnover by E. Gordon (lost ball; steal by K. Thompson),72,68
284,3,5:56.0,A. Iguodala makes 2-pt dunk at rim (assist by K. Thompson),,74,68
285,3,5:35.0,,Shooting foul by M. Barnes (drawn by J. Harden),74,68
286,3,5:35.0,,J. Harden makes free throw 1 of 3,74,69
287,3,5:35.0,,J. Harden makes free throw 2 of 3,74,70
288,3,5:35.0,S. Livingston enters the game for M. Barnes,,74,70
289,3,5:35.0,,N. Hilário enters the game for C. Capela,74,70
290,3,5:35.0,,L. Williams enters the game for P. Beverley,74,70
291,3,5:35.0,,J. Harden makes free throw 3 of 3,74,71
292,3,5:17.0,S. Livingston makes 2-pt jump shot from 9 ft (assist by A. Iguodala),,76,71
293,3,5:06.0,,Personal foul by S. Livingston (drawn by N. Hilário),76,71
294,3,5:06.0,,N. Hilário makes free throw 1 of 2,76,72
295,3,5:06.0,,N. Hilário makes free throw 2 of 2,76,73
296,3,4:55.0,Shooting foul by N. Hilário (drawn by S. Curry),,76,73
297,3,4:55.0,S. Curry misses free throw 1 of 2,,76,73
298,3,4:55.0,Offensive rebound by Team,,76,73
299,3,4:55.0,S. Curry makes free throw 2 of 2,,77,73
300,3,4:38.0,,Turnover by N. Hilário (lost ball; steal by S. Curry),77,73
301,3,4:31.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),,80,73
302,3,4:16.0,,Personal foul by S. Curry (drawn by J. Harden),80,73
303,3,4:16.0,,J. Harden makes free throw 1 of 2,80,74
304,3,4:16.0,D. Green enters the game for S. Curry,,80,74
305,3,4:16.0,,S. Dekker enters the game for E. Gordon,80,74
306,3,4:16.0,,J. Harden makes free throw 2 of 2,80,75
307,3,4:01.0,D. Green misses 3-pt jump shot from 25 ft,,80,75
308,3,4:00.0,,Defensive rebound by S. Dekker,80,75
309,3,3:43.0,,N. Hilário misses 2-pt layup from 1 ft (block by J. McGee),80,75
310,3,3:41.0,Defensive rebound by A. Iguodala,,80,75
311,3,3:24.0,K. Thompson misses 2-pt jump shot from 19 ft,,80,75
312,3,3:23.0,,Defensive rebound by T. Ariza,80,75
313,3,3:17.0,,J. Harden misses 3-pt jump shot from 25 ft,80,75
314,3,3:16.0,,Offensive rebound by N. Hilário,80,75
315,3,3:13.0,,N. Hilário misses 2-pt dunk from 2 ft,80,75
316,3,3:13.0,Defensive rebound by S. Livingston,,80,75
317,3,3:02.0,K. Thompson misses 2-pt jump shot from 21 ft,,80,75
318,3,3:01.0,,Defensive rebound by L. Williams,80,75
319,3,2:36.0,,N. Hilário misses 2-pt jump shot from 14 ft,80,75
320,3,2:35.0,Defensive rebound by S. Livingston,,80,75
321,3,2:26.0,Shooting foul by L. Williams (drawn by A. Iguodala),,80,75
322,3,2:26.0,,Houston full timeout,80,75
323,3,2:26.0,A. Iguodala makes free throw 1 of 2,,81,75
324,3,2:26.0,A. Iguodala makes free throw 2 of 2,,82,75
325,3,2:15.0,,Turnover by J. Harden (bad pass),82,75
326,3,1:50.0,Turnover by Team (shot clock),,82,75
327,3,1:43.0,,Turnover by L. Williams (bad pass),82,75
328,3,1:28.0,J. McGee makes 2-pt dunk at rim (assist by D. Green),,84,75
329,3,1:15.0,,J. Harden misses 2-pt layup from 1 ft,84,75
330,3,1:14.0,Defensive rebound by K. Thompson,,84,75
331,3,1:10.0,,Offensive charge foul by S. Livingston (drawn by L. Williams),84,75
332,3,1:10.0,Turnover by S. Livingston (offensive foul),,84,75
333,3,1:02.0,,Turnover by L. Williams (lost ball; steal by S. Livingston),84,75
334,3,0:46.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,86,75
335,3,0:37.0,,S. Dekker misses 3-pt jump shot from 23 ft,86,75
336,3,0:36.0,Defensive rebound by D. Green,,86,75
337,3,0:28.0,A. Iguodala misses 3-pt jump shot from 25 ft,,86,75
338,3,0:26.0,Offensive rebound by J. McGee,,86,75
339,3,0:26.0,J. McGee misses 2-pt hook shot from 10 ft,,86,75
340,3,0:24.0,,Defensive rebound by S. Dekker,86,75
341,3,0:00.0,,S. Dekker misses 3-pt jump shot from 24 ft,86,75
342,3,0:00.0,,Offensive rebound by Team,86,75
343,4,11:36.0,,P. Beverley misses 2-pt jump shot from 10 ft,86,75
344,4,11:35.0,Defensive rebound by D. West,,86,75
345,4,11:19.0,Turnover by S. Curry (bad pass; steal by L. Williams),,86,75
346,4,11:15.0,,L. Williams makes 2-pt dunk at rim,86,77
347,4,11:01.0,S. Curry misses 2-pt jump shot from 14 ft,,86,77
348,4,11:00.0,,Defensive rebound by C. Capela,86,77
349,4,10:51.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by L. Williams),86,80
350,4,10:38.0,A. Iguodala misses 3-pt jump shot from 24 ft,,86,80
351,4,10:37.0,Offensive rebound by Team,,86,80
352,4,10:37.0,,Loose ball foul by S. Dekker (drawn by D. Green),86,80
353,4,10:37.0,,T. Ariza enters the game for S. Dekker,86,80
354,4,10:22.0,Inbound foul by E. Gordon,,86,80
355,4,10:22.0,S. Curry makes free throw 1 of 1,,87,80
356,4,10:18.0,S. Curry makes 2-pt jump shot from 14 ft (assist by A. Iguodala),,89,80
357,4,10:08.0,,Personal block foul by D. Green (drawn by C. Capela),89,80
358,4,9:58.0,,C. Capela makes 2-pt layup from 2 ft (assist by T. Ariza),89,82
359,4,9:36.0,S. Curry makes 2-pt layup from 1 ft (assist by D. West),,91,82
360,4,9:25.0,,L. Williams misses 3-pt jump shot from 24 ft,91,82
361,4,9:24.0,Defensive rebound by D. Green,,91,82
362,4,9:09.0,D. West misses 3-pt jump shot from 23 ft,,91,82
363,4,9:08.0,,Defensive rebound by L. Williams,91,82
364,4,8:55.0,,E. Gordon misses 3-pt jump shot from 23 ft,91,82
365,4,8:52.0,,Offensive rebound by C. Capela,91,82
366,4,8:48.0,,E. Gordon misses 2-pt layup from 1 ft,91,82
367,4,8:47.0,Defensive rebound by D. Green,,91,82
368,4,8:28.0,S. Curry misses 3-pt jump shot from 25 ft,,91,82
369,4,8:27.0,,Defensive rebound by Team,91,82
370,4,8:27.0,Official timeout,,91,82
371,4,8:21.0,,Personal block foul by S. Curry (drawn by P. Beverley),91,82
372,4,8:21.0,K. Thompson enters the game for S. Curry,,91,82
373,4,8:16.0,,P. Beverley misses 3-pt jump shot from 25 ft,91,82
374,4,8:15.0,Defensive rebound by D. West,,91,82
375,4,8:06.0,Personal foul by P. Beverley (drawn by K. Thompson),,91,82
376,4,7:56.0,I. Clark makes 2-pt jump shot from 20 ft (assist by D. West),,93,82
377,4,7:33.0,,C. Capela makes 2-pt layup from 1 ft (assist by T. Ariza),93,84
378,4,7:16.0,,J. Harden enters the game for P. Beverley,93,84
379,4,7:16.0,M. Barnes enters the game for A. Iguodala,,93,84
380,4,7:16.0,S. Livingston enters the game for D. Green,,93,84
381,4,7:16.0,Golden State full timeout,,93,84
382,4,7:11.0,K. Thompson misses 3-pt jump shot from 27 ft,,93,84
383,4,7:10.0,,Defensive rebound by E. Gordon,93,84
384,4,6:47.0,,T. Ariza misses 3-pt jump shot from 23 ft,93,84
385,4,6:47.0,Defensive rebound by Team,,93,84
386,4,6:41.0,Shooting foul by J. Harden (drawn by S. Livingston),,93,84
387,4,6:41.0,S. Livingston makes free throw 1 of 2,,94,84
388,4,6:41.0,S. Livingston makes free throw 2 of 2,,95,84
389,4,6:32.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),95,86
390,4,6:13.0,M. Barnes makes 2-pt jump shot from 22 ft (assist by S. Livingston),,97,86
391,4,6:05.0,,Personal foul by D. West (drawn by J. Harden),97,86
