,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
34,1,6:49.0,M. Chriss misses 3-pt jump shot from 24 ft (block by G. Antetokounmpo),,7,9
35,1,6:47.0,,Defensive rebound by K. Middleton,7,9
36,1,6:46.0,,Personal foul by M. Chriss (drawn by G. Antetokounmpo),7,9
37,1,6:46.0,,Technical foul by G. Antetokounmpo,7,9
38,1,6:46.0,E. Bledsoe misses technical free throw,,7,9
39,1,6:46.0,,Offensive rebound by Team,7,9
40,1,6:37.0,,G. Antetokounmpo makes 2-pt dunk at rim,7,11
41,1,6:18.0,Shooting foul by T. Maker (drawn by A. Len),,7,11
42,1,6:18.0,A. Len makes free throw 1 of 2,,8,11
43,1,6:18.0,A. Len makes free throw 2 of 2,,9,11
44,1,6:04.0,,K. Middleton misses 2-pt layup at rim,9,11
45,1,6:02.0,Defensive rebound by A. Len,,9,11
46,1,5:57.0,Turnover by M. Chriss (traveling),,9,11
47,1,5:57.0,,Milwaukee full timeout,9,11
48,1,5:57.0,A. Williams enters the game for A. Len,,9,11
49,1,5:49.0,,Personal foul by M. Chriss (drawn by G. Antetokounmpo),9,11
50,1,5:49.0,,G. Monroe enters the game for T. Maker,9,11
51,1,5:44.0,,Personal foul by M. Chriss (drawn by G. Antetokounmpo),9,11
52,1,5:44.0,,G. Antetokounmpo makes free throw 1 of 2,9,12
53,1,5:44.0,,G. Antetokounmpo misses free throw 2 of 2,9,12
54,1,5:44.0,,M. Brogdon enters the game for M. Dellavedova,9,12
55,1,5:44.0,J. Dudley enters the game for M. Chriss,,9,12
56,1,5:43.0,Defensive rebound by E. Bledsoe,,9,12
57,1,5:25.0,Turnover by A. Williams (step out of bounds),,9,12
58,1,5:05.0,,K. Middleton makes 2-pt jump shot from 13 ft,9,14
59,1,4:53.0,D. Booker makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,11,14
60,1,4:39.0,,K. Middleton misses 2-pt jump shot from 14 ft,11,14
61,1,4:38.0,Defensive rebound by D. Booker,,11,14
62,1,4:29.0,A. Williams misses 2-pt layup from 1 ft,,11,14
63,1,4:26.0,,Defensive rebound by K. Middleton,11,14
64,1,4:23.0,,Turnover by G. Antetokounmpo (traveling),11,14
65,1,4:23.0,,M. Teletović enters the game for K. Middleton,11,14
66,1,4:10.0,E. Bledsoe makes 2-pt jump shot from 5 ft,,13,14
67,1,3:41.0,,T. Snell makes 2-pt jump shot from 16 ft (assist by M. Brogdon),13,16
68,1,3:25.0,Personal foul by M. Brogdon (drawn by J. Dudley),,13,16
69,1,3:18.0,Turnover by J. Dudley (bad pass; steal by G. Antetokounmpo),,13,16
70,1,3:11.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Brogdon),13,19
71,1,3:09.0,Phoenix full timeout,,13,19
72,1,2:58.0,Personal foul by M. Brogdon (drawn by E. Bledsoe),,13,19
73,1,2:47.0,A. Williams makes 2-pt hook shot from 7 ft (assist by J. Dudley),,15,19
74,1,2:28.0,,M. Brogdon misses 2-pt jump shot from 19 ft,15,19
75,1,2:26.0,Defensive rebound by A. Williams,,15,19
76,1,2:03.0,Turnover by Team (bad pass),,15,19
77,1,2:03.0,T. Ulis enters the game for E. Bledsoe,,15,19
78,1,2:03.0,,M. Beasley enters the game for G. Antetokounmpo,15,19
79,1,1:50.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by T. Snell),15,21
80,1,1:37.0,T. Warren makes 2-pt jump shot from 8 ft (assist by A. Williams),,17,21
81,1,1:24.0,,G. Monroe misses 2-pt jump shot from 16 ft,17,21
82,1,1:23.0,Defensive rebound by A. Williams,,17,21
83,1,1:19.0,Shooting foul by M. Teletović (drawn by D. Booker),,17,21
84,1,1:19.0,D. Booker makes free throw 1 of 2,,18,21
85,1,1:19.0,D. Booker misses free throw 2 of 2,,18,21
86,1,1:18.0,,Defensive rebound by G. Monroe,18,21
87,1,0:59.0,,T. Snell misses 3-pt jump shot from 24 ft,18,21
88,1,0:58.0,Defensive rebound by T. Warren,,18,21
89,1,0:50.0,A. Williams makes 2-pt hook shot from 8 ft (assist by J. Dudley),,20,21
90,1,0:32.0,,M. Teletović misses 2-pt layup from 1 ft (block by J. Dudley),20,21
91,1,0:31.0,Defensive rebound by D. Booker,,20,21
92,1,0:31.0,Turnover by D. Booker (lost ball),,20,21
93,1,0:23.0,,M. Teletović misses 3-pt jump shot from 26 ft,20,21
94,1,0:22.0,Defensive rebound by A. Williams,,20,21
95,1,0:01.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by A. Williams),,23,21
96,2,11:43.0,Turnover by T. Ulis (lost ball; steal by G. Monroe),,23,21
97,2,11:41.0,,Turnover by M. Beasley (bad pass; steal by A. Williams),23,21
98,2,11:41.0,Personal foul by M. Beasley (drawn by A. Williams),,23,21
99,2,11:40.0,Turnover by D. Jones (bad pass; steal by M. Beasley),,23,21
100,2,11:38.0,,M. Beasley makes 2-pt layup from 2 ft,23,23
101,2,11:38.0,,Shooting foul by D. Jones (drawn by M. Beasley),23,23
102,2,11:38.0,,M. Beasley makes free throw 1 of 1,23,24
103,2,11:25.0,Turnover by J. Dudley (bad pass),,23,24
104,2,11:10.0,,G. Monroe makes 2-pt hook shot from 4 ft,23,26
105,2,10:58.0,A. Williams makes 2-pt jump shot from 9 ft (assist by T. Ulis),,25,26
106,2,10:39.0,,M. Beasley makes 2-pt layup from 1 ft (assist by G. Monroe),25,28
107,2,10:23.0,L. Barbosa makes 2-pt jump shot from 13 ft (assist by J. Dudley),,27,28
108,2,10:02.0,,M. Beasley makes 2-pt layup from 1 ft (assist by M. Dellavedova),27,30
109,2,9:52.0,T. Ulis misses 2-pt jump shot from 18 ft,,27,30
110,2,9:51.0,,Defensive rebound by M. Dellavedova,27,30
111,2,9:45.0,,Turnover by M. Beasley (bad pass),27,30
112,2,9:23.0,T. Ulis misses 3-pt jump shot from 25 ft,,27,30
113,2,9:22.0,,Defensive rebound by Team,27,30
114,2,9:10.0,,M. Beasley makes 2-pt layup from 1 ft (assist by M. Dellavedova),27,32
115,2,8:42.0,T. Ulis misses 2-pt jump shot from 15 ft,,27,32
116,2,8:41.0,Offensive rebound by A. Williams,,27,32
117,2,8:33.0,L. Barbosa misses 2-pt layup from 3 ft,,27,32
118,2,8:32.0,Offensive rebound by A. Williams,,27,32
119,2,8:32.0,A. Williams misses 2-pt layup from 1 ft,,27,32
120,2,8:30.0,Offensive rebound by A. Williams,,27,32
121,2,8:29.0,L. Barbosa misses 2-pt layup from 3 ft,,27,32
122,2,8:27.0,,Defensive rebound by G. Monroe,27,32
123,2,8:10.0,,G. Monroe makes 2-pt hook shot from 1 ft,27,34
124,2,8:09.0,Phoenix full timeout,,27,34
125,2,7:45.0,J. Dudley misses 3-pt jump shot from 28 ft,,27,34
126,2,7:45.0,,Defensive rebound by Team,27,34
127,2,7:45.0,Loose ball foul by A. Williams (drawn by G. Monroe),,27,34
128,2,7:38.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by J. Terry),27,36
129,2,7:13.0,T. Ulis misses 2-pt layup from 3 ft,,27,36
130,2,7:13.0,,Defensive rebound by Team,27,36
131,2,6:56.0,,Turnover by G. Monroe (lost ball; steal by D. Jones),27,36
132,2,6:55.0,Personal take foul by M. Dellavedova (drawn by D. Jones),,27,36
133,2,6:55.0,T. Warren enters the game for J. Dudley,,27,36
134,2,6:55.0,E. Bledsoe enters the game for T. Ulis,,27,36
135,2,6:55.0,,K. Middleton enters the game for M. Teletović,27,36
136,2,6:37.0,A. Williams misses 2-pt layup from 2 ft (block by M. Beasley),,27,36
137,2,6:33.0,,Defensive rebound by G. Monroe,27,36
138,2,6:26.0,Offensive charge foul by M. Beasley (drawn by D. Jones),,27,36
139,2,6:26.0,,Turnover by M. Beasley (offensive foul),27,36
140,2,6:26.0,,G. Antetokounmpo enters the game for M. Beasley,27,36
141,2,6:02.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,27,36
142,2,6:01.0,Offensive rebound by A. Williams,,27,36
143,2,5:58.0,A. Williams makes 2-pt layup at rim,,29,36
144,2,5:38.0,,Turnover by G. Monroe (lost ball; steal by A. Williams),29,36
145,2,5:16.0,L. Barbosa makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,31,36
146,2,5:16.0,,Milwaukee full timeout,31,36
147,2,5:16.0,D. Booker enters the game for D. Jones,,31,36
148,2,5:16.0,,T. Maker enters the game for G. Monroe,31,36
149,2,4:59.0,,T. Maker misses 3-pt jump shot from 25 ft,31,36
150,2,4:58.0,Defensive rebound by L. Barbosa,,31,36
151,2,4:52.0,A. Williams makes 2-pt layup at rim (assist by L. Barbosa),,33,36
152,2,4:29.0,,T. Maker misses 2-pt layup from 3 ft (block by A. Williams),33,36
153,2,4:27.0,Defensive rebound by E. Bledsoe,,33,36
154,2,4:27.0,Personal foul by J. Terry (drawn by E. Bledsoe),,33,36
155,2,4:13.0,Turnover by E. Bledsoe (bad pass; steal by J. Terry),,33,36
156,2,4:09.0,Offensive charge foul by G. Antetokounmpo (drawn by E. Bledsoe),,33,36
157,2,4:09.0,,Turnover by G. Antetokounmpo (offensive foul),33,36
158,2,3:54.0,A. Williams makes 2-pt jump shot from 10 ft (assist by L. Barbosa),,35,36
159,2,3:39.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),35,38
160,2,3:28.0,Turnover by E. Bledsoe (bad pass; steal by M. Dellavedova),,35,38
161,2,3:28.0,,Turnover by M. Dellavedova (bad pass),35,38
162,2,3:28.0,,Technical foul by Team,35,38
163,2,3:28.0,Technical foul by E. Bledsoe,,35,38
164,2,3:11.0,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,38,38
165,2,2:59.0,,Personal foul by D. Booker (drawn by K. Middleton),38,38
166,2,2:59.0,Official timeout,,38,38
167,2,2:59.0,,Technical foul by K. Middleton,38,38
168,2,2:59.0,Technical foul by D. Booker,,38,38
169,2,2:59.0,,G. Monroe enters the game for T. Maker,38,38
170,2,2:59.0,,T. Snell enters the game for J. Terry,38,38
171,2,2:58.0,,Personal foul by T. Warren,38,38
172,2,2:48.0,,K. Middleton misses 3-pt jump shot from 28 ft,38,38
173,2,2:47.0,Defensive rebound by A. Williams,,38,38
174,2,2:24.0,D. Booker misses 2-pt jump shot from 19 ft,,38,38
175,2,2:23.0,,Defensive rebound by K. Middleton,38,38
176,2,2:16.0,,M. Dellavedova misses 2-pt jump shot from 15 ft,38,38
177,2,2:15.0,Defensive rebound by T. Warren,,38,38
178,2,2:02.0,A. Williams makes 2-pt layup from 2 ft (assist by E. Bledsoe),,40,38
179,2,2:02.0,Shooting foul by G. Monroe (drawn by A. Williams),,40,38
180,2,2:02.0,A. Williams makes free throw 1 of 1,,41,38
181,2,1:48.0,,Shooting foul by L. Barbosa (drawn by G. Monroe),41,38
182,2,1:48.0,,G. Monroe makes free throw 1 of 2,41,39
183,2,1:48.0,,G. Monroe makes free throw 2 of 2,41,40
184,2,1:34.0,T. Warren makes 2-pt jump shot from 13 ft,,43,40
185,2,1:18.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),43,42
186,2,1:03.0,L. Barbosa makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,45,42
187,2,0:41.0,,M. Dellavedova misses 2-pt layup from 1 ft,45,42
188,2,0:39.0,Defensive rebound by A. Williams,,45,42
189,2,0:28.0,Turnover by L. Barbosa (bad pass),,45,42
190,2,0:06.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,45,42
191,2,0:05.0,Defensive rebound by Team,,45,42
192,2,0:00.0,T. Warren makes 2-pt jump shot from 10 ft (assist by A. Williams),,47,42
193,3,11:45.0,M. Chriss makes 2-pt layup at rim (assist by D. Booker),,49,42
194,3,11:45.0,Shooting foul by K. Middleton (drawn by M. Chriss),,49,42
195,3,11:45.0,M. Chriss misses free throw 1 of 1,,49,42
196,3,11:43.0,Offensive rebound by A. Len,,49,42
197,3,11:40.0,A. Len misses 2-pt jump shot from 4 ft,,49,42
198,3,11:39.0,,Defensive rebound by T. Maker,49,42
199,3,11:27.0,,Turnover by K. Middleton (bad pass; steal by E. Bledsoe),49,42
200,3,11:27.0,Personal foul by K. Middleton (drawn by E. Bledsoe),,49,42
201,3,11:09.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,49,42
202,3,11:08.0,,Defensive rebound by T. Snell,49,42
203,3,11:04.0,,Shooting foul by E. Bledsoe (drawn by G. Antetokounmpo),49,42
204,3,11:04.0,,G. Antetokounmpo makes free throw 1 of 2,49,43
205,3,11:04.0,,G. Antetokounmpo makes free throw 2 of 2,49,44
206,3,10:59.0,Personal block foul by K. Middleton (drawn by E. Bledsoe),,49,44
207,3,10:48.0,T. Warren misses 2-pt jump shot from 13 ft,,49,44
208,3,10:46.0,,Defensive rebound by G. Antetokounmpo,49,44
209,3,10:34.0,,Turnover by K. Middleton (bad pass; steal by A. Len),49,44
210,3,10:24.0,D. Booker misses 2-pt jump shot from 9 ft,,49,44
211,3,10:23.0,Offensive rebound by M. Chriss,,49,44
212,3,10:23.0,M. Chriss misses 2-pt dunk at rim,,49,44
213,3,10:20.0,,Defensive rebound by G. Antetokounmpo,49,44
214,3,10:13.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by T. Maker),49,47
215,3,9:55.0,T. Warren misses 2-pt jump shot from 15 ft,,49,47
216,3,9:54.0,Offensive rebound by A. Len,,49,47
217,3,9:46.0,A. Len misses 2-pt layup from 1 ft,,49,47
218,3,9:43.0,Offensive rebound by A. Len,,49,47
219,3,9:42.0,A. Len makes 2-pt layup from 1 ft,,51,47
220,3,9:30.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),51,49
221,3,9:18.0,M. Chriss misses 2-pt jump shot from 13 ft,,51,49
222,3,9:17.0,,Defensive rebound by K. Middleton,51,49
223,3,9:09.0,,Turnover by G. Antetokounmpo (bad pass; steal by E. Bledsoe),51,49
224,3,9:09.0,Personal foul by G. Antetokounmpo (drawn by E. Bledsoe),,51,49
225,3,9:00.0,E. Bledsoe makes 2-pt jump shot from 4 ft,,53,49
226,3,8:41.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),53,51
227,3,8:22.0,T. Warren makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),,55,51
228,3,8:07.0,,Turnover by G. Antetokounmpo (lost ball; steal by A. Len),55,51
229,3,8:00.0,D. Booker makes 2-pt jump shot from 23 ft (assist by E. Bledsoe),,57,51
230,3,7:47.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),57,53
231,3,7:47.0,,Shooting foul by A. Len (drawn by G. Antetokounmpo),57,53
232,3,7:47.0,,G. Antetokounmpo makes free throw 1 of 1,57,54
233,3,7:34.0,A. Len misses 2-pt dunk at rim (block by G. Antetokounmpo),,57,54
234,3,7:31.0,,Defensive rebound by K. Middleton,57,54
235,3,7:30.0,,Shooting foul by M. Chriss (drawn by G. Antetokounmpo),57,54
236,3,7:30.0,,G. Antetokounmpo makes free throw 1 of 2,57,55
237,3,7:30.0,J. Dudley enters the game for M. Chriss,,57,55
238,3,7:30.0,,G. Antetokounmpo makes free throw 2 of 2,57,56
239,3,7:21.0,Personal foul by T. Maker (drawn by E. Bledsoe),,57,56
240,3,7:21.0,E. Bledsoe makes free throw 1 of 2,,58,56
241,3,7:21.0,E. Bledsoe makes free throw 2 of 2,,59,56
242,3,6:59.0,,T. Maker misses 2-pt jump shot from 9 ft,59,56
243,3,6:58.0,Defensive rebound by D. Booker,,59,56
244,3,6:40.0,D. Booker misses 2-pt jump shot from 13 ft,,59,56
245,3,6:39.0,,Defensive rebound by T. Snell,59,56
246,3,6:26.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,59,56
247,3,6:25.0,Defensive rebound by A. Len,,59,56
248,3,6:20.0,T. Warren makes 2-pt layup from 1 ft,,61,56
249,3,6:06.0,,Turnover by K. Middleton (bad pass; steal by D. Booker),61,56
250,3,6:06.0,Personal foul by G. Antetokounmpo (drawn by D. Booker),,61,56
251,3,6:06.0,D. Booker makes free throw 1 of 2,,62,56
252,3,6:06.0,,M. Brogdon enters the game for T. Maker,62,56
253,3,6:06.0,,G. Monroe enters the game for M. Dellavedova,62,56
254,3,6:06.0,D. Booker makes free throw 2 of 2,,63,56
255,3,5:54.0,,Def 3 sec tech foul by A. Len,63,56
256,3,5:54.0,,Milwaukee full timeout,63,56
257,3,5:54.0,,K. Middleton makes technical free throw,63,57
258,3,5:48.0,,Shooting foul by E. Bledsoe (drawn by M. Brogdon),63,57
259,3,5:48.0,,M. Brogdon makes free throw 1 of 2,63,58
260,3,5:48.0,,M. Brogdon makes free throw 2 of 2,63,59
261,3,5:31.0,J. Dudley misses 2-pt jump shot from 16 ft,,63,59
262,3,5:29.0,Offensive rebound by A. Len,,63,59
263,3,5:25.0,,Offensive charge foul by D. Booker (drawn by K. Middleton),63,59
264,3,5:25.0,Turnover by D. Booker (offensive foul),,63,59
265,3,5:08.0,,Turnover by G. Monroe (lost ball),63,59
266,3,5:04.0,E. Bledsoe makes 2-pt layup from 2 ft,,65,59
267,3,5:04.0,Shooting foul by M. Brogdon (drawn by E. Bledsoe),,65,59
268,3,5:04.0,E. Bledsoe makes free throw 1 of 1,,66,59
269,3,4:54.0,,T. Snell misses 2-pt jump shot from 20 ft,66,59
270,3,4:53.0,Defensive rebound by A. Len,,66,59
271,3,4:47.0,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),,68,59
272,3,4:27.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,68,61
273,3,4:13.0,A. Len misses 2-pt layup from 4 ft,,68,61
274,3,4:12.0,,Defensive rebound by G. Monroe,68,61
275,3,4:01.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,68,63
276,3,3:55.0,Phoenix full timeout,,68,63
277,3,3:55.0,A. Williams enters the game for A. Len,,68,63
278,3,3:55.0,,M. Beasley enters the game for K. Middleton,68,63
279,3,3:42.0,D. Booker misses 2-pt jump shot from 14 ft,,68,63
280,3,3:40.0,,Defensive rebound by M. Beasley,68,63
281,3,3:25.0,,M. Brogdon makes 2-pt layup from 1 ft,68,65
282,3,3:07.0,A. Williams misses 2-pt jump shot from 5 ft (block by G. Monroe),,68,65
283,3,3:05.0,,Defensive rebound by G. Monroe,68,65
284,3,2:53.0,,M. Brogdon makes 2-pt jump shot from 21 ft (assist by G. Antetokounmpo),68,67
285,3,2:24.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,68,67
286,3,2:22.0,,Defensive rebound by G. Monroe,68,67
287,3,2:04.0,,M. Brogdon makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),68,69
288,3,1:52.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,68,69
289,3,1:51.0,,Defensive rebound by G. Antetokounmpo,68,69
290,3,1:38.0,,Shooting foul by E. Bledsoe (drawn by G. Monroe),68,69
291,3,1:38.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Brogdon),68,71
292,3,1:38.0,,G. Monroe misses free throw 1 of 1,68,71
293,3,1:38.0,T. Ulis enters the game for E. Bledsoe,,68,71
294,3,1:37.0,Defensive rebound by J. Dudley,,68,71
295,3,1:21.0,T. Warren makes 3-pt jump shot from 24 ft (assist by D. Booker),,71,71
296,3,0:59.0,,G. Monroe misses 2-pt layup at rim,71,71
297,3,0:57.0,Defensive rebound by T. Warren,,71,71
298,3,0:51.0,Offensive foul by A. Williams (drawn by T. Snell),,71,71
299,3,0:51.0,Turnover by A. Williams (offensive foul),,71,71
300,3,0:39.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),71,73
301,3,0:34.0,Turnover by D. Booker (lost ball; steal by G. Monroe),,71,73
302,3,0:32.0,,Shooting foul by D. Booker (drawn by G. Monroe),71,73
303,3,0:32.0,,G. Monroe makes free throw 1 of 2,71,74
304,3,0:32.0,,G. Monroe makes free throw 2 of 2,71,75
305,3,0:19.0,T. Warren makes 2-pt jump shot from 15 ft,,73,75
306,3,0:03.0,,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),73,77
307,3,0:00.0,T. Ulis misses 3-pt jump shot from 37 ft,,73,77
308,3,0:00.0,Offensive rebound by Team,,73,77
309,4,11:46.0,,G. Monroe misses 2-pt jump shot from 17 ft,73,77
310,4,11:43.0,Defensive rebound by A. Williams,,73,77
311,4,11:19.0,Turnover by D. Jones (lost ball; steal by M. Brogdon),,73,77
312,4,11:04.0,,Turnover by M. Beasley (lost ball; steal by J. Dudley),73,77
313,4,10:48.0,T. Ulis makes 2-pt jump shot from 20 ft,,75,77
314,4,10:35.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),75,80
315,4,10:12.0,J. Dudley misses 3-pt jump shot from 23 ft,,75,80
316,4,10:10.0,Offensive rebound by A. Williams,,75,80
317,4,10:09.0,A. Williams misses 2-pt jump shot from 14 ft,,75,80
318,4,10:09.0,Offensive rebound by Team,,75,80
319,4,10:00.0,L. Barbosa misses 2-pt jump shot from 19 ft,,75,80
320,4,9:58.0,,Defensive rebound by G. Antetokounmpo,75,80
321,4,9:49.0,,G. Monroe misses 2-pt jump shot from 6 ft (block by D. Jones),75,80
322,4,9:47.0,Defensive rebound by J. Dudley,,75,80
323,4,9:40.0,D. Jones makes 2-pt dunk at rim (assist by L. Barbosa),,77,80
324,4,9:25.0,,M. Brogdon makes 2-pt layup at rim (assist by G. Antetokounmpo),77,82
325,4,9:15.0,Personal foul by G. Monroe (drawn by A. Williams),,77,82
326,4,9:10.0,Shooting foul by M. Beasley (drawn by A. Williams),,77,82
327,4,9:10.0,A. Williams makes free throw 1 of 2,,78,82
328,4,9:10.0,A. Williams makes free throw 2 of 2,,79,82
329,4,8:53.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Monroe),79,85
330,4,8:36.0,Turnover by D. Jones (bad pass; steal by G. Monroe),,79,85
331,4,8:26.0,,Personal foul by T. Ulis (drawn by M. Beasley),79,85
332,4,8:26.0,Official timeout,,79,85
333,4,8:26.0,T. Warren enters the game for D. Jones,,79,85
334,4,8:18.0,,M. Brogdon makes 2-pt jump shot from 22 ft,79,87
335,4,8:04.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by T. Ulis),,82,87
336,4,7:46.0,,M. Brogdon misses 3-pt jump shot from 26 ft,82,87
337,4,7:45.0,Defensive rebound by T. Ulis,,82,87
338,4,7:30.0,Turnover by T. Ulis (bad pass; steal by M. Beasley),,82,87
339,4,7:22.0,,G. Antetokounmpo makes 2-pt jump shot from 5 ft (assist by M. Brogdon),82,89
340,4,6:58.0,T. Ulis misses 2-pt layup from 4 ft (block by G. Monroe),,82,89
341,4,6:57.0,,Defensive rebound by G. Antetokounmpo,82,89
342,4,6:57.0,,Personal take foul by J. Dudley (drawn by G. Antetokounmpo),82,89
343,4,6:57.0,E. Bledsoe enters the game for T. Ulis,,82,89
344,4,6:45.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,82,89
345,4,6:44.0,Defensive rebound by A. Williams,,82,89
346,4,6:34.0,E. Bledsoe makes 2-pt jump shot from 4 ft (assist by J. Dudley),,84,89
347,4,6:23.0,,Personal foul by T. Warren,84,89
348,4,6:12.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),84,91
349,4,5:41.0,T. Warren misses 2-pt jump shot from 18 ft,,84,91
350,4,5:40.0,Offensive rebound by A. Williams,,84,91
351,4,5:34.0,L. Barbosa misses 3-pt jump shot from 27 ft,,84,91
352,4,5:33.0,,Defensive rebound by Team,84,91
353,4,5:33.0,,Personal foul by A. Williams (drawn by M. Beasley),84,91
354,4,5:33.0,,Milwaukee full timeout,84,91
355,4,5:33.0,D. Booker enters the game for J. Dudley,,84,91
356,4,5:33.0,M. Chriss enters the game for L. Barbosa,,84,91
357,4,5:33.0,,T. Snell enters the game for G. Antetokounmpo,84,91
358,4,5:33.0,,K. Middleton enters the game for J. Terry,84,91
359,4,5:33.0,,G. Antetokounmpo enters the game for K. Middleton,84,91
360,4,5:30.0,,K. Middleton enters the game for G. Antetokounmpo,84,91
361,4,5:16.0,,M. Beasley makes 2-pt jump shot from 18 ft,84,93
362,4,5:03.0,Turnover by E. Bledsoe (step out of bounds),,84,93
363,4,4:45.0,,Turnover by M. Brogdon (bad pass; steal by A. Williams),84,93
364,4,4:41.0,Turnover by E. Bledsoe (lost ball; steal by M. Brogdon),,84,93
365,4,4:29.0,,G. Monroe misses 2-pt jump shot from 19 ft,84,93
366,4,4:28.0,Defensive rebound by T. Warren,,84,93
367,4,4:26.0,Personal foul by G. Monroe (drawn by A. Williams),,84,93
368,4,4:13.0,A. Williams misses 2-pt layup from 1 ft,,84,93
369,4,4:11.0,,Defensive rebound by M. Beasley,84,93
370,4,3:48.0,,M. Brogdon misses 3-pt jump shot from 29 ft (block by E. Bledsoe),84,93
371,4,3:48.0,,Offensive rebound by Team,84,93
372,4,3:48.0,,Turnover by Team (shot clock),84,93
