,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
47,1,6:00.0,J. Harden makes 2-pt layup from 2 ft (assist by N. Hilário),,14,15
48,1,5:48.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by P. Patterson),14,18
49,1,5:33.0,Turnover by N. Hilário (bad pass),,14,18
50,1,5:33.0,,Toronto full timeout,14,18
51,1,5:16.0,,Turnover by K. Lowry (bad pass; steal by T. Ariza),14,18
52,1,5:03.0,J. Harden misses 2-pt jump shot from 18 ft,,14,18
53,1,5:03.0,,Defensive rebound by K. Lowry,14,18
54,1,4:56.0,,K. Lowry misses 2-pt layup from 2 ft,14,18
55,1,4:55.0,Defensive rebound by J. Harden,,14,18
56,1,4:49.0,T. Ariza misses 3-pt jump shot from 24 ft,,14,18
57,1,4:48.0,,Defensive rebound by D. Carroll,14,18
58,1,4:34.0,,D. DeRozan makes 2-pt jump shot from 17 ft,14,20
59,1,4:25.0,R. Anderson misses 3-pt jump shot from 25 ft,,14,20
60,1,4:24.0,,Defensive rebound by K. Lowry,14,20
61,1,4:15.0,,D. DeRozan makes 2-pt jump shot from 12 ft (assist by K. Lowry),14,22
62,1,3:59.0,Shooting foul by D. Carroll (drawn by J. Harden),,14,22
63,1,3:59.0,J. Harden makes free throw 1 of 3,,15,22
64,1,3:59.0,J. Harden makes free throw 2 of 3,,16,22
65,1,3:59.0,S. Dekker enters the game for R. Anderson,,16,22
66,1,3:59.0,M. Harrell enters the game for N. Hilário,,16,22
67,1,3:59.0,,C. Joseph enters the game for K. Lowry,16,22
68,1,3:59.0,,T. Ross enters the game for D. Carroll,16,22
69,1,3:59.0,J. Harden makes free throw 3 of 3,,17,22
70,1,3:46.0,,Turnover by D. DeRozan (step out of bounds),17,22
71,1,3:28.0,J. Harden makes 2-pt layup from 3 ft,,19,22
72,1,3:28.0,Shooting foul by T. Ross (drawn by J. Harden),,19,22
73,1,3:28.0,J. Harden makes free throw 1 of 1,,20,22
74,1,3:09.0,,T. Ross misses 3-pt jump shot from 24 ft,20,22
75,1,3:09.0,Defensive rebound by E. Gordon,,20,22
76,1,3:04.0,E. Gordon makes 2-pt jump shot from 4 ft,,22,22
77,1,3:04.0,Shooting foul by T. Ross (drawn by E. Gordon),,22,22
78,1,3:04.0,,L. Nogueira enters the game for J. Valančiūnas,22,22
79,1,3:04.0,E. Gordon makes free throw 1 of 1,,23,22
80,1,2:54.0,,Def 3 sec tech foul by J. Harden,23,22
81,1,2:54.0,Houston full timeout,,23,22
82,1,2:54.0,,D. DeRozan makes technical free throw,23,23
83,1,2:43.0,,D. DeRozan makes 2-pt jump shot from 9 ft,23,25
84,1,2:26.0,Turnover by J. Harden (bad pass; steal by L. Nogueira),,23,25
85,1,2:14.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),23,28
86,1,2:00.0,J. Harden misses 2-pt layup from 2 ft,,23,28
87,1,2:00.0,,Defensive rebound by P. Patterson,23,28
88,1,1:53.0,,C. Joseph makes 2-pt layup from 3 ft (assist by D. DeRozan),23,30
89,1,1:50.0,Offensive foul by J. Harden (drawn by C. Joseph),,23,30
90,1,1:50.0,Turnover by J. Harden (offensive foul),,23,30
91,1,1:50.0,C. Brewer enters the game for T. Ariza,,23,30
92,1,1:30.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),23,33
93,1,1:11.0,C. Brewer misses 2-pt layup from 3 ft,,23,33
94,1,1:11.0,,Defensive rebound by P. Patterson,23,33
95,1,1:05.0,,D. DeRozan makes 2-pt layup from 3 ft,23,35
96,1,1:05.0,Houston full timeout,,23,35
97,1,0:57.0,Shooting foul by P. Patterson (drawn by M. Harrell),,23,35
98,1,0:57.0,M. Harrell makes free throw 1 of 2,,24,35
99,1,0:57.0,M. Harrell misses free throw 2 of 2,,24,35
100,1,0:56.0,,Defensive rebound by L. Nogueira,24,35
101,1,0:37.0,,D. DeRozan misses 2-pt jump shot from 18 ft,24,35
102,1,0:36.0,,Offensive rebound by P. Patterson,24,35
103,1,0:33.0,,P. Patterson misses 2-pt jump shot from 2 ft,24,35
104,1,0:32.0,,Offensive rebound by P. Patterson,24,35
105,1,0:30.0,,P. Patterson misses 2-pt layup from 1 ft,24,35
106,1,0:30.0,,Offensive rebound by L. Nogueira,24,35
107,1,0:30.0,,L. Nogueira makes 2-pt layup from 1 ft,24,37
108,1,0:14.0,E. Gordon misses 3-pt jump shot from 24 ft,,24,37
109,1,0:13.0,Offensive rebound by S. Dekker,,24,37
110,1,0:10.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Brewer),,27,37
111,1,0:00.0,,C. Joseph misses 2-pt jump shot from 24 ft (block by C. Brewer),27,37
112,1,0:00.0,Defensive rebound by C. Brewer,,27,37
113,1,0:00.0,C. Brewer misses 3-pt jump shot from 64 ft,,27,37
114,1,0:00.0,Offensive rebound by Team,,27,37
115,2,11:40.0,S. Dekker misses 2-pt layup from 4 ft,,27,37
116,2,11:39.0,Offensive rebound by M. Harrell,,27,37
117,2,11:36.0,M. Harrell makes 2-pt dunk at rim,,29,37
118,2,11:16.0,,K. Lowry makes 3-pt jump shot from 24 ft,29,40
119,2,11:09.0,E. Gordon misses 3-pt jump shot from 26 ft,,29,40
120,2,11:08.0,,Defensive rebound by L. Nogueira,29,40
121,2,10:50.0,,T. Ross misses 2-pt layup from 2 ft,29,40
122,2,10:49.0,Defensive rebound by S. Dekker,,29,40
123,2,10:39.0,E. Gordon misses 3-pt jump shot from 25 ft,,29,40
124,2,10:38.0,Offensive rebound by S. Dekker,,29,40
125,2,10:30.0,Turnover by M. Harrell (lost ball),,29,40
126,2,10:18.0,,Turnover by C. Joseph (traveling),29,40
127,2,10:03.0,M. Harrell makes 2-pt jump shot from 9 ft (assist by P. Beverley),,31,40
128,2,9:56.0,,L. Nogueira makes 2-pt dunk at rim (assist by C. Joseph),31,42
129,2,9:38.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,33,42
130,2,9:18.0,,Personal foul by M. Harrell (drawn by C. Joseph),33,42
131,2,9:18.0,R. Anderson enters the game for M. Harrell,,33,42
132,2,9:18.0,,N. Powell enters the game for C. Joseph,33,42
133,2,9:08.0,,T. Ross makes 2-pt jump shot from 22 ft (assist by K. Lowry),33,44
134,2,9:03.0,Shooting foul by K. Lowry (drawn by P. Beverley),,33,44
135,2,9:03.0,P. Beverley makes free throw 1 of 2,,34,44
136,2,9:03.0,,P. Patterson enters the game for L. Nogueira,34,44
137,2,9:03.0,P. Beverley makes free throw 2 of 2,,35,44
138,2,8:46.0,,T. Ross makes 2-pt jump shot from 11 ft (assist by P. Patterson),35,46
139,2,8:36.0,P. Beverley misses 2-pt layup from 3 ft,,35,46
140,2,8:36.0,,Defensive rebound by D. Carroll,35,46
141,2,8:34.0,,Turnover by D. Carroll (bad pass; steal by C. Brewer),35,46
142,2,8:27.0,C. Brewer makes 2-pt dunk at rim,,37,46
143,2,8:21.0,,D. Carroll misses 3-pt jump shot from 25 ft,37,46
144,2,8:21.0,Defensive rebound by E. Gordon,,37,46
145,2,8:14.0,C. Brewer misses 3-pt jump shot from 24 ft,,37,46
146,2,8:13.0,,Defensive rebound by T. Ross,37,46
147,2,7:58.0,,Shooting foul by S. Dekker (drawn by K. Lowry),37,46
148,2,7:58.0,Official timeout,,37,46
149,2,7:58.0,,K. Lowry makes free throw 1 of 2,37,47
150,2,7:58.0,,K. Lowry makes free throw 2 of 2,37,48
151,2,7:45.0,P. Beverley misses 3-pt jump shot from 24 ft,,37,48
152,2,7:44.0,,Defensive rebound by D. Carroll,37,48
153,2,7:35.0,,Turnover by N. Powell (lost ball; steal by S. Dekker),37,48
154,2,7:29.0,E. Gordon makes 2-pt layup from 2 ft (assist by P. Beverley),,39,48
155,2,7:22.0,,Shooting foul by P. Beverley (drawn by D. Carroll),39,48
156,2,7:22.0,,D. Carroll makes free throw 1 of 2,39,49
157,2,7:22.0,T. Ariza enters the game for S. Dekker,,39,49
158,2,7:22.0,,D. Carroll makes free throw 2 of 2,39,50
159,2,7:09.0,E. Gordon misses 3-pt jump shot from 25 ft,,39,50
160,2,7:08.0,,Defensive rebound by T. Ross,39,50
161,2,7:00.0,,T. Ross misses 3-pt jump shot from 24 ft,39,50
162,2,6:59.0,Defensive rebound by T. Ariza,,39,50
163,2,6:44.0,Shooting foul by P. Patterson (drawn by R. Anderson),,39,50
164,2,6:44.0,R. Anderson makes free throw 1 of 2,,40,50
165,2,6:44.0,R. Anderson makes free throw 2 of 2,,41,50
166,2,6:32.0,,Toronto full timeout,41,50
167,2,6:32.0,,D. DeRozan enters the game for T. Ross,41,50
168,2,6:32.0,J. Harden enters the game for E. Gordon,,41,50
169,2,6:32.0,N. Hilário enters the game for C. Brewer,,41,50
170,2,6:25.0,,D. Carroll makes 2-pt hook shot from 8 ft (assist by D. DeRozan),41,52
171,2,6:12.0,Offensive foul by P. Beverley (drawn by D. Carroll),,41,52
172,2,6:12.0,Turnover by P. Beverley (offensive foul),,41,52
173,2,6:12.0,,J. Valančiūnas enters the game for P. Patterson,41,52
174,2,5:46.0,,D. Carroll misses 2-pt jump shot from 16 ft,41,52
175,2,5:46.0,Defensive rebound by Team,,41,52
176,2,5:31.0,Turnover by J. Harden (lost ball; steal by K. Lowry),,41,52
177,2,5:27.0,,Turnover by K. Lowry (bad pass),41,52
178,2,5:10.0,T. Ariza misses 3-pt jump shot from 24 ft,,41,52
179,2,5:08.0,,Defensive rebound by D. Carroll,41,52
180,2,5:00.0,,C. Joseph enters the game for N. Powell,41,52
181,2,4:55.0,,Personal foul by P. Beverley (drawn by K. Lowry),41,52
182,2,4:44.0,,Turnover by D. DeRozan (bad pass; steal by J. Harden),41,52
183,2,4:36.0,P. Beverley makes 2-pt layup from 2 ft (assist by J. Harden),,43,52
184,2,4:26.0,,D. Carroll misses 3-pt jump shot from 23 ft,43,52
185,2,4:26.0,Defensive rebound by T. Ariza,,43,52
186,2,4:11.0,N. Hilário misses 2-pt layup from 2 ft,,43,52
187,2,4:09.0,,Defensive rebound by K. Lowry,43,52
188,2,3:58.0,,Shooting foul by N. Hilário (drawn by K. Lowry),43,52
189,2,3:58.0,,K. Lowry makes free throw 1 of 2,43,53
190,2,3:58.0,,T. Ross enters the game for D. Carroll,43,53
191,2,3:58.0,,K. Lowry makes free throw 2 of 2,43,54
192,2,3:41.0,J. Harden makes 2-pt jump shot from 11 ft,,45,54
193,2,3:30.0,,Shooting foul by N. Hilário (drawn by D. DeRozan),45,54
194,2,3:30.0,,D. DeRozan makes free throw 1 of 2,45,55
195,2,3:30.0,E. Gordon enters the game for P. Beverley,,45,55
196,2,3:30.0,M. Harrell enters the game for N. Hilário,,45,55
197,2,3:30.0,,D. DeRozan makes free throw 2 of 2,45,56
198,2,3:20.0,J. Harden makes 2-pt jump shot from 6 ft,,47,56
199,2,3:10.0,,Shooting foul by E. Gordon (drawn by K. Lowry),47,56
200,2,3:10.0,,K. Lowry makes free throw 1 of 2,47,57
201,2,3:10.0,,K. Lowry misses free throw 2 of 2,47,57
202,2,3:09.0,Defensive rebound by J. Harden,,47,57
203,2,3:01.0,Shooting foul by C. Joseph (drawn by J. Harden),,47,57
204,2,3:01.0,J. Harden makes free throw 1 of 2,,48,57
205,2,3:01.0,J. Harden makes free throw 2 of 2,,49,57
206,2,2:39.0,,Shooting foul by E. Gordon (drawn by C. Joseph),49,57
207,2,2:39.0,Houston full timeout,,49,57
208,2,2:39.0,,C. Joseph makes free throw 1 of 2,49,58
209,2,2:39.0,,C. Joseph makes free throw 2 of 2,49,59
210,2,2:28.0,Turnover by J. Harden (bad pass),,49,59
211,2,2:09.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,49,61
212,2,1:57.0,E. Gordon misses 3-pt jump shot from 24 ft,,49,61
213,2,1:56.0,Offensive rebound by M. Harrell,,49,61
214,2,1:52.0,M. Harrell makes 2-pt hook shot from 1 ft,,51,61
215,2,1:47.0,Offensive charge foul by D. DeRozan (drawn by R. Anderson),,51,61
216,2,1:47.0,,Turnover by D. DeRozan (offensive foul),51,61
217,2,1:34.0,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),,53,61
218,2,1:34.0,Shooting foul by J. Valančiūnas (drawn by M. Harrell),,53,61
219,2,1:34.0,M. Harrell makes free throw 1 of 1,,54,61
220,2,1:20.0,,C. Joseph misses 2-pt jump shot from 8 ft,54,61
221,2,1:20.0,Defensive rebound by M. Harrell,,54,61
222,2,1:09.0,J. Harden makes 2-pt hook shot from 2 ft,,56,61
223,2,1:00.0,,Toronto full timeout,56,61
224,2,1:00.0,,N. Powell enters the game for K. Lowry,56,61
225,2,0:43.0,,N. Powell misses 3-pt jump shot from 25 ft,56,61
226,2,0:40.0,Defensive rebound by Team,,56,61
227,2,0:40.0,,Loose ball foul by C. Joseph (drawn by E. Gordon),56,61
228,2,0:40.0,E. Gordon makes free throw 1 of 2,,57,61
229,2,0:40.0,E. Gordon makes free throw 2 of 2,,58,61
230,2,0:26.0,,T. Ross misses 3-pt jump shot from 25 ft,58,61
231,2,0:26.0,Defensive rebound by J. Harden,,58,61
232,2,0:08.0,Turnover by J. Harden (bad pass; steal by T. Ross),,58,61
233,2,0:04.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by T. Ross),58,63
234,2,0:00.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,61,63
235,3,11:44.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Harden),,64,63
236,3,11:26.0,,D. DeRozan misses 2-pt jump shot from 18 ft,64,63
237,3,11:25.0,Defensive rebound by N. Hilário,,64,63
238,3,11:13.0,J. Harden misses 3-pt jump shot from 25 ft,,64,63
239,3,11:12.0,,Defensive rebound by J. Valančiūnas,64,63
240,3,10:58.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft (assist by D. DeRozan),64,65
241,3,10:49.0,N. Hilário makes 2-pt layup from 3 ft (assist by P. Beverley),,66,65
242,3,10:49.0,Shooting foul by D. DeRozan (drawn by N. Hilário),,66,65
243,3,10:49.0,N. Hilário misses free throw 1 of 1,,66,65
244,3,10:48.0,,Defensive rebound by D. DeRozan,66,65
245,3,10:30.0,,Shooting foul by N. Hilário (drawn by N. Powell),66,65
246,3,10:30.0,,N. Powell makes free throw 1 of 2,66,66
247,3,10:30.0,M. Harrell enters the game for N. Hilário,,66,66
248,3,10:30.0,,N. Powell makes free throw 2 of 2,66,67
249,3,10:13.0,R. Anderson misses 2-pt jump shot from 17 ft,,66,67
250,3,10:13.0,,Defensive rebound by D. DeRozan,66,67
251,3,10:01.0,,Shooting foul by M. Harrell (drawn by D. Carroll),66,67
252,3,10:01.0,,D. Carroll makes free throw 1 of 2,66,68
253,3,10:01.0,,D. Carroll makes free throw 2 of 2,66,69
254,3,9:46.0,J. Harden misses 2-pt jump shot from 15 ft,,66,69
255,3,9:45.0,,Defensive rebound by D. Carroll,66,69
256,3,9:38.0,,D. Carroll makes 3-pt jump shot from 25 ft,66,72
257,3,9:22.0,Shooting foul by J. Valančiūnas (drawn by J. Harden),,66,72
258,3,9:22.0,J. Harden makes free throw 1 of 2,,67,72
259,3,9:22.0,J. Harden makes free throw 2 of 2,,68,72
260,3,9:04.0,,N. Powell makes 2-pt hook shot from 2 ft,68,74
261,3,8:41.0,J. Harden misses 3-pt jump shot from 25 ft,,68,74
262,3,8:40.0,Offensive rebound by R. Anderson,,68,74
263,3,8:36.0,R. Anderson misses 2-pt layup at rim,,68,74
264,3,8:36.0,,Defensive rebound by D. Carroll,68,74
265,3,8:24.0,,Turnover by J. Valančiūnas (3 sec),68,74
266,3,8:09.0,J. Harden misses 2-pt jump shot from 8 ft (block by J. Valančiūnas),,68,74
267,3,8:08.0,Offensive rebound by J. Harden,,68,74
268,3,8:05.0,T. Ariza misses 3-pt jump shot from 24 ft,,68,74
269,3,8:05.0,,Defensive rebound by K. Lowry,68,74
270,3,7:56.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by N. Powell),68,77
271,3,7:34.0,J. Harden misses 2-pt hook shot from 10 ft,,68,77
272,3,7:33.0,Offensive rebound by J. Harden,,68,77
273,3,7:31.0,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),,70,77
274,3,7:31.0,Shooting foul by J. Valančiūnas (drawn by M. Harrell),,70,77
275,3,7:31.0,M. Harrell misses free throw 1 of 1,,70,77
276,3,7:29.0,,Defensive rebound by J. Valančiūnas,70,77
277,3,7:23.0,,K. Lowry misses 3-pt jump shot from 25 ft,70,77
278,3,7:22.0,Defensive rebound by T. Ariza,,70,77
279,3,7:12.0,Turnover by T. Ariza (traveling),,70,77
280,3,6:55.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by D. DeRozan),70,80
281,3,6:28.0,J. Harden misses 3-pt jump shot from 23 ft,,70,80
282,3,6:27.0,,Defensive rebound by J. Valančiūnas,70,80
283,3,6:13.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),70,83
284,3,6:13.0,Houston full timeout,,70,83
285,3,6:13.0,E. Gordon enters the game for P. Beverley,,70,83
286,3,6:01.0,J. Harden makes 3-pt jump shot from 24 ft,,73,83
287,3,5:41.0,,D. DeRozan makes 2-pt jump shot from 3 ft,73,85
288,3,5:41.0,,Shooting foul by T. Ariza (drawn by D. DeRozan),73,85
289,3,5:41.0,,D. DeRozan makes free throw 1 of 1,73,86
290,3,5:31.0,J. Harden makes 3-pt jump shot from 25 ft,,76,86
291,3,5:15.0,,D. DeRozan misses 2-pt layup from 2 ft,76,86
292,3,5:15.0,Defensive rebound by J. Harden,,76,86
293,3,5:10.0,M. Harrell makes 2-pt layup from 2 ft (assist by T. Ariza),,78,86
294,3,5:10.0,Shooting foul by K. Lowry (drawn by M. Harrell),,78,86
295,3,5:10.0,M. Harrell makes free throw 1 of 1,,79,86
296,3,4:51.0,,N. Powell misses 3-pt jump shot from 24 ft,79,86
297,3,4:51.0,,Offensive rebound by Team,79,86
298,3,4:51.0,Loose ball foul by J. Harden (drawn by J. Valančiūnas),,79,86
299,3,4:37.0,,K. Lowry makes 2-pt jump shot from 7 ft,79,88
300,3,4:19.0,R. Anderson misses 3-pt jump shot from 25 ft,,79,88
301,3,4:18.0,,Defensive rebound by N. Powell,79,88
302,3,4:13.0,,Turnover by D. DeRozan (traveling),79,88
303,3,4:13.0,,L. Nogueira enters the game for J. Valančiūnas,79,88
304,3,4:13.0,,T. Ross enters the game for N. Powell,79,88
305,3,4:07.0,J. Harden makes 2-pt layup from 2 ft,,81,88
306,3,4:07.0,Shooting foul by L. Nogueira (drawn by J. Harden),,81,88
307,3,4:07.0,S. Dekker enters the game for R. Anderson,,81,88
308,3,4:07.0,J. Harden makes free throw 1 of 1,,82,88
309,3,3:42.0,,D. DeRozan misses 2-pt jump shot from 22 ft (block by J. Harden),82,88
310,3,3:41.0,Defensive rebound by J. Harden,,82,88
311,3,3:39.0,Shooting foul by L. Nogueira (drawn by S. Dekker),,82,88
312,3,3:39.0,S. Dekker misses free throw 1 of 2,,82,88
313,3,3:39.0,Offensive rebound by Team,,82,88
314,3,3:39.0,S. Dekker misses free throw 2 of 2,,82,88
315,3,3:38.0,,Defensive rebound by D. Carroll,82,88
316,3,3:26.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),82,91
317,3,3:14.0,,Violation by K. Lowry (kicked ball),82,91
318,3,3:14.0,,C. Joseph enters the game for K. Lowry,82,91
319,3,3:00.0,J. Harden misses 2-pt layup from 2 ft,,82,91
320,3,3:00.0,,Defensive rebound by L. Nogueira,82,91
321,3,2:51.0,,T. Ross makes 2-pt jump shot from 5 ft,82,93
322,3,2:35.0,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),,84,93
323,3,2:16.0,,T. Ross misses 2-pt jump shot from 21 ft,84,93
324,3,2:16.0,Defensive rebound by T. Ariza,,84,93
325,3,2:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,84,93
326,3,2:08.0,Offensive rebound by M. Harrell,,84,93
327,3,2:04.0,E. Gordon misses 3-pt jump shot from 25 ft (block by L. Nogueira),,84,93
328,3,2:02.0,,Defensive rebound by D. DeRozan,84,93
329,3,1:54.0,,T. Ross misses 2-pt dunk at rim (block by E. Gordon),84,93
330,3,1:52.0,Defensive rebound by T. Ariza,,84,93
331,3,1:41.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,87,93
332,3,1:41.0,,Toronto full timeout,87,93
333,3,1:41.0,C. Brewer enters the game for S. Dekker,,87,93
334,3,1:41.0,,P. Patterson enters the game for D. Carroll,87,93
335,3,1:23.0,,T. Ross makes 2-pt jump shot from 19 ft,87,95
336,3,1:05.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,90,95
337,3,0:47.0,,C. Joseph makes 2-pt hook shot from 7 ft,90,97
338,3,0:27.0,M. Harrell makes 2-pt jump shot from 9 ft (assist by J. Harden),,92,97
339,3,0:04.0,,Shooting foul by J. Harden (drawn by D. DeRozan),92,97
340,3,0:04.0,,D. DeRozan makes free throw 1 of 2,92,98
341,3,0:04.0,,D. DeRozan makes free throw 2 of 2,92,99
342,3,0:00.0,J. Harden makes 3-pt jump shot from 25 ft,,95,99
343,4,11:45.0,,Turnover by T. Ross (lost ball; steal by C. Brewer),95,99
344,4,11:35.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Brewer),,97,99
345,4,11:21.0,,K. Lowry misses 2-pt jump shot from 2 ft (block by M. Harrell),97,99
346,4,11:20.0,Defensive rebound by P. Beverley,,97,99
347,4,11:14.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Beverley),,100,99
348,4,11:14.0,,Toronto full timeout,100,99
349,4,10:56.0,,T. Ross misses 3-pt jump shot from 26 ft,100,99
350,4,10:55.0,Defensive rebound by E. Gordon,,100,99
351,4,10:48.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by E. Gordon),,103,99
352,4,10:21.0,,K. Lowry misses 3-pt jump shot from 26 ft,103,99
353,4,10:21.0,,Offensive rebound by Team,103,99
354,4,10:21.0,Loose ball foul by C. Brewer (drawn by P. Patterson),,103,99
355,4,10:20.0,,Turnover by Team (back court),103,99
356,4,10:04.0,M. Harrell makes 2-pt layup from 3 ft (assist by E. Gordon),,105,99
357,4,10:04.0,Shooting foul by P. Patterson (drawn by M. Harrell),,105,99
358,4,10:04.0,M. Harrell makes free throw 1 of 1,,106,99
359,4,9:49.0,,Turnover by K. Lowry (lost ball; steal by C. Brewer),106,99
360,4,9:43.0,M. Harrell makes 2-pt jump shot from 6 ft (assist by P. Beverley),,108,99
361,4,9:42.0,,Toronto full timeout,108,99
362,4,9:42.0,,N. Powell enters the game for L. Nogueira,108,99
363,4,9:29.0,,N. Powell misses 3-pt jump shot from 24 ft,108,99
364,4,9:28.0,Defensive rebound by M. Harrell,,108,99
365,4,9:21.0,E. Gordon makes 2-pt layup from 3 ft (assist by P. Beverley),,110,99
366,4,9:02.0,,C. Joseph misses 2-pt jump shot from 18 ft,110,99
367,4,9:01.0,Defensive rebound by C. Brewer,,110,99
368,4,8:53.0,Turnover by C. Brewer (lost ball; steal by K. Lowry),,110,99
369,4,8:50.0,,Shooting foul by P. Beverley (drawn by K. Lowry),110,99
370,4,8:50.0,,K. Lowry misses free throw 1 of 2,110,99
371,4,8:50.0,,Offensive rebound by Team,110,99
372,4,8:50.0,,D. DeRozan enters the game for C. Joseph,110,99
373,4,8:50.0,,K. Lowry makes free throw 2 of 2,110,100
374,4,8:37.0,M. Harrell makes 2-pt layup from 2 ft (assist by E. Gordon),,112,100
375,4,8:21.0,,D. DeRozan makes 2-pt jump shot from 7 ft,112,102
376,4,8:01.0,M. Harrell misses 2-pt jump shot from 5 ft,,112,102
377,4,8:00.0,,Defensive rebound by P. Patterson,112,102
378,4,7:47.0,,Def 3 sec tech foul by T. Ariza,112,102
379,4,7:47.0,,D. DeRozan makes technical free throw,112,103
380,4,7:44.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),112,105
