,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
64,1,3:38.0,Turnover by V. Oladipo (lost ball),,20,15
65,1,3:38.0,Á. Abrines enters the game for V. Oladipo,,20,15
66,1,3:17.0,,Turnover by N. Mirotić (lost ball; steal by A. Roberson),20,15
67,1,3:17.0,,Loose ball foul by N. Mirotić (drawn by A. Roberson),20,15
68,1,3:07.0,R. Westbrook misses 3-pt jump shot from 25 ft,,20,15
69,1,3:06.0,Offensive rebound by E. Freedom,,20,15
70,1,3:04.0,E. Freedom makes 2-pt layup from 2 ft,,22,15
71,1,2:43.0,,M. Carter-Williams makes 2-pt jump shot from 9 ft,22,17
72,1,2:25.0,R. Westbrook makes 2-pt jump shot from 9 ft,,24,17
73,1,2:10.0,,Shooting foul by A. Roberson (drawn by J. Butler),24,17
74,1,2:10.0,Oklahoma City full timeout,,24,17
75,1,2:10.0,,J. Butler misses free throw 1 of 2,24,17
76,1,2:10.0,,Offensive rebound by Team,24,17
77,1,2:10.0,C. Payne enters the game for R. Westbrook,,24,17
78,1,2:10.0,,J. Grant enters the game for M. Carter-Williams,24,17
79,1,2:10.0,,J. Butler makes free throw 2 of 2,24,18
80,1,1:55.0,Á. Abrines misses 3-pt jump shot from 26 ft,,24,18
81,1,1:54.0,,Defensive rebound by J. Butler,24,18
82,1,1:44.0,,Turnover by J. Grant (bad pass),24,18
83,1,1:26.0,Turnover by E. Freedom (bad pass),,24,18
84,1,1:01.0,,J. Grant makes 2-pt jump shot from 10 ft (assist by J. Butler),24,20
85,1,0:50.0,C. Payne misses 2-pt jump shot from 5 ft,,24,20
86,1,0:50.0,,Defensive rebound by Team,24,20
87,1,0:32.0,,J. Butler misses 3-pt jump shot from 26 ft,24,20
88,1,0:31.0,Defensive rebound by S. Adams,,24,20
89,1,0:14.0,S. Adams makes 2-pt dunk at rim (assist by E. Freedom),,26,20
90,1,0:07.0,,Personal take foul by C. Payne (drawn by J. Grant),26,20
91,1,0:00.0,,R. Lopez misses 2-pt jump shot from 18 ft,26,20
92,1,0:00.0,,Offensive rebound by Team,26,20
93,2,11:37.0,Á. Abrines makes 3-pt jump shot from 26 ft (assist by J. Grant),,29,20
94,2,11:19.0,,D. McDermott misses 2-pt layup from 2 ft,29,20
95,2,11:18.0,Defensive rebound by C. Payne,,29,20
96,2,11:13.0,E. Freedom makes 2-pt layup from 2 ft (assist by C. Payne),,31,20
97,2,11:13.0,Shooting foul by C. Felício (drawn by E. Freedom),,31,20
98,2,11:13.0,E. Freedom misses free throw 1 of 1,,31,20
99,2,11:12.0,,Defensive rebound by N. Mirotić,31,20
100,2,10:53.0,,Turnover by N. Mirotić (offensive foul),31,20
101,2,10:53.0,,Offensive foul by N. Mirotić (drawn by J. Lauvergne),31,20
102,2,10:44.0,Shooting foul by N. Mirotić (drawn by J. Lauvergne),,31,20
103,2,10:44.0,J. Lauvergne makes free throw 1 of 2,,32,20
104,2,10:44.0,J. Lauvergne misses free throw 2 of 2,,32,20
105,2,10:44.0,,T. Gibson enters the game for N. Mirotić,32,20
106,2,10:41.0,,Defensive rebound by C. Felício,32,20
107,2,10:27.0,,C. Felício makes 2-pt jump shot from 16 ft (assist by D. Wade),32,22
108,2,10:09.0,Oklahoma City full timeout,,32,22
109,2,10:03.0,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by C. Payne),,35,22
110,2,9:43.0,,D. Wade misses 2-pt jump shot from 12 ft,35,22
111,2,9:42.0,Defensive rebound by E. Freedom,,35,22
112,2,9:38.0,Á. Abrines misses 2-pt layup from 2 ft,,35,22
113,2,9:36.0,Offensive rebound by E. Freedom,,35,22
114,2,9:36.0,E. Freedom makes 2-pt layup from 2 ft,,37,22
115,2,9:36.0,,Chicago full timeout,37,22
116,2,9:20.0,,T. Gibson misses 2-pt hook shot from 5 ft,37,22
117,2,9:19.0,Defensive rebound by E. Freedom,,37,22
118,2,9:02.0,E. Freedom misses 2-pt layup from 2 ft (block by D. Wade),,37,22
119,2,8:59.0,Offensive rebound by E. Freedom,,37,22
120,2,8:59.0,E. Freedom makes 2-pt layup from 2 ft,,39,22
121,2,8:44.0,,D. Wade misses 2-pt layup from 1 ft (block by J. Grant),39,22
122,2,8:42.0,,Offensive rebound by C. Felício,39,22
123,2,8:42.0,,C. Felício makes 2-pt layup from 3 ft,39,24
124,2,8:20.0,J. Grant misses 3-pt jump shot from 24 ft,,39,24
125,2,8:19.0,,Defensive rebound by J. Grant,39,24
126,2,8:07.0,,J. Grant makes 2-pt jump shot from 9 ft,39,26
127,2,7:48.0,C. Payne misses 2-pt jump shot from 5 ft,,39,26
128,2,7:45.0,,Defensive rebound by C. Felício,39,26
129,2,7:39.0,,D. Wade makes 2-pt layup from 1 ft,39,28
130,2,7:15.0,Turnover by J. Lauvergne (traveling),,39,28
131,2,7:15.0,R. Westbrook enters the game for C. Payne,,39,28
132,2,7:15.0,D. Sabonis enters the game for J. Lauvergne,,39,28
133,2,7:05.0,,Shooting foul by J. Grant (drawn by D. Wade),39,28
134,2,7:05.0,,D. Wade misses free throw 1 of 2,39,28
135,2,7:05.0,,Offensive rebound by Team,39,28
136,2,7:05.0,,Turnover by C. Felício (lane violation.),39,28
137,2,7:05.0,V. Oladipo enters the game for Á. Abrines,,39,28
138,2,7:05.0,S. Adams enters the game for E. Freedom,,39,28
139,2,7:05.0,,J. Butler enters the game for J. Grant,39,28
140,2,6:54.0,Turnover by R. Westbrook (bad pass; steal by C. Felício),,39,28
141,2,6:51.0,,Shooting foul by D. Sabonis (drawn by D. Wade),39,28
142,2,6:51.0,,D. Wade makes free throw 1 of 2,39,29
143,2,6:51.0,A. Roberson enters the game for J. Grant,,39,29
144,2,6:51.0,,D. Wade makes free throw 2 of 2,39,30
145,2,6:35.0,V. Oladipo makes 2-pt jump shot from 8 ft,,41,30
146,2,6:23.0,,Shooting foul by V. Oladipo (drawn by D. Wade),41,30
147,2,6:23.0,,D. Wade makes free throw 1 of 2,41,31
148,2,6:23.0,,D. Wade makes free throw 2 of 2,41,32
149,2,6:08.0,Turnover by S. Adams (bad pass; steal by T. Gibson),,41,32
150,2,5:49.0,,D. Wade makes 3-pt jump shot from 26 ft (assist by J. Butler),41,35
151,2,5:36.0,R. Westbrook makes 2-pt layup from 1 ft,,43,35
152,2,5:23.0,,J. Butler misses 2-pt layup from 1 ft,43,35
153,2,5:22.0,,Offensive rebound by T. Gibson,43,35
154,2,5:22.0,,T. Gibson makes 2-pt layup from 2 ft,43,37
155,2,5:06.0,S. Adams misses 2-pt jump shot from 10 ft,,43,37
156,2,5:05.0,Offensive rebound by D. Sabonis,,43,37
157,2,5:05.0,D. Sabonis misses 2-pt layup from 2 ft (block by T. Gibson),,43,37
158,2,5:03.0,,Defensive rebound by C. Felício,43,37
159,2,4:40.0,,D. McDermott misses 2-pt jump shot from 22 ft,43,37
160,2,4:40.0,,Offensive rebound by C. Felício,43,37
161,2,4:40.0,,C. Felício makes 2-pt layup from 2 ft,43,39
162,2,4:40.0,,Shooting foul by D. Sabonis (drawn by C. Felício),43,39
163,2,4:40.0,E. Freedom enters the game for D. Sabonis,,43,39
164,2,4:40.0,,M. Carter-Williams enters the game for D. Wade,43,39
165,2,4:40.0,,C. Felício makes free throw 1 of 1,43,40
166,2,4:27.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,45,40
167,2,4:06.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,45,40
168,2,4:04.0,Defensive rebound by V. Oladipo,,45,40
169,2,3:51.0,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),,47,40
170,2,3:30.0,,M. Carter-Williams makes 2-pt jump shot from 14 ft,47,42
171,2,3:16.0,Shooting foul by M. Carter-Williams (drawn by R. Westbrook),,47,42
172,2,3:16.0,R. Westbrook makes free throw 1 of 2,,48,42
173,2,3:16.0,R. Westbrook makes free throw 2 of 2,,49,42
174,2,3:00.0,,M. Carter-Williams makes 2-pt layup from 4 ft (assist by J. Butler),49,44
175,2,2:42.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Freedom),,52,44
176,2,2:27.0,,Turnover by J. Butler (bad pass; steal by R. Westbrook),52,44
177,2,2:16.0,R. Westbrook misses 3-pt jump shot from 25 ft,,52,44
178,2,2:15.0,,Defensive rebound by T. Gibson,52,44
179,2,1:55.0,,J. Butler misses 2-pt jump shot from 14 ft,52,44
180,2,1:54.0,Defensive rebound by E. Freedom,,52,44
181,2,1:49.0,R. Westbrook makes 2-pt jump shot from 9 ft,,54,44
182,2,1:49.0,Shooting foul by C. Felício (drawn by R. Westbrook),,54,44
183,2,1:49.0,Oklahoma City full timeout,,54,44
184,2,1:49.0,R. Westbrook misses free throw 1 of 1,,54,44
185,2,1:49.0,,R. Lopez enters the game for T. Gibson,54,44
186,2,1:48.0,Offensive rebound by Team,,54,44
187,2,1:48.0,,Loose ball foul by R. Lopez (drawn by E. Freedom),54,44
188,2,1:48.0,E. Freedom makes free throw 1 of 2,,55,44
189,2,1:48.0,E. Freedom makes free throw 2 of 2,,56,44
190,2,1:36.0,,Turnover by M. Carter-Williams (back court),56,44
191,2,1:24.0,S. Adams makes 2-pt hook shot from 6 ft (assist by R. Westbrook),,58,44
192,2,0:57.0,,M. Carter-Williams makes 2-pt jump shot from 19 ft,58,46
193,2,0:35.0,R. Westbrook misses 3-pt jump shot from 25 ft,,58,46
194,2,0:33.0,,Defensive rebound by D. McDermott,58,46
195,2,0:24.0,,D. McDermott misses 3-pt jump shot from 23 ft,58,46
196,2,0:22.0,Defensive rebound by E. Freedom,,58,46
197,2,0:02.0,R. Westbrook makes 3-pt jump shot from 26 ft,,61,46
198,3,11:46.0,S. Adams misses 2-pt layup from 1 ft,,61,46
199,3,11:44.0,,Defensive rebound by D. Wade,61,46
200,3,11:26.0,,D. Wade misses 2-pt jump shot from 16 ft,61,46
201,3,11:25.0,Defensive rebound by R. Westbrook,,61,46
202,3,11:20.0,V. Oladipo misses 3-pt jump shot from 25 ft,,61,46
203,3,11:19.0,,Defensive rebound by T. Gibson,61,46
204,3,11:09.0,,T. Gibson makes 2-pt layup from 1 ft (assist by M. Carter-Williams),61,48
205,3,10:48.0,S. Adams makes 2-pt hook shot from 7 ft,,63,48
206,3,10:23.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by D. Wade),63,50
207,3,10:07.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. Sabonis),,65,50
208,3,9:45.0,,M. Carter-Williams misses 2-pt jump shot from 7 ft,65,50
209,3,9:44.0,Defensive rebound by D. Sabonis,,65,50
210,3,9:34.0,R. Westbrook makes 2-pt jump shot from 21 ft (assist by V. Oladipo),,67,50
211,3,9:20.0,,Turnover by D. Wade (bad pass; steal by V. Oladipo),67,50
212,3,9:06.0,A. Roberson misses 3-pt jump shot from 24 ft,,67,50
213,3,9:04.0,,Defensive rebound by D. Wade,67,50
214,3,8:54.0,,Shooting foul by V. Oladipo (drawn by D. Wade),67,50
215,3,8:54.0,,D. Wade makes free throw 1 of 2,67,51
216,3,8:54.0,,D. Wade misses free throw 2 of 2,67,51
217,3,8:52.0,Defensive rebound by R. Westbrook,,67,51
218,3,8:37.0,D. Sabonis misses 2-pt layup from 2 ft,,67,51
219,3,8:36.0,,Defensive rebound by T. Gibson,67,51
220,3,8:24.0,,R. Lopez misses 2-pt jump shot from 22 ft,67,51
221,3,8:23.0,Defensive rebound by A. Roberson,,67,51
222,3,8:12.0,V. Oladipo misses 2-pt layup from 1 ft (block by R. Lopez),,67,51
223,3,8:10.0,,Defensive rebound by R. Lopez,67,51
224,3,7:56.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by J. Butler),67,54
225,3,7:55.0,Oklahoma City full timeout,,67,54
226,3,7:39.0,Personal foul by R. Lopez (drawn by S. Adams),,67,54
227,3,7:39.0,R. Westbrook misses 3-pt jump shot from 26 ft,,67,54
228,3,7:33.0,Offensive rebound by Team,,67,54
229,3,7:11.0,R. Westbrook misses 2-pt jump shot from 11 ft,,67,54
230,3,7:11.0,,Defensive rebound by T. Gibson,67,54
231,3,6:51.0,,T. Gibson makes 2-pt layup from 2 ft (assist by D. Wade),67,56
232,3,6:51.0,,Shooting foul by V. Oladipo (drawn by T. Gibson),67,56
233,3,6:51.0,,T. Gibson makes free throw 1 of 1,67,57
234,3,6:45.0,V. Oladipo makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,69,57
235,3,6:29.0,,T. Gibson misses 2-pt jump shot from 5 ft,69,57
236,3,6:27.0,Defensive rebound by S. Adams,,69,57
237,3,6:20.0,Shooting foul by T. Gibson (drawn by D. Sabonis),,69,57
238,3,6:20.0,D. Sabonis makes free throw 1 of 2,,70,57
239,3,6:20.0,J. Grant enters the game for V. Oladipo,,70,57
240,3,6:20.0,D. Sabonis makes free throw 2 of 2,,71,57
241,3,6:07.0,,Shooting foul by R. Westbrook (drawn by M. Carter-Williams),71,57
242,3,6:07.0,,M. Carter-Williams makes free throw 1 of 2,71,58
243,3,6:07.0,,M. Carter-Williams makes free throw 2 of 2,71,59
244,3,5:57.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,73,59
245,3,5:29.0,,J. Butler misses 2-pt jump shot from 15 ft,73,59
246,3,5:28.0,Defensive rebound by D. Sabonis,,73,59
247,3,5:22.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,75,59
248,3,5:22.0,,Chicago full timeout,75,59
249,3,5:22.0,E. Freedom enters the game for D. Sabonis,,75,59
250,3,5:22.0,,D. McDermott enters the game for T. Gibson,75,59
251,3,5:22.0,,N. Mirotić enters the game for D. Wade,75,59
252,3,5:03.0,,N. Mirotić misses 3-pt jump shot from 26 ft,75,59
253,3,5:02.0,Defensive rebound by R. Westbrook,,75,59
254,3,4:45.0,A. Roberson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,78,59
255,3,4:17.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Butler),78,61
256,3,3:58.0,A. Roberson misses 3-pt jump shot from 27 ft,,78,61
257,3,3:56.0,,Defensive rebound by R. Lopez,78,61
258,3,3:43.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by J. Butler),78,64
259,3,3:24.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by A. Roberson),,80,64
260,3,3:08.0,,Turnover by N. Mirotić (bad pass; steal by E. Freedom),80,64
261,3,3:02.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,82,64
262,3,2:44.0,,J. Butler misses 2-pt layup from 1 ft (block by A. Roberson),82,64
263,3,2:42.0,Defensive rebound by J. Grant,,82,64
264,3,2:40.0,R. Westbrook makes 2-pt layup from 1 ft,,84,64
265,3,2:25.0,,M. Carter-Williams misses 2-pt layup from 1 ft,84,64
266,3,2:22.0,Defensive rebound by A. Roberson,,84,64
267,3,2:17.0,J. Grant misses 3-pt jump shot from 25 ft,,84,64
268,3,2:17.0,,Defensive rebound by Team,84,64
269,3,2:17.0,,D. Wade enters the game for J. Butler,84,64
270,3,2:17.0,,J. Grant enters the game for M. Carter-Williams,84,64
271,3,2:16.0,C. Payne enters the game for R. Westbrook,,84,64
272,3,1:59.0,,D. Wade misses 2-pt jump shot from 4 ft,84,64
273,3,1:58.0,Defensive rebound by E. Freedom,,84,64
274,3,1:52.0,J. Grant makes 3-pt jump shot from 23 ft (assist by A. Roberson),,87,64
275,3,1:52.0,,Chicago full timeout,87,64
276,3,1:52.0,Á. Abrines enters the game for A. Roberson,,87,64
277,3,1:45.0,,Personal foul by E. Freedom (drawn by R. Lopez),87,64
278,3,1:28.0,,J. Grant misses 2-pt layup from 3 ft (block by S. Adams),87,64
279,3,1:28.0,,Offensive rebound by Team,87,64
280,3,1:13.0,,N. Mirotić misses 3-pt jump shot from 26 ft,87,64
281,3,1:12.0,Defensive rebound by Á. Abrines,,87,64
282,3,0:54.0,E. Freedom makes 2-pt layup from 2 ft (assist by Á. Abrines),,89,64
283,3,0:45.0,,D. Wade makes 2-pt jump shot from 4 ft,89,66
284,3,0:45.0,,Away from play foul by J. Grant (drawn by R. Lopez),89,66
285,3,0:45.0,,R. Lopez makes free throw 1 of 1,89,67
286,3,0:33.0,C. Payne misses 2-pt jump shot from 7 ft,,89,67
287,3,0:27.0,,Defensive rebound by J. Grant,89,67
288,3,0:23.0,,D. Wade misses 3-pt jump shot from 26 ft,89,67
289,3,0:21.0,Defensive rebound by Á. Abrines,,89,67
290,3,0:04.0,C. Payne misses 2-pt jump shot from 16 ft,,89,67
291,3,0:03.0,Offensive rebound by E. Freedom,,89,67
292,3,0:03.0,E. Freedom misses 2-pt layup from 1 ft,,89,67
293,3,0:02.0,,Defensive rebound by D. Wade,89,67
294,3,0:00.0,,D. Wade misses 3-pt jump shot from 38 ft,89,67
295,3,0:00.0,,Offensive rebound by Team,89,67
296,4,11:48.0,,D. Wade misses 2-pt layup from 1 ft,89,67
297,4,11:47.0,Defensive rebound by C. Payne,,89,67
298,4,11:41.0,Á. Abrines makes 2-pt dunk at rim,,91,67
299,4,11:26.0,,D. Wade makes 2-pt layup from 2 ft,91,69
300,4,11:09.0,Turnover by J. Lauvergne (3 sec),,91,69
301,4,10:54.0,,J. Grant misses 3-pt jump shot from 26 ft,91,69
302,4,10:53.0,Defensive rebound by E. Freedom,,91,69
303,4,10:43.0,J. Lauvergne misses 3-pt jump shot from 25 ft,,91,69
304,4,10:42.0,,Defensive rebound by D. Wade,91,69
305,4,10:23.0,,N. Mirotić misses 3-pt jump shot from 26 ft,91,69
306,4,10:21.0,Defensive rebound by C. Payne,,91,69
307,4,10:12.0,Á. Abrines misses 3-pt jump shot from 25 ft,,91,69
308,4,10:11.0,,Defensive rebound by C. Felício,91,69
309,4,10:03.0,,Shooting foul by C. Payne (drawn by D. McDermott),91,69
310,4,10:03.0,,D. McDermott makes free throw 1 of 2,91,70
311,4,10:03.0,,B. Portis enters the game for N. Mirotić,91,70
312,4,10:03.0,,D. McDermott makes free throw 2 of 2,91,71
313,4,9:47.0,J. Lauvergne makes 2-pt layup from 3 ft (assist by E. Freedom),,93,71
314,4,9:28.0,,D. McDermott misses 2-pt jump shot from 7 ft,93,71
315,4,9:27.0,Defensive rebound by E. Freedom,,93,71
316,4,9:27.0,Personal foul by D. Wade (drawn by E. Freedom),,93,71
317,4,9:17.0,Á. Abrines makes 2-pt jump shot from 22 ft (assist by C. Payne),,95,71
318,4,9:04.0,,C. Felício makes 2-pt jump shot from 18 ft (assist by D. Wade),95,73
319,4,8:37.0,C. Payne misses 2-pt layup from 2 ft,,95,73
320,4,8:36.0,,Defensive rebound by D. McDermott,95,73
321,4,8:26.0,,Shooting foul by C. Payne (drawn by J. Grant),95,73
322,4,8:26.0,,Chicago full timeout,95,73
323,4,8:26.0,,J. Grant makes free throw 1 of 2,95,74
324,4,8:26.0,,P. Zipser enters the game for D. Wade,95,73
325,4,8:26.0,,I. Canaan enters the game for D. McDermott,95,73
326,4,8:26.0,J. Grant enters the game for D. Sabonis,,95,73
327,4,8:26.0,,J. Grant makes free throw 2 of 2,95,75
328,4,8:11.0,E. Freedom makes 2-pt layup from 2 ft (assist by Á. Abrines),,97,75
329,4,7:52.0,,P. Zipser misses 2-pt jump shot from 12 ft,97,75
330,4,7:50.0,,Offensive rebound by C. Felício,97,75
331,4,7:49.0,,C. Felício misses 2-pt layup from 2 ft,97,75
332,4,7:48.0,,Offensive rebound by B. Portis,97,75
333,4,7:48.0,,B. Portis misses 2-pt layup from 2 ft,97,75
334,4,7:48.0,Defensive rebound by Team,,97,75
335,4,7:48.0,R. Westbrook enters the game for C. Payne,,97,75
336,4,7:23.0,R. Westbrook misses 3-pt jump shot from 26 ft,,97,75
337,4,7:21.0,,Defensive rebound by C. Felício,97,75
338,4,7:08.0,,I. Canaan makes 3-pt jump shot from 24 ft,97,78
339,4,6:47.0,J. Grant makes 2-pt layup from 2 ft,,99,78
340,4,6:32.0,,Turnover by B. Portis (traveling),99,78
341,4,6:32.0,S. Adams enters the game for E. Freedom,,99,78
342,4,6:21.0,J. Grant makes 2-pt dunk at rim (assist by R. Westbrook),,101,78
343,4,6:05.0,,P. Zipser misses 2-pt jump shot from 5 ft (block by J. Grant),101,78
344,4,6:05.0,,Offensive rebound by Team,101,78
345,4,6:00.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by C. Felício),101,81
346,4,5:43.0,J. Grant misses 2-pt layup from 1 ft,,101,81
347,4,5:42.0,,Defensive rebound by C. Felício,101,81
348,4,5:24.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by I. Canaan),101,84
349,4,5:05.0,Turnover by R. Westbrook (bad pass; steal by B. Portis),,101,84
350,4,4:50.0,,J. Grant makes 2-pt dunk at rim,101,86
351,4,4:50.0,Oklahoma City full timeout,,101,86
352,4,4:50.0,V. Oladipo enters the game for Á. Abrines,,101,86
353,4,4:50.0,A. Roberson enters the game for J. Grant,,101,86
354,4,4:28.0,Turnover by J. Lauvergne (bad pass; steal by C. Felício),,101,86
355,4,4:23.0,,Turnover by I. Canaan (step out of bounds),101,86
356,4,4:23.0,E. Freedom enters the game for J. Lauvergne,,101,86
357,4,4:12.0,R. Westbrook misses 2-pt jump shot from 15 ft,,101,86
358,4,4:10.0,Offensive rebound by S. Adams,,101,86
359,4,4:05.0,R. Westbrook makes 2-pt jump shot from 15 ft (assist by S. Adams),,103,86
360,4,3:49.0,,B. Portis misses 3-pt jump shot from 26 ft,103,86
361,4,3:47.0,,Offensive rebound by C. Felício,103,86
362,4,3:47.0,,C. Felício makes 2-pt layup from 2 ft,103,88
363,4,3:38.0,Turnover by R. Westbrook (bad pass),,103,88
364,4,3:13.0,,P. Zipser misses 2-pt layup from 3 ft,103,88
365,4,3:12.0,,Offensive rebound by B. Portis,103,88
366,4,3:12.0,,B. Portis makes 2-pt layup from 2 ft,103,90
367,4,2:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,103,90
368,4,2:53.0,,Defensive rebound by P. Zipser,103,90
369,4,2:38.0,,I. Canaan misses 2-pt jump shot from 20 ft,103,90
370,4,2:37.0,Defensive rebound by R. Westbrook,,103,90
371,4,2:31.0,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),,105,90
372,4,2:09.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by I. Canaan),105,92
373,4,1:47.0,E. Freedom makes 2-pt hook shot from 4 ft,,107,92
374,4,1:35.0,,B. Portis misses 3-pt jump shot from 25 ft,107,92
375,4,1:34.0,Defensive rebound by S. Adams,,107,92
376,4,1:21.0,R. Westbrook makes 2-pt jump shot from 14 ft,,109,92
377,4,1:18.0,,Personal take foul by R. Westbrook (drawn by J. Grant),109,92
378,4,1:18.0,,Chicago full timeout,109,92
