,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
110,2,10:03.0,,Shooting foul by C. Frye (drawn by O. White),37,40
111,2,10:03.0,,O. White makes free throw 1 of 2,37,41
112,2,10:03.0,,O. White makes free throw 2 of 2,37,42
113,2,9:51.0,D. Liggins makes 2-pt layup from 2 ft,,39,42
114,2,9:40.0,,Turnover by O. White (offensive foul),39,42
115,2,9:40.0,,Offensive foul by O. White (drawn by R. Jefferson),39,42
116,2,9:40.0,D. Williams enters the game for C. Frye,,39,42
117,2,9:25.0,Shooting foul by T. Johnson (drawn by D. Williams),,39,42
118,2,9:25.0,D. Williams makes free throw 1 of 2,,40,42
119,2,9:25.0,D. Williams makes free throw 2 of 2,,41,42
120,2,9:14.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),41,45
121,2,9:03.0,Turnover by D. Williams (bad pass; steal by J. Johnson),,41,45
122,2,8:58.0,,Personal foul by D. Williams (drawn by O. White),41,45
123,2,8:58.0,Official timeout,,41,45
124,2,8:58.0,,D. Waiters enters the game for T. Johnson,41,45
125,2,8:46.0,,D. Waiters misses 3-pt jump shot from 25 ft,41,45
126,2,8:45.0,Defensive rebound by D. Liggins,,41,45
127,2,8:30.0,R. Jefferson misses 2-pt layup from 1 ft (block by J. Richardson),,41,45
128,2,8:29.0,,Defensive rebound by J. Richardson,41,45
129,2,8:23.0,,D. Waiters misses 3-pt jump shot from 23 ft,41,45
130,2,8:22.0,Defensive rebound by D. Williams,,41,45
131,2,8:04.0,D. Williams misses 2-pt jump shot from 7 ft,,41,45
132,2,8:02.0,,Defensive rebound by D. Waiters,41,45
133,2,7:55.0,,J. Richardson makes 2-pt layup from 2 ft,41,47
134,2,7:38.0,R. Jefferson misses 3-pt jump shot from 25 ft,,41,47
135,2,7:37.0,,Defensive rebound by J. Richardson,41,47
136,2,7:31.0,,Turnover by J. Johnson (offensive goaltending),41,47
137,2,7:16.0,D. Williams misses 3-pt jump shot from 25 ft,,41,47
138,2,7:15.0,Offensive rebound by D. Liggins,,41,47
139,2,7:04.0,D. Liggins misses 2-pt jump shot from 5 ft (block by J. Johnson),,41,47
140,2,7:03.0,Offensive rebound by D. Liggins,,41,47
141,2,6:50.0,D. Liggins misses 2-pt layup from 2 ft,,41,47
142,2,6:49.0,,Defensive rebound by J. Richardson,41,47
143,2,6:41.0,,J. Richardson misses 2-pt jump shot from 20 ft,41,47
144,2,6:40.0,Defensive rebound by D. Liggins,,41,47
145,2,6:28.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Williams),,44,47
146,2,6:28.0,,Miami full timeout,44,47
147,2,6:28.0,I. Shumpert enters the game for D. Williams,,44,47
148,2,6:28.0,T. Thompson enters the game for D. Liggins,,44,47
149,2,6:28.0,,L. Babbitt enters the game for J. Johnson,44,47
150,2,6:28.0,,G. Dragić enters the game for J. Richardson,44,47
151,2,6:28.0,,T. Johnson enters the game for W. Ellington,44,47
152,2,6:28.0,,H. Whiteside enters the game for O. White,44,47
153,2,6:03.0,,H. Whiteside makes 2-pt hook shot from 3 ft (assist by L. Babbitt),44,49
154,2,5:50.0,R. Jefferson makes 2-pt dunk at rim (assist by K. Korver),,46,49
155,2,5:41.0,,G. Dragić misses 2-pt jump shot from 8 ft,46,49
156,2,5:40.0,,Offensive rebound by H. Whiteside,46,49
157,2,5:37.0,,H. Whiteside misses 2-pt layup from 1 ft,46,49
158,2,5:36.0,,Offensive rebound by H. Whiteside,46,49
159,2,5:35.0,,H. Whiteside makes 2-pt layup from 1 ft,46,51
160,2,5:20.0,Turnover by T. Thompson (traveling),,46,51
161,2,5:02.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),46,54
162,2,4:42.0,D. Williams makes 2-pt jump shot from 14 ft (assist by T. Thompson),,48,54
163,2,4:24.0,,G. Dragić misses 3-pt jump shot from 24 ft,48,54
164,2,4:23.0,,Offensive rebound by H. Whiteside,48,54
165,2,4:19.0,,H. Whiteside makes 2-pt jump shot from 8 ft,48,56
166,2,3:57.0,I. Shumpert misses 2-pt layup from 1 ft,,48,56
167,2,3:56.0,Offensive rebound by T. Thompson,,48,56
168,2,3:55.0,T. Thompson misses 2-pt layup from 1 ft,,48,56
169,2,3:54.0,Offensive rebound by T. Thompson,,48,56
170,2,3:53.0,Turnover by T. Thompson (bad pass; steal by L. Babbitt),,48,56
171,2,3:29.0,,T. Johnson misses 3-pt jump shot from 25 ft,48,56
172,2,3:28.0,Defensive rebound by T. Thompson,,48,56
173,2,3:20.0,Turnover by D. Williams (bad pass; steal by D. Waiters),,48,56
174,2,3:06.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by G. Dragić),48,59
175,2,2:47.0,K. Korver misses 2-pt jump shot from 13 ft,,48,59
176,2,2:46.0,,Defensive rebound by H. Whiteside,48,59
177,2,2:35.0,,D. Waiters misses 3-pt jump shot from 24 ft,48,59
178,2,2:34.0,Defensive rebound by D. Williams,,48,59
179,2,2:28.0,Personal foul by L. Babbitt (drawn by D. Williams),,48,59
180,2,2:28.0,Cleveland full timeout,,48,59
181,2,2:28.0,C. Frye enters the game for D. Williams,,48,59
182,2,2:28.0,D. Liggins enters the game for R. Jefferson,,48,59
183,2,2:28.0,,J. Johnson enters the game for L. Babbitt,48,59
184,2,2:20.0,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Liggins),,51,59
185,2,1:59.0,,H. Whiteside makes 2-pt jump shot from 12 ft,51,61
186,2,1:49.0,Personal foul by D. Waiters (drawn by C. Frye),,51,61
187,2,1:42.0,K. Korver misses 2-pt jump shot from 16 ft,,51,61
188,2,1:41.0,Offensive rebound by T. Thompson,,51,61
189,2,1:32.0,D. Liggins misses 2-pt jump shot from 20 ft,,51,61
190,2,1:31.0,,Defensive rebound by H. Whiteside,51,61
191,2,1:25.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Johnson),51,64
192,2,1:11.0,K. Korver misses 3-pt jump shot from 24 ft,,51,64
193,2,1:10.0,,Defensive rebound by G. Dragić,51,64
194,2,1:08.0,,Shooting foul by K. Korver (drawn by G. Dragić),51,64
195,2,1:08.0,,G. Dragić makes free throw 1 of 2,51,65
196,2,1:08.0,,G. Dragić misses free throw 2 of 2,51,65
197,2,1:08.0,,W. Ellington enters the game for T. Johnson,51,65
198,2,1:08.0,D. Williams enters the game for C. Frye,,51,65
199,2,1:08.0,,J. Richardson enters the game for D. Waiters,51,65
200,2,1:07.0,Defensive rebound by D. Williams,,51,65
201,2,0:49.0,I. Shumpert misses 2-pt jump shot from 17 ft,,51,65
202,2,0:49.0,,Defensive rebound by W. Ellington,51,65
203,2,0:33.0,,J. Richardson misses 3-pt jump shot from 24 ft,51,65
204,2,0:33.0,Defensive rebound by D. Liggins,,51,65
205,2,0:18.0,D. Williams misses 3-pt jump shot from 23 ft,,51,65
206,2,0:17.0,,Defensive rebound by J. Johnson,51,65
207,2,0:02.0,,G. Dragić makes 2-pt jump shot from 9 ft,51,67
208,3,11:37.0,I. Shumpert misses 3-pt jump shot from 27 ft,,51,67
209,3,11:36.0,Offensive rebound by Team,,51,67
210,3,11:36.0,Turnover by Team (shot clock),,51,67
211,3,11:29.0,,Personal foul by J. Jones (drawn by L. Babbitt),51,67
212,3,11:19.0,,G. Dragić makes 3-pt jump shot from 25 ft,51,70
213,3,10:57.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Jones),,54,70
214,3,10:46.0,,Personal foul by J. Jones (drawn by R. McGruder),54,70
215,3,10:37.0,,D. Waiters makes 2-pt layup from 1 ft,54,72
216,3,10:24.0,J. Jones makes 2-pt jump shot from 12 ft,,56,72
217,3,10:11.0,,Shooting foul by T. Thompson (drawn by H. Whiteside),56,72
218,3,10:11.0,,H. Whiteside makes free throw 1 of 2,56,73
219,3,10:11.0,,H. Whiteside makes free throw 2 of 2,56,74
220,3,9:50.0,Personal foul by L. Babbitt (drawn by J. Jones),,56,74
221,3,9:42.0,Turnover by J. Jones (bad pass),,56,74
222,3,9:30.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by G. Dragić),56,77
223,3,9:17.0,D. Williams makes 2-pt jump shot from 11 ft,,58,77
224,3,9:04.0,,G. Dragić makes 2-pt jump shot from 7 ft,58,79
225,3,8:59.0,Shooting foul by G. Dragić (drawn by D. Williams),,58,79
226,3,8:59.0,D. Williams makes free throw 1 of 2,,59,79
227,3,8:59.0,D. Williams makes free throw 2 of 2,,60,79
228,3,8:45.0,,L. Babbitt misses 3-pt jump shot from 24 ft,60,79
229,3,8:44.0,Defensive rebound by D. Williams,,60,79
230,3,8:35.0,D. Williams misses 3-pt jump shot from 24 ft,,60,79
231,3,8:34.0,,Defensive rebound by R. McGruder,60,79
232,3,8:29.0,,G. Dragić makes 2-pt layup from 1 ft,60,81
233,3,8:16.0,Personal foul by L. Babbitt (drawn by J. Jones),,60,81
234,3,8:16.0,,J. Johnson enters the game for L. Babbitt,60,81
235,3,8:11.0,T. Thompson misses 2-pt jump shot from 6 ft,,60,81
236,3,8:10.0,,Defensive rebound by H. Whiteside,60,81
237,3,7:59.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by D. Waiters),60,83
238,3,7:59.0,Cleveland full timeout,,60,83
239,3,7:59.0,C. Frye enters the game for T. Thompson,,60,83
240,3,7:44.0,C. Frye makes 3-pt jump shot from 25 ft (assist by D. Williams),,63,83
241,3,7:22.0,,D. Waiters misses 2-pt jump shot from 20 ft,63,83
242,3,7:21.0,,Offensive rebound by J. Johnson,63,83
243,3,7:13.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),63,85
244,3,6:54.0,D. Williams misses 3-pt jump shot from 25 ft,,63,85
245,3,6:53.0,,Defensive rebound by H. Whiteside,63,85
246,3,6:35.0,,H. Whiteside makes 2-pt hook shot from 7 ft,63,87
247,3,6:24.0,K. Korver misses 3-pt jump shot from 24 ft,,63,87
248,3,6:23.0,,Defensive rebound by J. Johnson,63,87
249,3,6:07.0,,Personal foul by J. Jones (drawn by H. Whiteside),63,87
250,3,5:55.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),63,90
251,3,5:41.0,C. Frye makes 2-pt jump shot from 20 ft (assist by D. Williams),,65,90
252,3,5:25.0,,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Johnson),65,93
253,3,5:18.0,Personal foul by R. McGruder (drawn by K. Korver),,65,93
254,3,5:05.0,K. Korver misses 3-pt jump shot from 24 ft,,65,93
255,3,5:04.0,,Defensive rebound by J. Johnson,65,93
256,3,4:48.0,,Turnover by H. Whiteside (traveling),65,93
257,3,4:48.0,Cleveland full timeout,,65,93
258,3,4:48.0,D. Williams enters the game for I. Shumpert,,65,93
259,3,4:48.0,D. Liggins enters the game for D. Williams,,65,93
260,3,4:48.0,,O. White enters the game for J. Johnson,65,93
261,3,4:35.0,C. Frye misses 3-pt jump shot from 24 ft,,65,93
262,3,4:34.0,,Defensive rebound by G. Dragić,65,93
263,3,4:10.0,,Turnover by Team (shot clock),65,93
264,3,4:10.0,T. Thompson enters the game for K. Korver,,65,93
265,3,4:10.0,R. Jefferson enters the game for J. Jones,,65,93
266,3,3:49.0,C. Frye makes 3-pt jump shot from 25 ft (assist by D. Liggins),,68,93
267,3,3:49.0,,Miami full timeout,68,93
268,3,3:49.0,,T. Johnson enters the game for G. Dragić,68,93
269,3,3:26.0,,O. White makes 2-pt jump shot from 15 ft (assist by R. McGruder),68,95
270,3,3:13.0,Offensive foul by R. Jefferson (drawn by R. McGruder),,68,95
271,3,3:13.0,Turnover by R. Jefferson (offensive foul),,68,95
272,3,3:13.0,,W. Ellington enters the game for R. McGruder,68,95
273,3,2:58.0,,Turnover by O. White (traveling),68,95
274,3,2:44.0,C. Frye makes 3-pt jump shot from 25 ft (assist by T. Thompson),,71,95
275,3,2:18.0,,D. Waiters misses 2-pt jump shot from 22 ft,71,95
276,3,2:17.0,Defensive rebound by D. Williams,,71,95
277,3,2:01.0,Shooting block foul by T. Johnson (drawn by D. Liggins),,71,95
278,3,2:01.0,D. Liggins misses free throw 1 of 2,,71,95
279,3,2:01.0,Offensive rebound by Team,,71,95
280,3,2:01.0,D. Liggins misses free throw 2 of 2,,71,95
281,3,2:01.0,,J. Richardson enters the game for D. Waiters,71,95
282,3,2:00.0,,Defensive rebound by H. Whiteside,71,95
283,3,1:43.0,,H. Whiteside misses 2-pt jump shot from 6 ft,71,95
284,3,1:42.0,,Offensive rebound by T. Johnson,71,95
285,3,1:41.0,,T. Johnson makes 2-pt layup from 1 ft,71,97
286,3,1:19.0,T. Thompson misses 2-pt jump shot from 7 ft (block by H. Whiteside),,71,97
287,3,1:18.0,,Defensive rebound by T. Johnson,71,97
288,3,1:11.0,,Personal foul by D. Liggins (drawn by T. Johnson),71,97
289,3,1:11.0,,T. Johnson makes free throw 1 of 2,71,98
290,3,1:11.0,,T. Johnson makes free throw 2 of 2,71,99
291,3,0:56.0,D. Liggins makes 2-pt layup from 1 ft,,73,99
292,3,0:46.0,,J. Richardson makes 2-pt jump shot from 6 ft,73,101
293,3,0:32.0,R. Jefferson makes 2-pt jump shot from 14 ft,,75,101
294,3,0:32.0,Shooting foul by W. Ellington (drawn by R. Jefferson),,75,101
295,3,0:32.0,R. Jefferson misses free throw 1 of 1,,75,101
296,3,0:31.0,,Defensive rebound by Team,75,101
297,3,0:13.0,,H. Whiteside misses 2-pt hook shot from 5 ft,75,101
298,3,0:12.0,,Offensive rebound by O. White,75,101
299,3,0:11.0,,O. White misses 2-pt layup from 1 ft,75,101
300,3,0:10.0,,Offensive rebound by Team,75,101
301,3,0:00.0,,W. Ellington misses 3-pt jump shot from 25 ft,75,101
302,3,0:00.0,,Offensive rebound by Team,75,101
303,4,11:44.0,,T. Johnson misses 3-pt jump shot from 25 ft,75,101
304,4,11:43.0,Defensive rebound by J. Jones,,75,101
305,4,11:40.0,,Violation by J. Richardson (def goaltending),75,101
306,4,11:40.0,D. Williams makes 2-pt layup from 1 ft (assist by D. Liggins),,77,101
307,4,11:16.0,,J. Richardson misses 2-pt jump shot from 7 ft,77,101
308,4,11:15.0,Defensive rebound by J. Jones,,77,101
309,4,11:07.0,T. Thompson misses 2-pt jump shot from 5 ft (block by W. Reed),,77,101
310,4,11:06.0,Offensive rebound by T. Thompson,,77,101
311,4,11:05.0,Shooting foul by J. Richardson (drawn by T. Thompson),,77,101
312,4,11:05.0,T. Thompson makes free throw 1 of 2,,78,101
313,4,11:05.0,T. Thompson makes free throw 2 of 2,,79,101
314,4,10:48.0,,T. Johnson makes 2-pt layup from 2 ft,79,103
315,4,10:26.0,D. Williams misses 2-pt layup from 2 ft,,79,103
316,4,10:25.0,Offensive rebound by T. Thompson,,79,103
317,4,10:25.0,Shooting foul by O. White (drawn by T. Thompson),,79,103
318,4,10:25.0,T. Thompson misses free throw 1 of 2,,79,103
319,4,10:25.0,Offensive rebound by Team,,79,103
320,4,10:25.0,T. Thompson misses free throw 2 of 2,,79,103
321,4,10:24.0,,Defensive rebound by J. Richardson,79,103
322,4,10:09.0,,Personal foul by J. Jones (drawn by O. White),79,103
323,4,9:59.0,,O. White makes 2-pt jump shot from 4 ft (assist by J. Richardson),79,105
324,4,9:38.0,T. Thompson misses 2-pt jump shot from 5 ft,,79,105
325,4,9:37.0,,Defensive rebound by J. Richardson,79,105
326,4,9:18.0,,W. Ellington misses 2-pt jump shot from 18 ft,79,105
327,4,9:17.0,Defensive rebound by D. Williams,,79,105
328,4,9:11.0,Turnover by D. Williams (bad pass; steal by T. Johnson),,79,105
329,4,9:06.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by T. Johnson),79,108
330,4,8:48.0,J. Jones misses 3-pt jump shot from 25 ft,,79,108
331,4,8:47.0,,Defensive rebound by W. Ellington,79,108
332,4,8:34.0,,Personal foul by D. Williams (drawn by T. Johnson),79,108
333,4,8:34.0,Official timeout,,79,108
334,4,8:34.0,D. Williams enters the game for T. Thompson,,79,108
335,4,8:34.0,C. Frye enters the game for R. Jefferson,,79,108
336,4,8:27.0,,Offensive foul by O. White (drawn by D. Williams),79,108
337,4,8:27.0,,Turnover by O. White (offensive foul),79,108
338,4,8:17.0,C. Frye misses 3-pt jump shot from 25 ft,,79,108
339,4,8:16.0,Offensive rebound by D. Williams,,79,108
340,4,8:04.0,C. Frye makes 2-pt jump shot from 6 ft,,81,108
341,4,7:46.0,,J. Richardson misses 3-pt jump shot from 25 ft,81,108
342,4,7:45.0,Defensive rebound by C. Frye,,81,108
343,4,7:22.0,C. Frye makes 2-pt jump shot from 17 ft,,83,108
344,4,7:22.0,,Miami full timeout,83,108
345,4,7:08.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by W. Reed),83,111
346,4,6:51.0,C. Frye makes 2-pt jump shot from 12 ft,,85,111
347,4,6:51.0,Shooting foul by T. Johnson (drawn by C. Frye),,85,111
348,4,6:51.0,C. Frye misses free throw 1 of 1,,85,111
349,4,6:50.0,,Defensive rebound by O. White,85,111
350,4,6:30.0,,W. Ellington misses 3-pt jump shot from 25 ft,85,111
351,4,6:28.0,,Offensive rebound by T. Johnson,85,111
352,4,6:20.0,,W. Ellington misses 3-pt jump shot from 24 ft,85,111
353,4,6:19.0,Defensive rebound by D. Liggins,,85,111
354,4,6:04.0,D. Williams misses 2-pt jump shot from 13 ft,,85,111
355,4,6:03.0,,Defensive rebound by W. Ellington,85,111
356,4,5:48.0,,W. Reed misses 2-pt layup from 3 ft,85,111
357,4,5:47.0,,Offensive rebound by W. Reed,85,111
358,4,5:46.0,,W. Reed misses 2-pt layup from 1 ft,85,111
359,4,5:45.0,Defensive rebound by C. Frye,,85,111
360,4,5:34.0,Turnover by D. Williams (bad pass; steal by W. Ellington),,85,111
361,4,5:25.0,,T. Johnson misses 3-pt jump shot from 25 ft,85,111
362,4,5:24.0,Defensive rebound by D. Liggins,,85,111
363,4,5:14.0,D. Williams misses 3-pt jump shot from 24 ft,,85,111
364,4,5:13.0,,Defensive rebound by T. Johnson,85,111
365,4,4:53.0,,W. Reed makes 2-pt layup from 2 ft (assist by J. Richardson),85,113
366,4,4:26.0,C. Frye makes 2-pt jump shot from 19 ft (assist by D. Williams),,87,113
367,4,4:03.0,,W. Reed misses 2-pt jump shot from 9 ft,87,113
368,4,4:02.0,Defensive rebound by Team,,87,113
369,4,4:02.0,,R. McGruder enters the game for T. Johnson,87,113
370,4,4:02.0,R. Jefferson enters the game for D. Williams,,87,113
371,4,3:51.0,Turnover by R. Jefferson (bad pass),,87,113
372,4,3:33.0,,J. Richardson makes 2-pt layup from 2 ft,87,115
373,4,3:11.0,Turnover by C. Frye (traveling),,87,115
374,4,2:49.0,,W. Ellington misses 2-pt jump shot from 21 ft,87,115
375,4,2:48.0,,Offensive rebound by W. Ellington,87,115
376,4,2:45.0,,Turnover by W. Ellington (bad pass; steal by C. Frye),87,115
377,4,2:39.0,D. Liggins misses 2-pt jump shot from 4 ft,,87,115
378,4,2:38.0,,Defensive rebound by O. White,87,115
379,4,2:18.0,,R. McGruder makes 3-pt jump shot from 25 ft,87,118
380,4,2:17.0,Cleveland full timeout,,87,118
381,4,2:00.0,C. Frye makes 2-pt dunk at rim (assist by J. Jones),,89,118
382,4,1:41.0,,R. McGruder misses 3-pt jump shot from 25 ft,89,118
383,4,1:40.0,Defensive rebound by D. Liggins,,89,118
384,4,1:31.0,Turnover by D. Williams (lost ball),,89,118
385,4,1:16.0,,W. Reed misses 2-pt layup from 3 ft (block by C. Frye),89,118
386,4,1:15.0,,Offensive rebound by R. McGruder,89,118
