,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
355,4,5:03.0,Offensive rebound by Team,,78,87
356,4,5:03.0,M. Ellis makes free throw 2 of 2,,79,87
357,4,4:53.0,,Personal block foul by M. Ellis (drawn by K. Middleton),79,87
358,4,4:53.0,,K. Middleton makes free throw 1 of 2,79,88
359,4,4:53.0,,K. Middleton misses free throw 2 of 2,79,88
360,4,4:51.0,Defensive rebound by P. George,,79,88
361,4,4:43.0,Turnover by J. Teague (bad pass),,79,88
362,4,4:18.0,,Turnover by Team (shot clock),79,88
363,4,4:03.0,P. George makes 2-pt layup from 1 ft,,81,88
364,4,4:03.0,Shooting foul by G. Antetokounmpo (drawn by P. George),,81,88
365,4,4:03.0,P. George makes free throw 1 of 1,,82,88
366,4,3:50.0,Violation by M. Turner (def goaltending),,82,88
367,4,3:50.0,,K. Middleton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),82,90
368,4,3:27.0,M. Ellis misses 3-pt jump shot from 31 ft,,82,90
369,4,3:25.0,,Defensive rebound by J. Terry,82,90
370,4,3:08.0,,Shooting foul by J. Teague (drawn by G. Monroe),82,90
371,4,3:08.0,,G. Monroe makes free throw 1 of 2,82,91
372,4,3:08.0,,G. Monroe makes free throw 2 of 2,82,92
373,4,3:08.0,Indiana full timeout,,82,92
374,4,2:54.0,M. Turner misses 2-pt jump shot from 16 ft,,82,92
375,4,2:53.0,,Defensive rebound by G. Monroe,82,92
376,4,2:32.0,,Personal foul by P. George (drawn by G. Antetokounmpo),82,92
377,4,2:32.0,,G. Antetokounmpo makes free throw 1 of 2,82,93
378,4,2:32.0,,G. Antetokounmpo makes free throw 2 of 2,82,94
379,4,2:23.0,Shooting foul by G. Monroe (drawn by M. Ellis),,82,94
380,4,2:23.0,M. Ellis misses free throw 1 of 2,,82,94
381,4,2:23.0,Offensive rebound by Team,,82,94
382,4,2:23.0,M. Ellis makes free throw 2 of 2,,83,94
383,4,2:00.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by R. Vaughn),83,97
