,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
0,1,11:38.0,M. Turner makes 2-pt hook shot from 3 ft (assist by J. Teague),,2,0
1,1,11:19.0,,G. Antetokounmpo misses 2-pt jump shot from 21 ft,2,0
2,1,11:18.0,Defensive rebound by P. George,,2,0
3,1,11:05.0,J. Teague misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,2,0
4,1,11:02.0,Offensive rebound by M. Turner,,2,0
5,1,10:58.0,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Turner),,5,0
6,1,10:38.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,5,0
7,1,10:37.0,Defensive rebound by P. George,,5,0
8,1,10:26.0,J. Teague makes 3-pt jump shot from 27 ft (assist by P. George),,8,0
9,1,10:06.0,,K. Middleton misses 2-pt jump shot from 16 ft,8,0
10,1,10:05.0,Defensive rebound by M. Turner,,8,0
11,1,9:59.0,T. Young makes 2-pt layup at rim (assist by J. Teague),,10,0
12,1,9:40.0,,Personal block foul by T. Young (drawn by G. Antetokounmpo),10,0
13,1,9:31.0,,T. Maker makes 2-pt dunk at rim (assist by T. Snell),10,2
14,1,9:31.0,,Shooting foul by T. Young (drawn by T. Maker),10,2
15,1,9:31.0,L. Allen enters the game for T. Young,,10,2
16,1,9:31.0,,T. Maker makes free throw 1 of 1,10,3
17,1,9:20.0,P. George misses 3-pt jump shot from 24 ft,,10,3
18,1,9:19.0,,Defensive rebound by K. Middleton,10,3
19,1,9:04.0,,K. Middleton misses 2-pt jump shot from 15 ft,10,3
20,1,9:02.0,Defensive rebound by C. Miles,,10,3
21,1,8:49.0,C. Miles makes 2-pt jump shot from 18 ft (assist by J. Teague),,12,3
22,1,8:29.0,,T. Maker misses 3-pt jump shot from 26 ft,12,3
23,1,8:27.0,Defensive rebound by P. George,,12,3
24,1,8:14.0,M. Turner makes 2-pt layup from 1 ft (assist by P. George),,14,3
25,1,8:12.0,,Milwaukee full timeout,14,3
26,1,8:12.0,,G. Monroe enters the game for T. Maker,14,3
27,1,7:56.0,,G. Monroe makes 2-pt hook shot from 6 ft,14,5
28,1,7:42.0,Turnover by J. Teague (bad pass),,14,5
29,1,7:16.0,,Turnover by M. Dellavedova (bad pass; steal by M. Turner),14,5
30,1,7:12.0,Shooting foul by T. Snell (drawn by P. George),,14,5
31,1,7:12.0,P. George makes free throw 1 of 2,,15,5
32,1,7:12.0,P. George makes free throw 2 of 2,,16,5
33,1,6:55.0,,G. Monroe makes 2-pt jump shot from 19 ft (assist by T. Snell),16,7
34,1,6:36.0,M. Turner makes 2-pt hook shot from 4 ft (assist by P. George),,18,7
35,1,6:28.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),18,10
36,1,6:13.0,L. Allen misses 2-pt jump shot from 13 ft,,18,10
37,1,6:12.0,,Defensive rebound by G. Antetokounmpo,18,10
38,1,6:05.0,,G. Antetokounmpo makes 2-pt dunk at rim,18,12
39,1,5:39.0,L. Allen makes 2-pt layup from 1 ft,,20,12
40,1,5:20.0,,Turnover by G. Monroe (bad pass; steal by M. Turner),20,12
41,1,4:58.0,Turnover by J. Teague (bad pass; steal by K. Middleton),,20,12
42,1,4:55.0,,Personal foul by J. Teague (drawn by G. Antetokounmpo),20,12
43,1,4:55.0,,J. Terry enters the game for K. Middleton,20,12
44,1,4:55.0,,R. Vaughn enters the game for M. Dellavedova,20,12
45,1,4:48.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by G. Monroe),20,15
46,1,4:37.0,P. George misses 3-pt jump shot from 26 ft,,20,15
47,1,4:36.0,,Defensive rebound by G. Antetokounmpo,20,15
48,1,4:32.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Teague),20,15
49,1,4:26.0,L. Allen makes 2-pt layup from 1 ft (assist by P. George),,22,15
50,1,4:26.0,Shooting foul by J. Terry (drawn by L. Allen),,22,15
51,1,4:26.0,M. Ellis enters the game for C. Miles,,22,15
52,1,4:26.0,L. Allen makes free throw 1 of 1,,23,15
53,1,4:13.0,,Personal block foul by M. Turner (drawn by G. Monroe),23,15
54,1,4:01.0,,R. Vaughn misses 2-pt jump shot from 10 ft,23,15
55,1,4:00.0,Defensive rebound by M. Turner,,23,15
56,1,3:51.0,Turnover by P. George (lost ball; steal by G. Antetokounmpo),,23,15
57,1,3:45.0,,T. Snell makes 2-pt dunk at rim,23,17
58,1,3:38.0,Indiana full timeout,,23,17
59,1,3:38.0,R. Stuckey enters the game for M. Turner,,23,17
60,1,3:38.0,A. Jefferson enters the game for J. Teague,,23,17
61,1,3:26.0,L. Allen makes 2-pt hook shot from 3 ft (assist by P. George),,25,17
62,1,2:59.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,25,17
63,1,2:58.0,Defensive rebound by R. Stuckey,,25,17
64,1,2:51.0,Turnover by R. Stuckey (bad pass; steal by J. Terry),,25,17
65,1,2:48.0,,J. Terry makes 2-pt layup from 1 ft (assist by T. Snell),25,19
66,1,2:32.0,A. Jefferson misses 2-pt jump shot from 4 ft (block by G. Monroe),,25,19
67,1,2:30.0,,Defensive rebound by G. Monroe,25,19
68,1,2:26.0,,J. Terry misses 3-pt jump shot from 27 ft,25,19
69,1,2:25.0,,Offensive rebound by R. Vaughn,25,19
70,1,2:23.0,,R. Vaughn misses 2-pt layup from 1 ft,25,19
71,1,2:22.0,Defensive rebound by L. Allen,,25,19
72,1,2:08.0,Personal foul by R. Vaughn (drawn by R. Stuckey),,25,19
73,1,2:08.0,G. Robinson enters the game for P. George,,25,19
74,1,1:55.0,R. Stuckey misses 3-pt jump shot from 26 ft,,25,19
75,1,1:50.0,Offensive rebound by M. Ellis,,25,19
76,1,1:47.0,A. Jefferson makes 2-pt layup from 1 ft (assist by M. Ellis),,27,19
77,1,1:29.0,,Shooting foul by A. Jefferson (drawn by G. Monroe),27,19
78,1,1:29.0,,G. Monroe makes free throw 1 of 2,27,20
79,1,1:29.0,,G. Monroe makes free throw 2 of 2,27,21
80,1,1:11.0,Personal foul by R. Vaughn (drawn by R. Stuckey),,27,21
81,1,1:11.0,,J. Henson enters the game for G. Antetokounmpo,27,21
82,1,1:01.0,A. Jefferson misses 2-pt jump shot from 14 ft,,27,21
83,1,1:00.0,,Defensive rebound by R. Vaughn,27,21
84,1,0:49.0,,R. Vaughn misses 3-pt jump shot from 27 ft,27,21
85,1,0:47.0,Defensive rebound by M. Ellis,,27,21
86,1,0:37.0,R. Stuckey misses 2-pt jump shot from 13 ft,,27,21
87,1,0:35.0,,Defensive rebound by G. Monroe,27,21
88,1,0:25.0,,T. Snell misses 2-pt jump shot from 7 ft,27,21
89,1,0:24.0,Defensive rebound by R. Stuckey,,27,21
90,1,0:05.0,Turnover by R. Stuckey (bad pass; steal by G. Monroe),,27,21
91,1,0:01.0,,G. Monroe makes 2-pt layup at rim,27,23
92,2,11:38.0,,K. Middleton makes 2-pt layup from 1 ft,27,25
93,2,11:25.0,M. Ellis makes 2-pt jump shot from 22 ft (assist by L. Allen),,29,25
94,2,10:57.0,T. Young enters the game for L. Allen,,29,25
95,2,10:54.0,,Turnover by K. Middleton (bad pass; steal by T. Young),29,25
96,2,10:41.0,M. Ellis misses 2-pt jump shot from 17 ft,,29,25
97,2,10:40.0,,Defensive rebound by R. Vaughn,29,25
98,2,10:30.0,,Personal foul by M. Ellis (drawn by K. Middleton),29,25
99,2,10:22.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by J. Terry),29,28
100,2,10:01.0,Shooting foul by G. Monroe (drawn by A. Jefferson),,29,28
101,2,10:01.0,A. Jefferson makes free throw 1 of 2,,30,28
102,2,10:01.0,A. Jefferson makes free throw 2 of 2,,31,28
103,2,9:46.0,,R. Vaughn makes 2-pt jump shot from 18 ft (assist by G. Monroe),31,30
104,2,9:23.0,A. Jefferson makes 2-pt jump shot from 4 ft (assist by G. Robinson),,33,30
105,2,9:11.0,,K. Middleton makes 2-pt jump shot from 16 ft,33,32
106,2,8:52.0,R. Stuckey misses 3-pt jump shot from 27 ft,,33,32
107,2,8:50.0,,Defensive rebound by J. Henson,33,32
108,2,8:31.0,,Turnover by K. Middleton (lost ball),33,32
109,2,8:31.0,,Loose ball foul by G. Monroe (drawn by R. Stuckey),33,32
110,2,8:31.0,Official timeout,,33,32
111,2,8:31.0,M. Turner enters the game for A. Jefferson,,33,32
112,2,8:31.0,P. George enters the game for R. Stuckey,,33,32
113,2,8:31.0,J. Teague enters the game for G. Robinson,,33,32
114,2,8:31.0,,S. Hawes enters the game for G. Monroe,33,32
115,2,8:19.0,T. Young misses 2-pt jump shot from 10 ft,,33,32
116,2,8:18.0,,Defensive rebound by S. Hawes,33,32
117,2,8:11.0,,Personal foul by M. Turner (drawn by J. Henson),33,32
118,2,8:04.0,,J. Terry misses 2-pt layup from 2 ft (block by M. Turner),33,32
119,2,8:01.0,Defensive rebound by T. Young,,33,32
120,2,7:58.0,Turnover by T. Young (lost ball; steal by J. Terry),,33,32
121,2,7:53.0,,Turnover by K. Middleton (bad pass; steal by P. George),33,32
122,2,7:49.0,Turnover by M. Ellis (traveling),,33,32
123,2,7:32.0,,K. Middleton misses 2-pt jump shot from 6 ft,33,32
124,2,7:31.0,Defensive rebound by T. Young,,33,32
125,2,7:24.0,Turnover by P. George (bad pass; steal by J. Terry),,33,32
126,2,7:17.0,,K. Middleton misses 3-pt jump shot from 25 ft,33,32
127,2,7:15.0,Defensive rebound by J. Teague,,33,32
128,2,7:02.0,J. Teague misses 2-pt jump shot from 14 ft,,33,32
129,2,7:01.0,,Defensive rebound by R. Vaughn,33,32
130,2,6:39.0,,Turnover by K. Middleton (bad pass; steal by T. Young),33,32
131,2,6:36.0,Shooting foul by R. Vaughn (drawn by M. Ellis),,33,32
132,2,6:36.0,M. Ellis makes free throw 1 of 2,,34,32
133,2,6:36.0,,T. Snell enters the game for R. Vaughn,34,32
134,2,6:36.0,,M. Dellavedova enters the game for J. Terry,34,32
135,2,6:36.0,M. Ellis makes free throw 2 of 2,,35,32
136,2,6:21.0,,S. Hawes misses 2-pt hook shot from 13 ft,35,32
137,2,6:19.0,Defensive rebound by J. Teague,,35,32
138,2,6:07.0,T. Young makes 2-pt jump shot from 16 ft,,37,32
139,2,5:48.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by M. Dellavedova),37,34
140,2,5:36.0,M. Turner misses 2-pt jump shot from 14 ft,,37,34
141,2,5:34.0,Offensive rebound by T. Young,,37,34
142,2,5:34.0,T. Young makes 2-pt layup from 1 ft,,39,34
143,2,5:18.0,,Turnover by M. Dellavedova (bad pass; steal by P. George),39,34
144,2,5:17.0,Personal take foul by K. Middleton (drawn by P. George),,39,34
145,2,5:17.0,,Milwaukee full timeout,39,34
146,2,5:17.0,C. Miles enters the game for M. Ellis,,39,34
147,2,5:17.0,,G. Antetokounmpo enters the game for S. Hawes,39,34
148,2,4:59.0,P. George makes 2-pt layup from 1 ft,,41,34
149,2,4:41.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,41,34
150,2,4:40.0,Defensive rebound by P. George,,41,34
151,2,4:35.0,Shooting foul by T. Snell (drawn by P. George),,41,34
152,2,4:35.0,P. George makes 2-pt jump shot from 17 ft,,43,34
153,2,4:35.0,P. George makes free throw 1 of 1,,44,34
154,2,4:11.0,,K. Middleton misses 2-pt jump shot from 21 ft,44,34
155,2,4:10.0,Defensive rebound by C. Miles,,44,34
156,2,4:03.0,M. Turner misses 3-pt jump shot from 26 ft,,44,34
157,2,4:02.0,,Defensive rebound by G. Antetokounmpo,44,34
158,2,3:55.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,44,34
159,2,3:53.0,,Offensive rebound by J. Henson,44,34
160,2,3:53.0,,J. Henson makes 2-pt layup at rim,44,36
161,2,3:43.0,J. Teague misses 2-pt layup from 1 ft (block by J. Henson),,44,36
162,2,3:40.0,Offensive rebound by P. George,,44,36
163,2,3:33.0,P. George misses 2-pt jump shot from 21 ft,,44,36
164,2,3:32.0,,Defensive rebound by J. Henson,44,36
165,2,3:12.0,,M. Dellavedova misses 2-pt jump shot from 20 ft,44,36
166,2,3:11.0,Defensive rebound by P. George,,44,36
167,2,3:05.0,Shooting foul by J. Henson (drawn by P. George),,44,36
168,2,3:05.0,P. George makes free throw 1 of 2,,45,36
169,2,3:05.0,L. Allen enters the game for T. Young,,45,36
170,2,3:05.0,P. George makes free throw 2 of 2,,46,36
171,2,2:44.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,46,36
172,2,2:42.0,Defensive rebound by P. George,,46,36
173,2,2:39.0,Indiana full timeout,,46,36
174,2,2:39.0,R. Christmas enters the game for M. Turner,,46,36
175,2,2:37.0,Turnover by J. Teague (lost ball),,46,36
176,2,2:27.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Dellavedova),46,38
177,2,2:08.0,Turnover by J. Teague (bad pass; steal by J. Henson),,46,38
178,2,1:58.0,,Offensive foul by K. Middleton (drawn by J. Teague),46,38
179,2,1:58.0,,Turnover by K. Middleton (offensive foul),46,38
180,2,1:46.0,Turnover by P. George (bad pass; steal by G. Antetokounmpo),,46,38
181,2,1:43.0,,Turnover by M. Dellavedova (bad pass),46,38
182,2,1:30.0,J. Teague misses 2-pt jump shot from 19 ft,,46,38
183,2,1:29.0,Offensive rebound by L. Allen,,46,38
184,2,1:26.0,Turnover by L. Allen (bad pass; steal by G. Antetokounmpo),,46,38
185,2,1:20.0,,Shooting foul by C. Miles (drawn by G. Antetokounmpo),46,38
186,2,1:20.0,,G. Antetokounmpo makes free throw 1 of 2,46,39
187,2,1:20.0,,G. Antetokounmpo makes free throw 2 of 2,46,40
188,2,1:01.0,C. Miles misses 3-pt jump shot from 24 ft,,46,40
189,2,1:00.0,Offensive rebound by L. Allen,,46,40
190,2,1:00.0,L. Allen misses 2-pt jump shot from 4 ft (block by J. Henson),,46,40
191,2,0:58.0,Offensive rebound by R. Christmas,,46,40
192,2,0:52.0,J. Teague makes 2-pt jump shot from 5 ft,,48,40
193,2,0:39.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft,48,42
194,2,0:28.0,P. George makes 2-pt jump shot from 16 ft (assist by J. Teague),,50,42
195,2,0:05.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),50,45
196,2,0:00.0,J. Teague misses 3-pt jump shot from 39 ft,,50,45
197,2,0:00.0,Offensive rebound by Team,,50,45
198,3,11:51.0,,M. Dellavedova misses 2-pt layup from 1 ft,50,45
199,3,11:49.0,,Offensive rebound by J. Henson,50,45
200,3,11:49.0,,J. Henson makes 2-pt layup at rim,50,47
201,3,11:23.0,J. Teague makes 2-pt jump shot from 8 ft,,52,47
202,3,11:06.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,52,47
203,3,11:05.0,Defensive rebound by J. Teague,,52,47
204,3,10:56.0,Turnover by J. Teague (bad pass; steal by G. Antetokounmpo),,52,47
205,3,10:51.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,52,49
206,3,10:25.0,T. Young misses 2-pt layup from 2 ft (block by J. Henson),,52,49
207,3,10:25.0,Offensive rebound by Team,,52,49
208,3,10:25.0,Turnover by Team (shot clock),,52,49
209,3,10:03.0,Offensive charge foul by G. Antetokounmpo (drawn by J. Teague),,52,49
210,3,10:03.0,,Turnover by G. Antetokounmpo (offensive foul),52,49
211,3,9:48.0,M. Turner misses 2-pt jump shot from 7 ft,,52,49
212,3,9:46.0,,Defensive rebound by J. Henson,52,49
213,3,9:35.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),52,51
214,3,9:18.0,C. Miles makes 2-pt jump shot from 22 ft (assist by P. George),,54,51
215,3,9:08.0,,Shooting foul by P. George (drawn by T. Snell),54,51
216,3,9:08.0,,T. Snell makes free throw 1 of 3,54,52
217,3,9:08.0,,T. Snell makes free throw 2 of 3,54,53
218,3,9:08.0,,T. Snell makes free throw 3 of 3,54,54
219,3,8:49.0,P. George misses 2-pt jump shot from 17 ft,,54,54
220,3,8:48.0,,Defensive rebound by G. Antetokounmpo,54,54
221,3,8:35.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),54,57
222,3,8:35.0,Indiana full timeout,,54,57
223,3,8:21.0,T. Young makes 2-pt layup from 1 ft (assist by M. Turner),,56,57
224,3,7:55.0,,T. Snell misses 2-pt jump shot from 17 ft (block by C. Miles),56,57
225,3,7:53.0,Defensive rebound by M. Turner,,56,57
226,3,7:31.0,Turnover by Team (shot clock),,56,57
227,3,7:18.0,,Turnover by K. Middleton (bad pass; steal by M. Turner),56,57
228,3,7:09.0,M. Turner misses 2-pt jump shot from 20 ft,,56,57
229,3,7:08.0,,Defensive rebound by J. Henson,56,57
230,3,6:58.0,,J. Henson misses 2-pt hook shot from 3 ft,56,57
231,3,6:56.0,,Offensive rebound by J. Henson,56,57
232,3,6:56.0,,J. Henson makes 2-pt layup at rim,56,59
233,3,6:46.0,Turnover by J. Teague (lost ball; steal by G. Antetokounmpo),,56,59
234,3,6:46.0,,Personal foul by J. Teague (drawn by M. Dellavedova),56,59
235,3,6:36.0,,Shooting foul by C. Miles (drawn by T. Snell),56,59
236,3,6:36.0,,T. Snell makes free throw 1 of 2,56,60
237,3,6:36.0,,T. Snell makes free throw 2 of 2,56,61
238,3,6:26.0,Personal block foul by M. Dellavedova (drawn by J. Teague),,56,61
239,3,6:14.0,T. Young misses 2-pt layup from 1 ft (block by J. Henson),,56,61
240,3,6:11.0,,Defensive rebound by T. Snell,56,61
241,3,6:03.0,,Turnover by K. Middleton (bad pass; steal by T. Young),56,61
242,3,6:01.0,T. Young makes 2-pt layup from 1 ft,,58,61
243,3,6:01.0,Shooting foul by T. Snell (drawn by T. Young),,58,61
244,3,6:01.0,T. Young misses free throw 1 of 1,,58,61
245,3,6:01.0,,Defensive rebound by Team,58,61
246,3,5:49.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,58,63
247,3,5:49.0,,Shooting foul by J. Teague (drawn by M. Dellavedova),58,63
248,3,5:49.0,,M. Dellavedova makes free throw 1 of 1,58,64
249,3,5:23.0,J. Teague makes 2-pt layup from 2 ft,,60,64
250,3,5:08.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Teague),60,64
251,3,4:56.0,C. Miles misses 3-pt jump shot from 24 ft,,60,64
252,3,4:55.0,,Defensive rebound by G. Antetokounmpo,60,64
253,3,4:41.0,,Turnover by J. Henson (lost ball; steal by J. Teague),60,64
254,3,4:37.0,Turnover by T. Young (bad pass),,60,64
255,3,4:37.0,,J. Terry enters the game for K. Middleton,60,64
256,3,4:37.0,,G. Monroe enters the game for J. Henson,60,64
257,3,4:23.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,60,64
258,3,4:22.0,,Offensive rebound by G. Monroe,60,64
259,3,4:21.0,,Shooting foul by M. Turner (drawn by G. Monroe),60,64
260,3,4:21.0,,G. Monroe makes 2-pt layup at rim,60,66
261,3,4:21.0,M. Ellis enters the game for C. Miles,,60,66
262,3,4:21.0,,G. Monroe makes free throw 1 of 1,60,67
263,3,4:08.0,J. Teague makes 2-pt layup from 1 ft,,62,67
264,3,3:50.0,,Shooting foul by T. Young (drawn by G. Monroe),62,67
265,3,3:50.0,,G. Monroe makes free throw 1 of 2,62,68
266,3,3:50.0,,G. Monroe misses free throw 2 of 2,62,68
267,3,3:50.0,A. Jefferson enters the game for M. Turner,,62,68
268,3,3:50.0,L. Allen enters the game for T. Young,,62,68
269,3,3:49.0,Defensive rebound by A. Jefferson,,62,68
270,3,3:26.0,J. Teague makes 2-pt jump shot from 9 ft,,64,68
271,3,3:10.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Dellavedova),64,70
272,3,2:59.0,J. Teague makes 2-pt layup from 4 ft,,66,70
273,3,2:47.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,66,72
274,3,2:31.0,P. George misses 2-pt jump shot from 15 ft,,66,72
275,3,2:30.0,,Defensive rebound by J. Terry,66,72
276,3,2:26.0,,Personal foul by P. George (drawn by G. Antetokounmpo),66,72
277,3,2:26.0,,Milwaukee full timeout,66,72
278,3,2:26.0,,Violation by Team (jump ball),66,72
279,3,2:26.0,,G. Antetokounmpo makes free throw 1 of 2,66,73
280,3,2:26.0,,R. Vaughn enters the game for M. Dellavedova,66,72
281,3,2:26.0,R. Stuckey enters the game for J. Teague,,66,72
282,3,2:26.0,G. Robinson enters the game for L. Allen,,66,72
283,3,2:26.0,,G. Antetokounmpo makes free throw 2 of 2,66,74
284,3,2:02.0,A. Jefferson misses 2-pt jump shot from 7 ft,,66,74
285,3,2:01.0,,Defensive rebound by Team,66,74
286,3,1:50.0,Offensive charge foul by G. Antetokounmpo (drawn by A. Jefferson),,66,74
287,3,1:50.0,,Turnover by G. Antetokounmpo (offensive foul),66,74
288,3,1:35.0,M. Ellis makes 2-pt jump shot from 19 ft,,68,74
289,3,1:06.0,,T. Snell misses 3-pt jump shot from 28 ft,68,74
290,3,1:05.0,Defensive rebound by P. George,,68,74
291,3,0:55.0,P. George misses 3-pt jump shot from 26 ft,,68,74
292,3,0:54.0,,Defensive rebound by G. Antetokounmpo,68,74
293,3,0:42.0,,Turnover by G. Antetokounmpo (bad pass; steal by P. George),68,74
294,3,0:24.0,Shooting foul by J. Terry (drawn by R. Stuckey),,68,74
295,3,0:24.0,R. Stuckey misses free throw 1 of 2,,68,74
296,3,0:24.0,Offensive rebound by Team,,68,74
297,3,0:24.0,R. Stuckey misses free throw 2 of 2,,68,74
298,3,0:23.0,,Defensive rebound by G. Monroe,68,74
299,3,0:00.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,68,74
300,3,0:00.0,,Offensive rebound by Team,68,74
301,4,11:45.0,A. Jefferson misses 2-pt layup from 1 ft,,68,74
302,4,11:44.0,Offensive rebound by G. Robinson,,68,74
303,4,11:44.0,G. Robinson makes 2-pt layup from 1 ft,,70,74
304,4,11:27.0,,G. Monroe makes 2-pt layup from 2 ft (assist by K. Middleton),70,76
305,4,11:02.0,P. George misses 3-pt jump shot from 24 ft,,70,76
306,4,11:02.0,,Defensive rebound by Team,70,76
307,4,11:02.0,Loose ball foul by A. Jefferson (drawn by G. Monroe),,70,76
308,4,10:50.0,,K. Middleton misses 2-pt jump shot from 10 ft,70,76
309,4,10:49.0,Defensive rebound by R. Stuckey,,70,76
310,4,10:32.0,A. Jefferson misses 2-pt jump shot from 16 ft,,70,76
311,4,10:31.0,,Defensive rebound by K. Middleton,70,76
312,4,10:13.0,,Shooting foul by A. Jefferson (drawn by K. Middleton),70,76
313,4,10:13.0,,K. Middleton makes free throw 1 of 2,70,77
314,4,10:13.0,M. Turner enters the game for A. Jefferson,,70,77
315,4,10:13.0,,K. Middleton makes free throw 2 of 2,70,78
316,4,9:52.0,M. Ellis makes 2-pt layup from 1 ft,,72,78
317,4,9:29.0,,R. Vaughn misses 3-pt jump shot from 24 ft,72,78
318,4,9:27.0,Defensive rebound by P. George,,72,78
319,4,9:19.0,P. George makes 2-pt jump shot from 15 ft,,74,78
320,4,9:04.0,,Shooting foul by M. Ellis (drawn by J. Terry),74,78
321,4,9:04.0,,J. Terry makes free throw 1 of 2,74,79
322,4,9:04.0,,J. Terry misses free throw 2 of 2,74,79
323,4,9:02.0,Defensive rebound by G. Robinson,,74,79
324,4,8:50.0,M. Ellis misses 3-pt jump shot from 24 ft,,74,79
325,4,8:49.0,,Defensive rebound by J. Terry,74,79
326,4,8:45.0,Official timeout,,74,79
327,4,8:45.0,J. Teague enters the game for R. Stuckey,,74,79
328,4,8:36.0,,Turnover by G. Monroe (bad pass; steal by G. Robinson),74,79
329,4,8:23.0,M. Ellis makes 2-pt layup from 1 ft,,76,79
330,4,8:04.0,,G. Monroe makes 2-pt layup at rim,76,81
331,4,7:50.0,Shooting foul by R. Vaughn (drawn by J. Teague),,76,81
332,4,7:50.0,J. Teague makes free throw 1 of 2,,77,81
333,4,7:50.0,J. Teague makes free throw 2 of 2,,78,81
334,4,7:32.0,,G. Monroe misses 2-pt layup from 1 ft (block by M. Turner),78,81
335,4,7:30.0,Defensive rebound by J. Teague,,78,81
336,4,7:23.0,P. George misses 3-pt jump shot from 26 ft,,78,81
337,4,7:22.0,,Defensive rebound by G. Monroe,78,81
338,4,7:02.0,,J. Terry makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),78,84
339,4,6:49.0,G. Robinson misses 3-pt jump shot from 23 ft,,78,84
340,4,6:48.0,,Defensive rebound by K. Middleton,78,84
341,4,6:34.0,,Personal foul by P. George (drawn by G. Antetokounmpo),78,84
342,4,6:29.0,,Turnover by G. Antetokounmpo (lost ball; steal by G. Robinson),78,84
343,4,6:23.0,Turnover by M. Ellis (lost ball; steal by R. Vaughn),,78,84
344,4,6:00.0,,J. Terry makes 2-pt jump shot from 5 ft,78,86
345,4,5:39.0,M. Turner misses 2-pt jump shot from 18 ft,,78,86
346,4,5:38.0,,Defensive rebound by G. Antetokounmpo,78,86
347,4,5:19.0,,Personal foul by M. Ellis (drawn by R. Vaughn),78,86
348,4,5:19.0,,Milwaukee full timeout,78,86
349,4,5:19.0,,K. Middleton misses free throw 1 of 2,78,86
350,4,5:19.0,,Offensive rebound by Team,78,86
351,4,5:19.0,C. Miles enters the game for G. Robinson,,78,86
352,4,5:19.0,,K. Middleton makes free throw 2 of 2,78,87
353,4,5:03.0,Shooting foul by J. Terry (drawn by M. Ellis),,78,87
354,4,5:03.0,M. Ellis misses free throw 1 of 2,,78,87
