,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
0,1,11:51.0,Personal foul by J. Green (drawn by A. Davis),,0,0
1,1,11:36.0,E. Moore makes 2-pt jump shot from 10 ft (assist by A. Davis),,2,0
2,1,11:16.0,,Shooting block foul by S. Hill (drawn by J. Ennis),2,0
3,1,11:16.0,,J. Ennis makes free throw 1 of 2,2,1
4,1,11:16.0,,J. Ennis makes free throw 2 of 2,2,2
5,1,11:03.0,Turnover by A. Davis (lost ball),,2,2
6,1,10:46.0,,J. Green makes 2-pt hook shot from 5 ft (assist by M. Gasol),2,4
7,1,10:35.0,Def 3 sec tech foul by J. Ennis,,2,4
8,1,10:35.0,A. Davis makes technical free throw,,3,4
9,1,10:35.0,New Orleans full timeout,,3,4
10,1,10:29.0,T. Frazier misses 3-pt jump shot from 27 ft,,3,4
11,1,10:28.0,,Defensive rebound by J. Green,3,4
12,1,10:10.0,,M. Gasol misses 2-pt jump shot from 16 ft,3,4
13,1,10:10.0,Defensive rebound by E. Moore,,3,4
14,1,10:00.0,A. Davis misses 2-pt jump shot from 14 ft,,3,4
15,1,10:00.0,,Defensive rebound by M. Gasol,3,4
16,1,9:43.0,,M. Gasol misses 2-pt hook shot from 5 ft,3,4
17,1,9:43.0,,Offensive rebound by J. Green,3,4
18,1,9:43.0,Loose ball foul by S. Hill (drawn by J. Green),,3,4
19,1,9:43.0,L. Stephenson enters the game for S. Hill,,3,4
20,1,9:32.0,,M. Conley makes 2-pt jump shot from 22 ft (assist by J. Green),3,6
21,1,9:13.0,E. Moore makes 2-pt jump shot from 11 ft,,5,6
22,1,9:03.0,,Shooting foul by L. Stephenson (drawn by T. Allen),5,6
23,1,9:03.0,,T. Allen makes free throw 1 of 2,5,7
24,1,9:03.0,,T. Allen misses free throw 2 of 2,5,7
25,1,9:02.0,Defensive rebound by A. Davis,,5,7
26,1,8:41.0,Turnover by A. Davis (bad pass),,5,7
