,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
0,1,11:37.0,C. Lee makes 2-pt jump shot from 18 ft (assist by J. Noah),,2,0
1,1,11:20.0,,M. Morris misses 2-pt jump shot from 15 ft,2,0
2,1,11:19.0,Defensive rebound by J. Noah,,2,0
3,1,11:01.0,D. Rose makes 2-pt layup from 2 ft,,4,0
4,1,10:37.0,,Turnover by M. Morris (traveling),4,0
5,1,10:12.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,4,0
6,1,10:12.0,Offensive rebound by Team,,4,0
7,1,10:12.0,Turnover by Team (shot clock),,4,0
8,1,9:58.0,,O. Porter misses 2-pt jump shot from 18 ft,4,0
9,1,9:57.0,Defensive rebound by J. Noah,,4,0
10,1,9:52.0,D. Rose misses 2-pt layup from 1 ft,,4,0
11,1,9:51.0,Offensive rebound by K. Porziņģis,,4,0
12,1,9:51.0,K. Porziņģis makes 2-pt dunk at rim,,6,0
13,1,9:37.0,,J. Wall misses 2-pt jump shot from 21 ft,6,0
14,1,9:36.0,Defensive rebound by Team,,6,0
15,1,9:21.0,C. Anthony misses 3-pt jump shot from 26 ft,,6,0
16,1,9:20.0,,Defensive rebound by M. Morris,6,0
17,1,9:03.0,,M. Gortat makes 2-pt layup from 1 ft,6,2
18,1,8:54.0,C. Anthony misses 3-pt jump shot from 25 ft,,6,2
19,1,8:53.0,,Defensive rebound by M. Morris,6,2
20,1,8:43.0,,J. Wall misses 2-pt jump shot from 8 ft,6,2
21,1,8:42.0,Defensive rebound by K. Porziņģis,,6,2
22,1,8:31.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,6,2
23,1,8:30.0,,Defensive rebound by M. Morris,6,2
24,1,8:18.0,,M. Gortat misses 2-pt jump shot from 12 ft,6,2
25,1,8:18.0,Defensive rebound by K. Porziņģis,,6,2
26,1,7:54.0,D. Rose misses 2-pt jump shot from 4 ft,,6,2
27,1,7:52.0,,Defensive rebound by M. Morris,6,2
28,1,7:43.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),6,4
29,1,7:21.0,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Noah),,8,4
30,1,7:13.0,,Offensive foul by M. Morris (drawn by K. Porziņģis),8,4
31,1,7:13.0,,Turnover by M. Morris (offensive foul),8,4
32,1,7:01.0,C. Lee misses 2-pt jump shot from 17 ft,,8,4
33,1,6:59.0,,Defensive rebound by M. Morris,8,4
34,1,6:53.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),8,7
35,1,6:38.0,D. Rose misses 2-pt jump shot from 22 ft,,8,7
36,1,6:37.0,,Defensive rebound by M. Gortat,8,7
37,1,6:37.0,,Personal foul by J. Noah (drawn by J. Wall),8,7
38,1,6:28.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),8,10
39,1,6:14.0,Turnover by K. Porziņģis (lost ball; steal by O. Porter),,8,10
40,1,6:09.0,,B. Beal makes 2-pt layup from 1 ft (assist by O. Porter),8,12
41,1,6:03.0,New York full timeout,,8,12
42,1,6:03.0,W. Hernangómez enters the game for J. Noah,,8,12
43,1,5:46.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,8,12
44,1,5:44.0,,Defensive rebound by O. Porter,8,12
45,1,5:30.0,,Turnover by J. Wall (bad pass; steal by K. Porziņģis),8,12
46,1,5:08.0,C. Lee misses 3-pt jump shot from 27 ft,,8,12
47,1,5:07.0,,Defensive rebound by O. Porter,8,12
48,1,4:54.0,,M. Gortat makes 2-pt hook shot from 9 ft,8,14
49,1,4:44.0,Personal foul by O. Porter (drawn by C. Anthony),,8,14
50,1,4:44.0,B. Jennings enters the game for D. Rose,,8,14
51,1,4:44.0,M. Ndour enters the game for K. Porziņģis,,8,14
52,1,4:44.0,,K. Oubre enters the game for O. Porter,8,14
53,1,4:36.0,C. Anthony misses 2-pt jump shot from 17 ft,,8,14
54,1,4:35.0,,Defensive rebound by B. Beal,8,14
55,1,4:21.0,,B. Beal misses 2-pt jump shot from 7 ft,8,14
56,1,4:20.0,Defensive rebound by W. Hernangómez,,8,14
57,1,4:07.0,B. Jennings misses 3-pt jump shot from 26 ft,,8,14
58,1,4:06.0,Offensive rebound by Team,,8,14
59,1,4:05.0,,T. Satoranský enters the game for J. Wall,8,14
60,1,4:00.0,W. Hernangómez makes 2-pt jump shot from 10 ft (assist by B. Jennings),,10,14
61,1,3:42.0,,B. Beal misses 2-pt layup from 1 ft (block by W. Hernangómez),10,14
62,1,3:40.0,Defensive rebound by M. Ndour,,10,14
63,1,3:36.0,C. Lee makes 2-pt layup from 1 ft (assist by B. Jennings),,12,14
64,1,3:27.0,,Washington full timeout,12,14
65,1,3:22.0,,T. Satoranský makes 2-pt dunk at rim,12,16
66,1,3:06.0,C. Anthony makes 2-pt jump shot from 20 ft (assist by B. Jennings),,14,16
67,1,2:41.0,,M. Morris misses 2-pt jump shot from 18 ft,14,16
68,1,2:40.0,,Offensive rebound by M. Gortat,14,16
69,1,2:39.0,,M. Gortat misses 2-pt layup at rim,14,16
70,1,2:38.0,Defensive rebound by B. Jennings,,14,16
71,1,2:32.0,Shooting foul by M. Morris (drawn by M. Ndour),,14,16
72,1,2:32.0,M. Ndour makes free throw 1 of 2,,15,16
73,1,2:32.0,,M. Thornton enters the game for B. Beal,15,16
74,1,2:32.0,,O. Porter enters the game for M. Morris,15,16
75,1,2:32.0,M. Ndour makes free throw 2 of 2,,16,16
76,1,2:20.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by T. Satoranský),16,19
77,1,1:50.0,M. Ndour misses 2-pt jump shot from 19 ft,,16,19
78,1,1:49.0,,Defensive rebound by M. Gortat,16,19
79,1,1:44.0,,O. Porter makes 2-pt dunk at rim (assist by M. Gortat),16,21
80,1,1:36.0,C. Anthony misses 3-pt jump shot from 26 ft,,16,21
81,1,1:35.0,Offensive rebound by B. Jennings,,16,21
82,1,1:32.0,C. Lee misses 2-pt layup from 1 ft (block by O. Porter),,16,21
83,1,1:28.0,Offensive rebound by B. Jennings,,16,21
84,1,1:21.0,C. Anthony makes 2-pt jump shot from 15 ft,,18,21
85,1,1:06.0,,Turnover by M. Gortat (lost ball),18,21
86,1,1:06.0,M. Kuzminskas enters the game for C. Anthony,,18,21
87,1,1:06.0,,A. Nicholson enters the game for M. Gortat,18,21
88,1,0:41.0,B. Jennings misses 3-pt jump shot from 25 ft,,18,21
89,1,0:38.0,,Defensive rebound by M. Thornton,18,21
90,1,0:27.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by T. Satoranský),18,24
91,1,0:11.0,Personal foul by T. Satoranský (drawn by B. Jennings),,18,24
92,1,0:07.0,Turnover by B. Jennings (bad pass; steal by T. Satoranský),,18,24
93,1,0:01.0,,O. Porter misses 2-pt jump shot from 16 ft,18,24
94,1,0:00.0,,Offensive rebound by Team,18,24
95,2,11:46.0,,Turnover by T. Satoranský (bad pass; steal by M. Kuzminskas),18,24
96,2,11:23.0,W. Hernangómez makes 2-pt layup from 1 ft,,20,24
97,2,11:09.0,,M. Thornton misses 2-pt jump shot from 17 ft,20,24
98,2,11:08.0,Defensive rebound by C. Lee,,20,24
99,2,11:04.0,Shooting foul by M. Thornton (drawn by W. Hernangómez),,20,24
100,2,11:04.0,W. Hernangómez makes free throw 1 of 2,,21,24
101,2,11:04.0,W. Hernangómez misses free throw 2 of 2,,21,24
102,2,11:04.0,J. Holiday enters the game for C. Lee,,21,24
103,2,11:03.0,,Defensive rebound by K. Oubre,21,24
104,2,10:51.0,,A. Nicholson makes 2-pt hook shot from 9 ft (assist by M. Thornton),21,26
105,2,10:39.0,Turnover by M. Kuzminskas (offensive foul),,21,26
106,2,10:39.0,Offensive foul by M. Kuzminskas (drawn by K. Oubre),,21,26
107,2,10:20.0,,A. Nicholson misses 2-pt jump shot from 7 ft,21,26
108,2,10:19.0,,Offensive rebound by M. Thornton,21,26
109,2,10:15.0,,M. Thornton makes 2-pt layup from 2 ft,21,28
110,2,10:08.0,Turnover by B. Jennings (lost ball; steal by M. Thornton),,21,28
111,2,10:04.0,,Turnover by M. Thornton (bad pass),21,28
112,2,9:46.0,M. Kuzminskas makes 3-pt jump shot from 31 ft (assist by B. Jennings),,24,28
113,2,9:30.0,,Turnover by T. Satoranský (lost ball; steal by B. Jennings),24,28
114,2,9:26.0,M. Kuzminskas makes 2-pt dunk at rim (assist by B. Jennings),,26,28
115,2,9:25.0,,Washington full timeout,26,28
116,2,9:25.0,,J. Wall enters the game for T. Satoranský,26,28
117,2,9:10.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by J. Wall),26,31
118,2,9:01.0,Personal foul by A. Nicholson (drawn by W. Hernangómez),,26,31
119,2,9:01.0,K. Porziņģis enters the game for M. Ndour,,26,31
120,2,8:51.0,Turnover by Team (back court),,26,31
121,2,8:41.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Wall),26,34
122,2,8:30.0,J. Holiday misses 3-pt jump shot from 30 ft,,26,34
123,2,8:30.0,,Defensive rebound by K. Oubre,26,34
