,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
29,1,8:30.0,,M. Ndour misses free throw 2 of 2,8,6
30,1,8:30.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,8,6
31,1,8:29.0,Defensive rebound by J. Anderson,,8,6
32,1,8:12.0,T. McConnell misses 2-pt layup from 2 ft,,8,6
33,1,8:12.0,,Defensive rebound by C. Anthony,8,6
34,1,7:54.0,,C. Anthony misses 3-pt jump shot from 25 ft,8,6
35,1,7:53.0,Defensive rebound by R. Holmes,,8,6
36,1,7:44.0,T. McConnell misses 2-pt layup from 1 ft,,8,6
37,1,7:44.0,,Defensive rebound by W. Hernangómez,8,6
38,1,7:37.0,,C. Lee misses 3-pt jump shot from 24 ft,8,6
39,1,7:35.0,Defensive rebound by Team,,8,6
40,1,7:18.0,J. Anderson makes 2-pt dunk at rim,,10,6
41,1,7:01.0,,C. Anthony misses 2-pt jump shot from 10 ft,10,6
42,1,7:00.0,Defensive rebound by Team,,10,6
43,1,6:39.0,T. McConnell makes 2-pt layup from 1 ft,,12,6
44,1,6:23.0,,Turnover by W. Hernangómez (bad pass),12,6
45,1,6:13.0,R. Holmes makes 2-pt jump shot from 20 ft (assist by T. McConnell),,14,6
46,1,5:52.0,,Shooting foul by T. McConnell (drawn by R. Baker),14,6
47,1,5:52.0,,New York full timeout,14,6
48,1,5:52.0,,R. Baker misses free throw 1 of 2,14,6
49,1,5:52.0,,Offensive rebound by Team,14,6
50,1,5:52.0,N. Stauskas enters the game for J. Anderson,,14,6
51,1,5:52.0,S. Long enters the game for R. Holmes,,14,6
52,1,5:52.0,,M. Kuzminskas enters the game for M. Ndour,14,6
53,1,5:52.0,,R. Baker makes free throw 2 of 2,14,7
54,1,5:38.0,A. Poythress misses 3-pt jump shot from 25 ft,,14,7
55,1,5:37.0,Offensive rebound by S. Long,,14,7
56,1,5:31.0,N. Stauskas misses 3-pt jump shot from 25 ft,,14,7
57,1,5:30.0,,Defensive rebound by W. Hernangómez,14,7
58,1,5:17.0,,Shooting foul by S. Long (drawn by C. Lee),14,7
59,1,5:17.0,,C. Lee makes free throw 1 of 2,14,8
60,1,5:17.0,T. Luwawu-Cabarrot enters the game for T. McConnell,,14,8
61,1,5:17.0,,C. Lee makes free throw 2 of 2,14,9
62,1,5:05.0,S. Long misses 3-pt jump shot from 25 ft,,14,9
63,1,5:04.0,,Defensive rebound by W. Hernangómez,14,9
64,1,4:57.0,,Shooting foul by S. Long (drawn by M. Kuzminskas),14,9
65,1,4:57.0,,M. Kuzminskas makes free throw 1 of 2,14,10
66,1,4:57.0,T. Splitter enters the game for S. Long,,14,10
67,1,4:57.0,,C. Randle enters the game for W. Hernangómez,14,10
68,1,4:57.0,,M. Plumlee enters the game for R. Baker,14,10
69,1,4:57.0,,M. Kuzminskas makes free throw 2 of 2,14,11
70,1,4:37.0,N. Stauskas misses 2-pt jump shot from 23 ft,,14,11
71,1,4:36.0,Offensive rebound by A. Poythress,,14,11
72,1,4:35.0,A. Poythress makes 2-pt layup from 1 ft,,16,11
73,1,4:07.0,,C. Anthony makes 2-pt jump shot from 10 ft,16,13
74,1,3:57.0,Turnover by G. Henderson (lost ball; steal by C. Anthony),,16,13
75,1,3:48.0,,C. Randle misses 2-pt layup from 2 ft,16,13
76,1,3:47.0,Defensive rebound by Team,,16,13
77,1,3:47.0,,Loose ball foul by M. Plumlee (drawn by T. Luwawu-Cabarrot),16,13
78,1,3:47.0,,J. Holiday enters the game for C. Lee,16,13
79,1,3:38.0,Turnover by N. Stauskas (bad pass; steal by J. Holiday),,16,13
80,1,3:35.0,,Shooting foul by N. Stauskas (drawn by J. Holiday),16,13
81,1,3:35.0,,J. Holiday makes free throw 1 of 2,16,14
82,1,3:35.0,,J. Holiday misses free throw 2 of 2,16,14
83,1,3:35.0,,S. Vujačić enters the game for C. Anthony,16,14
84,1,3:33.0,,Offensive rebound by M. Kuzminskas,16,14
85,1,3:20.0,,S. Vujačić misses 3-pt jump shot from 27 ft,16,14
86,1,3:19.0,Defensive rebound by A. Poythress,,16,14
87,1,3:10.0,A. Poythress makes 2-pt layup from 1 ft,,18,14
88,1,3:02.0,,M. Plumlee misses 2-pt layup at rim,18,14
89,1,3:01.0,Defensive rebound by T. Splitter,,18,14
90,1,2:53.0,Turnover by T. Splitter (lost ball; steal by C. Randle),,18,14
91,1,2:47.0,,C. Randle makes 2-pt layup at rim,18,16
92,1,2:47.0,,Shooting foul by N. Stauskas (drawn by C. Randle),18,16
93,1,2:47.0,Philadelphia full timeout,,18,16
94,1,2:47.0,R. Holmes enters the game for A. Poythress,,18,16
95,1,2:47.0,J. Anderson enters the game for N. Stauskas,,18,16
96,1,2:47.0,,C. Randle makes free throw 1 of 1,18,17
97,1,2:37.0,,Violation by J. Holiday (kicked ball),18,17
98,1,2:24.0,J. Anderson misses 3-pt jump shot from 23 ft,,18,17
99,1,2:23.0,,Defensive rebound by J. Holiday,18,17
100,1,1:58.0,,M. Kuzminskas makes 3-pt jump shot from 25 ft (assist by S. Vujačić),18,20
101,1,1:38.0,G. Henderson misses 2-pt jump shot from 14 ft,,18,20
102,1,1:37.0,,Defensive rebound by M. Plumlee,18,20
103,1,1:26.0,,M. Plumlee misses 2-pt hook shot from 6 ft,18,20
104,1,1:24.0,Defensive rebound by T. Luwawu-Cabarrot,,18,20
105,1,1:20.0,Shooting foul by S. Vujačić (drawn by T. Splitter),,18,20
106,1,1:20.0,T. Splitter makes free throw 1 of 2,,19,20
107,1,1:20.0,T. Splitter misses free throw 2 of 2,,19,20
108,1,1:19.0,,Defensive rebound by M. Plumlee,19,20
109,1,1:11.0,,J. Holiday misses 3-pt jump shot from 24 ft,19,20
110,1,1:10.0,,Offensive rebound by M. Kuzminskas,19,20
111,1,1:07.0,,Turnover by M. Kuzminskas (lost ball),19,20
112,1,1:07.0,S. Long enters the game for T. Splitter,,19,20
113,1,0:44.0,Shooting foul by M. Plumlee (drawn by T. Luwawu-Cabarrot),,19,20
114,1,0:44.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,19,20
115,1,0:44.0,Offensive rebound by Team,,19,20
116,1,0:44.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,20,20
117,1,0:35.0,,C. Randle makes 2-pt jump shot from 4 ft,20,22
118,1,0:23.0,R. Holmes makes 2-pt dunk at rim,,22,22
119,1,0:04.0,,J. Holiday makes 2-pt layup at rim,22,24
120,1,0:04.0,,Shooting foul by S. Long (drawn by J. Holiday),22,24
121,1,0:04.0,,J. Holiday makes free throw 1 of 1,22,25
122,2,11:46.0,Turnover by J. Anderson (bad pass),,22,25
123,2,11:46.0,T. McConnell enters the game for G. Henderson,,22,25
124,2,11:35.0,,Turnover by M. Kuzminskas (lost ball),22,25
125,2,11:21.0,Offensive foul by T. Luwawu-Cabarrot (drawn by C. Randle),,22,25
126,2,11:21.0,Turnover by T. Luwawu-Cabarrot (offensive foul),,22,25
127,2,11:21.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,22,25
128,2,11:10.0,,S. Vujačić misses 2-pt jump shot from 17 ft,22,25
129,2,11:09.0,,Offensive rebound by M. Plumlee,22,25
130,2,11:08.0,,M. Plumlee makes 2-pt layup from 1 ft,22,27
131,2,10:49.0,R. Holmes misses 3-pt jump shot from 26 ft,,22,27
132,2,10:48.0,,Defensive rebound by J. Holiday,22,27
133,2,10:34.0,,J. Holiday makes 2-pt jump shot from 12 ft,22,29
134,2,10:23.0,J. Anderson makes 2-pt layup from 1 ft (assist by T. McConnell),,24,29
135,2,10:22.0,,Turnover by J. Holiday (bad pass; steal by N. Stauskas),24,29
136,2,10:21.0,Shooting foul by J. Holiday (drawn by N. Stauskas),,24,29
137,2,10:21.0,N. Stauskas makes free throw 1 of 2,,25,29
138,2,10:21.0,,K. O'Quinn enters the game for J. Holiday,25,29
139,2,10:21.0,N. Stauskas makes free throw 2 of 2,,26,29
140,2,10:11.0,,M. Kuzminskas misses 2-pt layup at rim,26,29
141,2,10:09.0,,Offensive rebound by M. Kuzminskas,26,29
142,2,10:09.0,,M. Kuzminskas makes 2-pt layup at rim,26,31
143,2,10:04.0,A. Poythress makes 2-pt dunk at rim (assist by T. McConnell),,28,31
144,2,9:50.0,,S. Vujačić misses 2-pt jump shot from 20 ft,28,31
145,2,9:49.0,,Offensive rebound by M. Plumlee,28,31
146,2,9:48.0,,M. Plumlee makes 2-pt dunk at rim,28,33
147,2,9:34.0,Personal foul by C. Randle (drawn by N. Stauskas),,28,33
148,2,9:34.0,,M. Ndour enters the game for M. Kuzminskas,28,33
149,2,9:23.0,Turnover by N. Stauskas (bad pass; steal by C. Randle),,28,33
150,2,9:21.0,,Offensive foul by C. Randle (drawn by T. McConnell),28,33
151,2,9:21.0,,Turnover by C. Randle (bad pass),28,33
152,2,9:07.0,T. McConnell makes 2-pt layup from 2 ft,,30,33
153,2,8:56.0,,S. Vujačić misses 2-pt jump shot from 22 ft,30,33
154,2,8:55.0,Defensive rebound by Team,,30,33
155,2,8:55.0,Official timeout,,30,33
156,2,8:39.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by J. Anderson),,33,33
157,2,8:21.0,,Turnover by M. Plumlee (lost ball; steal by R. Holmes),33,33
158,2,8:11.0,J. Anderson makes 3-pt jump shot from 22 ft (assist by T. McConnell),,36,33
159,2,7:58.0,,Turnover by C. Randle (bad pass; steal by J. Anderson),36,33
160,2,7:49.0,R. Holmes misses 2-pt jump shot from 6 ft (block by K. O'Quinn),,36,33
161,2,7:48.0,,Defensive rebound by M. Plumlee,36,33
162,2,7:43.0,,M. Ndour misses 2-pt dunk at rim (block by J. Anderson),36,33
163,2,7:41.0,Defensive rebound by T. McConnell,,36,33
164,2,7:32.0,A. Poythress misses 3-pt jump shot from 24 ft,,36,33
165,2,7:31.0,,Defensive rebound by K. O'Quinn,36,33
166,2,7:19.0,,C. Randle makes 2-pt hook shot from 5 ft,36,35
167,2,7:01.0,A. Poythress misses 2-pt layup at rim,,36,35
168,2,7:00.0,,Defensive rebound by C. Randle,36,35
169,2,6:53.0,,C. Randle misses 2-pt layup at rim,36,35
170,2,6:53.0,,Offensive rebound by K. O'Quinn,36,35
171,2,6:51.0,,K. O'Quinn misses 2-pt layup at rim,36,35
172,2,6:49.0,,Offensive rebound by M. Plumlee,36,35
173,2,6:49.0,,M. Plumlee makes 2-pt layup from 1 ft,36,37
174,2,6:41.0,Shooting foul by C. Randle (drawn by T. McConnell),,36,37
175,2,6:41.0,T. McConnell misses free throw 1 of 2,,36,37
176,2,6:41.0,Offensive rebound by Team,,36,37
177,2,6:41.0,T. McConnell misses free throw 2 of 2,,36,37
178,2,6:41.0,,R. Baker enters the game for C. Randle,36,37
179,2,6:40.0,,Defensive rebound by K. O'Quinn,36,37
180,2,6:27.0,,R. Baker makes 2-pt jump shot from 22 ft,36,39
181,2,6:13.0,Turnover by T. McConnell (lost ball; steal by K. O'Quinn),,36,39
182,2,5:53.0,,K. O'Quinn misses 2-pt jump shot from 5 ft,36,39
183,2,5:52.0,Defensive rebound by N. Stauskas,,36,39
184,2,5:45.0,A. Poythress makes 2-pt layup from 2 ft (assist by J. Anderson),,38,39
185,2,5:45.0,,New York full timeout,38,39
186,2,5:45.0,T. Splitter enters the game for A. Poythress,,38,39
187,2,5:45.0,G. Henderson enters the game for T. McConnell,,38,39
188,2,5:45.0,,C. Lee enters the game for M. Plumlee,38,39
189,2,5:45.0,,C. Anthony enters the game for S. Vujačić,38,39
190,2,5:23.0,,C. Anthony misses 2-pt jump shot from 9 ft,38,39
191,2,5:22.0,,Offensive rebound by Team,38,39
192,2,5:22.0,Loose ball foul by T. Splitter (drawn by K. O'Quinn),,38,39
193,2,5:16.0,,R. Baker misses 3-pt jump shot from 25 ft,38,39
194,2,5:15.0,,Offensive rebound by C. Anthony,38,39
195,2,5:13.0,,C. Anthony makes 2-pt layup at rim,38,41
196,2,4:48.0,T. Splitter makes 2-pt layup at rim (assist by G. Henderson),,40,41
197,2,4:32.0,,C. Anthony makes 2-pt jump shot from 18 ft,40,43
198,2,4:18.0,T. Splitter makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,43,43
199,2,3:54.0,,C. Anthony misses 2-pt jump shot from 16 ft,43,43
200,2,3:53.0,Defensive rebound by N. Stauskas,,43,43
201,2,3:47.0,Shooting foul by K. O'Quinn (drawn by N. Stauskas),,43,43
202,2,3:47.0,N. Stauskas makes free throw 1 of 2,,44,43
203,2,3:47.0,N. Stauskas makes free throw 2 of 2,,45,43
204,2,3:35.0,,R. Baker misses 3-pt jump shot from 25 ft,45,43
205,2,3:34.0,Defensive rebound by Team,,45,43
206,2,3:20.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by G. Henderson),,48,43
207,2,3:08.0,,C. Anthony makes 2-pt layup at rim,48,45
208,2,3:08.0,,Shooting foul by J. Anderson (drawn by C. Anthony),48,45
209,2,3:08.0,,C. Anthony makes free throw 1 of 1,48,46
210,2,2:57.0,J. Anderson makes 2-pt dunk at rim (assist by N. Stauskas),,50,46
211,2,2:35.0,,C. Lee misses 3-pt jump shot from 25 ft,50,46
212,2,2:34.0,Defensive rebound by N. Stauskas,,50,46
213,2,2:23.0,T. Splitter misses 2-pt layup at rim,,50,46
214,2,2:23.0,Offensive rebound by T. Splitter,,50,46
215,2,2:22.0,T. Splitter misses 2-pt layup at rim (block by M. Ndour),,50,46
216,2,2:21.0,Offensive rebound by R. Holmes,,50,46
217,2,2:20.0,Shooting foul by K. O'Quinn (drawn by R. Holmes),,50,46
218,2,2:20.0,R. Holmes makes 2-pt layup at rim,,52,46
219,2,2:20.0,Philadelphia full timeout,,52,46
220,2,2:20.0,A. Poythress enters the game for G. Henderson,,52,46
221,2,2:20.0,R. Holmes makes free throw 1 of 1,,53,46
222,2,2:05.0,,C. Anthony makes 2-pt jump shot from 12 ft (assist by K. O'Quinn),53,48
223,2,1:42.0,A. Poythress makes 2-pt layup from 1 ft,,55,48
224,2,1:27.0,,K. O'Quinn makes 3-pt jump shot from 24 ft (assist by R. Baker),55,51
225,2,1:08.0,N. Stauskas misses 3-pt jump shot from 25 ft,,55,51
226,2,1:07.0,,Defensive rebound by Team,55,51
227,2,0:51.0,,C. Anthony makes 2-pt jump shot from 11 ft,55,53
228,2,0:39.0,N. Stauskas misses 2-pt layup from 1 ft,,55,53
229,2,0:39.0,Offensive rebound by A. Poythress,,55,53
230,2,0:39.0,A. Poythress makes 2-pt layup from 1 ft,,57,53
231,2,0:31.0,,C. Anthony misses 2-pt jump shot from 15 ft,57,53
232,2,0:30.0,,Offensive rebound by K. O'Quinn,57,53
233,2,0:24.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by R. Baker),57,56
234,2,0:24.0,,Violation by Team (jump ball),57,56
235,2,0:02.0,Shooting foul by C. Anthony (drawn by J. Anderson),,57,56
236,2,0:02.0,J. Anderson makes free throw 1 of 2,,58,56
237,2,0:02.0,J. Anderson makes free throw 2 of 2,,59,56
238,3,11:36.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft,,61,56
239,3,11:18.0,,Shooting foul by A. Poythress (drawn by W. Hernangómez),61,56
240,3,11:18.0,,W. Hernangómez misses free throw 1 of 2,61,56
241,3,11:18.0,,Offensive rebound by Team,61,56
242,3,11:18.0,,C. Randle enters the game for R. Baker,61,56
243,3,11:18.0,,W. Hernangómez makes free throw 2 of 2,61,57
244,3,11:04.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,61,57
245,3,11:04.0,,Defensive rebound by W. Hernangómez,61,57
246,3,10:59.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by C. Anthony),61,59
247,3,10:47.0,Turnover by J. Anderson (bad pass),,61,59
248,3,10:34.0,,C. Anthony misses 2-pt jump shot from 19 ft,61,59
249,3,10:33.0,,Offensive rebound by W. Hernangómez,61,59
250,3,10:26.0,,C. Randle makes 3-pt jump shot from 27 ft (assist by W. Hernangómez),61,62
251,3,10:15.0,T. McConnell misses 2-pt jump shot from 7 ft,,61,62
252,3,10:15.0,,Defensive rebound by W. Hernangómez,61,62
253,3,10:07.0,,Turnover by C. Randle (bad pass; steal by T. McConnell),61,62
254,3,10:03.0,J. Anderson makes 2-pt dunk at rim (assist by T. McConnell),,63,62
255,3,9:38.0,,M. Ndour misses 2-pt jump shot from 11 ft,63,62
256,3,9:38.0,,Offensive rebound by M. Ndour,63,62
257,3,9:33.0,,Turnover by M. Ndour (bad pass; steal by A. Poythress),63,62
258,3,9:25.0,R. Holmes makes 2-pt dunk at rim (assist by J. Anderson),,65,62
259,3,9:08.0,,Personal foul by J. Anderson (drawn by C. Anthony),65,62
260,3,8:58.0,,Shooting foul by J. Anderson (drawn by C. Anthony),65,62
261,3,8:58.0,,C. Anthony makes free throw 1 of 2,65,63
262,3,8:58.0,G. Henderson enters the game for J. Anderson,,65,63
263,3,8:58.0,,C. Anthony makes free throw 2 of 2,65,64
264,3,8:38.0,R. Holmes makes 2-pt hook shot from 8 ft (assist by T. Luwawu-Cabarrot),,67,64
265,3,8:30.0,,C. Lee misses 2-pt jump shot from 19 ft,67,64
266,3,8:30.0,Defensive rebound by R. Holmes,,67,64
267,3,8:27.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,69,64
268,3,8:01.0,,C. Anthony misses 2-pt jump shot from 11 ft,69,64
269,3,8:00.0,Defensive rebound by T. McConnell,,69,64
270,3,7:54.0,Personal foul by C. Lee (drawn by T. Luwawu-Cabarrot),,69,64
271,3,7:54.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,70,64
272,3,7:54.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,71,64
273,3,7:46.0,,Shooting foul by R. Holmes (drawn by W. Hernangómez),71,64
274,3,7:46.0,,W. Hernangómez makes free throw 1 of 2,71,65
275,3,7:46.0,T. Splitter enters the game for R. Holmes,,71,65
276,3,7:46.0,,W. Hernangómez makes free throw 2 of 2,71,66
277,3,7:33.0,T. McConnell misses 2-pt jump shot from 8 ft,,71,66
278,3,7:32.0,Offensive rebound by A. Poythress,,71,66
279,3,7:31.0,A. Poythress makes 2-pt layup at rim,,73,66
280,3,7:22.0,,Personal foul by T. Splitter (drawn by W. Hernangómez),73,66
281,3,7:22.0,,W. Hernangómez makes free throw 1 of 2,73,67
282,3,7:22.0,,W. Hernangómez makes free throw 2 of 2,73,68
283,3,7:11.0,J. Anderson enters the game for A. Poythress,,73,68
284,3,6:59.0,Turnover by T. McConnell (traveling),,73,68
285,3,6:39.0,,Turnover by W. Hernangómez (lost ball; steal by G. Henderson),73,68
286,3,6:31.0,G. Henderson makes 2-pt jump shot from 15 ft,,75,68
287,3,6:19.0,,M. Ndour makes 2-pt layup from 1 ft (assist by W. Hernangómez),75,70
288,3,5:59.0,T. Splitter makes 2-pt hook shot from 8 ft,,77,70
289,3,5:59.0,,New York full timeout,77,70
290,3,5:59.0,S. Long enters the game for T. Luwawu-Cabarrot,,77,70
291,3,5:59.0,N. Stauskas enters the game for T. McConnell,,77,70
292,3,5:59.0,,R. Baker enters the game for M. Ndour,77,70
293,3,5:59.0,,M. Plumlee enters the game for W. Hernangómez,77,70
294,3,5:59.0,,M. Kuzminskas enters the game for C. Lee,77,70
295,3,5:39.0,,Turnover by C. Anthony (traveling),77,70
296,3,5:30.0,Personal foul by R. Baker (drawn by G. Henderson),,77,70
297,3,5:22.0,T. Splitter misses 3-pt jump shot from 23 ft,,77,70
298,3,5:21.0,,Defensive rebound by M. Plumlee,77,70
299,3,5:14.0,,Turnover by R. Baker (lost ball; steal by T. Splitter),77,70
300,3,4:53.0,T. Splitter misses 2-pt hook shot from 4 ft,,77,70
301,3,4:53.0,Offensive rebound by Team,,77,70
302,3,4:53.0,,Loose ball foul by M. Plumlee (drawn by S. Long),77,70
303,3,4:46.0,S. Long misses 2-pt jump shot from 19 ft,,77,70
304,3,4:46.0,,Defensive rebound by M. Plumlee,77,70
305,3,4:31.0,,C. Randle makes 2-pt layup from 1 ft,77,72
306,3,4:07.0,Turnover by S. Long (offensive foul),,77,72
307,3,4:07.0,Offensive foul by S. Long (drawn by C. Randle),,77,72
308,3,3:51.0,,M. Plumlee makes 2-pt jump shot from 18 ft,77,74
309,3,3:32.0,T. Splitter misses 2-pt hook shot from 4 ft,,77,74
310,3,3:31.0,,Defensive rebound by R. Baker,77,74
311,3,3:24.0,,M. Kuzminskas misses 3-pt jump shot from 25 ft,77,74
312,3,3:23.0,Defensive rebound by J. Anderson,,77,74
313,3,3:16.0,G. Henderson makes 2-pt jump shot from 3 ft,,79,74
314,3,3:03.0,,Turnover by C. Randle (bad pass),79,74
315,3,3:03.0,,J. Holiday enters the game for C. Anthony,79,74
316,3,3:03.0,T. Luwawu-Cabarrot enters the game for T. Splitter,,79,74
317,3,3:00.0,J. Anderson makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,81,74
318,3,3:00.0,Shooting foul by M. Kuzminskas (drawn by J. Anderson),,81,74
319,3,3:00.0,J. Anderson misses free throw 1 of 1,,81,74
320,3,2:59.0,,Defensive rebound by M. Kuzminskas,81,74
321,3,2:44.0,,Turnover by R. Baker (bad pass; steal by S. Long),81,74
322,3,2:35.0,J. Anderson makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,83,74
323,3,2:23.0,,Turnover by J. Holiday (bad pass; steal by J. Anderson),83,74
324,3,2:12.0,S. Long misses 3-pt jump shot from 25 ft,,83,74
325,3,2:12.0,,Defensive rebound by J. Holiday,83,74
326,3,1:53.0,Philadelphia full timeout,,83,74
327,3,1:53.0,R. Holmes enters the game for J. Anderson,,83,74
328,3,1:53.0,,S. Vujačić enters the game for C. Randle,83,74
329,3,1:50.0,,M. Kuzminskas makes 2-pt layup from 1 ft (assist by S. Vujačić),83,76
330,3,1:27.0,S. Long misses 2-pt layup from 2 ft,,83,76
331,3,1:27.0,Offensive rebound by S. Long,,83,76
332,3,1:25.0,S. Long makes 2-pt layup at rim,,85,76
333,3,1:05.0,,Offensive foul by M. Plumlee (drawn by G. Henderson),85,76
334,3,1:05.0,,Turnover by M. Plumlee (offensive foul),85,76
335,3,0:47.0,S. Long makes 2-pt layup from 1 ft,,87,76
336,3,0:35.0,,M. Plumlee makes 2-pt dunk at rim (assist by R. Baker),87,78
337,3,0:19.0,T. Luwawu-Cabarrot misses 2-pt dunk at rim,,87,78
338,3,0:17.0,,Defensive rebound by M. Plumlee,87,78
339,3,0:04.0,,S. Vujačić misses 3-pt jump shot from 26 ft,87,78
340,3,0:04.0,Defensive rebound by T. Luwawu-Cabarrot,,87,78
341,4,11:44.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by S. Vujačić),87,80
342,4,11:44.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Holiday),87,80
343,4,11:44.0,,J. Holiday makes free throw 1 of 1,87,81
344,4,11:26.0,N. Stauskas makes 2-pt layup at rim,,89,81
345,4,11:09.0,,M. Kuzminskas makes 2-pt jump shot from 16 ft (assist by S. Vujačić),89,83
346,4,11:01.0,Personal foul by M. Plumlee (drawn by S. Long),,89,83
347,4,11:01.0,,K. O'Quinn enters the game for M. Plumlee,89,83
348,4,11:01.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,89,83
349,4,10:52.0,Turnover by N. Stauskas (bad pass; steal by J. Holiday),,89,83
350,4,10:47.0,,R. Baker makes 2-pt layup at rim (assist by S. Vujačić),89,85
351,4,10:27.0,S. Long misses 2-pt jump shot from 13 ft (block by K. O'Quinn),,89,85
352,4,10:26.0,Offensive rebound by S. Long,,89,85
353,4,10:18.0,G. Henderson misses 2-pt jump shot from 20 ft,,89,85
354,4,10:16.0,,Defensive rebound by Team,89,85
355,4,10:03.0,,Turnover by S. Vujačić (bad pass; steal by J. Anderson),89,85
356,4,9:52.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by G. Henderson),,92,85
357,4,9:33.0,,Personal foul by S. Long (drawn by J. Holiday),92,85
358,4,9:33.0,T. Splitter enters the game for S. Long,,92,85
359,4,9:33.0,T. Luwawu-Cabarrot enters the game for N. Stauskas,,92,85
360,4,9:25.0,,K. O'Quinn makes 2-pt dunk at rim (assist by J. Holiday),92,87
361,4,8:58.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 15 ft,,92,87
362,4,8:57.0,Offensive rebound by Team,,92,87
363,4,8:57.0,Turnover by Team (shot clock),,92,87
364,4,8:57.0,Official timeout,,92,87
365,4,8:57.0,A. Poythress enters the game for G. Henderson,,92,87
366,4,8:46.0,,J. Holiday makes 2-pt dunk at rim (assist by K. O'Quinn),92,89
367,4,8:31.0,Turnover by T. Luwawu-Cabarrot (bad pass),,92,89
368,4,8:17.0,Violation by T. Splitter (kicked ball),,92,89
369,4,8:17.0,,M. Plumlee enters the game for K. O'Quinn,92,89
370,4,8:10.0,,Shooting foul by T. Splitter (drawn by M. Plumlee),92,89
371,4,8:10.0,,M. Plumlee misses free throw 1 of 2,92,89
372,4,8:10.0,,Offensive rebound by Team,92,89
373,4,8:10.0,,M. Plumlee misses free throw 2 of 2,92,89
374,4,8:10.0,,W. Hernangómez enters the game for M. Kuzminskas,92,89
375,4,8:08.0,Defensive rebound by T. Splitter,,92,89
376,4,7:56.0,A. Poythress misses 2-pt layup from 1 ft,,92,89
377,4,7:53.0,Offensive rebound by R. Holmes,,92,89
