,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:44.0,K. Olynyk makes 2-pt jump shot from 16 ft (assist by A. Bradley),,2,0
1,1,11:28.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),2,2
2,1,11:13.0,A. Bradley makes 2-pt layup from 2 ft (assist by A. Johnson),,4,2
3,1,10:47.0,,J. Teague misses 2-pt hook shot from 8 ft,4,2
4,1,10:47.0,Defensive rebound by A. Bradley,,4,2
5,1,10:39.0,A. Johnson misses 2-pt hook shot from 5 ft,,4,2
6,1,10:38.0,,Defensive rebound by T. Young,4,2
7,1,10:28.0,,M. Ellis makes 2-pt jump shot from 4 ft,4,4
8,1,10:15.0,Shooting foul by J. Teague (drawn by I. Thomas),,4,4
9,1,10:15.0,I. Thomas makes free throw 1 of 3,,5,4
10,1,10:15.0,I. Thomas makes free throw 2 of 3,,6,4
11,1,10:15.0,I. Thomas makes free throw 3 of 3,,7,4
12,1,9:57.0,,J. Teague makes 2-pt jump shot from 17 ft,7,6
13,1,9:40.0,A. Johnson makes 2-pt layup from 2 ft (assist by K. Olynyk),,9,6
14,1,9:30.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by T. Young),9,9
15,1,9:15.0,K. Olynyk misses 3-pt jump shot from 25 ft,,9,9
16,1,9:15.0,,Defensive rebound by M. Turner,9,9
17,1,9:11.0,,Personal foul by A. Johnson (drawn by J. Teague),9,9
18,1,8:57.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by T. Young),9,11
19,1,8:40.0,A. Johnson misses 3-pt jump shot from 25 ft,,9,11
20,1,8:40.0,,Defensive rebound by C. Miles,9,11
21,1,8:20.0,,Shooting foul by M. Smart (drawn by M. Ellis),9,11
22,1,8:20.0,,M. Ellis misses free throw 1 of 2,9,11
23,1,8:20.0,,Offensive rebound by Team,9,11
24,1,8:20.0,,M. Ellis makes free throw 2 of 2,9,12
25,1,8:06.0,Turnover by I. Thomas (bad pass; steal by T. Young),,9,12
26,1,8:04.0,,Turnover by T. Young (bad pass; steal by I. Thomas),9,12
27,1,8:00.0,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),,11,12
28,1,7:50.0,,M. Turner misses 2-pt hook shot from 5 ft,11,12
29,1,7:50.0,Defensive rebound by A. Johnson,,11,12
30,1,7:39.0,Personal foul by M. Ellis (drawn by A. Johnson),,11,12
31,1,7:32.0,K. Olynyk makes 2-pt layup from 2 ft (assist by I. Thomas),,13,12
32,1,7:18.0,,M. Ellis makes 2-pt jump shot from 18 ft (assist by J. Teague),13,14
33,1,7:01.0,A. Bradley misses 3-pt jump shot from 24 ft,,13,14
34,1,7:01.0,,Defensive rebound by J. Teague,13,14
35,1,6:48.0,,C. Miles misses 3-pt jump shot from 26 ft,13,14
36,1,6:47.0,Defensive rebound by K. Olynyk,,13,14
37,1,6:39.0,Turnover by I. Thomas (bad pass; steal by M. Turner),,13,14
38,1,6:33.0,,C. Miles misses 3-pt jump shot from 26 ft,13,14
39,1,6:32.0,,Offensive rebound by T. Young,13,14
40,1,6:29.0,,T. Young makes 2-pt jump shot from 4 ft,13,16
41,1,6:29.0,Boston full timeout,,13,16
42,1,6:29.0,J. Jerebko enters the game for K. Olynyk,,13,16
43,1,6:19.0,Offensive foul by A. Johnson (drawn by J. Teague),,13,16
44,1,6:19.0,Turnover by A. Johnson (offensive foul),,13,16
45,1,6:06.0,,T. Young misses 2-pt hook shot from 7 ft,13,16
46,1,6:05.0,,Offensive rebound by M. Turner,13,16
47,1,6:01.0,,Offensive foul by M. Turner (drawn by I. Thomas),13,16
48,1,6:01.0,,Turnover by M. Turner (offensive foul),13,16
49,1,6:01.0,T. Zeller enters the game for A. Johnson,,13,16
50,1,5:48.0,I. Thomas misses 2-pt jump shot from 5 ft,,13,16
51,1,5:48.0,Offensive rebound by T. Zeller,,13,16
52,1,5:44.0,Turnover by J. Jerebko (bad pass; steal by C. Miles),,13,16
53,1,5:35.0,,J. Teague makes 2-pt jump shot from 5 ft,13,18
54,1,5:21.0,J. Jerebko misses 3-pt jump shot from 25 ft,,13,18
55,1,5:21.0,,Defensive rebound by M. Ellis,13,18
56,1,5:08.0,,T. Young makes 2-pt layup from 1 ft,13,20
57,1,4:45.0,T. Zeller misses 2-pt layup from 2 ft (block by C. Miles),,13,20
58,1,4:45.0,,Defensive rebound by Team,13,20
59,1,4:45.0,,A. Jefferson enters the game for M. Turner,13,20
60,1,4:45.0,J. Brown enters the game for M. Smart,,13,20
61,1,4:29.0,,A. Jefferson makes 2-pt jump shot from 9 ft,13,22
62,1,4:16.0,I. Thomas misses 2-pt jump shot from 4 ft,,13,22
63,1,4:16.0,Offensive rebound by T. Zeller,,13,22
64,1,4:13.0,T. Zeller misses 2-pt layup from 1 ft,,13,22
65,1,4:12.0,Offensive rebound by T. Zeller,,13,22
66,1,4:09.0,T. Zeller makes 2-pt layup from 2 ft,,15,22
67,1,4:01.0,,Shooting foul by I. Thomas (drawn by J. Teague),15,22
68,1,4:01.0,,J. Teague makes free throw 1 of 2,15,23
69,1,4:01.0,,G. Robinson enters the game for C. Miles,15,23
70,1,4:01.0,,J. Teague makes free throw 2 of 2,15,24
71,1,3:49.0,I. Thomas misses 2-pt jump shot from 12 ft,,15,24
72,1,3:48.0,,Defensive rebound by T. Young,15,24
73,1,3:32.0,,A. Jefferson misses 2-pt hook shot from 4 ft,15,24
74,1,3:32.0,Defensive rebound by J. Brown,,15,24
75,1,3:21.0,T. Zeller makes 2-pt jump shot from 18 ft (assist by I. Thomas),,17,24
76,1,3:02.0,,J. Teague makes 3-pt jump shot from 25 ft,17,27
77,1,2:50.0,A. Bradley misses 2-pt jump shot from 17 ft (block by M. Ellis),,17,27
78,1,2:49.0,,Defensive rebound by A. Jefferson,17,27
79,1,2:43.0,,G. Robinson misses 3-pt jump shot from 24 ft,17,27
80,1,2:41.0,Defensive rebound by T. Zeller,,17,27
81,1,2:26.0,,Indiana full timeout,17,27
82,1,2:26.0,,L. Allen enters the game for T. Young,17,27
83,1,2:26.0,T. Rozier enters the game for I. Thomas,,17,27
