,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
381,4,4:51.0,Turnover by T. Parker (bad pass),,95,85
382,4,4:36.0,,T. Harris misses 2-pt jump shot from 13 ft,95,85
383,4,4:36.0,Defensive rebound by L. Aldridge,,95,85
384,4,4:16.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by T. Parker),,98,85
385,4,4:03.0,,R. Jackson misses 3-pt jump shot from 26 ft,98,85
386,4,4:03.0,,Offensive rebound by Team,98,85
387,4,3:55.0,,R. Jackson misses 2-pt layup from 1 ft,98,85
388,4,3:55.0,Defensive rebound by D. Dedmon,,98,85
389,4,3:34.0,Turnover by D. Dedmon (bad pass; steal by K. Caldwell-Pope),,98,85
390,4,3:30.0,,Personal foul by D. Green (drawn by T. Harris),98,85
391,4,3:22.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by R. Jackson),98,87
392,4,2:56.0,K. Leonard misses 2-pt jump shot from 11 ft,,98,87
393,4,2:55.0,Offensive rebound by D. Dedmon,,98,87
394,4,2:52.0,D. Dedmon makes 2-pt layup at rim,,100,87
395,4,2:39.0,,A. Drummond misses 2-pt hook shot from 9 ft,100,87
396,4,2:38.0,Defensive rebound by L. Aldridge,,100,87
397,4,2:18.0,Turnover by Team (shot clock),,100,87
398,4,2:18.0,Official timeout,,100,87
399,4,2:07.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by R. Jackson),100,89
400,4,1:49.0,Personal foul by K. Caldwell-Pope (drawn by L. Aldridge),,100,89
401,4,1:49.0,L. Aldridge misses free throw 1 of 2,,100,89
402,4,1:49.0,Offensive rebound by Team,,100,89
403,4,1:49.0,L. Aldridge makes free throw 2 of 2,,101,89
404,4,1:37.0,,T. Harris makes 2-pt layup at rim (assist by R. Jackson),101,91
405,4,1:22.0,Turnover by L. Aldridge (lost ball; steal by A. Drummond),,101,91
406,4,1:17.0,,A. Drummond misses 2-pt dunk at rim,101,91
407,4,1:17.0,Defensive rebound by Team,,101,91
408,4,0:57.0,K. Leonard makes 2-pt jump shot from 16 ft,,103,91
409,4,0:47.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,103,91
410,4,0:47.0,Defensive rebound by D. Dedmon,,103,91
411,4,0:42.0,San Antonio full timeout,,103,91
412,4,0:42.0,K. Anderson enters the game for K. Leonard,,103,91
413,4,0:42.0,D. Bertāns enters the game for L. Aldridge,,103,91
414,4,0:42.0,J. Anthony enters the game for D. Dedmon,,103,91
415,4,0:42.0,B. Forbes enters the game for D. Green,,103,91
416,4,0:42.0,J. Simmons enters the game for T. Parker,,103,91
417,4,0:32.0,Turnover by J. Simmons (lost ball; steal by A. Drummond),,103,91
418,4,0:29.0,,Shooting foul by D. Bertāns (drawn by A. Drummond),103,91
419,4,0:29.0,,A. Drummond misses free throw 1 of 2,103,91
420,4,0:29.0,,Offensive rebound by Team,103,91
421,4,0:29.0,,A. Drummond makes free throw 2 of 2,103,92
422,4,0:04.0,K. Anderson misses 2-pt jump shot from 17 ft,,103,92
423,4,0:04.0,,Defensive rebound by J. Leuer,103,92
