,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
56,1,6:00.0,M. Beasley enters the game for G. Antetokounmpo,,15,14
57,1,6:00.0,,G. Hayward makes free throw 2 of 2,15,15
58,1,5:46.0,J. Parker makes 2-pt layup from 3 ft,,17,15
59,1,5:37.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by G. Hayward),17,18
60,1,5:37.0,Milwaukee full timeout,,17,18
61,1,5:37.0,M. Brogdon enters the game for M. Dellavedova,,17,18
62,1,5:18.0,Shooting foul by B. Diaw (drawn by M. Beasley),,17,18
63,1,5:18.0,M. Beasley misses free throw 1 of 2,,17,18
64,1,5:18.0,Offensive rebound by Team,,17,18
65,1,5:18.0,M. Beasley misses free throw 2 of 2,,17,18
66,1,5:18.0,,Defensive rebound by G. Hayward,17,18
67,1,5:18.0,,A. Burks enters the game for G. Hill,17,18
68,1,5:18.0,,J. Ingles enters the game for R. Hood,17,18
69,1,5:18.0,,T. Lyles enters the game for B. Diaw,17,18
70,1,4:57.0,,A. Burks makes 3-pt jump shot from 23 ft (assist by G. Hayward),17,21
71,1,4:43.0,G. Monroe makes 2-pt dunk at rim (assist by M. Brogdon),,19,21
72,1,4:22.0,J. Terry enters the game for T. Snell,,19,21
73,1,4:20.0,,Shooting foul by M. Beasley (drawn by J. Withey),19,21
74,1,4:20.0,,J. Withey makes free throw 1 of 2,19,22
75,1,4:20.0,,J. Withey makes free throw 2 of 2,19,23
76,1,4:08.0,J. Terry makes 2-pt layup from 2 ft (assist by G. Monroe),,21,23
77,1,3:48.0,,T. Lyles misses 2-pt jump shot from 11 ft,21,23
78,1,3:48.0,Defensive rebound by G. Monroe,,21,23
79,1,3:40.0,M. Brogdon makes 3-pt jump shot from 25 ft,,24,23
80,1,3:19.0,,Turnover by J. Ingles (bad pass; steal by G. Monroe),24,23
81,1,3:17.0,Turnover by M. Beasley (bad pass; steal by J. Ingles),,24,23
82,1,3:15.0,,Turnover by J. Ingles (bad pass; steal by M. Brogdon),24,23
83,1,3:11.0,Turnover by J. Parker (bad pass; steal by A. Burks),,24,23
84,1,2:59.0,,A. Burks misses 3-pt jump shot from 24 ft,24,23
85,1,2:58.0,Defensive rebound by J. Parker,,24,23
86,1,2:47.0,M. Brogdon misses 2-pt layup from 2 ft,,24,23
87,1,2:46.0,,Defensive rebound by T. Lyles,24,23
88,1,2:44.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Lyles),24,25
89,1,2:44.0,,Shooting foul by J. Terry (drawn by G. Hayward),24,25
90,1,2:44.0,,Utah full timeout,24,25
91,1,2:44.0,G. Antetokounmpo enters the game for J. Parker,,24,25
92,1,2:44.0,,G. Hayward makes free throw 1 of 1,24,26
93,1,2:22.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,24,26
94,1,2:21.0,,Defensive rebound by J. Withey,24,26
95,1,2:13.0,,J. Ingles misses 3-pt jump shot from 23 ft,24,26
96,1,2:13.0,Defensive rebound by G. Antetokounmpo,,24,26
97,1,1:47.0,G. Monroe misses 2-pt jump shot from 8 ft,,24,26
98,1,1:46.0,,Defensive rebound by G. Hayward,24,26
99,1,1:30.0,,G. Hayward misses 2-pt jump shot from 22 ft,24,26
100,1,1:29.0,,Offensive rebound by J. Withey,24,26
101,1,1:13.0,,G. Hayward misses 3-pt jump shot from 24 ft,24,26
102,1,1:12.0,Defensive rebound by J. Terry,,24,26
103,1,0:53.0,M. Beasley misses 2-pt jump shot from 20 ft,,24,26
104,1,0:52.0,,Defensive rebound by J. Withey,24,26
105,1,0:41.0,,J. Withey makes 2-pt hook shot from 3 ft,24,28
106,1,0:30.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,24,28
107,1,0:28.0,Offensive rebound by M. Beasley,,24,28
108,1,0:24.0,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Terry),,27,28
109,1,0:02.0,,T. Lyles makes 2-pt jump shot from 15 ft,27,30
110,1,0:01.0,,Violation by J. Ingles (kicked ball),27,30
111,1,0:00.0,M. Beasley misses 3-pt jump shot from 25 ft,,27,30
112,1,0:00.0,Offensive rebound by Team,,27,30
113,2,11:43.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,29,30
114,2,11:26.0,,R. Hood misses 3-pt jump shot from 24 ft,29,30
115,2,11:25.0,Defensive rebound by Team,,29,30
116,2,11:00.0,G. Monroe makes 2-pt jump shot from 14 ft,,31,30
117,2,10:43.0,,Turnover by R. Hood (traveling),31,30
118,2,10:43.0,,Utah full timeout,31,30
119,2,10:43.0,,A. Burks enters the game for R. Hood,31,30
120,2,10:43.0,,R. Gobert enters the game for T. Lyles,31,30
121,2,10:43.0,,B. Diaw enters the game for J. Withey,31,30
122,2,10:29.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,31,30
123,2,10:29.0,Offensive rebound by G. Monroe,,31,30
124,2,10:27.0,G. Monroe misses 2-pt layup from 2 ft,,31,30
125,2,10:26.0,,Defensive rebound by A. Burks,31,30
126,2,10:19.0,,G. Hill misses 2-pt jump shot from 17 ft,31,30
127,2,10:17.0,,Offensive rebound by J. Johnson,31,30
128,2,10:15.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Johnson),31,32
129,2,9:54.0,M. Teletović misses 3-pt jump shot from 24 ft,,31,32
130,2,9:53.0,,Defensive rebound by A. Burks,31,32
131,2,9:42.0,,Personal foul by M. Teletović (drawn by B. Diaw),31,32
132,2,9:37.0,,Shooting foul by G. Monroe (drawn by R. Gobert),31,32
133,2,9:37.0,,R. Gobert makes free throw 1 of 2,31,33
134,2,9:37.0,T. Maker enters the game for G. Monroe,,31,33
135,2,9:37.0,,R. Gobert makes free throw 2 of 2,31,34
136,2,9:12.0,J. Terry misses 3-pt jump shot from 29 ft,,31,34
137,2,9:12.0,,Defensive rebound by J. Johnson,31,34
138,2,9:04.0,,G. Hill misses 2-pt layup from 1 ft (block by T. Maker),31,34
139,2,9:03.0,Defensive rebound by M. Teletović,,31,34
140,2,9:00.0,Turnover by M. Brogdon (lost ball; steal by A. Burks),,31,34
141,2,8:41.0,,A. Burks misses 3-pt jump shot from 24 ft,31,34
142,2,8:41.0,Defensive rebound by G. Antetokounmpo,,31,34
143,2,8:32.0,T. Maker misses 3-pt jump shot from 24 ft,,31,34
144,2,8:32.0,,Defensive rebound by A. Burks,31,34
145,2,8:08.0,,R. Gobert misses 2-pt layup from 1 ft,31,34
146,2,8:08.0,,Offensive rebound by R. Gobert,31,34
147,2,8:06.0,,R. Gobert makes 2-pt layup from 1 ft,31,36
148,2,7:44.0,M. Teletović makes 2-pt jump shot from 17 ft (assist by M. Brogdon),,33,36
149,2,7:29.0,,Turnover by A. Burks (step out of bounds),33,36
150,2,7:29.0,,J. Ingles enters the game for A. Burks,33,36
151,2,7:12.0,Turnover by G. Antetokounmpo (lost ball; steal by B. Diaw),,33,36
152,2,7:04.0,,G. Hill misses 2-pt jump shot from 17 ft,33,36
153,2,7:03.0,Defensive rebound by M. Teletović,,33,36
154,2,6:54.0,M. Brogdon misses 2-pt jump shot from 17 ft,,33,36
155,2,6:54.0,,Defensive rebound by J. Johnson,33,36
156,2,6:46.0,,J. Johnson misses 2-pt jump shot from 6 ft,33,36
157,2,6:46.0,,Offensive rebound by R. Gobert,33,36
158,2,6:35.0,,Shooting foul by T. Maker (drawn by J. Johnson),33,36
159,2,6:35.0,,J. Johnson misses free throw 1 of 2,33,36
160,2,6:35.0,,Offensive rebound by Team,33,36
161,2,6:35.0,M. Dellavedova enters the game for M. Brogdon,,33,36
162,2,6:35.0,T. Snell enters the game for J. Terry,,33,36
163,2,6:35.0,,J. Johnson makes free throw 2 of 2,33,37
164,2,6:22.0,T. Maker makes 2-pt dunk at rim (assist by M. Dellavedova),,35,37
165,2,6:02.0,,B. Diaw makes 2-pt layup from 2 ft,35,39
166,2,5:43.0,Turnover by M. Dellavedova (lost ball; steal by G. Hill),,35,39
167,2,5:26.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Ingles),35,42
168,2,5:26.0,Milwaukee full timeout,,35,42
169,2,5:26.0,,D. Exum enters the game for G. Hill,35,42
170,2,5:26.0,,G. Hayward enters the game for B. Diaw,35,42
171,2,5:26.0,J. Parker enters the game for G. Antetokounmpo,,35,42
172,2,5:06.0,M. Teletović makes 2-pt layup from 2 ft,,37,42
173,2,5:06.0,Shooting foul by D. Exum (drawn by M. Teletović),,37,42
174,2,5:06.0,M. Teletović misses free throw 1 of 1,,37,42
175,2,5:05.0,,Defensive rebound by D. Exum,37,42
176,2,4:51.0,,Shooting foul by T. Maker (drawn by R. Gobert),37,42
177,2,4:51.0,,R. Gobert misses free throw 1 of 2,37,42
178,2,4:51.0,,Offensive rebound by Team,37,42
179,2,4:51.0,,R. Gobert makes free throw 2 of 2,37,43
180,2,4:36.0,J. Parker misses 2-pt jump shot from 21 ft,,37,43
181,2,4:35.0,,Defensive rebound by J. Johnson,37,43
182,2,4:25.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by J. Johnson),37,46
183,2,4:10.0,M. Teletović makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),,39,46
184,2,3:59.0,,D. Exum misses 3-pt jump shot from 25 ft,39,46
185,2,3:58.0,Defensive rebound by J. Parker,,39,46
186,2,3:48.0,,Offensive charge foul by M. Teletović (drawn by G. Hayward),39,46
187,2,3:48.0,Turnover by M. Teletović (offensive foul),,39,46
188,2,3:48.0,G. Antetokounmpo enters the game for M. Teletović,,39,46
189,2,3:48.0,,G. Hill enters the game for D. Exum,39,46
190,2,3:37.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Johnson),39,48
191,2,3:37.0,,Shooting foul by T. Maker (drawn by G. Hayward),39,48
192,2,3:37.0,,G. Hayward misses free throw 1 of 1,39,48
193,2,3:37.0,G. Monroe enters the game for T. Maker,,39,48
194,2,3:36.0,Defensive rebound by J. Parker,,39,48
195,2,3:25.0,Turnover by J. Parker (bad pass),,39,48
196,2,3:13.0,,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hayward),39,50
197,2,3:13.0,,Shooting foul by M. Dellavedova (drawn by R. Gobert),39,50
198,2,3:13.0,,R. Gobert makes free throw 1 of 1,39,51
199,2,3:00.0,Personal foul by J. Ingles (drawn by G. Antetokounmpo),,39,51
200,2,2:58.0,Personal foul by G. Hayward (drawn by G. Antetokounmpo),,39,51
201,2,2:58.0,Milwaukee full timeout,,39,51
202,2,2:51.0,Turnover by M. Dellavedova (bad pass),,39,51
203,2,2:39.0,,Personal foul by G. Monroe (drawn by R. Gobert),39,51
204,2,2:39.0,,R. Gobert makes free throw 1 of 2,39,52
205,2,2:39.0,,R. Gobert makes free throw 2 of 2,39,53
206,2,2:25.0,M. Dellavedova misses 2-pt jump shot from 12 ft,,39,53
207,2,2:25.0,,Defensive rebound by R. Gobert,39,53
208,2,2:12.0,,Turnover by G. Hayward (bad pass; steal by M. Dellavedova),39,53
209,2,2:05.0,J. Parker makes 2-pt layup from 2 ft (assist by M. Dellavedova),,41,53
210,2,1:45.0,,G. Hill makes 2-pt jump shot from 14 ft,41,55
211,2,1:36.0,Turnover by M. Dellavedova (bad pass; steal by R. Gobert),,41,55
212,2,1:29.0,Offensive charge foul by J. Ingles (drawn by G. Monroe),,41,55
213,2,1:29.0,,Turnover by J. Ingles (offensive foul),41,55
214,2,1:29.0,,A. Burks enters the game for J. Ingles,41,55
215,2,1:14.0,J. Parker misses 2-pt hook shot from 5 ft,,41,55
216,2,1:14.0,,Defensive rebound by A. Burks,41,55
217,2,0:58.0,,R. Gobert makes 2-pt layup from 2 ft (assist by G. Hayward),41,57
218,2,0:58.0,,Shooting foul by J. Parker (drawn by R. Gobert),41,57
219,2,0:58.0,,R. Gobert makes free throw 1 of 1,41,58
220,2,0:42.0,G. Monroe makes 2-pt layup from 1 ft,,43,58
221,2,0:31.0,,J. Johnson misses 3-pt jump shot from 23 ft,43,58
222,2,0:30.0,Defensive rebound by T. Snell,,43,58
223,2,0:22.0,Turnover by G. Antetokounmpo (traveling),,43,58
224,2,0:03.0,,G. Hill makes 3-pt jump shot from 25 ft,43,61
225,3,11:47.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,43,61
226,3,11:47.0,,Defensive rebound by R. Gobert,43,61
227,3,11:30.0,,Turnover by G. Hayward (bad pass; steal by J. Parker),43,61
228,3,11:25.0,Shooting block foul by G. Hill (drawn by J. Parker),,43,61
229,3,11:25.0,J. Parker makes free throw 1 of 2,,44,61
230,3,11:25.0,J. Parker makes free throw 2 of 2,,45,61
231,3,11:14.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),45,63
232,3,11:03.0,Turnover by J. Parker (step out of bounds),,45,63
233,3,10:49.0,,Personal foul by T. Maker (drawn by R. Gobert),45,63
234,3,10:42.0,,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hill),45,65
235,3,10:29.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,45,65
236,3,10:29.0,Offensive rebound by G. Antetokounmpo,,45,65
237,3,10:20.0,Shooting foul by B. Diaw (drawn by J. Parker),,45,65
238,3,10:20.0,J. Parker makes free throw 1 of 2,,46,65
239,3,10:20.0,J. Parker misses free throw 2 of 2,,46,65
240,3,10:19.0,,Defensive rebound by R. Gobert,46,65
241,3,10:04.0,,R. Gobert makes 2-pt dunk at rim (assist by B. Diaw),46,67
242,3,9:49.0,T. Snell misses 3-pt jump shot from 25 ft,,46,67
243,3,9:48.0,,Defensive rebound by R. Gobert,46,67
244,3,9:23.0,,B. Diaw misses 3-pt jump shot from 25 ft,46,67
245,3,9:22.0,Defensive rebound by T. Snell,,46,67
246,3,9:09.0,T. Maker misses 2-pt jump shot from 4 ft (block by R. Gobert),,46,67
247,3,9:08.0,,Defensive rebound by B. Diaw,46,67
248,3,8:49.0,,B. Diaw misses 3-pt jump shot from 24 ft,46,67
249,3,8:49.0,Defensive rebound by T. Maker,,46,67
250,3,8:42.0,J. Parker makes 2-pt dunk at rim,,48,67
251,3,8:16.0,,J. Ingles misses 3-pt jump shot from 24 ft,48,67
252,3,8:16.0,Defensive rebound by T. Snell,,48,67
253,3,8:06.0,J. Parker misses 3-pt jump shot from 24 ft,,48,67
254,3,8:06.0,,Defensive rebound by R. Gobert,48,67
255,3,7:51.0,,Turnover by B. Diaw (bad pass),48,67
256,3,7:51.0,G. Monroe enters the game for T. Maker,,48,67
257,3,7:51.0,M. Brogdon enters the game for M. Dellavedova,,48,67
258,3,7:31.0,Turnover by M. Brogdon (bad pass; steal by G. Hayward),,48,67
259,3,7:28.0,,Shooting foul by G. Antetokounmpo (drawn by G. Hayward),48,67
260,3,7:28.0,,G. Hayward misses free throw 1 of 2,48,67
261,3,7:28.0,,Offensive rebound by Team,48,67
262,3,7:28.0,,T. Lyles enters the game for B. Diaw,48,67
263,3,7:28.0,,G. Hayward makes free throw 2 of 2,48,68
264,3,7:21.0,Personal foul by T. Lyles (drawn by J. Parker),,48,68
265,3,7:05.0,G. Monroe misses 2-pt jump shot from 17 ft,,48,68
266,3,7:05.0,,Defensive rebound by G. Hayward,48,68
267,3,6:53.0,,T. Lyles misses 3-pt jump shot from 23 ft,48,68
268,3,6:53.0,Defensive rebound by T. Snell,,48,68
269,3,6:43.0,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,50,68
270,3,6:42.0,,Utah full timeout,50,68
271,3,6:42.0,,A. Burks enters the game for G. Hill,50,68
272,3,6:19.0,,G. Hayward misses 2-pt jump shot from 21 ft,50,68
273,3,6:19.0,Defensive rebound by T. Snell,,50,68
274,3,5:56.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,50,68
275,3,5:55.0,,Defensive rebound by Team,50,68
276,3,5:55.0,Loose ball foul by G. Monroe (drawn by T. Lyles),,50,68
277,3,5:38.0,,G. Hayward makes 2-pt jump shot from 4 ft (assist by J. Ingles),50,70
278,3,5:21.0,Turnover by T. Snell (bad pass; steal by J. Ingles),,50,70
279,3,5:03.0,,T. Lyles makes 2-pt layup from 1 ft,50,72
280,3,4:48.0,J. Parker misses 2-pt jump shot from 18 ft,,50,72
281,3,4:47.0,,Defensive rebound by R. Gobert,50,72
282,3,4:35.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Ingles),50,75
283,3,4:20.0,Personal foul by T. Lyles (drawn by J. Parker),,50,75
284,3,4:20.0,M. Beasley enters the game for G. Antetokounmpo,,50,75
285,3,4:20.0,J. Terry enters the game for T. Snell,,50,75
286,3,4:20.0,,J. Johnson enters the game for G. Hayward,50,75
287,3,4:20.0,,D. Exum enters the game for J. Ingles,50,75
288,3,4:04.0,M. Brogdon misses 2-pt jump shot from 19 ft,,50,75
289,3,4:03.0,,Defensive rebound by T. Lyles,50,75
290,3,3:48.0,,Turnover by J. Johnson (lost ball; steal by J. Terry),50,75
291,3,3:43.0,M. Brogdon makes 2-pt jump shot from 3 ft,,52,75
292,3,3:26.0,,T. Lyles misses 2-pt layup from 2 ft (block by M. Beasley),52,75
293,3,3:24.0,Defensive rebound by J. Parker,,52,75
294,3,3:10.0,G. Monroe makes 2-pt hook shot from 4 ft,,54,75
295,3,2:48.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Johnson),54,78
296,3,2:32.0,Shooting foul by T. Lyles (drawn by G. Monroe),,54,78
297,3,2:32.0,Milwaukee full timeout,,54,78
298,3,2:32.0,G. Monroe makes free throw 1 of 2,,55,78
299,3,2:32.0,,G. Hill enters the game for D. Exum,54,78
300,3,2:32.0,,J. Withey enters the game for R. Gobert,54,78
301,3,2:32.0,G. Monroe misses free throw 2 of 2,,55,78
302,3,2:31.0,,Defensive rebound by J. Johnson,55,78
303,3,2:18.0,,Turnover by A. Burks (lost ball; steal by M. Brogdon),55,78
304,3,2:12.0,Shooting foul by J. Withey (drawn by M. Beasley),,55,78
305,3,2:12.0,M. Beasley makes free throw 1 of 2,,56,78
306,3,2:12.0,M. Beasley misses free throw 2 of 2,,56,78
307,3,2:12.0,,Defensive rebound by Team,56,78
308,3,1:45.0,,J. Johnson makes 2-pt jump shot from 21 ft,56,80
309,3,1:22.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by J. Terry),,59,80
310,3,0:55.0,,J. Johnson misses 2-pt jump shot from 9 ft,59,80
311,3,0:55.0,Defensive rebound by Team,,59,80
312,3,0:40.0,G. Monroe misses 2-pt layup from 2 ft,,59,80
313,3,0:39.0,,Defensive rebound by T. Lyles,59,80
314,3,0:27.0,,J. Withey misses 2-pt layup from 3 ft (block by M. Beasley),59,80
315,3,0:26.0,Defensive rebound by M. Beasley,,59,80
316,3,0:04.0,M. Beasley misses 2-pt jump shot from 17 ft,,59,80
317,3,0:04.0,Offensive rebound by J. Parker,,59,80
318,3,0:02.0,J. Parker makes 2-pt dunk at rim,,61,80
319,4,11:38.0,,Turnover by R. Gobert (lost ball; steal by G. Antetokounmpo),61,80
320,4,11:33.0,J. Parker makes 2-pt dunk at rim (assist by J. Terry),,63,80
321,4,11:12.0,,J. Johnson makes 2-pt layup from 3 ft,63,82
322,4,10:48.0,J. Terry misses 3-pt jump shot from 28 ft,,63,82
323,4,10:47.0,,Defensive rebound by R. Gobert,63,82
324,4,10:40.0,,Turnover by G. Hill (lost ball; steal by M. Brogdon),63,82
325,4,10:36.0,G. Monroe makes 2-pt dunk at rim (assist by M. Brogdon),,65,82
326,4,10:11.0,,A. Burks misses 2-pt jump shot from 4 ft (block by J. Terry),65,82
327,4,10:10.0,Defensive rebound by J. Terry,,65,82
328,4,10:08.0,,J. Ingles enters the game for A. Burks,65,82
329,4,9:58.0,G. Monroe misses 2-pt hook shot from 5 ft,,65,82
330,4,9:57.0,,Defensive rebound by J. Johnson,65,82
331,4,9:46.0,,J. Johnson misses 2-pt jump shot from 12 ft,65,82
332,4,9:45.0,Defensive rebound by G. Monroe,,65,82
333,4,9:36.0,G. Monroe misses 2-pt jump shot from 18 ft,,65,82
334,4,9:36.0,,Defensive rebound by J. Ingles,65,82
335,4,9:16.0,,J. Ingles misses 3-pt jump shot from 23 ft,65,82
336,4,9:15.0,Defensive rebound by J. Parker,,65,82
337,4,9:07.0,G. Antetokounmpo misses 2-pt jump shot from 22 ft,,65,82
338,4,9:07.0,,Defensive rebound by J. Ingles,65,82
339,4,8:52.0,,Turnover by J. Ingles (bad pass; steal by G. Monroe),65,82
340,4,8:51.0,Personal foul by J. Ingles (drawn by M. Brogdon),,65,82
341,4,8:51.0,Milwaukee full timeout,,65,82
342,4,8:51.0,T. Maker enters the game for G. Monroe,,65,82
343,4,8:51.0,M. Dellavedova enters the game for J. Terry,,65,82
344,4,8:51.0,,G. Hayward enters the game for B. Diaw,65,82
345,4,8:38.0,Personal foul by J. Ingles (drawn by M. Brogdon),,65,82
346,4,8:34.0,Offensive foul by G. Antetokounmpo (drawn by J. Ingles),,65,82
347,4,8:34.0,Turnover by G. Antetokounmpo (offensive foul),,65,82
348,4,8:19.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Johnson),65,85
349,4,8:01.0,M. Brogdon makes 2-pt layup from 2 ft,,67,85
350,4,7:47.0,,J. Johnson makes 2-pt layup from 2 ft,67,87
351,4,7:47.0,,Shooting foul by J. Parker (drawn by J. Johnson),67,87
352,4,7:47.0,,D. Exum enters the game for J. Ingles,67,87
353,4,7:47.0,,J. Johnson makes free throw 1 of 1,67,88
354,4,7:34.0,Shooting foul by R. Gobert (drawn by T. Maker),,67,88
355,4,7:34.0,T. Maker misses free throw 1 of 2,,67,88
356,4,7:34.0,Offensive rebound by Team,,67,88
357,4,7:34.0,T. Maker makes free throw 2 of 2,,68,88
358,4,7:20.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),68,90
359,4,7:00.0,Turnover by M. Brogdon (bad pass; steal by G. Hayward),,68,90
360,4,6:47.0,,Shooting foul by G. Antetokounmpo (drawn by R. Gobert),68,90
361,4,6:47.0,,R. Gobert makes free throw 1 of 2,68,91
362,4,6:47.0,,R. Gobert misses free throw 2 of 2,68,91
363,4,6:47.0,Defensive rebound by G. Antetokounmpo,,68,91
364,4,6:47.0,M. Beasley enters the game for J. Parker,,68,91
365,4,6:35.0,M. Dellavedova makes 2-pt jump shot from 3 ft,,70,91
366,4,6:19.0,,G. Hayward misses 3-pt jump shot from 22 ft,70,91
367,4,6:19.0,Defensive rebound by M. Brogdon,,70,91
368,4,6:10.0,M. Beasley misses 3-pt jump shot from 26 ft,,70,91
369,4,6:10.0,,Defensive rebound by D. Exum,70,91
370,4,6:06.0,,Utah full timeout,70,91
371,4,6:06.0,,A. Burks enters the game for G. Hill,70,91
372,4,5:54.0,,G. Hayward makes 2-pt hook shot from 5 ft,70,93
373,4,5:39.0,T. Maker makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,73,93
374,4,5:15.0,,J. Johnson makes 3-pt jump shot from 27 ft,73,96
375,4,4:56.0,T. Maker makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,76,96
376,4,4:34.0,,Shooting foul by M. Brogdon (drawn by A. Burks),76,96
377,4,4:34.0,,A. Burks misses free throw 1 of 2,76,96
378,4,4:34.0,,Offensive rebound by Team,76,96
379,4,4:34.0,,G. Hill enters the game for D. Exum,76,96
380,4,4:34.0,,A. Burks makes free throw 2 of 2,76,97
381,4,4:21.0,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,79,97
382,4,4:01.0,,A. Burks misses 3-pt jump shot from 22 ft,79,97
383,4,4:01.0,Defensive rebound by M. Beasley,,79,97
