,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
60,1,3:28.0,,J. Redick misses 2-pt jump shot from 21 ft,14,27
61,1,3:25.0,Defensive rebound by J. Barea,,14,27
62,1,3:15.0,H. Barnes makes 2-pt jump shot from 20 ft (assist by D. Harris),,16,27
63,1,2:59.0,,C. Paul misses 2-pt jump shot from 15 ft,16,27
64,1,2:56.0,Defensive rebound by D. Harris,,16,27
65,1,2:42.0,Turnover by S. Mejri (lost ball; steal by C. Paul),,16,27
66,1,2:38.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),16,29
67,1,2:18.0,J. Barea misses 2-pt jump shot from 22 ft,,16,29
68,1,2:15.0,,Defensive rebound by D. Jordan,16,29
69,1,2:06.0,,J. Redick makes 3-pt jump shot from 26 ft,16,32
70,1,2:06.0,,Shooting foul by W. Matthews (drawn by J. Redick),16,32
71,1,2:06.0,,R. Felton enters the game for C. Paul,16,32
72,1,2:06.0,,M. Speights enters the game for D. Jordan,16,32
73,1,2:06.0,,J. Redick makes free throw 1 of 1,16,33
74,1,1:48.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),,19,33
75,1,1:28.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,19,33
76,1,1:26.0,Defensive rebound by D. Harris,,19,33
77,1,1:18.0,H. Barnes misses 3-pt jump shot from 23 ft,,19,33
78,1,1:17.0,,Defensive rebound by M. Speights,19,33
79,1,1:10.0,,R. Felton makes 2-pt layup from 2 ft (assist by J. Redick),19,35
80,1,0:56.0,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),,21,35
81,1,0:39.0,,J. Crawford misses 3-pt jump shot from 27 ft,21,35
82,1,0:38.0,Defensive rebound by S. Mejri,,21,35
83,1,0:29.0,J. Barea misses 3-pt jump shot from 28 ft,,21,35
84,1,0:27.0,,Defensive rebound by L. Mbah a Moute,21,35
85,1,0:09.0,,Turnover by J. Crawford (bad pass),21,35
86,1,0:09.0,D. Finney-Smith enters the game for W. Matthews,,21,35
87,1,0:09.0,D. Nowitzki enters the game for H. Barnes,,21,35
88,1,0:06.0,Personal take foul by J. Crawford (drawn by D. Harris),,21,35
89,1,0:02.0,J. Barea makes 2-pt layup from 2 ft (assist by D. Harris),,23,35
90,1,0:02.0,Shooting foul by J. Crawford (drawn by J. Barea),,23,35
91,1,0:02.0,,C. Paul enters the game for L. Mbah a Moute,23,35
92,1,0:02.0,Y. Ferrell enters the game for D. Nowitzki,,23,35
93,1,0:02.0,J. Barea makes free throw 1 of 1,,24,35
94,1,0:00.0,,R. Felton misses 3-pt jump shot from 70 ft,24,35
95,1,0:00.0,,Offensive rebound by Team,24,35
96,2,11:38.0,D. Harris misses 3-pt jump shot from 24 ft,,24,35
97,2,11:36.0,,Defensive rebound by M. Speights,24,35
98,2,11:25.0,,A. Anderson makes 3-pt jump shot from 24 ft (assist by R. Felton),24,38
99,2,11:08.0,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),,26,38
100,2,10:51.0,,M. Speights misses 3-pt jump shot from 28 ft,26,38
101,2,10:50.0,Defensive rebound by D. Harris,,26,38
102,2,10:36.0,Personal foul by A. Anderson (drawn by D. Nowitzki),,26,38
103,2,10:21.0,D. Harris misses 3-pt jump shot from 27 ft,,26,38
104,2,10:21.0,,Defensive rebound by Team,26,38
105,2,10:05.0,,B. Griffin makes 2-pt jump shot from 20 ft,26,40
106,2,9:50.0,Turnover by D. Finney-Smith (step out of bounds),,26,40
107,2,9:35.0,,R. Felton makes 2-pt layup from 1 ft (assist by B. Griffin),26,42
108,2,9:29.0,Dallas full timeout,,26,42
109,2,9:29.0,Y. Ferrell enters the game for J. Barea,,26,42
110,2,9:29.0,W. Matthews enters the game for D. Harris,,26,42
111,2,9:14.0,Shooting foul by R. Felton (drawn by Y. Ferrell),,26,42
112,2,9:14.0,Y. Ferrell makes free throw 1 of 3,,27,42
113,2,9:14.0,Y. Ferrell makes free throw 2 of 3,,28,42
114,2,9:14.0,Y. Ferrell makes free throw 3 of 3,,29,42
115,2,8:58.0,,Personal foul by S. Mejri (drawn by B. Griffin),29,42
116,2,8:47.0,,Turnover by M. Speights (lost ball),29,42
117,2,8:33.0,S. Mejri makes 2-pt dunk at rim,,31,42
118,2,8:16.0,,M. Speights makes 2-pt jump shot from 19 ft (assist by B. Griffin),31,44
119,2,7:56.0,W. Matthews misses 2-pt jump shot from 13 ft,,31,44
120,2,7:53.0,Offensive rebound by S. Mejri,,31,44
121,2,7:52.0,S. Mejri makes 2-pt layup from 1 ft,,33,44
122,2,7:52.0,Shooting foul by M. Speights (drawn by S. Mejri),,33,44
123,2,7:52.0,,C. Paul enters the game for A. Anderson,33,44
124,2,7:52.0,,D. Jordan enters the game for M. Speights,33,44
125,2,7:52.0,S. Mejri makes free throw 1 of 1,,34,44
126,2,7:31.0,,Turnover by Team (back court),34,44
127,2,7:23.0,D. Finney-Smith makes 2-pt layup from 3 ft (assist by D. Nowitzki),,36,44
128,2,6:56.0,,B. Griffin misses 2-pt jump shot from 4 ft,36,44
129,2,6:53.0,,Offensive rebound by D. Jordan,36,44
130,2,6:53.0,,D. Jordan misses 2-pt dunk at rim (block by S. Mejri),36,44
131,2,6:50.0,Defensive rebound by W. Matthews,,36,44
132,2,6:33.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,36,44
133,2,6:31.0,,Defensive rebound by D. Jordan,36,44
134,2,6:27.0,Violation by S. Mejri (kicked ball),,36,44
135,2,6:27.0,,J. Redick enters the game for R. Felton,36,44
136,2,6:27.0,N. Noel enters the game for S. Mejri,,36,44
137,2,6:27.0,H. Barnes enters the game for D. Nowitzki,,36,44
138,2,6:27.0,,L. Mbah a Moute enters the game for J. Crawford,36,44
139,2,6:21.0,,C. Paul makes 2-pt jump shot from 12 ft,36,46
140,2,6:04.0,N. Noel makes 2-pt dunk at rim (assist by W. Matthews),,38,46
141,2,5:49.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),38,48
142,2,5:35.0,W. Matthews makes 2-pt jump shot from 9 ft (assist by Y. Ferrell),,40,48
143,2,5:35.0,Violation by Team (jump ball),,40,48
144,2,5:24.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,40,48
145,2,5:23.0,,Offensive rebound by D. Jordan,40,48
146,2,5:23.0,,Shooting foul by H. Barnes (drawn by D. Jordan),40,48
147,2,5:23.0,Official timeout,,40,48
148,2,5:23.0,,D. Jordan misses free throw 1 of 2,40,48
149,2,5:23.0,,Offensive rebound by Team,40,48
150,2,5:23.0,,D. Jordan misses free throw 2 of 2,40,48
151,2,5:22.0,Defensive rebound by D. Finney-Smith,,40,48
152,2,4:56.0,H. Barnes misses 2-pt jump shot from 16 ft,,40,48
153,2,4:52.0,,Defensive rebound by C. Paul,40,48
154,2,4:51.0,,D. Jordan makes 2-pt hook shot from 5 ft (assist by C. Paul),40,50
155,2,4:38.0,W. Matthews misses 3-pt jump shot from 28 ft,,40,50
156,2,4:37.0,Offensive rebound by Y. Ferrell,,40,50
157,2,4:33.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,40,50
158,2,4:30.0,,Defensive rebound by B. Griffin,40,50
159,2,4:25.0,,Personal foul by D. Finney-Smith,40,50
160,2,4:25.0,,J. Redick makes free throw 1 of 3,40,51
161,2,4:25.0,,J. Redick makes free throw 2 of 3,40,52
162,2,4:25.0,,J. Redick makes free throw 3 of 3,40,53
163,2,4:04.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,40,53
164,2,4:01.0,,Defensive rebound by D. Jordan,40,53
165,2,3:57.0,,B. Griffin makes 2-pt layup from 4 ft (assist by C. Paul),40,55
166,2,3:50.0,Dallas full timeout,,40,55
167,2,3:50.0,J. Barea enters the game for N. Noel,,40,55
168,2,3:50.0,D. Harris enters the game for Y. Ferrell,,40,55
169,2,3:50.0,D. Nowitzki enters the game for D. Finney-Smith,,40,55
170,2,3:41.0,Offensive foul by H. Barnes (drawn by J. Redick),,40,55
171,2,3:41.0,Turnover by H. Barnes (offensive foul),,40,55
172,2,3:31.0,,J. Redick misses 3-pt jump shot from 24 ft,40,55
173,2,3:30.0,Defensive rebound by J. Barea,,40,55
174,2,3:17.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,40,55
175,2,3:15.0,,Defensive rebound by D. Jordan,40,55
176,2,3:06.0,,C. Paul misses 2-pt jump shot from 13 ft,40,55
177,2,3:03.0,,Offensive rebound by D. Jordan,40,55
178,2,3:00.0,,Personal foul by J. Barea,40,55
179,2,2:56.0,,C. Paul makes 3-pt jump shot from 29 ft (assist by D. Jordan),40,58
180,2,2:34.0,Personal foul by C. Paul (drawn by W. Matthews),,40,58
181,2,2:26.0,J. Barea makes 2-pt layup from 2 ft,,42,58
182,2,2:23.0,,Personal take foul by D. Harris (drawn by D. Jordan),42,58
183,2,2:23.0,,D. Jordan misses free throw 1 of 2,42,58
184,2,2:23.0,,Offensive rebound by Team,42,58
185,2,2:23.0,,D. Jordan misses free throw 2 of 2,42,58
186,2,2:23.0,Defensive rebound by H. Barnes,,42,58
187,2,2:07.0,D. Harris misses 3-pt jump shot from 23 ft,,42,58
188,2,2:06.0,,Defensive rebound by D. Jordan,42,58
189,2,1:57.0,,Turnover by D. Jordan (offensive goaltending),42,58
190,2,1:42.0,H. Barnes makes 2-pt jump shot from 18 ft (assist by W. Matthews),,44,58
191,2,1:27.0,,C. Paul misses 3-pt jump shot from 27 ft,44,58
192,2,1:26.0,Defensive rebound by W. Matthews,,44,58
193,2,1:18.0,D. Harris misses 2-pt layup from 3 ft,,44,58
194,2,1:15.0,Offensive rebound by D. Harris,,44,58
195,2,1:15.0,Shooting foul by C. Paul (drawn by D. Harris),,44,58
196,2,1:15.0,,LA Clippers full timeout,44,58
197,2,1:15.0,,Violation by Team (jump ball),44,58
198,2,1:15.0,D. Harris misses free throw 1 of 2,,44,58
199,2,1:15.0,Offensive rebound by Team,,44,58
200,2,1:15.0,D. Harris makes free throw 2 of 2,,45,58
201,2,1:01.0,,Shooting foul by H. Barnes (drawn by B. Griffin),45,58
202,2,1:01.0,,B. Griffin makes free throw 1 of 2,45,59
203,2,1:01.0,,B. Griffin misses free throw 2 of 2,45,59
204,2,1:01.0,N. Noel enters the game for H. Barnes,,45,59
205,2,0:59.0,Defensive rebound by N. Noel,,45,59
206,2,0:48.0,Shooting foul by B. Griffin (drawn by N. Noel),,45,59
207,2,0:48.0,N. Noel makes free throw 1 of 2,,46,59
208,2,0:48.0,N. Noel makes free throw 2 of 2,,47,59
209,2,0:41.0,,Turnover by C. Paul (bad pass),47,59
210,2,0:33.0,Turnover by J. Barea (bad pass; steal by D. Jordan),,47,59
211,2,0:28.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),47,62
212,2,0:17.0,Personal foul by J. Redick,,47,62
213,2,0:17.0,D. Harris makes free throw 1 of 2,,48,62
214,2,0:17.0,,J. Crawford enters the game for L. Mbah a Moute,48,62
215,2,0:17.0,D. Harris makes free throw 2 of 2,,49,62
216,2,0:01.0,,C. Paul misses 3-pt jump shot from 27 ft,49,62
217,2,0:00.0,,Offensive rebound by Team,49,62
218,3,11:49.0,Personal foul by C. Paul (drawn by H. Barnes),,49,62
219,3,11:44.0,Turnover by N. Noel (bad pass; steal by L. Mbah a Moute),,49,62
220,3,11:29.0,,C. Paul makes 2-pt jump shot from 13 ft,49,64
221,3,11:06.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,52,64
222,3,10:55.0,,J. Redick misses 3-pt jump shot from 27 ft,52,64
223,3,10:53.0,Defensive rebound by D. Nowitzki,,52,64
224,3,10:47.0,Y. Ferrell makes 3-pt jump shot from 28 ft,,55,64
225,3,10:24.0,,B. Griffin makes 2-pt jump shot from 20 ft,55,66
226,3,10:03.0,Turnover by W. Matthews (bad pass; steal by B. Griffin),,55,66
227,3,9:47.0,,Turnover by C. Paul (bad pass; steal by Y. Ferrell),55,66
228,3,9:41.0,Y. Ferrell makes 2-pt layup from 4 ft,,57,66
229,3,9:32.0,,Turnover by C. Paul (lost ball; steal by Y. Ferrell),57,66
230,3,9:29.0,Y. Ferrell makes 2-pt layup from 3 ft,,59,66
231,3,9:14.0,,Personal foul by W. Matthews,59,66
232,3,9:07.0,,Shooting foul by N. Noel (drawn by B. Griffin),59,66
233,3,9:07.0,,B. Griffin makes free throw 1 of 2,59,67
234,3,9:07.0,,B. Griffin misses free throw 2 of 2,59,67
235,3,9:05.0,Defensive rebound by H. Barnes,,59,67
236,3,8:48.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,59,67
237,3,8:44.0,,Defensive rebound by D. Jordan,59,67
238,3,8:40.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by C. Paul),59,70
239,3,8:25.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,62,70
240,3,8:07.0,,D. Jordan makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),62,72
241,3,8:07.0,,Shooting foul by D. Nowitzki (drawn by D. Jordan),62,72
242,3,8:07.0,,D. Jordan makes free throw 1 of 1,62,73
243,3,7:54.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,62,73
244,3,7:52.0,,Defensive rebound by D. Jordan,62,73
245,3,7:46.0,,C. Paul misses 2-pt jump shot from 14 ft,62,73
246,3,7:44.0,Defensive rebound by H. Barnes,,62,73
247,3,7:38.0,N. Noel misses 2-pt jump shot from 14 ft,,62,73
248,3,7:36.0,,Defensive rebound by D. Jordan,62,73
249,3,7:25.0,,B. Griffin misses 3-pt jump shot from 27 ft,62,73
250,3,7:23.0,Defensive rebound by N. Noel,,62,73
251,3,7:15.0,D. Nowitzki makes 3-pt jump shot from 28 ft (assist by Y. Ferrell),,65,73
252,3,6:50.0,,Turnover by C. Paul (bad pass),65,73
253,3,6:43.0,Y. Ferrell makes 2-pt layup from 3 ft,,67,73
254,3,6:43.0,,LA Clippers full timeout,67,73
255,3,6:21.0,,B. Griffin makes 2-pt hook shot from 6 ft,67,75
256,3,6:08.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,67,75
257,3,6:07.0,,Defensive rebound by D. Jordan,67,75
258,3,5:48.0,,L. Mbah a Moute misses 3-pt jump shot from 28 ft,67,75
259,3,5:47.0,Defensive rebound by W. Matthews,,67,75
260,3,5:32.0,Y. Ferrell misses 2-pt layup from 1 ft,,67,75
261,3,5:30.0,,Defensive rebound by D. Jordan,67,75
262,3,5:26.0,,L. Mbah a Moute misses 2-pt layup from 3 ft (block by N. Noel),67,75
263,3,5:26.0,,Offensive rebound by Team,67,75
264,3,5:26.0,,Inbound foul by Y. Ferrell,67,75
265,3,5:26.0,D. Finney-Smith enters the game for D. Nowitzki,,67,75
266,3,5:26.0,,C. Paul makes free throw 1 of 1,67,76
267,3,5:16.0,,B. Griffin makes 2-pt layup from 3 ft,67,78
268,3,5:01.0,Turnover by N. Noel (lost ball; steal by C. Paul),,67,78
269,3,4:55.0,,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by C. Paul),67,80
270,3,4:44.0,Dallas full timeout,,67,80
271,3,4:44.0,J. Barea enters the game for W. Matthews,,67,80
272,3,4:44.0,D. Harris enters the game for Y. Ferrell,,67,80
273,3,4:38.0,H. Barnes misses 3-pt jump shot from 26 ft,,67,80
274,3,4:37.0,,Defensive rebound by D. Jordan,67,80
275,3,4:32.0,,Personal foul by J. Barea,67,80
276,3,4:32.0,,D. Jordan makes free throw 1 of 2,67,81
277,3,4:32.0,,D. Jordan makes free throw 2 of 2,67,82
278,3,4:20.0,N. Noel misses 2-pt jump shot from 15 ft,,67,82
279,3,4:18.0,Offensive rebound by H. Barnes,,67,82
280,3,4:13.0,Turnover by J. Barea (bad pass; steal by J. Redick),,67,82
281,3,3:53.0,,C. Paul makes 2-pt jump shot from 19 ft,67,84
282,3,3:43.0,Shooting foul by D. Jordan (drawn by H. Barnes),,67,84
283,3,3:43.0,H. Barnes makes free throw 1 of 2,,68,84
284,3,3:43.0,S. Mejri enters the game for N. Noel,,68,84
285,3,3:43.0,H. Barnes makes free throw 2 of 2,,69,84
286,3,3:35.0,,Shooting foul by D. Harris (drawn by B. Griffin),69,84
287,3,3:35.0,,B. Griffin makes free throw 1 of 2,69,85
288,3,3:35.0,,M. Speights enters the game for D. Jordan,69,85
289,3,3:35.0,,J. Crawford enters the game for J. Redick,69,85
290,3,3:35.0,,B. Griffin makes free throw 2 of 2,69,86
291,3,3:10.0,H. Barnes misses 3-pt jump shot from 29 ft,,69,86
292,3,3:08.0,,Defensive rebound by B. Griffin,69,86
293,3,3:00.0,,Personal foul by J. Barea,69,86
294,3,3:00.0,,B. Griffin makes free throw 1 of 2,69,87
295,3,3:00.0,,R. Felton enters the game for C. Paul,69,87
296,3,3:00.0,,B. Griffin makes free throw 2 of 2,69,88
297,3,2:48.0,S. Mejri makes 2-pt dunk at rim (assist by D. Harris),,71,88
298,3,2:48.0,Shooting foul by M. Speights (drawn by S. Mejri),,71,88
299,3,2:48.0,S. Mejri misses free throw 1 of 1,,71,88
300,3,2:47.0,,Defensive rebound by M. Speights,71,88
301,3,2:31.0,,Turnover by B. Griffin (bad pass; steal by S. Mejri),71,88
302,3,2:30.0,Personal foul by B. Griffin (drawn by S. Mejri),,71,88
303,3,2:08.0,Turnover by J. Barea (bad pass; steal by R. Felton),,71,88
304,3,1:55.0,,R. Felton misses 3-pt jump shot from 27 ft,71,88
305,3,1:54.0,Defensive rebound by D. Harris,,71,88
306,3,1:44.0,Offensive foul by H. Barnes (drawn by B. Griffin),,71,88
307,3,1:44.0,Turnover by H. Barnes (offensive foul),,71,88
308,3,1:44.0,D. Nowitzki enters the game for H. Barnes,,71,88
309,3,1:29.0,,M. Speights makes 2-pt jump shot from 13 ft (assist by B. Griffin),71,90
310,3,1:15.0,J. Barea misses 2-pt jump shot from 13 ft,,71,90
311,3,1:12.0,,Defensive rebound by B. Griffin,71,90
312,3,0:54.0,,M. Speights misses 3-pt jump shot from 25 ft,71,90
313,3,0:53.0,Defensive rebound by S. Mejri,,71,90
314,3,0:47.0,J. Barea makes 2-pt layup from 3 ft,,73,90
315,3,0:35.0,Offensive charge foul by M. Speights (drawn by S. Mejri),,73,90
316,3,0:35.0,,Turnover by M. Speights (offensive foul),73,90
317,3,0:35.0,,J. Redick enters the game for L. Mbah a Moute,73,90
318,3,0:15.0,Turnover by D. Nowitzki (bad pass),,73,90
319,3,0:05.0,,J. Crawford misses 3-pt jump shot from 26 ft,73,90
320,3,0:02.0,Defensive rebound by D. Nowitzki,,73,90
321,4,11:45.0,,M. Speights makes 3-pt jump shot from 27 ft (assist by J. Crawford),73,93
322,4,11:25.0,J. Barea misses 2-pt jump shot from 20 ft,,73,93
323,4,11:23.0,,Defensive rebound by M. Speights,73,93
324,4,11:18.0,,Personal block foul by J. Barea,73,93
325,4,11:02.0,,M. Speights misses 2-pt jump shot from 20 ft,73,93
326,4,11:00.0,Defensive rebound by D. Finney-Smith,,73,93
327,4,10:50.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,73,93
328,4,10:48.0,,Defensive rebound by M. Speights,73,93
329,4,10:30.0,,J. Redick misses 2-pt jump shot from 17 ft,73,93
330,4,10:27.0,Defensive rebound by S. Mejri,,73,93
331,4,10:09.0,J. Barea makes 2-pt layup from 3 ft,,75,93
332,4,9:55.0,,Offensive foul by B. Bass (drawn by D. Harris),75,93
333,4,9:55.0,,Turnover by B. Bass (offensive foul),75,93
334,4,9:32.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Harris),,77,93
335,4,9:12.0,,J. Redick misses 2-pt jump shot from 3 ft,77,93
336,4,9:12.0,,Offensive rebound by Team,77,93
337,4,9:12.0,Loose ball foul by D. Finney-Smith (drawn by B. Bass),,77,93
338,4,9:04.0,,R. Felton makes 2-pt jump shot from 19 ft,77,95
339,4,8:49.0,J. Barea misses 3-pt jump shot from 26 ft,,77,95
340,4,8:48.0,Offensive rebound by D. Finney-Smith,,77,95
341,4,8:48.0,D. Finney-Smith misses 2-pt layup from 1 ft,,77,95
342,4,8:45.0,,Defensive rebound by J. Crawford,77,95
343,4,8:45.0,,Personal take foul by D. Harris (drawn by J. Crawford),77,95
344,4,8:45.0,Official timeout,,77,95
345,4,8:45.0,H. Barnes enters the game for D. Nowitzki,,77,95
346,4,8:45.0,W. Matthews enters the game for D. Harris,,77,95
347,4,8:45.0,Y. Ferrell enters the game for J. Barea,,77,95
348,4,8:45.0,N. Brussino enters the game for D. Finney-Smith,,77,95
349,4,8:34.0,,M. Speights misses 3-pt jump shot from 25 ft,77,95
350,4,8:33.0,Defensive rebound by Y. Ferrell,,77,95
351,4,8:17.0,H. Barnes misses 2-pt hook shot from 6 ft,,77,95
352,4,8:15.0,,Defensive rebound by M. Speights,77,95
353,4,8:01.0,,B. Bass misses 2-pt layup from 2 ft,77,95
354,4,7:59.0,,Offensive rebound by M. Speights,77,95
355,4,7:59.0,,M. Speights misses 2-pt layup from 2 ft,77,95
356,4,7:58.0,,Offensive rebound by M. Speights,77,95
357,4,7:58.0,,M. Speights misses 2-pt layup from 2 ft,77,95
358,4,7:56.0,Defensive rebound by Y. Ferrell,,77,95
359,4,7:53.0,N. Brussino misses 3-pt jump shot from 26 ft,,77,95
360,4,7:51.0,Offensive rebound by S. Mejri,,77,95
361,4,7:50.0,Shooting foul by B. Bass (drawn by S. Mejri),,77,95
362,4,7:50.0,S. Mejri misses free throw 1 of 2,,77,95
363,4,7:50.0,Offensive rebound by Team,,77,95
364,4,7:50.0,S. Mejri makes free throw 2 of 2,,78,95
365,4,7:41.0,,Shooting foul by Y. Ferrell (drawn by B. Bass),78,95
366,4,7:41.0,,B. Bass makes free throw 1 of 2,78,96
367,4,7:41.0,,B. Bass makes free throw 2 of 2,78,97
368,4,7:29.0,S. Mejri misses 2-pt jump shot from 6 ft,,78,97
369,4,7:26.0,,Defensive rebound by M. Speights,78,97
370,4,7:23.0,,Turnover by J. Crawford (bad pass; steal by S. Mejri),78,97
371,4,7:21.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,78,97
372,4,7:19.0,Offensive rebound by S. Mejri,,78,97
373,4,7:19.0,S. Mejri misses 2-pt layup from 2 ft,,78,97
374,4,7:15.0,Offensive rebound by N. Brussino,,78,97
375,4,7:15.0,N. Brussino misses 2-pt layup from 3 ft,,78,97
376,4,7:13.0,Offensive rebound by W. Matthews,,78,97
377,4,7:08.0,N. Brussino makes 2-pt hook shot from 3 ft,,80,97
378,4,7:08.0,Shooting foul by M. Speights (drawn by N. Brussino),,80,97
379,4,7:08.0,,D. Jordan enters the game for M. Speights,80,97
380,4,7:08.0,,L. Mbah a Moute enters the game for B. Bass,80,97
381,4,7:08.0,N. Brussino makes free throw 1 of 1,,81,97
382,4,6:51.0,,R. Felton misses 3-pt jump shot from 27 ft,81,97
383,4,6:50.0,Defensive rebound by N. Brussino,,81,97
384,4,6:37.0,Turnover by H. Barnes (lost ball; steal by J. Crawford),,81,97
385,4,6:32.0,,L. Mbah a Moute misses 2-pt layup from 2 ft (block by N. Brussino),81,97
