,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,OKLAHOMA CITY_ACTION,GOLDEN STATE_SCORE,OKLAHOMA CITY_SCORE
30,1,8:39.0,,T. Gibson misses 2-pt hook shot from 3 ft,3,8
31,1,8:38.0,Defensive rebound by S. Curry,,3,8
32,1,8:33.0,S. Curry makes 3-pt jump shot from 24 ft,,6,8
33,1,8:17.0,,Turnover by R. Westbrook (bad pass; steal by K. Thompson),6,8
34,1,8:13.0,S. Curry makes 2-pt dunk at rim,,8,8
35,1,8:13.0,,Oklahoma City full timeout,8,8
36,1,7:57.0,,Turnover by S. Adams (bad pass; steal by D. Green),8,8
37,1,7:45.0,Turnover by Z. Pachulia (bad pass; steal by V. Oladipo),,8,8
38,1,7:37.0,,R. Westbrook misses 3-pt jump shot from 24 ft,8,8
39,1,7:36.0,Defensive rebound by D. Green,,8,8
40,1,7:24.0,,Offensive charge foul by S. Curry (drawn by V. Oladipo),8,8
41,1,7:24.0,Turnover by S. Curry (offensive foul),,8,8
42,1,7:19.0,,Shooting foul by S. Curry (drawn by V. Oladipo),8,8
43,1,7:19.0,,V. Oladipo makes free throw 1 of 2,8,9
44,1,7:19.0,,V. Oladipo makes free throw 2 of 2,8,10
45,1,7:03.0,Turnover by Z. Pachulia (bad pass),,8,10
46,1,6:53.0,,R. Westbrook makes 2-pt layup from 2 ft,8,12
47,1,6:37.0,Z. Pachulia makes 2-pt jump shot from 6 ft,,10,12
48,1,6:25.0,,R. Westbrook misses 2-pt layup from 1 ft,10,12
49,1,6:24.0,Defensive rebound by K. Thompson,,10,12
50,1,6:18.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,13,12
51,1,5:58.0,,R. Westbrook misses 2-pt jump shot from 23 ft,13,12
52,1,5:56.0,Defensive rebound by D. Green,,13,12
53,1,5:50.0,S. Curry misses 3-pt jump shot from 26 ft,,13,12
54,1,5:50.0,,Defensive rebound by R. Westbrook,13,12
55,1,5:36.0,,T. Gibson makes 2-pt jump shot from 5 ft (assist by R. Westbrook),13,14
56,1,5:26.0,Turnover by D. Green (bad pass),,13,14
57,1,5:26.0,,E. Freedom enters the game for T. Gibson,13,14
58,1,5:26.0,J. McGee enters the game for Z. Pachulia,,13,14
59,1,5:26.0,A. Iguodala enters the game for P. McCaw,,13,14
60,1,5:14.0,,R. Westbrook misses 2-pt layup from 3 ft (block by J. McGee),13,14
61,1,5:13.0,Defensive rebound by K. Thompson,,13,14
62,1,5:09.0,,Violation by A. Roberson (def goaltending),13,14
63,1,5:09.0,K. Thompson makes 2-pt layup from 2 ft,,15,14
64,1,4:54.0,,V. Oladipo misses 2-pt jump shot from 12 ft,15,14
65,1,4:54.0,Defensive rebound by D. Green,,15,14
66,1,4:45.0,Shooting foul by R. Westbrook (drawn by K. Thompson),,15,14
67,1,4:45.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,18,14
68,1,4:45.0,,Á. Abrines enters the game for V. Oladipo,18,14
69,1,4:45.0,,D. Sabonis enters the game for S. Adams,18,14
70,1,4:45.0,S. Livingston enters the game for D. Green,,18,14
71,1,4:45.0,K. Thompson makes free throw 1 of 1,,19,14
72,1,4:27.0,,Á. Abrines misses 3-pt jump shot from 25 ft,19,14
73,1,4:26.0,,Offensive rebound by E. Freedom,19,14
74,1,4:22.0,,E. Freedom makes 2-pt layup from 1 ft,19,16
75,1,4:22.0,Golden State full timeout,,19,16
76,1,4:22.0,M. Barnes enters the game for K. Thompson,,19,16
77,1,4:09.0,J. McGee makes 2-pt dunk at rim (assist by A. Iguodala),,21,16
78,1,3:56.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),21,18
79,1,3:33.0,Personal take foul by Á. Abrines (drawn by A. Iguodala),,21,18
80,1,3:33.0,A. Iguodala makes free throw 1 of 2,,22,18
81,1,3:33.0,A. Iguodala makes free throw 2 of 2,,23,18
82,1,3:23.0,,E. Freedom misses 2-pt layup at rim (block by J. McGee),23,18
83,1,3:21.0,Defensive rebound by S. Curry,,23,18
84,1,3:20.0,,Violation by R. Westbrook (kicked ball),23,18
85,1,3:06.0,S. Livingston misses 2-pt jump shot from 13 ft,,23,18
86,1,3:05.0,,Defensive rebound by D. Sabonis,23,18
87,1,2:57.0,,R. Westbrook misses 2-pt jump shot from 17 ft,23,18
88,1,2:57.0,Defensive rebound by M. Barnes,,23,18
89,1,2:47.0,,S. Christon enters the game for R. Westbrook,23,18
90,1,2:33.0,A. Iguodala misses 2-pt jump shot from 17 ft (block by A. Roberson),,23,18
91,1,2:33.0,Offensive rebound by Team,,23,18
92,1,2:33.0,Turnover by Team (shot clock),,23,18
93,1,2:12.0,,D. Sabonis makes 2-pt jump shot from 11 ft,23,20
94,1,1:54.0,S. Curry misses 3-pt jump shot from 24 ft,,23,20
95,1,1:52.0,Offensive rebound by J. McGee,,23,20
96,1,1:52.0,J. McGee misses 2-pt layup at rim,,23,20
97,1,1:52.0,,Defensive rebound by S. Christon,23,20
98,1,1:38.0,,D. Sabonis misses 3-pt jump shot from 25 ft,23,20
99,1,1:37.0,Defensive rebound by S. Curry,,23,20
100,1,1:29.0,S. Curry misses 2-pt layup at rim,,23,20
101,1,1:27.0,Offensive rebound by J. McGee,,23,20
102,1,1:17.0,S. Livingston misses 2-pt jump shot from 16 ft,,23,20
103,1,1:16.0,,Defensive rebound by Á. Abrines,23,20
104,1,0:59.0,,Á. Abrines misses 3-pt jump shot from 24 ft,23,20
105,1,0:59.0,Defensive rebound by A. Iguodala,,23,20
106,1,0:53.0,J. McGee misses 2-pt layup from 2 ft,,23,20
107,1,0:51.0,Offensive rebound by J. McGee,,23,20
108,1,0:51.0,J. McGee makes 2-pt layup from 2 ft,,25,20
109,1,0:41.0,D. Green enters the game for J. McGee,,25,20
110,1,0:34.0,,S. Christon makes 2-pt jump shot from 6 ft,25,22
111,1,0:10.0,M. Barnes misses 3-pt jump shot from 24 ft,,25,22
112,1,0:09.0,Offensive rebound by Team,,25,22
113,1,0:09.0,K. Thompson enters the game for M. Barnes,,25,22
114,1,0:09.0,I. Clark enters the game for S. Livingston,,25,22
115,1,0:09.0,,J. Grant enters the game for E. Freedom,25,22
116,1,0:07.0,Turnover by S. Curry (bad pass; steal by Á. Abrines),,25,22
117,1,0:03.0,,Shooting foul by K. Thompson (drawn by A. Roberson),25,22
118,1,0:03.0,,A. Roberson misses free throw 1 of 2,25,22
119,1,0:03.0,,Offensive rebound by Team,25,22
120,1,0:03.0,,A. Roberson misses free throw 2 of 2,25,22
121,1,0:03.0,Defensive rebound by Team,,25,22
122,1,0:03.0,J. McGee enters the game for I. Clark,,25,22
123,1,0:03.0,,E. Freedom enters the game for D. Sabonis,25,22
124,1,0:03.0,I. Clark enters the game for J. McGee,,25,22
125,1,0:02.0,Personal take foul by A. Roberson (drawn by A. Iguodala),,25,22
126,2,11:45.0,Personal foul by V. Oladipo (drawn by K. Thompson),,25,22
127,2,11:40.0,D. West misses 2-pt layup from 3 ft,,25,22
128,2,11:39.0,,Defensive rebound by E. Freedom,25,22
129,2,11:24.0,,S. Christon makes 3-pt jump shot from 24 ft (assist by Á. Abrines),25,25
130,2,11:06.0,Shooting foul by Á. Abrines (drawn by D. Green),,25,25
131,2,11:06.0,D. Green misses free throw 1 of 2,,25,25
132,2,11:06.0,Offensive rebound by Team,,25,25
133,2,11:06.0,D. Green makes free throw 2 of 2,,26,25
134,2,10:52.0,,V. Oladipo misses 2-pt jump shot from 17 ft,26,25
135,2,10:52.0,,Offensive rebound by E. Freedom,26,25
136,2,10:42.0,,Personal foul by D. West (drawn by E. Freedom),26,25
137,2,10:42.0,,D. McDermott enters the game for Á. Abrines,26,25
138,2,10:33.0,,E. Freedom misses 2-pt jump shot from 17 ft,26,25
139,2,10:33.0,Defensive rebound by D. Green,,26,25
140,2,10:23.0,Shooting foul by D. Sabonis (drawn by D. Green),,26,25
141,2,10:23.0,D. Green misses free throw 1 of 2,,26,25
142,2,10:23.0,Offensive rebound by Team,,26,25
143,2,10:23.0,D. Green makes free throw 2 of 2,,27,25
144,2,10:04.0,,Turnover by D. Sabonis (lost ball),27,25
145,2,9:43.0,D. West makes 2-pt layup from 1 ft,,29,25
146,2,9:25.0,,D. McDermott misses 3-pt jump shot from 26 ft,29,25
147,2,9:25.0,,Offensive rebound by V. Oladipo,29,25
148,2,9:18.0,,D. McDermott misses 2-pt hook shot from 6 ft,29,25
149,2,9:17.0,Defensive rebound by D. Green,,29,25
150,2,9:11.0,K. Thompson misses 3-pt jump shot from 24 ft,,29,25
151,2,9:10.0,,Defensive rebound by D. Sabonis,29,25
152,2,9:08.0,,Oklahoma City full timeout,29,25
153,2,8:49.0,,V. Oladipo misses 2-pt layup from 1 ft (block by D. West),29,25
154,2,8:48.0,,Offensive rebound by E. Freedom,29,25
155,2,8:46.0,,E. Freedom misses 2-pt layup from 1 ft (block by D. West),29,25
156,2,8:44.0,Defensive rebound by D. West,,29,25
157,2,8:44.0,,Violation by S. Christon (kicked ball),29,25
158,2,8:44.0,M. Barnes enters the game for D. Green,,29,25
159,2,8:44.0,,R. Westbrook enters the game for S. Christon,29,25
160,2,8:33.0,Personal foul by V. Oladipo (drawn by M. Barnes),,29,25
161,2,8:28.0,K. Thompson makes 2-pt jump shot from 10 ft,,31,25
162,2,8:11.0,,R. Westbrook misses 2-pt jump shot from 9 ft,31,25
163,2,8:10.0,,Offensive rebound by E. Freedom,31,25
164,2,8:06.0,,E. Freedom misses 2-pt jump shot from 8 ft,31,25
165,2,8:06.0,,Offensive rebound by Team,31,25
166,2,8:06.0,,Personal foul by M. Barnes (drawn by E. Freedom),31,25
167,2,8:01.0,,Shooting foul by D. West (drawn by E. Freedom),31,25
168,2,8:01.0,,E. Freedom makes free throw 1 of 2,31,26
169,2,8:01.0,,E. Freedom misses free throw 2 of 2,31,26
170,2,8:01.0,,S. Adams enters the game for D. Sabonis,31,26
171,2,8:00.0,Defensive rebound by Team,,31,26
172,2,8:00.0,,Loose ball foul by S. Adams (drawn by D. West),31,26
173,2,8:00.0,D. West misses free throw 1 of 2,,31,26
174,2,8:00.0,Offensive rebound by Team,,31,26
175,2,8:00.0,D. Green enters the game for A. Iguodala,,31,26
176,2,8:00.0,D. West makes free throw 2 of 2,,32,26
177,2,7:47.0,,Turnover by D. McDermott (bad pass; steal by M. Barnes),32,26
178,2,7:42.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by M. Barnes),,35,26
179,2,7:28.0,,R. Westbrook makes 2-pt layup at rim,35,28
180,2,7:07.0,Turnover by D. West (bad pass),,35,28
181,2,7:07.0,,A. Roberson enters the game for V. Oladipo,35,28
182,2,7:00.0,,Shooting foul by M. Barnes (drawn by R. Westbrook),35,28
183,2,7:00.0,,R. Westbrook misses free throw 1 of 2,35,28
184,2,7:00.0,,Offensive rebound by Team,35,28
185,2,7:00.0,,R. Westbrook makes free throw 2 of 2,35,29
186,2,6:45.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,38,29
187,2,6:32.0,,R. Westbrook misses 2-pt layup from 1 ft,38,29
188,2,6:31.0,Defensive rebound by K. Thompson,,38,29
189,2,6:22.0,I. Clark makes 2-pt jump shot from 9 ft (assist by D. Green),,40,29
190,2,6:08.0,,E. Freedom misses 3-pt jump shot from 23 ft,40,29
191,2,6:07.0,Defensive rebound by D. West,,40,29
192,2,5:53.0,Shooting foul by A. Roberson (drawn by M. Barnes),,40,29
193,2,5:53.0,Official timeout,,40,29
194,2,5:53.0,M. Barnes makes free throw 1 of 2,,41,29
195,2,5:53.0,,T. Gibson enters the game for E. Freedom,40,29
196,2,5:53.0,,V. Oladipo enters the game for D. McDermott,40,29
197,2,5:53.0,S. Curry enters the game for K. Thompson,,40,29
198,2,5:53.0,A. Iguodala enters the game for I. Clark,,40,29
199,2,5:53.0,M. Barnes makes free throw 2 of 2,,42,29
200,2,5:40.0,,S. Adams makes 2-pt dunk at rim (assist by T. Gibson),42,31
201,2,5:18.0,S. Curry misses 2-pt jump shot from 4 ft,,42,31
202,2,5:17.0,,Defensive rebound by A. Roberson,42,31
203,2,5:10.0,,R. Westbrook misses 2-pt layup from 2 ft,42,31
204,2,5:09.0,Defensive rebound by D. Green,,42,31
205,2,5:03.0,A. Iguodala misses 2-pt layup from 3 ft,,42,31
206,2,5:03.0,,Defensive rebound by V. Oladipo,42,31
207,2,4:44.0,,T. Gibson misses 2-pt jump shot from 5 ft,42,31
208,2,4:44.0,Defensive rebound by A. Iguodala,,42,31
209,2,4:36.0,M. Barnes makes 2-pt layup from 2 ft (assist by A. Iguodala),,44,31
210,2,4:22.0,,Turnover by R. Westbrook (bad pass),44,31
211,2,4:22.0,,Loose ball foul by A. Roberson (drawn by M. Barnes),44,31
212,2,4:22.0,M. Barnes misses free throw 1 of 2,,44,31
213,2,4:22.0,Offensive rebound by Team,,44,31
214,2,4:22.0,,S. Christon enters the game for A. Roberson,44,31
215,2,4:22.0,Z. Pachulia enters the game for D. Green,,44,31
216,2,4:22.0,M. Barnes makes free throw 2 of 2,,45,31
217,2,4:13.0,,Personal foul by Z. Pachulia (drawn by R. Westbrook),45,31
218,2,4:13.0,,R. Westbrook makes free throw 1 of 2,45,32
219,2,4:13.0,,R. Westbrook makes free throw 2 of 2,45,33
220,2,3:49.0,S. Curry makes 3-pt jump shot from 23 ft (assist by M. Barnes),,48,33
221,2,3:24.0,,R. Westbrook misses 3-pt jump shot from 26 ft,48,33
222,2,3:22.0,Defensive rebound by A. Iguodala,,48,33
223,2,3:08.0,D. West makes 2-pt layup at rim (assist by Z. Pachulia),,50,33
224,2,2:52.0,,Turnover by S. Adams (bad pass; steal by A. Iguodala),50,33
225,2,2:38.0,M. Barnes misses 3-pt jump shot from 23 ft,,50,33
226,2,2:38.0,,Defensive rebound by R. Westbrook,50,33
227,2,2:34.0,,Turnover by R. Westbrook (lost ball; steal by A. Iguodala),50,33
228,2,2:32.0,A. Iguodala makes 2-pt dunk at rim,,52,33
229,2,2:30.0,,Oklahoma City full timeout,52,33
230,2,2:30.0,Golden State full timeout,,52,33
231,2,2:30.0,D. Green enters the game for M. Barnes,,52,33
232,2,2:30.0,K. Thompson enters the game for D. West,,52,33
233,2,2:14.0,,T. Gibson makes 2-pt dunk at rim (assist by V. Oladipo),52,35
234,2,1:48.0,K. Thompson misses 3-pt jump shot from 24 ft,,52,35
235,2,1:47.0,,Defensive rebound by R. Westbrook,52,35
236,2,1:43.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),52,37
237,2,1:28.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,54,37
238,2,1:04.0,,R. Westbrook misses 3-pt jump shot from 24 ft,54,37
239,2,1:03.0,Defensive rebound by S. Curry,,54,37
240,2,0:56.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,56,37
241,2,0:35.0,,T. Gibson makes 2-pt jump shot from 4 ft (assist by S. Christon),56,39
242,2,0:27.0,S. Curry misses 2-pt jump shot from 23 ft,,56,39
243,2,0:26.0,,Defensive rebound by V. Oladipo,56,39
244,2,0:05.0,,T. Gibson misses 2-pt dunk at rim (block by A. Iguodala),56,39
245,2,0:05.0,Defensive rebound by Team,,56,39
246,2,0:05.0,,Technical foul by S. Christon,56,39
247,2,0:05.0,Technical foul by S. Curry,,56,39
248,2,0:05.0,,Technical foul by R. Westbrook,56,39
249,2,0:05.0,Technical foul by D. Green,,56,39
250,2,0:00.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Thompson),,59,39
251,3,11:39.0,P. McCaw makes 2-pt layup from 2 ft (assist by D. Green),,61,39
252,3,11:24.0,,R. Westbrook makes 2-pt layup at rim,61,41
253,3,11:10.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,61,41
254,3,11:08.0,,Personal foul by D. Green (drawn by R. Westbrook),61,41
255,3,10:56.0,,T. Gibson makes 2-pt jump shot from 7 ft (assist by R. Westbrook),61,43
256,3,10:37.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by P. McCaw),,64,43
257,3,10:24.0,,V. Oladipo makes 2-pt jump shot from 13 ft,64,45
258,3,10:10.0,K. Thompson misses 3-pt jump shot from 24 ft,,64,45
259,3,10:10.0,,Defensive rebound by R. Westbrook,64,45
260,3,10:01.0,,Shooting foul by Z. Pachulia (drawn by S. Adams),64,45
261,3,10:01.0,,S. Adams makes free throw 1 of 2,64,46
262,3,10:01.0,,S. Adams misses free throw 2 of 2,64,46
263,3,10:00.0,Defensive rebound by D. Green,,64,46
264,3,9:54.0,Personal foul by R. Westbrook (drawn by S. Curry),,64,46
265,3,9:42.0,S. Curry misses 3-pt jump shot from 26 ft,,64,46
266,3,9:41.0,Offensive rebound by P. McCaw,,64,46
267,3,9:29.0,Z. Pachulia misses 2-pt layup from 3 ft (block by T. Gibson),,64,46
268,3,9:28.0,,Defensive rebound by A. Roberson,64,46
269,3,9:17.0,,Shooting foul by S. Curry (drawn by R. Westbrook),64,46
270,3,9:17.0,,R. Westbrook makes free throw 1 of 3,64,47
271,3,9:17.0,,R. Westbrook makes free throw 2 of 3,64,48
272,3,9:17.0,,R. Westbrook makes free throw 3 of 3,64,49
273,3,9:08.0,D. Green misses 2-pt dunk at rim,,64,49
274,3,9:08.0,,Defensive rebound by Team,64,49
275,3,8:57.0,,R. Westbrook makes 3-pt jump shot from 27 ft,64,52
276,3,8:57.0,Golden State full timeout,,64,52
277,3,8:49.0,Turnover by D. Green (bad pass; steal by T. Gibson),,64,52
278,3,8:46.0,,Personal foul by Z. Pachulia (drawn by R. Westbrook),64,52
279,3,8:36.0,,Shooting foul by Z. Pachulia (drawn by T. Gibson),64,52
280,3,8:36.0,,T. Gibson misses free throw 1 of 2,64,52
281,3,8:36.0,,Offensive rebound by Team,64,52
282,3,8:36.0,,T. Gibson misses free throw 2 of 2,64,52
283,3,8:36.0,Defensive rebound by P. McCaw,,64,52
284,3,8:36.0,J. McGee enters the game for Z. Pachulia,,64,52
285,3,8:12.0,J. McGee makes 2-pt layup from 2 ft (assist by P. McCaw),,66,52
286,3,7:51.0,,R. Westbrook misses 3-pt jump shot from 24 ft,66,52
287,3,7:50.0,Defensive rebound by Team,,66,52
288,3,7:50.0,Personal foul by T. Gibson (drawn by D. Green),,66,52
289,3,7:30.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,66,52
290,3,7:25.0,,Turnover by T. Gibson (lost ball),66,52
291,3,7:17.0,P. McCaw makes 3-pt jump shot from 24 ft (assist by S. Curry),,69,52
292,3,7:02.0,,V. Oladipo misses 2-pt jump shot from 9 ft,69,52
293,3,7:01.0,,Offensive rebound by T. Gibson,69,52
294,3,6:52.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by R. Westbrook),69,55
295,3,6:36.0,Turnover by K. Thompson (lost ball; steal by A. Roberson),,69,55
296,3,6:30.0,,Turnover by R. Westbrook (lost ball; steal by P. McCaw),69,55
297,3,6:16.0,Personal foul by R. Westbrook (drawn by S. Curry),,69,55
298,3,6:13.0,K. Thompson misses 3-pt jump shot from 24 ft,,69,55
299,3,6:12.0,Offensive rebound by D. Green,,69,55
300,3,6:08.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,72,55
301,3,6:08.0,,Oklahoma City full timeout,72,55
302,3,5:57.0,,V. Oladipo misses 2-pt layup from 2 ft (block by J. McGee),72,55
303,3,5:57.0,,Offensive rebound by S. Adams,72,55
304,3,5:57.0,,Shooting foul by P. McCaw (drawn by S. Adams),72,55
305,3,5:57.0,,S. Adams misses free throw 1 of 2,72,55
306,3,5:57.0,,Offensive rebound by Team,72,55
307,3,5:57.0,,S. Adams misses free throw 2 of 2,72,55
308,3,5:55.0,Defensive rebound by J. McGee,,72,55
309,3,5:34.0,D. Green misses 2-pt jump shot from 10 ft,,72,55
310,3,5:33.0,Offensive rebound by K. Thompson,,72,55
311,3,5:26.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,75,55
312,3,5:07.0,,Turnover by R. Westbrook (bad pass; steal by K. Thompson),75,55
313,3,4:55.0,S. Curry misses 3-pt jump shot from 23 ft,,75,55
314,3,4:55.0,Offensive rebound by P. McCaw,,75,55
315,3,4:51.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by P. McCaw),,78,55
316,3,4:51.0,,Oklahoma City full timeout,78,55
317,3,4:51.0,,Á. Abrines enters the game for S. Adams,78,55
318,3,4:51.0,,E. Freedom enters the game for V. Oladipo,78,55
319,3,4:37.0,,Á. Abrines misses 3-pt jump shot from 24 ft,78,55
320,3,4:36.0,,Offensive rebound by T. Gibson,78,55
321,3,4:26.0,,Á. Abrines misses 3-pt jump shot from 24 ft,78,55
322,3,4:26.0,Defensive rebound by D. Green,,78,55
323,3,4:16.0,K. Thompson misses 3-pt jump shot from 23 ft,,78,55
324,3,4:16.0,,Defensive rebound by E. Freedom,78,55
325,3,4:09.0,,R. Westbrook misses 3-pt jump shot from 24 ft,78,55
326,3,4:08.0,,Offensive rebound by A. Roberson,78,55
327,3,4:08.0,,A. Roberson makes 2-pt dunk at rim,78,57
328,3,3:53.0,Personal foul by A. Roberson (drawn by K. Thompson),,78,57
329,3,3:47.0,Shooting foul by T. Gibson (drawn by K. Thompson),,78,57
330,3,3:47.0,K. Thompson makes free throw 1 of 2,,79,57
331,3,3:47.0,A. Iguodala enters the game for P. McCaw,,79,57
332,3,3:47.0,K. Thompson makes free throw 2 of 2,,80,57
333,3,3:27.0,,Á. Abrines misses 2-pt layup from 2 ft (block by J. McGee),80,57
334,3,3:26.0,Defensive rebound by J. McGee,,80,57
335,3,3:19.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,83,57
336,3,3:07.0,,Shooting foul by D. Green (drawn by E. Freedom),83,57
337,3,3:07.0,,E. Freedom makes free throw 1 of 2,83,58
338,3,3:07.0,S. Livingston enters the game for K. Thompson,,83,58
339,3,3:07.0,,J. Grant enters the game for T. Gibson,83,58
340,3,3:07.0,M. Barnes enters the game for D. Green,,83,58
341,3,3:07.0,,E. Freedom makes free throw 2 of 2,83,59
342,3,2:56.0,Turnover by S. Curry (bad pass; steal by Á. Abrines),,83,59
343,3,2:52.0,,Flagrant foul type 1 by M. Barnes (drawn by Á. Abrines),83,59
344,3,2:52.0,,Á. Abrines makes flagrant free throw 1 of 2,83,60
345,3,2:52.0,,Á. Abrines makes flagrant free throw 2 of 2,83,61
346,3,2:44.0,,A. Roberson misses 3-pt jump shot from 22 ft,83,61
347,3,2:44.0,Defensive rebound by Team,,83,61
348,3,2:44.0,,Loose ball foul by R. Westbrook (drawn by A. Iguodala),83,61
349,3,2:44.0,A. Iguodala makes free throw 1 of 2,,84,61
350,3,2:44.0,,S. Christon enters the game for R. Westbrook,84,61
351,3,2:44.0,A. Iguodala makes free throw 2 of 2,,85,61
352,3,2:25.0,,E. Freedom makes 2-pt layup at rim,85,63
353,3,2:11.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,87,63
354,3,1:51.0,,E. Freedom misses 2-pt jump shot from 13 ft,87,63
355,3,1:50.0,Defensive rebound by A. Iguodala,,87,63
356,3,1:42.0,,V. Oladipo enters the game for A. Roberson,87,63
357,3,1:36.0,J. McGee makes 2-pt dunk at rim (assist by S. Curry),,89,63
358,3,1:06.0,,V. Oladipo misses 2-pt jump shot from 21 ft,89,63
359,3,1:06.0,Defensive rebound by Team,,89,63
360,3,0:56.0,Turnover by S. Livingston (bad pass; steal by V. Oladipo),,89,63
361,3,0:52.0,,Personal foul by S. Livingston (drawn by J. Grant),89,63
362,3,0:52.0,,J. Grant misses free throw 1 of 2,89,63
363,3,0:52.0,,Offensive rebound by Team,89,63
364,3,0:52.0,,J. Grant makes free throw 2 of 2,89,64
365,3,0:36.0,A. Iguodala misses 3-pt jump shot from 25 ft,,89,64
366,3,0:35.0,,Defensive rebound by V. Oladipo,89,64
367,3,0:14.0,,E. Freedom makes 2-pt layup from 1 ft (assist by V. Oladipo),89,66
368,3,0:00.0,S. Curry makes 3-pt jump shot from 25 ft,,92,66
369,4,11:42.0,,J. Grant makes 2-pt jump shot from 16 ft (assist by Á. Abrines),92,68
370,4,11:23.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,94,68
371,4,11:06.0,,E. Freedom misses 2-pt hook shot from 8 ft,94,68
372,4,11:06.0,Defensive rebound by D. West,,94,68
373,4,10:54.0,K. Thompson misses 3-pt jump shot from 25 ft,,94,68
374,4,10:53.0,,Defensive rebound by Á. Abrines,94,68
375,4,10:44.0,,V. Oladipo makes 2-pt layup from 2 ft,94,70
376,4,10:24.0,K. Thompson misses 3-pt jump shot from 24 ft,,94,70
377,4,10:23.0,,Defensive rebound by E. Freedom,94,70
378,4,10:13.0,,Turnover by V. Oladipo (bad pass; steal by D. West),94,70
379,4,10:07.0,I. Clark misses 3-pt jump shot from 24 ft,,94,70
380,4,10:05.0,,Defensive rebound by Á. Abrines,94,70
381,4,9:46.0,,Á. Abrines misses 3-pt jump shot from 25 ft,94,70
382,4,9:45.0,Defensive rebound by D. West,,94,70
383,4,9:32.0,D. West makes 2-pt jump shot from 22 ft (assist by I. Clark),,96,70
384,4,9:21.0,,Shooting foul by M. Barnes (drawn by V. Oladipo),96,70
385,4,9:21.0,,V. Oladipo misses free throw 1 of 2,96,70
386,4,9:21.0,,Offensive rebound by Team,96,70
387,4,9:21.0,,D. McDermott enters the game for Á. Abrines,96,70
