,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
35,1,7:44.0,,P. Gasol makes 2-pt layup from 2 ft (assist by T. Parker),7,9
36,1,7:44.0,,P. Gasol makes free throw 1 of 1,7,10
37,1,7:31.0,T. Chandler makes 2-pt layup from 2 ft (assist by P. Tucker),,9,10
38,1,7:13.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Anderson),9,12
39,1,7:13.0,Phoenix full timeout,,9,12
40,1,6:55.0,E. Bledsoe makes 2-pt layup from 1 ft,,11,12
41,1,6:33.0,,T. Parker makes 2-pt layup from 2 ft,11,14
42,1,6:06.0,Turnover by Team (shot clock),,11,14
43,1,5:54.0,,T. Parker makes 2-pt layup from 2 ft,11,16
44,1,5:27.0,Turnover by T. Chandler (bad pass; steal by P. Gasol),,11,16
45,1,5:16.0,,Turnover by T. Parker (bad pass; steal by P. Tucker),11,16
46,1,5:09.0,Turnover by P. Tucker (lost ball; steal by D. Green),,11,16
47,1,5:00.0,,Personal foul by E. Bledsoe (drawn by P. Gasol),11,16
48,1,5:00.0,A. Len enters the game for T. Chandler,,11,16
49,1,5:00.0,B. Knight enters the game for E. Bledsoe,,11,16
50,1,5:00.0,,P. Mills enters the game for T. Parker,11,16
51,1,5:00.0,,M. Ginóbili enters the game for D. Green,11,16
52,1,5:00.0,,D. Lee enters the game for L. Aldridge,11,16
53,1,5:00.0,L. Barbosa enters the game for D. Booker,,11,16
54,1,4:56.0,,Turnover by P. Mills (bad pass; steal by L. Barbosa),11,16
55,1,4:51.0,M. Chriss makes 2-pt dunk at rim (assist by L. Barbosa),,13,16
56,1,4:35.0,,Turnover by P. Gasol (bad pass; steal by A. Len),13,16
57,1,4:14.0,Turnover by B. Knight (bad pass),,13,16
58,1,4:03.0,,Personal foul by L. Barbosa,13,16
59,1,4:03.0,,P. Mills makes free throw 1 of 2,13,17
60,1,4:03.0,D. Bender enters the game for M. Chriss,,13,17
61,1,4:03.0,D. Booker enters the game for P. Tucker,,13,17
62,1,4:03.0,,P. Mills makes free throw 2 of 2,13,18
63,1,3:53.0,Turnover by L. Barbosa (lost ball),,13,18
64,1,3:46.0,,D. Lee makes 2-pt layup from 1 ft (assist by M. Ginóbili),13,20
65,1,3:46.0,Violation by D. Bender (def goaltending),,13,20
66,1,3:36.0,D. Booker makes 2-pt layup from 2 ft,,15,20
67,1,3:36.0,,San Antonio full timeout,15,20
68,1,3:36.0,,J. Simmons enters the game for K. Anderson,15,20
69,1,3:24.0,,P. Mills misses 3-pt jump shot from 25 ft,15,20
70,1,3:24.0,Defensive rebound by A. Len,,15,20
71,1,3:13.0,Shooting foul by P. Mills (drawn by D. Booker),,15,20
72,1,3:13.0,D. Booker makes free throw 1 of 2,,16,20
73,1,3:13.0,T. Warren enters the game for L. Barbosa,,15,20
74,1,3:13.0,D. Booker makes free throw 2 of 2,,17,20
75,1,3:01.0,,P. Gasol misses 2-pt jump shot from 16 ft,17,20
76,1,3:00.0,Defensive rebound by D. Booker,,17,20
77,1,2:52.0,Turnover by D. Booker (lost ball; steal by M. Ginóbili),,17,20
78,1,2:46.0,,P. Mills makes 2-pt layup from 3 ft (assist by M. Ginóbili),17,22
79,1,2:27.0,B. Knight misses 2-pt jump shot from 16 ft,,17,22
80,1,2:26.0,,Defensive rebound by J. Simmons,17,22
81,1,2:14.0,,M. Ginóbili misses 2-pt layup from 2 ft,17,22
82,1,2:12.0,,Offensive rebound by D. Lee,17,22
83,1,2:12.0,,D. Lee makes 2-pt layup from 1 ft,17,24
84,1,1:57.0,B. Knight makes 3-pt jump shot from 25 ft (assist by A. Len),,20,24
85,1,1:43.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,20,24
86,1,1:42.0,Defensive rebound by D. Booker,,20,24
87,1,1:29.0,B. Knight makes 3-pt jump shot from 26 ft (assist by A. Len),,23,24
88,1,1:09.0,,J. Simmons makes 2-pt jump shot from 16 ft (assist by P. Gasol),23,26
89,1,0:54.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Booker),,25,26
90,1,0:43.0,,Turnover by P. Mills (bad pass; steal by D. Bender),25,26
91,1,0:37.0,D. Bender makes 2-pt dunk at rim (assist by B. Knight),,27,26
92,1,0:25.0,,D. Lee makes 2-pt hook shot from 6 ft,27,28
93,1,0:05.0,D. Booker misses 2-pt jump shot from 17 ft,,27,28
94,1,0:05.0,,Defensive rebound by P. Mills,27,28
95,1,0:00.0,,J. Simmons makes 2-pt layup from 1 ft (assist by P. Mills),27,30
96,2,11:46.0,,Personal foul by A. Len (drawn by L. Aldridge),27,30
97,2,11:46.0,,T. Parker enters the game for P. Mills,27,30
98,2,11:37.0,,Personal foul by T. Warren,27,30
99,2,11:27.0,,T. Parker makes 2-pt layup from 2 ft,27,32
100,2,11:10.0,Turnover by A. Len (lost ball; steal by D. Dedmon),,27,32
101,2,11:03.0,,Personal foul by B. Knight (drawn by T. Parker),27,32
102,2,10:53.0,,M. Ginóbili misses 2-pt jump shot from 8 ft,27,32
103,2,10:52.0,,Offensive rebound by M. Ginóbili,27,32
104,2,10:52.0,,M. Ginóbili misses 2-pt layup from 2 ft,27,32
105,2,10:50.0,Defensive rebound by A. Len,,27,32
106,2,10:40.0,B. Knight misses 2-pt jump shot from 9 ft,,27,32
107,2,10:39.0,Offensive rebound by T. Warren,,27,32
108,2,10:39.0,Shooting foul by D. Dedmon (drawn by T. Warren),,27,32
109,2,10:39.0,T. Warren makes free throw 1 of 2,,28,32
110,2,10:39.0,,D. Green enters the game for M. Ginóbili,28,32
111,2,10:39.0,T. Warren makes free throw 2 of 2,,29,32
112,2,10:23.0,,T. Parker makes 2-pt jump shot from 20 ft,29,34
113,2,10:06.0,Shooting foul by J. Simmons (drawn by T. Warren),,29,34
114,2,10:06.0,T. Warren makes free throw 1 of 2,,30,34
115,2,10:06.0,T. Warren makes free throw 2 of 2,,31,34
116,2,9:48.0,,T. Parker misses 2-pt jump shot from 6 ft,31,34
117,2,9:47.0,Defensive rebound by D. Bender,,31,34
118,2,9:37.0,B. Knight makes 2-pt jump shot from 22 ft,,33,34
119,2,9:21.0,,Personal foul by B. Knight (drawn by T. Parker),33,34
120,2,9:10.0,,T. Parker makes 2-pt jump shot from 8 ft,33,36
121,2,9:01.0,L. Barbosa makes 3-pt jump shot from 26 ft (assist by B. Knight),,36,36
122,2,9:01.0,,San Antonio full timeout,36,36
123,2,9:01.0,,K. Anderson enters the game for J. Simmons,36,36
124,2,8:34.0,,D. Green misses 2-pt jump shot from 22 ft,36,36
125,2,8:33.0,,Offensive rebound by L. Aldridge,36,36
126,2,8:33.0,,L. Aldridge makes 2-pt layup from 2 ft,36,38
127,2,8:16.0,A. Len misses 2-pt layup from 2 ft (block by K. Anderson),,36,38
128,2,8:14.0,Offensive rebound by T. Warren,,36,38
129,2,8:14.0,T. Warren makes 2-pt layup from 2 ft,,38,38
130,2,7:52.0,,T. Parker makes 2-pt layup from 2 ft,38,40
131,2,7:42.0,B. Knight makes 2-pt layup from 1 ft,,40,40
132,2,7:27.0,,Turnover by D. Dedmon (traveling),40,40
133,2,7:19.0,Personal block foul by D. Dedmon (drawn by L. Barbosa),,40,40
134,2,7:14.0,T. Warren makes 2-pt jump shot from 20 ft,,42,40
135,2,6:52.0,,Shooting foul by A. Len (drawn by L. Aldridge),42,40
136,2,6:52.0,,L. Aldridge makes free throw 1 of 2,42,41
137,2,6:52.0,T. Chandler enters the game for A. Len,,42,41
138,2,6:52.0,,L. Aldridge makes free throw 2 of 2,42,42
139,2,6:37.0,D. Bender makes 3-pt jump shot from 25 ft (assist by T. Warren),,45,42
140,2,6:18.0,,T. Parker misses 2-pt layup from 3 ft (block by T. Warren),45,42
141,2,6:18.0,Defensive rebound by Team,,45,42
142,2,6:05.0,T. Warren makes 2-pt jump shot from 6 ft,,47,42
143,2,5:44.0,,D. Dedmon misses 2-pt jump shot from 3 ft (block by D. Bender),47,42
144,2,5:43.0,Defensive rebound by T. Warren,,47,42
145,2,5:37.0,D. Bender makes 2-pt jump shot from 23 ft (assist by B. Knight),,49,42
146,2,5:20.0,,Shooting foul by D. Bender (drawn by L. Aldridge),49,42
147,2,5:20.0,Official timeout,,49,42
148,2,5:20.0,,L. Aldridge makes free throw 1 of 2,49,43
149,2,5:20.0,,P. Mills enters the game for T. Parker,49,42
150,2,5:20.0,,P. Gasol enters the game for D. Dedmon,49,42
151,2,5:20.0,,L. Aldridge misses free throw 2 of 2,49,43
152,2,5:19.0,Defensive rebound by T. Chandler,,49,43
153,2,5:04.0,B. Knight misses 2-pt jump shot from 21 ft,,49,43
154,2,5:04.0,,Defensive rebound by Team,49,43
155,2,5:04.0,E. Bledsoe enters the game for B. Knight,,49,43
156,2,5:04.0,,J. Simmons enters the game for K. Anderson,49,43
157,2,4:48.0,,L. Aldridge makes 2-pt jump shot from 9 ft,49,45
158,2,4:29.0,L. Barbosa misses 2-pt jump shot from 17 ft,,49,45
159,2,4:28.0,,Defensive rebound by J. Simmons,49,45
160,2,4:17.0,,P. Gasol makes 2-pt hook shot from 8 ft,49,47
161,2,4:17.0,Phoenix full timeout,,49,47
162,2,4:17.0,D. Booker enters the game for D. Bender,,49,47
163,2,4:17.0,M. Chriss enters the game for L. Barbosa,,49,47
164,2,4:00.0,T. Chandler makes 2-pt layup from 2 ft (assist by E. Bledsoe),,51,47
165,2,3:47.0,,L. Aldridge makes 2-pt hook shot from 5 ft,51,49
166,2,3:31.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by M. Chriss),,53,49
167,2,3:21.0,,Shooting foul by M. Chriss (drawn by P. Gasol),53,49
168,2,3:21.0,,P. Gasol makes free throw 1 of 2,53,50
169,2,3:21.0,,M. Ginóbili enters the game for D. Green,53,50
170,2,3:21.0,,P. Gasol makes free throw 2 of 2,53,51
171,2,3:00.0,T. Warren misses 2-pt jump shot from 12 ft,,53,51
172,2,3:00.0,Offensive rebound by M. Chriss,,53,51
173,2,3:00.0,Personal foul by J. Simmons (drawn by M. Chriss),,53,51
174,2,2:47.0,E. Bledsoe makes 2-pt layup from 2 ft,,55,51
175,2,2:47.0,Violation by Team (jump ball),,55,51
176,2,2:31.0,,P. Gasol misses 2-pt jump shot from 9 ft,55,51
177,2,2:30.0,Defensive rebound by T. Chandler,,55,51
178,2,2:27.0,E. Bledsoe makes 2-pt jump shot from 8 ft,,57,51
179,2,2:27.0,Shooting block foul by P. Mills (drawn by E. Bledsoe),,57,51
180,2,2:27.0,,T. Parker enters the game for P. Mills,57,51
181,2,2:27.0,E. Bledsoe makes free throw 1 of 1,,58,51
182,2,2:13.0,,Shooting foul by D. Booker (drawn by P. Gasol),58,51
183,2,2:13.0,,P. Gasol makes free throw 1 of 2,58,52
184,2,2:13.0,,P. Gasol misses free throw 2 of 2,58,52
185,2,2:12.0,Defensive rebound by T. Chandler,,58,52
186,2,2:01.0,M. Chriss misses 3-pt jump shot from 23 ft,,58,52
187,2,2:00.0,Offensive rebound by E. Bledsoe,,58,52
188,2,1:57.0,E. Bledsoe makes 2-pt layup from 2 ft,,60,52
189,2,1:47.0,,P. Gasol misses 2-pt jump shot from 3 ft,60,52
190,2,1:46.0,Defensive rebound by D. Booker,,60,52
191,2,1:39.0,M. Chriss makes 2-pt dunk at rim (assist by D. Booker),,62,52
192,2,1:25.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by M. Ginóbili),62,54
193,2,1:11.0,Shooting foul by J. Simmons (drawn by D. Booker),,62,54
194,2,1:11.0,D. Booker makes free throw 1 of 2,,63,54
195,2,1:11.0,,D. Green enters the game for J. Simmons,63,54
196,2,1:11.0,D. Booker makes free throw 2 of 2,,64,54
197,2,0:55.0,,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),64,57
198,2,0:38.0,Shooting foul by L. Aldridge (drawn by M. Chriss),,64,57
199,2,0:38.0,M. Chriss misses free throw 1 of 2,,64,57
200,2,0:38.0,Offensive rebound by Team,,64,57
201,2,0:38.0,M. Chriss misses free throw 2 of 2,,64,57
202,2,0:38.0,P. Tucker enters the game for D. Booker,,64,57
203,2,0:37.0,,Defensive rebound by P. Gasol,64,57
204,2,0:28.0,,P. Gasol misses 3-pt jump shot from 26 ft,64,57
205,2,0:27.0,,Offensive rebound by M. Ginóbili,64,57
206,2,0:23.0,,D. Green misses 3-pt jump shot from 26 ft,64,57
207,2,0:22.0,,Offensive rebound by P. Gasol,64,57
208,2,0:21.0,,Shooting foul by T. Chandler (drawn by L. Aldridge),64,57
209,2,0:21.0,,L. Aldridge misses free throw 1 of 2,64,57
210,2,0:21.0,,Offensive rebound by Team,64,57
211,2,0:21.0,,D. Dedmon enters the game for P. Gasol,64,57
212,2,0:21.0,D. Booker enters the game for P. Tucker,,64,57
213,2,0:21.0,D. Bender enters the game for T. Chandler,,64,57
214,2,0:21.0,,L. Aldridge makes free throw 2 of 2,64,58
215,2,0:00.0,D. Booker misses 2-pt jump shot from 19 ft,,64,58
216,2,0:00.0,,Defensive rebound by D. Dedmon,64,58
217,3,11:39.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by K. Anderson),64,60
218,3,11:21.0,Personal foul by K. Anderson (drawn by T. Chandler),,64,60
219,3,11:10.0,D. Booker misses 2-pt jump shot from 12 ft,,64,60
220,3,11:08.0,,Defensive rebound by P. Gasol,64,60
221,3,10:53.0,,L. Aldridge makes 2-pt jump shot from 15 ft,64,62
222,3,10:33.0,Turnover by M. Chriss (lost ball; steal by D. Green),,64,62
223,3,10:14.0,,K. Anderson misses 3-pt jump shot from 23 ft,64,62
224,3,10:13.0,Defensive rebound by T. Chandler,,64,62
225,3,10:03.0,T. Chandler misses 2-pt jump shot from 6 ft (block by D. Green),,64,62
226,3,10:03.0,Offensive rebound by Team,,64,62
227,3,9:56.0,D. Booker misses 2-pt jump shot from 13 ft,,64,62
228,3,9:56.0,,Defensive rebound by P. Gasol,64,62
229,3,9:39.0,,T. Parker misses 3-pt jump shot from 24 ft,64,62
230,3,9:38.0,Defensive rebound by P. Tucker,,64,62
231,3,9:21.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by D. Booker),,66,62
232,3,9:11.0,,T. Parker makes 2-pt jump shot from 7 ft,66,64
233,3,8:47.0,D. Booker misses 2-pt layup at rim (block by P. Gasol),,66,64
234,3,8:45.0,,Defensive rebound by T. Parker,66,64
235,3,8:40.0,,D. Green misses 3-pt jump shot from 24 ft,66,64
236,3,8:39.0,,Offensive rebound by L. Aldridge,66,64
237,3,8:35.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Anderson),66,67
238,3,8:34.0,Phoenix full timeout,,66,67
239,3,8:34.0,T. Warren enters the game for M. Chriss,,66,67
240,3,8:15.0,P. Tucker misses 3-pt jump shot from 24 ft,,66,67
241,3,8:13.0,,Defensive rebound by K. Anderson,66,67
242,3,8:08.0,,Turnover by K. Anderson (lost ball; steal by T. Warren),66,67
243,3,7:51.0,T. Warren misses 2-pt layup from 2 ft (block by L. Aldridge),,66,67
244,3,7:50.0,,Defensive rebound by L. Aldridge,66,67
245,3,7:44.0,,T. Parker makes 2-pt layup at rim,66,69
246,3,7:33.0,Turnover by P. Tucker (bad pass; steal by L. Aldridge),,66,69
247,3,7:25.0,,T. Parker makes 2-pt layup from 1 ft (assist by L. Aldridge),66,71
248,3,6:59.0,P. Tucker misses 3-pt jump shot from 23 ft,,66,71
249,3,6:58.0,,Defensive rebound by K. Anderson,66,71
250,3,6:52.0,,Turnover by D. Green (bad pass; steal by P. Tucker),66,71
251,3,6:38.0,T. Warren misses 3-pt jump shot from 25 ft,,66,71
252,3,6:37.0,,Defensive rebound by D. Green,66,71
253,3,6:32.0,,Turnover by D. Green (bad pass; steal by D. Booker),66,71
254,3,6:25.0,D. Booker makes 2-pt jump shot from 22 ft,,68,71
255,3,6:24.0,,San Antonio full timeout,68,71
256,3,6:24.0,,M. Ginóbili enters the game for D. Green,68,71
257,3,6:24.0,A. Len enters the game for T. Chandler,,68,71
258,3,6:24.0,B. Knight enters the game for E. Bledsoe,,68,71
259,3,6:03.0,,P. Gasol misses 3-pt jump shot from 25 ft,68,71
260,3,6:01.0,Defensive rebound by T. Warren,,68,71
261,3,5:54.0,B. Knight makes 2-pt layup from 1 ft,,70,71
262,3,5:32.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by K. Anderson),70,74
263,3,5:32.0,Personal foul by P. Gasol (drawn by B. Knight),,70,74
264,3,5:32.0,E. Bledsoe enters the game for D. Booker,,70,74
265,3,5:32.0,,J. Simmons enters the game for K. Anderson,70,74
266,3,5:19.0,B. Knight makes 2-pt jump shot from 10 ft,,72,74
267,3,5:19.0,Shooting foul by T. Parker (drawn by B. Knight),,72,74
268,3,5:19.0,B. Knight misses free throw 1 of 1,,72,74
269,3,5:19.0,,Defensive rebound by J. Simmons,72,74
270,3,5:19.0,,D. Lee enters the game for P. Gasol,72,74
271,3,5:19.0,,P. Mills enters the game for T. Parker,72,74
272,3,5:02.0,,L. Aldridge makes 2-pt hook shot from 7 ft (assist by D. Lee),72,76
273,3,4:51.0,A. Len misses 2-pt hook shot from 6 ft,,72,76
274,3,4:51.0,Offensive rebound by T. Warren,,72,76
275,3,4:51.0,Shooting foul by M. Ginóbili (drawn by T. Warren),,72,76
276,3,4:51.0,T. Warren makes free throw 1 of 2,,73,76
277,3,4:51.0,T. Warren makes free throw 2 of 2,,74,76
278,3,4:35.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,74,76
279,3,4:35.0,Defensive rebound by T. Warren,,74,76
280,3,4:32.0,,Offensive charge foul by T. Warren (drawn by M. Ginóbili),74,76
281,3,4:32.0,Turnover by T. Warren (offensive foul),,74,76
282,3,4:32.0,D. Bender enters the game for P. Tucker,,74,76
283,3,4:17.0,,M. Ginóbili misses 2-pt jump shot from 14 ft,74,76
284,3,4:15.0,Defensive rebound by A. Len,,74,76
285,3,4:08.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,74,76
286,3,4:07.0,,Defensive rebound by L. Aldridge,74,76
287,3,3:53.0,,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by J. Simmons),74,79
288,3,3:39.0,B. Knight misses 2-pt jump shot from 12 ft,,74,79
289,3,3:38.0,Offensive rebound by A. Len,,74,79
290,3,3:38.0,A. Len makes 2-pt layup from 1 ft,,76,79
291,3,3:18.0,,P. Mills makes 2-pt jump shot from 9 ft (assist by L. Aldridge),76,81
292,3,3:04.0,Turnover by B. Knight (bad pass; steal by M. Ginóbili),,76,81
293,3,3:00.0,,M. Ginóbili makes 2-pt dunk at rim,76,83
294,3,2:48.0,T. Warren misses 2-pt jump shot from 9 ft,,76,83
295,3,2:46.0,,Defensive rebound by P. Mills,76,83
296,3,2:41.0,,P. Mills misses 3-pt jump shot from 25 ft,76,83
297,3,2:40.0,,Offensive rebound by M. Ginóbili,76,83
298,3,2:25.0,,J. Simmons misses 2-pt layup from 2 ft,76,83
299,3,2:24.0,,Offensive rebound by D. Lee,76,83
300,3,2:24.0,,D. Lee misses 2-pt layup from 1 ft,76,83
301,3,2:23.0,Defensive rebound by D. Bender,,76,83
302,3,2:21.0,Turnover by E. Bledsoe (bad pass),,76,83
303,3,2:15.0,,Turnover by P. Mills (bad pass),76,83
304,3,2:11.0,B. Knight misses 2-pt layup from 5 ft (block by M. Ginóbili),,76,83
305,3,2:10.0,,Defensive rebound by M. Ginóbili,76,83
306,3,1:51.0,,Shooting foul by A. Len (drawn by L. Aldridge),76,83
307,3,1:51.0,,L. Aldridge makes free throw 1 of 2,76,84
308,3,1:51.0,D. Booker enters the game for B. Knight,,76,84
309,3,1:51.0,,L. Aldridge makes free throw 2 of 2,76,85
310,3,1:41.0,Shooting foul by M. Ginóbili (drawn by T. Warren),,76,85
311,3,1:41.0,T. Warren makes free throw 1 of 2,,77,85
312,3,1:41.0,,D. Dedmon enters the game for L. Aldridge,77,85
313,3,1:41.0,T. Warren makes free throw 2 of 2,,78,85
314,3,1:22.0,,P. Mills misses 2-pt layup from 1 ft,78,85
315,3,1:21.0,Defensive rebound by A. Len,,78,85
316,3,1:14.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,80,85
317,3,0:57.0,,J. Simmons misses 2-pt layup from 3 ft,80,85
318,3,0:56.0,,Offensive rebound by P. Mills,80,85
319,3,0:52.0,,J. Simmons misses 3-pt jump shot from 24 ft,80,85
320,3,0:51.0,Defensive rebound by D. Bender,,80,85
321,3,0:45.0,Shooting foul by D. Dedmon (drawn by A. Len),,80,85
322,3,0:45.0,A. Len makes free throw 1 of 2,,81,85
323,3,0:45.0,A. Len makes free throw 2 of 2,,82,85
324,3,0:35.0,,D. Lee makes 2-pt hook shot from 10 ft (assist by P. Mills),82,87
325,3,0:27.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,82,87
326,3,0:26.0,,Defensive rebound by M. Ginóbili,82,87
327,3,0:12.0,,Personal foul by D. Booker (drawn by M. Ginóbili),82,87
328,3,0:12.0,,M. Ginóbili makes free throw 1 of 2,82,88
329,3,0:12.0,,D. Green enters the game for D. Lee,82,88
330,3,0:12.0,,M. Ginóbili makes free throw 2 of 2,82,89
331,3,0:00.0,E. Bledsoe misses 3-pt jump shot from 37 ft,,82,89
332,3,0:00.0,Offensive rebound by Team,,82,89
333,4,11:43.0,T. Warren misses 2-pt layup from 3 ft (block by M. Ginóbili),,82,89
334,4,11:43.0,,Defensive rebound by Team,82,89
335,4,11:43.0,,D. Green enters the game for M. Ginóbili,82,89
336,4,11:22.0,,D. Lee makes 2-pt jump shot from 12 ft,82,91
337,4,11:09.0,Turnover by B. Knight (lost ball),,82,91
338,4,10:53.0,,Turnover by P. Mills (bad pass),82,91
339,4,10:45.0,L. Barbosa makes 2-pt layup from 1 ft (assist by D. Bender),,84,91
340,4,10:32.0,,J. Simmons misses 2-pt jump shot from 18 ft,84,91
341,4,10:32.0,Defensive rebound by L. Barbosa,,84,91
342,4,10:20.0,T. Warren makes 3-pt jump shot from 23 ft (assist by B. Knight),,87,91
343,4,10:20.0,,San Antonio full timeout,87,91
344,4,9:59.0,,Turnover by D. Lee (bad pass),87,91
345,4,9:47.0,L. Barbosa misses 2-pt layup from 1 ft,,87,91
346,4,9:46.0,,Defensive rebound by D. Lee,87,91
347,4,9:36.0,,Personal foul by L. Barbosa (drawn by D. Lee),87,91
348,4,9:36.0,,T. Parker enters the game for P. Mills,87,91
349,4,9:22.0,,T. Parker misses 2-pt jump shot from 6 ft,87,91
350,4,9:22.0,,Offensive rebound by D. Dedmon,87,91
351,4,9:21.0,,Shooting foul by D. Bender (drawn by D. Dedmon),87,91
352,4,9:21.0,,D. Dedmon misses free throw 1 of 2,87,91
353,4,9:21.0,,Offensive rebound by Team,87,91
354,4,9:21.0,,D. Dedmon makes free throw 2 of 2,87,92
355,4,9:08.0,Turnover by L. Barbosa (bad pass; steal by D. Dedmon),,87,92
356,4,9:01.0,,Turnover by J. Simmons (bad pass; steal by L. Barbosa),87,92
357,4,8:57.0,Turnover by T. Warren (bad pass),,87,92
358,4,8:57.0,,P. Gasol enters the game for D. Dedmon,87,92
359,4,8:46.0,,Personal foul by L. Barbosa (drawn by D. Green),87,92
360,4,8:39.0,,P. Gasol makes 2-pt dunk at rim (assist by D. Lee),87,94
361,4,8:38.0,Phoenix full timeout,,87,94
362,4,8:38.0,T. Chandler enters the game for A. Len,,87,94
363,4,8:38.0,D. Booker enters the game for L. Barbosa,,87,94
364,4,8:27.0,D. Booker misses 2-pt jump shot from 18 ft,,87,94
365,4,8:26.0,,Defensive rebound by P. Gasol,87,94
366,4,8:13.0,,T. Parker misses 2-pt jump shot from 3 ft (block by B. Knight),87,94
367,4,8:12.0,Defensive rebound by B. Knight,,87,94
368,4,8:01.0,T. Warren misses 2-pt jump shot from 18 ft,,87,94
369,4,8:00.0,,Defensive rebound by J. Simmons,87,94
370,4,7:51.0,,D. Green misses 3-pt jump shot from 26 ft,87,94
371,4,7:50.0,,Offensive rebound by D. Green,87,94
372,4,7:45.0,,D. Green makes 3-pt jump shot from 25 ft,87,97
373,4,7:23.0,D. Bender makes 3-pt jump shot from 24 ft (assist by B. Knight),,90,97
374,4,7:02.0,,D. Lee makes 2-pt jump shot from 16 ft,90,99
375,4,6:40.0,D. Booker misses 2-pt layup from 1 ft,,90,99
376,4,6:39.0,,Defensive rebound by P. Gasol,90,99
377,4,6:31.0,,Personal foul by D. Booker (drawn by P. Gasol),90,99
378,4,6:31.0,E. Bledsoe enters the game for T. Warren,,90,99
379,4,6:23.0,,T. Parker makes 2-pt layup from 1 ft,90,101
380,4,6:23.0,,Shooting foul by E. Bledsoe (drawn by T. Parker),90,101
381,4,6:23.0,,T. Parker misses free throw 1 of 1,90,101
382,4,6:23.0,,L. Aldridge enters the game for D. Lee,90,101
383,4,6:23.0,,M. Ginóbili enters the game for J. Simmons,90,101
384,4,6:21.0,Defensive rebound by D. Bender,,90,101
385,4,6:13.0,B. Knight misses 2-pt jump shot from 17 ft,,90,101
